player_id,player_name,team,opponent,position,season,season_type,week,ladder_line,probability,probability_grade,projected_fg_made,model_version
00-0025565,Nick Folk,ATL,GB,K,2026,REG,3,1,85.94,ELITE,1.967,NFL_FG_MADE_V1
00-0025565,Nick Folk,ATL,GB,K,2026,REG,3,2,58.41,ELITE,1.967,NFL_FG_MADE_V1
00-0025565,Nick Folk,ATL,GB,K,2026,REG,3,3,31.61,ELITE,1.967,NFL_FG_MADE_V1
00-0025565,Nick Folk,ATL,GB,K,2026,REG,3,4,13.73,ELITE,1.967,NFL_FG_MADE_V1
00-0025565,Nick Folk,ATL,GB,K,2026,REG,3,5,4.98,ELITE,1.967,NFL_FG_MADE_V1
00-0031136,Chris Boswell,PIT,CIN,K,2026,REG,3,1,87.78,ELITE,2.109,NFL_FG_MADE_V1
00-0031136,Chris Boswell,PIT,CIN,K,2026,REG,3,2,62.16,ELITE,2.109,NFL_FG_MADE_V1
00-0031136,Chris Boswell,PIT,CIN,K,2026,REG,3,3,35.46,ELITE,2.109,NFL_FG_MADE_V1
00-0031136,Chris Boswell,PIT,CIN,K,2026,REG,3,4,16.56,ELITE,2.109,NFL_FG_MADE_V1
00-0031136,Chris Boswell,PIT,CIN,K,2026,REG,3,5,6.34,ELITE,2.109,NFL_FG_MADE_V1
00-0031203,Cairo Santos,CHI,PHI,K,2026,REG,3,1,84.59,ELITE,1.869,NFL_FG_MADE_V1
00-0031203,Cairo Santos,CHI,PHI,K,2026,REG,3,2,55.61,ELITE,1.869,NFL_FG_MADE_V1
00-0031203,Cairo Santos,CHI,PHI,K,2026,REG,3,3,28.72,ELITE,1.869,NFL_FG_MADE_V1
00-0031203,Cairo Santos,CHI,PHI,K,2026,REG,3,4,12.07,ELITE,1.869,NFL_FG_MADE_V1
00-0031203,Cairo Santos,CHI,PHI,K,2026,REG,3,5,4.37,ELITE,1.869,NFL_FG_MADE_V1
00-0031492,Jason Myers,SEA,WAS,K,2026,REG,3,1,93.17,ELITE,2.684,NFL_FG_MADE_V1
00-0031492,Jason Myers,SEA,WAS,K,2026,REG,3,2,74.85,ELITE,2.684,NFL_FG_MADE_V1
00-0031492,Jason Myers,SEA,WAS,K,2026,REG,3,3,50.78,ELITE,2.684,NFL_FG_MADE_V1
00-0031492,Jason Myers,SEA,WAS,K,2026,REG,3,4,28.79,ELITE,2.684,NFL_FG_MADE_V1
00-0031492,Jason Myers,SEA,WAS,K,2026,REG,3,5,13.73,ELITE,2.684,NFL_FG_MADE_V1
00-0032569,Wil Lutz,DEN,LAR,K,2026,REG,3,1,86.36,ELITE,2.0,NFL_FG_MADE_V1
00-0032569,Wil Lutz,DEN,LAR,K,2026,REG,3,2,59.44,ELITE,2.0,NFL_FG_MADE_V1
00-0032569,Wil Lutz,DEN,LAR,K,2026,REG,3,3,32.49,ELITE,2.0,NFL_FG_MADE_V1
00-0032569,Wil Lutz,DEN,LAR,K,2026,REG,3,4,14.39,ELITE,2.0,NFL_FG_MADE_V1
00-0032569,Wil Lutz,DEN,LAR,K,2026,REG,3,5,5.3,ELITE,2.0,NFL_FG_MADE_V1
00-0032726,Ka'imi Fairbairn,HOU,IND,K,2026,REG,3,1,93.25,ELITE,2.714,NFL_FG_MADE_V1
00-0032726,Ka'imi Fairbairn,HOU,IND,K,2026,REG,3,2,75.72,ELITE,2.714,NFL_FG_MADE_V1
00-0032726,Ka'imi Fairbairn,HOU,IND,K,2026,REG,3,3,51.42,ELITE,2.714,NFL_FG_MADE_V1
00-0032726,Ka'imi Fairbairn,HOU,IND,K,2026,REG,3,4,29.26,ELITE,2.714,NFL_FG_MADE_V1
00-0032726,Ka'imi Fairbairn,HOU,IND,K,2026,REG,3,5,14.32,ELITE,2.714,NFL_FG_MADE_V1
00-0033303,Harrison Butker,KC,MIA,K,2026,REG,3,1,92.3,ELITE,2.567,NFL_FG_MADE_V1
00-0033303,Harrison Butker,KC,MIA,K,2026,REG,3,2,72.88,ELITE,2.567,NFL_FG_MADE_V1
00-0033303,Harrison Butker,KC,MIA,K,2026,REG,3,3,47.65,ELITE,2.567,NFL_FG_MADE_V1
00-0033303,Harrison Butker,KC,MIA,K,2026,REG,3,4,25.96,ELITE,2.567,NFL_FG_MADE_V1
00-0033303,Harrison Butker,KC,MIA,K,2026,REG,3,5,12.02,ELITE,2.567,NFL_FG_MADE_V1
00-0033787,Jake Elliott,PHI,CHI,K,2026,REG,3,1,76.76,ELITE,1.465,NFL_FG_MADE_V1
00-0033787,Jake Elliott,PHI,CHI,K,2026,REG,3,2,42.98,ELITE,1.465,NFL_FG_MADE_V1
00-0033787,Jake Elliott,PHI,CHI,K,2026,REG,3,3,18.31,ELITE,1.465,NFL_FG_MADE_V1
00-0033787,Jake Elliott,PHI,CHI,K,2026,REG,3,4,6.18,ELITE,1.465,NFL_FG_MADE_V1
00-0033787,Jake Elliott,PHI,CHI,K,2026,REG,3,5,1.75,ELITE,1.465,NFL_FG_MADE_V1
00-0034161,Daniel Carlson,NO,LV,K,2026,REG,3,1,84.52,ELITE,1.88,NFL_FG_MADE_V1
00-0034161,Daniel Carlson,NO,LV,K,2026,REG,3,2,56.02,ELITE,1.88,NFL_FG_MADE_V1
00-0034161,Daniel Carlson,NO,LV,K,2026,REG,3,3,29.25,ELITE,1.88,NFL_FG_MADE_V1
00-0034161,Daniel Carlson,NO,LV,K,2026,REG,3,4,12.37,ELITE,1.88,NFL_FG_MADE_V1
00-0034161,Daniel Carlson,NO,LV,K,2026,REG,3,5,4.33,ELITE,1.88,NFL_FG_MADE_V1
00-0034173,Eddy Pineiro,SF,ARI,K,2026,REG,3,1,89.68,ELITE,2.282,NFL_FG_MADE_V1
00-0034173,Eddy Pineiro,SF,ARI,K,2026,REG,3,2,66.47,ELITE,2.282,NFL_FG_MADE_V1
00-0034173,Eddy Pineiro,SF,ARI,K,2026,REG,3,3,40.1,ELITE,2.282,NFL_FG_MADE_V1
00-0034173,Eddy Pineiro,SF,ARI,K,2026,REG,3,4,19.83,ELITE,2.282,NFL_FG_MADE_V1
00-0034173,Eddy Pineiro,SF,ARI,K,2026,REG,3,5,8.35,ELITE,2.282,NFL_FG_MADE_V1
00-0035192,Joey Slye,TEN,NYG,K,2026,REG,3,1,75.4,ELITE,1.412,NFL_FG_MADE_V1
00-0035192,Joey Slye,TEN,NYG,K,2026,REG,3,2,41.3,ELITE,1.412,NFL_FG_MADE_V1
00-0035192,Joey Slye,TEN,NYG,K,2026,REG,3,3,16.96,ELITE,1.412,NFL_FG_MADE_V1
00-0035192,Joey Slye,TEN,NYG,K,2026,REG,3,4,5.6,ELITE,1.412,NFL_FG_MADE_V1
00-0035192,Joey Slye,TEN,NYG,K,2026,REG,3,5,1.5,ELITE,1.412,NFL_FG_MADE_V1
00-0035269,Matt Gay,LV,NO,K,2026,REG,3,1,86.42,ELITE,2.013,NFL_FG_MADE_V1
00-0035269,Matt Gay,LV,NO,K,2026,REG,3,2,59.69,ELITE,2.013,NFL_FG_MADE_V1
00-0035269,Matt Gay,LV,NO,K,2026,REG,3,3,32.81,ELITE,2.013,NFL_FG_MADE_V1
00-0035269,Matt Gay,LV,NO,K,2026,REG,3,4,14.77,ELITE,2.013,NFL_FG_MADE_V1
00-0035269,Matt Gay,LV,NO,K,2026,REG,3,5,5.56,ELITE,2.013,NFL_FG_MADE_V1
00-0035358,Chase McLaughlin,TB,MIN,K,2026,REG,3,1,88.39,ELITE,2.153,NFL_FG_MADE_V1
00-0035358,Chase McLaughlin,TB,MIN,K,2026,REG,3,2,63.28,ELITE,2.153,NFL_FG_MADE_V1
00-0035358,Chase McLaughlin,TB,MIN,K,2026,REG,3,3,36.58,ELITE,2.153,NFL_FG_MADE_V1
00-0035358,Chase McLaughlin,TB,MIN,K,2026,REG,3,4,17.37,ELITE,2.153,NFL_FG_MADE_V1
00-0035358,Chase McLaughlin,TB,MIN,K,2026,REG,3,5,6.78,ELITE,2.153,NFL_FG_MADE_V1
00-0036162,Tyler Bass,BUF,LAC,K,2026,REG,3,1,82.44,ELITE,1.75,NFL_FG_MADE_V1
00-0036162,Tyler Bass,BUF,LAC,K,2026,REG,3,2,52.11,ELITE,1.75,NFL_FG_MADE_V1
00-0036162,Tyler Bass,BUF,LAC,K,2026,REG,3,3,25.7,ELITE,1.75,NFL_FG_MADE_V1
00-0036162,Tyler Bass,BUF,LAC,K,2026,REG,3,4,10.26,ELITE,1.75,NFL_FG_MADE_V1
00-0036162,Tyler Bass,BUF,LAC,K,2026,REG,3,5,3.39,ELITE,1.75,NFL_FG_MADE_V1
00-0036816,Riley Patterson,MIA,KC,K,2026,REG,3,1,84.77,ELITE,1.893,NFL_FG_MADE_V1
00-0036816,Riley Patterson,MIA,KC,K,2026,REG,3,2,56.38,ELITE,1.893,NFL_FG_MADE_V1
00-0036816,Riley Patterson,MIA,KC,K,2026,REG,3,3,29.54,ELITE,1.893,NFL_FG_MADE_V1
00-0036816,Riley Patterson,MIA,KC,K,2026,REG,3,4,12.57,ELITE,1.893,NFL_FG_MADE_V1
00-0036816,Riley Patterson,MIA,KC,K,2026,REG,3,5,4.46,ELITE,1.893,NFL_FG_MADE_V1
00-0036854,Evan McPherson,CIN,PIT,K,2026,REG,3,1,87.39,ELITE,2.075,NFL_FG_MADE_V1
00-0036854,Evan McPherson,CIN,PIT,K,2026,REG,3,2,61.25,ELITE,2.075,NFL_FG_MADE_V1
00-0036854,Evan McPherson,CIN,PIT,K,2026,REG,3,3,34.34,ELITE,2.075,NFL_FG_MADE_V1
00-0036854,Evan McPherson,CIN,PIT,K,2026,REG,3,4,15.88,ELITE,2.075,NFL_FG_MADE_V1
00-0036854,Evan McPherson,CIN,PIT,K,2026,REG,3,5,6.13,ELITE,2.075,NFL_FG_MADE_V1
00-0037224,Cameron Dicker,LAC,BUF,K,2026,REG,3,1,87.61,ELITE,2.089,NFL_FG_MADE_V1
00-0037224,Cameron Dicker,LAC,BUF,K,2026,REG,3,2,61.76,ELITE,2.089,NFL_FG_MADE_V1
00-0037224,Cameron Dicker,LAC,BUF,K,2026,REG,3,3,34.83,ELITE,2.089,NFL_FG_MADE_V1
00-0037224,Cameron Dicker,LAC,BUF,K,2026,REG,3,4,16.02,ELITE,2.089,NFL_FG_MADE_V1
00-0037224,Cameron Dicker,LAC,BUF,K,2026,REG,3,5,6.19,ELITE,2.089,NFL_FG_MADE_V1
00-0037692,Brandon Aubrey,DAL,BAL,K,2026,REG,3,1,90.58,ELITE,2.374,NFL_FG_MADE_V1
00-0037692,Brandon Aubrey,DAL,BAL,K,2026,REG,3,2,68.61,ELITE,2.374,NFL_FG_MADE_V1
