Date,GamePk,Pitcher,PitcherID,Opponent,Pitcher Team,Venue,Pitcher Hand,K,ERA,Pitcher K9,Base Model K%,Lineup Model K%,Final Model K%,Skill Workload Anchor K,Projection Sanity Ratio,Lineup Source,Lineup Reliability,Pitch-Type Matchup Score,Shape Matchup Score,Sequence Advantage Score,Avg Zone Contact%,Avg Chase Contact%,Avg 2Strike Foul%,Avg 2Strike Contact%,Expected BF,Expected Pitches,Hook Aggression,Manager Factor,Bullpen Factor,Park Factor,Weather Factor,Workload Context Factor,Proj K,Sim Mean K,Fair Line,Line,LineSource,Edge,Recommendation,Recommendation Tier,MORE Probability,LESS Probability,Best Side %,Best MORE Line,Best MORE Probability,Best MORE Tier,Best MORE Qualified,Over %,Under %,Raw Over %,Raw Under %,MORE 2.5 %,LESS 2.5 %,MORE 3.0 %,LESS 3.0 %,PUSH 3.0 %,MORE 3.5 %,LESS 3.5 %,MORE 4.0 %,LESS 4.0 %,PUSH 4.0 %,MORE 4.5 %,LESS 4.5 %,MORE 5.0 %,LESS 5.0 %,PUSH 5.0 %,MORE 5.5 %,LESS 5.5 %,MORE 6.0 %,LESS 6.0 %,PUSH 6.0 %,MORE 6.5 %,LESS 6.5 %,MORE 7.0 %,LESS 7.0 %,PUSH 7.0 %,MORE 7.5 %,LESS 7.5 %,MORE 8.0 %,LESS 8.0 %,PUSH 8.0 %,MORE 8.5 %,LESS 8.5 %,MORE 9.0 %,LESS 9.0 %,PUSH 9.0 %,MORE 9.5 %,LESS 9.5 %,MORE 10.0 %,LESS 10.0 %,PUSH 10.0 %,MORE 10.5 %,LESS 10.5 %,MORE 11.0 %,LESS 11.0 %,PUSH 11.0 %,Ladder 3+,Ladder 4+,Ladder 5+,Ladder 6+,Ladder 7+,Ladder 8+,Ladder 9+,Ladder 10+,Ladder 11+,Ladder 12+,Ladder 13+,K State Floor%,K State Median%,K State Strong%,K State Dominant%,K State Peak%,P Floor State,P Median State,P Strong State,P Dominant State,P Peak State,K Ceiling Score,Elite K Index,Peak K Index,Historical K Volatility,Historical K Volatility Starts,Historical P90 K%,Recent Peak Skill Score,Recent Peak Whiff%,Recent Peak CSW%,Recent Peak 2Strike Whiff%,Recent Peak PutAway%,K State Expected%,Whiff%,Chase%,CSW%,FirstStrike%,2Strike Whiff%,PutAway Proxy%,Stuff Score,Pitcher K Talent Score,Today K Environment Score,Workload Opportunity Score,K Opportunity Score,Velo Change,Whiff Change,Arsenal Change Score,Umpire,Catcher,Official Combined Factor,Sim SD,Model Confidence,Probability Calibration,Projection Calibration N,Actual K,Projection Error,Absolute Error,Side Result,ModelVersion,Actionable
2026-07-25,822704,Foster Griffin,656492,Arizona Diamondbacks,Washington Nationals,Nationals Park,L,2,2.76,8.2,22.26,18.84,20.62,5.19,0.894,Confirmed,1.0,-0.459,-0.497,0.0,88.2,66.9,26.4,81.6,23.35,90.2,0.485,1.0,1.0,1.0,1.0,1.0,4.64,4.64,4.5,4.5,Model fallback,0.14,PASS,PASS,47.3,52.7,47.3,3.5,62.7,STRONG MORE,True,47.27,52.73,47.3,52.7,77.5,22.5,62.7,22.5,14.9,62.7,37.3,47.3,37.3,15.4,47.3,52.7,33.8,52.7,13.5,33.8,66.2,22.5,66.2,11.2,22.5,77.5,14.4,77.5,8.1,14.4,85.6,8.7,85.6,5.7,8.7,91.3,4.9,91.3,3.9,4.9,95.2,2.6,95.2,2.3,2.6,97.4,1.3,97.4,1.2,77.5,62.7,47.3,33.8,22.5,14.4,8.7,4.9,2.6,1.3,0.7,13.6,20.6,27.2,33.6,40.1,17.7,49.6,22.5,9.3,0.8,48.9,-0.042,-0.099,0.0942,18,33.7,0.633,26.6,31.3,29.1,30.3,22.22,23.99,38.62,29.45,63.08,21.2,13.45,47.4,43.5,29.0,52.1,39.4,0.17,-0.92,-0.182,Stu Scheurwater,Keibert Ruiz,1.0,2.66,90.7,OFF,0,,,,,V4.6 MORE-Only Recommendations + Best MORE Line FIXED,0
2026-07-25,823600,Yoshinobu Yamamoto,808967,New York Mets,Los Angeles Dodgers,Citi Field,R,5,2.72,8.45,22.32,21.22,21.79,5.81,0.956,Confirmed,1.0,-0.371,-0.178,0.0,86.4,58.3,26.8,79.1,24.7,96.0,0.395,1.0,1.0,1.0,1.0,1.0,5.55,5.55,5.5,5.5,Model fallback,0.05,PASS,PASS,46.7,53.3,46.7,4.5,60.5,MORE,True,46.72,53.28000000000001,46.7,53.3,85.7,14.3,73.9,14.3,11.8,73.9,26.1,60.5,26.1,13.4,60.5,39.5,46.7,39.5,13.8,46.7,53.3,34.4,53.3,12.4,34.4,65.6,23.8,65.6,10.5,23.8,76.2,15.6,76.2,8.2,15.6,84.4,9.9,84.4,5.8,9.9,90.1,5.8,90.1,4.1,5.8,94.2,3.2,94.2,2.6,85.7,73.9,60.5,46.7,34.4,23.8,15.6,9.9,5.8,3.2,1.7,14.8,21.8,28.3,34.4,40.7,17.2,48.9,23.1,9.8,1.0,42.4,-0.269,-0.324,0.0926,18,36.3,0.415,25.8,31.5,24.7,27.8,23.52,21.08,35.32,27.51,58.94,17.72,11.02,49.1,40.5,36.1,58.2,42.3,-0.14,-3.41,-0.327,Lance Barrett,Dalton Rushing,1.0,2.9,87.7,OFF,0,,,,,V4.6 MORE-Only Recommendations + Best MORE Line FIXED,0
2026-07-25,823197,Ryan Johnson,696270,San Francisco Giants,Los Angeles Angels,Oracle Park,R,4,7.34,7.34,18.38,18.2,18.29,3.58,0.981,Confirmed,1.0,-0.752,-0.047,0.099,86.7,58.0,23.1,75.8,18.61,71.6,0.693,1.0,1.0,1.0,1.0,1.0,3.51,3.51,3.5,3.5,Model fallback,0.01,PASS,PASS,45.3,54.7,45.3,2.5,64.5,STRONG MORE,True,45.305,54.69500000000001,45.3,54.7,64.5,35.5,45.3,35.5,19.2,45.3,54.7,29.1,54.7,16.2,29.1,70.9,16.9,70.9,12.2,16.9,83.1,9.1,83.1,7.8,9.1,90.9,4.6,90.9,4.5,4.6,95.4,2.2,95.4,2.4,2.2,97.8,1.0,97.8,1.2,1.0,99.0,0.4,99.0,0.6,0.4,99.6,0.2,99.6,0.2,64.5,45.3,29.1,16.9,9.1,4.6,2.2,1.0,0.4,0.2,0.1,14.0,18.3,22.3,26.1,34.6,17.7,50.4,22.3,9.0,0.5,44.4,-0.136,-0.189,0.0751,8,33.6,0.128,25.5,30.1,17.0,29.0,19.22,25.4,31.56,27.68,61.79,16.96,11.05,48.4,37.3,28.9,24.8,31.4,-0.25,0.9,0.077,Nic Lentz,Logan O'Hoppe,1.0,2.14,80.0,OFF,0,,,,,V4.6 MORE-Only Recommendations + Best MORE Line FIXED,0
2026-07-25,823355,Paul Skenes,694973,Chicago Cubs,Pittsburgh Pirates,PNC Park,R,11,3.65,11.11,29.37,29.5,29.43,7.4,0.985,Confirmed,1.0,-0.12,-0.204,0.005,85.4,57.8,22.2,75.2,23.17,92.1,0.575,1.0,1.0,1.0,1.0,1.0,7.3,7.3,7.5,7.5,Model fallback,-0.2,PASS,PASS,45.1,54.9,45.1,6.5,57.5,MORE,True,45.0525,54.947500000000005,45.1,54.9,95.5,4.5,89.8,4.5,5.7,89.8,10.2,81.2,10.2,8.6,81.2,18.8,70.0,18.8,11.2,70.0,30.0,57.5,30.0,12.5,57.5,42.5,45.1,42.5,12.5,45.1,54.9,33.2,54.9,11.8,33.2,66.8,23.1,66.8,10.2,23.1,76.9,15.1,76.9,7.9,15.1,84.9,9.4,84.9,5.7,95.5,89.8,81.2,70.0,57.5,45.1,33.2,23.1,15.1,9.4,5.4,22.7,29.4,36.1,42.6,49.5,15.8,46.3,24.1,11.5,2.4,65.4,0.421,0.445,0.0899,18,43.5,1.275,34.8,29.3,36.4,34.9,31.96,28.23,33.52,27.12,59.83,29.35,19.47,52.5,57.9,49.2,47.4,52.3,-0.24,-4.72,-0.505,Cory Blaser,Henry Davis,1.0,3.07,90.4,OFF,0,,,,,V4.6 MORE-Only Recommendations + Best MORE Line FIXED,0
2026-07-25,822869,Bryan Woo,693433,Texas Rangers,Seattle Mariners,Globe Life Field,R,5,4.37,8.9,23.5,22.03,22.8,5.61,0.96,Confirmed,1.0,-0.405,-0.408,0.0,86.0,61.4,24.8,79.5,22.95,89.4,0.59,1.0,1.0,1.0,1.0,1.0,5.38,5.38,5.5,5.5,Model fallback,-0.12,PASS,PASS,44.9,55.1,44.9,4.5,58.9,MORE,True,44.905,55.095000000000006,44.9,55.1,84.9,15.1,72.7,15.1,12.2,72.7,27.3,58.9,27.3,13.8,58.9,41.1,44.9,41.1,14.0,44.9,55.1,31.9,55.1,13.0,31.9,68.1,21.5,68.1,10.4,21.5,78.5,13.6,78.5,7.9,13.6,86.4,8.1,86.4,5.4,8.1,91.9,4.6,91.9,3.5,4.6,95.4,2.4,95.4,2.2,84.9,72.7,58.9,44.9,31.9,21.5,13.6,8.1,4.6,2.4,1.2,15.7,22.8,29.5,35.8,42.3,17.6,49.7,22.6,9.4,0.7,52.8,0.039,0.067,0.095,18,38.0,0.4,23.4,28.2,35.5,27.5,24.42,23.16,34.1,27.21,65.98,28.47,17.03,47.7,45.3,35.9,46.6,41.8,0.22,0.59,0.222,Tripp Gibson,Cal Raleigh,1.0,2.78,88.6,OFF,0,,,,,V4.6 MORE-Only Recommendations + Best MORE Line FIXED,0
2026-07-25,824734,Sonny Gray,543243,Toronto Blue Jays,Boston Red Sox,Fenway Park,R,3,2.78,7.85,21.59,18.61,20.16,4.83,0.915,Confirmed,1.0,-0.807,-0.361,0.0,87.5,65.2,27.8,80.7,21.85,84.4,0.465,1.0,1.0,1.0,1.0,1.0,4.42,4.42,4.5,4.5,Model fallback,-0.08,PASS,PASS,44.3,55.7,44.3,3.5,60.0,MORE,True,44.34,55.66,44.3,55.7,75.4,24.6,60.0,24.6,15.5,60.0,40.0,44.3,40.0,15.6,44.3,55.7,30.6,55.7,13.8,30.6,69.4,19.8,69.4,10.8,19.8,80.2,12.1,80.2,7.7,12.1,87.9,7.0,87.9,5.1,7.0,93.0,3.7,93.0,3.3,3.7,96.3,1.8,96.3,1.9,1.8,98.2,0.9,98.2,0.9,75.4,60.0,44.3,30.6,19.8,12.1,7.0,3.7,1.8,0.9,0.3,13.0,20.2,26.9,33.5,40.6,17.1,48.5,23.1,10.0,1.3,54.1,0.064,0.122,0.095,18,36.9,1.295,27.9,32.5,43.5,35.3,22.1,21.22,35.38,27.72,64.32,31.62,18.69,45.4,40.8,27.7,46.1,36.6,-0.23,-1.37,-0.302,Paul Clemons,Connor Wong,1.0,2.54,89.2,OFF,0,,,,,V4.6 MORE-Only Recommendations + Best MORE Line FIXED,0
2026-07-25,824811,Brandon Young,687064,Atlanta Braves,Baltimore Orioles,Oriole Park at Camden Yards,R,6,3.13,7.37,19.93,18.38,19.19,4.68,0.937,Confirmed,1.0,-0.64,-0.339,0.049,87.4,61.9,26.4,79.2,23.08,88.9,0.545,1.0,1.0,1.0,1.0,1.0,4.38,4.38,4.5,4.5,Model fallback,-0.12,PASS,PASS,43.9,56.1,43.9,3.5,60.4,MORE,True,43.905,56.09499999999999,43.9,56.1,76.8,23.2,60.4,23.2,16.4,60.4,39.6,43.9,39.6,16.5,43.9,56.1,29.6,56.1,14.3,29.6,70.4,18.5,70.4,11.2,18.5,81.5,10.8,81.5,7.6,10.8,89.2,5.8,89.2,5.0,5.8,94.2,3.0,94.2,2.9,3.0,97.0,1.5,97.0,1.5,1.5,98.5,0.7,98.5,0.8,76.8,60.4,43.9,29.6,18.5,10.8,5.8,3.0,1.5,0.7,0.3,14.3,19.2,23.7,28.0,32.4,17.7,49.7,22.6,9.3,0.7,49.9,-0.045,-0.068,0.0646,17,25.9,0.314,26.3,28.6,29.1,24.0,20.27,22.33,36.03,27.65,66.81,25.9,15.72,47.2,38.6,30.1,49.3,37.3,0.21,-0.15,-0.095,D.J. Reyburn,Sam Huff,1.0,2.42,88.2,OFF,0,,,,,V4.6 MORE-Only Recommendations + Best MORE Line FIXED,0
2026-07-25,822704,Mitch Bratt,683352,Washington Nationals,Arizona Diamondbacks,Nationals Park,L,3,6.32,5.74,14.84,12.56,13.74,2.73,0.915,Confirmed,1.0,-1.335,-0.264,0.017,89.1,60.3,23.3,78.1,18.99,72.1,0.72,1.0,1.0,1.0,1.0,1.0,2.49,2.49,2.5,2.5,Model fallback,-0.01,PASS,PASS,43.7,56.3,43.7,2.5,43.7,PASS,False,43.7,56.3,43.7,56.3,43.7,56.3,25.4,56.3,18.3,25.4,74.6,13.5,74.6,11.9,13.5,86.5,6.7,86.5,6.8,6.7,93.3,3.1,93.3,3.6,3.1,96.9,1.4,96.9,1.8,1.4,98.6,0.5,98.6,0.8,0.5,99.5,0.2,99.5,0.3,0.2,99.8,0.1,99.8,0.1,0.1,99.9,0.0,99.9,0.1,43.7,25.4,13.5,6.7,3.1,1.4,0.5,0.2,0.1,0.0,0.0,10.3,13.7,16.9,19.9,22.8,18.4,51.2,21.7,8.5,0.2,21.7,-0.795,-0.823,0.0483,4,21.4,-1.5,11.0,14.5,9.0,13.5,14.35,10.28,29.13,13.78,58.82,11.11,7.55,27.9,13.5,18.0,27.9,18.2,0.0,0.0,0.0,Stu Scheurwater,James McCann,1.0,1.83,67.7,OFF,0,,,,,V4.6 MORE-Only Recommendations + Best MORE Line FIXED,0
2026-07-25,823435,Ryan Weathers,677960,Philadelphia Phillies,New York Yankees,Citizens Bank Park,L,7,4.25,10.17,26.12,27.2,26.64,6.19,1.008,Confirmed,1.0,-0.052,-0.009,0.057,85.9,59.1,27.4,77.1,21.46,84.8,0.605,1.0,1.0,1.0,1.0,1.0,6.24,6.24,6.5,6.5,Model fallback,-0.26,PASS,PASS,43.5,56.5,43.5,5.5,57.2,MORE,True,43.519999999999996,56.48,43.5,56.5,91.7,8.3,82.8,8.3,8.8,82.8,17.2,71.0,17.2,11.8,71.0,29.0,57.2,29.0,13.8,57.2,42.8,43.5,42.8,13.7,43.5,56.5,31.0,56.5,12.5,31.0,69.0,20.9,69.0,10.1,20.9,79.1,12.9,79.1,8.0,12.9,87.1,7.7,87.1,5.2,7.7,92.3,4.3,92.3,3.4,91.7,82.8,71.0,57.2,43.5,31.0,20.9,12.9,7.7,4.3,2.3,20.0,26.6,33.1,39.2,45.5,16.2,47.4,23.6,10.8,2.0,61.6,0.32,0.323,0.0882,18,37.2,0.641,32.2,29.4,25.7,26.5,28.82,27.69,28.51,28.75,54.46,25.18,15.15,52.8,53.6,44.4,41.4,47.5,0.48,9.18,0.77,Chris Conroy,Austin Wells,1.0,2.85,84.7,OFF,0,,,,,V4.6 MORE-Only Recommendations + Best MORE Line FIXED,0
2026-07-25,824734,Dylan Cease,656302,Boston Red Sox,Toronto Blue Jays,Fenway Park,R,12,2.46,13.26,35.52,34.55,35.06,9.4,0.964,Confirmed,1.0,0.029,-0.295,0.01,88.1,61.1,26.6,79.6,24.66,99.3,0.505,1.0,1.0,1.0,1.0,1.0,9.06,9.06,9.5,9.5,Model fallback,-0.44,PASS,PASS,43.0,57.0,43.0,8.5,54.4,SLIGHT MORE,True,42.972500000000004,57.027499999999996,43.0,57.0,98.6,1.4,96.1,1.4,2.4,96.1,3.9,91.9,3.9,4.3,91.9,8.1,85.2,8.1,6.6,85.2,14.8,76.6,14.8,8.6,76.6,23.4,65.9,23.4,10.7,65.9,34.1,54.4,34.1,11.5,54.4,45.6,43.0,45.6,11.5,43.0,57.0,32.3,57.0,10.7,32.3,67.7,23.1,67.7,9.2,98.6,96.1,91.9,85.2,76.6,65.9,54.4,43.0,32.3,23.1,15.7,28.4,35.1,41.8,48.5,55.8,15.1,44.2,24.7,12.4,3.6,72.8,0.6,0.599,0.0882,18,45.4,2.0,38.7,33.2,47.0,43.7,38.13,30.17,35.25,31.12,65.68,25.85,13.82,60.5,70.1,53.6,56.6,60.8,-0.15,-7.81,-0.553,Paul Clemons,Brandon Valenzuela,1.0,3.38,85.1,OFF,0,,,,,V4.6 MORE-Only Recommendations + Best MORE Line FIXED,0
2026-07-25,822869,Nathan Eovaldi,543135,Seattle Mariners,Texas Rangers,Globe Life Field,R,8,4.05,9.56,28.11,28.56,28.32,7.21,0.986,Confirmed,1.0,0.039,-0.183,0.0,86.0,64.9,24.7,80.1,22.64,89.9,0.535,1.0,1.0,1.0,1.0,1.0,7.11,7.11,7.5,7.5,Model fallback,-0.39,PASS,PASS,42.4,57.6,42.4,6.5,55.3,SLIGHT MORE,True,42.357499999999995,57.6425,42.4,57.6,94.7,5.3,88.5,5.3,6.2,88.5,11.5,79.1,11.5,9.3,79.1,20.9,67.8,20.9,11.4,67.8,32.2,55.3,32.2,12.4,55.3,44.7,42.4,44.7,13.0,42.4,57.6,30.9,57.6,11.5,30.9,69.1,21.5,69.1,9.4,21.5,78.5,14.1,78.5,7.4,14.1,85.9,8.7,85.9,5.4,94.7,88.5,79.1,67.8,55.3,42.4,30.9,21.5,14.2,8.7,5.0,21.5,28.3,35.3,42.2,49.7,14.6,43.3,24.5,12.6,5.0,78.2,0.711,0.848,0.0905,18,36.3,2.0,37.4,35.8,52.8,37.2,31.85,28.91,34.99,30.15,62.56,35.17,21.43,58.3,59.9,47.2,47.3,52.3,0.74,5.12,0.62,Tripp Gibson,Austin Wynns,1.0,3.07,87.8,OFF,0,,,,,V4.6 MORE-Only Recommendations + Best MORE Line FIXED,0
2026-07-25,824571,Hunter Brown,686613,Chicago White Sox,Houston Astros,Rate Field,R,7,3.45,9.57,22.64,22.15,22.41,5.17,0.99,Confirmed,1.0,-0.292,-0.19,0.042,85.2,57.2,24.4,75.8,22.13,86.2,0.56,1.0,1.0,1.0,1.0,1.0,5.11,5.11,5.5,5.5,Model fallback,-0.39,PASS,PASS,40.8,59.2,40.8,4.5,55.9,SLIGHT MORE,True,40.77,59.230000000000004,40.8,59.2,84.8,15.2,71.5,15.2,13.2,71.5,28.5,55.9,28.5,15.6,55.9,44.1,40.8,44.1,15.1,40.8,59.2,27.5,59.2,13.2,27.5,72.5,17.3,72.5,10.3,17.3,82.7,10.2,82.7,7.1,10.2,89.8,5.6,89.8,4.6,5.6,94.4,2.9,94.4,2.7,2.9,97.1,1.4,97.1,1.5,84.8,71.5,55.9,40.8,27.5,17.3,10.2,5.6,2.9,1.4,0.6,18.0,22.4,26.5,30.3,39.7,17.7,50.5,22.3,9.0,0.5,48.4,-0.007,-0.094,0.0721,9,38.7,0.024,28.4,27.8,23.6,15.4,23.34,25.82,25.53,27.9,54.41,17.33,8.78,56.2,44.6,37.5,43.6,41.6,0.36,-0.31,-0.084,Shane Livensparger,Yainer Diaz,1.0,2.56,79.3,OFF,0,,,,,V4.6 MORE-Only Recommendations + Best MORE Line FIXED,0
2026-07-25,823841,Randy Vásquez,681190,Miami Marlins,San Diego Padres,loanDepot park,R,0,4.68,6.28,13.21,12.32,12.78,2.44,0.972,Confirmed,1.0,-0.909,-0.193,0.0,87.1,58.3,22.6,76.7,17.31,65.8,0.705,1.0,1.0,1.0,1.0,1.0,2.38,2.38,2.5,2.5,Model fallback,-0.12,PASS,PASS,40.7,59.3,40.7,2.5,40.7,PASS,False,40.6875,59.3125,40.7,59.3,40.7,59.3,23.8,59.3,16.9,23.8,76.2,12.8,76.2,11.0,12.8,87.2,6.4,87.2,6.5,6.4,93.6,3.0,93.6,3.4,3.0,97.0,1.2,97.0,1.8,1.2,98.8,0.5,98.8,0.7,0.5,99.5,0.2,99.5,0.3,0.2,99.8,0.1,99.8,0.1,0.1,99.9,0.0,99.9,0.0,40.7,23.8,12.8,6.4,3.0,1.2,0.5,0.2,0.1,0.0,0.0,5.7,12.8,19.4,25.6,31.8,18.2,50.9,21.9,8.7,0.3,24.9,-0.697,-0.741,0.095,17,29.1,-0.796,19.7,25.5,14.3,17.3,14.12,13.4,23.67,21.15,65.85,10.0,5.56,35.5,18.0,20.9,14.2,18.4,1.2,0.92,0.415,Ryan Additon,Freddy Fermin,1.0,1.83,88.2,OFF,0,,,,,V4.6 MORE-Only Recommendations + Best MORE Line FIXED,0
2026-07-25,823355,Shota Imanaga,684007,Pittsburgh Pirates,Chicago Cubs,PNC Park,L,4,3.72,8.4,21.67,21.48,21.58,5.17,0.982,Confirmed,1.0,-0.179,-0.047,0.099,83.1,59.5,24.6,76.4,21.91,85.3,0.555,1.0,1.0,1.0,1.0,1.0,5.08,5.08,5.5,5.5,Model fallback,-0.42,PASS,PASS,40.2,59.8,40.2,4.5,54.6,SLIGHT MORE,True,40.1725,59.8275,40.2,59.8,82.6,17.4,69.2,17.4,13.4,69.2,30.8,54.6,30.8,14.6,54.6,45.4,40.2,45.4,14.4,40.2,59.8,28.0,59.8,12.1,28.0,72.0,18.2,72.0,9.9,18.2,81.8,11.2,81.8,7.0,11.2,88.8,6.5,88.8,4.7,6.5,93.5,3.6,93.5,2.9,3.6,96.4,1.8,96.4,1.7,82.6,69.2,54.6,40.2,28.0,18.2,11.2,6.5,3.6,1.8,0.9,14.5,21.6,28.2,34.8,41.7,16.5,48.4,23.5,10.2,1.5,48.8,-0.048,-0.015,0.095,18,38.4,1.154,34.3,30.7,37.2,26.3,23.6,26.15,35.16,28.72,62.75,17.68,11.28,51.8,43.3,39.8,43.3,41.9,-0.34,-3.04,-0.43,Cory Blaser,Miguel Amaya,1.0,2.71,90.1,OFF,0,,,,,V4.6 MORE-Only Recommendations + Best MORE Line FIXED,0
2026-07-25,823027,Hunter Greene,668881,St. Louis Cardinals,Cincinnati Reds,Busch Stadium,R,3,7.06,12.05,25.02,21.69,23.42,5.52,0.918,Confirmed,1.0,-0.392,-0.504,0.204,87.9,67.0,27.5,82.8,22.62,87.8,0.525,1.0,1.0,1.0,1.0,1.0,5.07,5.07,5.5,5.5,Model fallback,-0.43,PASS,PASS,40.1,59.9,40.1,4.5,55.3,SLIGHT MORE,True,40.06,59.940000000000005,40.1,59.9,84.5,15.5,70.8,15.5,13.7,70.8,29.2,55.3,29.2,15.5,55.3,44.7,40.1,44.7,15.2,40.1,59.9,27.0,59.9,13.1,27.0,73.0,16.7,73.0,10.2,16.7,83.3,9.8,83.3,7.0,9.8,90.2,5.3,90.2,4.5,5.3,94.7,2.7,94.7,2.6,2.7,97.3,1.3,97.3,1.4,84.5,70.8,55.3,40.1,27.0,16.7,9.8,5.3,2.7,1.3,0.5,20.0,23.4,26.7,30.0,33.4,17.2,48.5,22.6,10.0,1.6,59.2,0.248,0.25,0.0536,4,44.1,0.585,26.4,27.9,28.4,37.8,24.4,26.0,32.33,27.9,61.76,27.12,17.78,57.9,50.7,32.6,46.5,42.6,0.0,0.0,0.0,Emil Jimenez,Tyler Stephenson,1.0,2.54,66.4,OFF,0,,,,,V4.6 MORE-Only Recommendations + Best MORE Line FIXED,0
2026-07-25,824811,Bryce Elder,693821,Baltimore Orioles,Atlanta Braves,Oriole Park at Camden Yards,R,8,3.96,7.76,17.68,18.27,17.96,4.13,0.993,Confirmed,1.0,-0.357,0.269,0.013,84.6,53.9,22.8,76.5,20.7,80.0,0.58,1.0,1.0,1.0,1.0,1.0,4.1,4.1,4.5,4.5,Model fallback,-0.4,PASS,PASS,39.0,61.0,39.0,3.5,54.2,SLIGHT MORE,True,39.0375,60.9625,39.0,61.0,70.5,29.5,54.2,29.5,16.3,54.2,45.8,39.0,45.8,15.2,39.0,61.0,26.2,61.0,12.9,26.2,73.8,16.7,73.8,9.5,16.7,83.3,10.0,83.3,6.7,10.0,90.0,5.6,90.0,4.4,5.6,94.4,3.1,94.4,2.5,3.1,96.9,1.7,96.9,1.5,1.7,98.3,0.8,98.3,0.9,70.5,54.2,39.0,26.2,16.7,10.0,5.6,3.1,1.7,0.8,0.3,10.8,18.0,24.6,31.1,37.9,16.6,48.6,23.4,10.1,1.3,31.7,-0.558,-0.497,0.095,18,36.4,0.905,28.9,27.4,41.0,31.6,19.93,18.09,24.92,25.35,66.49,16.84,9.47,40.6,29.2,36.3,39.7,34.1,-0.24,-0.47,-0.246,D.J. Reyburn,Drake Baldwin,1.0,2.52,89.3,OFF,0,,,,,V4.6 MORE-Only Recommendations + Best MORE Line FIXED,0
2026-07-25,822948,Tanner Bibee,676440,Tampa Bay Rays,Cleveland Guardians,Tropicana Field,R,5,3.89,6.98,16.1,13.12,14.67,3.62,0.883,Confirmed,1.0,-0.793,-0.735,0.0,87.7,69.4,24.0,80.5,22.34,85.1,0.47,1.0,1.0,1.0,1.0,1.0,3.2,3.2,3.5,3.5,Model fallback,-0.3,PASS,PASS,38.6,61.4,38.6,2.5,56.1,SLIGHT MORE,True,38.65,61.35,38.6,61.4,56.1,43.9,38.6,43.9,17.4,38.6,61.4,25.0,61.4,13.6,25.0,75.0,15.3,75.0,9.8,15.3,84.7,8.6,84.7,6.7,8.6,91.4,4.7,91.4,3.9,4.7,95.3,2.4,95.3,2.4,2.4,97.6,1.2,97.6,1.2,1.2,98.8,0.5,98.8,0.7,0.5,99.5,0.2,99.5,0.3,56.1,38.6,25.0,15.3,8.6,4.7,2.4,1.2,0.5,0.2,0.1,7.7,14.7,21.1,27.4,33.9,17.9,49.8,22.3,9.2,0.8,30.2,-0.611,-0.584,0.0925,18,31.9,0.738,31.0,31.3,24.9,29.7,16.19,17.71,26.52,25.69,66.2,15.0,8.33,43.4,26.2,21.0,49.2,28.7,-0.15,-8.36,-0.69,Todd Tichenor,Austin Hedges,1.0,2.25,89.1,OFF,0,,,,,V4.6 MORE-Only Recommendations + Best MORE Line FIXED,0
