Rank,Date,Game PK,Game Time UTC,Game Status,Venue,Matchup,Home/Away,Player ID,Player,Team,Opponent,Position,Bats,Confirmed Lineup,Lineup Spot,G,PA,AB,H,2B,3B,HR,R,RBI,BB,HBP,SO,AVG,OBP,SLG,OPS,L14 G,L14 PA,L14 AB,L14 H,L14 HR,L14 AVG,L14 HR/PA,L30 G,L30 PA,L30 AB,L30 H,L30 HR,L30 AVG,L30 HR/PA,Statcast BBE,L30 Statcast BBE,Barrel %,Hard Hit %,Pull %,Center %,Oppo %,Fly Ball %,Air Ball %,Pull Air %,Sweet Spot %,HR Launch %,Ideal HR Contact %,Ideal Contact %,HR/Barrel %,Avg Exit Velocity,Avg Launch Angle,xSLG on Contact,Avg Bat Speed,Power DNA Score,Power DNA Label,Power DNA Stars,Power Archetype,Swing Plane Grade,Swing Plane Label,Power Profile Score,Power Profile Label,Power Profile Multiplier,Power Profile Data Quality,Estimated xHR,xHR Minus Actual HR,HR Regression Label,AI Power Outlook,Raw HR/PA,Bayesian HR/PA,Expected PA,AB Since Last HR,Games Since Last HR,AB/HR,Due Ratio,Due Meter Pct,Due Label,Opposing SP ID,Opposing SP,Opposing SP Throws,Platoon,SP G,SP GS,SP IP,SP ERA,SP WHIP,SP HR,SP HR/9,SP K/9,SP BB/9,Recent Form Multiplier,Pitcher HR Multiplier,Platoon Multiplier,Legacy OPS/SLG Multiplier,Statcast Power Multiplier,Power Multiplier,Due Multiplier,Baseline HR Probability %,HR Probability %,Model Confidence %,HR Model Score,Grade,Data Quality
24,2026-07-27,824490,2026-07-27T23:10:00Z,Scheduled,Great American Ball Park,Cleveland Guardians @ Cincinnati Reds,Home,682829,Elly De La Cruz,Cincinnati Reds,Cleveland Guardians,SS,S,No,,85,381,338,94,15,4,18,58,47,39,2,103,0.278,0.354,0.506,0.86,9,41,35,11,3,0.314,0.0732,23,106,92,28,6,0.304,0.0566,26,26,3.8,23.1,50.0,42.9,7.1,11.5,23.1,50.0,38.5,3.8,3.8,3.8,100.0,84.5,14.4,0.505,77.8,29.3,Weak,2.0,Pull Power,A,Excellent HR swing plane,29.3,Weak,0.942,Good,1.04,-16.96,Strong negative regression,Weak Pull Power profile. 3.8% barrel rate; 84.5 mph average exit velocity; 23.1% air-ball rate; 50.0% pull-air rate; 3.8% HR-launch rate.,0.0472,0.0436,4.09,0,0,18.8,0.0,0.0,Very recent HR,677944.0,Slade Cecconi,R,Switch vs RHP,20,20,103.2,4.6,1.45,15,1.3,7.12,2.95,1.203,1.032,1.035,1.0,0.942,0.942,0.98,16.66,19.52,85.0,46.3,C-,Lineup unconfirmed
25,2026-07-27,824245,2026-07-27T22:40:00Z,Scheduled,Comerica Park,Baltimore Orioles @ Detroit Tigers,Home,679529,Spencer Torkelson,Detroit Tigers,Baltimore Orioles,1B,R,No,,105,408,355,73,18,0,19,43,50,45,5,133,0.206,0.302,0.417,0.719,10,37,33,6,3,0.182,0.0811,23,89,80,16,7,0.2,0.0787,25,25,4.0,16.0,41.7,41.7,16.7,20.0,24.0,50.0,24.0,4.0,4.0,4.0,100.0,83.6,21.9,0.43,72.8,24.0,Weak,2.0,Pull Power,A-,Elevated power plane,24.0,Weak,0.927,Good,1.01,-17.99,Strong negative regression,Weak Pull Power profile. 4.0% barrel rate; 83.6 mph average exit velocity; 24.0% air-ball rate; 50.0% pull-air rate; 4.0% HR-launch rate.,0.0466,0.0433,3.99,10,4,18.7,0.54,53.5,Recently homered,680694.0,Kyle Bradish,R,RHB vs RHP,20,20,113.1,3.49,1.32,12,0.95,8.74,4.05,1.34,0.976,0.985,1.0,0.927,0.927,1.0,16.18,19.07,84.1,43.3,C-,Lineup unconfirmed
26,2026-07-27,823195,2026-07-28T01:45:00Z,Scheduled,Oracle Park,Milwaukee Brewers @ San Francisco Giants,Home,669477,Casey Schmitt,San Francisco Giants,Milwaukee Brewers,LF,R,No,,97,408,386,104,17,1,21,47,55,11,7,81,0.269,0.299,0.482,0.781,9,38,36,6,2,0.167,0.0526,23,95,89,18,5,0.202,0.0526,30,30,10.0,30.0,80.0,0.0,20.0,20.0,23.3,85.7,20.0,10.0,6.7,10.0,66.7,83.4,29.2,0.631,71.6,38.8,Below Average,2.5,Pull Power,C+,High fly-ball plane,38.8,Below Average,0.969,Good,2.74,-18.26,Strong negative regression,Below Average Pull Power profile. 10.0% barrel rate; 83.4 mph average exit velocity; 23.3% air-ball rate; 85.7% pull-air rate; 10.0% HR-launch rate.,0.0515,0.047,3.99,8,2,18.4,0.44,43.5,Recently homered,687075.0,Brandon Sproat,R,RHB vs RHP,19,17,86.2,5.09,1.38,16,1.66,9.45,4.47,1.047,1.09,0.985,1.0,0.969,0.969,1.0,17.49,18.93,84.6,44.1,C-,Lineup unconfirmed
27,2026-07-27,823195,2026-07-28T01:45:00Z,Scheduled,Oracle Park,Milwaukee Brewers @ San Francisco Giants,Home,642715,Willy Adames,San Francisco Giants,Milwaukee Brewers,SS,R,No,,100,420,391,88,24,1,18,52,45,27,1,122,0.225,0.276,0.43,0.706,9,36,34,6,3,0.176,0.0833,20,82,74,15,4,0.203,0.0488,21,21,4.8,14.3,33.3,33.3,33.3,23.8,28.6,33.3,33.3,9.5,4.8,9.5,100.0,79.0,14.1,0.51,70.1,25.1,Weak,2.0,Contact-First Profile,A,Excellent HR swing plane,25.1,Weak,0.93,Good,0.95,-17.05,Strong negative regression,Weak Contact-First Profile profile. 4.8% barrel rate; 79.0 mph average exit velocity; 28.6% air-ball rate; 33.3% pull-air rate; 9.5% HR-launch rate.,0.0429,0.0404,3.93,18,5,21.7,0.83,82.9,Near normal interval,687075.0,Brandon Sproat,R,RHB vs RHP,19,17,86.2,5.09,1.38,16,1.66,9.45,4.47,1.27,1.09,0.985,1.0,0.93,0.93,1.0,14.98,18.7,83.6,42.8,C-,Lineup unconfirmed
28,2026-07-27,823025,2026-07-27T23:45:00Z,Scheduled,Busch Stadium,Chicago Cubs @ St. Louis Cardinals,Away,673548,Seiya Suzuki,Chicago Cubs,St. Louis Cardinals,RF,R,No,,89,387,336,89,16,0,18,55,58,44,4,102,0.265,0.354,0.473,0.827,9,44,34,8,3,0.235,0.0682,22,103,89,24,6,0.27,0.0583,26,26,15.4,19.2,40.0,20.0,40.0,11.5,15.4,25.0,30.8,11.5,3.8,11.5,50.0,81.4,23.8,0.876,71.5,35.3,Below Average,2.5,Contact-First Profile,A-,Elevated power plane,35.3,Below Average,0.959,Good,2.78,-15.22,Strong negative regression,Below Average Contact-First Profile profile. 15.4% barrel rate; 81.4 mph average exit velocity; 15.4% air-ball rate; 25.0% pull-air rate; 11.5% HR-launch rate.,0.0465,0.0431,4.15,0,0,18.7,0.0,0.0,Very recent HR,,TBD,,Unknown,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.192,1.0,1.0,1.0,0.959,0.959,0.98,16.7,18.55,75.0,42.8,C-,Probable SP unavailable; Lineup unconfirmed
29,2026-07-27,824570,2026-07-27T23:40:00Z,Scheduled,Rate Field,New York Yankees @ Chicago White Sox,Home,808959,Munetaka Murakami,Chicago White Sox,New York Yankees,1B,L,No,,69,299,243,58,8,0,22,53,48,54,1,97,0.239,0.378,0.543,0.921,9,40,32,9,2,0.281,0.05,12,53,43,10,2,0.233,0.0377,18,18,16.7,33.3,54.5,27.3,9.1,22.2,50.0,66.7,55.6,11.1,11.1,11.1,0.0,84.5,29.9,0.909,72.9,59.9,Average,3.5,Barrel Machine,C+,High fly-ball plane,59.9,Average,1.028,Small Statcast sample,2.36,-19.64,Strong negative regression,Average Barrel Machine profile. 16.7% barrel rate; 84.5 mph average exit velocity; 50.0% air-ball rate; 66.7% pull-air rate; 11.1% HR-launch rate.,0.0736,0.0617,4.17,0,0,11.0,0.0,0.0,Very recent HR,608331.0,Max Fried,L,LHB vs LHP,11,11,66.2,2.97,0.96,1,0.13,7.7,2.7,0.889,0.853,0.985,1.03,1.028,1.059,0.98,23.31,18.46,77.6,44.5,C-,Lineup unconfirmed
30,2026-07-27,823353,2026-07-27T22:40:00Z,Scheduled,PNC Park,Arizona Diamondbacks @ Pittsburgh Pirates,Home,694378,Jacob Gonzalez,Pittsburgh Pirates,Arizona Diamondbacks,1B,L,No,,39,121,110,26,5,0,4,14,22,8,2,24,0.236,0.3,0.391,0.691,8,23,23,5,2,0.217,0.087,18,52,49,12,2,0.245,0.0385,15,15,6.7,40.0,54.5,9.1,36.4,26.7,60.0,55.6,60.0,13.3,6.7,13.3,100.0,90.9,26.1,0.609,73.1,56.8,Average,3.5,Pull Power,A-,Elevated power plane,56.8,Average,1.019,Small Statcast sample,1.17,-2.83,Negative regression,Average Pull Power profile. 6.7% barrel rate; 90.9 mph average exit velocity; 60.0% air-ball rate; 55.6% pull-air rate; 13.3% HR-launch rate.,0.0331,0.0325,3.99,8,3,27.5,0.29,29.1,Very recent HR,518876.0,Merrill Kelly,R,LHB vs RHP,18,18,103.2,5.12,1.48,22,1.91,5.64,3.56,1.297,1.13,1.025,1.0,1.019,1.019,0.98,12.36,18.09,64.8,38.6,D+,Lineup unconfirmed
31,2026-07-27,824245,2026-07-27T22:40:00Z,Scheduled,Comerica Park,Baltimore Orioles @ Detroit Tigers,Away,691723,Coby Mayo,Baltimore Orioles,Detroit Tigers,3B,R,No,,81,263,240,47,10,0,13,34,35,19,3,89,0.196,0.262,0.4,0.662,7,17,17,4,1,0.235,0.0588,15,36,33,7,3,0.212,0.0833,8,8,0.0,37.5,33.3,33.3,33.3,12.5,12.5,0.0,25.0,0.0,0.0,0.0,,86.0,33.4,0.406,75.8,34.1,Weak,2.5,Contact-First Profile,C+,High fly-ball plane,34.1,Weak,0.955,Small Statcast sample,0.0,-13.0,Strong negative regression,Weak Contact-First Profile profile. 0.0% barrel rate; 86.0 mph average exit velocity; 12.5% air-ball rate; 0.0% pull-air rate; 0.0% HR-launch rate.,0.0494,0.044,3.99,8,4,18.5,0.43,43.3,Recently homered,672456.0,Keider Montero,R,RHB vs RHP,22,16,106.0,3.14,0.96,10,0.85,6.62,1.87,1.227,0.96,0.985,1.0,0.955,0.955,1.0,16.42,18.08,73.7,39.4,D+,Lineup unconfirmed
32,2026-07-27,824001,2026-07-28T01:38:00Z,Scheduled,Angel Stadium,Houston Astros @ Los Angeles Angels,Home,666176,Jo Adell,Los Angeles Angels,Houston Astros,RF,R,No,,105,434,404,98,15,1,16,46,59,14,14,97,0.243,0.29,0.403,0.693,9,35,32,7,3,0.219,0.0857,22,84,78,16,5,0.205,0.0595,28,28,10.7,32.1,50.0,21.4,28.6,17.9,32.1,55.6,35.7,14.3,7.1,14.3,66.7,82.9,13.5,0.936,77.5,50.8,Average,3.0,Pull Power,A,Excellent HR swing plane,50.8,Average,1.002,Good,2.59,-13.41,Strong negative regression,Average Pull Power profile. 10.7% barrel rate; 82.9 mph average exit velocity; 32.1% air-ball rate; 55.6% pull-air rate; 14.3% HR-launch rate.,0.0369,0.0358,3.99,0,0,25.2,0.0,0.0,Very recent HR,837227.0,Tatsuya Imai,R,RHB vs RHP,14,14,58.0,5.59,1.47,9,1.4,11.02,5.59,1.35,1.04,0.985,1.0,1.002,1.002,0.98,13.54,18.04,83.7,41.2,D+,Lineup unconfirmed
33,2026-07-27,823839,2026-07-27T22:40:00Z,Scheduled,loanDepot park,Philadelphia Phillies @ Miami Marlins,Away,656537,Derek Hill,Philadelphia Phillies,Miami Marlins,RF,R,No,,79,159,144,35,3,0,8,23,17,11,1,58,0.243,0.301,0.431,0.732,6,14,12,1,1,0.083,0.0714,17,41,36,8,2,0.222,0.0488,11,11,9.1,9.1,66.7,0.0,33.3,9.1,9.1,100.0,27.3,9.1,9.1,9.1,100.0,75.9,17.3,0.708,69.8,45.1,Below Average,3.0,Pull Power,A,Excellent HR swing plane,45.1,Below Average,0.986,Small Statcast sample,0.93,-7.07,Strong negative regression,Below Average Pull Power profile. 9.1% barrel rate; 75.9 mph average exit velocity; 9.1% air-ball rate; 100.0% pull-air rate; 9.1% HR-launch rate.,0.0503,0.0424,4.05,7,4,18.0,0.39,38.9,Recently homered,663969.0,Tyler Phillips,R,RHB vs RHP,26,10,79.1,3.52,1.39,9,1.02,6.58,4.08,1.164,0.987,0.985,1.0,0.986,0.986,1.0,16.11,17.84,66.6,39.1,D+,Lineup unconfirmed
34,2026-07-27,824490,2026-07-27T23:10:00Z,Scheduled,Great American Ball Park,Cleveland Guardians @ Cincinnati Reds,Away,656555,Rhys Hoskins,Cleveland Guardians,Cincinnati Reds,1B,R,No,,83,286,236,41,13,0,11,30,33,43,3,92,0.174,0.304,0.369,0.673,7,23,22,3,2,0.136,0.087,17,52,46,8,4,0.174,0.0769,18,18,11.1,27.8,44.4,0.0,55.6,22.2,27.8,60.0,22.2,11.1,11.1,11.1,100.0,84.8,37.5,0.852,72.9,45.1,Below Average,3.0,Pull Power,D,Popup-heavy plane,45.1,Below Average,0.986,Small Statcast sample,1.73,-9.27,Strong negative regression,Below Average Pull Power profile. 11.1% barrel rate; 84.8 mph average exit velocity; 27.8% air-ball rate; 60.0% pull-air rate; 11.1% HR-launch rate.,0.0385,0.0366,4.05,11,4,21.5,0.51,51.3,Recently homered,695505.0,Chase Burns,R,RHB vs RHP,19,19,107.2,2.42,1.11,12,1.0,10.37,3.26,1.35,0.984,0.985,1.0,0.986,0.986,1.0,14.0,17.77,76.6,39.5,D+,Lineup unconfirmed
35,2026-07-27,823597,2026-07-27T23:10:00Z,Scheduled,Citi Field,Atlanta Braves @ New York Mets,Away,621566,Matt Olson,Atlanta Braves,New York Mets,1B,L,No,,105,463,410,109,26,0,27,71,63,48,2,112,0.266,0.343,0.527,0.87,10,47,39,10,2,0.256,0.0426,24,110,95,24,7,0.253,0.0636,33,33,3.0,18.2,47.1,29.4,23.5,18.2,21.2,14.3,24.2,3.0,3.0,3.0,100.0,83.3,24.2,0.426,73.2,9.5,Weak,1.5,Contact-First Profile,A-,Elevated power plane,9.5,Weak,0.887,Good,0.82,-26.18,Strong negative regression,Weak Contact-First Profile profile. 3.0% barrel rate; 83.3 mph average exit velocity; 21.2% air-ball rate; 14.3% pull-air rate; 3.0% HR-launch rate.,0.0583,0.0529,4.15,8,2,15.2,0.53,52.7,Recently homered,804267.0,Zac Thornton,L,LHB vs LHP,4,4,23.1,1.93,0.86,1,0.39,6.56,2.31,0.994,0.963,0.985,1.03,0.887,0.913,1.0,20.19,17.57,85.0,43.3,C-,Lineup unconfirmed
36,2026-07-27,824490,2026-07-27T23:10:00Z,Scheduled,Great American Ball Park,Cleveland Guardians @ Cincinnati Reds,Home,701398,Sal Stewart,Cincinnati Reds,Cleveland Guardians,1B,R,No,,104,450,396,100,23,0,21,55,76,46,2,95,0.253,0.329,0.47,0.799,9,36,33,7,2,0.212,0.0556,23,98,90,23,6,0.256,0.0612,32,32,6.2,18.8,38.9,33.3,27.8,18.8,31.2,40.0,43.8,6.2,3.1,6.2,100.0,84.4,20.2,0.67,68.2,28.4,Weak,2.0,Contact-First Profile,A-,Elevated power plane,28.4,Weak,0.94,Good,1.76,-19.24,Strong negative regression,Weak Contact-First Profile profile. 6.2% barrel rate; 84.4 mph average exit velocity; 31.2% air-ball rate; 40.0% pull-air rate; 6.2% HR-launch rate.,0.0467,0.0436,3.99,10,3,18.9,0.53,53.0,Recently homered,677944.0,Slade Cecconi,R,RHB vs RHP,20,20,103.2,4.6,1.45,15,1.3,7.12,2.95,1.133,1.032,0.985,1.0,0.94,0.94,1.0,16.29,17.53,84.8,42.2,C-,Lineup unconfirmed
37,2026-07-27,824570,2026-07-27T23:40:00Z,Scheduled,Rate Field,New York Yankees @ Chicago White Sox,Away,642708,Amed Rosario,New York Yankees,Chicago White Sox,3B,R,No,,61,175,161,37,4,1,9,21,27,11,0,45,0.23,0.274,0.435,0.709,5,10,10,1,0,0.1,0.0,16,36,33,6,2,0.182,0.0556,6,6,0.0,16.7,50.0,50.0,0.0,0.0,16.7,0.0,33.3,0.0,0.0,0.0,,82.0,33.7,0.534,73.2,37.4,Below Average,2.5,Contact-First Profile,C+,High fly-ball plane,37.4,Below Average,0.965,Small Statcast sample,0.0,-9.0,Strong negative regression,Below Average Contact-First Profile profile. 0.0% barrel rate; 82.0 mph average exit velocity; 16.7% air-ball rate; 0.0% pull-air rate; 0.0% HR-launch rate.,0.0514,0.0435,3.99,21,12,17.9,1.17,117.4,Near normal interval,702273.0,Noah Schultz,L,RHB vs LHP,12,12,56.2,6.04,1.46,9,1.43,7.78,4.61,1.05,1.042,1.025,1.0,0.965,0.965,1.0,16.27,17.51,67.4,40.3,D+,Lineup unconfirmed
38,2026-07-27,824001,2026-07-28T01:38:00Z,Scheduled,Angel Stadium,Houston Astros @ Los Angeles Angels,Away,665161,Jeremy Peña,Houston Astros,Los Angeles Angels,SS,R,No,,59,249,226,72,9,0,11,47,30,17,4,40,0.319,0.373,0.504,0.877,8,33,31,16,5,0.516,0.1515,12,52,48,19,5,0.396,0.0962,31,31,6.5,32.3,44.4,33.3,22.2,9.7,25.8,50.0,19.4,6.5,3.2,6.5,150.0,87.6,5.2,0.646,71.3,31.3,Weak,2.5,Pull Power,C,Low line-drive plane,31.3,Weak,0.948,Good,1.93,-9.07,Strong negative regression,Weak Pull Power profile. 6.5% barrel rate; 87.6 mph average exit velocity; 25.8% air-ball rate; 50.0% pull-air rate; 6.5% HR-launch rate.,0.0442,0.0402,4.15,0,0,20.5,0.0,0.0,Very recent HR,700712.0,Walbert Ureña,R,RHB vs RHP,18,16,87.1,2.78,1.31,5,0.52,8.55,4.84,1.35,0.907,0.985,1.0,0.948,0.948,0.98,15.66,17.41,73.9,41.6,D+,Lineup unconfirmed
39,2026-07-27,823839,2026-07-27T22:40:00Z,Scheduled,loanDepot park,Philadelphia Phillies @ Miami Marlins,Home,681715,Heriberto Hernández,Miami Marlins,Philadelphia Phillies,LF,R,No,,76,266,240,58,12,1,14,26,38,24,1,67,0.242,0.312,0.475,0.787,9,38,37,10,1,0.27,0.0263,22,86,78,22,6,0.282,0.0698,20,20,20.0,45.0,50.0,21.4,28.6,25.0,40.0,50.0,35.0,15.0,5.0,15.0,25.0,87.6,11.2,0.985,71.8,66.2,Above Average,3.5,Pull Power,A,Excellent HR swing plane,66.2,Above Average,1.045,Good,3.23,-10.77,Strong negative regression,Above Average Pull Power profile. 20.0% barrel rate; 87.6 mph average exit velocity; 40.0% air-ball rate; 50.0% pull-air rate; 15.0% HR-launch rate.,0.0526,0.0462,3.99,8,2,17.1,0.47,46.7,Recently homered,554430.0,Zack Wheeler,R,RHB vs RHP,16,16,100.0,2.16,0.88,11,0.99,10.53,1.98,0.997,0.982,0.985,1.0,1.045,1.045,1.0,17.21,17.34,77.9,40.7,D+,Lineup unconfirmed
40,2026-07-27,823353,2026-07-27T22:40:00Z,Scheduled,PNC Park,Arizona Diamondbacks @ Pittsburgh Pirates,Home,656811,Ryan O'Hearn,Pittsburgh Pirates,Arizona Diamondbacks,RF,L,No,,91,375,337,94,13,0,17,53,68,30,5,85,0.279,0.344,0.469,0.813,9,36,31,6,1,0.194,0.0278,23,96,83,23,6,0.277,0.0625,22,22,0.0,27.3,76.9,23.1,0.0,9.1,31.8,71.4,36.4,4.5,0.0,4.5,,87.7,13.5,0.463,70.3,26.7,Weak,2.0,Pull Power,A,Excellent HR swing plane,26.7,Weak,0.935,Good,0.51,-16.49,Strong negative regression,Weak Pull Power profile. 0.0% barrel rate; 87.7 mph average exit velocity; 31.8% air-ball rate; 71.4% pull-air rate; 4.5% HR-launch rate.,0.0453,0.0421,4.09,0,0,19.8,0.0,0.0,Very recent HR,518876.0,Merrill Kelly,R,LHB vs RHP,18,18,103.2,5.12,1.48,22,1.91,5.64,3.56,1.012,1.13,1.025,1.0,0.935,0.935,0.98,16.13,17.24,84.7,41.9,D+,Lineup unconfirmed
41,2026-07-27,824490,2026-07-27T23:10:00Z,Scheduled,Great American Ball Park,Cleveland Guardians @ Cincinnati Reds,Home,668715,Spencer Steer,Cincinnati Reds,Cleveland Guardians,1B,R,No,,98,384,340,81,14,0,16,54,40,35,6,86,0.238,0.319,0.421,0.74,7,26,24,3,2,0.125,0.0769,20,76,67,15,3,0.224,0.0395,13,13,0.0,15.4,50.0,25.0,25.0,23.1,23.1,66.7,7.7,0.0,0.0,0.0,,81.1,25.7,0.243,70.5,29.5,Weak,2.0,Pull Power,A-,Elevated power plane,29.5,Weak,0.943,Small Statcast sample,0.19,-15.81,Strong negative regression,Weak Pull Power profile. 0.0% barrel rate; 81.1 mph average exit velocity; 23.1% air-ball rate; 66.7% pull-air rate; 0.0% HR-launch rate.,0.0417,0.0394,3.99,20,6,21.2,0.94,94.1,Near normal interval,677944.0,Slade Cecconi,R,RHB vs RHP,20,20,103.2,4.6,1.45,15,1.3,7.12,2.95,1.21,1.032,0.985,1.0,0.943,0.943,1.0,14.81,17.01,83.1,41.1,D+,Lineup unconfirmed
42,2026-07-27,823597,2026-07-27T23:10:00Z,Scheduled,Citi Field,Atlanta Braves @ New York Mets,Away,671739,Michael Harris II,Atlanta Braves,New York Mets,CF,L,No,,99,399,379,113,21,0,19,53,61,15,2,78,0.298,0.326,0.504,0.83,10,46,45,14,3,0.311,0.0652,24,111,106,31,5,0.292,0.045,45,45,4.4,24.4,63.6,27.3,9.1,11.1,20.0,77.8,24.4,2.2,2.2,2.2,100.0,80.1,11.5,0.526,70.9,23.8,Weak,2.0,Pull Power,A,Excellent HR swing plane,23.8,Weak,0.927,Good,2.04,-16.96,Strong negative regression,Weak Pull Power profile. 4.4% barrel rate; 80.1 mph average exit velocity; 20.0% air-ball rate; 77.8% pull-air rate; 2.2% HR-launch rate.,0.0476,0.044,4.15,14,3,19.9,0.7,70.2,Recently homered,804267.0,Zac Thornton,L,LHB vs LHP,4,4,23.1,1.93,0.86,1,0.39,6.56,2.31,1.11,0.963,0.985,1.0,0.927,0.927,1.0,17.04,16.65,85.0,41.2,D+,Lineup unconfirmed
43,2026-07-27,824977,2026-07-28T01:40:00Z,Scheduled,Sutter Health Park,Boston Red Sox @ Athletics,Away,677800,Wilyer Abreu,Boston Red Sox,Athletics,RF,L,No,,102,442,391,99,22,3,15,52,51,42,2,93,0.253,0.325,0.44,0.765,10,42,38,7,4,0.184,0.0952,23,101,86,17,5,0.198,0.0495,26,26,0.0,15.4,28.6,21.4,50.0,19.2,30.8,12.5,19.2,7.7,0.0,7.7,,74.1,14.7,0.297,71.8,8.0,Weak,1.5,Contact-First Profile,A,Excellent HR swing plane,8.0,Weak,0.882,Good,0.28,-14.72,Strong negative regression,Weak Contact-First Profile profile. 0.0% barrel rate; 74.1 mph average exit velocity; 30.8% air-ball rate; 12.5% pull-air rate; 7.7% HR-launch rate.,0.0339,0.0335,4.05,27,7,26.1,1.04,103.6,Near normal interval,678022.0,Jack Perkins,R,LHB vs RHP,25,7,62.2,6.75,1.42,11,1.58,10.91,3.45,1.35,1.068,1.025,1.0,0.882,0.882,1.0,12.9,16.56,85.0,41.4,D+,Lineup unconfirmed
44,2026-07-27,824245,2026-07-27T22:40:00Z,Scheduled,Comerica Park,Baltimore Orioles @ Detroit Tigers,Home,682985,Riley Greene,Detroit Tigers,Baltimore Orioles,LF,L,No,,105,441,380,107,22,1,15,55,52,54,2,118,0.282,0.37,0.463,0.833,10,41,36,8,2,0.222,0.0488,22,93,80,20,6,0.25,0.0645,37,37,18.9,45.9,44.4,11.1,44.4,21.6,32.4,33.3,51.4,21.6,2.7,21.6,14.3,86.6,13.2,1.053,73.4,59.7,Average,3.5,Balanced Power,A,Excellent HR swing plane,59.7,Average,1.027,Good,5.74,-9.26,Strong negative regression,Average Balanced Power profile. 18.9% barrel rate; 86.6 mph average exit velocity; 32.4% air-ball rate; 33.3% pull-air rate; 21.6% HR-launch rate.,0.034,0.0336,4.09,22,6,25.3,0.87,86.8,Near normal interval,680694.0,Kyle Bradish,R,LHB vs RHP,20,20,113.1,3.49,1.32,12,0.95,8.74,4.05,1.253,0.976,1.025,1.0,1.027,1.027,1.0,13.04,16.53,84.4,41.6,D+,Lineup unconfirmed
45,2026-07-27,823597,2026-07-27T23:10:00Z,Scheduled,Citi Field,Atlanta Braves @ New York Mets,Away,642201,Eli White,Atlanta Braves,New York Mets,RF,R,No,,64,139,128,28,6,1,5,17,17,9,1,31,0.219,0.273,0.398,0.671,8,14,13,2,1,0.154,0.0714,15,29,26,6,2,0.231,0.069,10,10,10.0,20.0,40.0,0.0,60.0,20.0,20.0,0.0,20.0,20.0,0.0,20.0,0.0,86.4,15.4,0.201,70.1,38.4,Below Average,2.5,Contact-First Profile,A,Excellent HR swing plane,38.4,Below Average,0.968,Small Statcast sample,0.87,-4.13,Strong negative regression,Below Average Contact-First Profile profile. 10.0% barrel rate; 86.3 mph average exit velocity; 20.0% air-ball rate; 0.0% pull-air rate; 20.0% HR-launch rate.,0.036,0.0341,3.99,9,7,25.6,0.35,35.2,Recently homered,804267.0,Zac Thornton,L,RHB vs LHP,4,4,23.1,1.93,0.86,1,0.39,6.56,2.31,1.35,0.963,1.025,1.0,0.968,0.968,1.0,12.94,16.43,64.2,35.6,D,Lineup unconfirmed
46,2026-07-27,822868,2026-07-27T18:35:00Z,Scheduled,Globe Life Field,Seattle Mariners @ Texas Rangers,Home,669394,Jake Burger,Texas Rangers,Seattle Mariners,1B,R,No,,100,406,370,88,15,0,18,44,64,31,3,108,0.238,0.3,0.424,0.724,8,34,32,7,2,0.219,0.0588,20,83,77,12,4,0.156,0.0482,22,22,13.6,40.9,46.2,23.1,30.8,18.2,27.3,50.0,31.8,13.6,9.1,13.6,66.7,84.0,13.8,0.611,77.2,56.0,Average,3.0,Pull Power,A,Excellent HR swing plane,56.0,Average,1.017,Good,2.43,-15.57,Strong negative regression,Average Pull Power profile. 13.6% barrel rate; 84.0 mph average exit velocity; 27.3% air-ball rate; 50.0% pull-air rate; 13.6% HR-launch rate.,0.0443,0.0415,3.99,3,1,20.6,0.15,14.6,Very recent HR,669923.0,George Kirby,R,RHB vs RHP,19,19,116.0,3.57,1.28,11,0.85,8.07,1.94,1.121,0.96,0.985,1.0,1.017,1.017,0.98,15.57,16.38,83.6,39.0,D+,Lineup unconfirmed
47,2026-07-27,824977,2026-07-28T01:40:00Z,Scheduled,Sutter Health Park,Boston Red Sox @ Athletics,Home,701762,Nick Kurtz,Athletics,Boston Red Sox,1B,L,No,,94,420,341,90,15,1,21,62,69,77,2,135,0.264,0.402,0.499,0.901,2,8,7,1,1,0.143,0.125,12,45,41,6,2,0.146,0.0444,7,7,0.0,14.3,,,,0.0,0.0,,14.3,0.0,0.0,0.0,,68.6,1.3,,76.0,36.4,Below Average,2.5,Contact-First Profile,D,Ground-ball heavy,36.4,Below Average,0.962,Small Statcast sample,0.0,-21.0,Strong negative regression,Below Average Contact-First Profile profile. 0.0% barrel rate; 68.6 mph average exit velocity; 0.0% air-ball rate; 0.0% HR-launch rate; 0.0% ideal HR-contact rate.,0.05,0.046,4.25,0,0,16.2,0.0,0.0,Very recent HR,801139.0,Payton Tolle,L,LHB vs LHP,16,16,89.2,3.31,1.1,9,0.9,9.64,2.61,0.994,0.968,0.985,1.0,0.962,0.962,0.98,18.14,16.33,80.6,41.2,D+,Lineup unconfirmed
