player_id,player_name,team,opponent,position,season,season_type,week,ladder_line,probability,probability_grade,projected_pass_tds,model_version
00-0023459,Aaron Rodgers,PIT,ATL,QB,2026,REG,1,1,79.84,ELITE,2.075,NFL_PASS_TD_V1
00-0023459,Aaron Rodgers,PIT,ATL,QB,2026,REG,1,2,54.46,ELITE,2.075,NFL_PASS_TD_V1
00-0023459,Aaron Rodgers,PIT,ATL,QB,2026,REG,1,3,34.33,ELITE,2.075,NFL_PASS_TD_V1
00-0023459,Aaron Rodgers,PIT,ATL,QB,2026,REG,1,4,19.79,ELITE,2.075,NFL_PASS_TD_V1
00-0023459,Aaron Rodgers,PIT,ATL,QB,2026,REG,1,5,10.5,ELITE,2.075,NFL_PASS_TD_V1
00-0026158,Joe Flacco,CIN,TB,QB,2026,REG,1,1,71.86,ELITE,1.587,NFL_PASS_TD_V1
00-0026158,Joe Flacco,CIN,TB,QB,2026,REG,1,2,43.24,ELITE,1.587,NFL_PASS_TD_V1
00-0026158,Joe Flacco,CIN,TB,QB,2026,REG,1,3,23.05,ELITE,1.587,NFL_PASS_TD_V1
00-0026158,Joe Flacco,CIN,TB,QB,2026,REG,1,4,11.3,ELITE,1.587,NFL_PASS_TD_V1
00-0026158,Joe Flacco,CIN,TB,QB,2026,REG,1,5,5.54,ELITE,1.587,NFL_PASS_TD_V1
00-0026498,Matthew Stafford,LAR,SF,QB,2026,REG,1,1,89.44,ELITE,3.152,NFL_PASS_TD_V1
00-0026498,Matthew Stafford,LAR,SF,QB,2026,REG,1,2,73.29,ELITE,3.152,NFL_PASS_TD_V1
00-0026498,Matthew Stafford,LAR,SF,QB,2026,REG,1,3,55.58,ELITE,3.152,NFL_PASS_TD_V1
00-0026498,Matthew Stafford,LAR,SF,QB,2026,REG,1,4,39.51,ELITE,3.152,NFL_PASS_TD_V1
00-0026498,Matthew Stafford,LAR,SF,QB,2026,REG,1,5,27.33,ELITE,3.152,NFL_PASS_TD_V1
00-0027973,Andy Dalton,PHI,WAS,QB,2026,REG,1,1,62.85,ELITE,1.192,NFL_PASS_TD_V1
00-0027973,Andy Dalton,PHI,WAS,QB,2026,REG,1,2,31.9,ELITE,1.192,NFL_PASS_TD_V1
00-0027973,Andy Dalton,PHI,WAS,QB,2026,REG,1,3,14.37,ELITE,1.192,NFL_PASS_TD_V1
00-0027973,Andy Dalton,PHI,WAS,QB,2026,REG,1,4,6.09,ELITE,1.192,NFL_PASS_TD_V1
00-0027973,Andy Dalton,PHI,WAS,QB,2026,REG,1,5,2.53,ELITE,1.192,NFL_PASS_TD_V1
00-0028118,Tyrod Taylor,GB,MIN,QB,2026,REG,1,1,52.57,ELITE,0.865,NFL_PASS_TD_V1
00-0028118,Tyrod Taylor,GB,MIN,QB,2026,REG,1,2,22.06,ELITE,0.865,NFL_PASS_TD_V1
00-0028118,Tyrod Taylor,GB,MIN,QB,2026,REG,1,3,7.9,ELITE,0.865,NFL_PASS_TD_V1
00-0028118,Tyrod Taylor,GB,MIN,QB,2026,REG,1,4,2.71,ELITE,0.865,NFL_PASS_TD_V1
00-0028118,Tyrod Taylor,GB,MIN,QB,2026,REG,1,5,0.9,VERY HIGH,0.865,NFL_PASS_TD_V1
00-0028986,Case Keenum,CHI,CAR,QB,2026,REG,1,1,59.22,ELITE,1.071,NFL_PASS_TD_V1
00-0028986,Case Keenum,CHI,CAR,QB,2026,REG,1,2,28.56,ELITE,1.071,NFL_PASS_TD_V1
00-0028986,Case Keenum,CHI,CAR,QB,2026,REG,1,3,11.91,ELITE,1.071,NFL_PASS_TD_V1
00-0028986,Case Keenum,CHI,CAR,QB,2026,REG,1,4,4.61,ELITE,1.071,NFL_PASS_TD_V1
00-0028986,Case Keenum,CHI,CAR,QB,2026,REG,1,5,1.85,ELITE,1.071,NFL_PASS_TD_V1
00-0029604,Kirk Cousins,LV,MIA,QB,2026,REG,1,1,68.42,ELITE,1.409,NFL_PASS_TD_V1
00-0029604,Kirk Cousins,LV,MIA,QB,2026,REG,1,2,38.39,ELITE,1.409,NFL_PASS_TD_V1
00-0029604,Kirk Cousins,LV,MIA,QB,2026,REG,1,3,18.6,ELITE,1.409,NFL_PASS_TD_V1
00-0029604,Kirk Cousins,LV,MIA,QB,2026,REG,1,4,9.04,ELITE,1.409,NFL_PASS_TD_V1
00-0029604,Kirk Cousins,LV,MIA,QB,2026,REG,1,5,4.0,ELITE,1.409,NFL_PASS_TD_V1
00-0030565,Geno Smith,NYJ,TEN,QB,2026,REG,1,1,71.41,ELITE,1.557,NFL_PASS_TD_V1
00-0030565,Geno Smith,NYJ,TEN,QB,2026,REG,1,2,42.15,ELITE,1.557,NFL_PASS_TD_V1
00-0030565,Geno Smith,NYJ,TEN,QB,2026,REG,1,3,22.46,ELITE,1.557,NFL_PASS_TD_V1
00-0030565,Geno Smith,NYJ,TEN,QB,2026,REG,1,4,11.36,ELITE,1.557,NFL_PASS_TD_V1
00-0030565,Geno Smith,NYJ,TEN,QB,2026,REG,1,5,5.35,ELITE,1.557,NFL_PASS_TD_V1
00-0031503,Jameis Winston,NYG,DAL,QB,2026,REG,1,1,72.52,ELITE,1.604,NFL_PASS_TD_V1
00-0031503,Jameis Winston,NYG,DAL,QB,2026,REG,1,2,43.65,ELITE,1.604,NFL_PASS_TD_V1
00-0031503,Jameis Winston,NYG,DAL,QB,2026,REG,1,3,23.32,ELITE,1.604,NFL_PASS_TD_V1
00-0031503,Jameis Winston,NYG,DAL,QB,2026,REG,1,4,11.51,ELITE,1.604,NFL_PASS_TD_V1
00-0031503,Jameis Winston,NYG,DAL,QB,2026,REG,1,5,5.6,ELITE,1.604,NFL_PASS_TD_V1
00-0032268,Marcus Mariota,WAS,PHI,QB,2026,REG,1,1,66.4,ELITE,1.354,NFL_PASS_TD_V1
00-0032268,Marcus Mariota,WAS,PHI,QB,2026,REG,1,2,36.63,ELITE,1.354,NFL_PASS_TD_V1
00-0032268,Marcus Mariota,WAS,PHI,QB,2026,REG,1,3,18.18,ELITE,1.354,NFL_PASS_TD_V1
00-0032268,Marcus Mariota,WAS,PHI,QB,2026,REG,1,4,8.42,ELITE,1.354,NFL_PASS_TD_V1
00-0032268,Marcus Mariota,WAS,PHI,QB,2026,REG,1,5,3.58,ELITE,1.354,NFL_PASS_TD_V1
00-0032950,Carson Wentz,MIN,GB,QB,2026,REG,1,1,65.78,ELITE,1.306,NFL_PASS_TD_V1
00-0032950,Carson Wentz,MIN,GB,QB,2026,REG,1,2,35.61,ELITE,1.306,NFL_PASS_TD_V1
00-0032950,Carson Wentz,MIN,GB,QB,2026,REG,1,3,16.9,ELITE,1.306,NFL_PASS_TD_V1
00-0032950,Carson Wentz,MIN,GB,QB,2026,REG,1,4,7.42,ELITE,1.306,NFL_PASS_TD_V1
00-0032950,Carson Wentz,MIN,GB,QB,2026,REG,1,5,3.16,ELITE,1.306,NFL_PASS_TD_V1
00-0033077,Dak Prescott,DAL,NYG,QB,2026,REG,1,1,74.91,ELITE,1.799,NFL_PASS_TD_V1
00-0033077,Dak Prescott,DAL,NYG,QB,2026,REG,1,2,48.3,ELITE,1.799,NFL_PASS_TD_V1
00-0033077,Dak Prescott,DAL,NYG,QB,2026,REG,1,3,27.91,ELITE,1.799,NFL_PASS_TD_V1
00-0033077,Dak Prescott,DAL,NYG,QB,2026,REG,1,4,15.35,ELITE,1.799,NFL_PASS_TD_V1
00-0033077,Dak Prescott,DAL,NYG,QB,2026,REG,1,5,7.79,ELITE,1.799,NFL_PASS_TD_V1
00-0033106,Jared Goff,DET,NO,QB,2026,REG,1,1,82.07,ELITE,2.274,NFL_PASS_TD_V1
00-0033106,Jared Goff,DET,NO,QB,2026,REG,1,2,58.27,ELITE,2.274,NFL_PASS_TD_V1
00-0033106,Jared Goff,DET,NO,QB,2026,REG,1,3,38.12,ELITE,2.274,NFL_PASS_TD_V1
00-0033106,Jared Goff,DET,NO,QB,2026,REG,1,4,23.29,ELITE,2.274,NFL_PASS_TD_V1
00-0033106,Jared Goff,DET,NO,QB,2026,REG,1,5,13.64,ELITE,2.274,NFL_PASS_TD_V1
00-0033119,Jacoby Brissett,ARI,LAC,QB,2026,REG,1,1,72.31,ELITE,1.623,NFL_PASS_TD_V1
00-0033119,Jacoby Brissett,ARI,LAC,QB,2026,REG,1,2,43.86,ELITE,1.623,NFL_PASS_TD_V1
00-0033119,Jacoby Brissett,ARI,LAC,QB,2026,REG,1,3,24.23,ELITE,1.623,NFL_PASS_TD_V1
00-0033119,Jacoby Brissett,ARI,LAC,QB,2026,REG,1,4,12.43,ELITE,1.623,NFL_PASS_TD_V1
00-0033119,Jacoby Brissett,ARI,LAC,QB,2026,REG,1,5,5.95,ELITE,1.623,NFL_PASS_TD_V1
00-0033537,Deshaun Watson,CLE,JAX,QB,2026,REG,1,1,59.82,ELITE,1.066,NFL_PASS_TD_V1
00-0033537,Deshaun Watson,CLE,JAX,QB,2026,REG,1,2,28.25,ELITE,1.066,NFL_PASS_TD_V1
00-0033537,Deshaun Watson,CLE,JAX,QB,2026,REG,1,3,11.46,ELITE,1.066,NFL_PASS_TD_V1
00-0033537,Deshaun Watson,CLE,JAX,QB,2026,REG,1,4,4.42,ELITE,1.066,NFL_PASS_TD_V1
00-0033537,Deshaun Watson,CLE,JAX,QB,2026,REG,1,5,1.8,ELITE,1.066,NFL_PASS_TD_V1
00-0033662,Cooper Rush,ATL,PIT,QB,2026,REG,1,1,56.14,ELITE,0.941,NFL_PASS_TD_V1
00-0033662,Cooper Rush,ATL,PIT,QB,2026,REG,1,2,24.23,ELITE,0.941,NFL_PASS_TD_V1
00-0033662,Cooper Rush,ATL,PIT,QB,2026,REG,1,3,9.09,ELITE,0.941,NFL_PASS_TD_V1
00-0033662,Cooper Rush,ATL,PIT,QB,2026,REG,1,4,3.28,ELITE,0.941,NFL_PASS_TD_V1
00-0033662,Cooper Rush,ATL,PIT,QB,2026,REG,1,5,1.04,ELITE,0.941,NFL_PASS_TD_V1
00-0033869,Mitchell Trubisky,TEN,NYJ,QB,2026,REG,1,1,50.35,ELITE,0.818,NFL_PASS_TD_V1
00-0033869,Mitchell Trubisky,TEN,NYJ,QB,2026,REG,1,2,20.65,ELITE,0.818,NFL_PASS_TD_V1
00-0033869,Mitchell Trubisky,TEN,NYJ,QB,2026,REG,1,3,7.32,ELITE,0.818,NFL_PASS_TD_V1
00-0033869,Mitchell Trubisky,TEN,NYJ,QB,2026,REG,1,4,2.29,ELITE,0.818,NFL_PASS_TD_V1
00-0033869,Mitchell Trubisky,TEN,NYJ,QB,2026,REG,1,5,0.82,VERY HIGH,0.818,NFL_PASS_TD_V1
00-0033873,Patrick Mahomes,KC,DEN,QB,2026,REG,1,1,78.63,ELITE,1.96,NFL_PASS_TD_V1
00-0033873,Patrick Mahomes,KC,DEN,QB,2026,REG,1,2,52.11,ELITE,1.96,NFL_PASS_TD_V1
00-0033873,Patrick Mahomes,KC,DEN,QB,2026,REG,1,3,31.5,ELITE,1.96,NFL_PASS_TD_V1
00-0033873,Patrick Mahomes,KC,DEN,QB,2026,REG,1,4,17.74,ELITE,1.96,NFL_PASS_TD_V1
00-0033873,Patrick Mahomes,KC,DEN,QB,2026,REG,1,5,9.13,ELITE,1.96,NFL_PASS_TD_V1
00-0033949,Joshua Dobbs,DET,NO,QB,2026,REG,1,1,39.08,ELITE,0.551,NFL_PASS_TD_V1
00-0033949,Joshua Dobbs,DET,NO,QB,2026,REG,1,2,11.68,ELITE,0.551,NFL_PASS_TD_V1
00-0033949,Joshua Dobbs,DET,NO,QB,2026,REG,1,3,3.22,ELITE,0.551,NFL_PASS_TD_V1
00-0033949,Joshua Dobbs,DET,NO,QB,2026,REG,1,4,0.83,VERY HIGH,0.551,NFL_PASS_TD_V1
00-0033949,Joshua Dobbs,DET,NO,QB,2026,REG,1,5,0.21,VERY LOW,0.551,NFL_PASS_TD_V1
00-0034577,Kyle Allen,BUF,HOU,QB,2026,REG,1,1,4.44,ELITE,0.045,NFL_PASS_TD_V1
00-0034577,Kyle Allen,BUF,HOU,QB,2026,REG,1,2,0.11,VERY LOW,0.045,NFL_PASS_TD_V1
00-0034577,Kyle Allen,BUF,HOU,QB,2026,REG,1,3,0.0,VERY LOW,0.045,NFL_PASS_TD_V1
