Date,Away,Home,Game,First Pitch PT,First Pitch Local,Stadium,Field Elevation Ft,Projected Roof Status,Roof Status Basis,Weather Conditions,Weather Code WMO,Weather Condition Source,Data Quality,Data Quality Issues,Data Quality Issue Count,First Pitch Temperature F,First Pitch Relative Humidity %,First Pitch Wind,First Pitch Wind Speed MPH,First Pitch Wind Direction,First Pitch Wind Toward LF MPH,First Pitch Wind Toward CF MPH,First Pitch Wind Toward RF MPH,First Pitch Crosswind MPH,Official MLB Wind Text,Wind Data Source,First Pitch Precipitation %,Ball Flight AI Score,Ball Flight Grade,Ball Flight AI Summary,Estimated HR Distance Change,Estimated Fly Ball Distance Change,Expected HR Boost (%),Weather Confidence (%),HR Weather Rating,Game Effective Wind Vector MPH,Estimated FT Change by Wind2,Game Probability Wind Blowing Out %,Game Probability Wind Blowing In %,Game P Effective Outward 5+ %,Game P Effective Outward 10+ %,Game P Effective Inward 5+ %,Game Wind Direction Confidence %,Game Wind Impact Confidence %,Game HR Trajectory Carry Ft,Wind Regime,Probability Direction Flips During Game %,Inning Wind Regimes,Game Wind Direction Spread Degrees,Game Wind Toward CF Spread MPH,Game Avg Air Density kg/m3,Game Avg Density Altitude Ft,Game Avg Pressure hPa,Game Avg Dew Point F,Game Avg Temp F,Game Avg RH %,Game Wind Profile Source,Game Avg Wind Profile Alpha,Game Avg Wind Field 10ft MPH,Game Avg Wind 50ft MPH,Game Avg Wind 100ft MPH,Game Avg Wind 200ft MPH,Game Avg Wind 300ft MPH,Game Avg Effective Wind Field 10ft MPH,Game Avg Effective Wind 50ft MPH,Game Avg Effective Wind 100ft MPH,Game Avg Effective Wind 200ft MPH,Game Avg Effective Wind 300ft MPH,Game Flight Weighted Wind MPH,Game Flight Weighted Effective Wind MPH,Forecast Trend,Carry Score Change Since Last Run,Temp Change Since Last Run F,Wind Toward CF Change Since Last Run MPH,Precip Change Since Last Run Pct,Wind Out Probability Change Since Last Run Pct,Previous Forecast Run UTC,Forecast Trend Carry Change,Forecast Trend CF Wind Change MPH,Forecast Trend Temperature Change F,Forecast Trend Precip Probability Change %,Previous CF Wind MPH,Previous Temperature F,Previous Precip Probability %,Current CF Wind MPH,Current Temperature F,Current Precip Probability %,Park Learned Calibration Points,Park Calibration Settled Games,Max Delay Risk,Max Delay Risk Score,Forecast Uncertainty,Forecast Uncertainty Score,Forecast Run PT,Forecast Age Minutes,Models Available
2026-09-26,New York Mets,Washington Nationals,New York Mets @ Washington Nationals,09:35 AM,12:35 PM EDT,Nationals Park,25,OPEN,OPEN-AIR PARK,Light drizzle,51,OPEN-METEO MODEL CONSENSUS,GOOD DATA,,0,65.4,67.8,🔴 14.8 mph In from LF,13.3,N,-14.8,-12.7,-4.9,9.5,,FORECAST MODEL,28.3,40.7,C,Density 58 | Wind 21 | Temp 43 | Altitude 54 | Confidence 80%,-6,-4,-2.8,79.7,🟧 Below Average,-9.6,-10,0.0,100.0,0.0,0.0,99.7,95.5,94.8,-17.7,STABLE,26.0,1st-3rd: IN FROM LF -10.5 mph | 4th-5th: IN FROM LF -9.8 mph | 6th-7th: IN FROM LF -9.0 mph | 8th-9th: CROSS LF → RF -7.0 mph,3.9,0.6,1.1981,578.0,1007.8,53.9,65.0,70.2,MODEL_VERTICAL_PROFILE,0.13,12.7,15.7,17.2,18.8,19.8,-7.6,-9.5,-10.6,-11.7,-12.4,15.7,-9.6,FIRST RUN,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,-11.8,65.0,28.3,0.24,31,ELEVATED,53.4,MEDIUM,30.5,2026-09-25 09:28:12 PM PDT,95.0,5
2026-09-26,Pittsburgh Pirates,Detroit Tigers,Pittsburgh Pirates @ Detroit Tigers,10:10 AM,01:10 PM EDT,Comerica Park,600,OPEN,OPEN-AIR PARK,Clear,0,OPEN-METEO MODEL CONSENSUS,GOOD DATA,,0,66.8,55.1,🟡 7.0 mph Cross (LF → RF),7.1,NNE,0.0,4.7,7.6,7.0,,FORECAST MODEL,0.0,57.7,B,Density 63 | Wind 57 | Temp 46 | Altitude 58 | Confidence 95%,5,4,2.3,95.3,🟨 Neutral,2.9,2,100.0,0.0,16.7,0.0,0.0,93.2,97.4,5.2,STABLE,19.4,1st-3rd: OUT TO RF +2.8 mph | 4th-5th: OUT TO RF +2.2 mph | 6th-7th: OUT TO RF +3.3 mph | 8th-9th: OUT TO RF +3.9 mph,6.6,0.8,1.1812,1100.0,999.3,48.6,68.5,50.3,MODEL_VERTICAL_PROFILE,0.122,7.4,9.1,9.8,10.7,11.3,2.3,2.9,3.2,3.6,3.8,9.0,2.9,FIRST RUN,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,4.9,68.5,0.0,-0.55,32,LOW,0.0,LOW,5.4,2026-09-25 09:28:25 PM PDT,483.9,5
2026-09-26,Cincinnati Reds,Toronto Blue Jays,Cincinnati Reds @ Toronto Blue Jays,12:07 PM,03:07 PM EDT,Rogers Centre,250,OPEN,PROJECTED: FAVORABLE,Clear,0,OPEN-METEO MODEL CONSENSUS,GOOD DATA,,0,73.4,37.7,⚪ Light Variable,3.7,NE,-0.2,-2.6,-3.9,-3.7,,FORECAST MODEL,0.0,48.7,C,Density 63 | Wind 41 | Temp 51 | Altitude 58 | Confidence 97%,-1,-1,-0.4,97.3,🟧 Below Average,-3.0,-3,0.0,78.6,0.0,0.0,15.9,93.6,98.5,-4.9,STABLE,24.4,1st-3rd: CROSS RF → LF -1.6 mph | 4th-5th: IN FROM RF -3.2 mph | 6th-7th: IN FROM RF -4.1 mph | 8th-9th: IN FROM RF -5.0 mph,8.8,0.5,1.1822,1096.0,1008.7,46.1,73.3,38.2,MODEL_VERTICAL_PROFILE,0.157,4.2,5.5,6.1,6.8,7.2,-2.1,-2.9,-3.4,-4.0,-4.3,5.5,-3.0,FIRST RUN,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,-3.8,73.3,0.0,-1.17,30,LOW,0.0,LOW,1.5,2026-09-25 09:28:35 PM PDT,0.0,4
2026-09-26,Los Angeles Dodgers,San Francisco Giants,Los Angeles Dodgers @ San Francisco Giants,01:05 PM,01:05 PM PDT,Oracle Park,10,OPEN,OPEN-AIR PARK,Overcast,3,OPEN-METEO MODEL CONSENSUS,GOOD DATA,,0,59.9,75.5,🟢 5.1 mph Out to CF,5.4,WSW,4.9,5.1,3.0,-2.3,,FORECAST MODEL,0.0,54.8,B,Density 53 | Wind 63 | Temp 37 | Altitude 50 | Confidence 94%,3,2,1.4,94.3,🟨 Neutral,5.0,3,100.0,0.0,84.3,0.1,0.0,95.4,98.1,8.7,STABLE,17.8,1st-3rd: OUT TO LCF +4.4 mph | 4th-5th: OUT TO LCF +5.1 mph | 6th-7th: OUT TO LCF +5.3 mph | 8th-9th: OUT TO LCF +6.0 mph,4.5,0.7,1.2164,58.0,1013.5,54.2,60.0,75.8,MODEL_VERTICAL_PROFILE,0.15,5.9,7.6,8.4,9.3,9.9,3.5,4.9,5.8,6.9,7.5,7.6,5.0,FIRST RUN,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,5.7,60.0,0.0,-0.78,34,LOW,0.2,LOW,5.5,2026-09-25 09:28:46 PM PDT,57.1,5
2026-09-26,Texas Rangers,Minnesota Twins,Texas Rangers @ Minnesota Twins,01:10 PM,03:10 PM CDT,Target Field,815,OPEN,OPEN-AIR PARK,Light rain,61,OPEN-METEO MODEL CONSENSUS,GOOD DATA,,0,58.5,89.1,🟡 10.5 mph Cross (RF → LF),11.8,SE,-1.5,-9.4,-13.1,-10.5,,FORECAST MODEL,84.9,44.8,C,Density 61 | Wind 29 | Temp 36 | Altitude 57 | Confidence 86%,-3,-2,-1.6,86.1,🟧 Below Average,-6.9,-7,0.0,100.0,0.0,0.0,97.5,96.4,95.3,-13.0,STABLE,21.8,1st-3rd: CROSS RF → LF -6.9 mph | 4th-5th: CROSS RF → LF -7.4 mph | 6th-7th: CROSS RF → LF -7.1 mph | 8th-9th: CROSS RF → LF -5.4 mph,3.1,0.6,1.1876,868.0,986.8,54.5,58.5,87.8,MODEL_VERTICAL_PROFILE,0.125,11.3,13.9,15.2,16.5,17.4,-5.6,-6.9,-7.5,-8.2,-8.6,13.9,-6.9,FIRST RUN,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,-9.2,58.5,84.9,-1.13,31,ELEVATED,67.6,MEDIUM,23.2,2026-09-25 09:28:56 PM PDT,287.2,5
2026-09-26,Atlanta Braves,Miami Marlins,Atlanta Braves @ Miami Marlins,01:10 PM,04:10 PM EDT,loanDepot park,10,OPEN,PROJECTED: FAVORABLE,Clear,0,OPEN-METEO MODEL CONSENSUS,GOOD DATA,,0,84.5,62.2,⚪ Light Variable,4.0,N,0.1,2.7,4.2,4.1,,FORECAST MODEL,15.0,56.4,B,Density 70 | Wind 52 | Temp 62 | Altitude 61 | Confidence 87%,4,3,1.9,87.2,🟨 Neutral,0.9,1,94.7,2.3,0.1,0.0,0.0,76.4,92.8,1.6,SHIFTING,25.0,1st-3rd: OUT TO RF +1.6 mph | 4th-5th: OUT TO RF +0.6 mph | 6th-7th: CROSS LF → RF +0.3 mph | 8th-9th: LIGHT / VARIABLE +0.1 mph,24.8,0.5,1.1574,1654.0,1011.2,70.3,83.0,66.3,MODEL_VERTICAL_PROFILE,0.144,3.0,3.8,4.2,4.7,4.9,0.6,0.8,1.0,1.1,1.2,3.8,0.9,FIRST RUN,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,1.7,83.0,15.0,-0.42,31,MODERATE,23.4,MEDIUM,19.2,2026-09-25 09:29:07 PM PDT,491.8,5
2026-09-26,Cleveland Guardians,Kansas City Royals,Cleveland Guardians @ Kansas City Royals,04:10 PM,06:10 PM CDT,Kauffman Stadium,900,OPEN,OPEN-AIR PARK,Light rain,61,OPEN-METEO MODEL CONSENSUS,GOOD DATA,,0,73.4,80.1,🟡 9.6 mph Cross (RF → LF),8.6,SSE,8.4,3.9,-2.3,-9.6,,FORECAST MODEL,22.1,58.6,B,Density 73 | Wind 51 | Temp 50 | Altitude 64 | Confidence 90%,5,4,2.6,90.4,🟨 Neutral,0.4,0,42.1,34.8,0.7,0.0,0.0,91.7,80.3,0.9,STABLE,24.0,1st-3rd: OUT TO LF +1.4 mph | 4th-5th: CROSS RF → LF -0.1 mph | 6th-7th: CROSS RF → LF -0.2 mph | 8th-9th: CROSS RF → LF -0.2 mph,11.2,0.7,1.1499,1884.0,982.9,66.0,71.8,83.6,MODEL_VERTICAL_PROFILE,0.121,7.0,8.5,9.3,10.1,10.6,0.3,0.4,0.5,0.5,0.5,8.5,0.4,FIRST RUN,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,1.2,71.8,22.1,0.02,32,MODERATE,32.2,LOW,14.5,2026-09-25 09:29:18 PM PDT,57.5,5
2026-09-26,Colorado Rockies,Chicago White Sox,Colorado Rockies @ Chicago White Sox,04:10 PM,06:10 PM CDT,Rate Field,595,OPEN,OPEN-AIR PARK,Overcast,3,OPEN-METEO MODEL CONSENSUS,GOOD DATA,,0,61.7,67.4,🟡 5.5 mph Cross (LF → RF),4.9,ENE,-4.6,-2.1,1.3,5.5,,FORECAST MODEL,0.0,51.6,B,Density 58 | Wind 46 | Temp 38 | Altitude 55 | Confidence 90%,1,1,0.5,90.1,🟨 Neutral,-1.2,-1,0.0,55.6,0.0,0.0,0.1,93.6,98.8,-2.1,STABLE,18.2,1st-3rd: CROSS LF → RF -0.7 mph | 4th-5th: CROSS LF → RF -0.9 mph | 6th-7th: CROSS LF → RF -1.7 mph | 8th-9th: CROSS LF → RF -2.4 mph,7.4,0.7,1.1979,607.0,998.4,49.9,60.6,70.0,MODEL_VERTICAL_PROFILE,0.123,4.9,6.0,6.5,7.1,7.5,-1.0,-1.2,-1.3,-1.4,-1.5,6.0,-1.2,FIRST RUN,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,-2.6,60.6,0.0,0.1,34,LOW,0.0,LOW,10.4,2026-09-25 09:29:29 PM PDT,443.5,5
2026-09-26,St. Louis Cardinals,Milwaukee Brewers,St. Louis Cardinals @ Milwaukee Brewers,04:10 PM,06:10 PM CDT,American Family Field,635,OPEN,PROJECTED: FAVORABLE,Overcast,3,OPEN-METEO MODEL CONSENSUS,GOOD DATA,,0,60.4,71.8,⚪ Light Variable,3.5,E,-3.9,-3.3,-1.4,2.4,,FORECAST MODEL,0.0,51.2,B,Density 60 | Wind 47 | Temp 35 | Altitude 56 | Confidence 96%,1,1,0.4,95.7,🟨 Neutral,-1.1,-1,0.0,93.3,0.0,0.0,0.2,79.7,99.5,-1.9,STABLE,29.2,1st-3rd: IN FROM LF -2.8 mph | 4th-5th: IN FROM LF +0.0 mph | 6th-7th: IN FROM LF +0.0 mph | 8th-9th: LIGHT / VARIABLE +0.0 mph,19.6,0.5,1.1914,798.0,995.5,50.6,57.9,77.4,MODEL_VERTICAL_PROFILE,0.148,1.3,1.7,1.9,2.1,2.2,-0.8,-1.1,-1.2,-1.4,-1.5,1.7,-1.1,FIRST RUN,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,-1.3,57.9,0.0,-0.22,32,LOW,0.0,LOW,5.5,2026-09-25 09:29:39 PM PDT,28.2,5
2026-09-26,Tampa Bay Rays,Philadelphia Phillies,Tampa Bay Rays @ Philadelphia Phillies,04:15 PM,07:15 PM EDT,Citizens Bank Park,20,OPEN,OPEN-AIR PARK,Drizzle,53,OPEN-METEO MODEL CONSENSUS,GOOD DATA,,0,60.4,80.5,🔴 12.7 mph In from CF,10.7,N,-11.2,-12.7,-8.7,2.5,,FORECAST MODEL,58.4,37.9,D,Density 55 | Wind 16 | Temp 38 | Altitude 52 | Confidence 79%,-7,-6,-3.6,79.1,🔴 Poor,-11.2,-13,0.0,100.0,0.0,0.0,100.0,85.9,95.3,-20.2,STABLE,19.2,1st-3rd: IN FROM CF -11.2 mph | 4th-5th: IN FROM LF -11.1 mph | 6th-7th: IN FROM LF -11.4 mph | 8th-9th: IN FROM LF -11.1 mph,9.8,2.9,1.2067,341.0,1006.0,52.7,60.4,78.9,MODEL_VERTICAL_PROFILE,0.132,10.8,13.3,14.6,16.0,16.9,-9.0,-11.2,-12.3,-13.6,-14.4,13.3,-11.2,FIRST RUN,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,-12.7,60.4,58.4,-0.25,34,MODERATE,38.1,MEDIUM,19.6,2026-09-25 09:29:43 PM PDT,403.2,5
