Date,Away,Home,Game,First Pitch PT,First Pitch Local,Stadium,Projected Roof Status,Roof Status Basis,Weather Conditions,First Pitch Temperature F,First Pitch Relative Humidity %,First Pitch Wind,First Pitch Wind Speed MPH,First Pitch Wind Direction,First Pitch Wind Toward LF MPH,First Pitch Wind Toward CF MPH,First Pitch Wind Toward RF MPH,First Pitch Crosswind MPH,Official MLB Wind Text,Wind Data Source,First Pitch Precipitation %,Ball Flight AI Score,Ball Flight Grade,Ball Flight AI Summary,Estimated HR Distance Change,Estimated Fly Ball Distance Change,Expected HR Boost (%),Weather Confidence (%),HR Weather Rating,Game Effective Wind Vector MPH,Estimated FT Change by Wind2,Game Probability Wind Blowing Out %,Game Probability Wind Blowing In %,Game Wind Direction Spread Degrees,Game Wind Toward CF Spread MPH,Game Avg Air Density kg/m3,Game Avg Density Altitude Ft,Game Avg Pressure hPa,Game Avg Dew Point F,Game Avg Temp F,Game Avg RH %,Forecast Trend,Carry Score Change Since Last Run,Park Learned Calibration Points,Park Calibration Settled Games,Max Delay Risk,Max Delay Risk Score,Forecast Uncertainty,Forecast Uncertainty Score,Forecast Run PT,Forecast Age Minutes,Models Available
2026-08-10,Boston Red Sox,Toronto Blue Jays,Boston Red Sox @ Toronto Blue Jays,04:07 PM,07:07 PM EDT,Rogers Centre,OPEN,PROJECTED: FAVORABLE,Clear,82.0,59.5,🟡 5.3 mph Cross (LF → RF),5.5,WSW,-2.4,0.0,2.5,5.3,,FORECAST MODEL,12.5,54.9,B,Density 71 | Wind 48 | Temp 58 | Altitude 63 | Confidence 92%,3,2,1.5,91.5,🟨 Neutral,-0.5,0,0.0,31.9,23.1,0.5,1.1545,1779.0,1000.6,65.2,79.5,62.4,FIRST RUN,0.0,-0.84,10,LOW,18.9,LOW,2.0,2026-08-09 07:09:45 PM PDT,0.0,4
2026-08-10,New York Mets,Atlanta Braves,New York Mets @ Atlanta Braves,04:15 PM,07:15 PM EDT,Truist Park,OPEN,OPEN-AIR PARK,Code 21,85.7,65.4,⚪ Light Variable,4.4,W,3.1,1.3,-1.1,-4.0,,FORECAST MODEL,32.8,59.9,B,Density 79 | Wind 51 | Temp 62 | Altitude 69 | Confidence 83%,6,5,3.0,83.2,🟨 Neutral,0.2,0,28.1,12.5,21.3,0.5,1.1272,2535.0,986.2,71.5,83.4,70.8,FIRST RUN,0.0,0.67,14,MODERATE,39.8,LOW,12.8,2026-08-09 07:09:46 PM PDT,187.5,5
2026-08-10,Baltimore Orioles,Minnesota Twins,Baltimore Orioles @ Minnesota Twins,04:40 PM,06:40 PM CDT,Target Field,OPEN,OPEN-AIR PARK,Partly cloudy,85.4,40.7,⚪ Light Variable,3.3,SE,-0.2,-2.0,-2.9,-2.5,,FORECAST MODEL,0.7,58.6,B,Density 79 | Wind 47 | Temp 62 | Altitude 69 | Confidence 87%,5,4,2.6,87.3,🟨 Neutral,-1.1,-1,15.0,52.5,71.6,1.3,1.1282,2635.0,982.5,57.5,83.0,45.5,FIRST RUN,0.0,0.0,9,LOW,4.1,LOW,15.8,2026-08-09 07:09:47 PM PDT,197.6,5
2026-08-10,Philadelphia Phillies,St. Louis Cardinals,Philadelphia Phillies @ St. Louis Cardinals,04:45 PM,06:45 PM CDT,Busch Stadium,OPEN,OPEN-AIR PARK,Clear,94.7,49.8,🟡 6.0 mph Cross (RF → LF),8.8,SSW,7.8,6.1,1.6,-6.0,,FORECAST MODEL,1.8,64.9,B+,Density 81 | Wind 61 | Temp 71 | Altitude 69 | Confidence 90%,9,7,4.5,89.8,🟢 Good,4.3,3,100.0,0.0,12.3,0.8,1.1228,2697.0,997.5,72.0,91.8,54.4,FIRST RUN,0.0,-0.89,14,LOW,13.0,LOW,8.1,2026-08-09 07:09:48 PM PDT,208.4,5
2026-08-10,Texas Rangers,Los Angeles Angels,Texas Rangers @ Los Angeles Angels,06:38 PM,06:38 PM PDT,Angel Stadium,OPEN,OPEN-AIR PARK,Partly cloudy,77.4,69.7,🟢 6.7 mph Out to CF,7.5,SW,5.3,6.7,5.3,-0.1,,FORECAST MODEL,0.3,59.6,B,Density 65 | Wind 62 | Temp 53 | Altitude 58 | Confidence 90%,6,4,2.9,89.9,🟨 Neutral,4.6,3,100.0,0.0,9.8,0.7,1.1749,1168.0,1010.6,65.9,75.3,74.4,FIRST RUN,0.0,-0.79,12,LOW,0.3,LOW,14.9,2026-08-09 07:09:49 PM PDT,409.5,5
2026-08-10,Colorado Rockies,Arizona Diamondbacks,Colorado Rockies @ Arizona Diamondbacks,06:40 PM,06:40 PM MST,Chase Field,CLOSED,PROJECTED: TEMPERATURE,Code 15,103.7,24.4,⚪ Calm,0.0,WNW,-0.0,-0.0,0.0,0.0,,FORECAST MODEL,29.6,50.0,C,Density 61 | Wind 50 | Temp 80 | Altitude 57 | Confidence 75%,0,0,-0.0,75.0,🟧 Below Average,0.0,0,11.3,16.9,35.2,1.4,1.1896,858.0,971.2,61.1,100.1,29.7,FIRST RUN,0.0,-0.08,13,NONE (ROOF),0.0,MEDIUM,33.5,2026-08-09 07:09:50 PM PDT,183.3,5
2026-08-10,Tampa Bay Rays,Athletics,Tampa Bay Rays @ Athletics,06:40 PM,06:40 PM PDT,Sutter Health Park,OPEN,OPEN-AIR PARK,Clear,89.4,31.6,🟢 10.1 mph Out to LF,10.6,SSW,10.1,10.0,5.1,-4.4,,FORECAST MODEL,0.2,65.9,B+,Density 70 | Wind 69 | Temp 62 | Altitude 62 | Confidence 91%,10,7,4.8,90.9,🟢 Good,7.6,6,100.0,0.0,12.7,2.2,1.159,1762.0,1008.6,52.4,83.3,38.9,FIRST RUN,0.0,0.22,10,LOW,0.1,LOW,10.3,2026-08-09 07:09:51 PM PDT,308.8,5
2026-08-10,Milwaukee Brewers,San Diego Padres,Milwaukee Brewers @ San Diego Padres,06:40 PM,06:40 PM PDT,Petco Park,OPEN,OPEN-AIR PARK,Partly cloudy,71.3,78.8,⚪ Light Variable,4.3,W,-1.7,0.0,1.9,4.0,,FORECAST MODEL,3.2,52.8,B,Density 62 | Wind 49 | Temp 48 | Altitude 56 | Confidence 94%,2,1,0.8,94.4,🟨 Neutral,-0.2,0,0.0,28.1,11.6,0.4,1.1846,878.0,1009.3,65.8,70.3,81.0,FIRST RUN,0.0,-0.33,11,LOW,2.5,LOW,6.2,2026-08-09 07:09:52 PM PDT,409.5,5
2026-08-10,Houston Astros,San Francisco Giants,Houston Astros @ San Francisco Giants,06:45 PM,06:45 PM PDT,Oracle Park,OPEN,OPEN-AIR PARK,Clear,58.9,84.0,🟢 5.2 mph Out to CF,7.4,WSW,4.5,5.2,3.2,-2.0,,FORECAST MODEL,0.8,53.2,B,Density 51 | Wind 60 | Temp 35 | Altitude 50 | Confidence 90%,2,1,1.0,90.5,🟨 Neutral,4.0,3,100.0,0.0,11.2,0.4,1.2204,-66.0,1012.6,55.8,57.7,87.1,FIRST RUN,0.0,-0.74,12,LOW,0.5,LOW,14.2,2026-08-09 07:09:53 PM PDT,323.0,5
2026-08-10,Kansas City Royals,Los Angeles Dodgers,Kansas City Royals @ Los Angeles Dodgers,07:10 PM,07:10 PM PDT,Dodger Stadium,OPEN,OPEN-AIR PARK,Mostly clear,76.3,66.0,⚪ Light Variable,4.1,SW,1.7,3.2,3.3,1.6,,FORECAST MODEL,2.4,57.9,B,Density 70 | Wind 56 | Temp 52 | Altitude 62 | Confidence 87%,5,4,2.4,87.4,🟨 Neutral,2.2,1,71.9,5.6,35.8,0.7,1.1598,1628.0,994.8,63.0,74.2,72.7,FIRST RUN,0.0,0.0,9,LOW,1.3,LOW,11.3,2026-08-09 07:09:54 PM PDT,462.9,5
