Top 30 Rank,Overall Rank,Date,Player,Team,Opponent,Game,Side,Position,Analytical Projected FS,Projected FS,Model Uncertainty,Model Uncertainty Tag,Uncertainty-Adjusted Probability %,Adaptive Weight Source,V7 Segment,Sim Mean,Sim Median,Historical FS Std,Target FS Std,Raw Sim Std,Volatility-Calibrated Sim Std,Volatility Multiplier,Last 5 Avg FS,Last 10 Avg FS,Last 15 Avg FS,Last 5 Fantasy Scores,Last 10 Fantasy Scores,Last 15 Fantasy Scores,P Over 2.5 FS %,P Over 3.0 FS %,P Over 3.5 FS %,P Over 4.0 FS %,P Over 4.5 FS %,P Over 5.0 FS %,P Over 5.5 FS %,P Over 6.0 FS %,P Over 6.5 FS %,P Over 7.0 FS %,P Over 7.5 FS %,P Over 8.0 FS %,P Over 8.5 FS %,P Over 9.0 FS %,P Over 9.5 FS %,P Over 10.0 FS %,P Over 10.5 FS %,P Over 11.0 FS %,P Over 11.5 FS %,P Over 12.0 FS %,P Over 12.5 FS %,P Over 13.0 FS %,P Over 13.5 FS %,P Over 14.0 FS %,P Over 14.5 FS %,P Over 15.0 FS %,P Over 15.5 FS %,AI Score,Grade,Suggested Lean,Recommended Direction,Recommended Line,Recommended Probability %,Projection Edge,Even-Money EV %,Recommendation Strength,Lineup Spot,Lineup Source,Today Lineup Spot,Last 7 Mode Spot,Starts in Last 7,Last 7 Lineup Spots,Lineup Consistency %,Start Probability %,Expected PA,Rest/Usage Note,Recent Start Guess 14,Usage Factor,Opp Pitcher,Opp Pitcher Hand,Pitcher ERA,Pitcher WHIP,Pitcher H/BF,Pitcher HR/BF,Pitcher BB/BF,Pitching Plan,Bullpen Game Detected,Bullpen Game Reason,Opener Exposure %,Bullpen Exposure %,Bullpen Arms Modeled,Likely Bullpen Arms,Projected RHP Exposure %,Projected LHP Exposure %,Bullpen ERA,Bullpen WHIP,Bullpen H/BF,Bullpen HR/BF,Venue,Park Factor,Weather Factor,Temp F,Wind MPH,Wind Direction,Precip %,Weather Note,PA,AB,AVG,OBP,SLG,OPS,Hand Split PA,Hand Split OPS,Season H,Season 2B,Season 3B,Season HR,Season R,Season RBI,Season BB,Season HBP,Season SB,Last 5 Fantasy Score Details,Last 10 Fantasy Score Details,Last 15 Fantasy Score Details,Recent FS Games Available,Historical Volatility Games,Historical FS Mean,Historical FS Median,Volatility Source,Last 7 FS/G,Last 14 FS/G,Last 14 AVG,14-Game Batter Status,Last 30 FS/G,Last 14 FS/PA,Last 14 Hit Rate,Last 14 XBH Rate,Last 14 HR Rate,Last 14 BB Rate,Last 14 SB Rate,Season Projected FS,Last 30 Projected FS,Last 14 Projected FS,Last 7 Projected FS,Hand Split Projected FS,Season Weight %,Last 30 Weight %,Last 14 Weight %,Last 7 Weight %,Hand Split Weight %,V7 PA Adjustment,V7 Bias Correction,Statcast Samples,Avg Exit Velo,Hard Hit %,Barrel %,Sweet Spot %,Statcast xwOBA,Statcast Quality Factor,V7 Statcast EWMA Factor,V7 Statcast Reliability,V7 Recent 10 BBE EV,V7 Recent 25 BBE EV,V7 Matchup Expected xwOBA,V7 Matchup xwOBA Factor,V7 Bullpen Availability %,V7 Bullpen Availability Factor,Elite Single Floor Boost,Walk Floor Boost,Run Scoring Boost,Pitch-Type Matchup Factor,Pitch-Type Samples,Pitch-Type Data Source,Release/Movement Matchup Factor,Release/Movement Samples,Release/Movement Source,Contact Quality Samples,Contact EV Mean,Contact EV Std,Contact LA Mean,Contact LA Std,Pull %,Center %,Oppo %,Directional Weather Factor,Park Single Factor,Park Double Factor,Park Triple Factor,Park HR Factor,EWMA Form Factor,EWMA Fantasy Score,EWMA Trend,Umpire,Umpire Source,Umpire Run Factor,Umpire BB Factor,Umpire K Factor,Defense Factor,Outfield Defense Factor,Infield Defense Factor,Defense Source,Bullpen Fatigue Factor,Bullpen Recent Games,Bullpen Recent Innings Proxy,Running Matchup Factor,Sprint Speed,Matchup DNA Factor,Single Rate,Double Rate,Triple Rate,HR Rate,BB Rate,HBP Rate,K Rate Model,Groundout Share,Flyout Share,Lineout Share,Run Rate Model,RBI Rate Model,SB Rate,_bullpen_arm_rates,_bullpen_game,_opener_weight,_run_scoring_boost,V7 Testing Model,Confirmed Starter,Sim Std,P25,P75,P90,Simulated PA,Zero PA Probability %,Probability Calibration,Raw P Over 2.5 FS %,Raw P Over 3.0 FS %,Raw P Over 3.5 FS %,Raw P Over 4.0 FS %,Raw P Over 4.5 FS %,Raw P Over 5.0 FS %,Raw P Over 5.5 FS %,Raw P Over 6.0 FS %,Raw P Over 6.5 FS %,Raw P Over 7.0 FS %,Raw P Over 7.5 FS %,Raw P Over 8.0 FS %,Raw P Over 8.5 FS %,Raw P Over 9.0 FS %,Raw P Over 9.5 FS %,Raw P Over 10.0 FS %,Raw P Over 10.5 FS %,Raw P Over 11.0 FS %,Raw P Over 11.5 FS %,Raw P Over 12.0 FS %,Raw P Over 12.5 FS %,Raw P Over 13.0 FS %,Raw P Over 13.5 FS %,Raw P Over 14.0 FS %,Raw P Over 14.5 FS %,Raw P Over 15.0 FS %,Raw P Over 15.5 FS %,Floor Uplift 2.5 FS,Floor Uplift 3.0 FS,Floor Uplift 3.5 FS,Floor Uplift 4.0 FS,Floor Uplift 4.5 FS,Floor Uplift 5.0 FS,Floor Uplift 5.5 FS,Floor Uplift 6.0 FS,Floor Uplift 6.5 FS,Floor Uplift 7.0 FS,Floor Uplift 7.5 FS,Floor Uplift 8.0 FS,Floor Uplift 8.5 FS,Floor Uplift 9.0 FS,Floor Uplift 9.5 FS,Floor Uplift 10.0 FS,Floor Uplift 10.5 FS,Floor Uplift 11.0 FS,Floor Uplift 11.5 FS,Floor Uplift 12.0 FS,Floor Uplift 12.5 FS,Floor Uplift 13.0 FS,Floor Uplift 13.5 FS,Floor Uplift 14.0 FS,Floor Uplift 14.5 FS,Floor Uplift 15.0 FS,Floor Uplift 15.5 FS,Confidence
1,1,2026-08-14,Jac Caglianone,KC,LAA,KC @ LAA,AWAY,RF,14.0,11.78,1.073,MEDIUM,58.3,Manual — insufficient V7 history,projected|top4|RHP,11.78,10.46,7.07,6.69,9.0,6.69,0.743,17.6,12.6,11.53,5|17|21|3|42,5|17|21|3|42|8|7|3|15|5,5|17|21|3|42|8|7|3|15|5|16|0|19|8|4,100.0,100.0,92.7,92.7,92.7,88.9,81.4,81.4,79.2,70.4,66.6,66.6,60.0,54.6,54.6,50.6,45.3,45.3,42.8,38.8,38.8,36.4,32.6,32.6,30.8,27.3,27.3,287.68,A+,MORE 8.5 | 60.0% | Edge +3.3,MORE,8.5,60.0,3.28,20.0,Playable,3,Last 7 Confirmed,,3,7,3-3-3-3-3-3-3,100.0,97.0,4.99,Regular,14,1.04,Grayson Rodriguez,R,7.2,1.62,0.248,0.0354,0.1024,Normal Starter,No,"Normal starter profile: 12/12 GS, 4.58 IP/app",64.0,36.0,0,,100.0,0.0,4.43,1.36,0.2032,0.028,Angel Stadium,1.0,1.0,78.9,9.8,225.0,0.0,neutral,439,406,0.268,0.321,0.485,0.806,308,0.853,109,21,2,21,54,53,28,4,5,2026-08-12 @ Los Angeles Dodgers: 5 FS|2026-08-11 @ Los Angeles Dodgers: 17 FS|2026-08-10 @ Los Angeles Dodgers: 21 FS|2026-08-09 vs Chicago Cubs: 3 FS|2026-08-08 vs Chicago Cubs: 42 FS,2026-08-12 @ Los Angeles Dodgers: 5 FS|2026-08-11 @ Los Angeles Dodgers: 17 FS|2026-08-10 @ Los Angeles Dodgers: 21 FS|2026-08-09 vs Chicago Cubs: 3 FS|2026-08-08 vs Chicago Cubs: 42 FS|2026-08-07 vs Chicago Cubs: 8 FS|2026-08-06 vs Minnesota Twins: 7 FS|2026-08-05 vs Minnesota Twins: 3 FS|2026-08-04 vs Minnesota Twins: 15 FS|2026-08-02 @ Colorado Rockies: 5 FS,2026-08-12 @ Los Angeles Dodgers: 5 FS|2026-08-11 @ Los Angeles Dodgers: 17 FS|2026-08-10 @ Los Angeles Dodgers: 21 FS|2026-08-09 vs Chicago Cubs: 3 FS|2026-08-08 vs Chicago Cubs: 42 FS|2026-08-07 vs Chicago Cubs: 8 FS|2026-08-06 vs Minnesota Twins: 7 FS|2026-08-05 vs Minnesota Twins: 3 FS|2026-08-04 vs Minnesota Twins: 15 FS|2026-08-02 @ Colorado Rockies: 5 FS|2026-08-01 @ Colorado Rockies: 16 FS|2026-07-31 @ Colorado Rockies: 0 FS|2026-07-30 @ Minnesota Twins: 19 FS|2026-07-29 @ Minnesota Twins: 8 FS|2026-07-28 @ Minnesota Twins: 4 FS,15,30,8.73,7.0,Last 30 games + shrinkage,14.71,12.07,0.386,Hot,8.73,2.914,0.3793,0.1552,0.0862,0.0172,0.0345,12.88,13.58,14.59,14.62,12.01,28.0,16.0,20.0,16.0,20.0,0.07,0.566,274,86.32,34.31,1.82,26.28,0.454,1.0833,1.0443,1.0,88.15,87.99,0.43,1.0978,79.8,1.0542,1.0,1.0,1.0,1.0382,411,Statcast,1.14,27,Statcast,274,86.32,12.0,9.34,32.35,9.1,60.6,30.3,1.0205,1.0042,1.0362,1.0084,1.049,1.0311,11.33,2.59,Unknown/neutral,Neutral fallback,1.0,1.0,1.0,1.0,1.0,1.0,Neutral fallback,1.072,3,27.0,1.0566,27.0,1.0,0.2215,0.085,0.0045,0.069,0.0856,0.0105,0.2422,0.5461,0.227,0.227,0.1336,0.1757,0.0141,[],False,0.64,1.0,Yes,Projected,6.69,6.74,15.66,20.86,4.43,0.0,Raw,100.0,100.0,92.7,92.7,92.7,88.9,81.4,81.4,79.2,70.4,66.6,66.6,60.0,54.6,54.6,50.6,45.3,45.3,42.8,38.8,38.8,36.4,32.6,32.6,30.8,27.3,27.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High
2,2,2026-08-14,Pete Crow-Armstrong,CHC,STL,STL @ CHC,HOME,CF,12.76,10.88,1.073,MEDIUM,61.8,Manual — insufficient V7 history,projected|top4|LHP,10.88,9.12,8.78,7.86,8.4,7.86,0.936,7.6,13.9,12.47,0|9|14|11|4,0|9|14|11|4|20|15|37|20|9,0|9|14|11|4|20|15|37|20|9|6|16|0|10|16,91.6,85.9,85.9,80.0,76.2,76.2,67.6,67.6,64.2,64.2,57.0,57.0,52.5,52.5,48.4,48.4,42.8,39.9,39.9,35.7,35.7,32.9,32.9,28.2,28.2,26.3,26.3,275.96,A+,MORE 7.0 | 64.2% | Edge +3.9,MORE,7.0,64.2,3.88,28.4,Good,1,Last 7 Confirmed,,1,7,1-1-1-1-1-1-1,100.0,97.0,5.09,Regular,14,1.04,Matthew Liberatore,L,5.15,1.52,0.26,0.04,0.086,Normal Starter,No,"Normal starter profile: 23/23 GS, 4.94 IP/app",64.0,36.0,0,,0.0,100.0,4.07,1.34,0.2241,0.0255,Wrigley Field,1.03,1.01,76.3,8.1,56.0,2.0,humid,542,462,0.281,0.381,0.539,0.92,175,0.934,130,24,7,27,86,73,65,11,30,2026-08-13 @ Washington Nationals: 0 FS|2026-08-12 @ Washington Nationals: 9 FS|2026-08-11 @ Washington Nationals: 14 FS|2026-08-09 @ Kansas City Royals: 11 FS|2026-08-08 @ Kansas City Royals: 4 FS,2026-08-13 @ Washington Nationals: 0 FS|2026-08-12 @ Washington Nationals: 9 FS|2026-08-11 @ Washington Nationals: 14 FS|2026-08-09 @ Kansas City Royals: 11 FS|2026-08-08 @ Kansas City Royals: 4 FS|2026-08-07 @ Kansas City Royals: 20 FS|2026-08-06 vs Toronto Blue Jays: 15 FS|2026-08-05 vs Los Angeles Dodgers: 37 FS|2026-08-04 vs Los Angeles Dodgers: 20 FS|2026-08-03 vs Los Angeles Dodgers: 9 FS,2026-08-13 @ Washington Nationals: 0 FS|2026-08-12 @ Washington Nationals: 9 FS|2026-08-11 @ Washington Nationals: 14 FS|2026-08-09 @ Kansas City Royals: 11 FS|2026-08-08 @ Kansas City Royals: 4 FS|2026-08-07 @ Kansas City Royals: 20 FS|2026-08-06 vs Toronto Blue Jays: 15 FS|2026-08-05 vs Los Angeles Dodgers: 37 FS|2026-08-04 vs Los Angeles Dodgers: 20 FS|2026-08-03 vs Los Angeles Dodgers: 9 FS|2026-08-02 vs New York Yankees: 6 FS|2026-08-01 vs New York Yankees: 16 FS|2026-07-31 vs New York Yankees: 0 FS|2026-07-30 @ St. Louis Cardinals: 10 FS|2026-07-29 @ St. Louis Cardinals: 16 FS,15,30,11.27,9.0,Last 30 games + shrinkage,10.43,12.21,0.263,Neutral,11.27,2.552,0.2239,0.1343,0.0448,0.1493,0.0597,13.14,12.75,12.59,11.21,10.84,28.0,16.0,20.0,16.0,20.0,-0.033,0.566,316,82.18,26.27,3.16,31.01,0.475,0.9667,0.9764,1.0,77.26,78.87,0.43,1.0978,79.8,1.0387,1.0,1.0,1.0,1.0211,784,Statcast,1.14,21,Statcast,316,82.18,12.0,25.71,30.85,7.6,69.3,23.1,0.9809,0.9986,0.9757,0.9971,0.9714,1.0027,11.49,0.22,Unknown/neutral,Neutral fallback,1.0,1.0,1.0,1.0,1.0,1.0,Neutral fallback,1.072,3,27.0,1.3,27.0,0.9941,0.1694,0.0652,0.0085,0.0527,0.1156,0.0133,0.2501,0.44,0.36,0.2,0.1611,0.1162,0.0338,[],False,0.64,1.0,Yes,Projected,7.86,5.38,15.67,22.23,4.63,0.0,Raw,91.6,85.9,85.9,80.0,76.2,76.2,67.6,67.6,64.2,64.2,57.0,57.0,52.5,52.5,48.4,48.4,42.8,39.9,39.9,35.7,35.7,32.9,32.9,28.2,28.2,26.3,26.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium
3,3,2026-08-14,Shohei Ohtani,LAD,MIL,MIL @ LAD,HOME,TWP,12.16,10.33,1.073,MEDIUM,57.0,Manual — insufficient V7 history,projected|top4|LHP,10.33,8.15,9.18,8.13,8.68,8.13,0.937,9.0,9.8,11.67,5|19|2|19|0,5|19|2|19|0|5|4|33|3|8,5|19|2|19|0|5|4|33|3|8|7|5|23|14|28,88.2,82.9,73.9,73.9,71.6,71.6,61.5,61.5,58.4,58.4,52.5,52.5,47.6,47.6,44.2,44.2,39.8,37.7,37.7,34.6,34.6,32.9,32.9,27.4,27.4,26.1,26.1,253.36,A+,MORE 7.0 | 58.4% | Edge +3.3,MORE,7.0,58.4,3.33,16.8,Playable,1,Last 7 Confirmed,,1,7,1-1-1-1-1-1-1,100.0,97.0,5.09,Regular,14,1.04,Robert Gasser,L,4.57,1.22,0.2238,0.0385,0.0629,Normal Starter,No,"Normal starter profile: 13/13 GS, 5.15 IP/app",64.0,36.0,0,,0.0,100.0,3.53,1.16,0.1967,0.0278,UNIQLO Field at Dodger Stadium,1.0,1.0,,,,,Weather unavailable,513,432,0.292,0.391,0.544,0.935,171,0.954,126,24,2,27,77,74,69,5,7,2026-08-13 vs Milwaukee Brewers: 5 FS|2026-08-12 vs Kansas City Royals: 19 FS|2026-08-11 vs Kansas City Royals: 2 FS|2026-08-10 vs Kansas City Royals: 19 FS|2026-08-09 @ Arizona Diamondbacks: 0 FS,2026-08-13 vs Milwaukee Brewers: 5 FS|2026-08-12 vs Kansas City Royals: 19 FS|2026-08-11 vs Kansas City Royals: 2 FS|2026-08-10 vs Kansas City Royals: 19 FS|2026-08-09 @ Arizona Diamondbacks: 0 FS|2026-08-08 @ Arizona Diamondbacks: 5 FS|2026-08-07 @ Arizona Diamondbacks: 4 FS|2026-08-05 @ Chicago Cubs: 33 FS|2026-08-04 @ Chicago Cubs: 3 FS|2026-08-03 @ Chicago Cubs: 8 FS,2026-08-13 vs Milwaukee Brewers: 5 FS|2026-08-12 vs Kansas City Royals: 19 FS|2026-08-11 vs Kansas City Royals: 2 FS|2026-08-10 vs Kansas City Royals: 19 FS|2026-08-09 @ Arizona Diamondbacks: 0 FS|2026-08-08 @ Arizona Diamondbacks: 5 FS|2026-08-07 @ Arizona Diamondbacks: 4 FS|2026-08-05 @ Chicago Cubs: 33 FS|2026-08-04 @ Chicago Cubs: 3 FS|2026-08-03 @ Chicago Cubs: 8 FS|2026-08-02 vs Boston Red Sox: 7 FS|2026-08-01 vs Boston Red Sox: 5 FS|2026-07-31 vs Boston Red Sox: 23 FS|2026-07-29 vs Seattle Mariners: 14 FS|2026-07-28 vs Seattle Mariners: 28 FS,15,30,9.87,5.0,Last 30 games + shrinkage,7.71,10.5,0.327,Hot,9.87,2.41,0.2951,0.1311,0.0656,0.0984,0.0164,12.09,11.99,12.05,10.73,10.82,28.0,16.0,20.0,16.0,20.0,-0.038,0.566,224,86.54,32.59,1.79,35.71,0.495,1.1297,1.06,1.0,93.56,87.31,0.43,1.0978,79.8,0.9969,1.0,1.0,1.0,1.0617,559,Statcast,1.14,41,Statcast,224,86.54,12.0,17.07,31.08,13.8,56.7,29.5,1.0,1.0081,1.0297,1.0162,1.0539,0.9988,9.77,-0.1,Unknown/neutral,Neutral fallback,1.0,1.0,1.0,1.0,1.0,1.0,Neutral fallback,1.072,3,27.0,1.1249,27.0,0.9996,0.1637,0.0679,0.0032,0.0673,0.08,0.0081,0.2305,0.44,0.312,0.248,0.1387,0.1193,0.014,[],False,0.64,1.0,Yes,Projected,8.13,3.46,15.64,21.26,4.47,0.0,Raw,88.2,82.9,73.9,73.9,71.6,71.6,61.5,61.5,58.4,58.4,52.5,52.5,47.6,47.6,44.2,44.2,39.8,37.7,37.7,34.6,34.6,32.9,32.9,27.4,27.4,26.1,26.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium
4,4,2026-08-14,Pete Alonso,BAL,TB,BAL @ TB,AWAY,1B,12.4,9.93,1.073,MEDIUM,57.5,Manual — insufficient V7 history,projected|top4|LHP,9.93,7.64,7.19,6.77,8.67,6.77,0.78,17.0,10.0,9.2,10|24|5|41|5,10|24|5|41|5|0|5|0|7|3,10|24|5|41|5|0|5|0|7|3|0|23|3|2|10,87.5,87.5,87.5,81.0,81.0,71.7,68.4,68.4,59.1,55.8,55.8,48.9,44.3,44.3,41.2,37.4,37.4,35.1,35.1,32.6,31.4,31.4,26.6,25.6,25.6,22.3,19.6,245.97,A+,MORE 6.5 | 59.1% | Edge +3.4,MORE,6.5,59.1,3.43,18.2,Playable,2,Last 7 Confirmed,,2,7,2-2-2-2-2-2-2,100.0,97.0,5.08,Regular,13,1.04,Steven Matz,L,5.46,1.23,0.2151,0.0453,0.0755,Bullpen Game,Yes,Short-outing profile: 2.85 IP/app,28.0,72.0,7,Jesse Scholtens (R) 25% | Ian Seymour (L) 20% | Freddy Peralta (R) 13% | Nick Martinez (R) 13% | Chris Roycroft (R) 12% | Drew Rasmussen (R) 10% | Casey Legumina (R) 9%,57.5,42.5,4.47,1.3,0.2275,0.0388,Tropicana Field,1.0,1.0,,,,,Indoor/retractable neutral,524,452,0.259,0.353,0.48,0.833,373,0.872,117,22,0,26,74,77,61,7,5,2026-08-12 @ Minnesota Twins: 10 FS|2026-08-11 @ Minnesota Twins: 24 FS|2026-08-10 @ Minnesota Twins: 5 FS|2026-08-09 @ Texas Rangers: 41 FS|2026-08-08 @ Texas Rangers: 5 FS,2026-08-12 @ Minnesota Twins: 10 FS|2026-08-11 @ Minnesota Twins: 24 FS|2026-08-10 @ Minnesota Twins: 5 FS|2026-08-09 @ Texas Rangers: 41 FS|2026-08-08 @ Texas Rangers: 5 FS|2026-08-07 @ Texas Rangers: 0 FS|2026-08-06 vs Los Angeles Angels: 5 FS|2026-08-05 vs Los Angeles Angels: 0 FS|2026-08-04 vs Los Angeles Angels: 7 FS|2026-08-02 vs Philadelphia Phillies: 3 FS,2026-08-12 @ Minnesota Twins: 10 FS|2026-08-11 @ Minnesota Twins: 24 FS|2026-08-10 @ Minnesota Twins: 5 FS|2026-08-09 @ Texas Rangers: 41 FS|2026-08-08 @ Texas Rangers: 5 FS|2026-08-07 @ Texas Rangers: 0 FS|2026-08-06 vs Los Angeles Angels: 5 FS|2026-08-05 vs Los Angeles Angels: 0 FS|2026-08-04 vs Los Angeles Angels: 7 FS|2026-08-02 vs Philadelphia Phillies: 3 FS|2026-08-01 vs Philadelphia Phillies: 0 FS|2026-07-31 vs Philadelphia Phillies: 23 FS|2026-07-29 @ Detroit Tigers: 3 FS|2026-07-28 @ Detroit Tigers: 2 FS|2026-07-27 @ Detroit Tigers: 10 FS,15,30,9.4,7.0,Last 30 games + shrinkage,12.86,9.14,0.32,Hot,9.4,2.246,0.2807,0.0877,0.0702,0.1053,0.0,11.9,12.15,11.91,12.49,10.89,28.0,16.0,20.0,16.0,20.0,0.057,0.566,277,85.16,29.6,2.17,35.02,0.514,1.1623,1.0992,1.0,93.05,91.57,0.378,1.0536,79.8,1.0006,1.0,1.0,1.0,1.0303,525,Statcast,0.938,22,Statcast,277,85.16,12.0,21.98,29.4,14.1,72.9,13.0,1.0,1.0065,1.0237,1.0129,1.0431,1.0179,10.89,1.49,Unknown/neutral,Neutral fallback,1.0,1.0,1.0,1.0,1.0,1.0,Neutral fallback,1.072,3,27.0,0.9702,27.0,0.9873,0.1586,0.0522,0.0028,0.0755,0.0877,0.011,0.2302,0.3717,0.3364,0.292,0.1391,0.1444,0.0103,"[{'pitcher_id': 669947, 'name': 'Jesse Scholtens', 'hand': 'R', 'weight': 0.24611584904714126, 'availability': 1.0, 'rates': {'bb': 0.0819318523489813, 'sb': 0.010311954627507747, 'rbi': 0.13682117273616337, 'run': 0.1153202502851712, 'triple': 0.002687267280019523, 'hbp': 0.010268734050385621, 'expected_rbi_rate': 0.13179190006872749, 'single': 0.15492771960709342, 'hr': 0.078, 'double': 0.0505652136596358, 'expected_run_rate': 0.1269500668859302, 'elite_single_boost': 1.0, 'walk_floor_boost': 1.0, 'run_scoring_boost': 1.0, 'strikeout': 0.2197793706944703, 'groundout_share': 0.37165972051973517, 'flyout_share': 0.3363569502329002, 'lineout_share': 0.29198332924736464, 'matchup_dna_factor': 1.0}}, {'pitcher_id': 693855, 'name': 'Ian Seymour', 'hand': 'L', 'weight': 0.20112596918559975, 'availability': 1.0, 'rates': {'bb': 0.09271487281848365, 'sb': 0.010869082665012826, 'rbi': 0.1293906819355417, 'run': 0.12054369240679351, 'triple': 0.002429450343139094, 'hbp': 0.012204725934125877, 'expected_rbi_rate': 0.126118132808028, 'single': 0.13301678749788576, 'hr': 0.06343696562660753, 'double': 0.04416778237368242, 'expected_run_rate': 0.13427988724393244, 'elite_single_boost': 1.0, 'walk_floor_boost': 1.0, 'run_scoring_boost': 1.0, 'strikeout': 0.25825645171192924, 'groundout_share': 0.37165972051973517, 'flyout_share': 0.3363569502329002, 'lineout_share': 0.29198332924736464, 'matchup_dna_factor': 1.0}}, {'pitcher_id': 642547, 'name': 'Freddy Peralta', 'hand': 'R', 'weight': 0.12616608859658862, 'availability': 0.85, 'rates': {'bb': 0.11004769684875455, 'sb': 0.010311954627507747, 'rbi': 0.13682117273616337, 'run': 0.1153202502851712, 'triple': 0.003132958656036734, 'hbp': 0.013792566619682567, 'expected_rbi_rate': 0.11976751496504115, 'single': 0.18062294875244012, 'hr': 0.07375388198303831, 'double': 0.05967081631673624, 'expected_run_rate': 0.11536743933158793, 'elite_single_boost': 1.0, 'walk_floor_boost': 1.0, 'run_scoring_boost': 1.0, 'strikeout': 0.2331140224193659, 'groundout_share': 0.37165972051973517, 'flyout_share': 0.3363569502329002, 'lineout_share': 0.29198332924736464, 'matchup_dna_factor': 1.0}}, {'pitcher_id': 607259, 'name': 'Nick Martinez', 'hand': 'R', 'weight': 0.12616608859658862, 'availability': 0.85, 'rates': {'bb': 0.07268100138375995, 'sb': 0.010311954627507747, 'rbi': 0.13682117273616337, 'run': 0.1153202502851712, 'triple': 0.002636694977199777, 'hbp': 0.009109300623969353, 'expected_rbi_rate': 0.10648407406560205, 'single': 0.15201209911433558, 'hr': 0.05304934801726785, 'double': 0.05166265754920481, 'expected_run_rate': 0.10257201176904657, 'elite_single_boost': 1.0, 'walk_floor_boost': 1.0, 'run_scoring_boost': 1.0, 'strikeout': 0.2039628277464321, 'groundout_share': 0.37165972051973517, 'flyout_share': 0.3363569502329002, 'lineout_share': 0.29198332924736464, 'matchup_dna_factor': 1.0}}, {'pitcher_id': 688297, 'name': 'Chris Roycroft', 'hand': 'R', 'weight': 0.11700268006875168, 'availability': 1.0, 'rates': {'bb': 0.12676248853993335, 'sb': 0.010311954627507747, 'rbi': 0.13682117273616337, 'run': 0.1153202502851712, 'triple': 0.004442519601980316, 'hbp': 0.01588747532323813, 'expected_rbi_rate': 0.1635833941233569, 'single': 0.25612243201934953, 'hr': 0.078, 'double': 0.09205270139299904, 'expected_run_rate': 0.15757358998965798, 'elite_single_boost': 1.0, 'walk_floor_boost': 1.0, 'run_scoring_boost': 1.0, 'strikeout': 0.2076256661385568, 'groundout_share': 0.37165972051973517, 'flyout_share': 0.3363569502329002, 'lineout_share': 0.29198332924736464, 'matchup_dna_factor': 1.0}}, {'pitcher_id': 656876, 'name': 'Drew Rasmussen', 'hand': 'R', 'weight': 0.09565533514512603, 'availability': 0.6444444444444445, 'rates': {'bb': 0.07268100138375995, 'sb': 0.010311954627507747, 'rbi': 0.13682117273616337, 'run': 0.1153202502851712, 'triple': 0.002056309955771916, 'hbp': 0.009109300623969353, 'expected_rbi_rate': 0.08088856178374058, 'single': 0.11855144243440931, 'hr': 0.042652605278190925, 'double': 0.04047261308052657, 'expected_run_rate': 0.07791683952805548, 'elite_single_boost': 1.0, 'walk_floor_boost': 1.0, 'run_scoring_boost': 1.0, 'strikeout': 0.2501485984974202, 'groundout_share': 0.37165972051973517, 'flyout_share': 0.3363569502329002, 'lineout_share': 0.29198332924736464, 'matchup_dna_factor': 1.0}}, {'pitcher_id': 668984, 'name': 'Casey Legumina', 'hand': 'R', 'weight': 0.08776798936020405, 'availability': 1.0, 'rates': {'bb': 0.07284349841869397, 'sb': 0.010311954627507747, 'rbi': 0.13682117273616337, 'run': 0.1153202502851712, 'triple': 0.0027951415466236492, 'hbp': 0.00912966680376236, 'expected_rbi_rate': 0.13293832467508376, 'single': 0.16114694247842, 'hr': 0.03995161392524803, 'double': 0.0574495619605675, 'expected_run_rate': 0.12805437360266095, 'elite_single_boost': 1.0, 'walk_floor_boost': 1.0, 'run_scoring_boost': 1.0, 'strikeout': 0.21127634988444566, 'groundout_share': 0.37165972051973517, 'flyout_share': 0.3363569502329002, 'lineout_share': 0.29198332924736464, 'matchup_dna_factor': 1.0}}]",True,0.28,1.0,Yes,Projected,6.77,4.52,14.67,19.35,4.4,0.0,Raw,87.5,87.5,87.5,81.0,81.0,71.7,68.4,68.4,59.1,55.8,55.8,48.9,44.3,44.3,41.2,37.4,37.4,35.1,35.1,32.6,31.4,31.4,26.6,25.6,25.6,22.3,19.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium
