Top 30 Rank,Overall Rank,Date,Player,Team,Opponent,Game,Side,Position,Analytical Projected FS,Projected FS,Sim Mean,Sim Median,Historical FS Std,Target FS Std,Raw Sim Std,Volatility-Calibrated Sim Std,Volatility Multiplier,Last 5 Avg FS,Last 10 Avg FS,Last 15 Avg FS,Last 5 Fantasy Scores,Last 10 Fantasy Scores,Last 15 Fantasy Scores,P Over 2.5 FS %,P Over 3.0 FS %,P Over 3.5 FS %,P Over 4.0 FS %,P Over 4.5 FS %,P Over 5.0 FS %,P Over 5.5 FS %,P Over 6.0 FS %,P Over 6.5 FS %,P Over 7.0 FS %,P Over 7.5 FS %,P Over 8.0 FS %,P Over 8.5 FS %,P Over 9.0 FS %,P Over 9.5 FS %,P Over 10.0 FS %,P Over 10.5 FS %,P Over 11.0 FS %,P Over 11.5 FS %,P Over 12.0 FS %,P Over 12.5 FS %,P Over 13.0 FS %,P Over 13.5 FS %,P Over 14.0 FS %,P Over 14.5 FS %,P Over 15.0 FS %,P Over 15.5 FS %,AI Score,Grade,Suggested Lean,Recommended Direction,Recommended Line,Recommended Probability %,Projection Edge,Even-Money EV %,Recommendation Strength,Lineup Spot,Lineup Source,Today Lineup Spot,Last 7 Mode Spot,Starts in Last 7,Last 7 Lineup Spots,Lineup Consistency %,Start Probability %,Expected PA,Rest/Usage Note,Recent Start Guess 14,Usage Factor,Opp Pitcher,Opp Pitcher Hand,Pitcher ERA,Pitcher WHIP,Pitcher H/BF,Pitcher HR/BF,Pitcher BB/BF,Bullpen ERA,Bullpen WHIP,Bullpen H/BF,Bullpen HR/BF,Venue,Park Factor,Weather Factor,Temp F,Wind MPH,Wind Direction,Precip %,Weather Note,PA,AB,AVG,OBP,SLG,OPS,Hand Split PA,Hand Split OPS,Season H,Season 2B,Season 3B,Season HR,Season R,Season RBI,Season BB,Season HBP,Season SB,Last 5 Fantasy Score Details,Last 10 Fantasy Score Details,Last 15 Fantasy Score Details,Recent FS Games Available,Historical Volatility Games,Historical FS Mean,Historical FS Median,Volatility Source,Last 7 FS/G,Last 14 FS/G,Last 14 AVG,14-Game Batter Status,Last 30 FS/G,Last 14 FS/PA,Last 14 Hit Rate,Last 14 XBH Rate,Last 14 HR Rate,Last 14 BB Rate,Last 14 SB Rate,Season Projected FS,Last 30 Projected FS,Last 14 Projected FS,Last 7 Projected FS,Hand Split Projected FS,Season Weight %,Last 30 Weight %,Last 14 Weight %,Last 7 Weight %,Hand Split Weight %,Model Version,Starter Expected BF,Starter Exposure %,Bullpen Exposure %,Starter Workload Source,Opener Risk,Recent Contact Reliability %,Recent Power Reliability %,Hand Split Reliability %,Statcast Reliability %,Pitch Location Matchup Factor,Pitch Location Samples,Pitcher Velo Trend,V6 Park Walk Factor,V6 Park Run Factor,V6 Weather HR Factor,V6 Weather Confidence,Statcast Samples,Avg Exit Velo,Hard Hit %,Barrel %,Sweet Spot %,Statcast xwOBA,Statcast Quality Factor,Elite Single Floor Boost,Walk Floor Boost,Run Scoring Boost,Pitch-Type Matchup Factor,Pitch-Type Samples,Pitch-Type Data Source,Release/Movement Matchup Factor,Release/Movement Samples,Release/Movement Source,Contact Quality Samples,Contact EV Mean,Contact EV Std,Contact LA Mean,Contact LA Std,Pull %,Center %,Oppo %,Directional Weather Factor,Park Single Factor,Park Double Factor,Park Triple Factor,Park HR Factor,EWMA Form Factor,EWMA Fantasy Score,EWMA Trend,Umpire,Umpire Source,Umpire Run Factor,Umpire BB Factor,Umpire K Factor,Defense Factor,Outfield Defense Factor,Infield Defense Factor,Defense Source,Bullpen Fatigue Factor,Bullpen Recent Games,Bullpen Recent Innings Proxy,Running Matchup Factor,Sprint Speed,Matchup DNA Factor,Single Rate,Double Rate,Triple Rate,HR Rate,BB Rate,HBP Rate,K Rate Model,Groundout Share,Flyout Share,Lineout Share,Run Rate Model,RBI Rate Model,SB Rate,_run_scoring_boost,Confirmed Starter,Sim Std,P25,P75,P90,Simulated PA,Zero PA Probability %,Probability Calibration,Raw P Over 2.5 FS %,Raw P Over 3.0 FS %,Raw P Over 3.5 FS %,Raw P Over 4.0 FS %,Raw P Over 4.5 FS %,Raw P Over 5.0 FS %,Raw P Over 5.5 FS %,Raw P Over 6.0 FS %,Raw P Over 6.5 FS %,Raw P Over 7.0 FS %,Raw P Over 7.5 FS %,Raw P Over 8.0 FS %,Raw P Over 8.5 FS %,Raw P Over 9.0 FS %,Raw P Over 9.5 FS %,Raw P Over 10.0 FS %,Raw P Over 10.5 FS %,Raw P Over 11.0 FS %,Raw P Over 11.5 FS %,Raw P Over 12.0 FS %,Raw P Over 12.5 FS %,Raw P Over 13.0 FS %,Raw P Over 13.5 FS %,Raw P Over 14.0 FS %,Raw P Over 14.5 FS %,Raw P Over 15.0 FS %,Raw P Over 15.5 FS %,Floor Uplift 2.5 FS,Floor Uplift 3.0 FS,Floor Uplift 3.5 FS,Floor Uplift 4.0 FS,Floor Uplift 4.5 FS,Floor Uplift 5.0 FS,Floor Uplift 5.5 FS,Floor Uplift 6.0 FS,Floor Uplift 6.5 FS,Floor Uplift 7.0 FS,Floor Uplift 7.5 FS,Floor Uplift 8.0 FS,Floor Uplift 8.5 FS,Floor Uplift 9.0 FS,Floor Uplift 9.5 FS,Floor Uplift 10.0 FS,Floor Uplift 10.5 FS,Floor Uplift 11.0 FS,Floor Uplift 11.5 FS,Floor Uplift 12.0 FS,Floor Uplift 12.5 FS,Floor Uplift 13.0 FS,Floor Uplift 13.5 FS,Floor Uplift 14.0 FS,Floor Uplift 14.5 FS,Floor Uplift 15.0 FS,Floor Uplift 15.5 FS,Confidence,Full Game Projected FS
1,1,2026-08-14,CJ Abrams,WSH,NYM,WSH @ NYM,AWAY,SS,13.37,13.62,13.62,12.07,10.14,8.82,9.23,8.82,0.955,10.4,10.1,8.8,5|9|16|10|12,5|9|16|10|12|5|0|31|8|5,5|9|16|10|12|5|0|31|8|5|0|7|20|0|4,97.4,95.5,93.0,92.7,89.8,89.1,83.5,83.0,79.9,79.4,72.5,71.0,65.7,65.7,60.9,60.9,55.2,55.2,51.7,51.7,47.2,47.2,44.1,39.3,39.3,37.0,37.0,311.5,A+,MORE 10.0 | 60.9% | Edge +3.6,MORE,10.0,60.9,3.62,21.8,Playable,1,Last 7 Confirmed,,1,7,1-4-4-1-1-1-4,57.1,97.0,5.13,Regular,14,1.04,Robert Stock,R,10.13,2.13,0.2927,0.0244,0.122,4.14,1.31,0.2115,0.0283,Citi Field,1.0,1.03,80.8,1.7,130.0,5.0,warm,512,451,0.284,0.357,0.541,0.898,352,0.965,128,23,3,29,76,91,44,11,23,2026-08-13 vs Chicago Cubs: 5 FS|2026-08-12 vs Chicago Cubs: 9 FS|2026-08-11 vs Chicago Cubs: 16 FS|2026-08-09 vs Cincinnati Reds: 10 FS|2026-08-08 vs Cincinnati Reds: 12 FS,2026-08-13 vs Chicago Cubs: 5 FS|2026-08-12 vs Chicago Cubs: 9 FS|2026-08-11 vs Chicago Cubs: 16 FS|2026-08-09 vs Cincinnati Reds: 10 FS|2026-08-08 vs Cincinnati Reds: 12 FS|2026-08-07 vs Cincinnati Reds: 5 FS|2026-08-06 @ Philadelphia Phillies: 0 FS|2026-08-05 @ Philadelphia Phillies: 31 FS|2026-08-04 @ Philadelphia Phillies: 8 FS|2026-08-03 @ Philadelphia Phillies: 5 FS,2026-08-13 vs Chicago Cubs: 5 FS|2026-08-12 vs Chicago Cubs: 9 FS|2026-08-11 vs Chicago Cubs: 16 FS|2026-08-09 vs Cincinnati Reds: 10 FS|2026-08-08 vs Cincinnati Reds: 12 FS|2026-08-07 vs Cincinnati Reds: 5 FS|2026-08-06 @ Philadelphia Phillies: 0 FS|2026-08-05 @ Philadelphia Phillies: 31 FS|2026-08-04 @ Philadelphia Phillies: 8 FS|2026-08-03 @ Philadelphia Phillies: 5 FS|2026-08-02 @ Atlanta Braves: 0 FS|2026-08-01 @ Atlanta Braves: 7 FS|2026-07-31 @ Atlanta Braves: 20 FS|2026-07-30 @ Atlanta Braves: 0 FS|2026-07-29 vs Toronto Blue Jays: 4 FS,15,30,11.93,8.5,Last 30 games + shrinkage,8.14,9.14,0.228,Neutral,11.93,2.032,0.2063,0.0794,0.0317,0.0794,0.0635,13.46,13.89,11.55,11.12,11.53,28.0,16.0,20.0,16.0,20.0,6.0,18.67,54.9,45.1,Recent workload,No,52.1,40.3,67.4,71.1,1.15,126,0.45,1.0,1.0,1.0,75.0,270,83.43,25.93,2.96,28.52,0.422,0.9628,1.0,1.0,1.0,1.0305,581,Statcast,1.0,0,Fallback,270,83.43,12.0,22.12,32.37,12.2,63.3,24.4,1.0122,1.0019,1.0191,1.0037,1.0248,0.981,10.35,-1.58,Unknown/neutral,Neutral fallback,1.0,1.0,1.0,1.0,1.0,1.0,Neutral fallback,1.072,3,27.0,1.3,27.0,0.9968,0.2063,0.0586,0.0083,0.0685,0.1151,0.025,0.2251,0.4083,0.3417,0.2499,0.0703,0.1776,0.034,1.0,Projected,8.82,7.3,18.76,25.45,4.75,0.0,Raw,95.7,92.5,88.8,88.8,85.5,85.5,79.0,79.0,76.4,76.4,70.0,70.0,65.7,65.7,60.9,60.9,55.2,55.2,51.7,51.7,47.2,47.2,44.1,39.3,39.3,37.0,37.0,1.7,3.0,4.2,3.9,4.3,3.6,4.5,4.0,3.5,3.0,2.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High,
2,2,2026-08-14,Abimelec Ortiz,WSH,NYM,WSH @ NYM,AWAY,1B,11.43,13.71,13.71,12.48,7.21,6.49,9.75,7.02,0.72,12.8,8.3,8.0,23|14|3|17|7,23|14|3|17|7|2|0|3|0|14,23|14|3|17|7|2|0|3|0|14|5,99.5,99.5,99.5,96.8,96.5,96.2,94.3,89.4,89.1,87.4,80.2,78.7,74.5,68.7,68.7,63.1,59.3,59.3,54.1,51.3,46.8,46.8,44.1,39.8,39.8,37.3,34.0,301.87,A+,MORE 11.0 | 59.3% | Edge +2.7,MORE,11.0,59.3,2.71,18.6,Playable,2,Last 7 Confirmed,,2,4,2-2-2-2,100.0,92.0,4.07,Usage risk,6,0.88,Robert Stock,R,10.13,2.13,0.2927,0.0244,0.122,4.14,1.31,0.2115,0.0283,Citi Field,1.0,1.03,80.8,1.7,130.0,5.0,warm,31,30,0.333,0.355,0.767,1.122,29,1.2,10,1,0,4,5,8,1,0,0,2026-08-13 vs Chicago Cubs: 23 FS|2026-08-12 vs Chicago Cubs: 14 FS|2026-08-11 vs Chicago Cubs: 3 FS|2026-08-09 vs Cincinnati Reds: 17 FS|2026-08-08 vs Cincinnati Reds: 7 FS,2026-08-13 vs Chicago Cubs: 23 FS|2026-08-12 vs Chicago Cubs: 14 FS|2026-08-11 vs Chicago Cubs: 3 FS|2026-08-09 vs Cincinnati Reds: 17 FS|2026-08-08 vs Cincinnati Reds: 7 FS|2026-08-07 vs Cincinnati Reds: 2 FS|2026-08-06 @ Philadelphia Phillies: 0 FS|2026-08-05 @ Philadelphia Phillies: 3 FS|2026-08-04 @ Philadelphia Phillies: 0 FS|2026-08-03 @ Philadelphia Phillies: 14 FS,2026-08-13 vs Chicago Cubs: 23 FS|2026-08-12 vs Chicago Cubs: 14 FS|2026-08-11 vs Chicago Cubs: 3 FS|2026-08-09 vs Cincinnati Reds: 17 FS|2026-08-08 vs Cincinnati Reds: 7 FS|2026-08-07 vs Cincinnati Reds: 2 FS|2026-08-06 @ Philadelphia Phillies: 0 FS|2026-08-05 @ Philadelphia Phillies: 3 FS|2026-08-04 @ Philadelphia Phillies: 0 FS|2026-08-03 @ Philadelphia Phillies: 14 FS|2026-07-12 vs New York Yankees: 5 FS,11,11,8.0,5.0,Last 11 games + shrinkage,9.43,8.0,0.333,Hot,8.0,2.839,0.3226,0.1613,0.129,0.0323,0.0,10.52,11.13,11.13,11.03,10.46,28.0,16.0,20.0,16.0,20.0,6.0,18.67,54.9,45.1,Recent workload,No,23.6,15.9,14.6,28.6,1.15,10,0.45,1.0,1.0,1.0,75.0,44,88.28,38.64,4.55,36.36,0.504,1.1333,1.0,1.0,1.0,0.9639,97,Statcast,1.0,3,Fallback,44,88.28,12.0,14.18,35.0,9.1,65.9,25.0,1.0106,1.0115,1.0533,1.0231,1.0883,1.0191,9.6,1.6,Unknown/neutral,Neutral fallback,1.0,1.0,1.0,1.0,1.0,1.0,Neutral fallback,1.072,3,27.0,0.8625,27.0,1.0,0.2481,0.066,0.0039,0.0775,0.0774,0.009,0.201,0.3334,0.4285,0.2381,0.1516,0.2075,0.0067,1.0,Projected,7.02,8.16,17.52,23.28,4.66,0.0,Raw,100.0,100.0,100.0,95.0,95.0,95.0,92.6,86.8,86.8,85.2,77.7,77.7,74.5,68.7,68.7,63.1,59.3,59.3,54.1,51.3,46.8,46.8,44.1,39.8,39.8,37.3,34.0,0.0,0.0,0.0,1.8,1.5,1.2,1.7,2.6,2.3,2.2,2.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High,
3,3,2026-08-14,Jac Caglianone,KC,LAA,KC @ LAA,AWAY,RF,12.75,12.33,12.33,10.63,7.07,6.69,9.18,6.69,0.729,17.6,12.6,11.53,5|17|21|3|42,5|17|21|3|42|8|7|3|15|5,5|17|21|3|42|8|7|3|15|5|16|0|19|8|4,99.5,99.5,96.0,95.8,95.5,92.7,92.5,86.3,84.6,75.9,75.4,70.0,63.2,63.2,57.2,53.7,53.7,47.8,44.9,44.9,41.0,38.6,38.6,34.6,32.2,32.2,29.1,297.12,A+,MORE 9.0 | 63.2% | Edge +3.3,MORE,9.0,63.2,3.33,26.4,Good,3,Last 7 Confirmed,,3,7,3-3-3-3-3-3-3,100.0,97.0,4.92,Regular,14,1.04,Grayson Rodriguez,R,7.2,1.62,0.248,0.0354,0.1024,4.43,1.36,0.2032,0.028,Angel Stadium,1.0,1.0,78.9,9.8,225.0,0.0,neutral,439,406,0.268,0.321,0.485,0.806,308,0.853,109,21,2,21,54,53,28,4,5,2026-08-12 @ Los Angeles Dodgers: 5 FS|2026-08-11 @ Los Angeles Dodgers: 17 FS|2026-08-10 @ Los Angeles Dodgers: 21 FS|2026-08-09 vs Chicago Cubs: 3 FS|2026-08-08 vs Chicago Cubs: 42 FS,2026-08-12 @ Los Angeles Dodgers: 5 FS|2026-08-11 @ Los Angeles Dodgers: 17 FS|2026-08-10 @ Los Angeles Dodgers: 21 FS|2026-08-09 vs Chicago Cubs: 3 FS|2026-08-08 vs Chicago Cubs: 42 FS|2026-08-07 vs Chicago Cubs: 8 FS|2026-08-06 vs Minnesota Twins: 7 FS|2026-08-05 vs Minnesota Twins: 3 FS|2026-08-04 vs Minnesota Twins: 15 FS|2026-08-02 @ Colorado Rockies: 5 FS,2026-08-12 @ Los Angeles Dodgers: 5 FS|2026-08-11 @ Los Angeles Dodgers: 17 FS|2026-08-10 @ Los Angeles Dodgers: 21 FS|2026-08-09 vs Chicago Cubs: 3 FS|2026-08-08 vs Chicago Cubs: 42 FS|2026-08-07 vs Chicago Cubs: 8 FS|2026-08-06 vs Minnesota Twins: 7 FS|2026-08-05 vs Minnesota Twins: 3 FS|2026-08-04 vs Minnesota Twins: 15 FS|2026-08-02 @ Colorado Rockies: 5 FS|2026-08-01 @ Colorado Rockies: 16 FS|2026-07-31 @ Colorado Rockies: 0 FS|2026-07-30 @ Minnesota Twins: 19 FS|2026-07-29 @ Minnesota Twins: 8 FS|2026-07-28 @ Minnesota Twins: 4 FS,15,30,8.73,7.0,Last 30 games + shrinkage,14.71,12.07,0.386,Hot,8.73,2.914,0.3793,0.1552,0.0862,0.0172,0.0345,12.38,13.05,14.04,14.07,11.53,28.0,16.0,20.0,16.0,20.0,6.0,20.31,59.7,40.3,Recent workload,No,48.5,37.0,64.4,71.4,1.15,106,2.2,1.0,1.0,1.0,75.0,274,86.32,34.31,1.82,26.28,0.454,1.0374,1.0,1.0,1.0,1.0382,411,Statcast,1.14,27,Statcast,274,86.32,12.0,9.34,32.35,9.1,60.6,30.3,1.0205,1.0042,1.0362,1.0084,1.049,1.0311,11.33,2.59,Unknown/neutral,Neutral fallback,1.0,1.0,1.0,1.0,1.0,1.0,Neutral fallback,1.072,3,27.0,1.0566,27.0,1.0,0.2321,0.09,0.0052,0.0695,0.0777,0.0029,0.2428,0.5461,0.227,0.227,0.0553,0.1932,0.0102,1.0,Projected,6.69,6.99,16.46,21.56,4.4,0.0,Raw,100.0,100.0,93.6,93.6,93.6,90.3,90.3,82.9,81.3,72.9,72.9,69.0,63.2,63.2,57.2,53.7,53.7,47.8,44.9,44.9,41.0,38.6,38.6,34.6,32.2,32.2,29.1,0.0,0.0,2.4,2.2,1.9,2.4,2.2,3.4,3.3,3.0,2.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High,
4,4,2026-08-14,Pete Crow-Armstrong,CHC,STL,STL @ CHC,HOME,CF,12.26,11.3,11.3,9.17,8.78,7.86,8.48,7.86,0.927,7.6,13.9,12.47,0|9|14|11|4,0|9|14|11|4|20|15|37|20|9,0|9|14|11|4|20|15|37|20|9|6|16|0|10|16,95.8,92.3,92.0,88.6,87.8,82.6,74.4,73.9,69.7,69.2,61.4,59.9,54.3,54.3,49.2,49.2,44.6,44.6,41.6,37.5,37.5,35.2,35.2,30.4,30.4,28.5,28.5,283.37,A+,MORE 8.0 | 59.9% | Edge +3.3,MORE,8.0,59.9,3.3,19.8,Playable,1,Last 7 Confirmed,,1,7,1-1-1-1-1-1-1,100.0,97.0,5.13,Regular,14,1.04,Matthew Liberatore,L,5.15,1.52,0.26,0.04,0.086,4.07,1.34,0.2241,0.0255,Wrigley Field,1.03,1.01,76.6,7.0,53.0,2.0,humid,542,462,0.281,0.381,0.539,0.92,175,0.934,130,24,7,27,86,73,65,11,30,2026-08-13 @ Washington Nationals: 0 FS|2026-08-12 @ Washington Nationals: 9 FS|2026-08-11 @ Washington Nationals: 14 FS|2026-08-09 @ Kansas City Royals: 11 FS|2026-08-08 @ Kansas City Royals: 4 FS,2026-08-13 @ Washington Nationals: 0 FS|2026-08-12 @ Washington Nationals: 9 FS|2026-08-11 @ Washington Nationals: 14 FS|2026-08-09 @ Kansas City Royals: 11 FS|2026-08-08 @ Kansas City Royals: 4 FS|2026-08-07 @ Kansas City Royals: 20 FS|2026-08-06 vs Toronto Blue Jays: 15 FS|2026-08-05 vs Los Angeles Dodgers: 37 FS|2026-08-04 vs Los Angeles Dodgers: 20 FS|2026-08-03 vs Los Angeles Dodgers: 9 FS,2026-08-13 @ Washington Nationals: 0 FS|2026-08-12 @ Washington Nationals: 9 FS|2026-08-11 @ Washington Nationals: 14 FS|2026-08-09 @ Kansas City Royals: 11 FS|2026-08-08 @ Kansas City Royals: 4 FS|2026-08-07 @ Kansas City Royals: 20 FS|2026-08-06 vs Toronto Blue Jays: 15 FS|2026-08-05 vs Los Angeles Dodgers: 37 FS|2026-08-04 vs Los Angeles Dodgers: 20 FS|2026-08-03 vs Los Angeles Dodgers: 9 FS|2026-08-02 vs New York Yankees: 6 FS|2026-08-01 vs New York Yankees: 16 FS|2026-07-31 vs New York Yankees: 0 FS|2026-07-30 @ St. Louis Cardinals: 10 FS|2026-07-29 @ St. Louis Cardinals: 16 FS,15,30,11.27,9.0,Last 30 games + shrinkage,10.43,12.21,0.263,Neutral,11.27,2.552,0.2239,0.1343,0.0448,0.1493,0.0597,12.95,12.6,12.41,11.03,10.64,28.0,16.0,20.0,16.0,20.0,6.0,21.91,64.4,35.6,Recent workload,No,53.7,41.9,50.7,74.2,1.0203,179,2.19,1.0,1.0,1.0,75.0,316,82.18,26.27,3.16,31.01,0.475,0.9901,1.0,1.0,1.0,1.0211,784,Statcast,1.14,21,Statcast,316,82.18,12.0,25.71,30.85,7.6,69.3,23.1,0.9827,0.9986,0.9775,0.9971,0.9732,1.0027,11.49,0.22,Unknown/neutral,Neutral fallback,1.0,1.0,1.0,1.0,1.0,1.0,Neutral fallback,1.072,3,27.0,1.3,27.0,0.9948,0.1564,0.0576,0.0116,0.0545,0.1463,0.0222,0.2502,0.44,0.36,0.2,0.1118,0.1394,0.0313,1.0,Projected,7.86,5.46,15.66,22.15,4.67,0.0,Raw,93.0,87.2,87.2,82.5,82.5,77.6,69.9,69.9,66.2,66.2,58.9,58.9,54.3,54.3,49.2,49.2,44.6,44.6,41.6,37.5,37.5,35.2,35.2,30.4,30.4,28.5,28.5,2.8,5.1,4.8,6.1,5.2,5.0,4.5,4.0,3.5,3.0,2.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium,
5,5,2026-08-14,Yordan Alvarez,HOU,SEA,SEA @ HOU,HOME,DH,12.35,11.92,11.92,10.37,7.53,7.0,8.69,7.0,0.806,4.2,7.5,9.07,5|6|10|0|0,5|6|10|0|0|9|7|7|7|24,5|6|10|0|0|9|7|7|7|24|13|14|2|21|11,97.1,97.1,97.0,93.5,93.0,87.8,87.4,84.6,75.9,75.4,71.0,62.9,61.9,56.1,56.1,51.8,46.3,46.3,43.3,39.3,39.3,36.9,36.9,32.9,31.1,31.1,27.3,277.98,A+,MORE 8.5 | 61.9% | Edge +3.4,MORE,8.5,61.9,3.42,23.8,Playable,2,Last 7 Confirmed,,2,7,2-2-2-2-2-2-2,100.0,97.0,5.02,Regular,14,1.04,George Kirby,R,3.68,1.27,0.2578,0.0295,0.0516,3.81,1.21,0.2216,0.0293,Daikin Park,1.0,1.0,,,,,Weather unavailable,530,435,0.322,0.436,0.621,1.057,389,1.138,140,25,0,35,80,87,84,7,1,2026-08-12 @ San Francisco Giants: 5 FS|2026-08-11 @ San Francisco Giants: 6 FS|2026-08-10 @ San Francisco Giants: 10 FS|2026-08-09 @ San Diego Padres: 0 FS|2026-08-08 @ San Diego Padres: 0 FS,2026-08-12 @ San Francisco Giants: 5 FS|2026-08-11 @ San Francisco Giants: 6 FS|2026-08-10 @ San Francisco Giants: 10 FS|2026-08-09 @ San Diego Padres: 0 FS|2026-08-08 @ San Diego Padres: 0 FS|2026-08-07 @ San Diego Padres: 9 FS|2026-08-05 vs Toronto Blue Jays: 7 FS|2026-08-04 vs Toronto Blue Jays: 7 FS|2026-08-03 vs Toronto Blue Jays: 7 FS|2026-08-02 vs Texas Rangers: 24 FS,2026-08-12 @ San Francisco Giants: 5 FS|2026-08-11 @ San Francisco Giants: 6 FS|2026-08-10 @ San Francisco Giants: 10 FS|2026-08-09 @ San Diego Padres: 0 FS|2026-08-08 @ San Diego Padres: 0 FS|2026-08-07 @ San Diego Padres: 9 FS|2026-08-05 vs Toronto Blue Jays: 7 FS|2026-08-04 vs Toronto Blue Jays: 7 FS|2026-08-03 vs Toronto Blue Jays: 7 FS|2026-08-02 vs Texas Rangers: 24 FS|2026-08-01 vs Texas Rangers: 13 FS|2026-07-31 vs Texas Rangers: 14 FS|2026-07-29 @ Los Angeles Angels: 2 FS|2026-07-28 @ Los Angeles Angels: 21 FS|2026-07-27 @ Los Angeles Angels: 11 FS,15,30,9.93,8.5,Last 30 games + shrinkage,5.29,8.93,0.314,Hot,9.93,1.894,0.2424,0.0909,0.0152,0.197,0.0,12.48,11.45,10.37,9.27,11.7,28.0,16.0,20.0,16.0,20.0,6.0,23.43,68.9,31.1,Recent workload,No,51.8,40.1,69.6,70.7,1.15,120,2.2,1.0,1.0,1.0,75.0,265,85.9,31.7,1.13,27.92,0.482,1.0402,1.0,1.0,1.0,1.0129,543,Statcast,1.14,126,Statcast,265,85.9,12.0,24.03,28.69,18.5,57.4,24.1,1.0,1.0093,1.0341,1.0186,1.0621,0.9767,7.99,-1.95,Unknown/neutral,Neutral fallback,1.0,1.0,1.0,1.0,1.0,1.0,Neutral fallback,1.072,3,27.0,0.8625,27.0,0.9927,0.2072,0.0906,0.0001,0.0698,0.1375,0.0091,0.1878,0.3383,0.4117,0.25,0.0404,0.1556,0.0001,1.0,Projected,7.0,6.35,16.01,21.65,4.39,0.0,Raw,95.2,95.2,95.2,90.0,90.0,83.8,83.8,80.8,72.4,72.4,68.5,61.9,61.9,56.1,56.1,51.8,46.3,46.3,43.3,39.3,39.3,36.9,36.9,32.9,31.1,31.1,27.3,1.9,1.9,1.8,3.5,3.0,4.1,3.6,3.8,3.5,3.0,2.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High,
