Date,Away,Home,Game,First Pitch PT,First Pitch Local,Stadium,Field Elevation Ft,Projected Roof Status,Roof Status Basis,Weather Conditions,Weather Code WMO,Weather Condition Source,Data Quality,Data Quality Issues,Data Quality Issue Count,First Pitch Temperature F,First Pitch Relative Humidity %,First Pitch Wind,First Pitch Wind Speed MPH,First Pitch Wind Direction,First Pitch Wind Toward LF MPH,First Pitch Wind Toward CF MPH,First Pitch Wind Toward RF MPH,First Pitch Crosswind MPH,Official MLB Wind Text,Wind Data Source,First Pitch Precipitation %,Ball Flight AI Score,Ball Flight Grade,Ball Flight AI Summary,Estimated HR Distance Change,Estimated Fly Ball Distance Change,Expected HR Boost (%),Weather Confidence (%),HR Weather Rating,Game Effective Wind Vector MPH,Estimated FT Change by Wind2,Game Probability Wind Blowing Out %,Game Probability Wind Blowing In %,Game P Effective Outward 5+ %,Game P Effective Outward 10+ %,Game P Effective Inward 5+ %,Game Wind Direction Confidence %,Game Wind Impact Confidence %,Game HR Trajectory Carry Ft,Wind Regime,Probability Direction Flips During Game %,Inning Wind Regimes,Game Wind Direction Spread Degrees,Game Wind Toward CF Spread MPH,Game Avg Air Density kg/m3,Game Avg Density Altitude Ft,Game Avg Pressure hPa,Game Avg Dew Point F,Game Avg Temp F,Game Avg RH %,Game Wind Profile Source,Game Avg Wind Profile Alpha,Game Avg Wind Field 10ft MPH,Game Avg Wind 50ft MPH,Game Avg Wind 100ft MPH,Game Avg Wind 200ft MPH,Game Avg Wind 300ft MPH,Game Avg Effective Wind Field 10ft MPH,Game Avg Effective Wind 50ft MPH,Game Avg Effective Wind 100ft MPH,Game Avg Effective Wind 200ft MPH,Game Avg Effective Wind 300ft MPH,Game Flight Weighted Wind MPH,Game Flight Weighted Effective Wind MPH,Forecast Trend,Carry Score Change Since Last Run,Temp Change Since Last Run F,Wind Toward CF Change Since Last Run MPH,Precip Change Since Last Run Pct,Wind Out Probability Change Since Last Run Pct,Previous Forecast Run UTC,Forecast Trend Carry Change,Forecast Trend CF Wind Change MPH,Forecast Trend Temperature Change F,Forecast Trend Precip Probability Change %,Previous CF Wind MPH,Previous Temperature F,Previous Precip Probability %,Current CF Wind MPH,Current Temperature F,Current Precip Probability %,Park Learned Calibration Points,Park Calibration Settled Games,Max Delay Risk,Max Delay Risk Score,Forecast Uncertainty,Forecast Uncertainty Score,Forecast Run PT,Forecast Age Minutes,Models Available
2026-09-06,Milwaukee Brewers,Cincinnati Reds,Milwaukee Brewers @ Cincinnati Reds,09:10 AM,12:10 PM EDT,Great American Ball Park,490,OPEN,OPEN-AIR PARK,Clear,0,OPEN-METEO MODEL CONSENSUS,GOOD DATA,,0,76.4,59.9,🟡 9.8 mph Cross (LF → RF),8.2,NE,-6.0,-1.0,4.6,9.8,,FORECAST MODEL,2.2,57.0,B,Density 72 | Wind 49 | Temp 56 | Altitude 64 | Confidence 87%,4,3,2.1,87.1,🟨 Neutral,-0.4,0,0.0,34.3,0.0,0.0,0.0,96.4,92.9,-0.8,STABLE,15.8,1st-3rd: CROSS LF → RF -0.3 mph | 4th-5th: CROSS LF → RF -0.5 mph | 6th-7th: CROSS LF → RF -0.4 mph | 8th-9th: CROSS LF → RF -0.4 mph,4.7,0.3,1.1506,1941.0,993.0,59.3,78.0,56.0,MODEL_VERTICAL_PROFILE,0.123,8.1,9.9,10.8,11.7,12.3,-0.3,-0.4,-0.4,-0.5,-0.5,9.9,-0.4,STEADY,-1.1,-2.9,0.3,2.2,-6.7,2026-09-06 04:13:19 UTC,-1.1,0.3,-2.9,2.2,-1.5,80.9,0.0,-1.2,78.0,2.2,-0.48,25,LOW,1.2,MEDIUM,27.6,2026-09-06 06:42:12 PM PDT,341.8,5
2026-09-06,Atlanta Braves,Philadelphia Phillies,Atlanta Braves @ Philadelphia Phillies,10:10 AM,01:10 PM EDT,Citizens Bank Park,20,OPEN,OPEN-AIR PARK,Overcast,3,OPEN-METEO MODEL CONSENSUS,GOOD DATA,,0,75.0,64.9,🔴 5.1 mph In from CF,4.4,NNE,-3.2,-5.1,-4.8,-1.4,,FORECAST MODEL,4.8,48.8,C,Density 64 | Wind 36 | Temp 54 | Altitude 58 | Confidence 84%,-1,-1,-0.4,84.5,🟧 Below Average,-4.7,-4,0.0,100.0,0.0,0.0,91.5,84.3,96.7,-9.9,SHIFTING,23.4,1st-3rd: IN FROM RF -4.5 mph | 4th-5th: IN FROM CF -5.0 mph | 6th-7th: IN FROM CF -4.4 mph | 8th-9th: IN FROM LF -4.7 mph,7.2,0.8,1.1784,1117.0,1012.8,60.1,75.7,62.0,MODEL_VERTICAL_PROFILE,0.133,4.4,5.5,6.0,6.6,6.9,-3.7,-4.7,-5.1,-5.6,-6.0,5.5,-4.7,WORSENING RAPIDLY,-6.7,-2.7,0.3,-2.4,0.0,2026-09-06 04:13:29 UTC,-6.7,0.3,-2.7,-2.4,-5.6,78.4,7.2,-5.3,75.7,4.8,-0.18,25,LOW,4.8,MEDIUM,24.6,2026-09-06 06:42:23 PM PDT,332.8,5
2026-09-06,Boston Red Sox,Baltimore Orioles,Boston Red Sox @ Baltimore Orioles,10:35 AM,01:35 PM EDT,Oriole Park at Camden Yards,33,OPEN,OPEN-AIR PARK,Mostly clear,1,OPEN-METEO MODEL CONSENSUS,GOOD DATA,,0,77.7,53.3,⚪ Light Variable,3.3,NNE,-3.2,-3.8,-2.7,0.5,,FORECAST MODEL,2.7,50.2,B,Density 65 | Wind 39 | Temp 56 | Altitude 59 | Confidence 84%,0,0,0.1,83.7,🟨 Neutral,-3.6,-3,0.0,100.0,0.0,0.0,53.4,86.3,97.5,-7.4,STABLE,17.8,1st-3rd: IN FROM CF -3.4 mph | 4th-5th: IN FROM CF -3.3 mph | 6th-7th: IN FROM CF -3.8 mph | 8th-9th: IN FROM CF -4.5 mph,12.9,0.8,1.1736,1272.0,1012.8,59.0,78.1,51.6,MODEL_VERTICAL_PROFILE,0.141,3.5,4.3,4.8,5.3,5.6,-2.7,-3.5,-4.0,-4.5,-4.8,4.3,-3.6,WORSENING,-2.4,-3.0,3.0,1.9,0.0,2026-09-06 04:13:40 UTC,-2.4,3.0,-3.0,1.9,-7.0,81.1,0.8,-4.0,78.1,2.7,-0.04,21,LOW,2.9,MEDIUM,24.6,2026-09-06 06:42:33 PM PDT,109.8,5
2026-09-06,Los Angeles Angels,Pittsburgh Pirates,Los Angeles Angels @ Pittsburgh Pirates,10:35 AM,01:35 PM EDT,PNC Park,730,OPEN,OPEN-AIR PARK,Clear,0,OPEN-METEO MODEL CONSENSUS,GOOD DATA,,0,72.9,66.4,🟡 6.9 mph Cross (LF → RF),6.1,NE,-5.3,-2.2,1.9,6.9,,FORECAST MODEL,0.0,55.8,B,Density 72 | Wind 48 | Temp 51 | Altitude 64 | Confidence 86%,4,3,1.7,85.8,🟨 Neutral,-0.7,-1,0.0,82.0,0.0,0.0,0.0,93.8,98.3,-1.4,STABLE,15.8,1st-3rd: CROSS LF → RF -0.7 mph | 4th-5th: CROSS LF → RF -0.8 mph | 6th-7th: CROSS LF → RF -0.6 mph | 8th-9th: CROSS LF → RF -0.5 mph,8.1,0.6,1.1515,1904.0,985.0,58.7,73.2,64.1,MODEL_VERTICAL_PROFILE,0.128,6.1,7.5,8.2,8.9,9.4,-0.6,-0.7,-0.8,-0.9,-0.9,7.5,-0.7,WORSENING,-3.3,-4.0,0.3,0.0,0.0,2026-09-06 04:13:50 UTC,-3.3,0.3,-4.0,0.0,-2.5,77.2,0.0,-2.2,73.2,0.0,-1.11,23,LOW,0.7,MEDIUM,23.9,2026-09-06 06:42:43 PM PDT,200.6,5
2026-09-06,Detroit Tigers,Cleveland Guardians,Detroit Tigers @ Cleveland Guardians,10:40 AM,01:40 PM EDT,Progressive Field,660,OPEN,OPEN-AIR PARK,Mostly clear,1,OPEN-METEO MODEL CONSENSUS,GOOD DATA,,0,72.6,67.9,🔴 8.2 mph In from RF,7.4,NNE,-3.5,-7.4,-8.2,-4.4,,FORECAST MODEL,2.5,47.0,C,Density 67 | Wind 31 | Temp 51 | Altitude 60 | Confidence 85%,-2,-1,-0.9,84.6,🟧 Below Average,-6.3,-6,0.0,100.0,0.0,0.0,98.2,91.4,97.0,-10.9,STABLE,15.4,1st-3rd: IN FROM RF -6.3 mph | 4th-5th: IN FROM RF -6.4 mph | 6th-7th: IN FROM RF -6.3 mph | 8th-9th: IN FROM RF -6.2 mph,9.8,0.9,1.1698,1349.0,999.7,61.1,72.5,68.1,MODEL_VERTICAL_PROFILE,0.138,7.8,9.7,10.6,11.7,12.4,-4.9,-6.3,-7.1,-8.0,-8.5,9.7,-6.3,WORSENING RAPIDLY,-7.7,-2.4,1.9,0.7,0.0,2026-09-06 04:14:01 UTC,-7.7,1.9,-2.4,0.7,-9.4,74.9,1.8,-7.5,72.5,2.5,-0.36,27,LOW,3.2,MEDIUM,23.7,2026-09-06 06:42:53 PM PDT,341.2,5
2026-09-06,San Francisco Giants,New York Mets,San Francisco Giants @ New York Mets,10:40 AM,01:40 PM EDT,Citi Field,20,OPEN,OPEN-AIR PARK,Mostly clear,1,OPEN-METEO MODEL CONSENSUS,GOOD DATA,,0,71.9,62.0,🔴 4.5 mph In from CF,3.8,NNE,-3.2,-4.5,-3.9,-0.6,,FORECAST MODEL,13.5,49.8,C,Density 62 | Wind 41 | Temp 50 | Altitude 56 | Confidence 86%,0,0,-0.1,86.4,🟧 Below Average,-3.1,-3,0.0,93.3,0.0,0.0,53.6,84.6,95.6,-7.2,SHIFTING,28.2,1st-3rd: IN FROM CF -4.0 mph | 4th-5th: IN FROM CF -3.2 mph | 6th-7th: IN FROM RF -2.5 mph | 8th-9th: CROSS RF → LF -0.7 mph,10.1,0.8,1.1864,899.0,1012.7,57.9,72.4,60.2,MODEL_VERTICAL_PROFILE,0.136,3.2,4.0,4.4,4.8,5.1,-2.4,-3.1,-3.4,-3.8,-4.1,4.0,-3.1,WORSENING,-3.0,-2.2,2.3,-3.5,0.0,2026-09-06 04:14:11 UTC,-3.0,2.3,-2.2,-3.5,-5.8,74.6,17.0,-3.5,72.4,13.5,-0.12,26,LOW,9.9,LOW,11.2,2026-09-06 06:43:03 PM PDT,438.6,5
2026-09-06,Chicago Cubs,Miami Marlins,Chicago Cubs @ Miami Marlins,10:40 AM,01:40 PM EDT,loanDepot park,10,OPEN,PROJECTED: FAVORABLE,Overcast,3,OPEN-METEO MODEL CONSENSUS,GOOD DATA,,0,84.1,81.6,🟡 5.9 mph Cross (RF → LF),4.7,SSW,2.5,-0.5,-3.4,-5.9,,FORECAST MODEL,27.0,53.7,B,Density 68 | Wind 48 | Temp 61 | Altitude 60 | Confidence 80%,2,2,1.1,80.4,🟨 Neutral,-0.5,0,0.0,16.9,0.0,0.0,0.0,63.2,96.0,-0.9,STABLE,23.2,1st-3rd: CROSS RF → LF -0.2 mph | 4th-5th: CROSS RF → LF -1.3 mph | 6th-7th: LIGHT / VARIABLE +0.0 mph | 8th-9th: LIGHT / VARIABLE +0.0 mph,43.4,0.4,1.1666,1376.0,1012.6,76.9,82.8,83.4,MODEL_VERTICAL_PROFILE,0.15,2.8,3.5,3.9,4.3,4.6,-0.3,-0.4,-0.5,-0.6,-0.7,3.5,-0.5,IMPROVING,2.7,-2.7,-0.9,-14.0,-21.4,2026-09-06 04:14:22 UTC,2.7,-0.9,-2.7,-14.0,0.0,85.5,41.0,-0.9,82.8,27.0,-0.51,23,MODERATE,40.4,MEDIUM,29.9,2026-09-06 06:43:13 PM PDT,311.6,5
2026-09-06,Arizona Diamondbacks,Houston Astros,Arizona Diamondbacks @ Houston Astros,11:10 AM,01:10 PM CDT,Daikin Park,45,OPEN,PROJECTED: FAVORABLE,Light drizzle,51,OPEN-METEO MODEL CONSENSUS,GOOD DATA,,0,84.8,76.4,⚪ Light Variable,2.2,SSW,0.9,2.0,2.4,1.5,,FORECAST MODEL,33.5,55.5,B,Density 67 | Wind 52 | Temp 64 | Altitude 60 | Confidence 80%,3,3,1.6,80.3,🟨 Neutral,0.9,1,31.6,16.9,0.0,0.0,0.0,36.8,94.4,1.2,SHIFTING,27.8,1st-3rd: VARIABLE — OUTWARD LEAN +1.7 mph | 4th-5th: LIGHT / VARIABLE +0.0 mph | 6th-7th: OUT TO RCF +1.2 mph | 8th-9th: OUT TO RCF +0.0 mph,66.0,0.5,1.1669,1395.0,1011.4,76.9,85.5,75.8,MODEL_VERTICAL_PROFILE,0.141,1.2,1.4,1.6,1.8,1.9,0.7,0.9,1.0,1.2,1.3,1.4,0.9,IMPROVING RAPIDLY,6.2,-2.0,1.1,-7.3,31.6,2026-09-06 04:14:23 UTC,6.2,1.1,-2.0,-7.3,0.0,87.5,40.8,1.1,85.5,33.5,-0.35,27,MODERATE,35.4,MEDIUM,21.5,2026-09-06 06:43:18 PM PDT,82.8,5
2026-09-06,Toronto Blue Jays,Kansas City Royals,Toronto Blue Jays @ Kansas City Royals,11:10 AM,01:10 PM CDT,Kauffman Stadium,900,OPEN,OPEN-AIR PARK,Partly cloudy,2,OPEN-METEO MODEL CONSENSUS,GOOD DATA,,0,92.4,52.9,🔴 6.0 mph In from RF,5.1,E,-1.8,-4.9,-6.0,-3.7,,FORECAST MODEL,28.8,55.9,B,Density 86 | Wind 35 | Temp 72 | Altitude 74 | Confidence 76%,4,3,1.8,75.9,🟨 Neutral,-4.9,-5,0.0,78.0,0.0,0.0,67.1,79.7,96.4,-8.3,STABLE,23.0,1st-3rd: IN FROM RF -4.1 mph | 4th-5th: IN FROM RF -4.5 mph | 6th-7th: IN FROM RF -6.5 mph | 8th-9th: IN FROM RF -5.5 mph,23.4,1.9,1.1034,3307.0,982.2,70.7,93.1,50.5,MODEL_VERTICAL_PROFILE,0.121,5.8,7.1,7.7,8.4,8.8,-4.0,-4.9,-5.3,-5.7,-6.0,7.1,-4.9,WORSENING RAPIDLY,-10.6,-4.6,-0.7,19.9,0.0,2026-09-06 04:14:24 UTC,-10.6,-0.7,-4.6,19.9,-5.1,97.7,8.9,-5.8,93.1,28.8,-0.07,24,MODERATE,28.9,MEDIUM,34.2,2026-09-06 06:43:24 PM PDT,41.2,5
2026-09-06,Tampa Bay Rays,Texas Rangers,Tampa Bay Rays @ Texas Rangers,11:35 AM,01:35 PM CDT,Globe Life Field,550,CLOSED,PROJECTED: TEMPERATURE,Mostly clear,1,OPEN-METEO MODEL CONSENSUS,GOOD DATA,,0,95.8,41.3,⚪ Calm,0.0,ESE,0.0,0.0,0.0,0.0,,FORECAST MODEL,0.1,50.1,B,Density 61 | Wind 50 | Temp 76 | Altitude 57 | Confidence 88%,0,0,0.0,88.2,🟨 Neutral,0.0,0,0.0,25.0,0.0,0.0,0.0,92.6,100.0,0.0,STABLE,15.0,1st-3rd: CROSS RF → LF +0.0 mph | 4th-5th: CROSS RF → LF +0.0 mph | 6th-7th: CROSS RF → LF +0.0 mph | 8th-9th: CROSS RF → LF +0.0 mph,9.6,0.3,1.1896,858.0,992.4,68.6,96.3,40.3,MODEL_VERTICAL_PROFILE,0.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IMPROVING,3.2,-2.7,0.0,-3.9,0.0,2026-09-06 04:14:34 UTC,3.2,0.0,-2.7,-3.9,0.0,99.0,4.0,0.0,96.3,0.1,0.18,28,NONE (ROOF),0.0,LOW,16.3,2026-09-06 06:43:34 PM PDT,151.8,5
