Date,Game,Venue,Park Factor,Weather Factor,Temp F,Relative Humidity %,Wind MPH,Wind Direction,Wind Direction Deg,Precip %,Weather Conditions,Estimated Fly Ball Distance Change Ft,Expected HR Boost %,Ball Flight AI Score,Ball Flight Grade,Weather Confidence %,Team,Player,Opp Pitcher,BvP AVG,BvP Hits,BvP AB,Expected PA,Pitcher Weakness,Hits/G,Runs/G,RBI/G,Projected HRR,Median HRR,Floor HRR,Ceiling HRR,Simulation Dispersion,Projected Zero HRR %,Recent Games Used,Season Games Used,Hit Rate %,Recent 5 HRR Avg,Recent 5 HRR Scores,Recent 5 HRR Dates,Recent 10 HRR Avg,Recent 10 HRR Scores,Recent 10 HRR Dates,Recent 15 HRR Avg,Recent 15 HRR Scores,Recent 15 HRR Dates,MC Over 0.5 %,MC Over 1.5 %,MC Over 2.5 %,MC Over 3.5 %,MC Over 4.5 %,MC Over 5.5 %,MC Over 6.5 %,Bet Score,AI Score
2026-08-06,Chicago White Sox @ Boston Red Sox,Fenway Park,1.03,1.007,88.5,56.0,8.8,SW,232.0,9.0,Clear,3.3,4.8,57.3,B,92.0,Boston Red Sox,Ceddanne Rafaela,Luis Castillo,0.2,1,5,4.3,1.17,1.32,0.83,0.95,2.86,3.0,0.0,6.0,7.12,15.2,40,107,72.5,4.6,0|5|5|6|7,08/05|08/04|08/02|08/01|07/31,3.8,0|5|5|6|7|4|2|1|6|2,08/05|08/04|08/02|08/01|07/31|07/30|07/29|07/28|07/27|07/26,3.4,0|5|5|6|7|4|2|1|6|2|0|5|0|5|3,08/05|08/04|08/02|08/01|07/31|07/30|07/29|07/28|07/27|07/26|07/25|07/24|07/22|07/22|07/20,84.8,69.8,51.4,34.7,20.9,11.8,6.5,3.42,72.3
2026-08-06,Washington Nationals @ Philadelphia Phillies,Citizens Bank Park,1.028,1.008,89.2,62.0,9.6,SSW,201.0,3.0,Clear,3.5,5.1,57.7,B,92.0,Philadelphia Phillies,Trea Turner,Miles Mikolas,0.333,9,27,4.5,1.2,1.3,0.85,0.6,2.75,2.0,0.0,6.0,2.08,17.5,40,112,55.0,2.0,1|6|0|1|2,08/05|08/04|08/03|08/02|08/01,2.6,1|6|0|1|2|6|4|0|1|5,08/05|08/04|08/03|08/02|08/01|07/31|07/29|07/28|07/27|07/26,2.67,1|6|0|1|2|6|4|0|1|5|2|0|1|1|10,08/05|08/04|08/03|08/02|08/01|07/31|07/29|07/28|07/27|07/26|07/25|07/24|07/22|07/21|07/20,82.5,62.4,44.5,30.4,20.1,12.9,8.2,2.9,61.2
2026-08-06,Athletics @ Cincinnati Reds,Great American Ball Park,1.045,1.006,81.9,70.0,5.7,WSW,239.0,5.0,Heavy drizzle,2.6,3.8,55.7,C,92.0,Cincinnati Reds,Sal Stewart,Mason Barnett,0.0,0,0,4.2,1.08,1.04,0.68,1.02,2.73,2.0,0.0,6.0,2.47,18.0,40,113,57.5,3.2,2|3|3|0|8,08/05|08/04|08/02|08/01|07/31,2.8,2|3|3|0|8|2|1|0|6|3,08/05|08/04|08/02|08/01|07/31|07/30|07/29|07/28|07/28|07/26,2.6,2|3|3|0|8|2|1|0|6|3|1|4|5|1|0,08/05|08/04|08/02|08/01|07/31|07/30|07/29|07/28|07/28|07/26|07/25|07/24|07/22|07/21|07/20,82.0,62.7,44.0,30.3,19.9,12.9,8.1,3.21,64.0
2026-08-06,San Diego Padres @ Arizona Diamondbacks,Chase Field,1.0,1.0,,,,,,,Roof / indoor neutral,0.0,0.0,50.0,Roof,95.0,Arizona Diamondbacks,Gabriel Moreno,Walker Buehler,0.333,1,3,4.3,1.19,1.09,0.61,0.75,2.39,2.0,0.0,5.0,30.0,11.1,40,86,67.5,1.6,0|0|1|2|5,08/05|08/02|08/01|07/31|07/29,2.3,0|0|1|2|5|4|0|5|3|3,08/05|08/02|08/01|07/31|07/29|07/28|07/27|07/26|07/25|07/24,2.53,0|0|1|2|5|4|0|5|3|3|6|4|3|1|1,08/05|08/02|08/01|07/31|07/29|07/28|07/27|07/26|07/25|07/24|07/23|07/22|07/21|07/20|07/19,88.9,67.4,42.8,22.7,10.9,4.4,1.5,2.71,65.3
2026-08-06,Toronto Blue Jays @ Chicago Cubs,Wrigley Field,1.018,1.001,69.0,96.0,2.3,E,101.0,7.0,Overcast,0.7,1.0,51.5,C,92.0,Chicago Cubs,Seiya Suzuki,Dylan Cease,0.0,0,3,4.6,0.85,1.04,0.68,0.71,2.45,2.0,0.0,5.0,4.38,15.0,40,98,75.0,2.8,2|2|5|3|2,08/05|08/04|08/03|08/02|08/01,3.0,2|2|5|3|2|1|1|7|3|4,08/05|08/04|08/03|08/02|08/01|07/30|07/29|07/28|07/27|07/26,2.93,2|2|5|3|2|1|1|7|3|4|3|1|3|3|4,08/05|08/04|08/03|08/02|08/01|07/30|07/29|07/28|07/27|07/26|07/25|07/24|07/22|07/21|07/20,85.0,62.9,42.6,25.5,14.2,7.4,3.6,3.26,68.8
2026-08-06,Washington Nationals @ Philadelphia Phillies,Citizens Bank Park,1.028,1.008,89.2,62.0,9.6,SSW,201.0,3.0,Clear,3.5,5.1,57.7,B,92.0,Philadelphia Phillies,Luis Arraez,Miles Mikolas,0.25,4,16,4.4,1.2,1.42,0.55,0.66,2.46,2.0,0.0,5.0,3.08,19.4,40,107,57.5,1.8,3|5|0|1|0,08/05|08/04|08/02|07/31|07/30,2.9,3|5|0|1|0|7|2|2|4|5,08/05|08/04|08/02|07/31|07/30|07/29|07/28|07/27|07/26|07/25,2.4,3|5|0|1|0|7|2|2|4|5|3|1|0|2|1,08/05|08/04|08/02|07/31|07/30|07/29|07/28|07/27|07/26|07/25|07/24|07/22|07/20|07/19|07/18,80.6,60.0,41.1,26.3,16.0,9.6,5.5,2.77,59.8
2026-08-06,Chicago White Sox @ Boston Red Sox,Fenway Park,1.03,1.007,88.5,56.0,8.8,SW,232.0,9.0,Clear,3.3,4.8,57.3,B,92.0,Boston Red Sox,Caleb Durbin,Luis Castillo,1.0,2,2,4.1,1.17,1.1,0.73,0.68,2.38,2.0,0.0,5.0,3.25,20.0,40,104,55.0,3.4,2|8|3|0|4,08/05|08/04|08/02|08/01|07/31,2.7,2|8|3|0|4|1|4|1|1|3,08/05|08/04|08/02|08/01|07/31|07/30|07/29|07/28|07/27|07/26,2.4,2|8|3|0|4|1|4|1|1|3|0|0|0|6|3,08/05|08/04|08/02|08/01|07/31|07/30|07/29|07/28|07/27|07/26|07/25|07/24|07/22|07/22|07/20,80.0,59.5,39.9,25.0,14.8,8.4,4.9,2.73,58.7
2026-08-06,San Diego Padres @ Arizona Diamondbacks,Chase Field,1.0,1.0,,,,,,,Roof / indoor neutral,0.0,0.0,50.0,Roof,95.0,San Diego Padres,Ty France,Kohl Drake,0.0,0,0,3.8,1.17,1.31,0.6,0.65,2.45,2.0,0.0,6.0,1.8,23.4,40,84,60.0,2.0,1|0|1|4|4,08/05|08/04|08/03|08/02|08/01,2.2,1|0|1|4|4|5|1|2|2|2,08/05|08/04|08/03|08/02|08/01|07/31|07/30|07/29|07/28|07/26,2.47,1|0|1|4|4|5|1|2|2|2|6|2|4|0|3,08/05|08/04|08/03|08/02|08/01|07/31|07/30|07/29|07/28|07/26|07/25|07/24|07/23|07/22|07/21,76.6,56.0,39.0,26.3,17.1,11.0,7.2,2.8,58.9
2026-08-06,Toronto Blue Jays @ Chicago Cubs,Wrigley Field,1.018,1.001,69.0,96.0,2.3,E,101.0,7.0,Overcast,0.7,1.0,51.5,C,92.0,Chicago Cubs,Pete Crow-Armstrong,Dylan Cease,0.5,2,4,4.5,0.85,1.04,0.74,0.7,2.43,2.0,0.0,6.0,1.94,21.4,40,115,62.5,4.0,9|4|3|0|4,08/05|08/04|08/03|08/02|08/01,2.7,9|4|3|0|4|0|2|4|1|0,08/05|08/04|08/03|08/02|08/01|07/31|07/30|07/29|07/28|07/27,3.2,9|4|3|0|4|0|2|4|1|0|2|10|4|0|5,08/05|08/04|08/03|08/02|08/01|07/31|07/30|07/29|07/28|07/27|07/26|07/25|07/24|07/22|07/21,78.6,56.6,39.0,25.7,16.8,10.5,6.4,3.32,63.2
2026-08-06,Chicago White Sox @ Boston Red Sox,Fenway Park,1.03,1.007,88.5,56.0,8.8,SW,232.0,9.0,Clear,3.3,4.8,57.3,B,92.0,Boston Red Sox,Willson Contreras,Luis Castillo,0.455,10,22,3.9,1.17,1.02,0.65,0.81,2.34,2.0,0.0,5.0,3.12,20.2,40,104,55.0,2.4,2|6|0|0|4,08/05|08/04|08/02|07/31|07/30,1.5,2|6|0|0|4|1|0|1|1|0,08/05|08/04|08/02|07/31|07/30|07/29|07/28|07/27|07/26|07/25,2.13,2|6|0|0|4|1|0|1|1|0|1|2|3|6|5,08/05|08/04|08/02|07/31|07/30|07/29|07/28|07/27|07/26|07/25|07/24|07/22|07/22|07/20|07/19,79.8,58.5,38.7,23.9,14.4,8.4,4.6,2.71,58.1
