Date,GamePk,Pitcher,PitcherID,Opponent,Pitcher Team,Venue,Pitcher Hand,Starter Sample,Limited Starter Sample,Season Data Fallback,Games Started,Games Played,Starter Ratio,Season BF,K,ERA,Pitcher K9,Base Model K%,Lineup Model K%,Final Model K%,Skill Workload Anchor K,Projection Sanity Ratio,Lineup Source,Lineup Reliability,Pitch-Type Matchup Score,Shape Matchup Score,Sequence Advantage Score,Avg Zone Contact%,Avg Chase Contact%,Avg 2Strike Foul%,Avg 2Strike Contact%,Expected BF,Expected Pitches,Hook Aggression,Manager Factor,Bullpen Factor,Park Factor,Weather Factor,Workload Context Factor,Proj K,Sim Mean K,Fair Line,Line,LineSource,Edge,Recommendation,Recommendation Tier,MORE Probability,LESS Probability,Best Side %,Best MORE Line,Best MORE Probability,Best MORE Tier,Best MORE Qualified,Over %,Under %,Raw Over %,Raw Under %,MORE 2.5 %,LESS 2.5 %,MORE 3.0 %,LESS 3.0 %,PUSH 3.0 %,MORE 3.5 %,LESS 3.5 %,MORE 4.0 %,LESS 4.0 %,PUSH 4.0 %,MORE 4.5 %,LESS 4.5 %,MORE 5.0 %,LESS 5.0 %,PUSH 5.0 %,MORE 5.5 %,LESS 5.5 %,MORE 6.0 %,LESS 6.0 %,PUSH 6.0 %,MORE 6.5 %,LESS 6.5 %,MORE 7.0 %,LESS 7.0 %,PUSH 7.0 %,MORE 7.5 %,LESS 7.5 %,MORE 8.0 %,LESS 8.0 %,PUSH 8.0 %,MORE 8.5 %,LESS 8.5 %,MORE 9.0 %,LESS 9.0 %,PUSH 9.0 %,MORE 9.5 %,LESS 9.5 %,MORE 10.0 %,LESS 10.0 %,PUSH 10.0 %,MORE 10.5 %,LESS 10.5 %,MORE 11.0 %,LESS 11.0 %,PUSH 11.0 %,Ladder 3+,Ladder 4+,Ladder 5+,Ladder 6+,Ladder 7+,Ladder 8+,Ladder 9+,Ladder 10+,Ladder 11+,Ladder 12+,Ladder 13+,K State Floor%,K State Median%,K State Strong%,K State Dominant%,K State Peak%,P Floor State,P Median State,P Strong State,P Dominant State,P Peak State,K Ceiling Score,Elite K Index,Peak K Index,Historical K Volatility,Historical K Volatility Starts,Historical P90 K%,Recent Peak Skill Score,Recent Peak Whiff%,Recent Peak CSW%,Recent Peak 2Strike Whiff%,Recent Peak PutAway%,K State Expected%,Whiff%,Chase%,CSW%,FirstStrike%,2Strike Whiff%,PutAway Proxy%,Stuff Score,Pitcher K Talent Score,Today K Environment Score,Workload Opportunity Score,K Opportunity Score,Velo Change,Whiff Change,Arsenal Change Score,Umpire,Catcher,Official Combined Factor,Sim SD,Model Confidence,Probability Calibration,Projection Calibration N,Actual K,Projection Error,Absolute Error,Side Result,ModelVersion,Actionable
2026-08-03,824324,Michael Lorenzen,547179,Tampa Bay Rays,Colorado Rockies,Coors Field,R,Established Starter Sample,False,False,22,23,0.957,502.0,-,6.54,6.88,14.13,11.81,13.44,3.28,0.879,Projected roster,0.62,-0.95,-0.76,0.0,87.5,71.6,23.9,81.3,22.51,85.4,0.725,1.0,1.0,1.0,1.0,1.0,2.88,2.88,3.5,2.5,Model fallback,0.38,PASS,PASS,50.4,49.6,50.4,2.5,50.4,PASS,False,50.3575,49.6425,50.4,49.6,50.4,49.6,33.3,49.6,17.1,33.3,66.7,20.5,66.7,12.8,20.5,79.5,11.7,79.5,8.9,11.7,88.3,6.2,88.3,5.5,6.2,93.8,3.1,93.8,3.1,3.1,96.9,1.5,96.9,1.6,1.5,98.5,0.6,98.5,0.9,0.6,99.4,0.3,99.4,0.3,0.3,99.7,0.1,99.7,0.2,50.4,33.3,20.5,11.7,6.2,3.1,1.5,0.6,0.3,0.1,0.1,7.0,13.4,19.5,25.1,30.8,18.7,51.1,21.6,8.5,0.2,28.7,-0.632,-0.641,0.0865,18,24.6,0.083,21.5,27.2,30.2,27.4,14.56,16.58,24.41,24.38,61.88,18.44,10.83,38.9,22.3,19.4,43.7,25.4,-0.3,-2.18,-0.332,-,Brett Sullivan,1.0,2.11,90.0,OFF,0,,,,,V4.8 Full Starter Coverage + GitHub Auto-Publish,0
2026-08-03,823520,Cam Schlittler,693645,St. Louis Cardinals,New York Yankees,Yankee Stadium,R,Established Starter Sample,False,False,23,23,1.0,538.0,-,2.04,10.87,31.38,29.16,30.72,8.23,0.936,Projected roster,0.62,-0.545,-0.581,0.0,87.6,63.8,26.3,81.5,24.63,97.8,0.49,1.0,1.0,1.0,1.0,1.0,7.7,7.7,7.5,7.5,Model fallback,0.2,PASS,PASS,49.7,50.3,49.7,6.5,61.6,STRONG MORE,True,49.745,50.255,49.7,50.3,96.1,3.9,90.9,3.9,5.2,90.9,9.1,83.3,9.1,7.6,83.3,16.7,73.3,16.7,10.0,73.3,26.7,61.6,26.7,11.8,61.6,38.4,49.7,38.4,11.8,49.7,50.3,38.0,50.3,11.8,38.0,62.0,27.9,62.0,10.0,27.9,72.1,19.3,72.1,8.6,19.3,80.7,12.8,80.7,6.5,96.1,90.9,83.3,73.3,61.6,49.7,38.0,27.9,19.3,12.8,8.1,23.6,30.7,37.8,44.7,52.0,16.2,45.7,24.1,11.6,2.4,68.6,0.456,0.439,0.095,18,41.8,1.403,33.3,31.3,35.2,40.3,33.41,25.25,34.14,27.72,61.73,29.84,19.32,55.0,61.0,42.3,56.8,52.7,0.44,7.77,0.66,-,Austin Wells,1.0,3.27,81.4,OFF,0,,,,,V4.8 Full Starter Coverage + GitHub Auto-Publish,0
2026-08-03,823431,Aaron Nola,605400,Washington Nationals,Philadelphia Phillies,Citizens Bank Park,R,Established Starter Sample,False,False,22,22,1.0,498.0,-,5.61,9.16,22.82,22.13,22.62,5.83,0.967,Projected roster,0.62,-0.966,-0.134,0.0,88.4,57.6,22.4,76.3,23.76,92.7,0.625,1.0,1.0,1.0,1.0,1.0,5.63,5.63,5.5,5.5,Model fallback,0.13,PASS,PASS,48.3,51.7,48.3,4.5,62.5,STRONG MORE,True,48.3075,51.692499999999995,48.3,51.7,87.6,12.4,76.2,12.4,11.4,76.2,23.8,62.5,23.8,13.8,62.5,37.5,48.3,37.5,14.2,48.3,51.7,35.0,51.7,13.4,35.0,65.0,24.0,65.0,10.9,24.0,76.0,15.6,76.0,8.4,15.6,84.4,9.3,84.4,6.3,9.3,90.7,5.3,90.7,4.0,5.3,94.7,2.9,94.7,2.4,87.6,76.2,62.5,48.3,35.0,24.0,15.6,9.3,5.3,2.9,1.5,17.0,22.6,28.0,33.4,39.2,16.4,46.8,23.7,10.7,2.5,59.2,0.161,0.236,0.0751,18,29.5,1.332,35.7,29.7,40.7,28.9,24.54,25.9,30.0,28.32,64.1,25.79,15.13,50.5,46.3,35.8,50.3,42.9,0.04,1.92,0.261,-,Garrett Stubbs,1.0,2.8,87.3,OFF,0,,,,,V4.8 Full Starter Coverage + GitHub Auto-Publish,0
2026-08-03,824324,Ian Seymour,693855,Colorado Rockies,Tampa Bay Rays,Coors Field,L,Limited Starter Sample,True,False,7,36,0.194,323.0,-,4.37,10.34,26.24,26.98,26.46,5.54,1.005,Projected roster,0.62,-0.037,-0.001,0.042,87.2,57.2,24.9,76.9,19.54,77.1,0.54,1.0,1.0,1.0,1.0,1.0,5.57,5.57,5.5,5.5,Model fallback,0.07,PASS,PASS,47.8,52.2,47.8,4.5,62.9,STRONG MORE,True,47.83,52.17,47.8,52.2,88.4,11.6,77.1,11.6,11.3,77.1,22.9,62.9,22.9,14.2,62.9,37.1,47.8,37.1,15.1,47.8,52.2,33.8,52.2,14.0,33.8,66.2,21.9,66.2,11.8,21.9,78.1,13.5,78.1,8.5,13.5,86.5,7.8,86.5,5.7,7.8,92.2,4.3,92.2,3.5,4.3,95.7,2.3,95.7,1.9,88.4,77.1,62.9,47.8,33.8,21.9,13.5,7.8,4.3,2.3,1.2,20.9,26.5,31.8,37.0,42.6,16.0,47.1,23.7,10.8,2.4,56.5,0.189,0.164,0.0885,11,35.7,1.068,27.7,31.4,32.7,41.8,28.35,25.66,32.27,30.18,61.05,23.53,14.57,51.5,51.6,43.8,34.4,45.0,-0.67,-2.96,-0.435,-,Nick Fortes,1.0,2.66,69.4,OFF,0,,,,,V4.8 Full Starter Coverage + GitHub Auto-Publish,0
2026-08-03,825095,Brandon Pfaadt,694297,San Diego Padres,Arizona Diamondbacks,Chase Field,R,Limited Starter Sample,True,False,9,19,0.474,308.0,-,4.0,6.13,14.31,12.71,13.84,2.89,0.925,Projected roster,0.62,-0.971,-0.324,0.0,88.8,57.9,25.6,80.5,19.35,73.6,0.515,1.0,1.0,1.0,1.0,1.0,2.68,2.68,2.5,2.5,Model fallback,0.18,PASS,PASS,46.9,53.1,46.9,2.5,46.9,PASS,False,46.925,53.075,46.9,53.1,46.9,53.1,29.5,53.1,17.4,29.5,70.5,16.9,70.5,12.6,16.9,83.1,9.2,83.1,7.7,9.2,90.8,4.6,90.8,4.6,4.6,95.4,2.2,95.4,2.4,2.2,97.8,1.0,97.8,1.2,1.0,99.0,0.4,99.0,0.5,0.4,99.6,0.2,99.6,0.2,0.2,99.8,0.1,99.8,0.1,46.9,29.5,16.9,9.2,4.6,2.2,1.0,0.4,0.2,0.1,0.0,7.6,13.8,19.6,25.0,38.8,18.4,51.2,21.6,8.5,0.2,25.1,-0.705,-0.72,0.095,12,37.8,-0.247,16.7,25.1,35.7,22.4,14.95,13.13,31.42,23.91,67.81,13.64,9.16,39.2,19.7,20.0,35.1,22.9,-0.39,-5.23,-0.524,-,James McCann,1.0,1.99,72.0,OFF,0,,,,,V4.8 Full Starter Coverage + GitHub Auto-Publish,0
2026-08-03,824160,Cristian Javier,664299,Toronto Blue Jays,Houston Astros,Daikin Park,R,Limited Starter Sample,True,False,4,8,0.5,101.0,-,7.17,8.86,20.29,19.37,20.02,3.71,0.956,Projected roster,0.62,0.081,-0.44,0.06,87.1,63.6,26.3,79.8,17.3,66.9,0.698,1.0,1.0,1.0,1.0,1.0,3.55,3.55,3.5,3.5,Model fallback,0.05,PASS,PASS,46.7,53.3,46.7,2.5,66.3,ELITE MORE,True,46.665,53.335,46.7,53.3,66.3,33.7,46.7,33.7,19.6,46.7,53.3,29.5,53.3,17.2,29.5,70.5,17.0,70.5,12.5,17.0,83.0,8.9,83.0,8.1,8.9,91.1,4.3,91.1,4.6,4.3,95.7,1.9,95.7,2.4,1.9,98.1,0.8,98.1,1.1,0.8,99.2,0.3,99.2,0.5,0.3,99.7,0.1,99.7,0.2,66.3,46.7,29.5,17.0,8.9,4.3,1.9,0.8,0.3,0.1,0.0,16.5,20.0,23.5,27.2,31.2,15.7,45.9,23.7,11.3,3.3,68.0,0.399,0.653,0.0576,5,33.3,1.414,35.0,32.8,32.8,36.1,21.46,32.76,36.67,29.68,64.15,30.0,15.38,58.3,47.6,29.3,14.4,33.6,0.0,0.0,0.0,-,Yainer Diaz,1.0,2.08,62.7,OFF,0,,,,,V4.8 Full Starter Coverage + GitHub Auto-Publish,0
2026-08-03,825095,Michael King,650633,Arizona Diamondbacks,San Diego Padres,Chase Field,R,Established Starter Sample,False,False,22,22,1.0,515.0,-,3.38,7.83,19.18,17.64,18.72,4.95,0.921,Projected roster,0.62,-0.594,-0.49,0.0,88.2,61.2,24.8,80.5,24.33,93.7,0.54,1.0,1.0,1.0,1.0,1.0,4.56,4.56,4.5,4.5,Model fallback,0.06,PASS,PASS,46.3,53.7,46.3,3.5,61.2,STRONG MORE,True,46.335,53.665,46.3,53.7,76.3,23.7,61.2,23.7,15.1,61.2,38.8,46.3,38.8,14.9,46.3,53.7,32.6,53.7,13.7,32.6,67.4,22.0,67.4,10.6,22.0,78.0,13.9,78.0,8.1,13.9,86.1,8.3,86.1,5.6,8.3,91.7,4.6,91.7,3.7,4.6,95.4,2.4,95.4,2.2,2.4,97.6,1.2,97.6,1.2,76.3,61.2,46.3,32.6,22.0,13.9,8.3,4.6,2.4,1.2,0.6,12.3,18.7,24.7,30.5,36.6,17.4,48.7,23.1,9.8,1.1,41.4,-0.363,-0.288,0.0855,18,33.0,0.727,30.0,32.4,25.2,28.7,20.34,20.54,32.21,25.82,65.29,20.13,11.76,46.1,35.0,28.6,55.2,36.5,0.12,2.47,0.342,-,Rodolfo Durán,1.0,2.65,88.1,OFF,0,,,,,V4.8 Full Starter Coverage + GitHub Auto-Publish,0
2026-08-03,824647,Matthew Boyd,571510,Los Angeles Dodgers,Chicago Cubs,Wrigley Field,L,Established Starter Sample,False,False,12,12,1.0,274.0,-,3.41,8.18,18.39,17.68,18.18,4.68,0.954,Projected roster,0.62,-0.438,-0.141,0.028,86.2,58.8,23.0,79.7,23.76,91.5,0.545,1.0,1.0,1.0,1.0,1.0,4.47,4.47,4.5,4.5,Model fallback,-0.03,PASS,PASS,44.6,55.4,44.6,3.5,59.9,MORE,True,44.5925,55.4075,44.6,55.4,75.1,24.9,59.9,24.9,15.2,59.9,40.1,44.6,40.1,15.3,44.6,55.4,31.3,55.4,13.3,31.3,68.7,20.8,68.7,10.5,20.8,79.2,13.2,79.2,7.6,13.2,86.8,7.9,86.8,5.3,7.9,92.1,4.4,92.1,3.5,4.4,95.6,2.4,95.6,2.0,2.4,97.6,1.3,97.6,1.1,75.1,59.9,44.6,31.3,20.8,13.2,7.9,4.4,2.4,1.3,0.7,12.0,18.2,24.0,29.4,41.1,17.4,49.0,23.1,9.6,0.9,39.0,-0.378,-0.458,0.095,12,40.1,0.105,25.8,28.3,27.2,19.3,19.72,18.86,28.95,26.06,68.39,20.19,11.17,43.5,31.2,33.7,54.1,36.8,-0.52,-12.81,-0.781,-,Miguel Amaya,1.0,2.65,73.8,OFF,0,,,,,V4.8 Full Starter Coverage + GitHub Auto-Publish,0
2026-08-03,823757,Bubba Chandler,696149,Milwaukee Brewers,Pittsburgh Pirates,American Family Field,R,Established Starter Sample,False,False,20,21,0.952,463.0,-,4.56,8.0,18.03,17.43,17.85,4.5,0.975,Projected roster,0.62,-0.421,-0.084,0.0,85.7,57.5,22.4,78.4,23.04,88.8,0.62,1.0,1.0,1.0,1.0,1.0,4.39,4.39,4.5,4.5,Model fallback,-0.11,PASS,PASS,43.4,56.6,43.4,3.5,58.4,MORE,True,43.375,56.625,43.4,56.6,73.6,26.4,58.4,26.4,15.2,58.4,41.6,43.4,41.6,15.0,43.4,56.6,30.3,56.6,13.0,30.3,69.7,20.2,69.7,10.1,20.2,79.8,13.0,79.8,7.3,13.0,87.0,7.7,87.0,5.3,7.7,92.3,4.3,92.3,3.4,4.3,95.7,2.3,95.7,2.0,2.3,97.7,1.2,97.7,1.1,73.6,58.4,43.4,30.3,20.2,13.0,7.7,4.3,2.3,1.2,0.5,10.7,17.8,24.5,30.8,37.2,17.3,49.4,22.8,9.5,0.9,38.2,-0.434,-0.314,0.095,18,30.5,0.347,28.2,26.2,28.7,27.2,19.54,19.41,27.81,24.23,60.29,21.9,12.77,47.5,32.1,32.5,47.4,35.3,0.25,2.18,0.321,-,Rafael Flores Jr.,1.0,2.65,85.5,OFF,0,,,,,V4.8 Full Starter Coverage + GitHub Auto-Publish,0
2026-08-03,823520,Michael McGreevy,700241,New York Yankees,St. Louis Cardinals,Yankee Stadium,R,Established Starter Sample,False,False,21,21,1.0,469.0,-,3.57,5.9,13.62,13.71,13.65,3.48,0.993,Projected roster,0.62,-0.524,0.248,0.0,83.1,58.2,23.0,75.7,22.77,86.9,0.56,1.0,1.0,1.0,1.0,1.0,3.45,3.45,3.5,3.5,Model fallback,-0.05,PASS,PASS,43.1,56.9,43.1,2.5,59.8,MORE,True,43.120000000000005,56.879999999999995,43.1,56.9,59.8,40.2,43.1,40.2,16.6,43.1,56.9,29.7,56.9,13.5,29.7,70.3,18.9,70.3,10.8,18.9,81.1,11.4,81.1,7.5,11.4,88.6,6.4,88.6,5.0,6.4,93.6,3.5,93.6,2.9,3.5,96.5,1.8,96.5,1.7,1.8,98.2,0.9,98.2,0.9,0.9,99.1,0.4,99.1,0.5,59.8,43.1,29.7,18.9,11.4,6.4,3.5,1.8,0.9,0.4,0.2,6.6,13.6,20.2,26.4,32.5,17.4,49.6,22.8,9.4,0.7,26.3,-0.738,-0.708,0.0941,18,27.3,-0.414,22.5,25.2,21.0,19.9,15.27,13.52,29.8,24.43,60.39,13.64,7.73,38.5,19.5,31.6,48.4,30.1,0.32,-4.88,-0.312,-,Jimmy Crooks,1.0,2.41,87.5,OFF,0,,,,,V4.8 Full Starter Coverage + GitHub Auto-Publish,0
