player_id,player_name,team,opponent,position,depth_chart_position,rushing_depth_role,receiving_depth_role,status,years_exp,season,season_type,week,target_slate,game_id,game_date,home_away,projected_receiving_yards,projection_mean,projection_median,projection_floor,projection_ceiling,model_std,historical_games,last_5_avg,last_10_avg,last_15_avg,season_avg,volume_last_5,preseason_usage_multiplier,opponent_adjustment,data_source,simulations,model_version,prob_5_plus,prob_10_plus,prob_15_plus,prob_20_plus,prob_25_plus,prob_30_plus,prob_35_plus,prob_40_plus,prob_45_plus,prob_50_plus,prob_55_plus,prob_60_plus,prob_65_plus,prob_70_plus,prob_75_plus,prob_80_plus,prob_85_plus,prob_90_plus,prob_95_plus,prob_100_plus,prob_105_plus,prob_110_plus,prob_115_plus,prob_120_plus,prob_125_plus,prob_130_plus,prob_135_plus,prob_140_plus,prob_145_plus,prob_150_plus,projected_targets,target_share,projected_receptions,catch_rate,yards_per_target,yards_per_reception,team_target_budget,team_receiving_yard_budget,receiving_allocation_source
00-0036259,Jauan Jennings,MIN,GB,WR,WR,,WR2,ACT,6.0,2026,REG,1,2026 REG W1,401872927,2026-09-13T20:25Z,home,38.26,38.737,38.516,10.533,66.258,21.002,42,44.8,47.6,42.867,42.867,5.4,1.0,0.986,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,93.78,90.4,85.85,80.07,73.13,65.1,56.33,47.19,38.08,29.63,22.19,16.0,11.09,7.23,4.6,2.79,1.57,0.87,0.47,0.23,0.11,0.05,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,5.093,19.52,3.13,61.45,7.301,12.225,24.0,168.06,PRIMARY_ROTATION_TEAM_CONSTRAINED
00-0039139,Jahmyr Gibbs,DET,NO,RB,RB,,RB1,ACT,3.0,2026,REG,1,2026 REG W1,401872923,2026-09-13T17:00Z,home,37.99,38.523,38.016,7.807,68.162,22.41,47,43.8,42.2,38.333,36.235,7.0,1.0,0.991,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,91.93,88.24,83.63,77.83,70.99,63.43,55.05,46.63,38.3,30.58,23.5,17.42,12.55,8.71,5.75,3.59,2.21,1.3,0.74,0.4,0.21,0.11,0.06,0.03,0.02,0.01,0.0,0.0,0.0,0.0,5.736,16.33,4.532,79.01,7.099,8.383,32.31,262.17,PRIMARY_ROTATION_TEAM_CONSTRAINED
00-0035719,Deebo Samuel Sr.,SF,LAR,WR,WR,,WR2,ACT,7.0,2026,REG,1,2026 REG W1,401872657,2026-09-11T00:35Z,away,37.495,38.006,37.417,7.572,67.37,22.205,44,38.6,41.2,43.333,45.438,4.8,1.0,1.129,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,91.76,88.05,83.28,77.34,70.4,62.67,54.26,45.7,37.29,29.56,22.64,16.77,11.95,8.12,5.32,3.33,2.02,1.18,0.66,0.35,0.18,0.09,0.05,0.03,0.01,0.0,0.0,0.0,0.0,0.0,5.442,18.09,3.974,73.03,7.303,9.434,27.67,215.26,PRIMARY_ROTATION_TEAM_CONSTRAINED
00-0039855,Jalen McMillan,TB,CIN,WR,WR,,WR3,ACT,2.0,2026,REG,1,2026 REG W1,401872925,2026-09-13T17:00Z,away,36.236,36.779,36.292,7.367,65.083,21.428,17,50.4,51.9,39.067,44.5,4.2,1.0,1.028,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,91.75,87.92,82.73,76.51,69.2,61.08,52.31,43.53,34.99,27.13,20.37,14.63,10.06,6.58,4.09,2.51,1.47,0.82,0.43,0.23,0.1,0.05,0.02,0.01,0.01,0.01,0.0,0.0,0.0,0.0,4.42,14.33,2.988,67.61,8.746,12.125,28.38,197.7,PRIMARY_ROTATION_TEAM_CONSTRAINED
00-0038997,Josh Downs,IND,BAL,WR,WR,,WR2,ACT,3.0,2026,REG,1,2026 REG W1,401872659,2026-09-13T17:00Z,home,35.996,36.498,35.93,7.474,64.435,21.203,47,39.2,34.9,36.933,35.375,5.6,1.0,1.084,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,91.9,87.85,82.71,76.5,68.95,60.69,51.82,42.85,34.31,26.5,19.68,13.92,9.55,6.33,4.0,2.39,1.36,0.75,0.38,0.19,0.09,0.03,0.02,0.01,0.01,0.0,0.0,0.0,0.0,0.0,6.022,19.07,3.967,65.88,6.518,9.073,29.05,198.25,PRIMARY_ROTATION_TEAM_CONSTRAINED
00-0038618,Xavier Hutchinson,HOU,BUF,WR,WR,,WR2,ACT,3.0,2026,REG,1,2026 REG W1,401872660,2026-09-13T17:00Z,home,35.701,36.009,35.816,11.322,60.205,18.573,38,25.0,31.8,28.533,28.533,3.6,1.0,0.924,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,94.64,91.22,86.25,79.6,71.41,61.84,51.64,41.28,31.38,22.84,15.76,10.18,6.26,3.55,2.01,1.04,0.51,0.23,0.1,0.04,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.681,20.36,3.583,53.62,6.29,9.965,30.2,206.26,PRIMARY_ROTATION_TEAM_CONSTRAINED
00-0030506,Travis Kelce,KC,DEN,TE,TE,,TE1,ACT,13.0,2026,REG,1,2026 REG W1,401872931,2026-09-15T00:15Z,home,35.545,36.048,35.551,7.329,63.759,20.998,48,26.4,47.6,49.533,50.059,6.0,1.0,0.974,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,91.69,87.73,82.41,75.96,68.51,60.14,51.01,41.98,33.36,25.66,18.82,13.32,9.04,5.91,3.65,2.14,1.21,0.65,0.35,0.18,0.08,0.04,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,6.076,20.45,4.34,71.43,7.582,8.19,27.34,174.65,PRIMARY_ROTATION_TEAM_CONSTRAINED
00-0035662,Marquise Brown,PHI,WAS,WR,WR,,WR2,ACT,7.0,2026,REG,1,2026 REG W1,401872929,2026-09-13T20:25Z,home,35.53,35.989,35.447,7.17,63.689,21.03,31,29.6,28.5,32.533,36.688,3.2,1.0,1.143,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,91.63,87.54,82.28,75.93,68.33,59.86,50.83,41.97,33.43,25.56,18.82,13.37,8.99,5.86,3.63,2.17,1.24,0.69,0.34,0.17,0.08,0.04,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,4.675,16.71,3.143,67.24,8.414,11.303,25.73,177.71,PRIMARY_ROTATION_TEAM_CONSTRAINED
00-0037816,Romeo Doubs,NE,SEA,WR,WR,,WR3,ACT,4.0,2026,REG,1,2026 REG W1,401872656,2026-09-10T00:20Z,away,35.408,35.918,35.34,7.311,63.592,20.94,47,36.4,37.4,41.867,0.0,3.4,1.0,1.015,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,91.78,87.64,82.45,75.89,68.17,59.6,50.65,41.7,33.12,25.43,18.75,13.19,8.95,5.78,3.6,2.1,1.17,0.61,0.33,0.16,0.07,0.03,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,4.963,17.14,3.158,63.64,8.261,11.212,26.64,197.29,PRIMARY_ROTATION_TEAM_CONSTRAINED
00-0040782,Isaiah Bond,CLE,JAX,WR,WR,,WR2,ACT,1.0,2026,REG,1,2026 REG W1,401872922,2026-09-13T17:00Z,away,34.89,35.334,34.885,7.245,62.517,20.607,14,27.2,23.2,22.643,22.643,2.2,1.0,1.022,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,91.71,87.5,82.17,75.29,67.44,58.94,49.8,40.61,31.89,24.01,17.45,12.15,8.24,5.31,3.21,1.84,1.02,0.55,0.27,0.11,0.05,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.424,15.11,1.991,45.0,7.205,17.527,26.93,175.02,PRIMARY_ROTATION_TEAM_CONSTRAINED
00-0038129,Cade Otton,TB,CIN,TE,TE,,TE1,ACT,4.0,2026,REG,1,2026 REG W1,401872925,2026-09-13T17:00Z,away,34.334,34.747,34.26,6.868,61.648,20.402,45,34.0,40.6,38.133,38.133,4.2,1.0,1.028,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,91.46,87.16,81.51,74.64,66.73,57.82,48.62,39.4,30.8,22.96,16.52,11.41,7.57,4.81,2.93,1.68,0.92,0.46,0.22,0.1,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.188,16.82,3.779,72.84,7.062,9.086,28.38,197.7,PRIMARY_ROTATION_TEAM_CONSTRAINED
00-0031610,Darren Waller,CAR,CHI,TE,TE,,TE1,ACT,11.0,2026,REG,1,2026 REG W1,401872661,2026-09-13T17:00Z,home,33.867,34.326,33.824,6.963,60.802,20.06,20,33.2,37.9,39.733,35.375,4.4,1.0,1.021,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,91.54,87.25,81.6,74.51,66.21,57.05,47.8,38.42,29.7,22.11,15.8,10.69,7.0,4.3,2.55,1.43,0.75,0.38,0.18,0.09,0.04,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.982,17.78,3.568,71.62,8.054,9.492,25.77,174.32,PRIMARY_ROTATION_TEAM_CONSTRAINED
00-0037809,Chig Okonkwo,WAS,PHI,TE,TE,,TE1,ACT,4.0,2026,REG,1,2026 REG W1,401872929,2026-09-13T20:25Z,away,33.601,34.084,33.63,7.499,59.757,19.502,50,30.8,34.2,33.733,32.941,5.6,1.0,0.856,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,91.99,87.65,82.14,75.09,66.66,57.14,47.31,37.65,28.78,21.15,14.66,9.81,6.28,3.75,2.13,1.15,0.57,0.3,0.15,0.07,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.807,20.03,3.413,71.01,7.333,9.844,22.08,165.71,PRIMARY_ROTATION_TEAM_CONSTRAINED
00-0039894,Xavier Worthy,KC,DEN,WR,WR,,WR2,ACT,2.0,2026,REG,1,2026 REG W1,401872931,2026-09-15T00:15Z,home,33.565,33.938,33.474,6.615,60.1,19.912,30,38.4,38.7,40.733,38.0,4.0,1.0,0.974,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,91.29,86.89,81.15,74.09,65.82,56.6,47.12,37.75,28.98,21.32,15.01,10.1,6.55,4.04,2.36,1.37,0.72,0.37,0.19,0.08,0.04,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.114,17.21,3.157,61.73,8.506,10.632,27.34,174.65,PRIMARY_ROTATION_TEAM_CONSTRAINED
00-0039880,Malik Washington,MIA,LV,WR,WR,,WR1,ACT,2.0,2026,REG,1,2026 REG W1,401872928,2026-09-13T20:25Z,away,33.473,33.577,33.598,16.121,50.965,13.518,28,10.6,21.8,19.667,18.647,2.6,1.0,0.969,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,98.15,95.78,91.36,84.01,73.37,60.34,45.85,31.97,20.06,11.26,5.72,2.56,0.94,0.34,0.11,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.757,22.02,4.268,74.14,5.086,7.843,24.05,179.61,PRIMARY_ROTATION_TEAM_CONSTRAINED
00-0036849,Tutu Atwell,LAR,SF,WR,WR,,WR3,ACT,5.0,2026,REG,1,2026 REG W1,401872657,2026-09-11T00:35Z,home,33.358,33.872,33.376,6.709,60.149,19.823,37,37.6,24.1,25.467,24.0,2.4,1.0,1.016,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,91.4,86.94,81.13,74.06,65.67,56.5,46.78,37.53,28.96,21.21,14.95,10.12,6.49,3.97,2.24,1.22,0.61,0.3,0.14,0.06,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.445,9.53,2.105,61.11,10.528,15.847,33.24,259.28,PRIMARY_ROTATION_TEAM_CONSTRAINED
00-0033090,Hunter Henry,NE,SEA,TE,TE,,TE1,ACT,10.0,2026,REG,1,2026 REG W1,401872656,2026-09-10T00:20Z,away,33.309,33.817,33.317,6.831,59.981,19.753,47,36.8,47.7,41.933,26.0,4.2,1.0,1.015,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,91.48,87.03,81.22,74.15,65.61,56.34,46.76,37.38,28.66,21.0,14.77,9.99,6.32,3.89,2.25,1.21,0.63,0.29,0.14,0.06,0.03,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.465,15.42,3.106,69.57,8.638,10.723,26.64,197.29,PRIMARY_ROTATION_TEAM_CONSTRAINED
00-0039040,De'Von Achane,MIA,LV,RB,RB,,RB1,ACT,3.0,2026,REG,1,2026 REG W1,401872928,2026-09-13T20:25Z,away,32.894,33.452,32.925,6.821,59.191,19.486,43,23.6,29.3,31.2,30.5,2.8,1.0,0.969,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,91.5,87.05,81.23,73.84,65.2,55.68,45.98,36.54,27.83,20.17,14.0,9.33,5.92,3.56,2.02,1.06,0.55,0.28,0.12,0.05,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.98,19.05,3.935,79.01,5.778,8.36,24.05,179.61,PRIMARY_ROTATION_TEAM_CONSTRAINED
00-0034829,Mike Gesicki,CIN,TB,TE,TE,,TE1,ACT,8.0,2026,REG,1,2026 REG W1,401872925,2026-09-13T17:00Z,home,32.529,32.958,32.562,6.453,58.419,19.248,43,38.4,27.5,31.667,25.583,3.2,1.0,1.15,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,91.17,86.72,80.68,73.24,64.62,55.1,45.19,35.54,26.86,19.29,13.13,8.66,5.35,3.16,1.72,0.87,0.43,0.2,0.1,0.05,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.515,12.63,3.283,72.73,7.197,9.907,32.87,243.13,PRIMARY_ROTATION_TEAM_CONSTRAINED
00-0040277,Jahdae Walker,CHI,CAR,WR,WR,,WR3,ACT,1.0,2026,REG,1,2026 REG W1,401872661,2026-09-13T17:00Z,away,31.759,31.819,31.818,19.078,44.575,9.973,3,29.0,29.0,29.0,29.0,3.333,1.0,0.925,PLAYER_PRIOR_BLEND,100000,NFL_RECEIVING_YARDS_V1,99.65,98.56,95.45,88.2,75.2,57.31,37.68,20.55,9.23,3.41,1.02,0.25,0.06,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.12,12.09,2.472,60.0,8.7,12.848,31.34,228.29,PRIMARY_ROTATION_TEAM_CONSTRAINED
00-0040727,Tre Harris,LAC,ARI,WR,WR,,WR3,ACT,1.0,2026,REG,1,2026 REG W1,401872926,2026-09-13T20:25Z,home,31.448,31.594,31.514,11.645,51.316,15.126,16,31.4,22.9,20.867,20.25,3.8,1.0,1.012,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,95.71,91.79,85.63,77.23,66.44,53.97,40.96,28.92,18.95,11.53,6.37,3.2,1.48,0.59,0.22,0.08,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.354,14.31,3.006,69.05,7.119,10.462,27.99,190.28,PRIMARY_ROTATION_TEAM_CONSTRAINED
00-0039890,Adonai Mitchell,NYJ,TEN,WR,WR,,WR2,ACT,2.0,2026,REG,1,2026 REG W1,401872924,2026-09-13T17:00Z,away,31.181,31.593,31.225,6.308,56.031,18.454,33,29.4,30.8,28.8,28.312,6.6,1.0,0.986,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,91.1,86.33,79.75,71.73,62.49,52.52,42.18,32.32,23.73,16.5,10.98,6.84,3.99,2.17,1.12,0.56,0.27,0.12,0.04,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.045,20.32,2.72,45.0,6.0,11.462,27.37,147.21,PRIMARY_ROTATION_TEAM_CONSTRAINED
00-0039792,Devontez Walker,BAL,IND,WR,WR,,WR3,ACT,2.0,2026,REG,1,2026 REG W1,401872659,2026-09-13T17:00Z,away,31.154,31.346,31.124,10.224,52.09,15.937,7,27.2,22.429,22.429,27.2,1.6,1.0,1.113,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,94.52,90.21,83.91,75.38,64.77,52.75,40.72,29.39,19.91,12.45,7.27,3.84,1.93,0.87,0.37,0.14,0.06,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.51,10.46,1.597,63.64,13.5,19.505,22.08,170.56,PRIMARY_ROTATION_TEAM_CONSTRAINED
00-0039868,Troy Franklin,DEN,KC,WR,WR,,WR3,ACT,2.0,2026,REG,1,2026 REG W1,401872931,2026-09-15T00:15Z,away,31.144,31.513,31.129,6.268,55.804,18.435,33,35.8,44.0,38.4,41.706,4.0,1.0,0.948,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,91.07,86.19,79.76,71.65,62.38,52.31,41.93,32.16,23.45,16.35,10.79,6.71,3.96,2.19,1.18,0.57,0.28,0.11,0.04,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,15.77,3.216,59.55,6.472,9.685,31.5,202.45,PRIMARY_ROTATION_TEAM_CONSTRAINED
00-0039847,Theo Johnson,NYG,DAL,TE,TE,,TE1,ACT,2.0,2026,REG,1,2026 REG W1,401872930,2026-09-14T00:20Z,home,30.952,31.363,30.88,6.378,55.554,18.294,25,42.8,42.9,35.2,35.2,4.6,1.0,1.135,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,91.24,86.28,79.77,71.58,62.18,51.89,41.45,31.7,23.13,16.05,10.49,6.48,3.85,2.13,1.09,0.55,0.25,0.1,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.585,16.29,2.788,60.81,7.135,11.101,25.9,174.48,PRIMARY_ROTATION_TEAM_CONSTRAINED
00-0038994,Jordan Addison,MIN,GB,WR,WR,,WR3,ACT,3.0,2026,REG,1,2026 REG W1,401872927,2026-09-13T20:25Z,home,30.855,31.297,30.787,6.38,55.376,18.238,46,32.4,30.1,40.667,43.571,3.2,1.0,0.986,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,91.25,86.22,79.63,71.55,62.02,51.73,41.5,31.77,23.01,15.83,10.35,6.39,3.74,2.0,1.03,0.48,0.22,0.09,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.083,15.65,2.112,51.72,7.345,14.609,24.0,168.06,PRIMARY_ROTATION_TEAM_CONSTRAINED
00-0039793,AJ Barner,SEA,NE,TE,TE,,TE1,ACT,2.0,2026,REG,1,2026 REG W1,401872656,2026-09-10T00:20Z,home,30.71,31.072,30.697,7.158,54.106,17.574,31,29.2,32.0,33.733,13.0,4.0,1.0,0.962,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,91.95,87.02,80.37,72.23,62.41,51.53,40.68,30.47,21.71,14.63,9.19,5.64,3.08,1.6,0.79,0.35,0.16,0.06,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.232,15.07,3.299,77.94,7.618,9.309,25.83,199.61,PRIMARY_ROTATION_TEAM_CONSTRAINED
00-0040667,Matthew Golden,GB,MIN,WR,WR,,WR3,ACT,1.0,2026,REG,1,2026 REG W1,401872927,2026-09-13T20:25Z,away,30.47,30.845,30.429,6.252,54.634,18.018,14,15.0,23.5,25.786,25.786,2.4,1.0,0.991,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,91.12,86.1,79.25,70.9,61.2,50.9,40.37,30.56,22.0,14.98,9.65,5.92,3.39,1.85,0.95,0.43,0.2,0.08,0.04,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.919,14.34,2.639,67.35,9.082,11.546,25.15,202.4,PRIMARY_ROTATION_TEAM_CONSTRAINED
00-0038041,Jake Ferguson,DAL,NYG,TE,TE,,TE1,ACT,4.0,2026,REG,1,2026 REG W1,401872930,2026-09-14T00:20Z,away,30.195,30.505,30.093,6.042,54.067,17.805,48,20.8,26.6,33.267,35.294,3.8,1.0,0.945,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,90.94,85.83,79.0,70.54,60.85,50.21,39.75,29.9,21.23,14.37,9.1,5.4,3.0,1.62,0.78,0.35,0.14,0.06,0.03,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.479,15.64,4.435,80.95,5.94,6.808,32.23,248.05,PRIMARY_ROTATION_TEAM_CONSTRAINED
00-0038619,Andrei Iosivas,CIN,TB,WR,WR,,WR3,ACT,3.0,2026,REG,1,2026 REG W1,401872925,2026-09-13T17:00Z,home,29.948,30.38,29.94,6.066,53.872,17.765,41,17.8,26.5,29.0,29.0,2.8,1.0,1.15,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,90.95,85.79,78.86,70.36,60.52,49.87,39.35,29.51,20.91,14.03,8.96,5.37,3.02,1.59,0.77,0.35,0.16,0.07,0.02,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.988,11.16,2.269,56.9,7.5,13.197,32.87,243.13,PRIMARY_ROTATION_TEAM_CONSTRAINED
00-0036919,Kenny Gainwell,TB,CIN,RB,RB,,RB1,ACT,5.0,2026,REG,1,2026 REG W1,401872925,2026-09-13T17:00Z,away,29.73,30.137,29.711,5.973,53.37,17.608,45,45.4,40.2,31.067,28.588,6.8,1.0,1.028,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,90.91,85.67,78.68,70.15,60.12,49.38,38.68,29.07,20.58,13.53,8.48,4.98,2.76,1.47,0.69,0.3,0.14,0.06,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.331,17.28,4.607,86.42,5.951,6.454,28.38,197.7,PRIMARY_ROTATION_TEAM_CONSTRAINED
00-0035229,T.J. Hockenson,MIN,GB,TE,TE,,TE1,ACT,7.0,2026,REG,1,2026 REG W1,401872927,2026-09-13T20:25Z,home,29.164,29.574,29.169,5.993,52.382,17.265,40,31.6,28.5,29.2,29.2,3.8,1.0,0.986,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,90.92,85.53,78.25,69.29,59.13,48.16,37.35,27.55,19.18,12.53,7.72,4.42,2.35,1.17,0.52,0.24,0.1,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.271,16.37,3.301,77.27,6.636,8.836,24.0,168.06,PRIMARY_ROTATION_TEAM_CONSTRAINED
00-0033881,Evan Engram,DEN,KC,TE,TE,,TE1,ACT,9.0,2026,REG,1,2026 REG W1,401872931,2026-09-15T00:15Z,away,29.138,29.351,29.104,7.882,50.167,15.95,42,24.4,28.2,29.333,28.812,3.4,1.0,0.948,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,92.76,87.61,80.28,71.01,59.84,47.78,36.06,25.46,16.7,10.2,5.78,3.06,1.51,0.69,0.28,0.12,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.308,15.5,3.462,65.22,6.159,8.417,31.5,202.45,PRIMARY_ROTATION_TEAM_CONSTRAINED
00-0040170,Elic Ayomanor,TEN,NYJ,WR,WR,,WR2,ACT,1.0,2026,REG,1,2026 REG W1,401872924,2026-09-13T17:00Z,home,29.0,29.284,28.97,7.024,50.824,16.43,16,35.2,31.9,33.467,32.188,5.0,1.0,0.927,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,91.87,86.59,79.27,70.08,59.32,47.59,36.26,25.93,17.4,10.93,6.35,3.45,1.78,0.81,0.34,0.14,0.05,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.562,18.36,2.645,47.56,6.122,10.962,27.87,169.69,PRIMARY_ROTATION_TEAM_CONSTRAINED
00-0039901,Keon Coleman,BUF,HOU,WR,WR,,WR3,ACT,2.0,2026,REG,1,2026 REG W1,401872660,2026-09-13T17:00Z,away,28.565,28.97,28.526,5.408,51.617,17.136,25,27.4,26.6,31.933,33.667,4.0,1.0,0.992,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,90.38,84.85,77.45,68.25,57.72,46.8,36.02,26.29,18.01,11.65,7.06,4.07,2.17,1.08,0.51,0.24,0.08,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.225,14.16,2.585,61.19,6.896,11.049,27.46,214.36,PRIMARY_ROTATION_TEAM_CONSTRAINED
00-0038519,Nikko Remigio,KC,DEN,WR,WR,,WR3,ACT,3.0,2026,REG,1,2026 REG W1,401872931,2026-09-15T00:15Z,home,28.028,28.532,28.048,4.981,51.177,17.069,2,34.5,34.5,34.5,21.0,3.5,1.0,0.974,PLAYER_PRIOR_BLEND,100000,NFL_RECEIVING_YARDS_V1,89.98,84.36,76.65,67.43,56.64,45.74,35.02,25.36,17.32,11.17,6.78,3.84,2.01,0.98,0.46,0.18,0.07,0.03,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.685,12.4,1.658,45.0,9.857,16.901,27.34,174.65,PRIMARY_ROTATION_TEAM_CONSTRAINED
00-0032775,Demarcus Robinson,SF,LAR,WR,WR,,WR3,ACT,10.0,2026,REG,1,2026 REG W1,401872657,2026-09-11T00:35Z,away,27.968,28.466,28.051,4.869,50.956,17.102,39,22.6,17.3,23.2,19.714,2.2,1.0,1.129,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,89.87,84.06,76.37,67.12,56.67,45.66,34.93,25.38,17.32,11.0,6.71,3.82,2.0,0.98,0.46,0.2,0.08,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.303,10.98,2.256,68.29,8.976,12.399,27.67,215.26,PRIMARY_ROTATION_TEAM_CONSTRAINED
00-0040729,Jack Bech,LV,MIA,WR,WR,,WR2,ACT,1.0,2026,REG,1,2026 REG W1,401872928,2026-09-13T20:25Z,home,27.737,27.907,27.742,9.096,46.333,14.197,12,26.4,19.1,18.667,18.667,3.4,1.0,0.922,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,94.14,88.89,80.85,70.22,57.45,43.91,30.91,20.03,11.64,6.32,3.12,1.33,0.53,0.2,0.08,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.234,15.01,2.92,68.97,7.724,9.499,25.96,162.45,PRIMARY_ROTATION_TEAM_CONSTRAINED
00-0040730,RJ Harvey,DEN,KC,RB,RB,,RB1,ACT,1.0,2026,REG,1,2026 REG W1,401872931,2026-09-15T00:15Z,away,27.341,27.745,27.35,5.007,49.585,16.532,17,26.8,24.6,22.733,20.941,4.4,1.0,0.948,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,90.01,83.97,75.89,66.26,55.29,43.93,33.03,23.36,15.47,9.58,5.61,2.99,1.51,0.71,0.3,0.12,0.04,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.099,14.89,4.062,79.66,6.017,6.731,31.5,202.45,PRIMARY_ROTATION_TEAM_CONSTRAINED
