Date,Away,Home,Game,First Pitch PT,First Pitch Local,Stadium,Projected Roof Status,Roof Status Basis,Weather Conditions,First Pitch Temperature F,First Pitch Relative Humidity %,First Pitch Wind,First Pitch Wind Speed MPH,First Pitch Wind Direction,First Pitch Wind Toward LF MPH,First Pitch Wind Toward CF MPH,First Pitch Wind Toward RF MPH,First Pitch Crosswind MPH,Official MLB Wind Text,Wind Data Source,First Pitch Precipitation %,Ball Flight AI Score,Ball Flight Grade,Ball Flight AI Summary,Estimated HR Distance Change,Estimated Fly Ball Distance Change,Expected HR Boost (%),Weather Confidence (%),HR Weather Rating,Game Effective Wind Vector MPH,Estimated FT Change by Wind2,Game Probability Wind Blowing Out %,Game Probability Wind Blowing In %,Game Wind Direction Spread Degrees,Game Wind Toward CF Spread MPH,Game Avg Air Density kg/m3,Game Avg Density Altitude Ft,Game Avg Pressure hPa,Game Avg Dew Point F,Game Avg Temp F,Game Avg RH %,Forecast Trend,Carry Score Change Since Last Run,Park Learned Calibration Points,Park Calibration Settled Games,Max Delay Risk,Max Delay Risk Score,Forecast Uncertainty,Forecast Uncertainty Score,Forecast Run PT,Forecast Age Minutes,Models Available
2026-08-18,New York Yankees,Baltimore Orioles,New York Yankees @ Baltimore Orioles,03:35 PM,06:35 PM EDT,Oriole Park at Camden Yards,OPEN,OPEN-AIR PARK,Partly cloudy,83.8,55.4,⚪ Light Variable,3.5,NW,-2.3,-0.9,0.9,3.2,,FORECAST MODEL,2.0,55.8,B,Density 69 | Wind 49 | Temp 60 | Altitude 61 | Confidence 91%,4,3,1.7,91.3,🟨 Neutral,-0.3,0,0.0,23.1,10.1,0.3,1.1611,1590.0,1010.1,65.7,81.5,59.8,FIRST RUN,0.0,-0.07,12,LOW,2.9,LOW,10.5,2026-08-17 09:16:07 PM PDT,82.9,5
2026-08-18,Detroit Tigers,Pittsburgh Pirates,Detroit Tigers @ Pittsburgh Pirates,03:40 PM,06:40 PM EDT,PNC Park,OPEN,OPEN-AIR PARK,Clear,77.9,58.0,⚪ Light Variable,4.1,W,3.2,3.6,2.3,-1.1,,FORECAST MODEL,0.0,60.2,B+,Density 74 | Wind 55 | Temp 53 | Altitude 65 | Confidence 95%,6,5,3.1,94.8,🟢 Good,2.1,1,92.5,0.0,26.5,0.3,1.1444,2097.0,983.1,61.5,75.2,65.2,FIRST RUN,0.0,-0.8,16,LOW,0.4,LOW,4.9,2026-08-17 09:16:09 PM PDT,4.7,5
2026-08-18,San Francisco Giants,Cleveland Guardians,San Francisco Giants @ Cleveland Guardians,03:40 PM,06:40 PM EDT,Progressive Field,OPEN,OPEN-AIR PARK,Partly cloudy,78.2,54.6,🟡 5.0 mph Cross (LF → RF),5.1,W,-2.4,0.1,2.6,5.0,,FORECAST MODEL,0.5,57.9,B,Density 70 | Wind 53 | Temp 55 | Altitude 63 | Confidence 95%,5,4,2.4,94.9,🟨 Neutral,1.0,1,37.5,0.0,5.8,0.3,1.1575,1726.0,996.6,60.1,76.6,58.8,FIRST RUN,0.0,0.18,16,LOW,0.5,LOW,6.8,2026-08-17 09:16:10 PM PDT,494.8,5
2026-08-18,St. Louis Cardinals,Cincinnati Reds,St. Louis Cardinals @ Cincinnati Reds,03:40 PM,06:40 PM EDT,Great American Ball Park,OPEN,OPEN-AIR PARK,Clear,80.7,56.7,⚪ Light Variable,4.2,WNW,3.1,4.1,3.2,-0.1,,FORECAST MODEL,0.2,61.4,B+,Density 73 | Wind 58 | Temp 57 | Altitude 64 | Confidence 91%,7,5,3.4,90.6,🟢 Good,3.1,2,98.1,0.0,9.4,0.8,1.1484,1987.0,992.4,61.9,78.3,62.0,FIRST RUN,0.0,-0.35,17,LOW,0.2,LOW,11.5,2026-08-17 09:16:12 PM PDT,341.3,5
2026-08-18,Toronto Blue Jays,Tampa Bay Rays,Toronto Blue Jays @ Tampa Bay Rays,03:40 PM,06:40 PM EDT,Tropicana Field,INDOOR,FIXED ROOF,Mostly clear,88.0,70.6,⚪ Calm,0.0,W,0.0,0.0,0.0,0.0,,FORECAST MODEL,6.4,50.0,B,Density 61 | Wind 50 | Temp 65 | Altitude 56 | Confidence 93%,0,0,0.0,93.0,🟨 Neutral,0.0,0,0.0,0.0,9.7,0.0,1.1896,858.0,1014.7,77.2,86.2,74.5,FIRST RUN,0.0,0.1,16,NONE (ROOF),0.0,LOW,5.7,2026-08-17 09:16:13 PM PDT,519.0,5
2026-08-18,Miami Marlins,Philadelphia Phillies,Miami Marlins @ Philadelphia Phillies,03:40 PM,06:40 PM EDT,Citizens Bank Park,OPEN,OPEN-AIR PARK,Clear,85.2,56.7,🟡 4.5 mph Cross (LF → RF),5.5,NW,-4.6,-3.0,0.1,4.5,,FORECAST MODEL,1.6,55.9,B,Density 70 | Wind 47 | Temp 61 | Altitude 62 | Confidence 92%,4,3,1.8,92.2,🟨 Neutral,-0.9,-1,5.6,64.4,16.0,0.4,1.1574,1687.0,1009.4,67.1,82.6,61.1,FIRST RUN,0.0,-0.11,18,LOW,7.8,LOW,6.9,2026-08-17 09:16:15 PM PDT,487.3,5
2026-08-18,Arizona Diamondbacks,Boston Red Sox,Arizona Diamondbacks @ Boston Red Sox,04:10 PM,07:10 PM EDT,Fenway Park,OPEN,OPEN-AIR PARK,Clear,72.7,86.6,⚪ Light Variable,5.3,E,-0.6,-3.1,-4.0,-3.7,,FORECAST MODEL,16.6,51.2,B,Density 63 | Wind 44 | Temp 50 | Altitude 57 | Confidence 85%,1,1,0.3,85.1,🟨 Neutral,-1.9,-2,0.0,86.8,8.5,1.0,1.1802,994.0,1009.0,67.4,71.9,88.1,FIRST RUN,0.0,-0.37,16,LOW,10.9,LOW,16.6,2026-08-17 09:16:17 PM PDT,80.3,5
2026-08-18,San Diego Padres,New York Mets,San Diego Padres @ New York Mets,04:10 PM,07:10 PM EDT,Citi Field,OPEN,OPEN-AIR PARK,Code 30,79.9,73.7,⚪ Calm,1.6,SE,1.2,0.8,-0.1,-1.3,,FORECAST MODEL,11.5,56.9,B,Density 68 | Wind 53 | Temp 57 | Altitude 60 | Confidence 84%,4,3,2.1,84.1,🟨 Neutral,1.0,1,52.5,7.5,50.8,1.6,1.1645,1430.0,1009.5,70.5,78.8,76.3,FIRST RUN,0.0,-0.43,16,MODERATE,22.2,LOW,17.6,2026-08-17 09:16:18 PM PDT,452.0,5
2026-08-18,Athletics,Kansas City Royals,Athletics @ Kansas City Royals,04:40 PM,06:40 PM CDT,Kauffman Stadium,OPEN,OPEN-AIR PARK,Clear,90.7,49.8,🟡 6.3 mph Cross (RF → LF),7.7,ESE,0.2,-4.2,-6.8,-6.3,,FORECAST MODEL,35.2,55.6,B,Density 83 | Wind 36 | Temp 66 | Altitude 72 | Confidence 81%,3,3,1.7,81.4,🟨 Neutral,-4.5,-4,25.0,65.6,47.1,5.1,1.1134,3006.0,980.2,68.0,87.4,56.2,FIRST RUN,0.0,-0.08,13,MODERATE,34.2,MEDIUM,18.9,2026-08-17 09:16:19 PM PDT,49.5,5
2026-08-18,Atlanta Braves,Minnesota Twins,Atlanta Braves @ Minnesota Twins,04:40 PM,06:40 PM CDT,Target Field,OPEN,OPEN-AIR PARK,Code 32,74.9,62.3,🟢 5.1 mph Out to RF,5.8,NW,0.6,3.7,5.1,4.2,,FORECAST MODEL,18.0,61.1,B+,Density 72 | Wind 59 | Temp 50 | Altitude 64 | Confidence 86%,7,5,3.3,85.8,🟢 Good,3.5,2,94.4,0.0,18.9,1.8,1.1521,1879.0,983.6,59.6,72.1,66.1,FIRST RUN,0.0,-1.04,16,MODERATE,25.2,LOW,15.9,2026-08-17 09:16:21 PM PDT,44.8,5
