player_id,player_name,team,opponent,position,season,season_type,week,ladder_line,probability,probability_grade,projected_rushing_yards,model_version
00-0038542,Bijan Robinson,ATL,CAR,RB,2026,REG,2,195.0,2.74,ELITE,99.922,NFL_RUSHING_YARDS_V1
00-0038542,Bijan Robinson,ATL,CAR,RB,2026,REG,2,200.0,2.19,ELITE,99.922,NFL_RUSHING_YARDS_V1
00-0038134,Kenneth Walker III,KC,IND,RB,2026,REG,2,0.0,100.0,ELITE,87.838,NFL_RUSHING_YARDS_V1
00-0038134,Kenneth Walker III,KC,IND,RB,2026,REG,2,5.0,98.81,ELITE,87.838,NFL_RUSHING_YARDS_V1
00-0038134,Kenneth Walker III,KC,IND,RB,2026,REG,2,10.0,98.31,ELITE,87.838,NFL_RUSHING_YARDS_V1
00-0038134,Kenneth Walker III,KC,IND,RB,2026,REG,2,15.0,97.62,ELITE,87.838,NFL_RUSHING_YARDS_V1
00-0038134,Kenneth Walker III,KC,IND,RB,2026,REG,2,20.0,96.78,ELITE,87.838,NFL_RUSHING_YARDS_V1
00-0038134,Kenneth Walker III,KC,IND,RB,2026,REG,2,25.0,95.58,ELITE,87.838,NFL_RUSHING_YARDS_V1
00-0038134,Kenneth Walker III,KC,IND,RB,2026,REG,2,30.0,94.21,ELITE,87.838,NFL_RUSHING_YARDS_V1
00-0038134,Kenneth Walker III,KC,IND,RB,2026,REG,2,35.0,92.55,ELITE,87.838,NFL_RUSHING_YARDS_V1
00-0038134,Kenneth Walker III,KC,IND,RB,2026,REG,2,40.0,90.37,ELITE,87.838,NFL_RUSHING_YARDS_V1
00-0038134,Kenneth Walker III,KC,IND,RB,2026,REG,2,45.0,87.86,ELITE,87.838,NFL_RUSHING_YARDS_V1
00-0038134,Kenneth Walker III,KC,IND,RB,2026,REG,2,50.0,84.87,ELITE,87.838,NFL_RUSHING_YARDS_V1
00-0038134,Kenneth Walker III,KC,IND,RB,2026,REG,2,55.0,81.49,ELITE,87.838,NFL_RUSHING_YARDS_V1
00-0038134,Kenneth Walker III,KC,IND,RB,2026,REG,2,60.0,77.6,ELITE,87.838,NFL_RUSHING_YARDS_V1
00-0038134,Kenneth Walker III,KC,IND,RB,2026,REG,2,65.0,73.25,ELITE,87.838,NFL_RUSHING_YARDS_V1
00-0038134,Kenneth Walker III,KC,IND,RB,2026,REG,2,70.0,68.57,ELITE,87.838,NFL_RUSHING_YARDS_V1
00-0038134,Kenneth Walker III,KC,IND,RB,2026,REG,2,75.0,63.49,ELITE,87.838,NFL_RUSHING_YARDS_V1
00-0038134,Kenneth Walker III,KC,IND,RB,2026,REG,2,80.0,58.3,ELITE,87.838,NFL_RUSHING_YARDS_V1
00-0038134,Kenneth Walker III,KC,IND,RB,2026,REG,2,85.0,52.84,ELITE,87.838,NFL_RUSHING_YARDS_V1
00-0038134,Kenneth Walker III,KC,IND,RB,2026,REG,2,90.0,47.32,ELITE,87.838,NFL_RUSHING_YARDS_V1
00-0038134,Kenneth Walker III,KC,IND,RB,2026,REG,2,95.0,42.03,ELITE,87.838,NFL_RUSHING_YARDS_V1
00-0038134,Kenneth Walker III,KC,IND,RB,2026,REG,2,100.0,36.83,ELITE,87.838,NFL_RUSHING_YARDS_V1
00-0038134,Kenneth Walker III,KC,IND,RB,2026,REG,2,105.0,31.91,ELITE,87.838,NFL_RUSHING_YARDS_V1
00-0038134,Kenneth Walker III,KC,IND,RB,2026,REG,2,110.0,27.2,ELITE,87.838,NFL_RUSHING_YARDS_V1
00-0038134,Kenneth Walker III,KC,IND,RB,2026,REG,2,115.0,22.81,ELITE,87.838,NFL_RUSHING_YARDS_V1
00-0038134,Kenneth Walker III,KC,IND,RB,2026,REG,2,120.0,18.87,ELITE,87.838,NFL_RUSHING_YARDS_V1
00-0038134,Kenneth Walker III,KC,IND,RB,2026,REG,2,125.0,15.5,ELITE,87.838,NFL_RUSHING_YARDS_V1
00-0038134,Kenneth Walker III,KC,IND,RB,2026,REG,2,130.0,12.52,ELITE,87.838,NFL_RUSHING_YARDS_V1
