Date,Away,Home,Game,First Pitch PT,First Pitch Local,Stadium,Projected Roof Status,Roof Status Basis,Weather Conditions,First Pitch Temperature F,First Pitch Relative Humidity %,First Pitch Wind,First Pitch Wind Speed MPH,First Pitch Wind Direction,First Pitch Wind Toward LF MPH,First Pitch Wind Toward CF MPH,First Pitch Wind Toward RF MPH,First Pitch Crosswind MPH,Official MLB Wind Text,Wind Data Source,First Pitch Precipitation %,Ball Flight AI Score,Ball Flight Grade,Ball Flight AI Summary,Estimated HR Distance Change,Estimated Fly Ball Distance Change,Expected HR Boost (%),Weather Confidence (%),HR Weather Rating,Game Effective Wind Vector MPH,Estimated FT Change by Wind2,Game Probability Wind Blowing Out %,Game Probability Wind Blowing In %,Game Wind Direction Spread Degrees,Game Wind Toward CF Spread MPH,Game Avg Air Density kg/m3,Game Avg Density Altitude Ft,Game Avg Pressure hPa,Game Avg Dew Point F,Game Avg Temp F,Game Avg RH %,Forecast Trend,Carry Score Change Since Last Run,Park Learned Calibration Points,Park Calibration Settled Games,Max Delay Risk,Max Delay Risk Score,Forecast Uncertainty,Forecast Uncertainty Score,Forecast Run PT,Forecast Age Minutes,Models Available
2026-07-26,Cleveland Guardians,Tampa Bay Rays,Cleveland Guardians @ Tampa Bay Rays,09:15 AM,12:15 PM EDT,Tropicana Field,INDOOR,FIXED ROOF,Code 32,88.8,68.4,⚪ Calm,0.0,WNW,-0.0,0.0,0.0,0.0,,FORECAST MODEL,33.8,50.0,B,Density 61 | Wind 50 | Temp 68 | Altitude 56 | Confidence 81%,0,0,0.0,81.3,🟨 Neutral,0.0,0,0.0,0.0,3.5,0.0,1.1896,858.0,1015.1,76.8,89.3,67.2,FIRST RUN,0.0,0.0,5,NONE (ROOF),0.0,MEDIUM,20.1,2026-07-25 08:01:44 PM PDT,479.9,5
2026-07-26,Arizona Diamondbacks,Washington Nationals,Arizona Diamondbacks @ Washington Nationals,10:35 AM,01:35 PM EDT,Nationals Park,OPEN,OPEN-AIR PARK,Code 13,84.9,48.7,⚪ Calm,1.5,SSW,1.2,1.4,0.8,-0.4,,FORECAST MODEL,12.2,59.0,B,Density 72 | Wind 53 | Temp 64 | Altitude 63 | Confidence 89%,6,4,2.7,89.1,🟨 Neutral,1.3,1,83.1,1.9,25.6,0.9,1.1502,1948.0,1007.4,62.8,85.5,48.0,FIRST RUN,0.0,0.0,5,LOW,17.2,LOW,8.7,2026-07-25 08:01:45 PM PDT,96.0,5
2026-07-26,Chicago Cubs,Pittsburgh Pirates,Chicago Cubs @ Pittsburgh Pirates,10:35 AM,01:35 PM EDT,PNC Park,OPEN,OPEN-AIR PARK,Mostly clear,82.9,49.1,⚪ Light Variable,4.7,NW,2.7,4.2,3.7,0.9,,FORECAST MODEL,1.7,64.2,B+,Density 80 | Wind 60 | Temp 62 | Altitude 70 | Confidence 91%,9,7,4.3,91.3,🟢 Good,3.9,3,100.0,0.0,11.5,0.2,1.1246,2717.0,981.2,61.3,83.6,48.7,FIRST RUN,0.0,0.0,5,LOW,6.9,LOW,8.7,2026-07-25 08:01:46 PM PDT,255.1,5
2026-07-26,Toronto Blue Jays,Boston Red Sox,Toronto Blue Jays @ Boston Red Sox,10:35 AM,01:35 PM EDT,Fenway Park,OPEN,OPEN-AIR PARK,Clear,74.7,46.3,🔴 5.8 mph In from RF,7.7,ENE,-2.3,-5.5,-5.8,-3.7,,FORECAST MODEL,0.0,47.6,C,Density 64 | Wind 36 | Temp 53 | Altitude 58 | Confidence 93%,-1,-1,-0.7,92.8,🟧 Below Average,-4.7,-4,0.0,100.0,6.4,0.6,1.1796,1141.0,1010.1,51.7,74.7,46.2,FIRST RUN,0.0,0.0,8,LOW,0.5,LOW,5.7,2026-07-25 08:01:47 PM PDT,498.6,5
2026-07-26,Atlanta Braves,Baltimore Orioles,Atlanta Braves @ Baltimore Orioles,10:35 AM,01:35 PM EDT,Oriole Park at Camden Yards,OPEN,OPEN-AIR PARK,Mostly clear,81.9,46.0,⚪ Light Variable,3.6,ESE,1.0,-0.9,-2.5,-3.4,,FORECAST MODEL,1.7,56.4,B,Density 70 | Wind 50 | Temp 62 | Altitude 62 | Confidence 92%,4,3,1.9,91.8,🟨 Neutral,-0.0,0,5.6,0.0,16.4,0.3,1.1596,1700.0,1009.8,58.4,83.0,43.6,FIRST RUN,0.0,0.0,5,LOW,3.8,LOW,11.5,2026-07-25 08:01:48 PM PDT,96.1,5
2026-07-26,Kansas City Royals,Detroit Tigers,Kansas City Royals @ Detroit Tigers,10:40 AM,01:40 PM EDT,Comerica Park,OPEN,OPEN-AIR PARK,Code 22,82.2,64.9,⚪ Light Variable,3.8,SW,1.6,-0.4,-2.3,-3.7,,FORECAST MODEL,22.9,58.6,B,Density 78 | Wind 49 | Temp 62 | Altitude 68 | Confidence 79%,5,4,2.6,78.8,🟨 Neutral,-0.3,0,0.0,49.4,21.1,0.8,1.1313,2446.0,989.5,68.6,83.9,60.9,FIRST RUN,0.0,0.0,6,MODERATE,30.3,MEDIUM,24.5,2026-07-25 08:01:49 PM PDT,72.1,5
2026-07-26,Los Angeles Dodgers,New York Mets,Los Angeles Dodgers @ New York Mets,10:40 AM,01:40 PM EDT,Citi Field,OPEN,OPEN-AIR PARK,Clear,83.3,38.0,⚪ Light Variable,4.3,NE,-1.0,-3.1,-3.8,-2.7,,FORECAST MODEL,0.0,54.7,B,Density 70 | Wind 45 | Temp 62 | Altitude 62 | Confidence 89%,3,2,1.4,89.1,🟨 Neutral,-1.5,-1,13.1,58.1,37.6,2.0,1.1585,1758.0,1009.0,55.0,83.5,38.2,FIRST RUN,0.0,0.0,5,LOW,0.4,LOW,17.5,2026-07-25 08:01:51 PM PDT,520.4,5
2026-07-26,San Diego Padres,Miami Marlins,San Diego Padres @ Miami Marlins,10:40 AM,01:40 PM EDT,loanDepot park,CLOSED,PROJECTED: WEATHER,Code 26,88.4,71.8,⚪ Calm,0.0,SSW,0.0,-0.0,-0.0,-0.0,,FORECAST MODEL,58.0,50.0,B,Density 61 | Wind 50 | Temp 66 | Altitude 56 | Confidence 78%,0,0,0.0,77.6,🟨 Neutral,0.0,0,2.5,71.8,24.6,1.1,1.1896,858.0,1014.9,77.5,87.2,74.0,FIRST RUN,0.0,0.0,5,NONE (ROOF),0.0,MEDIUM,21.6,2026-07-25 08:01:52 PM PDT,394.7,5
2026-07-26,Athletics,Minnesota Twins,Athletics @ Minnesota Twins,11:10 AM,01:10 PM CDT,Target Field,OPEN,OPEN-AIR PARK,Mostly clear,93.8,51.5,🟡 8.1 mph Cross (RF → LF),8.4,S,4.7,0.5,-4.0,-8.1,,FORECAST MODEL,2.0,64.7,B+,Density 89 | Wind 52 | Temp 74 | Altitude 76 | Confidence 93%,9,7,4.4,93.4,🟢 Good,0.9,1,56.2,10.0,19.1,1.8,1.0946,3573.0,978.9,71.8,95.3,47.9,FIRST RUN,0.0,0.0,5,LOW,15.1,LOW,9.9,2026-07-25 08:01:53 PM PDT,120.1,5
2026-07-26,Houston Astros,Chicago White Sox,Houston Astros @ Chicago White Sox,11:10 AM,01:10 PM CDT,Rate Field,OPEN,OPEN-AIR PARK,Overcast,88.7,57.3,⚪ Light Variable,2.9,SE,-1.9,-2.8,-2.3,-0.3,,FORECAST MODEL,5.9,56.0,B,Density 81 | Wind 39 | Temp 68 | Altitude 70 | Confidence 82%,4,3,1.8,82.2,🟨 Neutral,-3.5,-3,26.9,56.2,88.8,3.4,1.1209,2746.0,990.4,71.4,88.8,57.5,FIRST RUN,0.0,0.0,5,LOW,15.9,MEDIUM,20.4,2026-07-25 08:01:54 PM PDT,75.9,5
