rank,season,season_type,week,game_id,game_time,player_id,player_name,team,opponent,home_away,position,projected_sacks,median_sacks,p90_sacks,model_lambda,sacks_current,sacks_prior,sacks_l5_pg,sacks_l10_pg,sacks_season_pg,sacks_prior_pg,opp_sacks_allowed_pg,team_def_sacks_pg,qb_hits_l5_pg,qb_hurries_l5_pg,pressures_l5_pg,snaps_l5_pg,pass_rush_snaps_l5_pg,pressure_rate_l5,qb_hit_rate_l5,matchup_multiplier,pressure_multiplier,sample_reliability,matchup_score,confidence,ai_play_0_5,n_sims,prob_over_0_5,prob_over_1_0,prob_over_1_5,prob_over_2_0,prob_over_2_5,prob_over_3_0,prob_over_3_5,prob_over_4_0,prob_1_0_plus,prob_1_5_plus,prob_2_0_plus,prob_2_5_plus,prob_3_0_plus,prob_3_5_plus,prob_4_0_plus,prob_1_plus,prob_2_plus,prob_3_plus,prob_4_plus,tier
240,2026,REG,2,401872939,2026-09-20T17:00Z,00-0039430,James Williams,TEN,PHI,HOME,LB,0.14,0.0,1.0,0.1345,0.0,1.0,0.2,0.1,0.0,0.091,3.0,0.0,0.2,,0.4,,,,,1.352,0.916,1.0,69.0,74.0,LESS,25000,12.0,1.1,0.8,0.0,0.0,0.0,0.0,0.0,12.0,1.1,0.8,0.0,0.0,0.0,0.0,12.0,0.8,0.0,0.0,FADE
241,2026,REG,2,401872933,2026-09-20T17:00Z,00-0040174,Cam Jackson,CAR,ATL,AWAY,DL,0.139,0.0,1.0,0.139,0.0,0.0,0.0,0.0,,0.0,4.0,2.0,0.0,,0.0,,,,,1.45,0.9,0.5,90.0,44.0,LESS,25000,11.9,1.1,0.8,0.1,0.0,0.0,0.0,0.0,11.9,1.1,0.8,0.1,0.0,0.0,0.0,11.9,0.8,0.0,0.0,FADE
242,2026,REG,2,401872942,2026-09-20T20:25Z,00-0039354,McKinnley Jackson,SF,MIA,HOME,DL,0.138,0.0,1.0,0.139,0.0,0.0,0.0,0.0,,0.0,5.0,0.0,0.0,,0.0,,,,,1.45,0.9,0.5,90.0,44.0,LESS,25000,11.8,1.1,0.8,0.1,0.0,0.0,0.0,0.0,11.8,1.1,0.8,0.1,0.0,0.0,0.0,11.8,0.8,0.0,0.0,FADE
243,2026,REG,2,401872935,2026-09-20T17:00Z,00-0034773,Vita Vea,TB,CLE,HOME,DL,0.129,0.0,1.0,0.1316,0.0,4.5,0.0,0.2,0.0,0.321,5.0,1.0,0.6,,0.6,,,,,1.45,0.924,1.0,90.0,74.0,LESS,25000,11.1,0.8,0.6,0.0,0.0,0.0,0.0,0.0,11.1,0.8,0.6,0.0,0.0,0.0,0.0,11.1,0.6,0.0,0.0,FADE
244,2026,REG,2,401872942,2026-09-20T20:25Z,00-0040135,Nick Martin,SF,MIA,HOME,LB,0.128,0.0,1.0,0.1275,0.0,0.0,0.0,0.0,,0.0,5.0,0.0,0.0,,0.0,,,,,1.45,0.9,0.5,90.0,44.0,LESS,25000,11.1,0.7,0.5,0.0,0.0,0.0,0.0,0.0,11.1,0.7,0.5,0.0,0.0,0.0,0.0,11.1,0.5,0.0,0.0,FADE
245,2026,REG,2,401872944,2026-09-20T20:25Z,00-0040725,Donovan Ezeiruaku,DAL,WAS,HOME,LB,0.127,0.0,1.0,0.1298,0.5,2.0,0.1,0.15,0.5,0.118,1.0,2.0,0.6,,0.7,,,,,0.65,0.928,1.0,20.0,74.0,LESS,25000,10.9,0.9,0.6,0.0,0.0,0.0,0.0,0.0,10.9,0.9,0.6,0.0,0.0,0.0,0.0,10.9,0.6,0.0,0.0,FADE
246,2026,REG,2,401872946,2026-09-20T17:00Z,00-0039389,Logan Lee,PIT,NE,AWAY,DL,0.126,0.0,1.0,0.131,0.0,0.0,0.0,0.0,,0.0,3.0,4.0,0.25,,0.25,,,,,1.352,0.91,0.5,69.0,44.0,LESS,25000,10.9,0.8,0.6,0.0,0.0,0.0,0.0,0.0,10.9,0.8,0.6,0.0,0.0,0.0,0.0,10.9,0.6,0.0,0.0,FADE
247,2026,REG,2,401872936,2026-09-20T17:00Z,00-0040196,Tyler Baron,NYJ,GB,HOME,LB,0.126,0.0,1.0,0.1275,0.0,0.0,0.0,0.0,,0.0,4.0,3.0,0.0,,0.0,,,,,1.45,0.9,0.5,90.0,44.0,LESS,25000,10.8,0.9,0.7,0.0,0.0,0.0,0.0,0.0,10.8,0.9,0.7,0.0,0.0,0.0,0.0,10.8,0.7,0.0,0.0,FADE
248,2026,REG,2,401872940,2026-09-20T20:05Z,00-0032164,Arik Armstead,JAX,DEN,AWAY,DL,0.125,0.0,1.0,0.1247,0.0,5.5,0.0,0.2,0.0,0.344,3.0,5.0,0.2,,0.2,,,,,1.352,0.908,1.0,69.0,74.0,LESS,25000,10.7,0.9,0.6,0.0,0.0,0.0,0.0,0.0,10.7,0.9,0.6,0.0,0.0,0.0,0.0,10.7,0.6,0.0,0.0,FADE
249,2026,REG,2,401872938,2026-09-20T17:00Z,00-0039622,Isaiah Stalbird,NO,BAL,AWAY,LB,0.124,0.0,1.0,0.1227,0.0,2.0,0.2,0.2,0.0,0.182,2.0,1.0,0.4,,0.6,,,,,0.901,0.924,1.0,45.0,74.0,LESS,25000,10.7,0.9,0.6,0.0,0.0,0.0,0.0,0.0,10.7,0.9,0.6,0.0,0.0,0.0,0.0,10.7,0.6,0.0,0.0,FADE
250,2026,REG,2,401872944,2026-09-20T20:25Z,00-0033947,Deatrich Wise,WAS,DAL,AWAY,DL,0.122,0.0,1.0,0.1232,0.0,0.0,0.0,0.0,,0.0,0.0,3.0,0.5,,0.5,,,,,1.0,0.92,0.35,20.0,34.0,LESS,25000,10.7,0.7,0.5,0.0,0.0,0.0,0.0,0.0,10.7,0.7,0.5,0.0,0.0,0.0,0.0,10.7,0.5,0.0,0.0,FADE
251,2026,REG,2,401872947,2026-09-22T00:15Z,00-0039138,Kobie Turner,LAR,NYG,HOME,DL,0.122,0.0,1.0,0.1166,0.0,7.0,0.0,0.35,0.0,0.35,2.0,0.0,0.6,,0.6,,,,,0.901,0.924,1.0,45.0,74.0,LESS,25000,10.5,0.8,0.7,0.1,0.0,0.0,0.0,0.0,10.5,0.8,0.7,0.1,0.0,0.0,0.0,10.5,0.7,0.0,0.0,FADE
252,2026,REG,2,401872936,2026-09-20T17:00Z,00-0040012,Collin Oliver,GB,NYJ,AWAY,LB,0.122,0.0,1.0,0.1201,0.0,0.0,0.0,0.0,,0.0,0.0,3.0,2.0,,2.0,,,,,1.0,0.98,0.35,20.0,29.0,LESS,25000,10.5,0.8,0.6,0.0,0.0,0.0,0.0,0.0,10.5,0.8,0.6,0.0,0.0,0.0,0.0,10.5,0.6,0.0,0.0,FADE
253,2026,REG,2,401872936,2026-09-20T17:00Z,00-0040869,Chris McClellan,GB,NYJ,AWAY,DL,0.121,0.0,1.0,0.1206,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,0.0,,0.0,,,,,1.0,0.9,0.35,20.0,29.0,LESS,25000,10.5,0.8,0.6,0.0,0.0,0.0,0.0,0.0,10.5,0.8,0.6,0.0,0.0,0.0,0.0,10.5,0.6,0.0,0.0,FADE
254,2026,REG,2,401872945,2026-09-21T00:20Z,00-0038107,Micheal Clemons,IND,KC,AWAY,DL,0.121,0.0,1.0,0.1193,0.0,1.0,0.2,0.1,,0.077,2.0,2.0,0.6,,0.8,,,,,0.901,0.932,1.0,45.0,74.0,LESS,25000,10.4,0.8,0.6,0.0,0.0,0.0,0.0,0.0,10.4,0.8,0.6,0.0,0.0,0.0,0.0,10.4,0.6,0.0,0.0,FADE
255,2026,REG,2,401872943,2026-09-20T20:25Z,00-0033066,Andrew Billings,ARI,SEA,HOME,DL,0.12,0.0,1.0,0.1189,0.0,1.0,0.2,0.1,,0.062,2.0,3.0,1.0,,1.2,,,,,0.901,0.948,1.0,45.0,74.0,LESS,25000,10.4,0.8,0.6,0.0,0.0,0.0,0.0,0.0,10.4,0.8,0.6,0.0,0.0,0.0,0.0,10.4,0.6,0.0,0.0,FADE
256,2026,REG,2,401872936,2026-09-20T17:00Z,00-0040010,Barryn Sorrell,GB,NYJ,AWAY,LB,0.12,0.0,1.0,0.1214,0.0,1.5,0.2,0.15,0.0,0.167,0.0,3.0,0.2,,0.4,,,,,1.0,0.916,1.0,20.0,74.0,LESS,25000,10.4,0.8,0.6,0.0,0.0,0.0,0.0,0.0,10.4,0.8,0.6,0.0,0.0,0.0,0.0,10.4,0.6,0.0,0.0,FADE
257,2026,REG,2,401872937,2026-09-20T17:00Z,00-0036366,Neville Gallimore,CHI,MIN,HOME,DL,0.119,0.0,1.0,0.1186,0.0,3.5,0.0,0.25,0.0,0.233,3.0,2.0,0.0,,0.0,,,,,1.352,0.9,1.0,69.0,74.0,LESS,25000,10.4,0.7,0.5,0.0,0.0,0.0,0.0,0.0,10.4,0.7,0.5,0.0,0.0,0.0,0.0,10.4,0.5,0.0,0.0,FADE
258,2026,REG,2,401872943,2026-09-20T20:25Z,00-0040647,Rylie Mills,SEA,ARI,AWAY,DL,0.119,0.0,1.0,0.119,0.0,1.0,0.25,0.25,0.0,0.333,1.0,3.0,0.25,,0.5,,,,,0.65,0.92,0.5,20.0,44.0,LESS,25000,10.4,0.7,0.5,0.0,0.0,0.0,0.0,0.0,10.4,0.7,0.5,0.0,0.0,0.0,0.0,10.4,0.5,0.0,0.0,FADE
259,2026,REG,2,401872936,2026-09-20T17:00Z,00-0038506,Jordon Riley,GB,NYJ,AWAY,DL,0.119,0.0,1.0,0.1206,0.0,0.0,0.0,0.0,,0.0,0.0,3.0,0.0,,0.0,,,,,1.0,0.9,0.35,20.0,29.0,LESS,25000,10.4,0.7,0.5,0.0,0.0,0.0,0.0,0.0,10.4,0.7,0.5,0.0,0.0,0.0,0.0,10.4,0.5,0.0,0.0,FADE
260,2026,REG,2,401872942,2026-09-20T20:25Z,00-0036682,Malik Herring,MIA,SF,AWAY,DL,0.119,0.0,1.0,0.1206,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,1.0,0.9,0.35,20.0,29.0,LESS,25000,10.3,0.8,0.6,0.0,0.0,0.0,0.0,0.0,10.3,0.8,0.6,0.0,0.0,0.0,0.0,10.3,0.6,0.0,0.0,FADE
261,2026,REG,2,401872943,2026-09-20T20:25Z,00-0036568,Roy Lopez,ARI,SEA,HOME,DL,0.117,0.0,1.0,0.1188,0.0,2.0,0.2,0.2,0.0,0.143,2.0,3.0,0.6,,0.8,,,,,0.901,0.932,1.0,45.0,74.0,LESS,25000,10.3,0.7,0.5,0.0,0.0,0.0,0.0,0.0,10.3,0.7,0.5,0.0,0.0,0.0,0.0,10.3,0.5,0.0,0.0,FADE
262,2026,REG,2,401872941,2026-09-20T20:05Z,00-0039743,Jordan Jefferson,LAC,LV,HOME,DL,0.119,0.0,1.0,0.1206,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,,0.0,,,,,1.0,0.9,0.35,20.0,29.0,LESS,25000,10.2,0.8,0.6,0.0,0.0,0.0,0.0,0.0,10.2,0.8,0.6,0.0,0.0,0.0,0.0,10.2,0.6,0.0,0.0,FADE
263,2026,REG,2,401872942,2026-09-20T20:25Z,00-0036409,Jordyn Brooks,MIA,SF,AWAY,LB,0.118,0.0,1.0,0.1163,0.0,3.5,0.2,0.1,0.0,0.206,0.0,0.0,0.4,,0.6,,,,,1.0,0.924,1.0,20.0,74.0,LESS,25000,10.2,0.7,0.5,0.0,0.0,0.0,0.0,0.0,10.2,0.7,0.5,0.0,0.0,0.0,0.0,10.2,0.5,0.0,0.0,FADE
264,2026,REG,2,401872946,2026-09-20T17:00Z,00-0036981,Christian Barmore,NE,PIT,HOME,DL,0.118,0.0,1.0,0.1207,0.0,3.0,0.2,0.2,0.0,0.158,2.0,2.0,0.6,,0.8,,,,,0.901,0.932,1.0,45.0,74.0,LESS,25000,10.2,0.6,0.5,0.0,0.0,0.0,0.0,0.0,10.2,0.6,0.5,0.0,0.0,0.0,0.0,10.2,0.5,0.0,0.0,FADE
265,2026,REG,2,401872947,2026-09-22T00:15Z,00-0033347,Josh Tupou,NYG,LAR,AWAY,DL,0.118,0.0,1.0,0.1206,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,1.0,0.9,0.35,20.0,34.0,LESS,25000,10.2,0.8,0.6,0.0,0.0,0.0,0.0,0.0,10.2,0.8,0.6,0.0,0.0,0.0,0.0,10.2,0.6,0.0,0.0,FADE
266,2026,REG,2,401872947,2026-09-22T00:15Z,00-0037259,Micah McFadden,NYG,LAR,AWAY,LB,0.117,0.0,1.0,0.1152,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,,1.0,,,,,1.0,0.94,0.35,20.0,28.0,LESS,25000,10.2,0.7,0.5,0.0,0.0,0.0,0.0,0.0,10.2,0.7,0.5,0.0,0.0,0.0,0.0,10.2,0.5,0.0,0.0,FADE
267,2026,REG,2,401872942,2026-09-20T20:25Z,00-0038545,Mazi Smith,MIA,SF,AWAY,DL,0.116,0.0,1.0,0.1164,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,1.0,0.9,0.375,20.0,39.0,LESS,25000,10.1,0.7,0.5,0.0,0.0,0.0,0.0,0.0,10.1,0.7,0.5,0.0,0.0,0.0,0.0,10.1,0.5,0.0,0.0,FADE
268,2026,REG,2,401872947,2026-09-22T00:15Z,00-0041509,Arvell Reese,NYG,LAR,AWAY,LB,0.116,0.0,0.5,0.1152,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,,1.0,,,,,1.0,0.94,0.35,20.0,28.0,LESS,25000,10.0,0.6,0.5,0.0,0.0,0.0,0.0,0.0,10.0,0.6,0.5,0.0,0.0,0.0,0.0,10.0,0.5,0.0,0.0,FADE
269,2026,REG,2,401872935,2026-09-20T17:00Z,00-0035680,Quincy Williams,CLE,TB,AWAY,LB,0.113,0.0,0.5,0.118,0.0,3.5,0.0,0.2,0.0,0.269,4.0,1.0,0.0,,0.0,,,,,1.45,0.9,1.0,90.0,74.0,LESS,25000,9.7,0.7,0.6,0.0,0.0,0.0,0.0,0.0,9.7,0.7,0.6,0.0,0.0,0.0,0.0,9.7,0.6,0.0,0.0,FADE
270,2026,REG,2,401872938,2026-09-20T17:00Z,00-0040642,Vernon Broughton,NO,BAL,AWAY,DL,0.113,0.0,0.5,0.1135,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,,1.0,,,,,0.901,0.94,0.35,45.0,33.0,LESS,25000,9.7,0.7,0.5,0.0,0.0,0.0,0.0,0.0,9.7,0.7,0.5,0.0,0.0,0.0,0.0,9.7,0.5,0.0,0.0,FADE
271,2026,REG,2,401872947,2026-09-22T00:15Z,00-0040108,Chandler Martin,NYG,LAR,AWAY,LB,0.112,0.0,0.5,0.1103,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,1.0,0.9,0.35,20.0,33.0,LESS,25000,9.7,0.7,0.5,0.0,0.0,0.0,0.0,0.0,9.7,0.7,0.5,0.0,0.0,0.0,0.0,9.7,0.5,0.0,0.0,FADE
272,2026,REG,2,401872932,2026-09-18T00:15Z,00-0041459,Eric O'Neill,DET,BUF,AWAY,DL,0.111,0.0,0.5,0.1087,0.0,0.0,0.0,0.0,0.0,,2.0,5.0,0.0,,0.0,,,,,0.901,0.9,0.35,45.0,28.0,LESS,25000,9.7,0.7,0.5,0.0,0.0,0.0,0.0,0.0,9.7,0.7,0.5,0.0,0.0,0.0,0.0,9.7,0.5,0.0,0.0,FADE
273,2026,REG,2,401872932,2026-09-18T00:15Z,00-0041447,Skyler Gill-Howard,DET,BUF,AWAY,DL,0.111,0.0,0.5,0.1087,0.0,0.0,0.0,0.0,0.0,,2.0,5.0,0.0,,0.0,,,,,0.901,0.9,0.35,45.0,28.0,LESS,25000,9.6,0.6,0.5,0.0,0.0,0.0,0.0,0.0,9.6,0.6,0.5,0.0,0.0,0.0,0.0,9.6,0.5,0.0,0.0,FADE
274,2026,REG,2,401872937,2026-09-20T17:00Z,00-0031583,Grady Jarrett,CHI,MIN,HOME,DL,0.11,0.0,0.5,0.1098,0.0,1.5,0.1,0.15,0.0,0.1,3.0,2.0,0.6,,0.7,,,,,1.352,0.928,1.0,69.0,73.0,LESS,25000,9.6,0.7,0.5,0.0,0.0,0.0,0.0,0.0,9.6,0.7,0.5,0.0,0.0,0.0,0.0,9.6,0.5,0.0,0.0,FADE
275,2026,REG,2,401872944,2026-09-20T20:25Z,00-0037310,James Houston,DAL,WAS,HOME,LB,0.11,0.0,0.5,0.1066,0.0,5.5,0.2,0.2,0.0,0.344,1.0,2.0,1.2,,1.4,,,,,0.65,0.956,1.0,20.0,73.0,LESS,25000,9.6,0.7,0.5,0.0,0.0,0.0,0.0,0.0,9.6,0.7,0.5,0.0,0.0,0.0,0.0,9.6,0.5,0.0,0.0,FADE
276,2026,REG,2,401872942,2026-09-20T20:25Z,00-0040066,Jackson Woodard,MIA,SF,AWAY,LB,0.11,0.0,0.5,0.1103,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,1.0,0.9,0.35,20.0,28.0,LESS,25000,9.6,0.6,0.4,0.0,0.0,0.0,0.0,0.0,9.6,0.6,0.4,0.0,0.0,0.0,0.0,9.6,0.4,0.0,0.0,FADE
277,2026,REG,2,401872945,2026-09-21T00:20Z,00-0040207,Tim Smith,IND,KC,AWAY,DL,0.11,0.0,0.5,0.1087,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,0.0,,0.0,,,,,0.901,0.9,0.35,45.0,28.0,LESS,25000,9.6,0.6,0.4,0.0,0.0,0.0,0.0,0.0,9.6,0.6,0.4,0.0,0.0,0.0,0.0,9.6,0.4,0.0,0.0,FADE
278,2026,REG,2,401872945,2026-09-21T00:20Z,00-0041545,Peter Woods,KC,IND,HOME,DL,0.11,0.0,0.5,0.1087,0.0,0.0,0.0,0.0,0.0,,2.0,3.0,0.0,,0.0,,,,,0.901,0.9,0.35,45.0,28.0,LESS,25000,9.6,0.6,0.4,0.0,0.0,0.0,0.0,0.0,9.6,0.6,0.4,0.0,0.0,0.0,0.0,9.6,0.4,0.0,0.0,FADE
279,2026,REG,2,401872933,2026-09-20T17:00Z,00-0038937,Zacch Pickens,ATL,CAR,HOME,DL,0.109,0.0,0.5,0.1087,0.0,0.0,0.0,0.0,,0.0,2.0,2.0,0.0,,0.0,,,,,0.901,0.9,0.35,45.0,33.0,LESS,25000,9.6,0.7,0.4,0.0,0.0,0.0,0.0,0.0,9.6,0.7,0.4,0.0,0.0,0.0,0.0,9.6,0.4,0.0,0.0,FADE
280,2026,REG,2,401872942,2026-09-20T20:25Z,00-0041522,Jacob Rodriguez,MIA,SF,AWAY,LB,0.111,0.0,0.5,0.1103,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,1.0,0.9,0.35,20.0,28.0,LESS,25000,9.5,0.7,0.6,0.0,0.0,0.0,0.0,0.0,9.5,0.7,0.6,0.0,0.0,0.0,0.0,9.5,0.6,0.0,0.0,FADE
281,2026,REG,2,401872942,2026-09-20T20:25Z,00-0036341,Khalid Kareem,SF,MIA,HOME,DL,0.11,0.0,0.5,0.1101,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.2,,0.2,,,,,1.45,0.908,0.625,90.0,48.0,LESS,25000,9.5,0.6,0.5,0.0,0.0,0.0,0.0,0.0,9.5,0.6,0.5,0.0,0.0,0.0,0.0,9.5,0.5,0.0,0.0,FADE
282,2026,REG,2,401872938,2026-09-20T17:00Z,00-0040076,Aeneas Peebles,BAL,NO,HOME,DL,0.11,0.0,0.5,0.1111,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.4,,0.4,,,,,1.45,0.916,0.625,90.0,48.0,LESS,25000,9.5,0.7,0.5,0.0,0.0,0.0,0.0,0.0,9.5,0.7,0.5,0.0,0.0,0.0,0.0,9.5,0.5,0.0,0.0,FADE
283,2026,REG,2,401872944,2026-09-20T20:25Z,00-0037051,Elijah Garcia,DAL,WAS,HOME,DL,0.109,0.0,0.5,0.1108,0.0,1.0,0.2,0.167,,0.167,1.0,2.0,0.2,,0.4,,,,,0.65,0.916,0.75,20.0,53.0,LESS,25000,9.5,0.6,0.5,0.0,0.0,0.0,0.0,0.0,9.5,0.6,0.5,0.0,0.0,0.0,0.0,9.5,0.5,0.0,0.0,FADE
284,2026,REG,2,401872944,2026-09-20T20:25Z,00-0038535,DJ Johnson,WAS,DAL,AWAY,LB,0.109,0.0,0.5,0.1103,0.0,0.0,0.0,0.0,,0.0,0.0,3.0,0.0,,0.0,,,,,1.0,0.9,0.35,20.0,33.0,LESS,25000,9.5,0.6,0.5,0.0,0.0,0.0,0.0,0.0,9.5,0.6,0.5,0.0,0.0,0.0,0.0,9.5,0.5,0.0,0.0,FADE
285,2026,REG,2,401872938,2026-09-20T17:00Z,00-0041390,Christen Miller,NO,BAL,AWAY,DL,0.109,0.0,0.5,0.1087,0.0,0.0,0.0,0.0,0.0,,2.0,1.0,0.0,,0.0,,,,,0.901,0.9,0.35,45.0,28.0,LESS,25000,9.5,0.6,0.4,0.0,0.0,0.0,0.0,0.0,9.5,0.6,0.4,0.0,0.0,0.0,0.0,9.5,0.4,0.0,0.0,FADE
286,2026,REG,2,401872937,2026-09-20T17:00Z,00-0039720,Taki Taimani,MIN,CHI,AWAY,DL,0.108,0.0,0.5,0.1087,0.0,0.0,0.0,0.0,,0.0,2.0,4.0,0.0,,0.0,,,,,0.901,0.9,0.35,45.0,28.0,LESS,25000,9.5,0.5,0.4,0.0,0.0,0.0,0.0,0.0,9.5,0.5,0.4,0.0,0.0,0.0,0.0,9.5,0.4,0.0,0.0,FADE
287,2026,REG,2,401872947,2026-09-22T00:15Z,00-0038399,Zaire Barnes,NYG,LAR,AWAY,LB,0.108,0.0,0.5,0.1067,0.0,1.0,0.2,0.111,0.0,0.125,0.0,0.0,0.2,,0.4,,,,,1.0,0.916,1.0,20.0,68.0,LESS,25000,9.4,0.6,0.5,0.0,0.0,0.0,0.0,0.0,9.4,0.6,0.5,0.0,0.0,0.0,0.0,9.4,0.5,0.0,0.0,FADE
288,2026,REG,2,401872932,2026-09-18T00:15Z,00-0039396,Mekhi Wingo,DET,BUF,AWAY,DL,0.108,0.0,0.5,0.1087,0.0,0.0,0.0,0.0,,0.0,2.0,5.0,0.0,,0.0,,,,,0.901,0.9,0.35,45.0,33.0,LESS,25000,9.4,0.6,0.4,0.0,0.0,0.0,0.0,0.0,9.4,0.6,0.4,0.0,0.0,0.0,0.0,9.4,0.4,0.0,0.0,FADE
289,2026,REG,2,401872945,2026-09-21T00:20Z,00-0039433,Marcus Harris,KC,IND,HOME,DL,0.108,0.0,0.5,0.1087,0.0,0.0,0.0,0.0,0.0,,2.0,3.0,0.0,,0.0,,,,,0.901,0.9,0.35,45.0,28.0,LESS,25000,9.4,0.7,0.5,0.0,0.0,0.0,0.0,0.0,9.4,0.7,0.5,0.0,0.0,0.0,0.0,9.4,0.5,0.0,0.0,FADE
290,2026,REG,2,401872933,2026-09-20T17:00Z,00-0040056,Jared Ivey,ATL,CAR,HOME,DL,0.108,0.0,0.5,0.1087,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,0.0,,0.0,,,,,0.901,0.9,0.35,45.0,28.0,LESS,25000,9.4,0.6,0.5,0.0,0.0,0.0,0.0,0.0,9.4,0.6,0.5,0.0,0.0,0.0,0.0,9.4,0.5,0.0,0.0,FADE
291,2026,REG,2,401872945,2026-09-21T00:20Z,00-0041111,Caden Curry,IND,KC,AWAY,DL,0.108,0.0,0.5,0.1087,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,0.0,,0.0,,,,,0.901,0.9,0.35,45.0,28.0,LESS,25000,9.4,0.6,0.4,0.0,0.0,0.0,0.0,0.0,9.4,0.6,0.4,0.0,0.0,0.0,0.0,9.4,0.4,0.0,0.0,FADE
292,2026,REG,2,401872947,2026-09-22T00:15Z,00-0036982,Chauncey Golston,NYG,LAR,AWAY,DL,0.107,0.0,0.5,0.1067,0.0,1.0,0.2,0.111,0.0,0.125,0.0,0.0,0.2,,0.4,,,,,1.0,0.916,1.0,20.0,68.0,LESS,25000,9.4,0.6,0.4,0.0,0.0,0.0,0.0,0.0,9.4,0.6,0.4,0.0,0.0,0.0,0.0,9.4,0.4,0.0,0.0,FADE
293,2026,REG,2,401872937,2026-09-20T17:00Z,00-0041046,Domonique Orange,MIN,CHI,AWAY,DL,0.107,0.0,0.5,0.1087,0.0,0.0,0.0,0.0,0.0,,2.0,4.0,0.0,,0.0,,,,,0.901,0.9,0.35,45.0,28.0,LESS,25000,9.4,0.6,0.5,0.0,0.0,0.0,0.0,0.0,9.4,0.6,0.5,0.0,0.0,0.0,0.0,9.4,0.5,0.0,0.0,FADE
294,2026,REG,2,401872944,2026-09-20T20:25Z,00-0040318,Ale Kaho,WAS,DAL,AWAY,LB,0.107,0.0,0.5,0.1065,0.0,0.0,0.0,0.0,,0.0,0.0,3.0,0.0,,0.0,,,,,1.0,0.9,0.375,20.0,38.0,LESS,25000,9.3,0.6,0.4,0.0,0.0,0.0,0.0,0.0,9.3,0.6,0.4,0.0,0.0,0.0,0.0,9.3,0.4,0.0,0.0,FADE
295,2026,REG,2,401872936,2026-09-20T17:00Z,00-0040877,Dani Dennis-Sutton,GB,NYJ,AWAY,LB,0.107,0.0,0.5,0.1103,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,0.0,,0.0,,,,,1.0,0.9,0.35,20.0,28.0,LESS,25000,9.3,0.6,0.5,0.0,0.0,0.0,0.0,0.0,9.3,0.6,0.5,0.0,0.0,0.0,0.0,9.3,0.5,0.0,0.0,FADE
296,2026,REG,2,401872941,2026-09-20T20:05Z,00-0041544,Akheem Mesidor,LAC,LV,HOME,LB,0.107,0.0,0.5,0.1103,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,,0.0,,,,,1.0,0.9,0.35,20.0,28.0,LESS,25000,9.3,0.6,0.4,0.0,0.0,0.0,0.0,0.0,9.3,0.6,0.4,0.0,0.0,0.0,0.0,9.3,0.4,0.0,0.0,FADE
297,2026,REG,2,401872946,2026-09-20T17:00Z,00-0037711,Jeremiah Pharms Jr.,NE,PIT,HOME,DL,0.106,0.0,0.5,0.1065,0.0,0.0,0.0,0.0,,0.0,2.0,2.0,0.333,,0.333,,,,,0.901,0.913,0.375,45.0,38.0,LESS,25000,9.3,0.6,0.4,0.0,0.0,0.0,0.0,0.0,9.3,0.6,0.4,0.0,0.0,0.0,0.0,9.3,0.4,0.0,0.0,FADE
298,2026,REG,2,401872942,2026-09-20T20:25Z,00-0034779,Ronnie Harrison,MIA,SF,AWAY,LB,0.105,0.0,0.5,0.1067,0.0,2.0,0.0,0.222,,0.222,0.0,0.0,0.0,,0.0,,,,,1.0,0.9,1.0,20.0,68.0,LESS,25000,9.3,0.6,0.4,0.0,0.0,0.0,0.0,0.0,9.3,0.6,0.4,0.0,0.0,0.0,0.0,9.3,0.4,0.0,0.0,FADE
299,2026,REG,2,401872938,2026-09-20T17:00Z,00-0039401,Khristian Boyd,NO,BAL,AWAY,DL,0.106,0.0,0.5,0.1065,0.0,0.0,0.0,0.0,,0.0,2.0,1.0,0.333,,0.333,,,,,0.901,0.913,0.375,45.0,38.0,LESS,25000,9.2,0.6,0.4,0.0,0.0,0.0,0.0,0.0,9.2,0.6,0.4,0.0,0.0,0.0,0.0,9.2,0.4,0.0,0.0,FADE
