Date,Game,Venue,Park Factor,Weather Factor,Temp F,Relative Humidity %,Wind MPH,Wind Direction,Wind Direction Deg,Precip %,Weather Conditions,Estimated Fly Ball Distance Change Ft,Expected HR Boost %,Ball Flight AI Score,Ball Flight Grade,Weather Confidence %,Team,Player,Opp Pitcher,BvP AVG,BvP Hits,BvP AB,Expected PA,Pitcher Weakness,Hits/G,Runs/G,RBI/G,Projected HRR,Hit Rate %,Recent 5 HRR Avg,Recent 5 HRR Scores,Recent 5 HRR Dates,Recent 10 HRR Avg,Recent 10 HRR Scores,Recent 10 HRR Dates,Recent 15 HRR Avg,Recent 15 HRR Scores,Recent 15 HRR Dates,MC Over 0.5 %,MC Over 1.5 %,MC Over 2.5 %,MC Over 3.5 %,MC Over 4.5 %,MC Over 5.5 %,MC Over 6.5 %,Bet Score,AI Score
2026-09-04,Chicago Cubs @ Miami Marlins,loanDepot park,0.978,1.0,,,,,,,Roof / indoor neutral,0.0,0.0,50.0,Roof,95.0,Chicago Cubs,Alex Bregman,Janson Junk,0.0,0,2,5.0,1.03,1.69,1.15,1.76,4.6,73.3,4.4,1|7|2|10|2,09/03|09/02|09/01|08/31|08/30,3.3,1|7|2|10|2|7|2|0|0|2,09/03|09/02|09/01|08/31|08/30|08/29|08/28|08/26|08/25|08/24,3.47,1|7|2|10|2|7|2|0|0|2|4|3|8|0|4,09/03|09/02|09/01|08/31|08/30|08/29|08/28|08/26|08/25|08/24|08/23|08/22|08/21|08/19|08/18,97.4,89.2,76.0,60.8,45.1,32.0,22.2,4.39,206.1
2026-09-04,St. Louis Cardinals @ Colorado Rockies,Coors Field,1.08,1.014,90.0,17.0,14.8,S,176.0,2.0,Light rain,6.3,9.1,63.9,B,75.0,St. Louis Cardinals,Jordan Walker,Ryan Feltner,0.0,0,2,4.4,1.2,1.73,1.38,1.1,4.24,73.3,2.4,2|2|7|0|1,09/03|09/02|09/01|08/30|08/29,2.4,2|2|7|0|1|5|2|3|0|2,09/03|09/02|09/01|08/30|08/29|08/28|08/27|08/26|08/25|08/23,2.87,2|2|7|0|1|5|2|3|0|2|0|6|7|4|2,09/03|09/02|09/01|08/30|08/29|08/28|08/27|08/26|08/25|08/23|08/22|08/21|08/20|08/19|08/18,96.7,87.6,72.1,55.3,40.1,27.7,18.0,3.51,174.8
2026-09-04,Toronto Blue Jays @ Kansas City Royals,Kauffman Stadium,0.995,1.012,99.7,28.0,9.7,S,172.0,0.0,Clear,5.7,8.2,62.5,B,75.0,Kansas City Royals,Carter Jensen,Jameson Taillon,0.0,0,0,4.8,1.2,1.72,1.21,1.11,4.01,66.7,3.8,9|6|3|1|0,09/03|09/02|09/01|08/30|08/29,3.2,9|6|3|1|0|4|4|2|3|0,09/03|09/02|09/01|08/30|08/29|08/28|08/27|08/26|08/25|08/23,2.67,9|6|3|1|0|4|4|2|3|0|0|3|1|2|2,09/03|09/02|09/01|08/30|08/29|08/28|08/27|08/26|08/25|08/23|08/22|08/21|08/19|08/18|08/17,96.0,85.3,70.0,52.7,36.8,24.3,15.6,3.27,163.4
2026-09-04,Toronto Blue Jays @ Kansas City Royals,Kauffman Stadium,0.995,1.012,99.7,28.0,9.7,S,172.0,0.0,Clear,5.7,8.2,62.5,B,75.0,Kansas City Royals,Jac Caglianone,Jameson Taillon,0.0,0,0,4.6,1.2,2.03,0.97,1.07,4.06,60.0,2.6,5|3|0|2|3,09/03|09/02|09/01|08/30|08/29,3.1,5|3|0|2|3|2|14|0|2|0,09/03|09/02|09/01|08/30|08/29|08/28|08/27|08/26|08/22|08/21,2.8,5|3|0|2|3|2|14|0|2|0|1|3|6|0|1,09/03|09/02|09/01|08/30|08/29|08/28|08/27|08/26|08/22|08/21|08/19|08/18|08/17|08/16|08/15,95.9,85.2,69.8,53.3,38.3,25.4,15.9,3.37,164.5
2026-09-04,Atlanta Braves @ Philadelphia Phillies,Citizens Bank Park,1.028,1.005,80.3,68.0,6.2,WNW,289.0,13.0,Clear,2.1,3.0,54.6,C,92.0,Philadelphia Phillies,Alec Bohm,Chris Sale,0.5,1,2,5.0,0.85,1.58,0.99,1.07,3.66,60.0,2.0,4|0|0|3|3,09/01|08/31|08/30|08/29|08/28,2.4,4|0|0|3|3|1|0|1|5|7,09/01|08/31|08/30|08/29|08/28|08/26|08/25|08/24|08/22|08/21,3.2,4|0|0|3|3|1|0|1|5|7|0|5|3|8|8,09/01|08/31|08/30|08/29|08/28|08/26|08/25|08/24|08/22|08/21|08/19|08/18|08/17|08/16|08/15,94.6,81.8,65.0,46.7,31.7,19.8,11.8,3.93,183.1
2026-09-04,Milwaukee Brewers @ Cincinnati Reds,Great American Ball Park,1.045,1.011,97.6,36.0,8.0,NW,308.0,4.0,Clear,5.1,7.4,61.3,B,92.0,Milwaukee Brewers,Christian Yelich,Rhett Lowder,0.0,0,4,4.6,1.2,1.68,1.0,0.91,3.6,66.7,2.0,1|4|5|0|0,09/03|09/02|09/01|08/31|08/30,2.4,1|4|5|0|0|3|4|2|2|3,09/03|09/02|09/01|08/31|08/30|08/29|08/28|08/26|08/25|08/23,2.4,1|4|5|0|0|3|4|2|2|3|0|2|2|8|0,09/03|09/02|09/01|08/31|08/30|08/29|08/28|08/26|08/25|08/23|08/22|08/20|08/19|08/18|08/15,94.4,80.9,63.6,46.0,30.8,19.2,11.4,2.9,149.1
2026-09-04,Washington Nationals @ Los Angeles Dodgers,UNIQLO Field at Dodger Stadium,1.0,1.0,,,,,,,Unavailable,0.0,0.0,50.0,C,40.0,Los Angeles Dodgers,Freddie Freeman,Jackson Kent,0.0,0,0,4.4,1.2,1.75,1.01,0.83,3.57,60.0,2.8,0|6|1|5|2,09/03|09/02|09/01|08/30|08/29,2.5,0|6|1|5|2|3|1|4|0|3,09/03|09/02|09/01|08/30|08/29|08/28|08/27|08/26|08/25|08/23,2.6,0|6|1|5|2|3|1|4|0|3|1|0|2|5|6,09/03|09/02|09/01|08/30|08/29|08/28|08/27|08/26|08/25|08/23|08/22|08/21|08/19|08/18|08/17,94.6,80.9,63.4,45.2,30.1,18.4,10.8,3.12,154.5
2026-09-04,Milwaukee Brewers @ Cincinnati Reds,Great American Ball Park,1.045,1.011,97.6,36.0,8.0,NW,308.0,4.0,Clear,5.1,7.4,61.3,B,92.0,Milwaukee Brewers,William Contreras,Rhett Lowder,0.0,0,2,3.7,1.2,1.83,0.89,0.89,3.58,60.0,3.0,0|4|5|1|5,09/03|09/02|09/01|08/31|08/29,2.8,0|4|5|1|5|5|1|0|5|2,09/03|09/02|09/01|08/31|08/29|08/28|08/27|08/26|08/25|08/23,3.0,0|4|5|1|5|5|1|0|5|2|4|5|1|6|1,09/03|09/02|09/01|08/31|08/29|08/28|08/27|08/26|08/25|08/23|08/22|08/21|08/19|08/18|08/16,94.3,81.1,63.0,45.3,30.1,19.0,11.1,3.59,171.0
2026-09-04,Milwaukee Brewers @ Cincinnati Reds,Great American Ball Park,1.045,1.011,97.6,36.0,8.0,NW,308.0,4.0,Clear,5.1,7.4,61.3,B,92.0,Milwaukee Brewers,Jackson Chourio,Rhett Lowder,0.333,2,6,3.7,1.2,1.75,0.97,0.73,3.45,73.3,3.0,0|7|3|2|3,09/03|09/02|09/01|08/31|08/30,3.4,0|7|3|2|3|3|2|12|0|2,09/03|09/02|09/01|08/31|08/30|08/29|08/28|08/27|08/25|08/23,2.87,0|7|3|2|3|3|2|12|0|2|0|2|1|3|3,09/03|09/02|09/01|08/31|08/30|08/29|08/28|08/27|08/25|08/23|08/22|08/21|08/20|08/19|08/18,93.5,79.6,61.9,43.1,28.4,17.6,10.1,3.41,168.9
2026-09-04,Los Angeles Angels @ Pittsburgh Pirates,PNC Park,0.982,1.005,79.5,74.0,7.0,SW,233.0,19.0,Overcast,2.5,3.6,55.4,C,92.0,Los Angeles Angels,Zach Neto,Jared Jones,0.0,0,0,3.7,1.08,1.46,0.83,0.9,3.23,66.7,2.2,0|3|4|3|1,09/02|09/01|08/31|08/29|08/28,2.7,0|3|4|3|1|3|2|2|4|5,09/02|09/01|08/31|08/29|08/28|08/26|08/25|08/24|08/23|08/22,3.07,0|3|4|3|1|3|2|2|4|5|1|14|1|3|0,09/02|09/01|08/31|08/29|08/28|08/26|08/25|08/24|08/23|08/22|08/21|08/20|08/19|08/18|08/16,92.9,77.5,57.8,38.8,25.0,14.4,7.8,3.74,177.5
