player_id,player_name,team,opponent,position,depth_chart_position,status,years_exp,game_id,game_date,home_away,season,season_type,week,projected_role
00-0023459,Aaron Rodgers,PIT,NYJ,QB,QB,ACT,21.0,2026_PRE_W2_NYJ_PIT,,home,2026,PRE,2,QB
00-0026158,Joe Flacco,CIN,CHI,QB,QB,ACT,18.0,2026_PRE_W2_CHI_CIN,,home,2026,PRE,2,QB
00-0026300,Josh Johnson,CIN,CHI,QB,QB,ACT,18.0,2026_PRE_W2_CHI_CIN,,home,2026,PRE,2,QB
00-0026498,Matthew Stafford,LAR,NO,QB,QB,ACT,17.0,2026_PRE_W2_NO_LAR,,home,2026,PRE,2,QB
00-0027973,Andy Dalton,PHI,NE,QB,QB,ACT,15.0,2026_PRE_W2_PHI_NE,,away,2026,PRE,2,QB
00-0028118,Tyrod Taylor,GB,DEN,QB,QB,ACT,15.0,2026_PRE_W2_GB_DEN,,away,2026,PRE,2,QB
00-0028986,Case Keenum,CHI,CIN,QB,QB,ACT,14.0,2026_PRE_W2_CHI_CIN,,away,2026,PRE,2,QB
00-0029604,Kirk Cousins,LV,HOU,QB,QB,ACT,14.0,2026_PRE_W2_LV_HOU,,away,2026,PRE,2,QB
00-0030565,Geno Smith,NYJ,PIT,QB,QB,ACT,13.0,2026_PRE_W2_NYJ_PIT,,away,2026,PRE,2,QB
00-0031237,Teddy Bridgewater,DET,WAS,QB,QB,ACT,12.0,2026_PRE_W2_WAS_DET,,home,2026,PRE,2,QB
00-0031503,Jameis Winston,NYG,MIA,QB,QB,ACT,11.0,2026_PRE_W2_NYG_MIA,,away,2026,PRE,2,QB
00-0032156,Trevor Siemian,ATL,IND,QB,QB,ACT,11.0,2026_PRE_W2_ATL_IND,,away,2026,PRE,2,QB
00-0032268,Marcus Mariota,WAS,DET,QB,QB,ACT,11.0,2026_PRE_W2_WAS_DET,,away,2026,PRE,2,QB
00-0032434,Brandon Allen,NYG,MIA,QB,QB,ACT,10.0,2026_PRE_W2_NYG_MIA,,away,2026,PRE,2,QB
00-0032950,Carson Wentz,MIN,BAL,QB,QB,ACT,10.0,2026_PRE_W2_BAL_MIN,,home,2026,PRE,2,QB
00-0033077,Dak Prescott,DAL,ARI,QB,QB,ACT,10.0,2026_PRE_W2_DAL_ARI,,away,2026,PRE,2,QB
00-0033106,Jared Goff,DET,WAS,QB,QB,ACT,10.0,2026_PRE_W2_WAS_DET,,home,2026,PRE,2,QB
00-0033319,Nick Mullens,JAX,CAR,QB,QB,ACT,9.0,2026_PRE_W2_CAR_JAX,,home,2026,PRE,2,QB
00-0033537,Deshaun Watson,CLE,BUF,QB,QB,ACT,9.0,2026_PRE_W2_BUF_CLE,,home,2026,PRE,2,QB
00-0033869,Mitchell Trubisky,TEN,SEA,QB,QB,ACT,9.0,2026_PRE_W2_SEA_TEN,,home,2026,PRE,2,QB
00-0033873,Patrick Mahomes,KC,TB,QB,QB,ACT,9.0,2026_PRE_W2_KC_TB,,away,2026,PRE,2,QB
00-0034577,Kyle Allen,BUF,CLE,QB,QB,ACT,8.0,2026_PRE_W2_BUF_CLE,,away,2026,PRE,2,QB
00-0034771,Mason Rudolph,PIT,NYJ,QB,QB,ACT,8.0,2026_PRE_W2_NYJ_PIT,,home,2026,PRE,2,QB
00-0034796,Lamar Jackson,BAL,MIN,QB,QB,ACT,8.0,2026_PRE_W2_BAL_MIN,,away,2026,PRE,2,QB
00-0034855,Baker Mayfield,TB,KC,QB,QB,ACT,8.0,2026_PRE_W2_KC_TB,,home,2026,PRE,2,QB
00-0034857,Josh Allen,BUF,CLE,QB,QB,ACT,8.0,2026_PRE_W2_BUF_CLE,,away,2026,PRE,2,QB
00-0034869,Sam Darnold,SEA,TEN,QB,QB,ACT,8.0,2026_PRE_W2_SEA_TEN,,away,2026,PRE,2,QB
00-0035100,Jake Browning,TB,KC,QB,QB,ACT,7.0,2026_PRE_W2_KC_TB,,home,2026,PRE,2,QB
00-0035228,Kyler Murray,MIN,BAL,QB,QB,ACT,7.0,2026_PRE_W2_BAL_MIN,,home,2026,PRE,2,QB
00-0035251,Will Grier,CAR,JAX,QB,QB,ACT,7.0,2026_PRE_W2_CAR_JAX,,away,2026,PRE,2,QB
00-0035264,Jarrett Stidham,DEN,GB,QB,QB,ACT,7.0,2026_PRE_W2_GB_DEN,,home,2026,PRE,2,QB
00-0035282,Easton Stick,IND,ATL,QB,QB,ACT,7.0,2026_PRE_W2_ATL_IND,,home,2026,PRE,2,QB
00-0035704,Drew Lock,SEA,TEN,QB,QB,ACT,7.0,2026_PRE_W2_SEA_TEN,,away,2026,PRE,2,QB
00-0035710,Daniel Jones,IND,ATL,QB,QB,ACT,7.0,2026_PRE_W2_ATL_IND,,home,2026,PRE,2,QB
00-0035993,Tyler Huntley,BAL,MIN,QB,QB,ACT,6.0,2026_PRE_W2_BAL_MIN,,away,2026,PRE,2,QB
00-0036212,Tua Tagovailoa,ATL,IND,QB,QB,ACT,6.0,2026_PRE_W2_ATL_IND,,away,2026,PRE,2,QB
00-0036264,Jordan Love,GB,DEN,QB,QB,ACT,6.0,2026_PRE_W2_GB_DEN,,away,2026,PRE,2,QB
00-0036355,Justin Herbert,LAC,SF,QB,QB,ACT,6.0,2026_PRE_W2_SF_LAC,,home,2026,PRE,2,QB
00-0036389,Jalen Hurts,PHI,NE,QB,QB,ACT,6.0,2026_PRE_W2_PHI_NE,,away,2026,PRE,2,QB
00-0036442,Joe Burrow,CIN,CHI,QB,QB,ACT,6.0,2026_PRE_W2_CHI_CIN,,home,2026,PRE,2,QB
00-0036679,Shane Buechele,BUF,CLE,QB,QB,ACT,5.0,2026_PRE_W2_BUF_CLE,,away,2026,PRE,2,QB
00-0036879,Sam Ehlinger,DEN,GB,QB,QB,ACT,5.0,2026_PRE_W2_GB_DEN,,home,2026,PRE,2,QB
00-0036898,Davis Mills,HOU,LV,QB,QB,ACT,5.0,2026_PRE_W2_LV_HOU,,home,2026,PRE,2,QB
00-0036945,Justin Fields,KC,TB,QB,QB,ACT,5.0,2026_PRE_W2_KC_TB,,away,2026,PRE,2,QB
00-0036971,Trevor Lawrence,JAX,CAR,QB,QB,ACT,5.0,2026_PRE_W2_CAR_JAX,,home,2026,PRE,2,QB
00-0036972,Mac Jones,SF,LAC,QB,QB,ACT,5.0,2026_PRE_W2_SF_LAC,,away,2026,PRE,2,QB
00-0037012,Trey Lance,LAC,SF,QB,QB,ACT,5.0,2026_PRE_W2_SF_LAC,,home,2026,PRE,2,QB
00-0037013,Zach Wilson,NO,LAR,QB,QB,ACT,5.0,2026_PRE_W2_NO_LAR,,away,2026,PRE,2,QB
00-0037077,Sam Howell,DAL,ARI,QB,QB,ACT,4.0,2026_PRE_W2_DAL_ARI,,away,2026,PRE,2,QB
00-0037324,Chris Oladokun,KC,TB,QB,QB,ACT,4.0,2026_PRE_W2_KC_TB,,away,2026,PRE,2,QB
00-0037327,Skylar Thompson,BAL,MIN,QB,QB,ACT,4.0,2026_PRE_W2_BAL_MIN,,away,2026,PRE,2,QB
00-0037834,Brock Purdy,SF,LAC,QB,QB,ACT,4.0,2026_PRE_W2_SF_LAC,,away,2026,PRE,2,QB
00-0038102,Kenny Pickett,CAR,JAX,QB,QB,ACT,4.0,2026_PRE_W2_CAR_JAX,,away,2026,PRE,2,QB
00-0038108,Bailey Zappe,NYJ,PIT,QB,QB,ACT,4.0,2026_PRE_W2_NYJ_PIT,,away,2026,PRE,2,QB
00-0038128,Malik Willis,MIA,NYG,QB,QB,ACT,4.0,2026_PRE_W2_NYG_MIA,,home,2026,PRE,2,QB
00-0038391,Sean Clifford,CIN,CHI,QB,QB,ACT,3.0,2026_PRE_W2_CHI_CIN,,home,2026,PRE,2,QB
