player_key,player_id,player_name,team,opponent,position,season,season_type,week,ladder_yards,ladder_line,probability_pct,probability,grade,projected_rushing_yards
a t perry__PIT,00-0038612,A.T. Perry,PIT,NYJ,WR,2026,PRE,2,45,45,0.0,0.0,VERY LOW,1.8
a t perry__PIT,00-0038612,A.T. Perry,PIT,NYJ,WR,2026,PRE,2,50,50,0.0,0.0,VERY LOW,1.8
a t perry__PIT,00-0038612,A.T. Perry,PIT,NYJ,WR,2026,PRE,2,55,55,0.0,0.0,VERY LOW,1.8
a t perry__PIT,00-0038612,A.T. Perry,PIT,NYJ,WR,2026,PRE,2,60,60,0.0,0.0,VERY LOW,1.8
a t perry__PIT,00-0038612,A.T. Perry,PIT,NYJ,WR,2026,PRE,2,65,65,0.0,0.0,VERY LOW,1.8
a t perry__PIT,00-0038612,A.T. Perry,PIT,NYJ,WR,2026,PRE,2,70,70,0.0,0.0,VERY LOW,1.8
a t perry__PIT,00-0038612,A.T. Perry,PIT,NYJ,WR,2026,PRE,2,75,75,0.0,0.0,VERY LOW,1.8
a t perry__PIT,00-0038612,A.T. Perry,PIT,NYJ,WR,2026,PRE,2,80,80,0.0,0.0,VERY LOW,1.8
a t perry__PIT,00-0038612,A.T. Perry,PIT,NYJ,WR,2026,PRE,2,85,85,0.0,0.0,VERY LOW,1.8
a t perry__PIT,00-0038612,A.T. Perry,PIT,NYJ,WR,2026,PRE,2,90,90,0.0,0.0,VERY LOW,1.8
a t perry__PIT,00-0038612,A.T. Perry,PIT,NYJ,WR,2026,PRE,2,95,95,0.0,0.0,VERY LOW,1.8
a t perry__PIT,00-0038612,A.T. Perry,PIT,NYJ,WR,2026,PRE,2,100,100,0.0,0.0,VERY LOW,1.8
a t perry__PIT,00-0038612,A.T. Perry,PIT,NYJ,WR,2026,PRE,2,105,105,0.0,0.0,VERY LOW,1.8
a t perry__PIT,00-0038612,A.T. Perry,PIT,NYJ,WR,2026,PRE,2,110,110,0.0,0.0,VERY LOW,1.8
a t perry__PIT,00-0038612,A.T. Perry,PIT,NYJ,WR,2026,PRE,2,115,115,0.0,0.0,VERY LOW,1.8
a t perry__PIT,00-0038612,A.T. Perry,PIT,NYJ,WR,2026,PRE,2,120,120,0.0,0.0,VERY LOW,1.8
a t perry__PIT,00-0038612,A.T. Perry,PIT,NYJ,WR,2026,PRE,2,125,125,0.0,0.0,VERY LOW,1.8
a t perry__PIT,00-0038612,A.T. Perry,PIT,NYJ,WR,2026,PRE,2,130,130,0.0,0.0,VERY LOW,1.8
a t perry__PIT,00-0038612,A.T. Perry,PIT,NYJ,WR,2026,PRE,2,135,135,0.0,0.0,VERY LOW,1.8
a t perry__PIT,00-0038612,A.T. Perry,PIT,NYJ,WR,2026,PRE,2,140,140,0.0,0.0,VERY LOW,1.8
a t perry__PIT,00-0038612,A.T. Perry,PIT,NYJ,WR,2026,PRE,2,145,145,0.0,0.0,VERY LOW,1.8
a t perry__PIT,00-0038612,A.T. Perry,PIT,NYJ,WR,2026,PRE,2,150,150,0.0,0.0,VERY LOW,1.8
a t perry__PIT,00-0038612,A.T. Perry,PIT,NYJ,WR,2026,PRE,2,155,155,0.0,0.0,VERY LOW,1.8
a t perry__PIT,00-0038612,A.T. Perry,PIT,NYJ,WR,2026,PRE,2,160,160,0.0,0.0,VERY LOW,1.8
a t perry__PIT,00-0038612,A.T. Perry,PIT,NYJ,WR,2026,PRE,2,165,165,0.0,0.0,VERY LOW,1.8
a t perry__PIT,00-0038612,A.T. Perry,PIT,NYJ,WR,2026,PRE,2,170,170,0.0,0.0,VERY LOW,1.8
a t perry__PIT,00-0038612,A.T. Perry,PIT,NYJ,WR,2026,PRE,2,175,175,0.0,0.0,VERY LOW,1.8
a t perry__PIT,00-0038612,A.T. Perry,PIT,NYJ,WR,2026,PRE,2,180,180,0.0,0.0,VERY LOW,1.8
a t perry__PIT,00-0038612,A.T. Perry,PIT,NYJ,WR,2026,PRE,2,185,185,0.0,0.0,VERY LOW,1.8
a t perry__PIT,00-0038612,A.T. Perry,PIT,NYJ,WR,2026,PRE,2,190,190,0.0,0.0,VERY LOW,1.8
a t perry__PIT,00-0038612,A.T. Perry,PIT,NYJ,WR,2026,PRE,2,195,195,0.0,0.0,VERY LOW,1.8
a t perry__PIT,00-0038612,A.T. Perry,PIT,NYJ,WR,2026,PRE,2,200,200,0.0,0.0,VERY LOW,1.8
aaron anderson__CLE,00-0041491,Aaron Anderson,CLE,BUF,WR,2026,PRE,2,0,0,100.0,100.0,ELITE,5.0
aaron anderson__CLE,00-0041491,Aaron Anderson,CLE,BUF,WR,2026,PRE,2,5,5,42.9,42.9,COIN FLIP,5.0
aaron anderson__CLE,00-0041491,Aaron Anderson,CLE,BUF,WR,2026,PRE,2,10,10,17.8,17.8,VERY LOW,5.0
aaron anderson__CLE,00-0041491,Aaron Anderson,CLE,BUF,WR,2026,PRE,2,15,15,6.4,6.4,VERY LOW,5.0
aaron anderson__CLE,00-0041491,Aaron Anderson,CLE,BUF,WR,2026,PRE,2,20,20,2.0,2.0,VERY LOW,5.0
aaron anderson__CLE,00-0041491,Aaron Anderson,CLE,BUF,WR,2026,PRE,2,25,25,0.5,0.5,VERY LOW,5.0
aaron anderson__CLE,00-0041491,Aaron Anderson,CLE,BUF,WR,2026,PRE,2,30,30,0.1,0.1,VERY LOW,5.0
aaron anderson__CLE,00-0041491,Aaron Anderson,CLE,BUF,WR,2026,PRE,2,35,35,0.0,0.0,VERY LOW,5.0
aaron anderson__CLE,00-0041491,Aaron Anderson,CLE,BUF,WR,2026,PRE,2,40,40,0.0,0.0,VERY LOW,5.0
aaron anderson__CLE,00-0041491,Aaron Anderson,CLE,BUF,WR,2026,PRE,2,45,45,0.0,0.0,VERY LOW,5.0
aaron anderson__CLE,00-0041491,Aaron Anderson,CLE,BUF,WR,2026,PRE,2,50,50,0.0,0.0,VERY LOW,5.0
aaron anderson__CLE,00-0041491,Aaron Anderson,CLE,BUF,WR,2026,PRE,2,55,55,0.0,0.0,VERY LOW,5.0
aaron anderson__CLE,00-0041491,Aaron Anderson,CLE,BUF,WR,2026,PRE,2,60,60,0.0,0.0,VERY LOW,5.0
aaron anderson__CLE,00-0041491,Aaron Anderson,CLE,BUF,WR,2026,PRE,2,65,65,0.0,0.0,VERY LOW,5.0
aaron anderson__CLE,00-0041491,Aaron Anderson,CLE,BUF,WR,2026,PRE,2,70,70,0.0,0.0,VERY LOW,5.0
aaron anderson__CLE,00-0041491,Aaron Anderson,CLE,BUF,WR,2026,PRE,2,75,75,0.0,0.0,VERY LOW,5.0
aaron anderson__CLE,00-0041491,Aaron Anderson,CLE,BUF,WR,2026,PRE,2,80,80,0.0,0.0,VERY LOW,5.0
aaron anderson__CLE,00-0041491,Aaron Anderson,CLE,BUF,WR,2026,PRE,2,85,85,0.0,0.0,VERY LOW,5.0
aaron anderson__CLE,00-0041491,Aaron Anderson,CLE,BUF,WR,2026,PRE,2,90,90,0.0,0.0,VERY LOW,5.0
aaron anderson__CLE,00-0041491,Aaron Anderson,CLE,BUF,WR,2026,PRE,2,95,95,0.0,0.0,VERY LOW,5.0
aaron anderson__CLE,00-0041491,Aaron Anderson,CLE,BUF,WR,2026,PRE,2,100,100,0.0,0.0,VERY LOW,5.0
aaron anderson__CLE,00-0041491,Aaron Anderson,CLE,BUF,WR,2026,PRE,2,105,105,0.0,0.0,VERY LOW,5.0
aaron anderson__CLE,00-0041491,Aaron Anderson,CLE,BUF,WR,2026,PRE,2,110,110,0.0,0.0,VERY LOW,5.0
aaron anderson__CLE,00-0041491,Aaron Anderson,CLE,BUF,WR,2026,PRE,2,115,115,0.0,0.0,VERY LOW,5.0
aaron anderson__CLE,00-0041491,Aaron Anderson,CLE,BUF,WR,2026,PRE,2,120,120,0.0,0.0,VERY LOW,5.0
aaron anderson__CLE,00-0041491,Aaron Anderson,CLE,BUF,WR,2026,PRE,2,125,125,0.0,0.0,VERY LOW,5.0
aaron anderson__CLE,00-0041491,Aaron Anderson,CLE,BUF,WR,2026,PRE,2,130,130,0.0,0.0,VERY LOW,5.0
aaron anderson__CLE,00-0041491,Aaron Anderson,CLE,BUF,WR,2026,PRE,2,135,135,0.0,0.0,VERY LOW,5.0
aaron anderson__CLE,00-0041491,Aaron Anderson,CLE,BUF,WR,2026,PRE,2,140,140,0.0,0.0,VERY LOW,5.0
aaron anderson__CLE,00-0041491,Aaron Anderson,CLE,BUF,WR,2026,PRE,2,145,145,0.0,0.0,VERY LOW,5.0
aaron anderson__CLE,00-0041491,Aaron Anderson,CLE,BUF,WR,2026,PRE,2,150,150,0.0,0.0,VERY LOW,5.0
aaron anderson__CLE,00-0041491,Aaron Anderson,CLE,BUF,WR,2026,PRE,2,155,155,0.0,0.0,VERY LOW,5.0
aaron anderson__CLE,00-0041491,Aaron Anderson,CLE,BUF,WR,2026,PRE,2,160,160,0.0,0.0,VERY LOW,5.0
aaron anderson__CLE,00-0041491,Aaron Anderson,CLE,BUF,WR,2026,PRE,2,165,165,0.0,0.0,VERY LOW,5.0
aaron anderson__CLE,00-0041491,Aaron Anderson,CLE,BUF,WR,2026,PRE,2,170,170,0.0,0.0,VERY LOW,5.0
aaron anderson__CLE,00-0041491,Aaron Anderson,CLE,BUF,WR,2026,PRE,2,175,175,0.0,0.0,VERY LOW,5.0
aaron anderson__CLE,00-0041491,Aaron Anderson,CLE,BUF,WR,2026,PRE,2,180,180,0.0,0.0,VERY LOW,5.0
aaron anderson__CLE,00-0041491,Aaron Anderson,CLE,BUF,WR,2026,PRE,2,185,185,0.0,0.0,VERY LOW,5.0
aaron anderson__CLE,00-0041491,Aaron Anderson,CLE,BUF,WR,2026,PRE,2,190,190,0.0,0.0,VERY LOW,5.0
aaron anderson__CLE,00-0041491,Aaron Anderson,CLE,BUF,WR,2026,PRE,2,195,195,0.0,0.0,VERY LOW,5.0
aaron anderson__CLE,00-0041491,Aaron Anderson,CLE,BUF,WR,2026,PRE,2,200,200,0.0,0.0,VERY LOW,5.0
aaron jones__MIN,00-0033293,Aaron Jones,MIN,BAL,RB,2026,PRE,2,0,0,100.0,100.0,ELITE,28.4
aaron jones__MIN,00-0033293,Aaron Jones,MIN,BAL,RB,2026,PRE,2,5,5,81.8,81.8,VERY HIGH,28.4
aaron jones__MIN,00-0033293,Aaron Jones,MIN,BAL,RB,2026,PRE,2,10,10,74.1,74.1,HIGH,28.4
aaron jones__MIN,00-0033293,Aaron Jones,MIN,BAL,RB,2026,PRE,2,15,15,65.8,65.8,SOLID,28.4
aaron jones__MIN,00-0033293,Aaron Jones,MIN,BAL,RB,2026,PRE,2,20,20,57.2,57.2,LEAN,28.4
aaron jones__MIN,00-0033293,Aaron Jones,MIN,BAL,RB,2026,PRE,2,25,25,48.5,48.5,COIN FLIP,28.4
aaron jones__MIN,00-0033293,Aaron Jones,MIN,BAL,RB,2026,PRE,2,30,30,40.2,40.2,COIN FLIP,28.4
aaron jones__MIN,00-0033293,Aaron Jones,MIN,BAL,RB,2026,PRE,2,35,35,33.1,33.1,LOW,28.4
aaron jones__MIN,00-0033293,Aaron Jones,MIN,BAL,RB,2026,PRE,2,40,40,27.2,27.2,LOW,28.4
aaron jones__MIN,00-0033293,Aaron Jones,MIN,BAL,RB,2026,PRE,2,45,45,21.9,21.9,VERY LOW,28.4
aaron jones__MIN,00-0033293,Aaron Jones,MIN,BAL,RB,2026,PRE,2,50,50,17.5,17.5,VERY LOW,28.4
aaron jones__MIN,00-0033293,Aaron Jones,MIN,BAL,RB,2026,PRE,2,55,55,13.9,13.9,VERY LOW,28.4
aaron jones__MIN,00-0033293,Aaron Jones,MIN,BAL,RB,2026,PRE,2,60,60,10.7,10.7,VERY LOW,28.4
aaron jones__MIN,00-0033293,Aaron Jones,MIN,BAL,RB,2026,PRE,2,65,65,8.3,8.3,VERY LOW,28.4
aaron jones__MIN,00-0033293,Aaron Jones,MIN,BAL,RB,2026,PRE,2,70,70,6.5,6.5,VERY LOW,28.4
aaron jones__MIN,00-0033293,Aaron Jones,MIN,BAL,RB,2026,PRE,2,75,75,4.9,4.9,VERY LOW,28.4
aaron jones__MIN,00-0033293,Aaron Jones,MIN,BAL,RB,2026,PRE,2,80,80,3.6,3.6,VERY LOW,28.4
aaron jones__MIN,00-0033293,Aaron Jones,MIN,BAL,RB,2026,PRE,2,85,85,2.8,2.8,VERY LOW,28.4
