rank,season,season_type,week,game_id,game_time,player_id,player_name,team,opponent,home_away,position,projected_sacks,median_sacks,p90_sacks,model_lambda,sacks_current,sacks_prior,sacks_l5_pg,sacks_l10_pg,sacks_season_pg,sacks_prior_pg,opp_sacks_allowed_pg,team_def_sacks_pg,qb_hits_l5_pg,qb_hurries_l5_pg,pressures_l5_pg,snaps_l5_pg,pass_rush_snaps_l5_pg,pressure_rate_l5,qb_hit_rate_l5,qb_hits_source,hurries_source,pressures_source,rush_snaps_source,matchup_multiplier,pressure_multiplier,sample_reliability,matchup_score,confidence,ai_play_0_5,n_sims,prob_over_0_5,prob_over_1_0,prob_over_1_5,prob_over_2_0,prob_over_2_5,prob_over_3_0,prob_over_3_5,prob_over_4_0,prob_1_0_plus,prob_1_5_plus,prob_2_0_plus,prob_2_5_plus,prob_3_0_plus,prob_3_5_plus,prob_4_0_plus,prob_1_plus,prob_2_plus,prob_3_plus,prob_4_plus,tier
486,2026,REG,3,401872953,2026-09-27T17:00Z,00-0037254,Terrel Bernard,BUF,LAC,HOME,LB,0.021,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.5,0.0,0.0,0.0,,1.0,0.0,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.297,0.9,1.0,66.0,71.0,LESS,20000,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,FADE
487,2026,REG,3,401872954,2026-09-27T17:00Z,00-0037281,Damone Clark,DET,NYJ,HOME,LB,0.021,0.0,0.0,0.02,0.0,0.0,0.0,0.0,,0.0,2.0,3.5,0.0,0.0,0.0,,1.0,0.0,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.865,0.9,1.0,43.0,71.0,LESS,20000,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,FADE
488,2026,REG,3,401872949,2026-09-27T17:00Z,00-0037832,Kalia Davis,CLE,CAR,HOME,DL,0.021,0.0,0.0,0.02,0.0,0.5,0.0,0.05,,0.033,2.0,2.0,0.0,0.0,0.0,,1.0,0.0,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.865,0.9,1.0,43.0,71.0,LESS,20000,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,FADE
489,2026,REG,3,401872963,2026-09-29T00:15Z,00-0037843,Daniel Hardy,CHI,PHI,HOME,DL,0.021,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.5,0.0,0.0,0.0,,1.0,0.0,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.297,0.9,1.0,66.0,71.0,LESS,20000,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,FADE
490,2026,REG,3,401872948,2026-09-25T00:15Z,00-0038398,Karl Brooks,GB,ATL,HOME,DL,0.021,0.0,0.0,0.02,0.0,0.5,0.0,0.0,0.0,0.038,3.0,3.5,0.4,0.803,1.379,,18.4,7.5,2.2,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.297,0.955,1.0,66.0,71.0,LESS,20000,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,FADE
491,2026,REG,3,401872957,2026-09-27T17:00Z,00-0038653,Cory Durden,NE,JAX,AWAY,DL,0.021,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,1.5,3.0,0.4,0.803,1.379,,18.4,7.5,2.2,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.65,0.955,1.0,31.0,71.0,LESS,20000,1.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.1,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,FADE
492,2026,REG,3,401872954,2026-09-27T17:00Z,00-0038660,Trevor Nowaske,DET,NYJ,HOME,LB,0.021,0.0,0.0,0.02,0.0,1.0,0.0,0.0,0.0,0.077,2.0,3.5,0.2,0.402,0.69,,9.2,7.5,2.2,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.865,0.928,1.0,43.0,71.0,LESS,20000,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,FADE
493,2026,REG,3,401872951,2026-09-27T17:00Z,00-0039009,Dylan Horton,HOU,IND,AWAY,DL,0.021,0.0,0.0,0.02,0.0,0.5,0.0,0.0,,0.033,1.0,3.5,0.0,0.0,0.0,,1.0,0.0,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.65,0.9,1.0,20.0,71.0,LESS,20000,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,FADE
494,2026,REG,3,401872956,2026-09-27T17:00Z,00-0039176,Basil Okoye,NYG,TEN,HOME,DL,0.021,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.5,0.0,0.0,0.0,,1.0,0.0,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.081,0.9,1.0,54.0,71.0,LESS,20000,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,FADE
495,2026,REG,3,401872953,2026-09-27T17:00Z,00-0039763,Joe Andreessen,BUF,LAC,HOME,LB,0.021,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.5,0.2,0.402,0.69,,9.2,7.5,2.2,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.297,0.928,1.0,66.0,71.0,LESS,20000,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,FADE
496,2026,REG,3,401872952,2026-09-27T17:00Z,00-0040175,Jordan Phillips,MIA,KC,HOME,DL,0.021,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.402,0.69,,9.2,7.5,2.2,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.865,0.928,1.0,43.0,71.0,LESS,20000,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,FADE
497,2026,REG,3,401872950,2026-09-27T17:00Z,00-0040188,Yahya Black,PIT,CIN,HOME,DL,0.021,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.5,0.0,0.0,0.0,,1.0,0.0,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.297,0.9,1.0,66.0,71.0,LESS,20000,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,FADE
498,2026,REG,3,401872950,2026-09-27T17:00Z,00-0040231,Carson Bruener,PIT,CIN,HOME,LB,0.021,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.5,0.0,0.0,0.0,,1.0,0.0,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.297,0.9,1.0,66.0,71.0,LESS,20000,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,FADE
499,2026,REG,3,401872951,2026-09-27T17:00Z,00-0039395,Jamal Hill,HOU,IND,AWAY,LB,0.021,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.5,0.0,0.0,0.0,,1.0,0.0,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.65,0.9,1.0,20.0,66.0,LESS,20000,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,FADE
500,2026,REG,3,401872960,2026-09-27T20:25Z,00-0040100,Jay Higgins,BAL,DAL,AWAY,LB,0.021,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.5,0.0,0.0,0.0,,1.0,0.0,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.65,0.9,1.0,20.0,66.0,LESS,20000,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,FADE
501,2026,REG,3,401872954,2026-09-27T17:00Z,00-0035895,Joe Bachie,DET,NYJ,HOME,LB,0.021,0.0,0.0,0.02,0.0,0.0,0.0,0.0,,0.0,2.0,3.5,0.0,0.0,0.0,,1.0,0.0,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.865,0.9,1.0,43.0,61.0,LESS,20000,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,FADE
502,2026,REG,3,401872948,2026-09-25T00:15Z,00-0036648,Nick Niemann,GB,ATL,HOME,LB,0.021,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.5,0.0,0.0,0.0,,1.0,0.0,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.297,0.9,1.0,66.0,61.0,LESS,20000,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,FADE
503,2026,REG,3,401872959,2026-09-27T20:05Z,00-0039718,Bo Richter,MIN,TB,AWAY,LB,0.021,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,3.5,4.0,0.0,0.0,0.0,,1.0,0.0,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.45,0.9,1.0,78.0,61.0,LESS,20000,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,FADE
504,2026,REG,3,401872949,2026-09-27T17:00Z,00-0040261,Easton Mascarenas-Arnold,CLE,CAR,HOME,LB,0.021,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,,1.0,0.0,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.865,0.9,1.0,43.0,61.0,LESS,20000,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,FADE
505,2026,REG,3,401872959,2026-09-27T20:05Z,00-0036695,Naquan Jones,MIN,TB,AWAY,DL,0.02,0.0,0.0,0.0202,0.0,0.0,0.0,0.0,,0.0,3.5,4.0,0.2,0.402,0.69,,9.2,7.5,2.2,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.45,0.928,1.0,78.0,71.0,LESS,20000,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,FADE
506,2026,REG,3,401872951,2026-09-27T17:00Z,00-0037457,Jake Hansen,HOU,IND,AWAY,LB,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.5,0.0,0.0,0.0,,1.0,0.0,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.65,0.9,1.0,20.0,71.0,LESS,20000,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,FADE
507,2026,REG,3,401872955,2026-09-27T17:00Z,00-0039368,Jordan Magee,WAS,SEA,HOME,LB,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2.5,0.0,0.0,0.0,,1.0,0.0,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.65,0.9,1.0,31.0,71.0,LESS,20000,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,FADE
508,2026,REG,3,401872953,2026-09-27T17:00Z,00-0039879,Javon Solomon,BUF,LAC,HOME,LB,0.02,0.0,0.0,0.02,0.0,1.0,0.0,0.0,0.0,0.071,3.0,3.5,0.0,0.0,0.0,,1.0,0.0,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.297,0.9,1.0,66.0,71.0,LESS,20000,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,FADE
509,2026,REG,3,401872963,2026-09-29T00:15Z,00-0040013,Smael Mondon Jr.,PHI,CHI,AWAY,LB,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.5,0.0,0.0,0.0,,1.0,0.0,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.297,0.9,1.0,66.0,71.0,LESS,20000,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,FADE
510,2026,REG,3,401872952,2026-09-27T17:00Z,00-0040118,Cooper McDonald,KC,MIA,AWAY,LB,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,4.5,1.5,0.0,0.0,0.0,,1.0,0.0,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.45,0.9,1.0,90.0,71.0,LESS,20000,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,FADE
511,2026,REG,3,401872951,2026-09-27T17:00Z,00-0040744,Jaylahn Tuimoloau,IND,HOU,HOME,DL,0.02,0.0,0.0,0.0201,0.0,0.0,0.0,0.0,0.0,0.0,3.5,2.0,0.2,0.361,0.606,,5.8,10.5,3.5,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.45,0.924,1.0,78.0,71.0,LESS,20000,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,FADE
512,2026,REG,3,401872963,2026-09-29T00:15Z,00-0036967,Joe Tryon,PHI,CHI,AWAY,DL,0.021,0.0,0.0,0.02,0.0,0.0,0.0,0.0,,0.0,3.0,1.5,0.2,0.361,0.606,,5.8,10.5,3.5,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.297,0.924,1.0,66.0,71.0,LESS,20000,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,FADE
513,2026,REG,3,401872960,2026-09-27T20:25Z,00-0030070,John Jenkins,BAL,DAL,AWAY,DL,0.02,0.0,0.0,0.02,0.0,1.0,0.0,0.0,0.0,0.062,1.0,2.5,0.0,0.0,0.0,,1.0,0.0,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.65,0.9,1.0,20.0,71.0,LESS,20000,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,FADE
514,2026,REG,3,401872953,2026-09-27T17:00Z,00-0032103,Denzel Perryman,LAC,BUF,AWAY,LB,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.0,,0.0,2.0,1.5,0.0,0.0,0.0,,1.0,0.0,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.865,0.9,1.0,43.0,71.0,LESS,20000,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,FADE
515,2026,REG,3,401872956,2026-09-27T17:00Z,00-0032424,DJ Reader,NYG,TEN,HOME,DL,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.5,0.2,0.402,0.69,,9.2,7.5,2.2,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.081,0.928,1.0,54.0,71.0,LESS,20000,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,FADE
516,2026,REG,3,401872954,2026-09-27T17:00Z,00-0033051,David Onyemata,NYJ,DET,AWAY,DL,0.02,0.0,0.0,0.02,0.0,1.0,0.0,0.0,0.0,0.062,2.5,3.0,0.2,0.402,0.69,,9.2,7.5,2.2,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.081,0.928,1.0,54.0,71.0,LESS,20000,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,FADE
517,2026,REG,3,401872961,2026-09-27T20:25Z,00-0033860,Davon Godchaux,NO,LV,HOME,DL,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.2,0.402,0.69,,9.2,7.5,2.2,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.65,0.928,1.0,20.0,71.0,LESS,20000,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,FADE
518,2026,REG,3,401872959,2026-09-27T20:05Z,00-0033872,Jamal Adams,MIN,TB,AWAY,LB,0.02,0.0,0.0,0.02,0.0,1.0,0.0,0.0,,0.059,3.5,4.0,0.0,0.0,0.0,,1.0,0.0,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.45,0.9,1.0,78.0,71.0,LESS,20000,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,FADE
519,2026,REG,3,401872957,2026-09-27T17:00Z,00-0034413,Foye Oluokun,JAX,NE,HOME,LB,0.02,0.0,0.0,0.02,0.0,1.0,0.0,0.0,0.0,0.056,3.0,2.5,0.0,0.0,0.0,,1.0,0.0,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.297,0.9,1.0,66.0,71.0,LESS,20000,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,FADE
520,2026,REG,3,401872956,2026-09-27T17:00Z,00-0034673,Tremaine Edmunds,NYG,TEN,HOME,LB,0.02,0.0,0.0,0.02,0.0,1.0,0.0,0.0,0.0,0.067,2.5,0.5,0.0,0.0,0.0,,1.0,0.0,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.081,0.9,1.0,54.0,71.0,LESS,20000,1.8,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.1,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,FADE
521,2026,REG,3,401872954,2026-09-27T17:00Z,00-0034782,Harrison Phillips,NYJ,DET,AWAY,DL,0.02,0.0,0.0,0.02,0.0,0.5,0.0,0.0,0.0,0.029,2.5,3.0,0.4,0.803,1.379,,18.4,7.5,2.2,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.081,0.955,1.0,54.0,71.0,LESS,20000,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,FADE
522,2026,REG,3,401872958,2026-09-27T20:05Z,00-0034982,Dre Greenlaw,SF,ARI,HOME,LB,0.02,0.0,0.0,0.02,0.0,1.0,0.0,0.0,0.0,0.1,1.5,2.0,0.0,0.0,0.0,,1.0,0.0,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.65,0.9,1.0,31.0,71.0,LESS,20000,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,FADE
523,2026,REG,3,401872951,2026-09-27T17:00Z,00-0035166,Azeez Al-Shaair,HOU,IND,AWAY,LB,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.5,0.0,0.0,0.0,,1.0,0.0,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.65,0.9,1.0,20.0,71.0,LESS,20000,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,FADE
524,2026,REG,3,401872955,2026-09-27T17:00Z,00-0035409,Shy Tuttle,WAS,SEA,HOME,DL,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2.5,0.0,0.0,0.0,,1.0,0.0,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.65,0.9,1.0,31.0,71.0,LESS,20000,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,FADE
525,2026,REG,3,401872949,2026-09-27T17:00Z,00-0035687,Bobby Okereke,CAR,CLE,AWAY,LB,0.02,0.0,0.0,0.0202,0.0,1.0,0.0,0.0,0.0,0.059,3.5,2.0,0.2,0.407,0.714,,11.9,6.0,1.7,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.45,0.929,1.0,78.0,71.0,LESS,20000,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,FADE
526,2026,REG,3,401872956,2026-09-27T17:00Z,00-0036266,Jordan Elliott,TEN,NYG,AWAY,DL,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.5,0.2,0.402,0.69,,9.2,7.5,2.2,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.865,0.928,1.0,43.0,71.0,LESS,20000,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,FADE
527,2026,REG,3,401872961,2026-09-27T20:25Z,00-0037527,Segun Olubi,LV,NO,AWAY,LB,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,,1.0,0.0,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.45,0.9,1.0,90.0,71.0,LESS,20000,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,FADE
528,2026,REG,3,401872951,2026-09-27T17:00Z,00-0037633,Jacob Hummel,HOU,IND,AWAY,LB,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.0,,0.0,1.0,3.5,0.0,0.0,0.0,,1.0,0.0,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.65,0.9,1.0,20.0,71.0,LESS,20000,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,FADE
529,2026,REG,3,401872961,2026-09-27T20:25Z,00-0038387,Colby Wooden,NO,LV,HOME,DL,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.4,0.721,1.212,,11.5,10.5,3.5,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.65,0.948,1.0,20.0,71.0,LESS,20000,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,FADE
530,2026,REG,3,401872953,2026-09-27T17:00Z,00-0038557,Dorian Williams,BUF,LAC,HOME,LB,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.5,0.0,0.0,0.0,,1.0,0.0,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.297,0.9,1.0,66.0,71.0,LESS,20000,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,FADE
531,2026,REG,3,401872960,2026-09-27T20:25Z,00-0039460,Carl Jones,BAL,DAL,AWAY,LB,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.5,0.0,0.0,0.0,,1.0,0.0,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.65,0.9,1.0,20.0,71.0,LESS,20000,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,FADE
532,2026,REG,3,401872962,2026-09-28T00:20Z,00-0039749,Tyler Davis,LAR,DEN,AWAY,DL,0.02,0.0,0.0,0.02,0.0,1.0,0.0,0.0,0.0,0.056,1.5,1.0,0.4,0.721,1.212,,11.5,10.5,3.5,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.65,0.948,1.0,31.0,71.0,LESS,20000,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,FADE
533,2026,REG,3,401872962,2026-09-28T00:20Z,00-0039774,Omar Speights,LAR,DEN,AWAY,LB,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.0,0.0,0.0,0.0,,1.0,0.0,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.65,0.9,1.0,31.0,71.0,LESS,20000,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,FADE
534,2026,REG,3,401872948,2026-09-25T00:15Z,00-0039812,Ty'Ron Hopper,GB,ATL,HOME,LB,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.5,0.0,0.0,0.0,,1.0,0.0,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.297,0.9,1.0,66.0,71.0,LESS,20000,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,FADE
535,2026,REG,3,401872963,2026-09-29T00:15Z,00-0039826,Jeremiah Trotter Jr.,PHI,CHI,AWAY,LB,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.5,0.4,0.803,1.379,,18.4,7.5,2.2,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.297,0.955,1.0,66.0,71.0,LESS,20000,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,FADE
