Rank,Date,Game PK,Game Time UTC,Game Status,Venue,Matchup,Home/Away,Player ID,Player,Team,Opponent,Position,Bats,Confirmed Lineup,Lineup Spot,G,PA,AB,H,2B,3B,HR,R,RBI,BB,HBP,SO,AVG,OBP,SLG,OPS,L14 G,L14 PA,L14 AB,L14 H,L14 HR,L14 AVG,L14 HR/PA,L30 G,L30 PA,L30 AB,L30 H,L30 HR,L30 AVG,L30 HR/PA,Statcast BBE,L30 Statcast BBE,Barrel %,Hard Hit %,Pull %,Center %,Oppo %,Fly Ball %,Air Ball %,Pull Air %,Sweet Spot %,HR Launch %,Ideal HR Contact %,Ideal Contact %,HR/Barrel %,Avg Exit Velocity,Avg Launch Angle,xSLG on Contact,Avg Bat Speed,EV50,Max Exit Velocity,Fast Swing Rate %,Squared-Up Rate %,Blast Rate %,Ideal Attack Angle %,Power DNA Score,Power DNA Label,Power DNA Stars,Power Archetype,Swing Plane Grade,Swing Plane Label,Power Profile Score,Power Profile Label,Power Profile Multiplier,Power Profile Data Quality,L30 Barrel %,L30 Pull Air %,L30 EV50,L30 xSLG on Contact,Fast Swing Source,Squared-Up Source,Blast Source,Ideal Attack Angle Source,Barrels per PA,Barrels per PA %,Estimated xHR,xHR Minus Actual HR,HR Regression Label,AI Power Outlook,Raw HR/PA,Bayesian HR/PA,Expected PA,AB Since Last HR,Games Since Last HR,AB/HR,Due Ratio,Due Meter Pct,Due Label,Opposing SP ID,Opposing SP,Opposing SP Throws,Platoon,SP G,SP GS,SP IP,SP ERA,SP WHIP,SP HR,SP HR/9,SP K/9,SP BB/9,SP Statcast BBE,SP Barrel % Allowed,SP Hard Hit % Allowed,SP Fly Ball % Allowed,SP Pull Air % Allowed,SP Sweet Spot % Allowed,SP Avg EV Allowed,SP EV50 Allowed,SP Max EV Allowed,SP xSLG on Contact Allowed,SP Statcast HR Allowed,Pitch Type Matchup Score,Pitch Mix Coverage %,Weighted xSLG vs Pitch Mix,Weighted Barrel % vs Pitch Mix,Primary Pitch Matchup,Effective Batter Side,Handedness Matchup,Handedness Matchup Score,Hitter Split PA,Hitter Split AVG,Hitter Split OBP,Hitter Split SLG,Hitter Split OPS,Hitter Split HR,Hitter Split BB,Hitter Split K,Hitter HR/PA vs Hand,Hitter Barrel % vs Hand,Hitter xSLG vs Hand,Pitcher Split PA Allowed,Pitcher HR/PA Allowed vs Side,Pitcher Barrel % Allowed vs Side,Pitcher xSLG Allowed vs Side,Career BvP PA,Career BvP AB,Career BvP H,Career BvP Results,Career BvP AVG,Career BvP OBP,Career BvP SLG,Career BvP OPS,Career BvP HR,Career BvP BB,Career BvP K,Hitter vs Pitcher Matchup Score,Hitter vs Pitcher Matchup Label,Hitter vs Pitcher Matchup Band,Career BvP Component Score,Recent Pitch Mix Games,Recent Pitch Mix Source,Recent Pitch Mix Total,Recent Pitch 1 Name,Recent Pitch 1 Usage %,Recent Pitch 1 Count,Recent Pitch 2 Name,Recent Pitch 2 Usage %,Recent Pitch 2 Count,Recent Pitch 3 Name,Recent Pitch 3 Usage %,Recent Pitch 3 Count,Recent Pitch 4 Name,Recent Pitch 4 Usage %,Recent Pitch 4 Count,Weather Condition,Temperature F,Wind,Wind MPH,Roof Closed,Park HR Factor,Park Multiplier,Weather Multiplier,Environment Score,Pitch Fit Multiplier,Pitcher Contact Multiplier,Hitter Power Component,Hitter Power Primary Metric,Hitter Power Secondary Metric,Hitter Power Third Metric,Hitter Power Fourth Metric,Handedness Matchup Component,Pitcher Vulnerability Component,Pitch Type Component,Recent Power Component,Environment Component,Lineup Component,HR Target Score,Target Score Probability %,Recent Form Multiplier,Pitcher HR Multiplier,Platoon Multiplier,Legacy OPS/SLG Multiplier,Statcast Power Multiplier,Power Multiplier,Due Multiplier,Baseline HR Probability %,HR Probability %,Model Confidence %,HR Model Score,Grade,Data Quality,Recent Pitch 5 Name,Recent Pitch 5 Usage %,Recent Pitch 5 Count,Recent Pitch 6 Name,Recent Pitch 6 Usage %,Recent Pitch 6 Count,Recent Pitch 7 Name,Recent Pitch 7 Usage %,Recent Pitch 7 Count
1,2026-09-01,824148,2026-09-02T00:10:00Z,Scheduled,Daikin Park,Chicago White Sox @ Houston Astros,Away,808959,Munetaka Murakami,Chicago White Sox,Houston Astros,1B,L,No,,102,447,364,79,14,0,29,71,59,80,2,150,0.217,0.36,0.495,0.855,12,54,43,4,0,0.093,0.0,26,116,93,13,5,0.14,0.0431,407,99,11.2,32.9,49.4,27.5,22.5,18.6,26.0,49.3,27.1,7.9,4.1,7.9,56.8,86.2,19.6,0.793,72.3,98.9,113.9,45.1,11.6,9.4,44.7,51.4,Average,3.0,Pull Power,A,Excellent HR swing plane,51.4,Average,1.004,Good,10.1,54.5,97.6,0.725,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,37.67,8.67,Strong positive regression,Average Pull Power profile. 11.2% barrel rate; 86.2 mph average exit velocity; 26.0% air-ball rate; 49.3% pull-air rate; 7.9% HR-launch rate.,0.0649,0.0579,4.15,43,12,12.6,3.43,342.6,Very long drought,669854.0,Ronel Blanco,R,LHB vs RHP,5,4,23.1,7.71,1.46,7,2.7,7.71,4.63,143.0,5.6,23.8,19.6,39.5,18.9,81.3,94.3,107.9,0.609,7.0,82.2,100.0,0.877,13.1,4-Seam Fastball,L,LHB vs RHP,68.7,303,0.232,0.366,0.548,0.914,23,51,99,0.0759,13.6,0.857,67,0.0597,4.2,0.549,3,3,1,1/3,0.333,0.333,1.333,1.666,1,0,0,71.2,Slight Hitter Advantage,Above average,57.5,5,Pitch-level Statcast · last 5 MLB games,390,4-Seam Fastball,36.41025641025641,142.0,Changeup,29.23076923076923,114.0,Slider,17.692307692307693,69.0,Curveball,16.666666666666668,65.0,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.064,0.981,69.1,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,68.7,36.8,82.2,67.2,50.0,45.0,60.4,9.01,0.811,1.084,1.025,1.0,1.004,1.004,1.06,21.93,14.84,85.0,46.7,C-,Lineup unconfirmed,,,,,,,,,
2,2026-09-01,824716,2026-09-01T22:45:00Z,Scheduled,Fenway Park,Seattle Mariners @ Boston Red Sox,Away,663728,Cal Raleigh,Seattle Mariners,Boston Red Sox,C,S,No,,104,432,368,63,9,0,20,35,54,58,3,136,0.171,0.287,0.359,0.646,12,45,37,11,7,0.297,0.1556,24,90,72,15,8,0.208,0.0889,580,98,10.6,28.3,60.5,18.3,21.1,18.7,25.2,58.5,29.7,7.4,4.3,7.4,42.5,86.0,27.5,0.67,72.5,97.7,119.7,43.9,11.9,11.8,42.2,49.9,Average,3.0,Pull Power,A-,Elevated power plane,49.9,Average,1.0,Good,12.2,63.0,99.5,0.75,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,52.09,32.09,Strong positive regression,Average Pull Power profile. 10.6% barrel rate; 86.0 mph average exit velocity; 25.2% air-ball rate; 58.5% pull-air rate; 7.4% HR-launch rate.,0.0463,0.0432,3.87,0,0,18.4,0.0,0.0,Very recent HR,,TBD,,Unknown,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,,,,,,,,,50.0,0.0,,,Unknown,S,Unknown,50.0,0,,,,,0,0,0,,,,0,,,,0,0,0,0/0,,,,,0,0,0,50.0,Neutral Matchup,Average,50.0,0,,0,,,,,,,,,,,,,Unknown,,Unknown,,No,102.0,1.02,1.0,53.6,1.0,1.0,67.3,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,50.0,50.0,50.0,75.8,53.6,45.0,58.8,8.24,1.35,1.0,1.0,0.975,1.0,0.975,0.98,15.71,13.65,74.2,32.2,D,Probable SP unavailable; Lineup unconfirmed,,,,,,,,,
3,2026-09-01,824148,2026-09-02T00:10:00Z,Scheduled,Daikin Park,Chicago White Sox @ Houston Astros,Home,670541,Yordan Alvarez,Houston Astros,Chicago White Sox,DH,L,No,,136,597,489,155,28,1,37,91,94,94,9,103,0.317,0.432,0.605,1.037,12,50,39,12,1,0.308,0.02,25,108,86,22,2,0.256,0.0185,736,131,8.3,31.3,50.1,17.1,32.5,19.9,34.3,46.3,33.8,8.6,5.2,8.6,43.1,85.9,23.2,0.743,74.9,98.4,118.5,56.7,16.3,16.8,39.4,52.3,Average,3.0,Pull Power,A-,Elevated power plane,52.3,Average,1.006,Good,6.1,47.7,97.6,0.56,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,54.39,17.39,Strong positive regression,Average Pull Power profile. 8.3% barrel rate; 85.9 mph average exit velocity; 34.3% air-ball rate; 46.3% pull-air rate; 8.6% HR-launch rate.,0.062,0.057,4.25,8,2,13.2,0.61,60.5,Recently homered,680732.0,Sean Burke,R,LHB vs RHP,27,23,149.0,3.32,1.15,18,1.09,9.72,3.02,825.0,4.7,22.7,14.5,48.4,34.5,83.3,94.3,114.0,0.526,18.0,81.2,100.0,0.917,12.6,4-Seam Fastball,L,LHB vs RHP,57.6,437,0.338,0.467,0.65,1.117,28,80,77,0.0641,9.8,0.866,365,0.0329,5.5,0.554,3,2,0,0/2,0.0,0.333,0.0,0.333,0,1,0,62.8,Slight Hitter Advantage,Above average,42.5,5,Pitch-level Statcast · last 5 MLB games,447,4-Seam Fastball,36.68903803131991,164.0,Slider,17.449664429530202,78.0,Knuckle Curve,16.33109619686801,73.0,Cutter,16.107382550335572,72.0,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.062,0.972,65.5,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,57.6,36.6,81.2,54.3,50.0,45.0,57.8,7.82,0.758,0.998,1.025,1.08,1.006,1.087,1.0,22.06,13.06,85.0,38.6,D+,Lineup unconfirmed,Sinker,12.527964205816556,56.0,Changeup,0.8948545861297539,4.0,,,
4,2026-09-01,824472,2026-09-01T22:40:00Z,Scheduled,Great American Ball Park,San Diego Padres @ Cincinnati Reds,Away,665487,Fernando Tatis Jr.,San Diego Padres,Cincinnati Reds,RF,R,No,,136,600,534,150,29,2,17,77,67,54,5,111,0.281,0.349,0.438,0.787,11,49,48,14,2,0.292,0.0408,26,113,103,28,9,0.272,0.0796,672,129,9.8,37.4,37.7,33.2,29.1,14.2,30.5,36.4,31.4,7.7,4.3,7.7,39.4,86.2,10.8,0.674,73.7,100.7,116.9,61.0,17.4,19.4,57.4,52.7,Average,3.0,Balanced Power,A,Excellent HR swing plane,52.7,Average,1.008,Good,12.4,48.8,101.2,0.791,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,53.81,36.81,Strong positive regression,Average Balanced Power profile. 9.8% barrel rate; 86.2 mph average exit velocity; 30.5% air-ball rate; 36.4% pull-air rate; 7.7% HR-launch rate.,0.0283,0.0289,4.05,31,7,31.4,0.99,98.7,Near normal interval,666157.0,Nick Lodolo,L,RHB vs LHP,16,16,79.0,5.24,1.54,15,1.71,7.29,3.76,459.0,7.0,26.1,13.9,40.0,34.2,84.0,96.3,115.9,0.631,15.0,55.1,100.0,0.658,9.2,Sinker,R,RHB vs LHP,57.7,134,0.299,0.388,0.573,0.961,7,17,26,0.0522,9.3,0.665,272,0.0478,8.2,0.651,3,3,0,0/3,0.0,0.0,0.0,0.0,0,0,1,53.7,Neutral Matchup,Average,42.5,5,Pitch-level Statcast · last 5 MLB games,407,Sinker,27.272727272727273,111.0,4-Seam Fastball,25.307125307125308,103.0,Curveball,24.078624078624077,98.0,Changeup,23.34152334152334,95.0,Unknown,,Unknown,,No,112.0,1.12,1.0,71.6,1.01,0.995,60.9,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,57.7,45.6,55.1,76.6,71.6,45.0,57.6,7.73,1.243,1.098,1.025,1.0,1.008,1.008,1.0,11.22,12.05,85.0,34.3,D,Lineup unconfirmed,,,,,,,,,
5,2026-09-01,822929,2026-09-01T22:40:00Z,Scheduled,Tropicana Field,New York Mets @ Tampa Bay Rays,Home,691406,Junior Caminero,Tampa Bay Rays,New York Mets,3B,R,No,,137,597,522,147,20,1,37,85,87,70,3,109,0.282,0.369,0.536,0.905,12,50,45,16,2,0.356,0.04,26,114,103,29,7,0.282,0.0614,696,125,8.6,34.5,46.3,34.7,19.0,14.1,24.6,56.8,23.1,6.1,3.8,6.1,63.3,86.6,13.7,0.613,77.7,100.7,116.9,76.7,11.7,19.4,64.2,53.7,Average,3.0,Pull Power,A,Excellent HR swing plane,53.7,Average,1.01,Good,8.0,53.3,100.8,0.581,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,53.0,16.0,Strong positive regression,Average Pull Power profile. 8.6% barrel rate; 86.6 mph average exit velocity; 24.6% air-ball rate; 56.8% pull-air rate; 6.1% HR-launch rate.,0.062,0.057,4.17,4,1,14.1,0.28,28.4,Very recent HR,640455.0,Sean Manaea,L,RHB vs LHP,28,14,122.2,4.55,1.32,20,1.47,8.8,2.93,750.0,5.6,22.8,14.7,49.7,31.2,81.0,94.1,114.6,0.596,20.0,56.0,100.0,0.677,8.6,4-Seam Fastball,R,RHB vs LHP,50.5,160,0.292,0.425,0.523,0.948,8,29,23,0.05,8.5,0.641,366,0.041,6.0,0.597,0,0,0,0/0,,,,,0,0,0,52.3,Neutral Matchup,Average,50.0,5,Pitch-level Statcast · last 5 MLB games,472,4-Seam Fastball,43.855932203389834,207.0,Sweeper,29.23728813559322,138.0,Sinker,16.73728813559322,79.0,Cutter,7.627118644067797,36.0,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.012,0.981,64.3,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,50.5,42.9,56.0,69.0,50.0,45.0,56.0,7.13,0.949,1.059,1.025,1.03,1.01,1.041,0.98,21.69,14.06,85.0,38.2,D+,Lineup unconfirmed,Changeup,2.542372881355932,12.0,,,,,,
6,2026-09-01,824313,2026-09-02T00:40:00Z,Scheduled,Coors Field,Baltimore Orioles @ Colorado Rockies,Home,696100,Hunter Goodman,Colorado Rockies,Baltimore Orioles,C,R,No,,118,488,440,112,17,1,36,74,73,41,4,158,0.255,0.322,0.543,0.865,7,28,26,8,2,0.308,0.0714,16,62,57,13,3,0.228,0.0484,583,77,8.3,27.6,50.3,24.5,24.7,17.6,25.9,48.4,25.9,7.5,4.8,7.5,64.3,83.3,21.1,0.705,73.7,96.2,114.8,45.9,11.2,9.8,64.2,45.3,Below Average,3.0,Pull Power,A-,Elevated power plane,45.3,Below Average,0.987,Good,7.8,38.9,94.9,0.649,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,40.5,4.5,Strong positive regression,Below Average Pull Power profile. 8.3% barrel rate; 83.3 mph average exit velocity; 25.9% air-ball rate; 48.4% pull-air rate; 7.5% HR-launch rate.,0.0738,0.0655,4.09,16,5,12.2,1.31,130.9,Near normal interval,680694.0,Kyle Bradish,R,RHB vs RHP,26,26,143.0,4.03,1.41,16,1.01,8.37,3.9,732.0,5.5,24.9,13.1,38.6,28.1,83.0,95.3,114.2,0.526,16.0,71.6,100.0,0.811,9.7,Sinker,R,RHB vs RHP,56.4,329,0.246,0.304,0.555,0.859,27,22,102,0.0821,8.9,0.73,240,0.025,6.1,0.495,0,0,0,0/0,,,,,0,0,0,60.4,Slight Hitter Advantage,Above average,50.0,5,Pitch-level Statcast · last 5 MLB games,435,Sinker,42.98850574712644,187.0,Slider,20.689655172413794,90.0,Curveball,20.0,87.0,4-Seam Fastball,13.10344827586207,57.0,Unknown,,Unknown,,No,118.0,1.18,1.0,82.4,1.043,0.98,61.4,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,56.4,34.1,71.6,44.5,82.4,45.0,55.7,7.05,0.973,0.986,0.985,1.03,0.987,1.016,1.0,24.21,16.28,82.0,43.3,C-,Lineup unconfirmed,Changeup,3.218390804597701,14.0,,,,,,
7,2026-09-01,824313,2026-09-02T00:40:00Z,Scheduled,Coors Field,Baltimore Orioles @ Colorado Rockies,Away,624413,Pete Alonso,Baltimore Orioles,Colorado Rockies,1B,R,No,,138,598,518,139,24,0,32,84,91,67,9,145,0.268,0.36,0.5,0.86,12,51,46,13,4,0.283,0.0784,26,112,99,34,9,0.343,0.0804,764,148,8.8,34.5,39.5,28.6,31.7,15.3,27.1,40.4,31.2,9.2,4.3,9.2,54.5,87.0,19.8,0.817,72.9,99.2,113.4,43.2,15.6,12.6,52.7,50.2,Average,3.0,Contact-First Profile,A,Excellent HR swing plane,50.2,Average,1.001,Good,10.1,46.3,99.9,0.927,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,59.56,27.56,Strong positive regression,Average Contact-First Profile profile. 8.8% barrel rate; 87.0 mph average exit velocity; 27.1% air-ball rate; 40.4% pull-air rate; 9.2% HR-launch rate.,0.0535,0.0499,4.15,18,5,16.2,1.11,111.2,Near normal interval,687312.0,Gabriel Hughes,R,RHB vs RHP,10,9,47.2,6.61,1.45,5,0.94,7.17,3.59,297.0,2.7,18.9,14.1,53.0,28.3,81.9,92.9,109.0,0.447,5.0,74.5,99.8,0.846,9.4,4-Seam Fastball,R,RHB vs RHP,50.7,415,0.274,0.373,0.525,0.899,24,51,100,0.0578,7.5,0.773,75,0.0267,2.9,0.511,0,0,0,0/0,,,,,0,0,0,58.9,Slight Hitter Advantage,Above average,50.0,5,Pitch-level Statcast · last 5 MLB games,427,4-Seam Fastball,50.35128805620609,215.0,Changeup,12.646370023419204,54.0,Curveball,12.646370023419204,54.0,Sinker,11.943793911007026,51.0,Unknown,,Unknown,,No,118.0,1.18,1.0,82.4,1.049,0.952,57.6,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,50.7,30.5,74.5,66.5,82.4,45.0,55.6,7.01,1.235,0.983,0.985,1.0,1.001,1.001,1.0,19.14,15.61,85.0,41.7,D+,Lineup unconfirmed,Slider,6.557377049180328,28.0,Sweeper,5.85480093676815,25.0,,,
8,2026-09-01,822929,2026-09-01T22:40:00Z,Scheduled,Tropicana Field,New York Mets @ Tampa Bay Rays,Away,665742,Juan Soto,New York Mets,Tampa Bay Rays,LF,L,No,,87,368,301,85,8,2,22,48,54,64,0,50,0.282,0.406,0.542,0.948,3,9,8,2,1,0.25,0.1111,3,9,8,2,1,0.25,0.1111,428,7,9.1,33.6,50.9,22.0,26.4,22.7,35.9,49.5,29.3,9.8,5.1,9.8,63.0,86.3,20.5,0.719,70.1,98.9,113.3,28.1,17.0,9.7,64.5,50.4,Average,3.0,Pull Power,A-,Elevated power plane,50.4,Average,1.001,Good,14.3,40.0,100.0,0.838,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,34.99,12.99,Strong positive regression,Average Pull Power profile. 9.1% barrel rate; 86.3 mph average exit velocity; 35.9% air-ball rate; 49.5% pull-air rate; 9.8% HR-launch rate.,0.0598,0.053,4.31,1,1,13.7,0.07,7.3,Very recent HR,642547.0,Freddy Peralta,R,LHB vs RHP,27,27,141.0,5.11,1.41,22,1.4,8.49,3.45,823.0,3.4,22.4,14.6,45.1,29.9,81.7,93.4,114.7,0.501,22.0,73.9,98.4,0.804,11.2,4-Seam Fastball,L,LHB vs RHP,58.4,246,0.289,0.431,0.598,1.029,18,50,33,0.0732,9.9,0.799,397,0.0403,3.6,0.507,3,2,1,1/2,0.5,0.667,2.0,2.667,1,1,0,63.7,Slight Hitter Advantage,Above average,57.5,5,Pitch-level Statcast · last 5 MLB games,424,4-Seam Fastball,48.113207547169814,204.0,Changeup,32.783018867924525,139.0,Curveball,12.028301886792454,51.0,Sweeper,6.367924528301887,27.0,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.048,0.959,64.4,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,58.4,29.6,73.9,70.1,50.0,45.0,55.5,6.97,1.0,1.048,1.025,1.03,1.001,1.031,0.98,20.9,14.01,77.7,37.8,D+,Lineup unconfirmed; Limited recent games,Slider,0.7075471698113207,3.0,,,,,,
9,2026-09-01,823340,2026-09-01T22:40:00Z,Scheduled,PNC Park,San Francisco Giants @ Pittsburgh Pirates,Home,665833,Oneil Cruz,Pittsburgh Pirates,San Francisco Giants,CF,L,No,,75,328,289,76,11,1,17,52,52,36,3,114,0.263,0.351,0.484,0.835,10,42,36,9,2,0.25,0.0476,11,45,39,10,3,0.256,0.0667,335,49,10.9,30.2,54.9,22.2,22.2,12.6,24.5,50.8,27.9,7.9,4.5,7.9,50.0,84.1,12.9,0.843,76.1,98.1,117.2,66.5,13.4,12.7,36.9,53.0,Average,3.0,Pull Power,A,Excellent HR swing plane,53.0,Average,1.008,Good,12.2,54.5,94.1,0.886,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,29.26,12.26,Strong positive regression,Average Pull Power profile. 10.9% barrel rate; 84.1 mph average exit velocity; 24.5% air-ball rate; 50.8% pull-air rate; 7.9% HR-launch rate.,0.0518,0.0465,4.09,16,4,17.0,0.94,94.1,Near normal interval,657277.0,Logan Webb,R,LHB vs RHP,24,24,147.2,3.72,1.1,11,0.67,7.19,2.19,767.0,3.4,24.0,11.9,38.3,27.5,81.7,94.4,116.0,0.482,11.0,78.0,100.0,0.85,11.0,Sinker,L,LHB vs RHP,49.8,226,0.244,0.354,0.482,0.836,13,31,72,0.0575,10.0,0.83,364,0.0192,3.8,0.485,3,3,0,0/3,0.0,0.0,0.0,0.0,0,0,1,58.2,Slight Hitter Advantage,Above average,42.5,5,Pitch-level Statcast · last 5 MLB games,443,Sweeper,24.37923250564334,108.0,Sinker,21.218961625282166,94.0,Changeup,20.54176072234763,91.0,4-Seam Fastball,17.381489841986458,77.0,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.056,0.959,66.3,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,49.8,25.7,78.0,65.0,50.0,45.0,55.5,6.96,1.083,0.931,1.025,1.0,1.008,1.008,1.0,17.7,12.2,79.0,34.2,D,Lineup unconfirmed,Cutter,16.478555304740407,73.0,,,,,,
10,2026-09-01,825038,2026-09-02T01:40:00Z,Scheduled,Chase Field,Philadelphia Phillies @ Arizona Diamondbacks,Away,656941,Kyle Schwarber,Philadelphia Phillies,Arizona Diamondbacks,DH,L,No,,132,592,494,120,17,1,40,80,82,86,6,194,0.243,0.359,0.524,0.883,11,51,44,9,3,0.205,0.0588,26,122,101,23,7,0.228,0.0574,661,139,10.3,31.3,63.0,20.6,16.2,14.7,26.4,60.7,29.7,9.8,6.7,9.8,55.2,85.8,19.9,0.79,74.6,98.1,113.4,68.6,14.9,16.7,64.9,56.9,Average,3.5,Pull Power,A,Excellent HR swing plane,56.9,Average,1.019,Good,10.1,64.7,97.0,0.733,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,60.31,20.31,Strong positive regression,Average Pull Power profile. 10.3% barrel rate; 85.8 mph average exit velocity; 26.4% air-ball rate; 60.7% pull-air rate; 9.8% HR-launch rate.,0.0676,0.0616,4.15,16,4,12.4,1.3,129.6,Near normal interval,593958.0,Eduardo Rodriguez,L,LHB vs LHP,27,27,162.0,2.5,1.19,14,0.78,6.61,2.89,907.0,4.9,21.1,15.4,37.7,30.3,81.1,93.2,112.0,0.528,14.0,75.7,99.9,0.844,10.1,4-Seam Fastball,L,LHB vs LHP,50.8,214,0.272,0.383,0.522,0.905,12,29,61,0.0561,7.8,0.776,193,0.0155,6.5,0.584,3,3,0,0/3,0.0,0.0,0.0,0.0,0,0,1,57.8,Neutral Matchup,Average,42.5,5,Pitch-level Statcast · last 5 MLB games,516,4-Seam Fastball,42.054263565891475,217.0,Changeup,26.93798449612403,139.0,Cutter,13.75968992248062,71.0,Curveball,10.077519379844961,52.0,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.051,0.974,64.3,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,50.8,28.7,75.7,65.9,50.0,45.0,55.2,6.88,0.978,0.949,0.985,1.03,1.019,1.05,1.0,23.18,14.05,85.0,40.4,D+,Lineup unconfirmed,Sinker,7.170542635658915,37.0,,,,,,
