player_id,player_name,team,opponent,position,season,season_type,week,ladder_line,probability,probability_grade,projected_receiving_yards,model_version
00-0039075,Puka Nacua,LAR,DEN,WR,2026,REG,3,5.0,98.37,ELITE,109.108,NFL_RECEIVING_YARDS_V1
00-0039075,Puka Nacua,LAR,DEN,WR,2026,REG,3,10.0,97.9,ELITE,109.108,NFL_RECEIVING_YARDS_V1
00-0039075,Puka Nacua,LAR,DEN,WR,2026,REG,3,15.0,97.34,ELITE,109.108,NFL_RECEIVING_YARDS_V1
00-0039075,Puka Nacua,LAR,DEN,WR,2026,REG,3,20.0,96.63,ELITE,109.108,NFL_RECEIVING_YARDS_V1
00-0039075,Puka Nacua,LAR,DEN,WR,2026,REG,3,25.0,95.79,ELITE,109.108,NFL_RECEIVING_YARDS_V1
00-0039075,Puka Nacua,LAR,DEN,WR,2026,REG,3,30.0,94.83,ELITE,109.108,NFL_RECEIVING_YARDS_V1
00-0039075,Puka Nacua,LAR,DEN,WR,2026,REG,3,35.0,93.68,ELITE,109.108,NFL_RECEIVING_YARDS_V1
00-0039075,Puka Nacua,LAR,DEN,WR,2026,REG,3,40.0,92.25,ELITE,109.108,NFL_RECEIVING_YARDS_V1
00-0039075,Puka Nacua,LAR,DEN,WR,2026,REG,3,45.0,90.59,ELITE,109.108,NFL_RECEIVING_YARDS_V1
00-0039075,Puka Nacua,LAR,DEN,WR,2026,REG,3,50.0,88.72,ELITE,109.108,NFL_RECEIVING_YARDS_V1
00-0039075,Puka Nacua,LAR,DEN,WR,2026,REG,3,55.0,86.63,ELITE,109.108,NFL_RECEIVING_YARDS_V1
00-0039075,Puka Nacua,LAR,DEN,WR,2026,REG,3,60.0,84.28,ELITE,109.108,NFL_RECEIVING_YARDS_V1
00-0039075,Puka Nacua,LAR,DEN,WR,2026,REG,3,65.0,81.63,ELITE,109.108,NFL_RECEIVING_YARDS_V1
00-0039075,Puka Nacua,LAR,DEN,WR,2026,REG,3,70.0,78.79,ELITE,109.108,NFL_RECEIVING_YARDS_V1
00-0039075,Puka Nacua,LAR,DEN,WR,2026,REG,3,75.0,75.63,ELITE,109.108,NFL_RECEIVING_YARDS_V1
00-0039075,Puka Nacua,LAR,DEN,WR,2026,REG,3,80.0,72.27,ELITE,109.108,NFL_RECEIVING_YARDS_V1
00-0039075,Puka Nacua,LAR,DEN,WR,2026,REG,3,85.0,68.77,ELITE,109.108,NFL_RECEIVING_YARDS_V1
00-0039075,Puka Nacua,LAR,DEN,WR,2026,REG,3,90.0,65.05,ELITE,109.108,NFL_RECEIVING_YARDS_V1
00-0039075,Puka Nacua,LAR,DEN,WR,2026,REG,3,95.0,61.23,ELITE,109.108,NFL_RECEIVING_YARDS_V1
00-0039075,Puka Nacua,LAR,DEN,WR,2026,REG,3,100.0,57.33,ELITE,109.108,NFL_RECEIVING_YARDS_V1
00-0039075,Puka Nacua,LAR,DEN,WR,2026,REG,3,105.0,53.31,ELITE,109.108,NFL_RECEIVING_YARDS_V1
00-0039075,Puka Nacua,LAR,DEN,WR,2026,REG,3,110.0,49.23,ELITE,109.108,NFL_RECEIVING_YARDS_V1
00-0039075,Puka Nacua,LAR,DEN,WR,2026,REG,3,115.0,45.2,ELITE,109.108,NFL_RECEIVING_YARDS_V1
00-0039075,Puka Nacua,LAR,DEN,WR,2026,REG,3,120.0,41.1,ELITE,109.108,NFL_RECEIVING_YARDS_V1
00-0039075,Puka Nacua,LAR,DEN,WR,2026,REG,3,125.0,37.13,ELITE,109.108,NFL_RECEIVING_YARDS_V1
00-0039075,Puka Nacua,LAR,DEN,WR,2026,REG,3,130.0,33.42,ELITE,109.108,NFL_RECEIVING_YARDS_V1
00-0039075,Puka Nacua,LAR,DEN,WR,2026,REG,3,135.0,29.9,ELITE,109.108,NFL_RECEIVING_YARDS_V1
00-0039075,Puka Nacua,LAR,DEN,WR,2026,REG,3,140.0,26.46,ELITE,109.108,NFL_RECEIVING_YARDS_V1
00-0039075,Puka Nacua,LAR,DEN,WR,2026,REG,3,145.0,23.17,ELITE,109.108,NFL_RECEIVING_YARDS_V1
00-0039075,Puka Nacua,LAR,DEN,WR,2026,REG,3,150.0,20.18,ELITE,109.108,NFL_RECEIVING_YARDS_V1
00-0037239,Chris Olave,NO,LV,WR,2026,REG,3,5.0,98.39,ELITE,94.078,NFL_RECEIVING_YARDS_V1
00-0037239,Chris Olave,NO,LV,WR,2026,REG,3,10.0,97.81,ELITE,94.078,NFL_RECEIVING_YARDS_V1
00-0037239,Chris Olave,NO,LV,WR,2026,REG,3,15.0,97.08,ELITE,94.078,NFL_RECEIVING_YARDS_V1
00-0037239,Chris Olave,NO,LV,WR,2026,REG,3,20.0,96.22,ELITE,94.078,NFL_RECEIVING_YARDS_V1
00-0037239,Chris Olave,NO,LV,WR,2026,REG,3,25.0,95.14,ELITE,94.078,NFL_RECEIVING_YARDS_V1
00-0037239,Chris Olave,NO,LV,WR,2026,REG,3,30.0,93.79,ELITE,94.078,NFL_RECEIVING_YARDS_V1
00-0037239,Chris Olave,NO,LV,WR,2026,REG,3,35.0,92.2,ELITE,94.078,NFL_RECEIVING_YARDS_V1
00-0037239,Chris Olave,NO,LV,WR,2026,REG,3,40.0,90.21,ELITE,94.078,NFL_RECEIVING_YARDS_V1
00-0037239,Chris Olave,NO,LV,WR,2026,REG,3,45.0,87.93,ELITE,94.078,NFL_RECEIVING_YARDS_V1
00-0037239,Chris Olave,NO,LV,WR,2026,REG,3,50.0,85.37,ELITE,94.078,NFL_RECEIVING_YARDS_V1
00-0037239,Chris Olave,NO,LV,WR,2026,REG,3,55.0,82.49,ELITE,94.078,NFL_RECEIVING_YARDS_V1
00-0037239,Chris Olave,NO,LV,WR,2026,REG,3,60.0,79.26,ELITE,94.078,NFL_RECEIVING_YARDS_V1
00-0037239,Chris Olave,NO,LV,WR,2026,REG,3,65.0,75.69,ELITE,94.078,NFL_RECEIVING_YARDS_V1
00-0037239,Chris Olave,NO,LV,WR,2026,REG,3,70.0,71.83,ELITE,94.078,NFL_RECEIVING_YARDS_V1
00-0037239,Chris Olave,NO,LV,WR,2026,REG,3,75.0,67.56,ELITE,94.078,NFL_RECEIVING_YARDS_V1
00-0037239,Chris Olave,NO,LV,WR,2026,REG,3,80.0,63.21,ELITE,94.078,NFL_RECEIVING_YARDS_V1
00-0037239,Chris Olave,NO,LV,WR,2026,REG,3,85.0,58.59,ELITE,94.078,NFL_RECEIVING_YARDS_V1
00-0037239,Chris Olave,NO,LV,WR,2026,REG,3,90.0,53.94,ELITE,94.078,NFL_RECEIVING_YARDS_V1
00-0037239,Chris Olave,NO,LV,WR,2026,REG,3,95.0,49.18,ELITE,94.078,NFL_RECEIVING_YARDS_V1
00-0037239,Chris Olave,NO,LV,WR,2026,REG,3,100.0,44.36,ELITE,94.078,NFL_RECEIVING_YARDS_V1
00-0037239,Chris Olave,NO,LV,WR,2026,REG,3,105.0,39.6,ELITE,94.078,NFL_RECEIVING_YARDS_V1
00-0037239,Chris Olave,NO,LV,WR,2026,REG,3,110.0,34.97,ELITE,94.078,NFL_RECEIVING_YARDS_V1
00-0037239,Chris Olave,NO,LV,WR,2026,REG,3,115.0,30.79,ELITE,94.078,NFL_RECEIVING_YARDS_V1
00-0037239,Chris Olave,NO,LV,WR,2026,REG,3,120.0,26.64,ELITE,94.078,NFL_RECEIVING_YARDS_V1
00-0037239,Chris Olave,NO,LV,WR,2026,REG,3,125.0,22.85,ELITE,94.078,NFL_RECEIVING_YARDS_V1
00-0037239,Chris Olave,NO,LV,WR,2026,REG,3,130.0,19.3,ELITE,94.078,NFL_RECEIVING_YARDS_V1
00-0037239,Chris Olave,NO,LV,WR,2026,REG,3,135.0,16.24,ELITE,94.078,NFL_RECEIVING_YARDS_V1
00-0037239,Chris Olave,NO,LV,WR,2026,REG,3,140.0,13.45,ELITE,94.078,NFL_RECEIVING_YARDS_V1
00-0037239,Chris Olave,NO,LV,WR,2026,REG,3,145.0,11.08,ELITE,94.078,NFL_RECEIVING_YARDS_V1
00-0037239,Chris Olave,NO,LV,WR,2026,REG,3,150.0,8.98,ELITE,94.078,NFL_RECEIVING_YARDS_V1
00-0038543,Jaxon Smith-Njigba,SEA,WAS,WR,2026,REG,3,5.0,98.56,ELITE,92.47,NFL_RECEIVING_YARDS_V1
