Top 30 Rank,Overall Rank,Date,Player,Team,Opponent,Game,Side,Position,Analytical Projected FS,Projected FS,Model Uncertainty,Model Uncertainty Tag,Uncertainty-Adjusted Probability %,Adaptive Weight Source,V7 Segment,Sim Mean,Sim Median,Historical FS Std,Target FS Std,Raw Sim Std,Volatility-Calibrated Sim Std,Volatility Multiplier,Last 5 Avg FS,Last 10 Avg FS,Last 15 Avg FS,Last 5 Fantasy Scores,Last 10 Fantasy Scores,Last 15 Fantasy Scores,P Over 2.5 FS %,P Over 3.0 FS %,P Over 3.5 FS %,P Over 4.0 FS %,P Over 4.5 FS %,P Over 5.0 FS %,P Over 5.5 FS %,P Over 6.0 FS %,P Over 6.5 FS %,P Over 7.0 FS %,P Over 7.5 FS %,P Over 8.0 FS %,P Over 8.5 FS %,P Over 9.0 FS %,P Over 9.5 FS %,P Over 10.0 FS %,P Over 10.5 FS %,P Over 11.0 FS %,P Over 11.5 FS %,P Over 12.0 FS %,P Over 12.5 FS %,P Over 13.0 FS %,P Over 13.5 FS %,P Over 14.0 FS %,P Over 14.5 FS %,P Over 15.0 FS %,P Over 15.5 FS %,AI Score,Grade,Suggested Lean,Recommended Direction,Recommended Line,Recommended Probability %,Projection Edge,Even-Money EV %,Recommendation Strength,Lineup Spot,Lineup Source,Today Lineup Spot,Last 7 Mode Spot,Starts in Last 7,Last 7 Lineup Spots,Lineup Consistency %,Start Probability %,Expected PA,Rest/Usage Note,Recent Start Guess 14,Usage Factor,Opp Pitcher,Opp Pitcher Hand,Pitcher ERA,Pitcher WHIP,Pitcher H/BF,Pitcher HR/BF,Pitcher BB/BF,Bullpen ERA,Bullpen WHIP,Bullpen H/BF,Bullpen HR/BF,Venue,Park Factor,Weather Factor,Temp F,Wind MPH,Wind Direction,Precip %,Weather Note,PA,AB,AVG,OBP,SLG,OPS,Hand Split PA,Hand Split OPS,Season H,Season 2B,Season 3B,Season HR,Season R,Season RBI,Season BB,Season HBP,Season SB,Last 5 Fantasy Score Details,Last 10 Fantasy Score Details,Last 15 Fantasy Score Details,Recent FS Games Available,Historical Volatility Games,Historical FS Mean,Historical FS Median,Volatility Source,Last 7 FS/G,Last 14 FS/G,Last 14 AVG,14-Game Batter Status,Last 30 FS/G,Last 14 FS/PA,Last 14 Hit Rate,Last 14 XBH Rate,Last 14 HR Rate,Last 14 BB Rate,Last 14 SB Rate,Season Projected FS,Last 30 Projected FS,Last 14 Projected FS,Last 7 Projected FS,Hand Split Projected FS,Season Weight %,Last 30 Weight %,Last 14 Weight %,Last 7 Weight %,Hand Split Weight %,V7 PA Adjustment,V7 Bias Correction,Statcast Samples,Avg Exit Velo,Hard Hit %,Barrel %,Sweet Spot %,Statcast xwOBA,Statcast Quality Factor,V7 Statcast EWMA Factor,V7 Statcast Reliability,V7 Recent 10 BBE EV,V7 Recent 25 BBE EV,V7 Matchup Expected xwOBA,V7 Matchup xwOBA Factor,V7 Bullpen Availability %,V7 Bullpen Availability Factor,Elite Single Floor Boost,Walk Floor Boost,Run Scoring Boost,Pitch-Type Matchup Factor,Pitch-Type Samples,Pitch-Type Data Source,Release/Movement Matchup Factor,Release/Movement Samples,Release/Movement Source,Contact Quality Samples,Contact EV Mean,Contact EV Std,Contact LA Mean,Contact LA Std,Pull %,Center %,Oppo %,Directional Weather Factor,Park Single Factor,Park Double Factor,Park Triple Factor,Park HR Factor,EWMA Form Factor,EWMA Fantasy Score,EWMA Trend,Umpire,Umpire Source,Umpire Run Factor,Umpire BB Factor,Umpire K Factor,Defense Factor,Outfield Defense Factor,Infield Defense Factor,Defense Source,Bullpen Fatigue Factor,Bullpen Recent Games,Bullpen Recent Innings Proxy,Running Matchup Factor,Sprint Speed,Matchup DNA Factor,Single Rate,Double Rate,Triple Rate,HR Rate,BB Rate,HBP Rate,K Rate Model,Groundout Share,Flyout Share,Lineout Share,Run Rate Model,RBI Rate Model,SB Rate,_run_scoring_boost,V7 Testing Model,Confirmed Starter,Sim Std,P25,P75,P90,Simulated PA,Zero PA Probability %,Probability Calibration,Raw P Over 2.5 FS %,Raw P Over 3.0 FS %,Raw P Over 3.5 FS %,Raw P Over 4.0 FS %,Raw P Over 4.5 FS %,Raw P Over 5.0 FS %,Raw P Over 5.5 FS %,Raw P Over 6.0 FS %,Raw P Over 6.5 FS %,Raw P Over 7.0 FS %,Raw P Over 7.5 FS %,Raw P Over 8.0 FS %,Raw P Over 8.5 FS %,Raw P Over 9.0 FS %,Raw P Over 9.5 FS %,Raw P Over 10.0 FS %,Raw P Over 10.5 FS %,Raw P Over 11.0 FS %,Raw P Over 11.5 FS %,Raw P Over 12.0 FS %,Raw P Over 12.5 FS %,Raw P Over 13.0 FS %,Raw P Over 13.5 FS %,Raw P Over 14.0 FS %,Raw P Over 14.5 FS %,Raw P Over 15.0 FS %,Raw P Over 15.5 FS %,Floor Uplift 2.5 FS,Floor Uplift 3.0 FS,Floor Uplift 3.5 FS,Floor Uplift 4.0 FS,Floor Uplift 4.5 FS,Floor Uplift 5.0 FS,Floor Uplift 5.5 FS,Floor Uplift 6.0 FS,Floor Uplift 6.5 FS,Floor Uplift 7.0 FS,Floor Uplift 7.5 FS,Floor Uplift 8.0 FS,Floor Uplift 8.5 FS,Floor Uplift 9.0 FS,Floor Uplift 9.5 FS,Floor Uplift 10.0 FS,Floor Uplift 10.5 FS,Floor Uplift 11.0 FS,Floor Uplift 11.5 FS,Floor Uplift 12.0 FS,Floor Uplift 12.5 FS,Floor Uplift 13.0 FS,Floor Uplift 13.5 FS,Floor Uplift 14.0 FS,Floor Uplift 14.5 FS,Floor Uplift 15.0 FS,Floor Uplift 15.5 FS,Confidence
1,1,2026-08-09,Alec Burleson,STL,COL,COL @ STL,HOME,1B,13.9,14.28,0.5,LOW,57.5,Manual — insufficient V7 history,confirmed|top4|RHP,14.28,13.36,6.38,6.24,9.63,6.93,0.72,6.2,10.4,9.07,18|4|2|5|2,18|4|2|5|2|48|5|8|7|5,18|4|2|5|2|48|5|8|7|5|3|4|0|12|13,100.0,100.0,100.0,95.6,95.6,95.6,93.0,93.0,88.4,86.6,86.6,79.9,77.5,77.5,72.0,67.5,63.5,63.5,58.1,54.8,54.8,50.1,46.9,46.9,42.7,40.1,40.1,319.18,A+,MORE 11.5 | 58.1% | Edge +2.8,MORE,11.5,58.1,2.78,16.2,Playable,3,Today Posted,3,3.0,6,4-3-3-3-3-3,83.3,100.0,4.91,Regular,13,1.04,Michael Lorenzen,R,6.83,1.88,0.302,0.0331,0.0847,5.48,1.52,0.2566,0.0354,Busch Stadium,0.99,1.065,91.6,11.3,188.0,1.0,"hot, light wind",496,446,0.283,0.349,0.478,0.827,345,0.969,126,28,1,19,63,78,43,4,3,2026-08-09 vs Colorado Rockies: 18 FS|2026-08-08 vs Colorado Rockies: 4 FS|2026-08-07 vs Colorado Rockies: 2 FS|2026-08-05 @ New York Yankees: 5 FS|2026-08-04 @ New York Yankees: 2 FS,2026-08-09 vs Colorado Rockies: 18 FS|2026-08-08 vs Colorado Rockies: 4 FS|2026-08-07 vs Colorado Rockies: 2 FS|2026-08-05 @ New York Yankees: 5 FS|2026-08-04 @ New York Yankees: 2 FS|2026-08-03 @ New York Yankees: 48 FS|2026-08-02 @ Toronto Blue Jays: 5 FS|2026-08-01 @ Toronto Blue Jays: 8 FS|2026-07-31 @ Toronto Blue Jays: 7 FS|2026-07-30 vs Chicago Cubs: 5 FS,2026-08-09 vs Colorado Rockies: 18 FS|2026-08-08 vs Colorado Rockies: 4 FS|2026-08-07 vs Colorado Rockies: 2 FS|2026-08-05 @ New York Yankees: 5 FS|2026-08-04 @ New York Yankees: 2 FS|2026-08-03 @ New York Yankees: 48 FS|2026-08-02 @ Toronto Blue Jays: 5 FS|2026-08-01 @ Toronto Blue Jays: 8 FS|2026-07-31 @ Toronto Blue Jays: 7 FS|2026-07-30 vs Chicago Cubs: 5 FS|2026-07-29 vs Chicago Cubs: 3 FS|2026-07-28 vs Chicago Cubs: 4 FS|2026-07-27 vs Chicago Cubs: 0 FS|2026-07-26 vs Cincinnati Reds: 12 FS|2026-07-25 vs Cincinnati Reds: 13 FS,15,30,7.9,5.0,Last 30 games + shrinkage,12.0,8.79,0.26,Neutral,7.9,2.085,0.2203,0.1186,0.0678,0.1525,0.0,14.18,13.86,13.86,13.96,13.53,28.0,16.0,20.0,16.0,20.0,-0.011,0.0,336,87.05,33.63,2.08,34.23,0.434,1.0018,0.9709,1.0,74.65,83.23,0.43,1.0978,79.8,1.1119,1.0,1.0,1.0,1.0595,616,Statcast,1.14,69,Statcast,336,87.05,12.0,16.1,31.0,9.8,64.3,25.9,1.0538,1.0091,1.0888,1.0181,1.1175,1.0156,9.2,1.3,Unknown/neutral,Neutral fallback,1.0,1.0,1.0,1.0,1.0,1.0,Neutral fallback,1.072,3,27.0,0.8663,27.0,1.0,0.243,0.1004,0.0044,0.0746,0.0966,0.009,0.1603,0.4713,0.274,0.2547,0.1376,0.1678,0.0073,1.0,Yes,Yes,6.93,9.04,18.4,23.44,4.61,0.0,Raw,100.0,100.0,100.0,95.6,95.6,95.6,93.0,93.0,88.4,86.6,86.6,79.9,77.5,77.5,72.0,67.5,63.5,63.5,58.1,54.8,54.8,50.1,46.9,46.9,42.7,40.1,40.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High
2,2,2026-08-09,Bryce Harper,PHI,TOR,TOR @ PHI,HOME,1B,12.01,11.35,0.5,LOW,63.5,Manual — insufficient V7 history,confirmed|top4|RHP,11.35,9.66,5.62,5.76,8.86,6.38,0.72,11.4,11.2,11.0,13|14|12|14|4,13|14|12|14|4|6|16|16|12|5,13|14|12|14|4|6|16|16|12|5|12|3|22|14|2,100.0,100.0,92.5,92.5,92.5,85.7,81.3,81.3,75.8,68.6,64.7,64.7,57.0,53.3,53.3,48.0,43.8,43.8,40.4,37.0,37.0,34.6,30.6,29.2,29.2,25.5,23.8,277.58,A+,MORE 8.0 | 64.7% | Edge +3.3,MORE,8.0,64.7,3.35,29.4,Good,3,Today Posted,3,3.0,7,3-3-3-3-3-3-3,100.0,100.0,4.9,Regular,14,1.04,Shane Bieber,R,5.48,1.66,0.2462,0.0462,0.1179,4.02,1.32,0.2126,0.0277,Citizens Bank Park,1.04,1.055,92.5,4.5,276.0,0.0,hot,505,419,0.255,0.368,0.501,0.869,314,1.005,107,22,3,25,72,71,78,1,7,2026-08-09 vs Toronto Blue Jays: 13 FS|2026-08-08 vs Toronto Blue Jays: 14 FS|2026-08-07 vs Toronto Blue Jays: 12 FS|2026-08-06 vs Washington Nationals: 14 FS|2026-08-05 vs Washington Nationals: 4 FS,2026-08-09 vs Toronto Blue Jays: 13 FS|2026-08-08 vs Toronto Blue Jays: 14 FS|2026-08-07 vs Toronto Blue Jays: 12 FS|2026-08-06 vs Washington Nationals: 14 FS|2026-08-05 vs Washington Nationals: 4 FS|2026-08-04 vs Washington Nationals: 6 FS|2026-08-03 vs Washington Nationals: 16 FS|2026-08-02 @ Baltimore Orioles: 16 FS|2026-08-01 @ Baltimore Orioles: 12 FS|2026-07-31 @ Baltimore Orioles: 5 FS,2026-08-09 vs Toronto Blue Jays: 13 FS|2026-08-08 vs Toronto Blue Jays: 14 FS|2026-08-07 vs Toronto Blue Jays: 12 FS|2026-08-06 vs Washington Nationals: 14 FS|2026-08-05 vs Washington Nationals: 4 FS|2026-08-04 vs Washington Nationals: 6 FS|2026-08-03 vs Washington Nationals: 16 FS|2026-08-02 @ Baltimore Orioles: 16 FS|2026-08-01 @ Baltimore Orioles: 12 FS|2026-07-31 @ Baltimore Orioles: 5 FS|2026-07-29 @ Miami Marlins: 12 FS|2026-07-28 @ Miami Marlins: 3 FS|2026-07-27 @ Miami Marlins: 22 FS|2026-07-26 vs New York Yankees: 14 FS|2026-07-25 vs New York Yankees: 2 FS,15,30,7.83,6.5,Last 30 games + shrinkage,11.29,11.64,0.286,Neutral,7.83,2.547,0.2188,0.125,0.0625,0.2344,0.0312,12.28,11.25,12.67,12.04,11.56,28.0,16.0,20.0,16.0,20.0,-0.023,0.0,283,83.45,24.03,1.41,30.04,0.419,0.9469,1.0041,1.0,82.68,80.92,0.43,1.0978,79.8,1.0344,1.0,1.0,1.0,1.057,493,Statcast,1.0371,66,Statcast,283,83.45,12.0,17.94,30.07,10.2,66.8,23.0,1.0179,1.0001,1.0183,1.0002,1.0187,1.0312,10.43,2.6,Unknown/neutral,Neutral fallback,1.0,1.0,1.0,1.0,1.0,1.0,Neutral fallback,1.072,3,27.0,1.207,27.0,1.0,0.1441,0.0641,0.0058,0.0654,0.1709,0.0095,0.203,0.4586,0.3007,0.2407,0.1335,0.1511,0.0163,1.0,Yes,Yes,6.38,6.78,15.42,20.46,4.54,0.0,Raw,100.0,100.0,92.5,92.5,92.5,85.7,81.3,81.3,75.8,68.6,64.7,64.7,57.0,53.3,53.3,48.0,43.8,43.8,40.4,37.0,37.0,34.6,30.6,29.2,29.2,25.5,23.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High
3,3,2026-08-09,Kyle Schwarber,PHI,TOR,TOR @ PHI,HOME,DH,11.56,11.62,0.5,LOW,58.8,Manual — insufficient V7 history,confirmed|top4|RHP,11.62,9.73,5.75,5.84,8.67,6.24,0.72,13.4,8.5,8.2,43|5|7|8|4,43|5|7|8|4|0|4|4|4|6,43|5|7|8|4|0|4|4|4|6|7|13|8|5|5,100.0,100.0,93.6,93.6,93.6,87.8,83.7,83.7,78.4,71.4,71.4,67.2,59.6,59.6,55.4,50.0,45.6,45.6,41.9,38.4,38.4,36.1,31.3,31.3,29.8,26.0,24.0,274.43,A+,MORE 9.0 | 59.6% | Edge +2.6,MORE,9.0,59.6,2.62,19.2,Playable,1,Today Posted,1,1.0,7,1-1-1-1-1-2-2,71.4,100.0,5.1,Regular,14,1.04,Shane Bieber,R,5.48,1.66,0.2462,0.0462,0.1179,4.02,1.32,0.2126,0.0277,Citizens Bank Park,1.04,1.055,92.5,4.5,276.0,0.0,hot,503,417,0.247,0.369,0.535,0.904,316,0.871,103,13,1,35,68,68,76,6,3,2026-08-09 vs Toronto Blue Jays: 43 FS|2026-08-08 vs Toronto Blue Jays: 5 FS|2026-08-07 vs Toronto Blue Jays: 7 FS|2026-08-06 vs Washington Nationals: 8 FS|2026-08-05 vs Washington Nationals: 4 FS,2026-08-09 vs Toronto Blue Jays: 43 FS|2026-08-08 vs Toronto Blue Jays: 5 FS|2026-08-07 vs Toronto Blue Jays: 7 FS|2026-08-06 vs Washington Nationals: 8 FS|2026-08-05 vs Washington Nationals: 4 FS|2026-08-04 vs Washington Nationals: 0 FS|2026-08-03 vs Washington Nationals: 4 FS|2026-08-02 @ Baltimore Orioles: 4 FS|2026-08-01 @ Baltimore Orioles: 4 FS|2026-07-31 @ Baltimore Orioles: 6 FS,2026-08-09 vs Toronto Blue Jays: 43 FS|2026-08-08 vs Toronto Blue Jays: 5 FS|2026-08-07 vs Toronto Blue Jays: 7 FS|2026-08-06 vs Washington Nationals: 8 FS|2026-08-05 vs Washington Nationals: 4 FS|2026-08-04 vs Washington Nationals: 0 FS|2026-08-03 vs Washington Nationals: 4 FS|2026-08-02 @ Baltimore Orioles: 4 FS|2026-08-01 @ Baltimore Orioles: 4 FS|2026-07-31 @ Baltimore Orioles: 6 FS|2026-07-27 @ Miami Marlins: 7 FS|2026-07-26 vs New York Yankees: 13 FS|2026-07-25 vs New York Yankees: 8 FS|2026-07-24 vs New York Yankees: 5 FS|2026-07-22 vs Los Angeles Dodgers: 5 FS,15,30,7.4,5.0,Last 30 games + shrinkage,10.14,8.43,0.239,Neutral,7.4,1.844,0.1719,0.0781,0.0312,0.2188,0.0156,12.07,11.33,11.61,12.02,10.6,28.0,16.0,20.0,16.0,20.0,-0.023,0.0,229,85.43,30.57,1.75,29.26,0.487,0.9825,0.9447,1.0,77.06,77.47,0.43,1.0978,79.8,1.0344,1.0,1.0,1.0,1.0236,537,Statcast,1.0197,79,Statcast,229,85.43,12.0,19.72,35.0,7.0,67.2,25.8,1.0179,1.0062,1.0411,1.0124,1.0601,1.0284,9.77,2.37,Unknown/neutral,Neutral fallback,1.0,1.0,1.0,1.0,1.0,1.0,Neutral fallback,1.072,3,27.0,0.9029,27.0,1.0,0.1458,0.0525,0.0033,0.0677,0.1674,0.0149,0.2849,0.3045,0.2825,0.413,0.1266,0.1093,0.0097,1.0,Yes,Yes,6.24,6.85,15.49,20.53,4.73,0.0,Raw,100.0,100.0,93.6,93.6,93.6,87.8,83.7,83.7,78.4,71.4,71.4,67.2,59.6,59.6,55.4,50.0,45.6,45.6,41.9,38.4,38.4,36.1,31.3,31.3,29.8,26.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High
4,4,2026-08-09,Yordan Alvarez,HOU,SD,HOU @ SD,AWAY,DH,11.88,10.76,0.5,LOW,62.5,Manual — insufficient V7 history,confirmed|top4|RHP,10.76,9.11,8.57,7.71,8.24,7.71,0.936,6.0,10.4,10.07,0|9|7|7|7,0|9|7|7|7|24|13|14|2|21,0|9|7|7|7|24|13|14|2|21|11|4|4|9|19,93.4,87.5,80.5,80.5,76.7,76.7,67.6,67.6,63.6,63.6,55.9,55.9,50.8,50.8,46.0,46.0,40.8,38.1,38.1,34.1,34.1,32.0,32.0,27.7,27.7,26.1,26.1,263.0,A+,MORE 7.0 | 63.6% | Edge +3.8,MORE,7.0,63.6,3.76,27.2,Good,2,Today Posted,2,2.0,7,2-2-2-2-2-2-2,100.0,100.0,5.08,Regular,14,1.04,Randy Vásquez,R,4.19,1.42,0.2581,0.0323,0.0714,4.18,1.33,0.2195,0.0298,Petco Park,0.94,1.03,80.8,8.5,307.0,0.0,warm,513,422,0.325,0.439,0.63,1.069,379,1.147,137,24,0,35,79,86,82,6,1,2026-08-08 @ San Diego Padres: 0 FS|2026-08-07 @ San Diego Padres: 9 FS|2026-08-05 vs Toronto Blue Jays: 7 FS|2026-08-04 vs Toronto Blue Jays: 7 FS|2026-08-03 vs Toronto Blue Jays: 7 FS,2026-08-08 @ San Diego Padres: 0 FS|2026-08-07 @ San Diego Padres: 9 FS|2026-08-05 vs Toronto Blue Jays: 7 FS|2026-08-04 vs Toronto Blue Jays: 7 FS|2026-08-03 vs Toronto Blue Jays: 7 FS|2026-08-02 vs Texas Rangers: 24 FS|2026-08-01 vs Texas Rangers: 13 FS|2026-07-31 vs Texas Rangers: 14 FS|2026-07-29 @ Los Angeles Angels: 2 FS|2026-07-28 @ Los Angeles Angels: 21 FS,2026-08-08 @ San Diego Padres: 0 FS|2026-08-07 @ San Diego Padres: 9 FS|2026-08-05 vs Toronto Blue Jays: 7 FS|2026-08-04 vs Toronto Blue Jays: 7 FS|2026-08-03 vs Toronto Blue Jays: 7 FS|2026-08-02 vs Texas Rangers: 24 FS|2026-08-01 vs Texas Rangers: 13 FS|2026-07-31 vs Texas Rangers: 14 FS|2026-07-29 @ Los Angeles Angels: 2 FS|2026-07-28 @ Los Angeles Angels: 21 FS|2026-07-27 @ Los Angeles Angels: 11 FS|2026-07-26 @ Chicago White Sox: 4 FS|2026-07-25 @ Chicago White Sox: 4 FS|2026-07-24 @ Chicago White Sox: 9 FS|2026-07-22 vs Miami Marlins: 19 FS,15,30,11.37,9.0,Last 30 games + shrinkage,9.57,9.43,0.3,Neutral,11.37,1.97,0.2239,0.0746,0.0149,0.2388,0.0,12.82,12.69,10.76,10.66,11.99,28.0,16.0,20.0,16.0,20.0,0.06,0.0,276,85.38,30.8,1.09,28.99,0.501,1.0134,0.9697,1.0,76.25,81.48,0.43,1.0978,79.8,1.0414,1.0,1.0,1.0,1.1235,582,Statcast,1.1249,179,Statcast,276,85.38,12.0,23.86,28.58,18.1,59.1,22.8,0.9865,0.9978,1.0149,1.0563,0.9447,0.9801,9.71,-1.66,Unknown/neutral,Neutral fallback,1.0,1.0,1.0,1.0,1.0,1.0,Neutral fallback,1.072,3,27.0,0.8625,27.0,0.9881,0.1839,0.0719,0.0027,0.0529,0.1359,0.0097,0.1735,0.3525,0.3886,0.2589,0.1332,0.1425,0.0065,1.0,Yes,Yes,7.71,5.37,15.66,21.28,4.51,0.0,Raw,93.4,87.5,80.5,80.5,76.7,76.7,67.6,67.6,63.6,63.6,55.9,55.9,50.8,50.8,46.0,46.0,40.8,38.1,38.1,34.1,34.1,32.0,32.0,27.7,27.7,26.1,26.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium
5,5,2026-08-09,JJ Wetherholt,STL,COL,COL @ STL,HOME,2B,11.14,10.92,0.5,LOW,58.7,Manual — insufficient V7 history,confirmed|top4|RHP,10.92,9.51,5.86,5.91,8.05,5.91,0.735,8.4,8.3,7.2,20|3|2|15|2,20|3|2|15|2|11|2|2|22|4,20|3|2|15|2|11|2|2|22|4|5|8|2|6|4,100.0,92.5,92.5,92.5,88.2,88.2,83.2,79.1,79.1,70.5,67.4,67.4,59.5,54.4,54.4,49.0,43.0,39.3,39.3,34.7,31.9,31.9,27.4,25.2,25.2,21.8,19.3,261.57,A+,MORE 8.5 | 59.5% | Edge +2.4,MORE,8.5,59.5,2.42,19.0,Playable,1,Today Posted,1,1.0,6,1-1-1-1-1-1,100.0,100.0,5.12,Regular,14,1.04,Michael Lorenzen,R,6.83,1.88,0.302,0.0331,0.0847,5.48,1.52,0.2566,0.0354,Busch Stadium,0.99,1.065,91.6,11.3,188.0,1.0,"hot, light wind",507,434,0.249,0.353,0.387,0.74,326,0.762,108,12,0,16,74,45,57,14,12,2026-08-09 vs Colorado Rockies: 20 FS|2026-08-08 vs Colorado Rockies: 3 FS|2026-08-07 vs Colorado Rockies: 2 FS|2026-08-05 @ New York Yankees: 15 FS|2026-08-04 @ New York Yankees: 2 FS,2026-08-09 vs Colorado Rockies: 20 FS|2026-08-08 vs Colorado Rockies: 3 FS|2026-08-07 vs Colorado Rockies: 2 FS|2026-08-05 @ New York Yankees: 15 FS|2026-08-04 @ New York Yankees: 2 FS|2026-08-03 @ New York Yankees: 11 FS|2026-08-01 @ Toronto Blue Jays: 2 FS|2026-07-31 @ Toronto Blue Jays: 2 FS|2026-07-30 vs Chicago Cubs: 22 FS|2026-07-29 vs Chicago Cubs: 4 FS,2026-08-09 vs Colorado Rockies: 20 FS|2026-08-08 vs Colorado Rockies: 3 FS|2026-08-07 vs Colorado Rockies: 2 FS|2026-08-05 @ New York Yankees: 15 FS|2026-08-04 @ New York Yankees: 2 FS|2026-08-03 @ New York Yankees: 11 FS|2026-08-01 @ Toronto Blue Jays: 2 FS|2026-07-31 @ Toronto Blue Jays: 2 FS|2026-07-30 vs Chicago Cubs: 22 FS|2026-07-29 vs Chicago Cubs: 4 FS|2026-07-28 vs Chicago Cubs: 5 FS|2026-07-27 vs Chicago Cubs: 8 FS|2026-07-26 vs Cincinnati Reds: 2 FS|2026-07-25 vs Cincinnati Reds: 6 FS|2026-07-24 vs Cincinnati Reds: 4 FS,15,30,7.07,6.0,Last 30 games + shrinkage,7.86,7.43,0.18,Cold,7.07,1.651,0.1429,0.0476,0.0159,0.2063,0.0317,11.68,10.98,11.21,11.41,10.2,28.0,16.0,20.0,16.0,20.0,-0.011,0.0,271,84.02,26.57,2.21,29.52,0.347,0.9053,0.9954,1.0,87.46,85.52,0.364,1.0414,79.8,1.1119,1.0,1.0,1.0,1.0068,658,Statcast,1.0597,49,Statcast,271,84.02,12.0,16.29,31.91,19.6,57.9,22.5,1.0542,1.001,1.0579,1.0019,1.0609,1.0111,7.99,0.92,Unknown/neutral,Neutral fallback,1.0,1.0,1.0,1.0,1.0,1.0,Neutral fallback,1.072,3,27.0,1.2431,27.0,1.0,0.2053,0.0572,0.0035,0.0396,0.1155,0.0151,0.1545,0.5266,0.2604,0.213,0.1512,0.0975,0.0184,1.0,Yes,Yes,5.91,6.57,14.65,19.06,4.78,0.0,Raw,100.0,92.5,92.5,92.5,88.2,88.2,83.2,79.1,79.1,70.5,67.4,67.4,59.5,54.4,54.4,49.0,43.0,39.3,39.3,34.7,31.9,31.9,27.4,25.2,25.2,21.8,19.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High
