player_id,player_name,team,opponent,position,depth_chart_position,status,years_exp,season,season_type,week,target_slate,game_id,game_date,home_away,projected_receiving_yards,projection_mean,projection_median,projection_floor,projection_ceiling,model_std,historical_games,last_5_avg,last_10_avg,last_15_avg,season_avg,volume_last_5,preseason_usage_multiplier,opponent_adjustment,data_source,simulations,model_version,projected_targets,projected_receptions,target_share,catch_rate,yards_per_target,yards_per_reception,last5_targets,target_trend_pct,targets,target_share_pct,projected_target_share,projected_rec,catch_rate_pct,receiving_yards_per_target,receiving_yards_per_reception,prob_10_plus,prob_20_plus,prob_30_plus,prob_40_plus,prob_50_plus,prob_60_plus,prob_70_plus,prob_80_plus,prob_90_plus,prob_100_plus,team_targets_pg,team_pass_attempts_pg,team_catch_rate,team_yards_per_target,team_yards_per_reception,team_explosive_rec_rate,team_epa_per_target,pace_plays_per_game,opp_rec_def_rating,opp_secondary_rating,opp_rec_yards_allowed_pg,opp_targets_allowed_pg,opp_receptions_allowed_pg,opp_catch_rate_allowed,opp_yards_per_target_allowed,opp_explosive_rec_rate_allowed,opp_epa_per_target_allowed,opp_pressure_rate,stadium_name,stadium_city,stadium_state,stadium_type,roof_type,projected_roof_status,field_surface,stadium_elevation_ft,weather_source_consensus,game_weather_window,kickoff_local,temperature_f,temperature_game_min_f,temperature_game_max_f,temperature_game_range_f,dew_point_f,humidity_pct,pressure_hpa,cloud_cover_pct,visibility_miles,wind_mph,wind_gust_mph,wind_gust_excess_mph,wind_direction_deg,precipitation_pct,precipitation_in,weather_condition,weather_uncertainty_score,weather_confidence_pct,receiving_weather_rating,receiving_weather_multiplier,receiving_weather_short_multiplier,receiving_weather_deep_multiplier,receiving_weather_risk,spread,game_total,team_implied_points,opp_implied_points,odds_details,receiving_matchup_score,projected_receiving_yards_pre_weather,weather_adjustment_yards
00-0040461,Luke Grimm,LAC,LAR,WR,WR,ACT,1.0,2026,PRE,3,2026 PRE W3,2026_PRE_W3_LAR_LAC,,home,23.38,23.05,22.364,0.0,44.718,15.89,0,,,,,,0.68,1.108,TEAM_LEAGUE_PRIOR,10000,NFL_RECEIVING_YARDS_V1,3.086,1.975,16.0,64.0,7.2,11.25,,,3.086,16.0,16.0,1.975,64.0,7.2,11.25,75.91,55.34,32.31,15.42,5.42,1.42,0.31,0.03,0.01,0.0,36.509433962264154,36.509433962264154,0.0,6.534883720930233,,8.062015503875969,,36.509433962264154,49.50302024533259,49.50302024533259,243.24561403508773,36.89473684210526,0.0,0.0,6.592962434617213,8.7018544935806,,0.0,SoFi Stadium,Inglewood,CA,OUTDOOR,CANOPY,OUTDOOR,TURF,131.0,Open-Meteo,Kickoff through +3h,2026-08-20T19:00:00-07:00,71.9,69.7,76.1,,66.0,82.5,1007.8,16.5,34.5,4.2,5.7,1.5,270.0,0.0,0.0,,0.0,100.0,96.0,1.0144,1.012,1.0168,FAVORABLE,,,,,,98.9,23.05,0.33
00-0041380,Devonte Ross,LAC,LAR,WR,WR,ACT,0.0,2026,PRE,3,2026 PRE W3,2026_PRE_W3_LAR_LAC,,home,23.37,23.043,22.203,0.001,44.626,16.035,0,,,,,,0.68,1.108,TEAM_LEAGUE_PRIOR,10000,NFL_RECEIVING_YARDS_V1,3.086,1.975,16.0,64.0,7.2,11.25,,,3.086,16.0,16.0,1.975,64.0,7.2,11.25,75.4,54.84,32.59,15.36,5.7,1.53,0.38,0.09,0.0,0.0,36.509433962264154,36.509433962264154,0.0,6.534883720930233,,8.062015503875969,,36.509433962264154,49.50302024533259,49.50302024533259,243.24561403508773,36.89473684210526,0.0,0.0,6.592962434617213,8.7018544935806,,0.0,SoFi Stadium,Inglewood,CA,OUTDOOR,CANOPY,OUTDOOR,TURF,131.0,Open-Meteo,Kickoff through +3h,2026-08-20T19:00:00-07:00,71.9,69.7,76.1,,66.0,82.5,1007.8,16.5,34.5,4.2,5.7,1.5,270.0,0.0,0.0,,0.0,100.0,96.0,1.0144,1.012,1.0168,FAVORABLE,,,,,,98.9,23.04,0.33
00-0040075,LaJohntay Wester,BAL,WAS,WR,WR,ACT,1.0,2026,PRE,3,2026 PRE W3,2026_PRE_W3_WAS_BAL,,home,23.03,23.028,22.251,0.374,44.225,15.719,0,,,,,,0.68,1.124,TEAM_LEAGUE_PRIOR,10000,NFL_RECEIVING_YARDS_V1,3.061,1.959,16.0,64.0,7.2,11.25,,,3.061,16.0,16.0,1.959,64.0,7.2,11.25,76.26,55.38,32.36,14.81,5.19,1.53,0.23,0.02,0.0,0.0,29.545454545454547,29.545454545454547,0.0,7.558769230769231,,10.03076923076923,,29.545454545454547,47.82956927731748,47.82956927731748,247.83333333333334,34.51851851851852,0.0,0.0,7.179721030042918,9.2274678111588,,0.0,U.S. Bank Stadium,Minneapolis,MN,INDOOR,DOME,INDOOR,TURF,830.0,Open-Meteo,Kickoff through +3h,2026-08-22T12:00:00-05:00,76.6,75.3,77.8,,56.5,50.0,989.5,22.0,78.6,14.5,22.1,7.6,323.0,0.0,0.0,,0.0,100.0,100.0,1.0,1.0,1.0,INDOOR / CONTROLLED,,,,,,100.4,23.03,0.0
00-0039722,JaQuae Jackson,LAC,LAR,WR,WR,ACT,2.0,2026,PRE,3,2026 PRE W3,2026_PRE_W3_LAR_LAC,,home,23.33,22.999,22.186,0.0,44.56,15.997,0,,,,,,0.68,1.108,TEAM_LEAGUE_PRIOR,10000,NFL_RECEIVING_YARDS_V1,3.086,1.975,16.0,64.0,7.2,11.25,,,3.086,16.0,16.0,1.975,64.0,7.2,11.25,75.62,54.69,32.7,15.37,5.59,1.64,0.42,0.05,0.0,0.0,36.509433962264154,36.509433962264154,0.0,6.534883720930233,,8.062015503875969,,36.509433962264154,49.50302024533259,49.50302024533259,243.24561403508773,36.89473684210526,0.0,0.0,6.592962434617213,8.7018544935806,,0.0,SoFi Stadium,Inglewood,CA,OUTDOOR,CANOPY,OUTDOOR,TURF,131.0,Open-Meteo,Kickoff through +3h,2026-08-20T19:00:00-07:00,71.9,69.7,76.1,,66.0,82.5,1007.8,16.5,34.5,4.2,5.7,1.5,270.0,0.0,0.0,,0.0,100.0,96.0,1.0144,1.012,1.0168,FAVORABLE,,,,,,98.9,23.0,0.33
00-0041474,Mante Morrow,LAC,LAR,WR,WR,ACT,0.0,2026,PRE,3,2026 PRE W3,2026_PRE_W3_LAR_LAC,,home,23.33,22.998,22.227,0.0,44.287,15.91,0,,,,,,0.68,1.108,TEAM_LEAGUE_PRIOR,10000,NFL_RECEIVING_YARDS_V1,3.086,1.975,16.0,64.0,7.2,11.25,,,3.086,16.0,16.0,1.975,64.0,7.2,11.25,75.48,55.0,33.19,15.25,5.37,1.38,0.35,0.05,0.0,0.0,36.509433962264154,36.509433962264154,0.0,6.534883720930233,,8.062015503875969,,36.509433962264154,49.50302024533259,49.50302024533259,243.24561403508773,36.89473684210526,0.0,0.0,6.592962434617213,8.7018544935806,,0.0,SoFi Stadium,Inglewood,CA,OUTDOOR,CANOPY,OUTDOOR,TURF,131.0,Open-Meteo,Kickoff through +3h,2026-08-20T19:00:00-07:00,71.9,69.7,76.1,,66.0,82.5,1007.8,16.5,34.5,4.2,5.7,1.5,270.0,0.0,0.0,,0.0,100.0,96.0,1.0144,1.012,1.0168,FAVORABLE,,,,,,98.9,23.0,0.33
00-0040984,Dontae McMillan,BAL,WAS,RB,RB,ACT,0.0,2026,PRE,3,2026 PRE W3,2026_PRE_W3_WAS_BAL,,home,22.99,22.992,22.056,0.026,44.206,15.756,0,,,,,,0.68,1.124,TEAM_LEAGUE_PRIOR,10000,NFL_RECEIVING_YARDS_V1,3.061,1.959,8.0,64.0,7.2,11.25,,,3.061,8.0,8.0,1.959,64.0,7.2,11.25,76.1,54.86,32.5,14.99,5.14,1.4,0.33,0.07,0.0,0.0,29.545454545454547,29.545454545454547,0.0,7.558769230769231,,10.03076923076923,,29.545454545454547,47.82956927731748,47.82956927731748,247.83333333333334,34.51851851851852,0.0,0.0,7.179721030042918,9.2274678111588,,0.0,U.S. Bank Stadium,Minneapolis,MN,INDOOR,DOME,INDOOR,TURF,830.0,Open-Meteo,Kickoff through +3h,2026-08-22T12:00:00-05:00,76.6,75.3,77.8,,56.5,50.0,989.5,22.0,78.6,14.5,22.1,7.6,323.0,0.0,0.0,,0.0,100.0,100.0,1.0,1.0,1.0,INDOOR / CONTROLLED,,,,,,100.4,22.99,0.0
00-0040977,Cortez Braham,BAL,WAS,WR,WR,ACT,0.0,2026,PRE,3,2026 PRE W3,2026_PRE_W3_WAS_BAL,,home,22.99,22.986,22.21,0.713,44.251,15.595,0,,,,,,0.68,1.124,TEAM_LEAGUE_PRIOR,10000,NFL_RECEIVING_YARDS_V1,3.061,1.959,16.0,64.0,7.2,11.25,,,3.061,16.0,16.0,1.959,64.0,7.2,11.25,76.46,55.13,31.89,14.77,5.13,1.42,0.24,0.01,0.01,0.0,29.545454545454547,29.545454545454547,0.0,7.558769230769231,,10.03076923076923,,29.545454545454547,47.82956927731748,47.82956927731748,247.83333333333334,34.51851851851852,0.0,0.0,7.179721030042918,9.2274678111588,,0.0,U.S. Bank Stadium,Minneapolis,MN,INDOOR,DOME,INDOOR,TURF,830.0,Open-Meteo,Kickoff through +3h,2026-08-22T12:00:00-05:00,76.6,75.3,77.8,,56.5,50.0,989.5,22.0,78.6,14.5,22.1,7.6,323.0,0.0,0.0,,0.0,100.0,100.0,1.0,1.0,1.0,INDOOR / CONTROLLED,,,,,,100.4,22.99,0.0
00-0041327,Cody Hardy,NO,DAL,TE,TE,ACT,0.0,2026,PRE,3,2026 PRE W3,2026_PRE_W3_NO_DAL,,away,23.18,22.957,22.288,0.0,44.601,16.089,0,,,,,,0.68,1.096,TEAM_LEAGUE_PRIOR,10000,NFL_RECEIVING_YARDS_V1,3.053,1.954,12.0,64.0,7.2,11.25,,,3.053,12.0,12.0,1.954,64.0,7.2,11.25,75.29,55.13,32.65,15.02,5.63,1.73,0.4,0.04,0.0,0.0,36.78431372549019,36.78431372549019,0.0,6.437633262260128,,7.036247334754798,,36.78431372549019,48.1254523676242,48.1254523676242,238.48076923076923,33.48076923076923,0.0,0.0,7.122917863296956,9.075244112578977,,0.0,SoFi Stadium,Inglewood,CA,OUTDOOR,CANOPY,OUTDOOR,TURF,131.0,Open-Meteo,Kickoff through +3h,2026-08-22T13:00:00-07:00,85.4,84.4,87.2,,69.3,59.0,1008.1,4.5,58.7,8.2,9.1,0.9,268.0,0.0,0.0,,0.0,100.0,93.4,1.0097,1.0089,1.0096,FAVORABLE,,,,,,98.2,22.96,0.22
00-0040876,Elijah Sarratt,BAL,WAS,WR,WR,ACT,0.0,2026,PRE,3,2026 PRE W3,2026_PRE_W3_WAS_BAL,,home,22.95,22.947,22.252,0.43,44.046,15.587,0,,,,,,0.68,1.124,TEAM_LEAGUE_PRIOR,10000,NFL_RECEIVING_YARDS_V1,3.061,1.959,16.0,64.0,7.2,11.25,,,3.061,16.0,16.0,1.959,64.0,7.2,11.25,76.04,54.87,32.6,14.97,4.76,1.14,0.22,0.04,0.0,0.0,29.545454545454547,29.545454545454547,0.0,7.558769230769231,,10.03076923076923,,29.545454545454547,47.82956927731748,47.82956927731748,247.83333333333334,34.51851851851852,0.0,0.0,7.179721030042918,9.2274678111588,,0.0,U.S. Bank Stadium,Minneapolis,MN,INDOOR,DOME,INDOOR,TURF,830.0,Open-Meteo,Kickoff through +3h,2026-08-22T12:00:00-05:00,76.6,75.3,77.8,,56.5,50.0,989.5,22.0,78.6,14.5,22.1,7.6,323.0,0.0,0.0,,0.0,100.0,100.0,1.0,1.0,1.0,INDOOR / CONTROLLED,,,,,,100.4,22.95,0.0
00-0040086,Mac Dalena,BUF,PIT,WR,WR,ACT,1.0,2026,PRE,3,2026 PRE W3,2026_PRE_W3_PIT_BUF,,home,22.71,22.941,22.528,0.725,43.403,15.372,0,,,,,,0.68,1.135,TEAM_LEAGUE_PRIOR,10000,NFL_RECEIVING_YARDS_V1,3.055,1.955,16.0,64.0,7.2,11.25,,,3.055,16.0,16.0,1.955,64.0,7.2,11.25,76.81,55.51,32.38,13.94,4.49,1.24,0.23,0.02,0.0,0.0,33.172413793103445,33.172413793103445,0.0,7.210498960498961,,9.615384615384617,,33.172413793103445,49.4019327452918,49.4019327452918,249.7037037037037,37.166666666666664,0.0,0.0,6.718485301444943,8.619830592924764,,0.0,Huntington Bank Field,Cleveland,OH,OUTDOOR,OUTDOOR,OUTDOOR,—,653.0,Open-Meteo,Kickoff through +3h,2026-08-22T13:00:00-04:00,75.6,70.3,82.2,,68.6,79.8,987.2,87.2,37.0,7.0,10.2,3.2,198.0,35.2,1.079,,0.0,100.0,82.5,0.9901,0.9958,0.9789,NEUTRAL,,,,,,100.2,22.94,-0.23
00-0041443,Skyler Bell,BUF,PIT,WR,WR,ACT,0.0,2026,PRE,3,2026 PRE W3,2026_PRE_W3_PIT_BUF,,home,22.71,22.935,22.238,0.573,43.619,15.568,0,,,,,,0.68,1.135,TEAM_LEAGUE_PRIOR,10000,NFL_RECEIVING_YARDS_V1,3.055,1.955,16.0,64.0,7.2,11.25,,,3.055,16.0,16.0,1.955,64.0,7.2,11.25,76.09,55.47,32.48,14.67,4.83,1.25,0.28,0.05,0.01,0.0,33.172413793103445,33.172413793103445,0.0,7.210498960498961,,9.615384615384617,,33.172413793103445,49.4019327452918,49.4019327452918,249.7037037037037,37.166666666666664,0.0,0.0,6.718485301444943,8.619830592924764,,0.0,Huntington Bank Field,Cleveland,OH,OUTDOOR,OUTDOOR,OUTDOOR,—,653.0,Open-Meteo,Kickoff through +3h,2026-08-22T13:00:00-04:00,75.6,70.3,82.2,,68.6,79.8,987.2,87.2,37.0,7.0,10.2,3.2,198.0,35.2,1.079,,0.0,100.0,82.5,0.9901,0.9958,0.9789,NEUTRAL,,,,,,100.2,22.93,-0.23
00-0041550,Brenen Thompson,LAC,LAR,WR,WR,RES,0.0,2026,PRE,3,2026 PRE W3,2026_PRE_W3_LAR_LAC,,home,23.24,22.91,22.211,0.276,44.294,15.78,0,,,,,,0.68,1.108,TEAM_LEAGUE_PRIOR,10000,NFL_RECEIVING_YARDS_V1,3.086,1.975,16.0,64.0,7.2,11.25,,,3.086,16.0,16.0,1.975,64.0,7.2,11.25,75.66,54.95,32.44,15.26,5.23,1.26,0.31,0.03,0.0,0.0,36.509433962264154,36.509433962264154,0.0,6.534883720930233,,8.062015503875969,,36.509433962264154,49.50302024533259,49.50302024533259,243.24561403508773,36.89473684210526,0.0,0.0,6.592962434617213,8.7018544935806,,0.0,SoFi Stadium,Inglewood,CA,OUTDOOR,CANOPY,OUTDOOR,TURF,131.0,Open-Meteo,Kickoff through +3h,2026-08-20T19:00:00-07:00,71.9,69.7,76.1,,66.0,82.5,1007.8,16.5,34.5,4.2,5.7,1.5,270.0,0.0,0.0,,0.0,100.0,96.0,1.0144,1.012,1.0168,FAVORABLE,,,,,,98.9,22.91,0.33
00-0041041,Oscar Delp,NO,DAL,TE,TE,ACT,0.0,2026,PRE,3,2026 PRE W3,2026_PRE_W3_NO_DAL,,away,23.13,22.903,21.86,0.086,44.282,15.903,0,,,,,,0.68,1.096,TEAM_LEAGUE_PRIOR,10000,NFL_RECEIVING_YARDS_V1,3.053,1.954,12.0,64.0,7.2,11.25,,,3.053,12.0,12.0,1.954,64.0,7.2,11.25,75.43,54.17,32.53,14.9,5.66,1.53,0.33,0.04,0.01,0.0,36.78431372549019,36.78431372549019,0.0,6.437633262260128,,7.036247334754798,,36.78431372549019,48.1254523676242,48.1254523676242,238.48076923076923,33.48076923076923,0.0,0.0,7.122917863296956,9.075244112578977,,0.0,SoFi Stadium,Inglewood,CA,OUTDOOR,CANOPY,OUTDOOR,TURF,131.0,Open-Meteo,Kickoff through +3h,2026-08-22T13:00:00-07:00,85.4,84.4,87.2,,69.3,59.0,1008.1,4.5,58.7,8.2,9.1,0.9,268.0,0.0,0.0,,0.0,100.0,93.4,1.0097,1.0089,1.0096,FAVORABLE,,,,,,98.2,22.9,0.22
00-0040629,Dalevon Campbell,LAC,LAR,WR,WR,ACT,1.0,2026,PRE,3,2026 PRE W3,2026_PRE_W3_LAR_LAC,,home,23.23,22.899,22.113,0.0,44.311,15.778,0,,,,,,0.68,1.108,TEAM_LEAGUE_PRIOR,10000,NFL_RECEIVING_YARDS_V1,3.086,1.975,16.0,64.0,7.2,11.25,,,3.086,16.0,16.0,1.975,64.0,7.2,11.25,75.94,54.72,32.62,15.12,5.1,1.43,0.32,0.02,0.0,0.0,36.509433962264154,36.509433962264154,0.0,6.534883720930233,,8.062015503875969,,36.509433962264154,49.50302024533259,49.50302024533259,243.24561403508773,36.89473684210526,0.0,0.0,6.592962434617213,8.7018544935806,,0.0,SoFi Stadium,Inglewood,CA,OUTDOOR,CANOPY,OUTDOOR,TURF,131.0,Open-Meteo,Kickoff through +3h,2026-08-20T19:00:00-07:00,71.9,69.7,76.1,,66.0,82.5,1007.8,16.5,34.5,4.2,5.7,1.5,270.0,0.0,0.0,,0.0,100.0,96.0,1.0144,1.012,1.0168,FAVORABLE,,,,,,98.9,22.9,0.33
00-0040870,Ja'Kobi Lane,BAL,WAS,WR,WR,ACT,0.0,2026,PRE,3,2026 PRE W3,2026_PRE_W3_WAS_BAL,,home,22.86,22.859,22.117,0.103,43.812,15.554,0,,,,,,0.68,1.124,TEAM_LEAGUE_PRIOR,10000,NFL_RECEIVING_YARDS_V1,3.061,1.959,16.0,64.0,7.2,11.25,,,3.061,16.0,16.0,1.959,64.0,7.2,11.25,76.05,55.08,32.42,14.67,4.58,1.2,0.2,0.03,0.01,0.0,29.545454545454547,29.545454545454547,0.0,7.558769230769231,,10.03076923076923,,29.545454545454547,47.82956927731748,47.82956927731748,247.83333333333334,34.51851851851852,0.0,0.0,7.179721030042918,9.2274678111588,,0.0,U.S. Bank Stadium,Minneapolis,MN,INDOOR,DOME,INDOOR,TURF,830.0,Open-Meteo,Kickoff through +3h,2026-08-22T12:00:00-05:00,76.6,75.3,77.8,,56.5,50.0,989.5,22.0,78.6,14.5,22.1,7.6,323.0,0.0,0.0,,0.0,100.0,100.0,1.0,1.0,1.0,INDOOR / CONTROLLED,,,,,,100.4,22.86,0.0
00-0040637,Lucas Scott,BAL,WAS,RB,FB,ACT,1.0,2026,PRE,3,2026 PRE W3,2026_PRE_W3_WAS_BAL,,home,22.85,22.846,22.058,0.83,43.882,15.536,0,,,,,,0.68,1.124,TEAM_LEAGUE_PRIOR,10000,NFL_RECEIVING_YARDS_V1,3.061,1.959,8.0,64.0,7.2,11.25,,,3.061,8.0,8.0,1.959,64.0,7.2,11.25,76.05,54.79,31.79,14.28,5.02,1.4,0.22,0.02,0.0,0.0,29.545454545454547,29.545454545454547,0.0,7.558769230769231,,10.03076923076923,,29.545454545454547,47.82956927731748,47.82956927731748,247.83333333333334,34.51851851851852,0.0,0.0,7.179721030042918,9.2274678111588,,0.0,U.S. Bank Stadium,Minneapolis,MN,INDOOR,DOME,INDOOR,TURF,830.0,Open-Meteo,Kickoff through +3h,2026-08-22T12:00:00-05:00,76.6,75.3,77.8,,56.5,50.0,989.5,22.0,78.6,14.5,22.1,7.6,323.0,0.0,0.0,,0.0,100.0,100.0,1.0,1.0,1.0,INDOOR / CONTROLLED,,,,,,100.4,22.85,0.0
00-0039361,Bucky Irving,TB,JAX,RB,RB,ACT,2.0,2026,PRE,3,2026 PRE W3,2026_PRE_W3_TB_JAX,,away,23.17,22.838,16.21,0.0,58.401,24.438,25,16.8,27.2,27.8,30.778,3.2,0.68,1.0,PLAYER_HISTORY,10000,NFL_RECEIVING_YARDS_V1,2.17,1.836,10.78,84.62,7.5,8.864,3.2,-23.81,2.17,10.78,10.78,1.836,84.62,7.5,8.864,57.23,45.47,33.91,23.5,15.34,9.19,5.19,2.56,1.2,0.6,35.7962962962963,35.7962962962963,0.0,6.859286083807553,,9.777547853078117,,35.7962962962963,49.71135308304035,49.71135308304035,255.6346153846154,38.17307692307692,0.0,0.0,6.696725440806046,8.41309823677582,,0.0,Raymond James Stadium,Tampa,FL,OUTDOOR,OUTDOOR,OUTDOOR,—,3.0,Open-Meteo,Kickoff through +3h,2026-08-22T19:30:00-04:00,84.7,81.9,88.4,,72.5,67.8,1014.5,75.5,51.4,5.8,10.2,4.4,222.0,3.5,0.0,,0.0,100.0,96.0,1.0144,1.012,1.0168,FAVORABLE,,,,,,99.6,22.84,0.33
00-0040361,Stephen Gosnell,BUF,PIT,WR,WR,ACT,1.0,2026,PRE,3,2026 PRE W3,2026_PRE_W3_PIT_BUF,,home,22.61,22.833,22.143,0.722,43.979,15.464,0,,,,,,0.68,1.135,TEAM_LEAGUE_PRIOR,10000,NFL_RECEIVING_YARDS_V1,3.055,1.955,16.0,64.0,7.2,11.25,,,3.055,16.0,16.0,1.955,64.0,7.2,11.25,76.06,54.68,31.99,14.42,4.9,1.13,0.17,0.01,0.0,0.0,33.172413793103445,33.172413793103445,0.0,7.210498960498961,,9.615384615384617,,33.172413793103445,49.4019327452918,49.4019327452918,249.7037037037037,37.166666666666664,0.0,0.0,6.718485301444943,8.619830592924764,,0.0,Huntington Bank Field,Cleveland,OH,OUTDOOR,OUTDOOR,OUTDOOR,—,653.0,Open-Meteo,Kickoff through +3h,2026-08-22T13:00:00-04:00,75.6,70.3,82.2,,68.6,79.8,987.2,87.2,37.0,7.0,10.2,3.2,198.0,35.2,1.079,,0.0,100.0,82.5,0.9901,0.9958,0.9789,NEUTRAL,,,,,,100.2,22.83,-0.23
00-0041373,Jerand Bradley,LAC,LAR,WR,WR,ACT,0.0,2026,PRE,3,2026 PRE W3,2026_PRE_W3_LAR_LAC,,home,23.14,22.809,21.837,0.0,44.158,15.815,0,,,,,,0.68,1.108,TEAM_LEAGUE_PRIOR,10000,NFL_RECEIVING_YARDS_V1,3.086,1.975,16.0,64.0,7.2,11.25,,,3.086,16.0,16.0,1.975,64.0,7.2,11.25,75.5,54.35,31.6,15.07,5.45,1.42,0.3,0.05,0.01,0.01,36.509433962264154,36.509433962264154,0.0,6.534883720930233,,8.062015503875969,,36.509433962264154,49.50302024533259,49.50302024533259,243.24561403508773,36.89473684210526,0.0,0.0,6.592962434617213,8.7018544935806,,0.0,SoFi Stadium,Inglewood,CA,OUTDOOR,CANOPY,OUTDOOR,TURF,131.0,Open-Meteo,Kickoff through +3h,2026-08-20T19:00:00-07:00,71.9,69.7,76.1,,66.0,82.5,1007.8,16.5,34.5,4.2,5.7,1.5,270.0,0.0,0.0,,0.0,100.0,96.0,1.0144,1.012,1.0168,FAVORABLE,,,,,,98.9,22.81,0.33
00-0039259,Dayton Wade,BAL,WAS,WR,WR,ACT,2.0,2026,PRE,3,2026 PRE W3,2026_PRE_W3_WAS_BAL,,home,22.8,22.803,21.909,0.087,43.907,15.691,0,,,,,,0.68,1.124,TEAM_LEAGUE_PRIOR,10000,NFL_RECEIVING_YARDS_V1,3.061,1.959,16.0,64.0,7.2,11.25,,,3.061,16.0,16.0,1.959,64.0,7.2,11.25,75.78,54.57,32.56,14.4,5.16,1.38,0.25,0.01,0.0,0.0,29.545454545454547,29.545454545454547,0.0,7.558769230769231,,10.03076923076923,,29.545454545454547,47.82956927731748,47.82956927731748,247.83333333333334,34.51851851851852,0.0,0.0,7.179721030042918,9.2274678111588,,0.0,U.S. Bank Stadium,Minneapolis,MN,INDOOR,DOME,INDOOR,TURF,830.0,Open-Meteo,Kickoff through +3h,2026-08-22T12:00:00-05:00,76.6,75.3,77.8,,56.5,50.0,989.5,22.0,78.6,14.5,22.1,7.6,323.0,0.0,0.0,,0.0,100.0,100.0,1.0,1.0,1.0,INDOOR / CONTROLLED,,,,,,100.4,22.8,0.0
00-0041451,Brock Rechsteiner,NO,DAL,WR,WR,ACT,0.0,2026,PRE,3,2026 PRE W3,2026_PRE_W3_NO_DAL,,away,23.02,22.802,22.018,0.0,44.205,15.783,0,,,,,,0.68,1.096,TEAM_LEAGUE_PRIOR,10000,NFL_RECEIVING_YARDS_V1,3.053,1.954,16.0,64.0,7.2,11.25,,,3.053,16.0,16.0,1.954,64.0,7.2,11.25,75.54,54.54,32.72,14.82,5.19,1.24,0.2,0.03,0.0,0.0,36.78431372549019,36.78431372549019,0.0,6.437633262260128,,7.036247334754798,,36.78431372549019,48.1254523676242,48.1254523676242,238.48076923076923,33.48076923076923,0.0,0.0,7.122917863296956,9.075244112578977,,0.0,SoFi Stadium,Inglewood,CA,OUTDOOR,CANOPY,OUTDOOR,TURF,131.0,Open-Meteo,Kickoff through +3h,2026-08-22T13:00:00-07:00,85.4,84.4,87.2,,69.3,59.0,1008.1,4.5,58.7,8.2,9.1,0.9,268.0,0.0,0.0,,0.0,100.0,93.4,1.0097,1.0089,1.0096,FAVORABLE,,,,,,98.2,22.8,0.22
00-0041222,Gabriel Benyard,BUF,PIT,WR,WR,ACT,0.0,2026,PRE,3,2026 PRE W3,2026_PRE_W3_PIT_BUF,,home,22.57,22.799,21.798,0.593,43.898,15.654,0,,,,,,0.68,1.135,TEAM_LEAGUE_PRIOR,10000,NFL_RECEIVING_YARDS_V1,3.055,1.955,16.0,64.0,7.2,11.25,,,3.055,16.0,16.0,1.955,64.0,7.2,11.25,75.77,54.29,32.09,14.45,4.83,1.5,0.29,0.05,0.0,0.0,33.172413793103445,33.172413793103445,0.0,7.210498960498961,,9.615384615384617,,33.172413793103445,49.4019327452918,49.4019327452918,249.7037037037037,37.166666666666664,0.0,0.0,6.718485301444943,8.619830592924764,,0.0,Huntington Bank Field,Cleveland,OH,OUTDOOR,OUTDOOR,OUTDOOR,—,653.0,Open-Meteo,Kickoff through +3h,2026-08-22T13:00:00-04:00,75.6,70.3,82.2,,68.6,79.8,987.2,87.2,37.0,7.0,10.2,3.2,198.0,35.2,1.079,,0.0,100.0,82.5,0.9901,0.9958,0.9789,NEUTRAL,,,,,,100.2,22.8,-0.23
00-0033280,Christian McCaffrey,SF,LV,RB,RB,ACT,9.0,2026,PRE,3,2026 PRE W3,2026_PRE_W3_SF_LV,,away,23.12,22.791,18.39,0.0,54.864,22.206,37,27.8,40.8,53.267,54.353,5.2,0.5,0.937,PLAYER_HISTORY,10000,NFL_RECEIVING_YARDS_V1,2.56,2.099,22.14,82.0,7.24,8.829,7.0,25.0,2.56,22.14,22.14,2.099,82.0,7.24,8.829,62.05,47.81,33.88,22.0,13.08,7.22,3.68,1.47,0.54,0.13,33.57142857142857,33.57142857142857,0.0,7.774468085106383,,11.063829787234042,,33.57142857142857,51.62480214596115,51.62480214596115,228.54901960784315,34.86274509803921,0.0,0.0,6.555680539932508,7.142857142857142,,0.0,SoFi Stadium,Inglewood,CA,OUTDOOR,CANOPY,OUTDOOR,TURF,131.0,Open-Meteo,Kickoff through +3h,2026-08-20T19:00:00-07:00,71.9,69.7,76.1,,66.0,82.5,1007.8,16.5,34.5,4.2,5.7,1.5,270.0,0.0,0.0,,0.0,100.0,96.0,1.0144,1.012,1.0168,FAVORABLE,,,,,,102.1,22.79,0.33
