Date,Away,Home,Game,First Pitch PT,First Pitch Local,Stadium,Projected Roof Status,Roof Status Basis,Weather Conditions,First Pitch Temperature F,First Pitch Relative Humidity %,First Pitch Wind,First Pitch Wind Speed MPH,First Pitch Wind Direction,First Pitch Wind Toward LF MPH,First Pitch Wind Toward CF MPH,First Pitch Wind Toward RF MPH,First Pitch Crosswind MPH,Official MLB Wind Text,Wind Data Source,First Pitch Precipitation %,Ball Flight AI Score,Ball Flight Grade,Ball Flight AI Summary,Estimated HR Distance Change,Estimated Fly Ball Distance Change,Expected HR Boost (%),Weather Confidence (%),HR Weather Rating,Game Effective Wind Vector MPH,Estimated FT Change by Wind2,Game Probability Wind Blowing Out %,Game Probability Wind Blowing In %,Game Wind Direction Spread Degrees,Game Wind Toward CF Spread MPH,Game Avg Air Density kg/m3,Game Avg Density Altitude Ft,Game Avg Pressure hPa,Game Avg Dew Point F,Game Avg Temp F,Game Avg RH %,Forecast Trend,Carry Score Change Since Last Run,Park Learned Calibration Points,Park Calibration Settled Games,Max Delay Risk,Max Delay Risk Score,Forecast Uncertainty,Forecast Uncertainty Score,Forecast Run PT,Forecast Age Minutes,Models Available
2026-07-17,Tampa Bay Rays,Boston Red Sox,Tampa Bay Rays @ Boston Red Sox,10:35 AM,01:35 PM EDT,Fenway Park,OPEN,OPEN-AIR PARK,Clear,83.6,27.1,🟡 7.5 mph Cross (LF → RF),9.5,W,0.1,4.6,6.9,7.5,,FORECAST MODEL,0.0,59.2,B,Density 69 | Wind 59 | Temp 63 | Altitude 62 | Confidence 91%,6,4,2.8,91.0,🟨 Neutral,3.4,2,100.0,0.0,5.0,1.0,1.1629,1689.0,1012.8,45.6,84.3,26.4,FIRST RUN,0.0,0.0,0,LOW,0.0,LOW,8.2,2026-07-17 06:43:33 AM PDT,42.9,5
2026-07-17,Los Angeles Dodgers,New York Yankees,Los Angeles Dodgers @ New York Yankees,04:05 PM,07:05 PM EDT,Yankee Stadium,OPEN,OPEN-AIR PARK,Mostly clear,83.6,38.8,🟡 4.5 mph Cross (RF → LF),5.1,S,3.6,1.9,-0.9,-4.5,,FORECAST MODEL,0.0,55.9,B,Density 67 | Wind 51 | Temp 60 | Altitude 60 | Confidence 89%,4,3,1.8,89.4,🟨 Neutral,0.3,0,7.5,70.6,47.8,1.1,1.167,1482.0,1013.4,57.9,81.6,45.8,STEADY,0.0,0.0,0,LOW,0.5,LOW,12.5,2026-07-17 06:43:34 AM PDT,437.2,5
2026-07-17,Tampa Bay Rays,Boston Red Sox,Tampa Bay Rays @ Boston Red Sox,04:10 PM,07:10 PM EDT,Fenway Park,OPEN,OPEN-AIR PARK,Clear,81.2,27.7,🟢 4.6 mph Out to RF,6.0,W,0.7,3.5,4.6,4.1,,FORECAST MODEL,0.0,55.6,B,Density 65 | Wind 53 | Temp 57 | Altitude 59 | Confidence 93%,3,3,1.7,92.9,🟨 Neutral,1.2,1,43.8,34.4,36.9,0.8,1.1761,1286.0,1012.9,45.6,78.3,33.7,IMPROVING,2.3,0.0,0,LOW,0.9,LOW,9.8,2026-07-17 06:43:35 AM PDT,42.9,5
2026-07-17,Pittsburgh Pirates,Cleveland Guardians,Pittsburgh Pirates @ Cleveland Guardians,04:10 PM,07:10 PM EDT,Progressive Field,OPEN,OPEN-AIR PARK,Clear,86.1,43.2,⚪ Light Variable,3.6,NE,-0.7,-2.5,-3.1,-2.3,,FORECAST MODEL,0.1,57.7,B,Density 75 | Wind 48 | Temp 64 | Altitude 66 | Confidence 93%,5,4,2.3,92.6,🟨 Neutral,-0.5,0,19.4,56.8,22.1,1.0,1.1407,2249.0,997.3,60.4,84.9,45.7,WORSENING,-1.7,0.0,0,LOW,4.5,LOW,9.3,2026-07-17 06:43:36 AM PDT,356.3,5
2026-07-17,Texas Rangers,Atlanta Braves,Texas Rangers @ Atlanta Braves,04:15 PM,07:15 PM EDT,Truist Park,OPEN,OPEN-AIR PARK,Code 72,81.6,79.5,⚪ Light Variable,4.3,NNW,3.2,4.0,3.0,-0.3,,FORECAST MODEL,34.8,63.1,B+,Density 79 | Wind 59 | Temp 59 | Altitude 68 | Confidence 85%,8,6,3.9,85.2,🟢 Good,3.4,2,94.4,0.0,37.0,1.2,1.128,2462.0,983.5,74.7,80.9,82.4,IMPROVING,1.9,0.0,0,ELEVATED,48.6,MEDIUM,20.3,2026-07-17 06:43:38 AM PDT,112.0,5
2026-07-17,Chicago White Sox,Toronto Blue Jays,Chicago White Sox @ Toronto Blue Jays,04:15 PM,07:15 PM EDT,Rogers Centre,OPEN,PROJECTED: FAVORABLE,Partly cloudy,75.1,58.7,⚪ Light Variable,3.8,ESE,2.6,1.5,-0.4,-3.3,,FORECAST MODEL,1.1,55.5,B,Density 66 | Wind 54 | Temp 52 | Altitude 59 | Confidence 93%,3,3,1.7,93.1,🟨 Neutral,1.4,1,43.8,33.7,52.1,1.6,1.1731,1269.0,1004.0,59.8,73.5,62.3,IMPROVING,2.9,0.0,0,LOW,2.2,LOW,1.0,2026-07-17 06:43:42 AM PDT,0.0,4
2026-07-17,Miami Marlins,Milwaukee Brewers,Miami Marlins @ Milwaukee Brewers,04:40 PM,06:40 PM CDT,American Family Field,CLOSED,PROJECTED: TEMPERATURE,Code 13,90.3,47.4,⚪ Calm,6.3,SW,0.0,0.0,-0.0,-0.0,,FORECAST MODEL,19.8,50.0,B,Density 66 | Wind 50 | Temp 66 | Altitude 60 | Confidence 76%,0,0,0.0,76.4,🟨 Neutral,0.1,0,73.7,11.3,13.8,1.5,1.1712,1361.0,987.5,67.5,87.7,53.8,IMPROVING RAPIDLY,4.5,0.0,0,MODERATE,21.9,MEDIUM,18.3,2026-07-17 06:43:43 AM PDT,102.1,5
2026-07-17,Minnesota Twins,Chicago Cubs,Minnesota Twins @ Chicago Cubs,05:05 PM,07:05 PM CDT,Wrigley Field,OPEN,OPEN-AIR PARK,Code 20,85.0,59.8,🟢 8.0 mph Out to CF,8.8,SW,4.3,8.0,6.6,2.2,,FORECAST MODEL,29.7,64.0,B+,Density 72 | Wind 66 | Temp 62 | Altitude 63 | Confidence 79%,9,6,4.2,78.9,🟢 Good,6.4,5,100.0,0.0,13.5,0.8,1.153,1801.0,1007.5,68.9,83.3,64.5,IMPROVING,3.5,0.0,0,MODERATE,32.9,MEDIUM,24.7,2026-07-17 06:43:45 AM PDT,187.5,5
2026-07-17,Baltimore Orioles,Houston Astros,Baltimore Orioles @ Houston Astros,05:10 PM,07:10 PM CDT,Daikin Park,CLOSED,PROJECTED: TEMPERATURE,Partly cloudy,88.4,61.9,⚪ Calm,6.8,S,0.0,0.0,0.0,0.0,,FORECAST MODEL,17.6,50.0,B,Density 66 | Wind 57 | Temp 65 | Altitude 59 | Confidence 89%,0,0,0.0,89.2,🟨 Neutral,2.8,0,100.0,0.0,3.8,0.6,1.1714,1276.0,1016.8,74.1,86.0,68.2,IMPROVING RAPIDLY,10.8,0.0,0,LOW,13.2,LOW,14.1,2026-07-17 06:43:46 AM PDT,67.4,5
2026-07-17,San Diego Padres,Kansas City Royals,San Diego Padres @ Kansas City Royals,05:10 PM,07:10 PM CDT,Kauffman Stadium,OPEN,OPEN-AIR PARK,Code 14,87.3,58.5,🟢 9.1 mph Out to CF,9.7,SSW,8.8,9.1,5.4,-3.1,,FORECAST MODEL,16.1,68.7,B+,Density 81 | Wind 68 | Temp 64 | Altitude 70 | Confidence 88%,12,9,5.6,88.3,🟢 Good,7.1,5,100.0,0.0,3.5,1.4,1.1207,2756.0,983.7,70.0,85.4,62.0,IMPROVING RAPIDLY,7.3,0.0,0,MODERATE,20.5,LOW,6.3,2026-07-17 06:43:47 AM PDT,182.2,5
