rank,model_season,season_type,target_week,target_slate,player_id,player_name,team,opponent,home_away,game_date,roster_status,years_exp,jersey_number,projection_source,prior_context,team_prior_attempts,team_prior_ypa,team_prior_yards,games_sample,normal_projected_attempts,projected_attempts,preseason_usage_source,preseason_usage_bucket,preseason_expected_to_play,preseason_game_plan_role,preseason_game_plan_source,preseason_game_plan_note,preseason_game_plan_factor,projected_ypa,projected_passing_yards,model_std,last_5_avg,last_10_avg,last_15_avg,sim_p10,sim_p25,sim_median,sim_p75,sim_p90,pass_depth_prob_5_plus,pass_depth_prob_10_plus,pass_depth_prob_15_plus,pass_depth_prob_20_plus,pass_depth_prob_25_plus,pass_depth_prob_30_plus,pass_depth_source,pass_depth_attempt_sample,ladder_yards,probability_pct,grade
1,2026,PRE,1,Preseason Week 1,00-0041123,Behren Morton,NE,IND,home,,ACT,0,,TEAM_PRIOR_NO_NFL_HISTORY,TEAM_BLEND,29.5,7.26,212.2,0,29.5,28.6,AUTO_PRESEASON_USAGE,rookie,True,SECOND HALF,GAME DAY OVERRIDE,Preseason Week 1: projected to take over for the second half.,1.429,7.26,207.5,60.0,,,,130.5,167.0,207.6,248.4,284.9,82.5,82.5,79.9,73.7,62.5,50.9,TEAM_3_SEASON_GAME_BOOTSTRAP,1885,200,55.1,LEAN
1,2026,PRE,1,Preseason Week 1,00-0041123,Behren Morton,NE,IND,home,,ACT,0,,TEAM_PRIOR_NO_NFL_HISTORY,TEAM_BLEND,29.5,7.26,212.2,0,29.5,28.6,AUTO_PRESEASON_USAGE,rookie,True,SECOND HALF,GAME DAY OVERRIDE,Preseason Week 1: projected to take over for the second half.,1.429,7.26,207.5,60.0,,,,130.5,167.0,207.6,248.4,284.9,82.5,82.5,79.9,73.7,62.5,50.9,TEAM_3_SEASON_GAME_BOOTSTRAP,1885,210,48.4,COIN FLIP
1,2026,PRE,1,Preseason Week 1,00-0041123,Behren Morton,NE,IND,home,,ACT,0,,TEAM_PRIOR_NO_NFL_HISTORY,TEAM_BLEND,29.5,7.26,212.2,0,29.5,28.6,AUTO_PRESEASON_USAGE,rookie,True,SECOND HALF,GAME DAY OVERRIDE,Preseason Week 1: projected to take over for the second half.,1.429,7.26,207.5,60.0,,,,130.5,167.0,207.6,248.4,284.9,82.5,82.5,79.9,73.7,62.5,50.9,TEAM_3_SEASON_GAME_BOOTSTRAP,1885,220,41.9,COIN FLIP
1,2026,PRE,1,Preseason Week 1,00-0041123,Behren Morton,NE,IND,home,,ACT,0,,TEAM_PRIOR_NO_NFL_HISTORY,TEAM_BLEND,29.5,7.26,212.2,0,29.5,28.6,AUTO_PRESEASON_USAGE,rookie,True,SECOND HALF,GAME DAY OVERRIDE,Preseason Week 1: projected to take over for the second half.,1.429,7.26,207.5,60.0,,,,130.5,167.0,207.6,248.4,284.9,82.5,82.5,79.9,73.7,62.5,50.9,TEAM_3_SEASON_GAME_BOOTSTRAP,1885,230,35.6,LOW
1,2026,PRE,1,Preseason Week 1,00-0041123,Behren Morton,NE,IND,home,,ACT,0,,TEAM_PRIOR_NO_NFL_HISTORY,TEAM_BLEND,29.5,7.26,212.2,0,29.5,28.6,AUTO_PRESEASON_USAGE,rookie,True,SECOND HALF,GAME DAY OVERRIDE,Preseason Week 1: projected to take over for the second half.,1.429,7.26,207.5,60.0,,,,130.5,167.0,207.6,248.4,284.9,82.5,82.5,79.9,73.7,62.5,50.9,TEAM_3_SEASON_GAME_BOOTSTRAP,1885,240,29.7,LOW
1,2026,PRE,1,Preseason Week 1,00-0041123,Behren Morton,NE,IND,home,,ACT,0,,TEAM_PRIOR_NO_NFL_HISTORY,TEAM_BLEND,29.5,7.26,212.2,0,29.5,28.6,AUTO_PRESEASON_USAGE,rookie,True,SECOND HALF,GAME DAY OVERRIDE,Preseason Week 1: projected to take over for the second half.,1.429,7.26,207.5,60.0,,,,130.5,167.0,207.6,248.4,284.9,82.5,82.5,79.9,73.7,62.5,50.9,TEAM_3_SEASON_GAME_BOOTSTRAP,1885,250,24.1,VERY LOW
1,2026,PRE,1,Preseason Week 1,00-0041123,Behren Morton,NE,IND,home,,ACT,0,,TEAM_PRIOR_NO_NFL_HISTORY,TEAM_BLEND,29.5,7.26,212.2,0,29.5,28.6,AUTO_PRESEASON_USAGE,rookie,True,SECOND HALF,GAME DAY OVERRIDE,Preseason Week 1: projected to take over for the second half.,1.429,7.26,207.5,60.0,,,,130.5,167.0,207.6,248.4,284.9,82.5,82.5,79.9,73.7,62.5,50.9,TEAM_3_SEASON_GAME_BOOTSTRAP,1885,260,19.3,VERY LOW
1,2026,PRE,1,Preseason Week 1,00-0041123,Behren Morton,NE,IND,home,,ACT,0,,TEAM_PRIOR_NO_NFL_HISTORY,TEAM_BLEND,29.5,7.26,212.2,0,29.5,28.6,AUTO_PRESEASON_USAGE,rookie,True,SECOND HALF,GAME DAY OVERRIDE,Preseason Week 1: projected to take over for the second half.,1.429,7.26,207.5,60.0,,,,130.5,167.0,207.6,248.4,284.9,82.5,82.5,79.9,73.7,62.5,50.9,TEAM_3_SEASON_GAME_BOOTSTRAP,1885,270,15.0,VERY LOW
1,2026,PRE,1,Preseason Week 1,00-0041123,Behren Morton,NE,IND,home,,ACT,0,,TEAM_PRIOR_NO_NFL_HISTORY,TEAM_BLEND,29.5,7.26,212.2,0,29.5,28.6,AUTO_PRESEASON_USAGE,rookie,True,SECOND HALF,GAME DAY OVERRIDE,Preseason Week 1: projected to take over for the second half.,1.429,7.26,207.5,60.0,,,,130.5,167.0,207.6,248.4,284.9,82.5,82.5,79.9,73.7,62.5,50.9,TEAM_3_SEASON_GAME_BOOTSTRAP,1885,280,11.5,VERY LOW
1,2026,PRE,1,Preseason Week 1,00-0041123,Behren Morton,NE,IND,home,,ACT,0,,TEAM_PRIOR_NO_NFL_HISTORY,TEAM_BLEND,29.5,7.26,212.2,0,29.5,28.6,AUTO_PRESEASON_USAGE,rookie,True,SECOND HALF,GAME DAY OVERRIDE,Preseason Week 1: projected to take over for the second half.,1.429,7.26,207.5,60.0,,,,130.5,167.0,207.6,248.4,284.9,82.5,82.5,79.9,73.7,62.5,50.9,TEAM_3_SEASON_GAME_BOOTSTRAP,1885,290,8.6,VERY LOW
1,2026,PRE,1,Preseason Week 1,00-0041123,Behren Morton,NE,IND,home,,ACT,0,,TEAM_PRIOR_NO_NFL_HISTORY,TEAM_BLEND,29.5,7.26,212.2,0,29.5,28.6,AUTO_PRESEASON_USAGE,rookie,True,SECOND HALF,GAME DAY OVERRIDE,Preseason Week 1: projected to take over for the second half.,1.429,7.26,207.5,60.0,,,,130.5,167.0,207.6,248.4,284.9,82.5,82.5,79.9,73.7,62.5,50.9,TEAM_3_SEASON_GAME_BOOTSTRAP,1885,300,6.2,VERY LOW
1,2026,PRE,1,Preseason Week 1,00-0041123,Behren Morton,NE,IND,home,,ACT,0,,TEAM_PRIOR_NO_NFL_HISTORY,TEAM_BLEND,29.5,7.26,212.2,0,29.5,28.6,AUTO_PRESEASON_USAGE,rookie,True,SECOND HALF,GAME DAY OVERRIDE,Preseason Week 1: projected to take over for the second half.,1.429,7.26,207.5,60.0,,,,130.5,167.0,207.6,248.4,284.9,82.5,82.5,79.9,73.7,62.5,50.9,TEAM_3_SEASON_GAME_BOOTSTRAP,1885,310,4.5,VERY LOW
1,2026,PRE,1,Preseason Week 1,00-0041123,Behren Morton,NE,IND,home,,ACT,0,,TEAM_PRIOR_NO_NFL_HISTORY,TEAM_BLEND,29.5,7.26,212.2,0,29.5,28.6,AUTO_PRESEASON_USAGE,rookie,True,SECOND HALF,GAME DAY OVERRIDE,Preseason Week 1: projected to take over for the second half.,1.429,7.26,207.5,60.0,,,,130.5,167.0,207.6,248.4,284.9,82.5,82.5,79.9,73.7,62.5,50.9,TEAM_3_SEASON_GAME_BOOTSTRAP,1885,320,3.1,VERY LOW
1,2026,PRE,1,Preseason Week 1,00-0041123,Behren Morton,NE,IND,home,,ACT,0,,TEAM_PRIOR_NO_NFL_HISTORY,TEAM_BLEND,29.5,7.26,212.2,0,29.5,28.6,AUTO_PRESEASON_USAGE,rookie,True,SECOND HALF,GAME DAY OVERRIDE,Preseason Week 1: projected to take over for the second half.,1.429,7.26,207.5,60.0,,,,130.5,167.0,207.6,248.4,284.9,82.5,82.5,79.9,73.7,62.5,50.9,TEAM_3_SEASON_GAME_BOOTSTRAP,1885,330,2.1,VERY LOW
1,2026,PRE,1,Preseason Week 1,00-0041123,Behren Morton,NE,IND,home,,ACT,0,,TEAM_PRIOR_NO_NFL_HISTORY,TEAM_BLEND,29.5,7.26,212.2,0,29.5,28.6,AUTO_PRESEASON_USAGE,rookie,True,SECOND HALF,GAME DAY OVERRIDE,Preseason Week 1: projected to take over for the second half.,1.429,7.26,207.5,60.0,,,,130.5,167.0,207.6,248.4,284.9,82.5,82.5,79.9,73.7,62.5,50.9,TEAM_3_SEASON_GAME_BOOTSTRAP,1885,340,1.4,VERY LOW
1,2026,PRE,1,Preseason Week 1,00-0041123,Behren Morton,NE,IND,home,,ACT,0,,TEAM_PRIOR_NO_NFL_HISTORY,TEAM_BLEND,29.5,7.26,212.2,0,29.5,28.6,AUTO_PRESEASON_USAGE,rookie,True,SECOND HALF,GAME DAY OVERRIDE,Preseason Week 1: projected to take over for the second half.,1.429,7.26,207.5,60.0,,,,130.5,167.0,207.6,248.4,284.9,82.5,82.5,79.9,73.7,62.5,50.9,TEAM_3_SEASON_GAME_BOOTSTRAP,1885,350,0.9,VERY LOW
1,2026,PRE,1,Preseason Week 1,00-0041123,Behren Morton,NE,IND,home,,ACT,0,,TEAM_PRIOR_NO_NFL_HISTORY,TEAM_BLEND,29.5,7.26,212.2,0,29.5,28.6,AUTO_PRESEASON_USAGE,rookie,True,SECOND HALF,GAME DAY OVERRIDE,Preseason Week 1: projected to take over for the second half.,1.429,7.26,207.5,60.0,,,,130.5,167.0,207.6,248.4,284.9,82.5,82.5,79.9,73.7,62.5,50.9,TEAM_3_SEASON_GAME_BOOTSTRAP,1885,360,0.6,VERY LOW
1,2026,PRE,1,Preseason Week 1,00-0041123,Behren Morton,NE,IND,home,,ACT,0,,TEAM_PRIOR_NO_NFL_HISTORY,TEAM_BLEND,29.5,7.26,212.2,0,29.5,28.6,AUTO_PRESEASON_USAGE,rookie,True,SECOND HALF,GAME DAY OVERRIDE,Preseason Week 1: projected to take over for the second half.,1.429,7.26,207.5,60.0,,,,130.5,167.0,207.6,248.4,284.9,82.5,82.5,79.9,73.7,62.5,50.9,TEAM_3_SEASON_GAME_BOOTSTRAP,1885,370,0.4,VERY LOW
1,2026,PRE,1,Preseason Week 1,00-0041123,Behren Morton,NE,IND,home,,ACT,0,,TEAM_PRIOR_NO_NFL_HISTORY,TEAM_BLEND,29.5,7.26,212.2,0,29.5,28.6,AUTO_PRESEASON_USAGE,rookie,True,SECOND HALF,GAME DAY OVERRIDE,Preseason Week 1: projected to take over for the second half.,1.429,7.26,207.5,60.0,,,,130.5,167.0,207.6,248.4,284.9,82.5,82.5,79.9,73.7,62.5,50.9,TEAM_3_SEASON_GAME_BOOTSTRAP,1885,380,0.2,VERY LOW
1,2026,PRE,1,Preseason Week 1,00-0041123,Behren Morton,NE,IND,home,,ACT,0,,TEAM_PRIOR_NO_NFL_HISTORY,TEAM_BLEND,29.5,7.26,212.2,0,29.5,28.6,AUTO_PRESEASON_USAGE,rookie,True,SECOND HALF,GAME DAY OVERRIDE,Preseason Week 1: projected to take over for the second half.,1.429,7.26,207.5,60.0,,,,130.5,167.0,207.6,248.4,284.9,82.5,82.5,79.9,73.7,62.5,50.9,TEAM_3_SEASON_GAME_BOOTSTRAP,1885,390,0.1,VERY LOW
1,2026,PRE,1,Preseason Week 1,00-0041123,Behren Morton,NE,IND,home,,ACT,0,,TEAM_PRIOR_NO_NFL_HISTORY,TEAM_BLEND,29.5,7.26,212.2,0,29.5,28.6,AUTO_PRESEASON_USAGE,rookie,True,SECOND HALF,GAME DAY OVERRIDE,Preseason Week 1: projected to take over for the second half.,1.429,7.26,207.5,60.0,,,,130.5,167.0,207.6,248.4,284.9,82.5,82.5,79.9,73.7,62.5,50.9,TEAM_3_SEASON_GAME_BOOTSTRAP,1885,400,0.1,VERY LOW
2,2026,PRE,1,Preseason Week 1,00-0038128,Malik Willis,MIA,WAS,away,,ACT,4,2.0,NFL_HISTORY,TEAM_BLEND,29.2,6.82,200.4,5,17.0,18.0,AUTO_PRESEASON_USAGE,young_backup,True,QB2,DEPTH ROTATION,,1.0,10.5,189.0,82.4,173.8,173.8,173.8,83.2,133.3,189.3,245.0,294.7,75.1,60.1,60.1,60.1,60.0,60.0,QB_3_SEASON_GAME_BOOTSTRAP,110,100,85.9,VERY HIGH
2,2026,PRE,1,Preseason Week 1,00-0038128,Malik Willis,MIA,WAS,away,,ACT,4,2.0,NFL_HISTORY,TEAM_BLEND,29.2,6.82,200.4,5,17.0,18.0,AUTO_PRESEASON_USAGE,young_backup,True,QB2,DEPTH ROTATION,,1.0,10.5,189.0,82.4,173.8,173.8,173.8,83.2,133.3,189.3,245.0,294.7,75.1,60.1,60.1,60.1,60.0,60.0,QB_3_SEASON_GAME_BOOTSTRAP,110,110,83.1,VERY HIGH
2,2026,PRE,1,Preseason Week 1,00-0038128,Malik Willis,MIA,WAS,away,,ACT,4,2.0,NFL_HISTORY,TEAM_BLEND,29.2,6.82,200.4,5,17.0,18.0,AUTO_PRESEASON_USAGE,young_backup,True,QB2,DEPTH ROTATION,,1.0,10.5,189.0,82.4,173.8,173.8,173.8,83.2,133.3,189.3,245.0,294.7,75.1,60.1,60.1,60.1,60.0,60.0,QB_3_SEASON_GAME_BOOTSTRAP,110,120,79.8,HIGH
2,2026,PRE,1,Preseason Week 1,00-0038128,Malik Willis,MIA,WAS,away,,ACT,4,2.0,NFL_HISTORY,TEAM_BLEND,29.2,6.82,200.4,5,17.0,18.0,AUTO_PRESEASON_USAGE,young_backup,True,QB2,DEPTH ROTATION,,1.0,10.5,189.0,82.4,173.8,173.8,173.8,83.2,133.3,189.3,245.0,294.7,75.1,60.1,60.1,60.1,60.0,60.0,QB_3_SEASON_GAME_BOOTSTRAP,110,130,76.2,HIGH
2,2026,PRE,1,Preseason Week 1,00-0038128,Malik Willis,MIA,WAS,away,,ACT,4,2.0,NFL_HISTORY,TEAM_BLEND,29.2,6.82,200.4,5,17.0,18.0,AUTO_PRESEASON_USAGE,young_backup,True,QB2,DEPTH ROTATION,,1.0,10.5,189.0,82.4,173.8,173.8,173.8,83.2,133.3,189.3,245.0,294.7,75.1,60.1,60.1,60.1,60.0,60.0,QB_3_SEASON_GAME_BOOTSTRAP,110,140,72.3,HIGH
2,2026,PRE,1,Preseason Week 1,00-0038128,Malik Willis,MIA,WAS,away,,ACT,4,2.0,NFL_HISTORY,TEAM_BLEND,29.2,6.82,200.4,5,17.0,18.0,AUTO_PRESEASON_USAGE,young_backup,True,QB2,DEPTH ROTATION,,1.0,10.5,189.0,82.4,173.8,173.8,173.8,83.2,133.3,189.3,245.0,294.7,75.1,60.1,60.1,60.1,60.0,60.0,QB_3_SEASON_GAME_BOOTSTRAP,110,150,68.2,SOLID
