rank,model_season,season_type,target_week,target_slate,player_id,player_name,team,opponent,home_away,game_date,roster_status,years_exp,jersey_number,projection_source,prior_context,team_prior_attempts,team_prior_ypa,team_prior_yards,games_sample,normal_projected_attempts,projected_attempts,preseason_usage_source,preseason_usage_bucket,preseason_expected_to_play,preseason_game_plan_role,preseason_game_plan_source,preseason_game_plan_note,preseason_game_plan_factor,projected_ypa,projected_passing_yards,model_std,last_5_avg,last_10_avg,last_15_avg,sim_p10,sim_p25,sim_median,sim_p75,sim_p90,pass_depth_prob_5_plus,pass_depth_prob_10_plus,pass_depth_prob_15_plus,pass_depth_prob_20_plus,pass_depth_prob_25_plus,pass_depth_prob_30_plus,pass_depth_source,pass_depth_attempt_sample,ladder_yards,probability_pct,grade
15,2026,PRE,1,Preseason Week 1,00-0039152,Will Levis,TEN,SF,away,,ACT,3,8.0,NFL_HISTORY,TEAM_BLEND,29.6,6.68,196.5,19,26.0,18.0,AUTO_PRESEASON_USAGE,young_backup,True,QB2,DEPTH ROTATION,,1.0,7.57,136.3,57.5,184.4,193.9,200.1,62.5,97.1,136.1,175.3,210.0,82.5,81.8,75.4,64.5,49.9,39.4,QB_3_SEASON_GAME_BOOTSTRAP,628,340,0.0,VERY LOW
15,2026,PRE,1,Preseason Week 1,00-0039152,Will Levis,TEN,SF,away,,ACT,3,8.0,NFL_HISTORY,TEAM_BLEND,29.6,6.68,196.5,19,26.0,18.0,AUTO_PRESEASON_USAGE,young_backup,True,QB2,DEPTH ROTATION,,1.0,7.57,136.3,57.5,184.4,193.9,200.1,62.5,97.1,136.1,175.3,210.0,82.5,81.8,75.4,64.5,49.9,39.4,QB_3_SEASON_GAME_BOOTSTRAP,628,350,0.0,VERY LOW
15,2026,PRE,1,Preseason Week 1,00-0039152,Will Levis,TEN,SF,away,,ACT,3,8.0,NFL_HISTORY,TEAM_BLEND,29.6,6.68,196.5,19,26.0,18.0,AUTO_PRESEASON_USAGE,young_backup,True,QB2,DEPTH ROTATION,,1.0,7.57,136.3,57.5,184.4,193.9,200.1,62.5,97.1,136.1,175.3,210.0,82.5,81.8,75.4,64.5,49.9,39.4,QB_3_SEASON_GAME_BOOTSTRAP,628,360,0.0,VERY LOW
15,2026,PRE,1,Preseason Week 1,00-0039152,Will Levis,TEN,SF,away,,ACT,3,8.0,NFL_HISTORY,TEAM_BLEND,29.6,6.68,196.5,19,26.0,18.0,AUTO_PRESEASON_USAGE,young_backup,True,QB2,DEPTH ROTATION,,1.0,7.57,136.3,57.5,184.4,193.9,200.1,62.5,97.1,136.1,175.3,210.0,82.5,81.8,75.4,64.5,49.9,39.4,QB_3_SEASON_GAME_BOOTSTRAP,628,370,0.0,VERY LOW
15,2026,PRE,1,Preseason Week 1,00-0039152,Will Levis,TEN,SF,away,,ACT,3,8.0,NFL_HISTORY,TEAM_BLEND,29.6,6.68,196.5,19,26.0,18.0,AUTO_PRESEASON_USAGE,young_backup,True,QB2,DEPTH ROTATION,,1.0,7.57,136.3,57.5,184.4,193.9,200.1,62.5,97.1,136.1,175.3,210.0,82.5,81.8,75.4,64.5,49.9,39.4,QB_3_SEASON_GAME_BOOTSTRAP,628,380,0.0,VERY LOW
15,2026,PRE,1,Preseason Week 1,00-0039152,Will Levis,TEN,SF,away,,ACT,3,8.0,NFL_HISTORY,TEAM_BLEND,29.6,6.68,196.5,19,26.0,18.0,AUTO_PRESEASON_USAGE,young_backup,True,QB2,DEPTH ROTATION,,1.0,7.57,136.3,57.5,184.4,193.9,200.1,62.5,97.1,136.1,175.3,210.0,82.5,81.8,75.4,64.5,49.9,39.4,QB_3_SEASON_GAME_BOOTSTRAP,628,390,0.0,VERY LOW
15,2026,PRE,1,Preseason Week 1,00-0039152,Will Levis,TEN,SF,away,,ACT,3,8.0,NFL_HISTORY,TEAM_BLEND,29.6,6.68,196.5,19,26.0,18.0,AUTO_PRESEASON_USAGE,young_backup,True,QB2,DEPTH ROTATION,,1.0,7.57,136.3,57.5,184.4,193.9,200.1,62.5,97.1,136.1,175.3,210.0,82.5,81.8,75.4,64.5,49.9,39.4,QB_3_SEASON_GAME_BOOTSTRAP,628,400,0.0,VERY LOW
16,2026,PRE,1,Preseason Week 1,00-0034796,Lamar Jackson,BAL,PHI,home,,ACT,8,8.0,NFL_HISTORY,TEAM_BLEND,27.1,7.29,194.5,46,22.6,15.0,AUTO_PRESEASON_USAGE,veteran_backup,True,QB2,DEPTH ROTATION,,1.0,9.06,135.9,46.6,190.8,182.7,195.6,76.1,104.3,135.9,167.6,195.6,82.5,82.0,79.1,66.1,52.4,41.2,QB_3_SEASON_GAME_BOOTSTRAP,1451,100,77.9,HIGH
16,2026,PRE,1,Preseason Week 1,00-0034796,Lamar Jackson,BAL,PHI,home,,ACT,8,8.0,NFL_HISTORY,TEAM_BLEND,27.1,7.29,194.5,46,22.6,15.0,AUTO_PRESEASON_USAGE,veteran_backup,True,QB2,DEPTH ROTATION,,1.0,9.06,135.9,46.6,190.8,182.7,195.6,76.1,104.3,135.9,167.6,195.6,82.5,82.0,79.1,66.1,52.4,41.2,QB_3_SEASON_GAME_BOOTSTRAP,1451,110,71.0,HIGH
16,2026,PRE,1,Preseason Week 1,00-0034796,Lamar Jackson,BAL,PHI,home,,ACT,8,8.0,NFL_HISTORY,TEAM_BLEND,27.1,7.29,194.5,46,22.6,15.0,AUTO_PRESEASON_USAGE,veteran_backup,True,QB2,DEPTH ROTATION,,1.0,9.06,135.9,46.6,190.8,182.7,195.6,76.1,104.3,135.9,167.6,195.6,82.5,82.0,79.1,66.1,52.4,41.2,QB_3_SEASON_GAME_BOOTSTRAP,1451,120,63.4,SOLID
16,2026,PRE,1,Preseason Week 1,00-0034796,Lamar Jackson,BAL,PHI,home,,ACT,8,8.0,NFL_HISTORY,TEAM_BLEND,27.1,7.29,194.5,46,22.6,15.0,AUTO_PRESEASON_USAGE,veteran_backup,True,QB2,DEPTH ROTATION,,1.0,9.06,135.9,46.6,190.8,182.7,195.6,76.1,104.3,135.9,167.6,195.6,82.5,82.0,79.1,66.1,52.4,41.2,QB_3_SEASON_GAME_BOOTSTRAP,1451,130,55.0,LEAN
16,2026,PRE,1,Preseason Week 1,00-0034796,Lamar Jackson,BAL,PHI,home,,ACT,8,8.0,NFL_HISTORY,TEAM_BLEND,27.1,7.29,194.5,46,22.6,15.0,AUTO_PRESEASON_USAGE,veteran_backup,True,QB2,DEPTH ROTATION,,1.0,9.06,135.9,46.6,190.8,182.7,195.6,76.1,104.3,135.9,167.6,195.6,82.5,82.0,79.1,66.1,52.4,41.2,QB_3_SEASON_GAME_BOOTSTRAP,1451,140,46.5,COIN FLIP
16,2026,PRE,1,Preseason Week 1,00-0034796,Lamar Jackson,BAL,PHI,home,,ACT,8,8.0,NFL_HISTORY,TEAM_BLEND,27.1,7.29,194.5,46,22.6,15.0,AUTO_PRESEASON_USAGE,veteran_backup,True,QB2,DEPTH ROTATION,,1.0,9.06,135.9,46.6,190.8,182.7,195.6,76.1,104.3,135.9,167.6,195.6,82.5,82.0,79.1,66.1,52.4,41.2,QB_3_SEASON_GAME_BOOTSTRAP,1451,150,38.2,LOW
16,2026,PRE,1,Preseason Week 1,00-0034796,Lamar Jackson,BAL,PHI,home,,ACT,8,8.0,NFL_HISTORY,TEAM_BLEND,27.1,7.29,194.5,46,22.6,15.0,AUTO_PRESEASON_USAGE,veteran_backup,True,QB2,DEPTH ROTATION,,1.0,9.06,135.9,46.6,190.8,182.7,195.6,76.1,104.3,135.9,167.6,195.6,82.5,82.0,79.1,66.1,52.4,41.2,QB_3_SEASON_GAME_BOOTSTRAP,1451,160,30.4,LOW
16,2026,PRE,1,Preseason Week 1,00-0034796,Lamar Jackson,BAL,PHI,home,,ACT,8,8.0,NFL_HISTORY,TEAM_BLEND,27.1,7.29,194.5,46,22.6,15.0,AUTO_PRESEASON_USAGE,veteran_backup,True,QB2,DEPTH ROTATION,,1.0,9.06,135.9,46.6,190.8,182.7,195.6,76.1,104.3,135.9,167.6,195.6,82.5,82.0,79.1,66.1,52.4,41.2,QB_3_SEASON_GAME_BOOTSTRAP,1451,170,23.4,VERY LOW
16,2026,PRE,1,Preseason Week 1,00-0034796,Lamar Jackson,BAL,PHI,home,,ACT,8,8.0,NFL_HISTORY,TEAM_BLEND,27.1,7.29,194.5,46,22.6,15.0,AUTO_PRESEASON_USAGE,veteran_backup,True,QB2,DEPTH ROTATION,,1.0,9.06,135.9,46.6,190.8,182.7,195.6,76.1,104.3,135.9,167.6,195.6,82.5,82.0,79.1,66.1,52.4,41.2,QB_3_SEASON_GAME_BOOTSTRAP,1451,180,17.3,VERY LOW
16,2026,PRE,1,Preseason Week 1,00-0034796,Lamar Jackson,BAL,PHI,home,,ACT,8,8.0,NFL_HISTORY,TEAM_BLEND,27.1,7.29,194.5,46,22.6,15.0,AUTO_PRESEASON_USAGE,veteran_backup,True,QB2,DEPTH ROTATION,,1.0,9.06,135.9,46.6,190.8,182.7,195.6,76.1,104.3,135.9,167.6,195.6,82.5,82.0,79.1,66.1,52.4,41.2,QB_3_SEASON_GAME_BOOTSTRAP,1451,190,12.4,VERY LOW
16,2026,PRE,1,Preseason Week 1,00-0034796,Lamar Jackson,BAL,PHI,home,,ACT,8,8.0,NFL_HISTORY,TEAM_BLEND,27.1,7.29,194.5,46,22.6,15.0,AUTO_PRESEASON_USAGE,veteran_backup,True,QB2,DEPTH ROTATION,,1.0,9.06,135.9,46.6,190.8,182.7,195.6,76.1,104.3,135.9,167.6,195.6,82.5,82.0,79.1,66.1,52.4,41.2,QB_3_SEASON_GAME_BOOTSTRAP,1451,200,8.5,VERY LOW
16,2026,PRE,1,Preseason Week 1,00-0034796,Lamar Jackson,BAL,PHI,home,,ACT,8,8.0,NFL_HISTORY,TEAM_BLEND,27.1,7.29,194.5,46,22.6,15.0,AUTO_PRESEASON_USAGE,veteran_backup,True,QB2,DEPTH ROTATION,,1.0,9.06,135.9,46.6,190.8,182.7,195.6,76.1,104.3,135.9,167.6,195.6,82.5,82.0,79.1,66.1,52.4,41.2,QB_3_SEASON_GAME_BOOTSTRAP,1451,210,5.6,VERY LOW
16,2026,PRE,1,Preseason Week 1,00-0034796,Lamar Jackson,BAL,PHI,home,,ACT,8,8.0,NFL_HISTORY,TEAM_BLEND,27.1,7.29,194.5,46,22.6,15.0,AUTO_PRESEASON_USAGE,veteran_backup,True,QB2,DEPTH ROTATION,,1.0,9.06,135.9,46.6,190.8,182.7,195.6,76.1,104.3,135.9,167.6,195.6,82.5,82.0,79.1,66.1,52.4,41.2,QB_3_SEASON_GAME_BOOTSTRAP,1451,220,3.6,VERY LOW
16,2026,PRE,1,Preseason Week 1,00-0034796,Lamar Jackson,BAL,PHI,home,,ACT,8,8.0,NFL_HISTORY,TEAM_BLEND,27.1,7.29,194.5,46,22.6,15.0,AUTO_PRESEASON_USAGE,veteran_backup,True,QB2,DEPTH ROTATION,,1.0,9.06,135.9,46.6,190.8,182.7,195.6,76.1,104.3,135.9,167.6,195.6,82.5,82.0,79.1,66.1,52.4,41.2,QB_3_SEASON_GAME_BOOTSTRAP,1451,230,2.2,VERY LOW
16,2026,PRE,1,Preseason Week 1,00-0034796,Lamar Jackson,BAL,PHI,home,,ACT,8,8.0,NFL_HISTORY,TEAM_BLEND,27.1,7.29,194.5,46,22.6,15.0,AUTO_PRESEASON_USAGE,veteran_backup,True,QB2,DEPTH ROTATION,,1.0,9.06,135.9,46.6,190.8,182.7,195.6,76.1,104.3,135.9,167.6,195.6,82.5,82.0,79.1,66.1,52.4,41.2,QB_3_SEASON_GAME_BOOTSTRAP,1451,240,1.3,VERY LOW
16,2026,PRE,1,Preseason Week 1,00-0034796,Lamar Jackson,BAL,PHI,home,,ACT,8,8.0,NFL_HISTORY,TEAM_BLEND,27.1,7.29,194.5,46,22.6,15.0,AUTO_PRESEASON_USAGE,veteran_backup,True,QB2,DEPTH ROTATION,,1.0,9.06,135.9,46.6,190.8,182.7,195.6,76.1,104.3,135.9,167.6,195.6,82.5,82.0,79.1,66.1,52.4,41.2,QB_3_SEASON_GAME_BOOTSTRAP,1451,250,0.7,VERY LOW
16,2026,PRE,1,Preseason Week 1,00-0034796,Lamar Jackson,BAL,PHI,home,,ACT,8,8.0,NFL_HISTORY,TEAM_BLEND,27.1,7.29,194.5,46,22.6,15.0,AUTO_PRESEASON_USAGE,veteran_backup,True,QB2,DEPTH ROTATION,,1.0,9.06,135.9,46.6,190.8,182.7,195.6,76.1,104.3,135.9,167.6,195.6,82.5,82.0,79.1,66.1,52.4,41.2,QB_3_SEASON_GAME_BOOTSTRAP,1451,260,0.4,VERY LOW
16,2026,PRE,1,Preseason Week 1,00-0034796,Lamar Jackson,BAL,PHI,home,,ACT,8,8.0,NFL_HISTORY,TEAM_BLEND,27.1,7.29,194.5,46,22.6,15.0,AUTO_PRESEASON_USAGE,veteran_backup,True,QB2,DEPTH ROTATION,,1.0,9.06,135.9,46.6,190.8,182.7,195.6,76.1,104.3,135.9,167.6,195.6,82.5,82.0,79.1,66.1,52.4,41.2,QB_3_SEASON_GAME_BOOTSTRAP,1451,270,0.2,VERY LOW
16,2026,PRE,1,Preseason Week 1,00-0034796,Lamar Jackson,BAL,PHI,home,,ACT,8,8.0,NFL_HISTORY,TEAM_BLEND,27.1,7.29,194.5,46,22.6,15.0,AUTO_PRESEASON_USAGE,veteran_backup,True,QB2,DEPTH ROTATION,,1.0,9.06,135.9,46.6,190.8,182.7,195.6,76.1,104.3,135.9,167.6,195.6,82.5,82.0,79.1,66.1,52.4,41.2,QB_3_SEASON_GAME_BOOTSTRAP,1451,280,0.1,VERY LOW
16,2026,PRE,1,Preseason Week 1,00-0034796,Lamar Jackson,BAL,PHI,home,,ACT,8,8.0,NFL_HISTORY,TEAM_BLEND,27.1,7.29,194.5,46,22.6,15.0,AUTO_PRESEASON_USAGE,veteran_backup,True,QB2,DEPTH ROTATION,,1.0,9.06,135.9,46.6,190.8,182.7,195.6,76.1,104.3,135.9,167.6,195.6,82.5,82.0,79.1,66.1,52.4,41.2,QB_3_SEASON_GAME_BOOTSTRAP,1451,290,0.1,VERY LOW
16,2026,PRE,1,Preseason Week 1,00-0034796,Lamar Jackson,BAL,PHI,home,,ACT,8,8.0,NFL_HISTORY,TEAM_BLEND,27.1,7.29,194.5,46,22.6,15.0,AUTO_PRESEASON_USAGE,veteran_backup,True,QB2,DEPTH ROTATION,,1.0,9.06,135.9,46.6,190.8,182.7,195.6,76.1,104.3,135.9,167.6,195.6,82.5,82.0,79.1,66.1,52.4,41.2,QB_3_SEASON_GAME_BOOTSTRAP,1451,300,0.0,VERY LOW
16,2026,PRE,1,Preseason Week 1,00-0034796,Lamar Jackson,BAL,PHI,home,,ACT,8,8.0,NFL_HISTORY,TEAM_BLEND,27.1,7.29,194.5,46,22.6,15.0,AUTO_PRESEASON_USAGE,veteran_backup,True,QB2,DEPTH ROTATION,,1.0,9.06,135.9,46.6,190.8,182.7,195.6,76.1,104.3,135.9,167.6,195.6,82.5,82.0,79.1,66.1,52.4,41.2,QB_3_SEASON_GAME_BOOTSTRAP,1451,310,0.0,VERY LOW
16,2026,PRE,1,Preseason Week 1,00-0034796,Lamar Jackson,BAL,PHI,home,,ACT,8,8.0,NFL_HISTORY,TEAM_BLEND,27.1,7.29,194.5,46,22.6,15.0,AUTO_PRESEASON_USAGE,veteran_backup,True,QB2,DEPTH ROTATION,,1.0,9.06,135.9,46.6,190.8,182.7,195.6,76.1,104.3,135.9,167.6,195.6,82.5,82.0,79.1,66.1,52.4,41.2,QB_3_SEASON_GAME_BOOTSTRAP,1451,320,0.0,VERY LOW
16,2026,PRE,1,Preseason Week 1,00-0034796,Lamar Jackson,BAL,PHI,home,,ACT,8,8.0,NFL_HISTORY,TEAM_BLEND,27.1,7.29,194.5,46,22.6,15.0,AUTO_PRESEASON_USAGE,veteran_backup,True,QB2,DEPTH ROTATION,,1.0,9.06,135.9,46.6,190.8,182.7,195.6,76.1,104.3,135.9,167.6,195.6,82.5,82.0,79.1,66.1,52.4,41.2,QB_3_SEASON_GAME_BOOTSTRAP,1451,330,0.0,VERY LOW
16,2026,PRE,1,Preseason Week 1,00-0034796,Lamar Jackson,BAL,PHI,home,,ACT,8,8.0,NFL_HISTORY,TEAM_BLEND,27.1,7.29,194.5,46,22.6,15.0,AUTO_PRESEASON_USAGE,veteran_backup,True,QB2,DEPTH ROTATION,,1.0,9.06,135.9,46.6,190.8,182.7,195.6,76.1,104.3,135.9,167.6,195.6,82.5,82.0,79.1,66.1,52.4,41.2,QB_3_SEASON_GAME_BOOTSTRAP,1451,340,0.0,VERY LOW
16,2026,PRE,1,Preseason Week 1,00-0034796,Lamar Jackson,BAL,PHI,home,,ACT,8,8.0,NFL_HISTORY,TEAM_BLEND,27.1,7.29,194.5,46,22.6,15.0,AUTO_PRESEASON_USAGE,veteran_backup,True,QB2,DEPTH ROTATION,,1.0,9.06,135.9,46.6,190.8,182.7,195.6,76.1,104.3,135.9,167.6,195.6,82.5,82.0,79.1,66.1,52.4,41.2,QB_3_SEASON_GAME_BOOTSTRAP,1451,350,0.0,VERY LOW
16,2026,PRE,1,Preseason Week 1,00-0034796,Lamar Jackson,BAL,PHI,home,,ACT,8,8.0,NFL_HISTORY,TEAM_BLEND,27.1,7.29,194.5,46,22.6,15.0,AUTO_PRESEASON_USAGE,veteran_backup,True,QB2,DEPTH ROTATION,,1.0,9.06,135.9,46.6,190.8,182.7,195.6,76.1,104.3,135.9,167.6,195.6,82.5,82.0,79.1,66.1,52.4,41.2,QB_3_SEASON_GAME_BOOTSTRAP,1451,360,0.0,VERY LOW
16,2026,PRE,1,Preseason Week 1,00-0034796,Lamar Jackson,BAL,PHI,home,,ACT,8,8.0,NFL_HISTORY,TEAM_BLEND,27.1,7.29,194.5,46,22.6,15.0,AUTO_PRESEASON_USAGE,veteran_backup,True,QB2,DEPTH ROTATION,,1.0,9.06,135.9,46.6,190.8,182.7,195.6,76.1,104.3,135.9,167.6,195.6,82.5,82.0,79.1,66.1,52.4,41.2,QB_3_SEASON_GAME_BOOTSTRAP,1451,370,0.0,VERY LOW
16,2026,PRE,1,Preseason Week 1,00-0034796,Lamar Jackson,BAL,PHI,home,,ACT,8,8.0,NFL_HISTORY,TEAM_BLEND,27.1,7.29,194.5,46,22.6,15.0,AUTO_PRESEASON_USAGE,veteran_backup,True,QB2,DEPTH ROTATION,,1.0,9.06,135.9,46.6,190.8,182.7,195.6,76.1,104.3,135.9,167.6,195.6,82.5,82.0,79.1,66.1,52.4,41.2,QB_3_SEASON_GAME_BOOTSTRAP,1451,380,0.0,VERY LOW
16,2026,PRE,1,Preseason Week 1,00-0034796,Lamar Jackson,BAL,PHI,home,,ACT,8,8.0,NFL_HISTORY,TEAM_BLEND,27.1,7.29,194.5,46,22.6,15.0,AUTO_PRESEASON_USAGE,veteran_backup,True,QB2,DEPTH ROTATION,,1.0,9.06,135.9,46.6,190.8,182.7,195.6,76.1,104.3,135.9,167.6,195.6,82.5,82.0,79.1,66.1,52.4,41.2,QB_3_SEASON_GAME_BOOTSTRAP,1451,390,0.0,VERY LOW
16,2026,PRE,1,Preseason Week 1,00-0034796,Lamar Jackson,BAL,PHI,home,,ACT,8,8.0,NFL_HISTORY,TEAM_BLEND,27.1,7.29,194.5,46,22.6,15.0,AUTO_PRESEASON_USAGE,veteran_backup,True,QB2,DEPTH ROTATION,,1.0,9.06,135.9,46.6,190.8,182.7,195.6,76.1,104.3,135.9,167.6,195.6,82.5,82.0,79.1,66.1,52.4,41.2,QB_3_SEASON_GAME_BOOTSTRAP,1451,400,0.0,VERY LOW
17,2026,PRE,1,Preseason Week 1,00-0041172,Miller Moss,CHI,CLE,home,,ACT,0,,TEAM_PRIOR_NO_NFL_HISTORY,TEAM_BLEND,30.5,6.76,206.8,0,30.5,20.0,AUTO_PRESEASON_USAGE,rookie,True,QB2,DEPTH ROTATION,,1.0,6.76,135.3,61.4,,,,56.1,93.7,135.2,176.7,214.0,82.5,82.0,76.2,64.1,54.0,33.2,TEAM_3_SEASON_GAME_BOOTSTRAP,1904,100,71.6,HIGH
17,2026,PRE,1,Preseason Week 1,00-0041172,Miller Moss,CHI,CLE,home,,ACT,0,,TEAM_PRIOR_NO_NFL_HISTORY,TEAM_BLEND,30.5,6.76,206.8,0,30.5,20.0,AUTO_PRESEASON_USAGE,rookie,True,QB2,DEPTH ROTATION,,1.0,6.76,135.3,61.4,,,,56.1,93.7,135.2,176.7,214.0,82.5,82.0,76.2,64.1,54.0,33.2,TEAM_3_SEASON_GAME_BOOTSTRAP,1904,110,65.9,SOLID
17,2026,PRE,1,Preseason Week 1,00-0041172,Miller Moss,CHI,CLE,home,,ACT,0,,TEAM_PRIOR_NO_NFL_HISTORY,TEAM_BLEND,30.5,6.76,206.8,0,30.5,20.0,AUTO_PRESEASON_USAGE,rookie,True,QB2,DEPTH ROTATION,,1.0,6.76,135.3,61.4,,,,56.1,93.7,135.2,176.7,214.0,82.5,82.0,76.2,64.1,54.0,33.2,TEAM_3_SEASON_GAME_BOOTSTRAP,1904,120,59.8,LEAN
17,2026,PRE,1,Preseason Week 1,00-0041172,Miller Moss,CHI,CLE,home,,ACT,0,,TEAM_PRIOR_NO_NFL_HISTORY,TEAM_BLEND,30.5,6.76,206.8,0,30.5,20.0,AUTO_PRESEASON_USAGE,rookie,True,QB2,DEPTH ROTATION,,1.0,6.76,135.3,61.4,,,,56.1,93.7,135.2,176.7,214.0,82.5,82.0,76.2,64.1,54.0,33.2,TEAM_3_SEASON_GAME_BOOTSTRAP,1904,130,53.3,LEAN
17,2026,PRE,1,Preseason Week 1,00-0041172,Miller Moss,CHI,CLE,home,,ACT,0,,TEAM_PRIOR_NO_NFL_HISTORY,TEAM_BLEND,30.5,6.76,206.8,0,30.5,20.0,AUTO_PRESEASON_USAGE,rookie,True,QB2,DEPTH ROTATION,,1.0,6.76,135.3,61.4,,,,56.1,93.7,135.2,176.7,214.0,82.5,82.0,76.2,64.1,54.0,33.2,TEAM_3_SEASON_GAME_BOOTSTRAP,1904,140,46.9,COIN FLIP
17,2026,PRE,1,Preseason Week 1,00-0041172,Miller Moss,CHI,CLE,home,,ACT,0,,TEAM_PRIOR_NO_NFL_HISTORY,TEAM_BLEND,30.5,6.76,206.8,0,30.5,20.0,AUTO_PRESEASON_USAGE,rookie,True,QB2,DEPTH ROTATION,,1.0,6.76,135.3,61.4,,,,56.1,93.7,135.2,176.7,214.0,82.5,82.0,76.2,64.1,54.0,33.2,TEAM_3_SEASON_GAME_BOOTSTRAP,1904,150,40.4,COIN FLIP
17,2026,PRE,1,Preseason Week 1,00-0041172,Miller Moss,CHI,CLE,home,,ACT,0,,TEAM_PRIOR_NO_NFL_HISTORY,TEAM_BLEND,30.5,6.76,206.8,0,30.5,20.0,AUTO_PRESEASON_USAGE,rookie,True,QB2,DEPTH ROTATION,,1.0,6.76,135.3,61.4,,,,56.1,93.7,135.2,176.7,214.0,82.5,82.0,76.2,64.1,54.0,33.2,TEAM_3_SEASON_GAME_BOOTSTRAP,1904,160,34.3,LOW
17,2026,PRE,1,Preseason Week 1,00-0041172,Miller Moss,CHI,CLE,home,,ACT,0,,TEAM_PRIOR_NO_NFL_HISTORY,TEAM_BLEND,30.5,6.76,206.8,0,30.5,20.0,AUTO_PRESEASON_USAGE,rookie,True,QB2,DEPTH ROTATION,,1.0,6.76,135.3,61.4,,,,56.1,93.7,135.2,176.7,214.0,82.5,82.0,76.2,64.1,54.0,33.2,TEAM_3_SEASON_GAME_BOOTSTRAP,1904,170,28.6,LOW
17,2026,PRE,1,Preseason Week 1,00-0041172,Miller Moss,CHI,CLE,home,,ACT,0,,TEAM_PRIOR_NO_NFL_HISTORY,TEAM_BLEND,30.5,6.76,206.8,0,30.5,20.0,AUTO_PRESEASON_USAGE,rookie,True,QB2,DEPTH ROTATION,,1.0,6.76,135.3,61.4,,,,56.1,93.7,135.2,176.7,214.0,82.5,82.0,76.2,64.1,54.0,33.2,TEAM_3_SEASON_GAME_BOOTSTRAP,1904,180,23.4,VERY LOW
17,2026,PRE,1,Preseason Week 1,00-0041172,Miller Moss,CHI,CLE,home,,ACT,0,,TEAM_PRIOR_NO_NFL_HISTORY,TEAM_BLEND,30.5,6.76,206.8,0,30.5,20.0,AUTO_PRESEASON_USAGE,rookie,True,QB2,DEPTH ROTATION,,1.0,6.76,135.3,61.4,,,,56.1,93.7,135.2,176.7,214.0,82.5,82.0,76.2,64.1,54.0,33.2,TEAM_3_SEASON_GAME_BOOTSTRAP,1904,190,18.7,VERY LOW
17,2026,PRE,1,Preseason Week 1,00-0041172,Miller Moss,CHI,CLE,home,,ACT,0,,TEAM_PRIOR_NO_NFL_HISTORY,TEAM_BLEND,30.5,6.76,206.8,0,30.5,20.0,AUTO_PRESEASON_USAGE,rookie,True,QB2,DEPTH ROTATION,,1.0,6.76,135.3,61.4,,,,56.1,93.7,135.2,176.7,214.0,82.5,82.0,76.2,64.1,54.0,33.2,TEAM_3_SEASON_GAME_BOOTSTRAP,1904,200,14.6,VERY LOW
17,2026,PRE,1,Preseason Week 1,00-0041172,Miller Moss,CHI,CLE,home,,ACT,0,,TEAM_PRIOR_NO_NFL_HISTORY,TEAM_BLEND,30.5,6.76,206.8,0,30.5,20.0,AUTO_PRESEASON_USAGE,rookie,True,QB2,DEPTH ROTATION,,1.0,6.76,135.3,61.4,,,,56.1,93.7,135.2,176.7,214.0,82.5,82.0,76.2,64.1,54.0,33.2,TEAM_3_SEASON_GAME_BOOTSTRAP,1904,210,11.2,VERY LOW
17,2026,PRE,1,Preseason Week 1,00-0041172,Miller Moss,CHI,CLE,home,,ACT,0,,TEAM_PRIOR_NO_NFL_HISTORY,TEAM_BLEND,30.5,6.76,206.8,0,30.5,20.0,AUTO_PRESEASON_USAGE,rookie,True,QB2,DEPTH ROTATION,,1.0,6.76,135.3,61.4,,,,56.1,93.7,135.2,176.7,214.0,82.5,82.0,76.2,64.1,54.0,33.2,TEAM_3_SEASON_GAME_BOOTSTRAP,1904,220,8.4,VERY LOW
17,2026,PRE,1,Preseason Week 1,00-0041172,Miller Moss,CHI,CLE,home,,ACT,0,,TEAM_PRIOR_NO_NFL_HISTORY,TEAM_BLEND,30.5,6.76,206.8,0,30.5,20.0,AUTO_PRESEASON_USAGE,rookie,True,QB2,DEPTH ROTATION,,1.0,6.76,135.3,61.4,,,,56.1,93.7,135.2,176.7,214.0,82.5,82.0,76.2,64.1,54.0,33.2,TEAM_3_SEASON_GAME_BOOTSTRAP,1904,230,6.1,VERY LOW
17,2026,PRE,1,Preseason Week 1,00-0041172,Miller Moss,CHI,CLE,home,,ACT,0,,TEAM_PRIOR_NO_NFL_HISTORY,TEAM_BLEND,30.5,6.76,206.8,0,30.5,20.0,AUTO_PRESEASON_USAGE,rookie,True,QB2,DEPTH ROTATION,,1.0,6.76,135.3,61.4,,,,56.1,93.7,135.2,176.7,214.0,82.5,82.0,76.2,64.1,54.0,33.2,TEAM_3_SEASON_GAME_BOOTSTRAP,1904,240,4.4,VERY LOW
17,2026,PRE,1,Preseason Week 1,00-0041172,Miller Moss,CHI,CLE,home,,ACT,0,,TEAM_PRIOR_NO_NFL_HISTORY,TEAM_BLEND,30.5,6.76,206.8,0,30.5,20.0,AUTO_PRESEASON_USAGE,rookie,True,QB2,DEPTH ROTATION,,1.0,6.76,135.3,61.4,,,,56.1,93.7,135.2,176.7,214.0,82.5,82.0,76.2,64.1,54.0,33.2,TEAM_3_SEASON_GAME_BOOTSTRAP,1904,250,3.1,VERY LOW
