date,rank,gamePk,player,mlb player id,team,opponent,lineup spot,lineup samples,probable pitcher,probable pitcher id,pitcher hand,batter side,park,projected pa,total bases line,best more line,best more threshold,projected tb,median tb,floor tb,ceiling tb,iqr upper tb,edge,fair line,more probability,push probability,less probability,recommendation,model confidence,ai score,tier,p 0 tb,p 1 tb,p 2 tb,p 3 tb,p 4 plus tb,p 1+ tb,p 2+ tb,p 3+ tb,p 4+ tb,p 5+ tb,p 6+ tb,single probability,double probability,triple probability,hr probability,season pa,season hits,season doubles,season triples,season hr,season slg,recent games used,last 14 total bases,last 14 avg tb,starter contribution,bullpen contribution,park contribution,weather contribution,pitcher era,pitcher whip,pitcher h9,pitcher hr9,simulation count,model version,more 0.5 %,push 0.5 %,less 0.5 %,side 0.5,confidence 0.5 %,ai score 0.5,tier 0.5,more 1.0 %,push 1.0 %,less 1.0 %,side 1.0,confidence 1.0 %,ai score 1.0,tier 1.0,more 1.5 %,push 1.5 %,less 1.5 %,side 1.5,confidence 1.5 %,ai score 1.5,tier 1.5,more 2.0 %,push 2.0 %,less 2.0 %,side 2.0,confidence 2.0 %,ai score 2.0,tier 2.0,more 2.5 %,push 2.5 %,less 2.5 %,side 2.5,confidence 2.5 %,ai score 2.5,tier 2.5,more 3.0 %,push 3.0 %,less 3.0 %,side 3.0,confidence 3.0 %,ai score 3.0,tier 3.0,more 3.5 %,push 3.5 %,less 3.5 %,side 3.5,confidence 3.5 %,ai score 3.5,tier 3.5,more 4.0 %,push 4.0 %,less 4.0 %,side 4.0,confidence 4.0 %,ai score 4.0,tier 4.0,more 4.5 %,push 4.5 %,less 4.5 %,side 4.5,confidence 4.5 %,ai score 4.5,tier 4.5
2026-08-10,60,823018,Kyle Schwarber,656941,PHI,STL,,0,Hunter Dobbins,690928,R,L,Busch Stadium,4.15,0.5,0.5,1+ TB,1.733,1.0,0.0,5.0,3.0,1.233,1.0,62.45,0.0,37.55,MORE,62.45,82,Silver,37.55,23.49,12.01,4.39,22.56,62.45,38.96,26.95,22.56,10.55,5.28,11.69,3.56,0.22,5.49,503,103,13,1,35,0.535,14,"8,1,2,2,0,0,0,0,0,0,1,1,3,2",1.429,50.1,50.0,50.0,50.0,3.6,1.3,8.55,1.35,10000,TB_V2_MORE_LADDER,62.45,0.0,37.55,MORE,62.45,82,Silver,38.96,23.49,37.55,PASS,38.96,66,Pass,38.96,0.0,61.04,PASS,38.96,62,Pass,26.95,12.01,61.04,PASS,26.95,60,Pass,26.95,0.0,73.05,PASS,26.95,60,Pass,22.56,4.39,73.05,PASS,22.56,60,Pass,22.56,0.0,77.44,PASS,22.56,60,Pass,10.55,12.01,77.44,PASS,10.55,60,Pass,10.55,0.0,89.45,PASS,10.55,60,Pass
2026-08-10,61,823918,Salvador Perez,521692,KC,LAD,,0,Tarik Skubal,669373,L,R,UNIQLO Field at Dodger Stadium,4.15,0.5,0.5,1+ TB,1.506,1.0,0.0,4.0,2.0,1.006,1.0,62.22,0.0,37.78,MORE,62.22,80,Silver,37.78,25.54,14.78,6.01,15.89,62.22,36.68,21.9,15.89,7.39,3.5,13.09,3.97,0.5,3.35,461,92,17,1,16,0.373,14,"1,1,1,0,2,2,4,2,0,4,2,0,4,2",1.786,33.2,50.0,50.0,50.0,2.81,0.92,6.84,0.96,10000,TB_V2_MORE_LADDER,62.22,0.0,37.78,MORE,62.22,80,Silver,36.68,25.54,37.78,PASS,36.68,64,Pass,36.68,0.0,63.32,PASS,36.68,60,Pass,21.9,14.78,63.32,PASS,21.9,60,Pass,21.9,0.0,78.1,PASS,21.9,60,Pass,15.89,6.01,78.1,PASS,15.89,60,Pass,15.89,0.0,84.11,PASS,15.89,60,Pass,7.39,8.5,84.11,PASS,7.39,60,Pass,7.39,0.0,92.61,PASS,7.39,60,Pass
2026-08-10,62,823189,Bryce Eldridge,805811,SF,HOU,,0,Hayden Wesneski,669713,R,L,Oracle Park,4.15,0.5,0.5,1+ TB,1.384,1.0,0.0,4.0,2.0,0.884,1.0,62.16,0.0,37.84,MORE,62.16,79,Silver,37.84,28.27,15.6,5.17,13.12,62.16,33.89,18.29,13.12,6.3,2.54,14.2,3.59,0.13,2.89,306,66,14,0,11,0.425,14,"1,0,0,1,1,1,2,0,2,0,4,0,0,0",0.857,50.2,50.0,50.0,50.0,3.86,1.29,8.49,0.0,10000,TB_V2_MORE_LADDER,62.16,0.0,37.84,MORE,62.16,79,Silver,33.89,28.27,37.84,PASS,33.89,63,Pass,33.89,0.0,66.11,PASS,33.89,60,Pass,18.29,15.6,66.11,PASS,18.29,60,Pass,18.29,0.0,81.71,PASS,18.29,60,Pass,13.12,5.17,81.71,PASS,13.12,60,Pass,13.12,0.0,86.88,PASS,13.12,60,Pass,6.3,6.82,86.88,PASS,6.3,60,Pass,6.3,0.0,93.7,PASS,6.3,60,Pass
2026-08-10,63,823675,Kody Clemens,665019,MIN,BAL,,0,Trevor Rogers,669432,L,L,Target Field,4.15,0.5,0.5,1+ TB,1.645,1.0,0.0,4.0,3.0,1.145,1.0,61.88,0.0,38.12,MORE,61.88,81,Silver,38.12,22.6,13.18,6.6,19.5,61.88,39.28,26.1,19.5,8.82,4.5,11.09,4.08,1.29,3.9,420,89,20,5,20,0.465,14,"4,0,1,0,1,0,1,0,0,4,1,2,7,0",1.5,50.2,50.0,50.0,50.0,4.2,1.24,8.64,0.86,10000,TB_V2_MORE_LADDER,61.88,0.0,38.12,MORE,61.88,81,Silver,39.28,22.6,38.12,PASS,39.28,66,Pass,39.28,0.0,60.72,PASS,39.28,61,Pass,26.1,13.18,60.72,PASS,26.1,60,Pass,26.1,0.0,73.9,PASS,26.1,60,Pass,19.5,6.6,73.9,PASS,19.5,60,Pass,19.5,0.0,80.5,PASS,19.5,60,Pass,8.82,10.68,80.5,PASS,8.82,60,Pass,8.82,0.0,91.18,PASS,8.82,60,Pass
2026-08-10,64,824887,Marcus Semien,543760,NYM,ATL,,0,Bryce Elder,693821,R,R,Truist Park,4.15,0.5,0.5,1+ TB,1.505,1.0,0.0,4.0,2.0,1.005,1.0,61.47,0.0,38.53,MORE,61.47,80,Silver,38.53,26.28,13.29,4.46,17.44,61.47,35.19,21.9,17.44,7.84,3.31,13.31,2.91,0.25,4.04,392,76,9,1,14,0.362,14,"1,0,4,7,0,0,1,1,0,1,0,0,6,4",1.786,45.3,50.0,50.0,50.0,3.69,1.2,7.82,1.35,10000,TB_V2_MORE_LADDER,61.47,0.0,38.53,MORE,61.47,80,Silver,35.19,26.28,38.53,PASS,35.19,64,Pass,35.19,0.0,64.81,PASS,35.19,60,Pass,21.9,13.29,64.81,PASS,21.9,60,Pass,21.9,0.0,78.1,PASS,21.9,60,Pass,17.44,4.46,78.1,PASS,17.44,60,Pass,17.44,0.0,82.56,PASS,17.44,60,Pass,7.84,9.6,82.56,PASS,7.84,60,Pass,7.84,0.0,92.16,PASS,7.84,60,Pass
2026-08-10,65,825048,Ketel Marte,606466,AZ,COL,,0,Gabriel Hughes,687312,R,S,Chase Field,4.15,0.5,0.5,1+ TB,1.494,1.0,0.0,4.0,2.0,0.994,1.0,61.44,0.0,38.56,MORE,61.44,79,Silver,38.56,24.95,14.24,5.71,16.54,61.44,36.49,22.25,16.54,7.17,3.11,12.62,4.04,0.46,3.47,500,111,22,3,20,0.438,14,"4,0,0,1,0,0,0,2,1,1,2,1,4,0",1.143,46.3,50.0,50.0,50.0,4.25,1.18,7.89,0.3,10000,TB_V2_MORE_LADDER,61.44,0.0,38.56,MORE,61.44,79,Silver,36.49,24.95,38.56,PASS,36.49,64,Pass,36.49,0.0,63.51,PASS,36.49,60,Pass,22.25,14.24,63.51,PASS,22.25,60,Pass,22.25,0.0,77.75,PASS,22.25,60,Pass,16.54,5.71,77.75,PASS,16.54,60,Pass,16.54,0.0,83.46,PASS,16.54,60,Pass,7.17,9.37,83.46,PASS,7.17,60,Pass,7.17,0.0,92.83,PASS,7.17,60,Pass
2026-08-10,66,823189,Isaac Paredes,670623,HOU,SF,,0,Blade Tidwell,694918,R,R,Oracle Park,4.15,0.5,0.5,1+ TB,1.335,1.0,0.0,4.0,2.0,0.835,1.0,60.62,0.0,39.38,MORE,60.62,77,Silver,39.38,28.02,14.6,5.42,12.58,60.62,32.6,18.0,12.58,5.57,2.35,13.48,3.81,0.22,2.67,475,103,20,1,15,0.415,14,"0,2,4,0,0,0,0,1,5,1,0,0,0,2",1.071,45.9,50.0,50.0,50.0,3.18,1.18,8.47,0.53,10000,TB_V2_MORE_LADDER,60.62,0.0,39.38,MORE,60.62,77,Silver,32.6,28.02,39.38,PASS,32.6,63,Pass,32.6,0.0,67.4,PASS,32.6,60,Pass,18.0,14.6,67.4,PASS,18.0,60,Pass,18.0,0.0,82.0,PASS,18.0,60,Pass,12.58,5.42,82.0,PASS,12.58,60,Pass,12.58,0.0,87.42,PASS,12.58,60,Pass,5.57,7.01,87.42,PASS,5.57,60,Pass,5.57,0.0,94.43,PASS,5.57,60,Pass
2026-08-10,67,823189,Cam Smith,701358,HOU,SF,,0,Blade Tidwell,694918,R,R,Oracle Park,4.15,0.5,0.5,1+ TB,1.468,1.0,0.0,4.0,2.0,0.968,1.0,60.6,0.0,39.4,MORE,60.6,78,Silver,39.4,25.1,13.76,5.61,16.13,60.6,35.5,21.74,16.13,7.28,2.89,13.01,3.55,0.65,3.43,427,84,15,2,15,0.388,14,"0,9,0,1,2,4,1,4,2,0,0,0,0,4",1.929,45.9,50.0,50.0,50.0,3.18,1.18,8.47,0.53,10000,TB_V2_MORE_LADDER,60.6,0.0,39.4,MORE,60.6,78,Silver,35.5,25.1,39.4,PASS,35.5,64,Pass,35.5,0.0,64.5,PASS,35.5,60,Pass,21.74,13.76,64.5,PASS,21.74,60,Pass,21.74,0.0,78.26,PASS,21.74,60,Pass,16.13,5.61,78.26,PASS,16.13,60,Pass,16.13,0.0,83.87,PASS,16.13,60,Pass,7.28,8.85,83.87,PASS,7.28,60,Pass,7.28,0.0,92.72,PASS,7.28,60,Pass
2026-08-10,68,825048,Corbin Carroll,682998,AZ,COL,,0,Gabriel Hughes,687312,R,L,Chase Field,4.15,0.5,0.5,1+ TB,1.515,1.0,0.0,4.0,2.0,1.015,1.0,60.55,0.0,39.45,MORE,60.55,79,Silver,39.45,22.77,13.97,8.19,15.62,60.55,37.78,23.81,15.62,7.3,3.5,11.19,4.37,1.9,2.77,499,104,23,13,16,0.464,14,"0,3,0,2,2,0,0,0,5,0,2,1,1,2",1.286,46.3,50.0,50.0,50.0,4.25,1.18,7.89,0.3,10000,TB_V2_MORE_LADDER,60.55,0.0,39.45,MORE,60.55,79,Silver,37.78,22.77,39.45,PASS,37.78,65,Pass,37.78,0.0,62.22,PASS,37.78,60,Pass,23.81,13.97,62.22,PASS,23.81,60,Pass,23.81,0.0,76.19,PASS,23.81,60,Pass,15.62,8.19,76.19,PASS,15.62,60,Pass,15.62,0.0,84.38,PASS,15.62,60,Pass,7.3,8.32,84.38,PASS,7.3,60,Pass,7.3,0.0,92.7,PASS,7.3,60,Pass
2026-08-10,69,823675,Gunnar Henderson,683002,BAL,MIN,,0,Dean Kremer,665152,R,L,Target Field,4.15,0.5,0.5,1+ TB,1.51,1.0,0.0,4.0,2.0,1.01,1.0,60.28,0.0,39.72,MORE,60.28,78,Silver,39.72,23.88,13.05,6.46,16.89,60.28,36.4,23.35,16.89,7.58,3.41,11.7,3.91,0.84,3.54,531,101,19,4,18,0.384,14,"0,0,0,0,1,0,0,1,3,1,0,1,0,4",0.786,57.0,50.0,50.0,50.0,5.93,1.32,9.0,2.63,10000,TB_V2_MORE_LADDER,60.28,0.0,39.72,MORE,60.28,78,Silver,36.4,23.88,39.72,PASS,36.4,64,Pass,36.4,0.0,63.6,PASS,36.4,60,Pass,23.35,13.05,63.6,PASS,23.35,60,Pass,23.35,0.0,76.65,PASS,23.35,60,Pass,16.89,6.46,76.65,PASS,16.89,60,Pass,16.89,0.0,83.11,PASS,16.89,60,Pass,7.58,9.31,83.11,PASS,7.58,60,Pass,7.58,0.0,92.42,PASS,7.58,60,Pass
2026-08-10,70,822780,Kazuma Okamoto,672960,TOR,BOS,,0,Sonny Gray,543243,R,R,Rogers Centre,4.15,0.5,0.5,1+ TB,1.455,1.0,0.0,4.0,2.0,0.955,1.0,60.22,0.0,39.78,MORE,60.22,78,Silver,39.78,25.84,13.48,4.61,16.29,60.22,34.38,20.9,16.29,7.32,3.3,12.77,3.34,0.1,3.78,475,96,15,0,24,0.429,14,"1,0,0,1,1,0,2,1,0,2,4,4,1,0",1.214,42.6,50.0,50.0,50.0,2.78,1.15,7.97,0.9,10000,TB_V2_MORE_LADDER,60.22,0.0,39.78,MORE,60.22,78,Silver,34.38,25.84,39.78,PASS,34.38,64,Pass,34.38,0.0,65.62,PASS,34.38,60,Pass,20.9,13.48,65.62,PASS,20.9,60,Pass,20.9,0.0,79.1,PASS,20.9,60,Pass,16.29,4.61,79.1,PASS,16.29,60,Pass,16.29,0.0,83.71,PASS,16.29,60,Pass,7.32,8.97,83.71,PASS,7.32,60,Pass,7.32,0.0,92.68,PASS,7.32,60,Pass
2026-08-10,71,823189,Willy Adames,642715,SF,HOU,,0,Hayden Wesneski,669713,R,R,Oracle Park,4.15,0.5,0.5,1+ TB,1.387,1.0,0.0,4.0,2.0,0.887,1.0,59.95,0.0,40.05,MORE,59.95,77,Silver,40.05,25.97,14.55,5.58,13.85,59.95,33.98,19.43,13.85,6.16,2.73,12.39,3.95,0.23,3.03,473,97,24,1,19,0.413,14,"1,1,4,0,1,0,1,0,0,1,1,1,1,2",1.0,50.2,50.0,50.0,50.0,3.86,1.29,8.49,0.0,10000,TB_V2_MORE_LADDER,59.95,0.0,40.05,MORE,59.95,77,Silver,33.98,25.97,40.05,PASS,33.98,63,Pass,33.98,0.0,66.02,PASS,33.98,60,Pass,19.43,14.55,66.02,PASS,19.43,60,Pass,19.43,0.0,80.57,PASS,19.43,60,Pass,13.85,5.58,80.57,PASS,13.85,60,Pass,13.85,0.0,86.15,PASS,13.85,60,Pass,6.16,7.69,86.15,PASS,6.16,60,Pass,6.16,0.0,93.84,PASS,6.16,60,Pass
2026-08-10,72,823265,Garrett Mitchell,669003,MIL,SD,,0,Casey Mize,663554,R,L,Petco Park,4.15,0.5,0.5,1+ TB,1.317,1.0,0.0,4.0,2.0,0.817,1.0,59.95,0.0,40.05,MORE,59.95,76,Silver,40.05,25.3,16.61,7.05,10.99,59.95,34.65,18.04,10.99,4.49,2.03,12.63,4.97,0.54,1.96,395,87,24,3,8,0.413,14,"1,0,1,2,0,0,0,0,0,3,0,1,0,0",0.571,41.2,50.0,50.0,50.0,3.4,1.09,7.6,0.6,10000,TB_V2_MORE_LADDER,59.95,0.0,40.05,MORE,59.95,76,Silver,34.65,25.3,40.05,PASS,34.65,63,Pass,34.65,0.0,65.35,PASS,34.65,60,Pass,18.04,16.61,65.35,PASS,18.04,60,Pass,18.04,0.0,81.96,PASS,18.04,60,Pass,10.99,7.05,81.96,PASS,10.99,60,Pass,10.99,0.0,89.01,PASS,10.99,60,Pass,4.49,6.5,89.01,PASS,4.49,60,Pass,4.49,0.0,95.51,PASS,4.49,60,Pass
2026-08-10,73,824887,Brett Baty,683146,NYM,ATL,,0,Bryce Elder,693821,R,L,Truist Park,4.15,0.5,0.5,1+ TB,1.35,1.0,0.0,4.0,2.0,0.85,1.0,59.85,0.0,40.15,MORE,59.85,77,Silver,40.15,26.77,14.4,5.4,13.28,59.85,33.08,18.68,13.28,6.01,2.41,13.41,3.44,0.27,2.72,375,72,13,1,7,0.321,14,"0,0,1,0,4,0,0,0,1,0,1,4,0,1",0.857,45.3,50.0,50.0,50.0,3.69,1.2,7.82,1.35,10000,TB_V2_MORE_LADDER,59.85,0.0,40.15,MORE,59.85,77,Silver,33.08,26.77,40.15,PASS,33.08,63,Pass,33.08,0.0,66.92,PASS,33.08,60,Pass,18.68,14.4,66.92,PASS,18.68,60,Pass,18.68,0.0,81.32,PASS,18.68,60,Pass,13.28,5.4,81.32,PASS,13.28,60,Pass,13.28,0.0,86.72,PASS,13.28,60,Pass,6.01,7.27,86.72,PASS,6.01,60,Pass,6.01,0.0,93.99,PASS,6.01,60,Pass
2026-08-10,74,824887,Austin Riley,663586,ATL,NYM,,0,Christian Scott,681035,R,R,Truist Park,4.15,0.5,0.5,1+ TB,1.402,1.0,0.0,4.0,2.0,0.902,1.0,59.73,0.0,40.27,MORE,59.73,77,Silver,40.27,25.32,14.82,5.11,14.48,59.73,34.41,19.59,14.48,6.49,3.16,12.47,4.19,0.22,2.95,471,93,17,1,14,0.365,14,"0,1,4,0,3,5,2,3,1,0,0,0,2,0",1.5,44.6,50.0,50.0,50.0,3.15,1.26,7.51,0.85,10000,TB_V2_MORE_LADDER,59.73,0.0,40.27,MORE,59.73,77,Silver,34.41,25.32,40.27,PASS,34.41,64,Pass,34.41,0.0,65.59,PASS,34.41,60,Pass,19.59,14.82,65.59,PASS,19.59,60,Pass,19.59,0.0,80.41,PASS,19.59,60,Pass,14.48,5.11,80.41,PASS,14.48,60,Pass,14.48,0.0,85.52,PASS,14.48,60,Pass,6.49,7.99,85.52,PASS,6.49,60,Pass,6.49,0.0,93.51,PASS,6.49,60,Pass
2026-08-10,75,823265,Xander Bogaerts,593428,SD,MIL,,0,Logan Henderson,701656,R,R,Petco Park,4.15,0.5,0.5,1+ TB,1.181,1.0,0.0,3.0,2.0,0.681,1.0,59.66,0.0,40.34,MORE,59.66,75,Pass,40.34,31.07,14.52,4.76,9.31,59.66,28.59,14.07,9.31,4.02,1.51,14.01,3.02,0.1,1.96,450,86,11,0,9,0.318,14,"0,0,0,2,0,3,1,0,3,1,1,0,1,1",0.929,30.6,50.0,50.0,50.0,2.7,0.9,6.3,1.26,10000,TB_V2_MORE_LADDER,59.66,0.0,40.34,MORE,59.66,75,Pass,28.59,31.07,40.34,PASS,28.59,62,Pass,28.59,0.0,71.41,PASS,28.59,60,Pass,14.07,14.52,71.41,PASS,14.07,60,Pass,14.07,0.0,85.93,PASS,14.07,60,Pass,9.31,4.76,85.93,PASS,9.31,60,Pass,9.31,0.0,90.69,PASS,9.31,60,Pass,4.02,5.29,90.69,PASS,4.02,60,Pass,4.02,0.0,95.98,PASS,4.02,60,Pass
2026-08-10,76,825048,Nolan Arenado,571448,AZ,COL,,0,Gabriel Hughes,687312,R,R,Chase Field,4.15,0.5,0.5,1+ TB,1.427,1.0,0.0,4.0,2.0,0.927,1.0,59.48,0.0,40.52,MORE,59.48,77,Silver,40.52,25.15,13.96,4.81,15.56,59.48,34.33,20.37,15.56,6.98,3.16,12.31,3.81,0.11,3.59,434,92,20,0,17,0.424,14,"0,1,4,0,4,1,0,5,0,0,4,0,0,0",1.357,46.3,50.0,50.0,50.0,4.25,1.18,7.89,0.3,10000,TB_V2_MORE_LADDER,59.48,0.0,40.52,MORE,59.48,77,Silver,34.33,25.15,40.52,PASS,34.33,64,Pass,34.33,0.0,65.67,PASS,34.33,60,Pass,20.37,13.96,65.67,PASS,20.37,60,Pass,20.37,0.0,79.63,PASS,20.37,60,Pass,15.56,4.81,79.63,PASS,15.56,60,Pass,15.56,0.0,84.44,PASS,15.56,60,Pass,6.98,8.58,84.44,PASS,6.98,60,Pass,6.98,0.0,93.02,PASS,6.98,60,Pass
2026-08-10,77,823998,Zach Neto,687263,LAA,TEX,,0,MacKenzie Gore,669022,L,R,Angel Stadium,4.15,0.5,0.5,1+ TB,1.426,1.0,0.0,4.0,2.0,0.926,1.0,59.42,0.0,40.58,MORE,59.42,77,Silver,40.58,24.95,13.95,5.3,15.22,59.42,34.47,20.52,15.22,6.85,3.13,12.02,4.02,0.45,3.4,515,103,22,3,20,0.418,14,"2,0,0,5,0,1,1,0,1,0,1,1,0,0",0.857,48.4,50.0,50.0,50.0,4.55,1.24,7.9,1.12,10000,TB_V2_MORE_LADDER,59.42,0.0,40.58,MORE,59.42,77,Silver,34.47,24.95,40.58,PASS,34.47,64,Pass,34.47,0.0,65.53,PASS,34.47,60,Pass,20.52,13.95,65.53,PASS,20.52,60,Pass,20.52,0.0,79.48,PASS,20.52,60,Pass,15.22,5.3,79.48,PASS,15.22,60,Pass,15.22,0.0,84.78,PASS,15.22,60,Pass,6.85,8.37,84.78,PASS,6.85,60,Pass,6.85,0.0,93.15,PASS,6.85,60,Pass
2026-08-10,78,825048,Ezequiel Tovar,678662,COL,AZ,,0,Michael Soroka,647336,R,R,Chase Field,4.15,0.5,0.5,1+ TB,1.279,1.0,0.0,4.0,2.0,0.779,1.0,59.17,0.0,40.83,MORE,59.17,75,Pass,40.83,26.88,15.39,5.68,11.22,59.17,32.29,16.9,11.22,4.86,2.14,12.71,4.18,0.12,2.29,401,75,19,0,9,0.329,14,"0,1,0,1,3,7,0,0,0,0,2,1,1,0",1.143,41.5,50.0,50.0,50.0,3.07,1.09,7.9,0.66,10000,TB_V2_MORE_LADDER,59.17,0.0,40.83,MORE,59.17,75,Pass,32.29,26.88,40.83,PASS,32.29,62,Pass,32.29,0.0,67.71,PASS,32.29,60,Pass,16.9,15.39,67.71,PASS,16.9,60,Pass,16.9,0.0,83.1,PASS,16.9,60,Pass,11.22,5.68,83.1,PASS,11.22,60,Pass,11.22,0.0,88.78,PASS,11.22,60,Pass,4.86,6.36,88.78,PASS,4.86,60,Pass,4.86,0.0,95.14,PASS,4.86,60,Pass
2026-08-10,79,823265,Manny Machado,592518,SD,MIL,,0,Logan Henderson,701656,R,R,Petco Park,4.15,0.5,0.5,1+ TB,1.398,1.0,0.0,4.0,2.0,0.898,1.0,56.91,0.0,43.09,MORE,56.91,74,Pass,43.09,23.0,13.46,4.49,15.96,56.91,33.91,20.45,15.96,6.88,3.16,11.07,4.03,0.1,3.69,492,91,20,0,23,0.42,14,"1,1,1,0,0,4,0,0,0,2,0,1,3,6",1.357,30.6,50.0,50.0,50.0,2.7,0.9,6.3,1.26,10000,TB_V2_MORE_LADDER,56.91,0.0,43.09,MORE,56.91,74,Pass,33.91,23.0,43.09,PASS,33.91,64,Pass,33.91,0.0,66.09,PASS,33.91,60,Pass,20.45,13.46,66.09,PASS,20.45,60,Pass,20.45,0.0,79.55,PASS,20.45,60,Pass,15.96,4.49,79.55,PASS,15.96,60,Pass,15.96,0.0,84.04,PASS,15.96,60,Pass,6.88,9.08,84.04,PASS,6.88,60,Pass,6.88,0.0,93.12,PASS,6.88,60,Pass
2026-08-10,80,823918,Carter Jensen,695600,KC,LAD,,0,Tarik Skubal,669373,L,L,UNIQLO Field at Dodger Stadium,4.15,0.5,0.5,1+ TB,1.367,1.0,0.0,4.0,2.0,0.867,1.0,55.77,0.0,44.23,PASS,55.77,73,Pass,44.23,21.95,13.36,5.47,14.99,55.77,33.82,20.46,14.99,6.18,3.12,10.3,4.24,0.48,3.31,436,88,24,1,16,0.419,14,"0,4,1,0,0,0,3,4,0,2,0,0,2,0",1.143,33.2,50.0,50.0,50.0,2.81,0.92,6.84,0.96,10000,TB_V2_MORE_LADDER,55.77,0.0,44.23,PASS,55.77,73,Pass,33.82,21.95,44.23,PASS,33.82,63,Pass,33.82,0.0,66.18,PASS,33.82,60,Pass,20.46,13.36,66.18,PASS,20.46,60,Pass,20.46,0.0,79.54,PASS,20.46,60,Pass,14.99,5.47,79.54,PASS,14.99,60,Pass,14.99,0.0,85.01,PASS,14.99,60,Pass,6.18,8.81,85.01,PASS,6.18,60,Pass,6.18,0.0,93.82,PASS,6.18,60,Pass
