player_id,player_name,team,opponent,position,depth_chart_position,rushing_depth_role,rushing_qb_qualified,rushing_qb_starter_source,rushing_qb_weighted_carries,rushing_qb_weighted_yards,rushing_qb_last5_carries,rushing_qb_last5_yards,rushing_rb_current_games,rushing_rb_current_games_with_carry,rushing_rb_current_carries,rushing_rb_current_yards,rushing_rb_current_carries_pg,rushing_rb_last_game_carries,status,years_exp,season,season_type,week,target_slate,game_id,game_date,home_away,projected_rushing_yards,projection_mean,projection_median,projection_floor,projection_ceiling,model_std,historical_games,last_5_avg,last_10_avg,last_15_avg,season_avg,volume_last_5,preseason_usage_multiplier,opponent_adjustment,data_source,simulations,model_version,projected_rush_attempts,projected_ypc,carry_share,red_zone_rush_share,goal_line_share,prob_0_plus,prob_5_plus,prob_10_plus,prob_15_plus,prob_20_plus,prob_25_plus,prob_30_plus,prob_35_plus,prob_40_plus,prob_45_plus,prob_50_plus,prob_55_plus,prob_60_plus,prob_65_plus,prob_70_plus,prob_75_plus,prob_80_plus,prob_85_plus,prob_90_plus,prob_95_plus,prob_100_plus,prob_105_plus,prob_110_plus,prob_115_plus,prob_120_plus,prob_125_plus,prob_130_plus,prob_135_plus,prob_140_plus,prob_145_plus,prob_150_plus,prob_155_plus,prob_160_plus,prob_165_plus,prob_170_plus,prob_175_plus,prob_180_plus,prob_185_plus,prob_190_plus,prob_195_plus,prob_200_plus
00-0040691,Jaxson Dart,NYG,LAR,QB,QB,QB1,True,RECENT_PASSING_QB1,6.805,38.53,7.2,40.8,,,,,,,ACT,1.0,2026,REG,2,2026 REG W2,401872947,2026-09-22T00:15Z,away,41.332,41.332,40.931,9.272,72.312,23.571,15,40.8,37.4,36.067,54.0,7.2,1.0,0.99,PLAYER_HISTORY,100000,NFL_RUSHING_YARDS_V1,6.768,6.052,22.14,22.45,22.58,100.0,92.64,89.45,85.23,80.19,73.96,66.93,59.48,51.43,43.37,35.6,28.3,21.8,16.34,11.79,8.28,5.48,3.58,2.22,1.31,0.79,0.44,0.24,0.14,0.06,0.04,0.02,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0041512,Jadarian Price,SEA,ARI,RB,RB,RB1,True,nan,,,,,1.0,1.0,10.0,52.0,10.0,10.0,ACT,0.0,2026,REG,2,2026 REG W2,401872943,2026-09-20T20:25Z,away,40.33,40.33,40.336,16.729,63.552,18.02,1,52.0,52.0,52.0,52.0,10.0,1.0,1.051,PLAYER_PRIOR_BLEND,100000,NFL_RUSHING_YARDS_V1,10.0,4.03,45.45,45.45,50.0,100.0,97.37,95.13,91.59,86.62,79.76,71.25,61.35,50.79,39.62,29.72,20.92,13.94,8.73,5.12,2.77,1.44,0.71,0.35,0.15,0.07,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0038611,Chris Rodriguez Jr.,JAX,DEN,RB,RB,RB2,True,nan,,,,,1.0,1.0,6.0,23.0,6.0,6.0,ACT,3.0,2026,REG,2,2026 REG W2,401872940,2026-09-20T20:05Z,away,39.371,39.371,38.127,1.246,74.919,26.535,27,48.8,41.8,36.267,23.0,11.6,1.0,0.953,PLAYER_HISTORY,100000,NFL_RUSHING_YARDS_V1,9.786,3.889,32.56,22.03,23.04,100.0,87.51,83.58,78.9,73.55,67.5,61.13,54.37,47.42,40.54,33.95,27.82,22.4,17.58,13.35,9.96,7.27,5.25,3.65,2.5,1.62,1.04,0.64,0.4,0.22,0.13,0.07,0.04,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0040784,Quinshon Judkins,CLE,TB,RB,RB,RB1,True,nan,,,,,1.0,1.0,12.0,33.0,12.0,12.0,ACT,1.0,2026,REG,2,2026 REG W2,401872935,2026-09-20T17:00Z,away,39.206,39.206,37.584,0.0,76.686,27.709,15,38.6,47.7,57.333,33.0,13.8,1.0,0.85,PLAYER_HISTORY,100000,NFL_RUSHING_YARDS_V1,15.117,2.488,62.71,54.1,50.0,100.0,85.69,81.7,77.1,71.82,66.1,59.8,53.35,46.9,40.38,34.23,28.49,23.14,18.43,14.45,10.97,8.24,6.02,4.28,2.97,2.04,1.38,0.9,0.55,0.36,0.22,0.14,0.09,0.05,0.03,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0037263,Tyler Allgeier,ARI,SEA,RB,RB,RB1,True,nan,,,,,1.0,1.0,17.0,61.0,17.0,17.0,ACT,4.0,2026,REG,2,2026 REG W2,401872943,2026-09-20T20:25Z,home,38.736,38.736,38.215,8.341,68.304,22.366,51,39.4,36.2,31.4,61.0,10.4,1.0,0.937,PLAYER_HISTORY,100000,NFL_RUSHING_YARDS_V1,9.809,3.907,31.35,39.28,36.77,100.0,92.29,88.66,84.07,78.34,71.26,63.64,55.46,47.0,38.58,30.67,23.61,17.65,12.77,8.85,5.86,3.7,2.26,1.32,0.76,0.42,0.21,0.12,0.06,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0039910,Jayden Daniels,WAS,DAL,QB,QB,QB1,True,RECENT_PASSING_QB1,8.153,41.452,7.4,37.0,,,,,,,ACT,2.0,2026,REG,2,2026 REG W2,401872944,2026-09-20T20:25Z,away,37.194,37.194,35.76,0.0,72.252,25.931,25,37.0,46.3,49.067,31.0,7.4,1.0,0.914,PLAYER_HISTORY,100000,NFL_RUSHING_YARDS_V1,8.222,4.364,27.16,15.31,13.54,100.0,86.08,81.79,76.69,71.01,64.82,58.05,51.05,44.15,37.27,30.83,24.92,19.64,15.13,11.44,8.4,5.99,4.2,2.89,1.92,1.21,0.75,0.46,0.28,0.16,0.09,0.04,0.02,0.02,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0039471,Frank Gore Jr.,BUF,DET,RB,RB,RB2,True,nan,,,,,1.0,1.0,1.0,3.0,1.0,1.0,ACT,2.0,2026,REG,2,2026 REG W2,401872932,2026-09-18T00:15Z,home,36.122,36.122,36.118,24.556,47.653,9.01,1,3.0,3.0,3.0,3.0,1.0,1.0,0.869,PLAYER_PRIOR_BLEND,100000,NFL_RUSHING_YARDS_V1,4.245,8.5,4.76,4.76,5.24,100.0,99.98,99.83,99.02,96.27,89.07,75.18,55.02,33.27,16.17,6.23,1.79,0.41,0.06,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0041052,Kaelon Black,SF,MIA,RB,RB,RB1,True,nan,,,,,1.0,1.0,14.0,65.0,14.0,14.0,ACT,0.0,2026,REG,2,2026 REG W2,401872942,2026-09-20T20:25Z,home,35.818,35.818,35.17,6.159,64.379,21.581,1,65.0,65.0,65.0,65.0,14.0,1.0,0.888,PLAYER_PRIOR_BLEND,100000,NFL_RUSHING_YARDS_V1,14.0,2.517,46.67,46.67,51.33,100.0,90.89,86.68,81.14,74.69,67.16,58.92,50.27,41.72,33.38,25.9,19.36,13.91,9.54,6.34,4.04,2.52,1.46,0.78,0.4,0.19,0.1,0.05,0.02,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0034857,Josh Allen,BUF,DET,QB,QB,QB1,True,RECENT_PASSING_QB1,8.978,41.044,10.0,43.6,,,,,,,ACT,8.0,2026,REG,2,2026 REG W2,401872932,2026-09-18T00:15Z,home,34.224,34.224,33.909,10.248,57.745,18.0,51,36.8,39.1,37.133,46.0,9.0,1.0,0.869,PLAYER_HISTORY,100000,NFL_RUSHING_YARDS_V1,8.838,3.838,28.92,28.6,39.95,100.0,94.12,90.23,84.72,77.53,68.62,58.49,47.69,37.23,27.55,19.43,12.86,8.0,4.75,2.66,1.38,0.65,0.3,0.12,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0036555,Chuba Hubbard,CAR,ATL,RB,RB,RB1,True,nan,,,,,1.0,1.0,10.0,49.0,10.0,10.0,ACT,5.0,2026,REG,2,2026 REG W2,401872933,2026-09-20T17:00Z,away,33.687,33.687,29.976,0.0,74.132,28.934,48,25.4,27.8,33.533,49.0,6.6,1.0,0.92,PLAYER_HISTORY,100000,NFL_RUSHING_YARDS_V1,8.808,3.417,37.63,46.87,47.97,100.0,76.66,71.94,66.75,61.42,55.67,49.96,44.33,38.74,33.3,28.24,23.6,19.37,15.6,12.27,9.54,7.28,5.38,3.99,2.94,2.12,1.5,1.03,0.69,0.47,0.3,0.18,0.11,0.06,0.04,0.02,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0039851,Drake Maye,NE,PIT,QB,QB,QB1,True,RECENT_PASSING_QB1,6.641,39.035,7.2,45.0,,,,,,,ACT,2.0,2026,REG,2,2026 REG W2,401872946,2026-09-20T17:00Z,home,33.051,33.051,32.892,12.553,53.398,15.714,30,35.6,24.7,27.333,47.0,5.8,1.0,0.984,PLAYER_HISTORY,100000,NFL_RUSHING_YARDS_V1,6.565,5.021,23.05,16.52,10.64,100.0,96.03,92.49,86.94,79.05,68.9,57.15,44.8,32.9,22.51,14.34,8.31,4.53,2.3,1.08,0.44,0.18,0.07,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0040719,Bhayshul Tuten,JAX,DEN,RB,RB,RB1,True,nan,,,,,1.0,1.0,15.0,66.0,15.0,15.0,ACT,1.0,2026,REG,2,2026 REG W2,401872940,2026-09-20T20:05Z,away,31.404,31.404,30.768,4.162,57.285,19.481,16,23.6,26.5,24.133,66.0,6.2,1.0,0.953,PLAYER_HISTORY,100000,NFL_RUSHING_YARDS_V1,6.02,5.106,20.2,22.13,22.86,100.0,89.26,84.2,77.63,69.88,61.1,51.51,41.97,32.88,24.67,17.66,12.03,7.96,4.91,2.87,1.63,0.85,0.44,0.19,0.09,0.04,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0039299,George Holani,SEA,ARI,RB,RB,RB2,True,nan,,,,,1.0,1.0,8.0,29.0,8.0,8.0,ACT,2.0,2026,REG,2,2026 REG W2,401872943,2026-09-20T20:25Z,away,30.691,30.691,30.667,16.025,45.283,11.397,6,20.4,18.667,18.667,29.0,6.0,1.0,1.051,PLAYER_HISTORY,100000,NFL_RUSHING_YARDS_V1,4.61,6.655,16.25,3.48,0.0,100.0,98.76,96.5,91.52,82.54,68.94,52.25,35.27,20.74,10.47,4.56,1.71,0.53,0.16,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0034796,Lamar Jackson,BAL,NO,QB,QB,QB1,True,RECENT_PASSING_QB1,5.284,28.161,4.4,25.0,,,,,,,ACT,8.0,2026,REG,2,2026 REG W2,401872938,2026-09-20T17:00Z,home,30.586,30.586,29.116,0.0,61.146,22.495,47,25.0,22.3,30.133,40.0,4.4,1.0,1.031,PLAYER_HISTORY,100000,NFL_RUSHING_YARDS_V1,5.458,5.337,17.4,18.24,6.61,100.0,83.02,77.51,71.17,64.16,56.57,48.59,40.75,33.16,26.2,20.05,14.98,10.87,7.6,5.17,3.38,2.17,1.32,0.76,0.43,0.23,0.12,0.07,0.03,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0036389,Jalen Hurts,PHI,TEN,QB,QB,QB1,True,RECENT_PASSING_QB1,6.187,28.673,5.8,28.8,,,,,,,ACT,6.0,2026,REG,2,2026 REG W2,401872939,2026-09-20T17:00Z,away,29.644,29.644,28.898,2.889,55.068,18.992,49,27.6,28.2,26.0,46.0,5.6,1.0,0.932,PLAYER_HISTORY,100000,NFL_RUSHING_YARDS_V1,6.314,4.583,20.75,31.18,39.96,100.0,88.0,82.37,75.39,67.12,57.72,47.88,38.09,29.21,21.48,15.07,10.07,6.32,3.85,2.21,1.22,0.62,0.29,0.13,0.06,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0040730,RJ Harvey,DEN,JAX,RB,RB,RB2,True,nan,,,,,1.0,1.0,3.0,18.0,3.0,3.0,ACT,1.0,2026,REG,2,2026 REG W2,401872940,2026-09-20T20:05Z,home,29.644,29.644,27.881,0.0,60.342,22.386,18,40.8,35.8,31.867,18.0,11.6,1.0,0.85,PLAYER_HISTORY,100000,NFL_RUSHING_YARDS_V1,10.08,2.782,38.64,37.35,47.62,100.0,81.9,76.1,69.44,62.31,54.51,46.69,39.01,31.74,25.03,19.16,14.22,10.24,7.11,4.74,3.08,1.93,1.18,0.71,0.38,0.21,0.12,0.07,0.04,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0039918,Caleb Williams,CHI,MIN,QB,QB,QB1,True,RECENT_PASSING_QB1,4.748,26.922,5.0,28.8,,,,,,,ACT,2.0,2026,REG,2,2026 REG W2,401872937,2026-09-20T17:00Z,home,29.259,29.259,28.462,2.515,54.569,18.919,35,25.4,26.5,23.733,65.0,4.4,1.0,0.867,PLAYER_HISTORY,100000,NFL_RUSHING_YARDS_V1,4.737,6.041,15.68,15.98,5.56,100.0,87.7,81.94,74.73,66.24,56.77,47.06,37.51,28.65,20.87,14.52,9.66,6.02,3.57,2.03,1.12,0.57,0.28,0.15,0.07,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0036919,Kenny Gainwell,TB,CLE,RB,RB,RB2,True,nan,,,,,1.0,1.0,5.0,15.0,5.0,5.0,ACT,5.0,2026,REG,2,2026 REG W2,401872935,2026-09-20T17:00Z,home,29.007,29.007,26.127,0.0,63.198,24.41,48,36.2,33.1,34.2,15.0,7.8,1.0,0.85,PLAYER_HISTORY,100000,NFL_RUSHING_YARDS_V1,6.59,3.966,26.96,23.05,19.09,100.0,76.87,71.24,65.14,58.38,51.56,44.67,37.87,31.43,25.66,20.56,15.91,12.12,8.92,6.46,4.46,3.03,2.01,1.3,0.83,0.51,0.31,0.18,0.09,0.05,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0039811,MarShawn Lloyd,GB,NYJ,RB,RB,RB1,True,nan,,,,,1.0,1.0,13.0,37.0,13.0,13.0,ACT,2.0,2026,REG,2,2026 REG W2,401872936,2026-09-20T17:00Z,away,29.005,29.005,28.742,8.986,48.724,15.079,2,26.0,26.0,26.0,37.0,9.5,1.0,0.923,PLAYER_PRIOR_BLEND,100000,NFL_RUSHING_YARDS_V1,9.5,3.03,36.61,0.0,0.0,100.0,93.81,88.78,81.35,71.6,59.72,46.74,34.35,23.46,14.89,8.62,4.64,2.22,0.97,0.39,0.15,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0040179,DJ Giddens,IND,KC,RB,RB,RB2,True,nan,,,,,0.0,0.0,0.0,0.0,0.0,0.0,ACT,1.0,2026,REG,2,2026 REG W2,401872945,2026-09-21T00:20Z,away,28.965,28.965,28.688,8.175,49.376,15.577,4,24.0,24.0,24.0,24.0,6.5,1.0,0.85,PLAYER_PRIOR_BLEND,100000,NFL_RUSHING_YARDS_V1,6.5,4.433,20.54,4.85,2.78,100.0,93.12,87.81,80.2,70.57,59.01,46.76,34.77,24.21,15.63,9.32,5.2,2.6,1.23,0.51,0.2,0.08,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0039364,Sione Vaki,DET,BUF,RB,RB,RB2,True,nan,,,,,2.0,2.0,3.0,14.0,1.5,1.0,ACT,2.0,2026,REG,2,2026 REG W2,401872932,2026-09-18T00:15Z,away,28.376,28.376,28.377,19.326,37.437,7.056,5,6.4,6.4,6.4,7.0,2.0,1.0,0.971,PLAYER_HISTORY,100000,NFL_RUSHING_YARDS_V1,3.34,8.5,5.7,0.0,0.0,100.0,99.96,99.53,97.06,88.22,68.24,40.91,17.39,5.0,0.88,0.1,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0037746,Brian Robinson,ATL,CAR,RB,RB,RB2,True,nan,,,,,1.0,1.0,9.0,31.0,9.0,9.0,ACT,4.0,2026,REG,2,2026 REG W2,401872933,2026-09-20T17:00Z,home,28.213,28.213,27.959,8.075,48.042,15.097,45,20.6,28.7,26.533,31.0,5.8,1.0,1.087,PLAYER_HISTORY,100000,NFL_RUSHING_YARDS_V1,6.366,4.405,23.08,25.52,26.65,100.0,93.06,87.62,79.79,69.56,57.46,44.79,32.52,22.05,13.78,7.96,4.16,2.03,0.85,0.33,0.14,0.04,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0035250,Devin Singletary,NYG,LAR,RB,RB,RB2,True,nan,,,,,1.0,1.0,6.0,16.0,6.0,6.0,ACT,7.0,2026,REG,2,2026 REG W2,401872947,2026-09-22T00:15Z,away,27.951,27.951,27.443,3.572,50.988,17.382,49,29.4,36.9,28.6,16.0,7.8,1.0,0.99,PLAYER_HISTORY,100000,NFL_RUSHING_YARDS_V1,8.582,3.182,28.64,24.52,30.39,100.0,88.56,82.65,74.87,65.63,55.23,44.52,34.13,24.71,16.93,10.95,6.79,3.9,2.1,1.07,0.48,0.21,0.08,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0040878,Mike Washington Jr.,LV,LAC,RB,RB,RB2,True,nan,,,,,1.0,1.0,7.0,41.0,7.0,7.0,ACT,0.0,2026,REG,2,2026 REG W2,401872941,2026-09-20T20:05Z,away,27.223,27.223,27.022,8.615,45.465,13.98,1,41.0,41.0,41.0,41.0,7.0,1.0,0.919,PLAYER_PRIOR_BLEND,100000,NFL_RUSHING_YARDS_V1,7.0,3.857,18.92,18.92,20.81,100.0,93.74,88.19,80.02,68.92,55.72,41.87,29.07,18.33,10.58,5.45,2.57,1.08,0.41,0.14,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0033873,Patrick Mahomes,KC,IND,QB,QB,QB1,True,RECENT_PASSING_QB1,4.573,28.89,4.6,31.4,,,,,,,ACT,9.0,2026,REG,2,2026 REG W2,401872945,2026-09-21T00:20Z,home,26.814,26.814,25.851,0.0,51.953,18.669,45,31.4,25.5,29.667,23.0,4.6,1.0,0.916,PLAYER_HISTORY,100000,NFL_RUSHING_YARDS_V1,4.583,5.63,15.93,13.35,6.91,100.0,84.54,77.95,70.06,61.18,51.67,41.87,32.62,24.45,17.43,11.79,7.66,4.75,2.79,1.58,0.8,0.41,0.19,0.09,0.05,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0041013,Emmett Johnson,KC,IND,RB,RB,RB2,True,nan,,,,,1.0,1.0,8.0,24.0,8.0,8.0,ACT,0.0,2026,REG,2,2026 REG W2,401872945,2026-09-21T00:20Z,home,26.266,26.266,26.264,15.533,37.018,8.381,1,24.0,24.0,24.0,24.0,8.0,1.0,0.916,PLAYER_PRIOR_BLEND,100000,NFL_RUSHING_YARDS_V1,8.0,3.279,21.05,21.05,23.16,100.0,99.42,97.36,91.08,77.3,55.98,32.76,14.98,5.07,1.28,0.24,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0038551,Kendre Miller,NO,BAL,RB,RB,RB2,True,nan,,,,,1.0,1.0,9.0,30.0,9.0,9.0,ACT,3.0,2026,REG,2,2026 REG W2,401872938,2026-09-20T17:00Z,away,26.026,26.026,24.821,0.0,51.643,18.878,21,32.8,24.1,29.6,30.0,7.8,1.0,0.85,PLAYER_HISTORY,100000,NFL_RUSHING_YARDS_V1,7.17,3.485,27.6,5.98,0.62,100.0,82.78,75.87,67.97,58.95,49.68,40.29,31.35,23.54,16.8,11.45,7.47,4.63,2.79,1.56,0.86,0.41,0.21,0.1,0.05,0.02,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0041027,Jeremiyah Love,ARI,SEA,RB,RB,RB2,True,nan,,,,,1.0,1.0,11.0,41.0,11.0,11.0,ACT,0.0,2026,REG,2,2026 REG W2,401872943,2026-09-20T20:25Z,home,26.004,26.004,25.757,7.398,44.237,13.917,1,41.0,41.0,41.0,41.0,11.0,1.0,0.937,PLAYER_PRIOR_BLEND,100000,NFL_RUSHING_YARDS_V1,11.0,2.35,32.35,32.35,35.59,100.0,92.68,86.43,77.35,65.83,52.09,38.31,26.03,16.19,9.12,4.69,2.21,0.86,0.3,0.1,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0040556,Corey Kiner,NE,PIT,RB,RB,RB2,True,nan,,,,,1.0,1.0,6.0,11.0,6.0,6.0,ACT,1.0,2026,REG,2,2026 REG W2,401872946,2026-09-20T17:00Z,home,25.731,25.731,25.659,11.589,39.912,10.933,5,13.8,13.8,13.8,11.0,3.6,1.0,0.984,PLAYER_HISTORY,100000,NFL_RUSHING_YARDS_V1,3.6,7.137,16.53,3.85,0.0,100.0,96.92,92.25,83.53,69.72,52.37,34.74,19.99,9.87,4.01,1.33,0.38,0.09,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0037256,Rachaad White,WAS,DAL,RB,RB,RB2,True,nan,,,,,1.0,1.0,7.0,22.0,7.0,7.0,ACT,4.0,2026,REG,2,2026 REG W2,401872944,2026-09-20T20:25Z,away,25.726,25.726,25.047,1.871,48.191,16.816,50,24.0,30.7,33.533,22.0,4.4,1.0,0.914,PLAYER_HISTORY,100000,NFL_RUSHING_YARDS_V1,6.73,3.711,24.02,34.64,42.55,100.0,86.56,79.71,71.17,60.94,50.1,39.07,29.0,20.3,13.52,8.43,4.94,2.7,1.39,0.69,0.33,0.13,0.05,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0039794,Braelon Allen,NYJ,GB,RB,RB,RB2,True,nan,,,,,1.0,1.0,10.0,40.0,10.0,10.0,ACT,2.0,2026,REG,2,2026 REG W2,401872936,2026-09-20T17:00Z,home,25.524,25.524,25.234,6.143,44.406,14.349,22,23.2,21.0,19.667,40.0,5.6,1.0,1.005,PLAYER_HISTORY,100000,NFL_RUSHING_YARDS_V1,5.486,4.607,20.6,15.56,10.68,100.0,91.29,84.62,75.48,63.69,50.62,37.41,25.54,16.09,9.34,4.96,2.35,0.99,0.39,0.13,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0033526,Samaje Perine,CIN,HOU,RB,RB,RB2,True,nan,,,,,1.0,1.0,5.0,20.0,5.0,5.0,ACT,9.0,2026,REG,2,2026 REG W2,401872934,2026-09-20T17:00Z,away,24.56,24.56,23.0,0.0,50.421,18.892,39,26.8,33.4,26.867,20.0,7.4,1.0,0.85,PLAYER_HISTORY,100000,NFL_RUSHING_YARDS_V1,6.525,3.537,25.03,16.74,13.35,100.0,79.89,72.78,64.58,55.58,46.38,37.2,28.76,21.38,15.28,10.35,6.78,4.23,2.56,1.47,0.79,0.4,0.18,0.08,0.04,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0037012,Trey Lance,LAC,LV,QB,QB,QB1,True,RECENT_PASSING_QB1,3.995,18.652,4.6,22.2,,,,,,,ACT,5.0,2026,REG,2,2026 REG W2,401872941,2026-09-20T20:05Z,home,24.21,24.21,21.966,0.0,52.112,20.066,8,22.2,15.75,15.75,21.25,4.6,1.0,0.912,PLAYER_HISTORY,100000,NFL_RUSHING_YARDS_V1,3.94,5.621,15.41,1.72,2.22,100.0,76.59,69.45,61.82,53.28,44.88,36.61,28.96,22.27,16.51,11.67,8.0,5.24,3.31,2.07,1.26,0.69,0.39,0.2,0.1,0.05,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0038705,Emari Demercado,DAL,WAS,RB,RB,RB2,True,nan,,,,,1.0,1.0,2.0,7.0,2.0,2.0,ACT,3.0,2026,REG,2,2026 REG W2,401872944,2026-09-20T20:25Z,home,24.112,24.112,21.266,0.0,54.022,21.204,31,15.6,31.1,24.467,7.0,3.0,1.0,1.072,PLAYER_HISTORY,100000,NFL_RUSHING_YARDS_V1,3.606,5.883,18.25,5.54,0.6,100.0,73.69,66.92,59.72,51.96,44.1,36.52,29.45,23.09,17.49,12.93,9.34,6.39,4.3,2.74,1.77,1.11,0.62,0.36,0.21,0.12,0.06,0.03,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
