Date,Away,Home,Game,First Pitch PT,First Pitch Local,Stadium,Projected Roof Status,Roof Status Basis,Weather Conditions,First Pitch Temperature F,First Pitch Relative Humidity %,First Pitch Wind,First Pitch Wind Speed MPH,First Pitch Wind Direction,First Pitch Wind Toward LF MPH,First Pitch Wind Toward CF MPH,First Pitch Wind Toward RF MPH,First Pitch Crosswind MPH,Official MLB Wind Text,Wind Data Source,First Pitch Precipitation %,Ball Flight AI Score,Ball Flight Grade,Ball Flight AI Summary,Estimated HR Distance Change,Estimated Fly Ball Distance Change,Expected HR Boost (%),Weather Confidence (%),HR Weather Rating,Game Effective Wind Vector MPH,Estimated FT Change by Wind2,Game Probability Wind Blowing Out %,Game Probability Wind Blowing In %,Game Wind Direction Spread Degrees,Game Wind Toward CF Spread MPH,Game Avg Air Density kg/m3,Game Avg Density Altitude Ft,Game Avg Pressure hPa,Game Avg Dew Point F,Game Avg Temp F,Game Avg RH %,Forecast Trend,Carry Score Change Since Last Run,Park Learned Calibration Points,Park Calibration Settled Games,Max Delay Risk,Max Delay Risk Score,Forecast Uncertainty,Forecast Uncertainty Score,Forecast Run PT,Forecast Age Minutes,Models Available
2026-08-23,Tampa Bay Rays,Baltimore Orioles,Tampa Bay Rays @ Baltimore Orioles,10:35 AM,01:35 PM EDT,Oriole Park at Camden Yards,OPEN,OPEN-AIR PARK,Clear,82.8,46.7,🟡 7.9 mph Cross (LF → RF),9.2,W,-0.9,4.0,7.2,7.9,,FORECAST MODEL,0.2,60.7,B+,Density 70 | Wind 60 | Temp 62 | Altitude 62 | Confidence 92%,7,5,3.2,92.3,🟢 Good,3.8,2,92.5,0.0,5.9,1.5,1.1581,1743.0,1009.1,58.5,83.4,44.0,FIRST RUN,0.0,-0.0,17,LOW,4.1,LOW,5.5,2026-08-22 08:10:09 PM PDT,16.9,5
2026-08-23,St. Louis Cardinals,Philadelphia Phillies,St. Louis Cardinals @ Philadelphia Phillies,10:35 AM,01:35 PM EDT,Citizens Bank Park,OPEN,OPEN-AIR PARK,Code 13,81.9,63.2,🟡 5.9 mph Cross (LF → RF),6.4,W,-1.5,2.1,4.9,5.9,,FORECAST MODEL,4.8,58.6,B,Density 71 | Wind 53 | Temp 61 | Altitude 62 | Confidence 91%,5,4,2.6,90.8,🟨 Neutral,1.3,1,81.2,0.0,10.2,1.5,1.1563,1735.0,1007.8,65.2,82.5,58.7,FIRST RUN,0.0,-0.18,22,LOW,14.6,LOW,12.3,2026-08-22 08:10:11 PM PDT,197.0,5
2026-08-23,Toronto Blue Jays,New York Yankees,Toronto Blue Jays @ New York Yankees,10:35 AM,01:35 PM EDT,Yankee Stadium,OPEN,OPEN-AIR PARK,Partly cloudy,79.2,73.4,⚪ Light Variable,5.4,SSW,4.3,3.3,0.6,-3.8,,FORECAST MODEL,27.3,59.8,B,Density 70 | Wind 59 | Temp 58 | Altitude 61 | Confidence 82%,6,5,2.9,82.4,🟨 Neutral,3.5,2,60.7,0.0,27.1,1.7,1.1593,1605.0,1006.8,68.9,80.0,70.5,FIRST RUN,0.0,-0.19,16,MODERATE,27.0,MEDIUM,28.0,2026-08-22 08:10:12 PM PDT,26.4,5
2026-08-23,Washington Nationals,Miami Marlins,Washington Nationals @ Miami Marlins,10:40 AM,01:40 PM EDT,loanDepot park,CLOSED,PROJECTED: TEMPERATURE,Code 38,89.0,67.9,⚪ Calm,0.0,SE,-0.0,-0.0,-0.0,-0.0,,FORECAST MODEL,26.1,49.9,C,Density 61 | Wind 50 | Temp 68 | Altitude 56 | Confidence 84%,0,0,-0.0,83.9,🟧 Below Average,0.0,0,0.0,92.5,17.0,1.1,1.1896,858.0,1015.6,76.2,88.8,67.8,FIRST RUN,0.0,-0.23,17,NONE (ROOF),0.0,LOW,14.4,2026-08-22 08:10:14 PM PDT,203.3,5
2026-08-23,Detroit Tigers,Kansas City Royals,Detroit Tigers @ Kansas City Royals,11:10 AM,01:10 PM CDT,Kauffman Stadium,OPEN,OPEN-AIR PARK,Overcast,82.1,46.4,⚪ Light Variable,2.5,ENE,-1.5,-2.4,-2.2,-0.6,,FORECAST MODEL,0.8,56.3,B,Density 78 | Wind 42 | Temp 61 | Altitude 68 | Confidence 84%,4,3,1.9,84.0,🟨 Neutral,-2.5,-2,1.9,81.2,53.1,1.9,1.1332,2479.0,986.6,58.2,82.8,45.3,FIRST RUN,0.0,-0.25,18,LOW,6.7,LOW,11.6,2026-08-22 08:10:15 PM PDT,33.1,5
2026-08-23,Athletics,Houston Astros,Athletics @ Houston Astros,11:10 AM,01:10 PM CDT,Daikin Park,CLOSED,PROJECTED: TEMPERATURE,Clear,96.9,40.4,⚪ Calm,0.0,WSW,-0.0,0.0,0.0,0.0,,FORECAST MODEL,2.2,50.0,C,Density 61 | Wind 50 | Temp 78 | Altitude 56 | Confidence 89%,0,0,-0.0,88.7,🟧 Below Average,0.0,0,43.8,56.2,88.6,1.3,1.1896,858.0,1013.3,67.8,98.8,36.8,FIRST RUN,0.0,-0.11,20,NONE (ROOF),0.0,MEDIUM,22.5,2026-08-22 08:10:17 PM PDT,158.8,5
2026-08-23,New York Mets,Chicago White Sox,New York Mets @ Chicago White Sox,11:10 AM,01:10 PM CDT,Rate Field,OPEN,OPEN-AIR PARK,Mostly clear,73.2,49.5,🟡 6.5 mph Cross (LF → RF),9.8,N,1.8,6.9,8.8,6.5,,FORECAST MODEL,0.0,63.1,B+,Density 68 | Wind 65 | Temp 51 | Altitude 61 | Confidence 94%,8,6,3.9,94.4,🟢 Good,5.8,4,94.4,0.0,32.9,2.2,1.1648,1558.0,995.3,52.8,73.4,49.1,FIRST RUN,0.0,0.2,19,LOW,0.5,LOW,7.8,2026-08-22 08:10:19 PM PDT,129.3,5
2026-08-23,Los Angeles Angels,Texas Rangers,Los Angeles Angels @ Texas Rangers,11:35 AM,01:35 PM CDT,Globe Life Field,CLOSED,PROJECTED: TEMPERATURE,Partly cloudy,105.2,23.2,⚪ Calm,0.0,SW,0.0,0.0,0.0,0.0,,FORECAST MODEL,2.4,50.0,C,Density 61 | Wind 50 | Temp 86 | Altitude 57 | Confidence 92%,0,0,-0.0,92.0,🟧 Below Average,0.0,0,100.0,0.0,14.5,0.8,1.1896,858.0,994.2,59.1,106.1,22.1,FIRST RUN,0.0,-0.14,21,NONE (ROOF),0.0,LOW,9.1,2026-08-22 08:10:21 PM PDT,88.3,5
2026-08-23,Cleveland Guardians,Colorado Rockies,Cleveland Guardians @ Colorado Rockies,12:10 PM,01:10 PM MDT,Coors Field,OPEN,OPEN-AIR PARK,Code 15,92.6,21.3,🔴 4.6 mph In from RF,4.9,NNE,-2.4,-4.4,-4.6,-2.0,,FORECAST MODEL,8.7,63.3,B+,Density 100 | Wind 41 | Temp 72 | Altitude 100 | Confidence 85%,8,6,4.0,85.1,🟢 Good,-3.0,-3,15.0,58.1,52.7,2.8,0.9568,8253.0,846.6,45.5,92.6,20.9,FIRST RUN,0.0,0.49,17,MODERATE,25.6,MEDIUM,20.0,2026-08-22 08:10:22 PM PDT,503.4,5
2026-08-23,San Francisco Giants,Boston Red Sox,San Francisco Giants @ Boston Red Sox,12:15 PM,03:15 PM EDT,Fenway Park,OPEN,OPEN-AIR PARK,Code 15,73.0,85.2,⚪ Light Variable,3.2,E,-0.6,-2.1,-2.5,-2.0,,FORECAST MODEL,27.2,52.4,B,Density 65 | Wind 46 | Temp 51 | Altitude 58 | Confidence 86%,1,1,0.7,85.7,🟨 Neutral,-1.4,-1,0.0,62.5,34.2,0.8,1.175,1138.0,1007.7,67.9,73.4,84.5,FIRST RUN,0.0,-0.19,20,LOW,17.8,MEDIUM,21.1,2026-08-22 08:10:24 PM PDT,20.6,5
