player_id,player_name,team,opponent,position,season,season_type,week,ladder_line,probability,probability_grade,projected_pass_tds,model_version
00-0023459,Aaron Rodgers,PIT,CIN,QB,2026,REG,3,1,80.1,ELITE,2.086,NFL_PASS_TD_V1
00-0023459,Aaron Rodgers,PIT,CIN,QB,2026,REG,3,2,54.67,ELITE,2.086,NFL_PASS_TD_V1
00-0023459,Aaron Rodgers,PIT,CIN,QB,2026,REG,3,3,34.27,ELITE,2.086,NFL_PASS_TD_V1
00-0023459,Aaron Rodgers,PIT,CIN,QB,2026,REG,3,4,19.71,ELITE,2.086,NFL_PASS_TD_V1
00-0023459,Aaron Rodgers,PIT,CIN,QB,2026,REG,3,5,10.83,ELITE,2.086,NFL_PASS_TD_V1
00-0026158,Joe Flacco,CIN,PIT,QB,2026,REG,3,1,70.81,ELITE,1.549,NFL_PASS_TD_V1
00-0026158,Joe Flacco,CIN,PIT,QB,2026,REG,3,2,41.47,ELITE,1.549,NFL_PASS_TD_V1
00-0026158,Joe Flacco,CIN,PIT,QB,2026,REG,3,3,22.03,ELITE,1.549,NFL_PASS_TD_V1
00-0026158,Joe Flacco,CIN,PIT,QB,2026,REG,3,4,11.24,ELITE,1.549,NFL_PASS_TD_V1
00-0026158,Joe Flacco,CIN,PIT,QB,2026,REG,3,5,5.53,ELITE,1.549,NFL_PASS_TD_V1
00-0026498,Matthew Stafford,LAR,DEN,QB,2026,REG,3,1,87.51,ELITE,2.869,NFL_PASS_TD_V1
00-0026498,Matthew Stafford,LAR,DEN,QB,2026,REG,3,2,69.2,ELITE,2.869,NFL_PASS_TD_V1
00-0026498,Matthew Stafford,LAR,DEN,QB,2026,REG,3,3,50.08,ELITE,2.869,NFL_PASS_TD_V1
00-0026498,Matthew Stafford,LAR,DEN,QB,2026,REG,3,4,34.45,ELITE,2.869,NFL_PASS_TD_V1
00-0026498,Matthew Stafford,LAR,DEN,QB,2026,REG,3,5,22.53,ELITE,2.869,NFL_PASS_TD_V1
00-0027973,Andy Dalton,PHI,CHI,QB,2026,REG,3,1,59.88,ELITE,1.097,NFL_PASS_TD_V1
00-0027973,Andy Dalton,PHI,CHI,QB,2026,REG,3,2,28.99,ELITE,1.097,NFL_PASS_TD_V1
00-0027973,Andy Dalton,PHI,CHI,QB,2026,REG,3,3,12.64,ELITE,1.097,NFL_PASS_TD_V1
00-0027973,Andy Dalton,PHI,CHI,QB,2026,REG,3,4,5.17,ELITE,1.097,NFL_PASS_TD_V1
00-0027973,Andy Dalton,PHI,CHI,QB,2026,REG,3,5,1.92,ELITE,1.097,NFL_PASS_TD_V1
00-0028118,Tyrod Taylor,GB,ATL,QB,2026,REG,3,1,62.91,ELITE,1.177,NFL_PASS_TD_V1
00-0028118,Tyrod Taylor,GB,ATL,QB,2026,REG,3,2,31.41,ELITE,1.177,NFL_PASS_TD_V1
00-0028118,Tyrod Taylor,GB,ATL,QB,2026,REG,3,3,14.12,ELITE,1.177,NFL_PASS_TD_V1
00-0028118,Tyrod Taylor,GB,ATL,QB,2026,REG,3,4,5.88,ELITE,1.177,NFL_PASS_TD_V1
00-0028118,Tyrod Taylor,GB,ATL,QB,2026,REG,3,5,2.21,ELITE,1.177,NFL_PASS_TD_V1
00-0028986,Case Keenum,CHI,PHI,QB,2026,REG,3,1,58.7,ELITE,1.05,NFL_PASS_TD_V1
00-0028986,Case Keenum,CHI,PHI,QB,2026,REG,3,2,27.53,ELITE,1.05,NFL_PASS_TD_V1
00-0028986,Case Keenum,CHI,PHI,QB,2026,REG,3,3,11.28,ELITE,1.05,NFL_PASS_TD_V1
00-0028986,Case Keenum,CHI,PHI,QB,2026,REG,3,4,4.71,ELITE,1.05,NFL_PASS_TD_V1
00-0028986,Case Keenum,CHI,PHI,QB,2026,REG,3,5,1.8,ELITE,1.05,NFL_PASS_TD_V1
00-0029604,Kirk Cousins,LV,NO,QB,2026,REG,3,1,67.43,ELITE,1.357,NFL_PASS_TD_V1
00-0029604,Kirk Cousins,LV,NO,QB,2026,REG,3,2,37.36,ELITE,1.357,NFL_PASS_TD_V1
00-0029604,Kirk Cousins,LV,NO,QB,2026,REG,3,3,17.64,ELITE,1.357,NFL_PASS_TD_V1
00-0029604,Kirk Cousins,LV,NO,QB,2026,REG,3,4,7.8,ELITE,1.357,NFL_PASS_TD_V1
00-0029604,Kirk Cousins,LV,NO,QB,2026,REG,3,5,3.29,ELITE,1.357,NFL_PASS_TD_V1
00-0030565,Geno Smith,NYJ,DET,QB,2026,REG,3,1,70.8,ELITE,1.522,NFL_PASS_TD_V1
00-0030565,Geno Smith,NYJ,DET,QB,2026,REG,3,2,41.8,ELITE,1.522,NFL_PASS_TD_V1
00-0030565,Geno Smith,NYJ,DET,QB,2026,REG,3,3,21.63,ELITE,1.522,NFL_PASS_TD_V1
00-0030565,Geno Smith,NYJ,DET,QB,2026,REG,3,4,10.41,ELITE,1.522,NFL_PASS_TD_V1
00-0030565,Geno Smith,NYJ,DET,QB,2026,REG,3,5,4.62,ELITE,1.522,NFL_PASS_TD_V1
00-0031503,Jameis Winston,NYG,TEN,QB,2026,REG,3,1,65.18,ELITE,1.265,NFL_PASS_TD_V1
00-0031503,Jameis Winston,NYG,TEN,QB,2026,REG,3,2,34.13,ELITE,1.265,NFL_PASS_TD_V1
00-0031503,Jameis Winston,NYG,TEN,QB,2026,REG,3,3,16.24,ELITE,1.265,NFL_PASS_TD_V1
00-0031503,Jameis Winston,NYG,TEN,QB,2026,REG,3,4,6.7,ELITE,1.265,NFL_PASS_TD_V1
00-0031503,Jameis Winston,NYG,TEN,QB,2026,REG,3,5,2.76,ELITE,1.265,NFL_PASS_TD_V1
00-0032268,Marcus Mariota,WAS,SEA,QB,2026,REG,3,1,61.94,ELITE,1.181,NFL_PASS_TD_V1
00-0032268,Marcus Mariota,WAS,SEA,QB,2026,REG,3,2,31.45,ELITE,1.181,NFL_PASS_TD_V1
00-0032268,Marcus Mariota,WAS,SEA,QB,2026,REG,3,3,14.45,ELITE,1.181,NFL_PASS_TD_V1
00-0032268,Marcus Mariota,WAS,SEA,QB,2026,REG,3,4,6.36,ELITE,1.181,NFL_PASS_TD_V1
00-0032268,Marcus Mariota,WAS,SEA,QB,2026,REG,3,5,2.57,ELITE,1.181,NFL_PASS_TD_V1
00-0032950,Carson Wentz,MIN,TB,QB,2026,REG,3,1,70.76,ELITE,1.518,NFL_PASS_TD_V1
00-0032950,Carson Wentz,MIN,TB,QB,2026,REG,3,2,40.82,ELITE,1.518,NFL_PASS_TD_V1
00-0032950,Carson Wentz,MIN,TB,QB,2026,REG,3,3,21.55,ELITE,1.518,NFL_PASS_TD_V1
00-0032950,Carson Wentz,MIN,TB,QB,2026,REG,3,4,10.5,ELITE,1.518,NFL_PASS_TD_V1
00-0032950,Carson Wentz,MIN,TB,QB,2026,REG,3,5,5.0,ELITE,1.518,NFL_PASS_TD_V1
00-0033077,Dak Prescott,DAL,BAL,QB,2026,REG,3,1,77.18,ELITE,1.9,NFL_PASS_TD_V1
00-0033077,Dak Prescott,DAL,BAL,QB,2026,REG,3,2,50.74,ELITE,1.9,NFL_PASS_TD_V1
00-0033077,Dak Prescott,DAL,BAL,QB,2026,REG,3,3,29.79,ELITE,1.9,NFL_PASS_TD_V1
00-0033077,Dak Prescott,DAL,BAL,QB,2026,REG,3,4,16.9,ELITE,1.9,NFL_PASS_TD_V1
00-0033077,Dak Prescott,DAL,BAL,QB,2026,REG,3,5,8.87,ELITE,1.9,NFL_PASS_TD_V1
00-0033106,Jared Goff,DET,NYJ,QB,2026,REG,3,1,85.78,ELITE,2.632,NFL_PASS_TD_V1
00-0033106,Jared Goff,DET,NYJ,QB,2026,REG,3,2,65.26,ELITE,2.632,NFL_PASS_TD_V1
00-0033106,Jared Goff,DET,NYJ,QB,2026,REG,3,3,45.49,ELITE,2.632,NFL_PASS_TD_V1
00-0033106,Jared Goff,DET,NYJ,QB,2026,REG,3,4,29.77,ELITE,2.632,NFL_PASS_TD_V1
00-0033106,Jared Goff,DET,NYJ,QB,2026,REG,3,5,18.42,ELITE,2.632,NFL_PASS_TD_V1
00-0033119,Jacoby Brissett,ARI,SF,QB,2026,REG,3,1,74.45,ELITE,1.72,NFL_PASS_TD_V1
00-0033119,Jacoby Brissett,ARI,SF,QB,2026,REG,3,2,46.24,ELITE,1.72,NFL_PASS_TD_V1
00-0033119,Jacoby Brissett,ARI,SF,QB,2026,REG,3,3,26.26,ELITE,1.72,NFL_PASS_TD_V1
00-0033119,Jacoby Brissett,ARI,SF,QB,2026,REG,3,4,13.34,ELITE,1.72,NFL_PASS_TD_V1
00-0033119,Jacoby Brissett,ARI,SF,QB,2026,REG,3,5,6.82,ELITE,1.72,NFL_PASS_TD_V1
00-0033537,Deshaun Watson,CLE,CAR,QB,2026,REG,3,1,59.54,ELITE,1.042,NFL_PASS_TD_V1
00-0033537,Deshaun Watson,CLE,CAR,QB,2026,REG,3,2,27.26,ELITE,1.042,NFL_PASS_TD_V1
00-0033537,Deshaun Watson,CLE,CAR,QB,2026,REG,3,3,11.13,ELITE,1.042,NFL_PASS_TD_V1
00-0033537,Deshaun Watson,CLE,CAR,QB,2026,REG,3,4,4.04,ELITE,1.042,NFL_PASS_TD_V1
00-0033537,Deshaun Watson,CLE,CAR,QB,2026,REG,3,5,1.54,ELITE,1.042,NFL_PASS_TD_V1
00-0033662,Cooper Rush,ATL,GB,QB,2026,REG,3,1,48.2,ELITE,0.732,NFL_PASS_TD_V1
00-0033662,Cooper Rush,ATL,GB,QB,2026,REG,3,2,17.14,ELITE,0.732,NFL_PASS_TD_V1
00-0033662,Cooper Rush,ATL,GB,QB,2026,REG,3,3,5.6,ELITE,0.732,NFL_PASS_TD_V1
00-0033662,Cooper Rush,ATL,GB,QB,2026,REG,3,4,1.66,ELITE,0.732,NFL_PASS_TD_V1
00-0033662,Cooper Rush,ATL,GB,QB,2026,REG,3,5,0.48,COIN FLIP,0.732,NFL_PASS_TD_V1
00-0033869,Mitchell Trubisky,TEN,NYG,QB,2026,REG,3,1,49.08,ELITE,0.773,NFL_PASS_TD_V1
00-0033869,Mitchell Trubisky,TEN,NYG,QB,2026,REG,3,2,18.48,ELITE,0.773,NFL_PASS_TD_V1
00-0033869,Mitchell Trubisky,TEN,NYG,QB,2026,REG,3,3,6.53,ELITE,0.773,NFL_PASS_TD_V1
00-0033869,Mitchell Trubisky,TEN,NYG,QB,2026,REG,3,4,2.19,ELITE,0.773,NFL_PASS_TD_V1
00-0033869,Mitchell Trubisky,TEN,NYG,QB,2026,REG,3,5,0.72,HIGH,0.773,NFL_PASS_TD_V1
00-0033873,Patrick Mahomes,KC,MIA,QB,2026,REG,3,1,82.43,ELITE,2.289,NFL_PASS_TD_V1
00-0033873,Patrick Mahomes,KC,MIA,QB,2026,REG,3,2,59.44,ELITE,2.289,NFL_PASS_TD_V1
00-0033873,Patrick Mahomes,KC,MIA,QB,2026,REG,3,3,38.75,ELITE,2.289,NFL_PASS_TD_V1
00-0033873,Patrick Mahomes,KC,MIA,QB,2026,REG,3,4,23.5,ELITE,2.289,NFL_PASS_TD_V1
00-0033873,Patrick Mahomes,KC,MIA,QB,2026,REG,3,5,13.5,ELITE,2.289,NFL_PASS_TD_V1
00-0033949,Joshua Dobbs,DET,NYJ,QB,2026,REG,3,1,41.92,ELITE,0.605,NFL_PASS_TD_V1
00-0033949,Joshua Dobbs,DET,NYJ,QB,2026,REG,3,2,13.13,ELITE,0.605,NFL_PASS_TD_V1
00-0033949,Joshua Dobbs,DET,NYJ,QB,2026,REG,3,3,3.88,ELITE,0.605,NFL_PASS_TD_V1
00-0033949,Joshua Dobbs,DET,NYJ,QB,2026,REG,3,4,1.08,ELITE,0.605,NFL_PASS_TD_V1
00-0033949,Joshua Dobbs,DET,NYJ,QB,2026,REG,3,5,0.34,LOW,0.605,NFL_PASS_TD_V1
00-0034577,Kyle Allen,BUF,LAC,QB,2026,REG,3,1,4.25,ELITE,0.044,NFL_PASS_TD_V1
