player_id,player_name,team,opponent,position,depth_chart_position,status,years_exp,season,season_type,week,target_slate,game_id,game_date,home_away,projected_rushing_yards,projection_mean,projection_median,projection_floor,projection_ceiling,model_std,historical_games,last_5_avg,last_10_avg,last_15_avg,season_avg,volume_last_5,preseason_usage_multiplier,opponent_adjustment,data_source,simulations,model_version,projected_rush_attempts,projected_ypc,carry_share,red_zone_rush_share,goal_line_share,prob_0_plus,prob_5_plus,prob_10_plus,prob_15_plus,prob_20_plus,prob_25_plus,prob_30_plus,prob_35_plus,prob_40_plus,prob_45_plus,prob_50_plus,prob_55_plus,prob_60_plus,prob_65_plus,prob_70_plus,prob_75_plus,prob_80_plus,prob_85_plus,prob_90_plus,prob_95_plus,prob_100_plus,prob_105_plus,prob_110_plus,prob_115_plus,prob_120_plus,prob_125_plus,prob_130_plus,prob_135_plus,prob_140_plus,prob_145_plus,prob_150_plus,prob_155_plus,prob_160_plus,prob_165_plus,prob_170_plus,prob_175_plus,prob_180_plus,prob_185_plus,prob_190_plus,prob_195_plus,prob_200_plus
00-0041511,Omar Cooper,NYJ,PIT,WR,WR,ACT,0.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_NYJ_PIT,,away,22.443,22.443,21.36,0.0,44.89,16.455,0,,,,,,0.68,1.01,TEAM_LEAGUE_PRIOR,100000,NFL_RUSHING_YARDS_V1,4.494,4.75,3.5,3.5,3.85,100.0,81.21,73.11,63.48,53.05,42.09,31.8,22.84,15.46,9.91,5.9,3.32,1.79,0.86,0.39,0.17,0.07,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0041311,Jalen Walthall,NYJ,PIT,WR,WR,ACT,0.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_NYJ_PIT,,away,22.418,22.418,21.219,0.0,44.929,16.482,0,,,,,,0.68,1.01,TEAM_LEAGUE_PRIOR,100000,NFL_RUSHING_YARDS_V1,4.494,4.75,3.5,3.5,3.85,100.0,81.27,73.0,63.41,52.68,41.95,31.78,22.76,15.5,9.93,5.97,3.4,1.79,0.9,0.41,0.16,0.06,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0041199,Caullin Lacy,NYJ,PIT,WR,WR,ACT,0.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_NYJ_PIT,,away,22.404,22.404,21.279,0.0,44.863,16.452,0,,,,,,0.68,1.01,TEAM_LEAGUE_PRIOR,100000,NFL_RUSHING_YARDS_V1,4.494,4.75,3.5,3.5,3.85,100.0,81.27,73.01,63.33,52.78,42.07,31.75,22.68,15.46,9.88,5.9,3.33,1.73,0.88,0.42,0.18,0.06,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0035662,Marquise Brown,PHI,NE,WR,WR,ACT,7.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_PHI_NE,,away,22.299,22.299,17.307,0.0,54.72,22.454,2,11.5,11.5,11.5,11.5,1.0,0.5,0.85,PLAYER_PRIOR_BLEND,100000,NFL_RUSHING_YARDS_V1,2.047,8.5,4.0,0.0,0.0,100.0,66.32,59.9,53.12,46.3,39.71,33.4,27.36,22.0,17.13,13.08,9.83,7.16,5.1,3.48,2.32,1.5,0.99,0.62,0.39,0.24,0.14,0.07,0.04,0.02,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0041194,Jack Strand,ATL,IND,QB,QB,ACT,0.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_ATL_IND,,away,22.194,22.194,20.116,0.0,48.039,18.518,0,,,,,,0.62,0.882,TEAM_LEAGUE_PRIOR,100000,NFL_RUSHING_YARDS_V1,4.098,4.924,18.0,18.0,19.8,100.0,75.67,67.94,59.35,50.2,40.96,32.38,24.55,17.92,12.6,8.52,5.53,3.4,1.99,1.12,0.59,0.3,0.15,0.06,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0041568,Ty Simpson,LAR,NO,QB,QB,RES,0.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_NO_LAR,,home,22.146,22.146,20.49,0.0,46.427,17.601,0,,,,,,0.62,0.97,TEAM_LEAGUE_PRIOR,100000,NFL_RUSHING_YARDS_V1,4.098,5.004,18.0,18.0,19.8,100.0,77.85,69.78,60.53,50.98,41.26,31.98,23.6,16.8,11.34,7.18,4.42,2.55,1.42,0.74,0.39,0.19,0.08,0.03,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0041414,Matthew Caldwell,LAR,NO,QB,QB,ACT,0.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_NO_LAR,,home,22.089,22.089,20.413,0.0,46.17,17.463,0,,,,,,0.62,0.97,TEAM_LEAGUE_PRIOR,100000,NFL_RUSHING_YARDS_V1,4.098,5.004,18.0,18.0,19.8,100.0,78.1,70.14,60.78,50.86,40.92,31.62,23.28,16.51,11.04,7.07,4.36,2.5,1.36,0.72,0.34,0.15,0.06,0.03,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0039364,Sione Vaki,DET,WAS,RB,RB,ACT,2.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_WAS_DET,,home,22.06,22.06,22.052,15.035,29.094,5.5,3,6.0,6.0,6.0,4.0,2.333,0.68,1.027,PLAYER_PRIOR_BLEND,100000,NFL_RUSHING_YARDS_V1,2.595,8.5,5.81,0.0,0.0,100.0,99.9,98.56,90.1,64.45,29.66,7.39,0.91,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0041217,J'mari Taylor,JAX,CAR,RB,RB,ACT,0.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_CAR_JAX,,home,22.057,22.057,21.123,0.0,43.499,15.829,0,,,,,,0.68,1.04,TEAM_LEAGUE_PRIOR,100000,NFL_RUSHING_YARDS_V1,4.494,4.671,38.0,38.0,41.8,100.0,81.99,73.51,63.57,52.51,41.25,30.62,21.38,13.89,8.57,4.9,2.66,1.35,0.62,0.29,0.1,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0041216,Trebor Pena,JAX,CAR,WR,WR,ACT,0.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_CAR_JAX,,home,22.043,22.043,21.075,0.0,43.374,15.794,0,,,,,,0.68,1.04,TEAM_LEAGUE_PRIOR,100000,NFL_RUSHING_YARDS_V1,4.494,4.671,3.5,3.5,3.85,100.0,82.13,73.78,63.62,52.43,41.08,30.36,21.21,13.9,8.55,4.91,2.66,1.36,0.62,0.27,0.11,0.04,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0041100,Josh Cameron,JAX,CAR,WR,WR,ACT,0.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_CAR_JAX,,home,21.985,21.985,20.958,0.0,43.45,15.808,0,,,,,,0.68,1.04,TEAM_LEAGUE_PRIOR,100000,NFL_RUSHING_YARDS_V1,4.494,4.671,3.5,3.5,3.85,100.0,81.9,73.7,63.42,52.22,40.86,30.25,21.23,13.94,8.53,4.92,2.66,1.32,0.63,0.25,0.09,0.03,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0041220,Michael Wortham,JAX,CAR,WR,WR,ACT,0.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_CAR_JAX,,home,21.977,21.977,20.969,0.0,43.442,15.812,0,,,,,,0.68,1.04,TEAM_LEAGUE_PRIOR,100000,NFL_RUSHING_YARDS_V1,4.494,4.671,3.5,3.5,3.85,100.0,81.93,73.5,63.36,52.3,40.89,30.33,21.18,13.97,8.43,4.86,2.6,1.31,0.62,0.28,0.12,0.05,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0041205,Brady Boyd,JAX,CAR,WR,WR,ACT,0.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_CAR_JAX,,home,21.973,21.973,20.984,0.0,43.472,15.822,0,,,,,,0.68,1.04,TEAM_LEAGUE_PRIOR,100000,NFL_RUSHING_YARDS_V1,4.494,4.671,3.5,3.5,3.85,100.0,81.85,73.43,63.37,52.34,40.95,30.45,21.29,13.94,8.53,4.84,2.58,1.32,0.59,0.25,0.11,0.04,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0038797,Emanuel Wilson,SEA,TEN,RB,RB,ACT,3.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_SEA_TEN,,away,21.97,21.97,13.984,0.0,58.625,24.829,38,31.0,33.4,32.8,31.0,8.0,0.5,0.904,PLAYER_HISTORY,100000,NFL_RUSHING_YARDS_V1,3.792,3.746,23.54,14.96,10.64,100.0,60.33,54.55,48.84,43.09,37.53,32.29,27.29,22.68,18.52,14.95,11.85,9.35,7.18,5.47,3.97,2.86,2.06,1.44,0.98,0.65,0.42,0.26,0.16,0.1,0.06,0.03,0.02,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0041215,Ben Patterson,JAX,CAR,WR,WR,ACT,0.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_CAR_JAX,,home,21.947,21.947,20.992,0.0,43.451,15.839,0,,,,,,0.68,1.04,TEAM_LEAGUE_PRIOR,100000,NFL_RUSHING_YARDS_V1,4.494,4.671,3.5,3.5,3.85,100.0,81.81,73.33,63.21,52.32,40.94,30.32,21.1,13.79,8.57,4.94,2.66,1.34,0.61,0.27,0.11,0.05,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0041106,C.J. Williams,JAX,CAR,WR,WR,ACT,0.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_CAR_JAX,,home,21.947,21.947,20.957,0.0,43.413,15.801,0,,,,,,0.68,1.04,TEAM_LEAGUE_PRIOR,100000,NFL_RUSHING_YARDS_V1,4.494,4.671,3.5,3.5,3.85,100.0,81.99,73.41,63.25,52.14,40.92,30.26,21.11,13.79,8.56,4.94,2.67,1.3,0.59,0.24,0.1,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0040323,Chandler Brayboy,JAX,CAR,WR,WR,ACT,1.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_CAR_JAX,,home,21.943,21.943,20.911,0.0,43.476,15.758,0,,,,,,0.68,1.04,TEAM_LEAGUE_PRIOR,100000,NFL_RUSHING_YARDS_V1,4.494,4.671,3.5,3.5,3.85,100.0,82.07,73.49,63.37,52.03,40.78,30.23,20.96,13.84,8.53,4.89,2.61,1.25,0.56,0.24,0.08,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0040900,Anthony Smith,DAL,ARI,WR,WR,ACT,0.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_DAL_ARI,,away,21.793,21.793,20.913,0.0,42.577,15.37,0,,,,,,0.68,1.067,TEAM_LEAGUE_PRIOR,100000,NFL_RUSHING_YARDS_V1,4.494,4.638,3.5,3.5,3.85,100.0,82.56,74.09,63.77,52.12,40.4,29.74,20.25,12.97,7.67,4.28,2.19,1.07,0.44,0.19,0.07,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0041516,Romello Brinson,DAL,ARI,WR,WR,ACT,0.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_DAL_ARI,,away,21.764,21.764,20.867,0.0,42.515,15.363,0,,,,,,0.68,1.067,TEAM_LEAGUE_PRIOR,100000,NFL_RUSHING_YARDS_V1,4.494,4.638,3.5,3.5,3.85,100.0,82.66,73.92,63.53,52.06,40.41,29.41,20.28,12.95,7.64,4.24,2.2,1.04,0.46,0.2,0.08,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0040930,Camden Brown,DAL,ARI,WR,WR,ACT,0.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_DAL_ARI,,away,21.738,21.738,20.811,0.0,42.543,15.393,0,,,,,,0.68,1.067,TEAM_LEAGUE_PRIOR,100000,NFL_RUSHING_YARDS_V1,4.494,4.638,3.5,3.5,3.85,100.0,82.59,73.85,63.49,51.92,40.24,29.35,20.09,12.93,7.77,4.34,2.27,1.09,0.48,0.22,0.08,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0041221,Jackson Acker,BUF,CLE,RB,RB,ACT,0.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_BUF_CLE,,away,21.702,21.702,19.88,0.0,45.986,17.564,0,,,,,,0.68,0.85,TEAM_LEAGUE_PRIOR,100000,NFL_RUSHING_YARDS_V1,4.494,4.415,38.0,38.0,41.8,100.0,76.94,68.86,59.49,49.79,40.15,31.01,22.99,16.25,10.87,6.94,4.27,2.49,1.38,0.71,0.34,0.17,0.08,0.03,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0040048,Traeshon Holden,DAL,ARI,WR,WR,ACT,1.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_DAL_ARI,,away,21.686,21.686,20.773,0.0,42.602,15.353,0,,,,,,0.68,1.067,TEAM_LEAGUE_PRIOR,100000,NFL_RUSHING_YARDS_V1,4.494,4.638,3.5,3.5,3.85,100.0,82.53,73.83,63.44,51.82,40.04,29.27,20.04,12.87,7.69,4.17,2.18,1.03,0.45,0.17,0.07,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0040934,Jordan Hudson,DAL,ARI,WR,WR,ACT,0.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_DAL_ARI,,away,21.681,21.681,20.772,0.0,42.497,15.323,0,,,,,,0.68,1.067,TEAM_LEAGUE_PRIOR,100000,NFL_RUSHING_YARDS_V1,4.494,4.638,3.5,3.5,3.85,100.0,82.54,73.78,63.45,51.81,40.17,29.29,20.15,12.84,7.59,4.18,2.15,0.98,0.43,0.16,0.05,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0040769,Jaden Smith,DAL,ARI,WR,WR,ACT,1.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_DAL_ARI,,away,21.678,21.678,20.733,0.0,42.673,15.409,0,,,,,,0.68,1.067,TEAM_LEAGUE_PRIOR,100000,NFL_RUSHING_YARDS_V1,4.494,4.638,3.5,3.5,3.85,100.0,82.3,73.72,63.21,51.74,40.09,29.33,20.04,12.97,7.74,4.29,2.23,1.06,0.47,0.18,0.08,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0040937,Dominic Richardson,DAL,ARI,RB,RB,ACT,0.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_DAL_ARI,,away,21.67,21.67,20.732,0.0,42.496,15.346,0,,,,,,0.68,1.067,TEAM_LEAGUE_PRIOR,100000,NFL_RUSHING_YARDS_V1,4.494,4.638,38.0,38.0,41.8,100.0,82.39,73.81,63.32,51.74,40.21,29.39,20.05,12.87,7.66,4.13,2.1,1.01,0.43,0.17,0.07,0.02,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0041222,Gabriel Benyard,BUF,CLE,WR,WR,ACT,0.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_BUF_CLE,,away,21.631,21.631,19.865,0.0,45.65,17.456,0,,,,,,0.68,0.85,TEAM_LEAGUE_PRIOR,100000,NFL_RUSHING_YARDS_V1,4.494,4.415,3.5,3.5,3.85,100.0,76.89,68.88,59.55,49.74,40.02,30.92,22.87,16.0,10.6,6.76,4.11,2.43,1.31,0.65,0.3,0.14,0.06,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0036919,Kenneth Gainwell,TB,KC,RB,RB,ACT,5.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_KC_TB,,home,21.625,21.625,14.021,0.0,57.19,24.216,47,36.2,34.7,34.533,33.562,7.6,0.5,0.85,PLAYER_HISTORY,100000,NFL_RUSHING_YARDS_V1,3.586,3.873,27.8,23.05,19.09,100.0,60.52,54.77,48.88,43.04,37.37,31.96,26.93,22.21,17.93,14.29,11.18,8.58,6.49,4.82,3.45,2.46,1.71,1.18,0.79,0.53,0.35,0.22,0.13,0.08,0.05,0.03,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0041443,Skyler Bell,BUF,CLE,WR,WR,ACT,0.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_BUF_CLE,,away,21.624,21.624,19.925,0.0,45.785,17.492,0,,,,,,0.68,0.85,TEAM_LEAGUE_PRIOR,100000,NFL_RUSHING_YARDS_V1,4.494,4.415,3.5,3.5,3.85,100.0,76.69,68.65,59.56,49.86,40.02,30.97,22.8,16.0,10.68,6.92,4.14,2.41,1.31,0.66,0.32,0.15,0.06,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0040086,Mac Dalena,BUF,CLE,WR,WR,ACT,1.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_BUF_CLE,,away,21.611,21.611,19.902,0.0,45.769,17.461,0,,,,,,0.68,0.85,TEAM_LEAGUE_PRIOR,100000,NFL_RUSHING_YARDS_V1,4.494,4.415,3.5,3.5,3.85,100.0,76.88,68.63,59.42,49.81,40.12,30.93,22.83,16.02,10.69,6.72,4.05,2.36,1.26,0.64,0.31,0.15,0.06,0.02,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0041273,Desmond Reid,BUF,CLE,RB,RB,ACT,0.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_BUF_CLE,,away,21.6,21.6,19.749,0.0,46.056,17.513,0,,,,,,0.68,0.85,TEAM_LEAGUE_PRIOR,100000,NFL_RUSHING_YARDS_V1,4.494,4.415,38.0,38.0,41.8,100.0,76.75,68.52,59.33,49.5,39.92,30.93,22.79,16.12,10.91,6.9,4.16,2.33,1.24,0.66,0.34,0.15,0.07,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0040361,Stephen Gosnell,BUF,CLE,WR,WR,ACT,1.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_BUF_CLE,,away,21.579,21.579,19.731,0.0,45.882,17.5,0,,,,,,0.68,0.85,TEAM_LEAGUE_PRIOR,100000,NFL_RUSHING_YARDS_V1,4.494,4.415,3.5,3.5,3.85,100.0,76.7,68.65,59.3,49.48,39.89,30.83,22.81,16.02,10.79,6.92,4.14,2.39,1.26,0.62,0.3,0.15,0.07,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0039471,Frank Gore Jr.,BUF,CLE,RB,RB,ACT,2.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_BUF_CLE,,away,21.574,21.574,19.826,0.0,45.825,17.482,0,,,,,,0.68,0.85,TEAM_LEAGUE_PRIOR,100000,NFL_RUSHING_YARDS_V1,4.494,4.415,38.0,38.0,41.8,100.0,76.69,68.55,59.47,49.68,39.91,30.76,22.71,15.95,10.74,6.82,4.12,2.34,1.31,0.67,0.34,0.16,0.06,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0040172,Jordan Watkins,SF,LAC,WR,WR,ACT,1.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_SF_LAC,,away,21.527,21.527,20.164,0.0,44.261,16.582,0,,,,,,0.68,0.924,TEAM_LEAGUE_PRIOR,100000,NFL_RUSHING_YARDS_V1,4.494,4.461,3.5,3.5,3.85,100.0,78.95,70.5,60.8,50.36,39.89,30.07,21.46,14.52,9.35,5.67,3.19,1.72,0.92,0.42,0.19,0.08,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0041272,Ja'Mori Maclin,BUF,CLE,WR,WR,ACT,0.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_BUF_CLE,,away,21.524,21.524,19.732,0.0,45.811,17.469,0,,,,,,0.68,0.85,TEAM_LEAGUE_PRIOR,100000,NFL_RUSHING_YARDS_V1,4.494,4.415,3.5,3.5,3.85,100.0,76.66,68.53,59.27,49.48,39.79,30.68,22.59,15.94,10.68,6.74,4.05,2.34,1.27,0.69,0.34,0.14,0.06,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0041361,Will Pauling,SF,LAC,WR,WR,ACT,0.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_SF_LAC,,away,21.49,21.49,20.1,0.0,44.276,16.585,0,,,,,,0.68,0.924,TEAM_LEAGUE_PRIOR,100000,NFL_RUSHING_YARDS_V1,4.494,4.461,3.5,3.5,3.85,100.0,78.86,70.45,60.68,50.2,39.7,29.85,21.37,14.61,9.35,5.69,3.2,1.77,0.9,0.41,0.18,0.1,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0041035,De'Zhaun Stribling,SF,LAC,WR,WR,ACT,0.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_SF_LAC,,away,21.459,21.459,20.052,0.0,44.216,16.537,0,,,,,,0.68,0.924,TEAM_LEAGUE_PRIOR,100000,NFL_RUSHING_YARDS_V1,4.494,4.461,3.5,3.5,3.85,100.0,78.93,70.48,60.64,50.11,39.69,29.82,21.49,14.58,9.27,5.57,3.15,1.65,0.83,0.39,0.17,0.07,0.02,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0040247,Junior Bergen,SF,LAC,WR,WR,ACT,1.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_SF_LAC,,away,21.45,21.45,20.104,0.0,44.142,16.541,0,,,,,,0.68,0.924,TEAM_LEAGUE_PRIOR,100000,NFL_RUSHING_YARDS_V1,4.494,4.461,3.5,3.5,3.85,100.0,78.81,70.41,60.69,50.24,39.63,29.78,21.21,14.31,9.2,5.61,3.23,1.76,0.87,0.41,0.17,0.07,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0041359,Wesley Grimes,SF,LAC,WR,WR,ACT,0.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_SF_LAC,,away,21.431,21.431,20.073,0.0,44.278,16.589,0,,,,,,0.68,0.924,TEAM_LEAGUE_PRIOR,100000,NFL_RUSHING_YARDS_V1,4.494,4.461,3.5,3.5,3.85,100.0,78.71,70.11,60.34,50.17,39.7,29.97,21.45,14.55,9.32,5.66,3.18,1.69,0.84,0.4,0.18,0.08,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0041052,Kaelon Black,SF,LAC,RB,RB,ACT,0.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_SF_LAC,,away,21.334,21.334,19.919,0.0,44.174,16.545,0,,,,,,0.68,0.924,TEAM_LEAGUE_PRIOR,100000,NFL_RUSHING_YARDS_V1,4.494,4.461,38.0,38.0,41.8,100.0,78.53,70.1,60.36,49.83,39.43,29.59,21.12,14.35,9.24,5.57,3.15,1.67,0.83,0.38,0.16,0.07,0.02,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
