player_id,player_name,team,opponent,position,depth_chart_position,status,years_exp,season,season_type,week,target_slate,game_id,game_date,home_away,projected_rushing_yards,projection_mean,projection_median,projection_floor,projection_ceiling,model_std,historical_games,last_5_avg,last_10_avg,last_15_avg,season_avg,volume_last_5,preseason_usage_multiplier,opponent_adjustment,data_source,simulations,model_version,projected_rush_attempts,projected_ypc,carry_share,red_zone_rush_share,goal_line_share,prob_0_plus,prob_5_plus,prob_10_plus,prob_15_plus,prob_20_plus,prob_25_plus,prob_30_plus,prob_35_plus,prob_40_plus,prob_45_plus,prob_50_plus,prob_55_plus,prob_60_plus,prob_65_plus,prob_70_plus,prob_75_plus,prob_80_plus,prob_85_plus,prob_90_plus,prob_95_plus,prob_100_plus,prob_105_plus,prob_110_plus,prob_115_plus,prob_120_plus,prob_125_plus,prob_130_plus,prob_135_plus,prob_140_plus,prob_145_plus,prob_150_plus,prob_155_plus,prob_160_plus,prob_165_plus,prob_170_plus,prob_175_plus,prob_180_plus,prob_185_plus,prob_190_plus,prob_195_plus,prob_200_plus
00-0038994,Jordan Addison,MIN,BAL,WR,WR,ACT,3.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_BAL_MIN,,home,17.622,17.622,11.081,0.0,47.195,20.03,6,20.2,17.167,17.167,40.5,1.0,0.5,0.85,PLAYER_HISTORY,100000,NFL_RUSHING_YARDS_V1,1.304,8.5,3.1,0.8,0.0,100.0,58.58,51.54,44.51,37.66,31.12,24.95,19.61,15.14,11.41,8.45,5.98,4.13,2.76,1.78,1.12,0.7,0.41,0.23,0.14,0.09,0.05,0.02,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0036755,Jaret Patterson,LAC,SF,RB,RB,ACT,5.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_SF_LAC,,home,17.589,17.589,12.209,0.0,45.397,19.056,6,25.8,26.5,26.5,26.5,6.0,0.5,0.87,PLAYER_HISTORY,100000,NFL_RUSHING_YARDS_V1,3.25,3.757,20.82,7.59,8.7,100.0,61.01,53.4,45.81,38.27,31.2,24.75,18.99,14.13,10.29,7.23,5.01,3.27,2.05,1.28,0.77,0.44,0.23,0.11,0.05,0.03,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0039266,Kendall Milton,CIN,CHI,RB,RB,ACT,2.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_CHI_CIN,,home,17.477,17.477,17.457,11.881,23.069,4.367,1,2.0,2.0,2.0,2.0,2.0,0.68,0.912,PLAYER_PRIOR_BLEND,100000,NFL_RUSHING_YARDS_V1,2.056,8.5,9.09,0.0,0.0,100.0,99.76,95.66,71.48,28.16,4.27,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0039798,Isaiah Davis,NYJ,PIT,RB,RB,ACT,2.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_NYJ_PIT,,away,17.443,17.443,14.144,0.0,41.774,16.961,21,21.2,20.4,20.8,18.154,4.2,0.68,1.01,PLAYER_HISTORY,100000,NFL_RUSHING_YARDS_V1,2.584,5.44,14.41,11.75,0.0,100.0,66.37,57.57,48.4,39.19,30.68,23.19,16.66,11.54,7.6,4.81,2.9,1.7,0.93,0.47,0.22,0.1,0.04,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0035993,Tyler Huntley,BAL,MIN,QB,QB,ACT,6.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_BAL_MIN,,away,17.436,17.436,11.896,0.0,45.558,19.117,14,30.2,28.6,24.357,30.2,4.8,0.48,0.867,PLAYER_HISTORY,100000,NFL_RUSHING_YARDS_V1,2.302,5.212,13.95,4.99,1.67,100.0,60.32,52.9,45.29,37.74,30.79,24.43,18.83,14.2,10.35,7.27,4.93,3.26,2.09,1.33,0.81,0.49,0.27,0.15,0.07,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0038489,Ben VanSumeren,BUF,CLE,RB,FB,ACT,3.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_BUF_CLE,,away,17.432,17.432,14.617,0.0,40.687,16.3,0,,,,,,0.5,0.85,TEAM_LEAGUE_PRIOR,100000,NFL_RUSHING_YARDS_V1,3.305,4.415,38.0,38.0,41.8,100.0,68.39,59.16,49.27,39.55,30.32,22.29,15.78,10.58,6.72,4.05,2.31,1.28,0.67,0.33,0.14,0.07,0.03,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0033526,Samaje Perine,CIN,CHI,RB,RB,ACT,9.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_CHI_CIN,,home,17.429,17.429,12.115,0.0,44.94,18.895,38,29.0,33.0,26.133,29.385,7.6,0.5,0.912,PLAYER_HISTORY,100000,NFL_RUSHING_YARDS_V1,3.293,3.709,26.45,16.74,13.35,100.0,61.01,53.31,45.63,37.92,30.77,24.24,18.62,13.84,9.96,6.99,4.76,3.15,2.0,1.24,0.74,0.42,0.22,0.11,0.06,0.03,0.02,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0037238,Drake London,ATL,IND,WR,WR,ACT,4.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_ATL_IND,,away,17.424,17.424,17.417,11.792,23.052,4.384,1,-3.0,-3.0,-3.0,-3.0,1.0,0.5,0.882,PLAYER_PRIOR_BLEND,100000,NFL_RUSHING_YARDS_V1,2.051,8.5,2.7,0.0,0.0,100.0,99.78,95.54,70.88,27.77,4.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0034487,Trent Sherfield,BUF,CLE,WR,WR,ACT,8.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_BUF_CLE,,away,17.413,17.413,14.642,0.0,40.477,16.283,0,,,,,,0.5,0.85,TEAM_LEAGUE_PRIOR,100000,NFL_RUSHING_YARDS_V1,3.305,4.415,3.5,3.5,3.85,100.0,68.29,59.07,49.24,39.53,30.33,22.4,15.69,10.4,6.66,4.06,2.39,1.28,0.66,0.32,0.14,0.06,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0037329,Brittain Brown,CHI,CIN,RB,RB,ACT,4.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_CHI_CIN,,away,17.405,17.405,16.329,0.0,35.798,13.384,1,37.0,37.0,37.0,37.0,5.0,0.5,1.02,PLAYER_PRIOR_BLEND,100000,NFL_RUSHING_YARDS_V1,2.5,6.522,13.51,0.0,0.0,100.0,77.11,66.11,53.5,40.38,28.41,18.45,10.94,5.87,2.92,1.34,0.53,0.21,0.07,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0040466,Raheim Sanders,CLE,BUF,RB,RB,ACT,1.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_BUF_CLE,,home,17.398,17.398,15.079,0.0,39.358,15.582,4,23.0,23.0,23.0,23.0,6.75,0.68,0.915,PLAYER_PRIOR_BLEND,100000,NFL_RUSHING_YARDS_V1,4.59,3.29,25.2,11.48,16.67,100.0,70.36,60.78,50.16,39.65,29.98,21.73,14.75,9.4,5.7,3.34,1.78,0.86,0.4,0.17,0.08,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0038679,Tyrell Shavers,BUF,CLE,WR,WR,ACT,3.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_BUF_CLE,,away,17.374,17.374,14.534,0.0,40.529,16.246,0,,,,,,0.5,0.85,TEAM_LEAGUE_PRIOR,100000,NFL_RUSHING_YARDS_V1,3.305,4.415,3.5,3.5,3.85,100.0,68.18,58.88,49.1,39.59,30.44,22.38,15.68,10.5,6.59,3.9,2.23,1.21,0.62,0.29,0.14,0.06,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0036841,Austin Trammell,JAX,CAR,WR,WR,ACT,5.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_CAR_JAX,,home,17.344,17.344,15.583,0.0,37.861,14.691,0,,,,,,0.5,1.04,TEAM_LEAGUE_PRIOR,100000,NFL_RUSHING_YARDS_V1,3.305,4.671,3.5,3.5,3.85,100.0,72.87,62.73,51.32,39.93,29.49,20.46,13.2,7.98,4.46,2.32,1.17,0.52,0.24,0.1,0.04,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0036497,Tim Jones,JAX,CAR,WR,WR,ACT,5.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_CAR_JAX,,home,17.34,17.34,15.536,0.0,38.018,14.774,0,,,,,,0.5,1.04,TEAM_LEAGUE_PRIOR,100000,NFL_RUSHING_YARDS_V1,3.305,4.671,3.5,3.5,3.85,100.0,72.5,62.43,51.22,39.97,29.49,20.49,13.42,8.15,4.57,2.41,1.22,0.57,0.25,0.1,0.03,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0037387,Jalen Virgil,BUF,CLE,WR,WR,ACT,4.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_BUF_CLE,,away,17.31,17.31,14.575,0.0,40.372,16.199,0,,,,,,0.5,0.85,TEAM_LEAGUE_PRIOR,100000,NFL_RUSHING_YARDS_V1,3.305,4.415,3.5,3.5,3.85,100.0,68.21,59.01,49.12,39.27,30.14,22.13,15.43,10.34,6.56,3.98,2.28,1.18,0.59,0.28,0.13,0.06,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0040704,Dillon Gabriel,CLE,BUF,QB,QB,ACT,1.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_BUF_CLE,,home,17.217,17.217,12.329,0.0,44.043,18.413,5,17.2,17.2,17.2,17.2,2.8,0.62,0.915,PLAYER_HISTORY,100000,NFL_RUSHING_YARDS_V1,1.736,7.09,9.65,3.28,0.0,100.0,61.56,53.73,45.73,37.75,30.27,23.56,17.86,13.08,9.35,6.38,4.29,2.74,1.69,1.02,0.57,0.32,0.19,0.09,0.04,0.02,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0038951,Sean Tucker,TB,KC,RB,RB,ACT,3.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_KC_TB,,home,17.138,17.138,8.265,0.0,48.636,21.128,28,8.6,28.6,22.4,22.857,4.2,0.5,0.85,PLAYER_HISTORY,100000,NFL_RUSHING_YARDS_V1,2.757,3.043,18.64,17.97,28.7,100.0,54.1,47.8,41.45,35.42,29.82,24.56,19.92,15.76,12.26,9.29,6.86,5.04,3.61,2.45,1.67,1.09,0.7,0.44,0.28,0.17,0.1,0.06,0.03,0.02,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0038632,Colton Dowell,SF,LAC,WR,WR,ACT,3.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_SF_LAC,,away,17.084,17.084,14.732,0.0,38.893,15.411,0,,,,,,0.5,0.924,TEAM_LEAGUE_PRIOR,100000,NFL_RUSHING_YARDS_V1,3.305,4.461,3.5,3.5,3.85,100.0,69.81,59.93,49.44,38.99,29.34,20.93,14.11,9.01,5.34,3.0,1.62,0.81,0.4,0.18,0.07,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0036355,Justin Herbert,LAC,SF,QB,QB,ACT,6.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_SF_LAC,,home,17.045,17.045,12.39,0.0,43.296,18.037,44,30.6,34.3,31.067,31.125,5.8,0.48,0.87,PLAYER_HISTORY,100000,NFL_RUSHING_YARDS_V1,2.965,4.192,22.33,15.26,18.72,100.0,62.15,53.98,45.62,37.49,29.95,23.19,17.3,12.63,8.82,6.0,3.89,2.38,1.45,0.83,0.47,0.28,0.16,0.09,0.04,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0031408,Mike Evans,SF,LAC,WR,WR,ACT,12.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_SF_LAC,,away,17.04,17.04,14.658,0.0,38.825,15.453,0,,,,,,0.5,0.924,TEAM_LEAGUE_PRIOR,100000,NFL_RUSHING_YARDS_V1,3.305,4.461,3.5,3.5,3.85,100.0,69.56,59.81,49.3,38.85,29.22,20.87,14.13,8.93,5.4,3.1,1.66,0.87,0.39,0.18,0.08,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0038636,Kenny McIntosh,SEA,TEN,RB,RB,ACT,3.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_SEA_TEN,,away,17.023,17.023,13.19,0.0,41.88,17.236,7,31.2,24.571,24.571,24.571,5.4,0.5,0.904,PLAYER_HISTORY,100000,NFL_RUSHING_YARDS_V1,2.409,5.424,21.08,6.78,0.0,100.0,64.11,55.67,46.77,38.18,29.87,22.58,16.47,11.56,7.76,5.05,3.12,1.82,1.03,0.54,0.3,0.15,0.07,0.03,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0034867,Malik Turner,SF,LAC,WR,WR,ACT,8.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_SF_LAC,,away,16.993,16.993,14.625,0.0,38.799,15.4,0,,,,,,0.5,0.924,TEAM_LEAGUE_PRIOR,100000,NFL_RUSHING_YARDS_V1,3.305,4.461,3.5,3.5,3.85,100.0,69.62,59.74,49.2,38.79,28.96,20.76,14.07,8.92,5.39,3.0,1.63,0.8,0.37,0.17,0.06,0.02,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0039811,MarShawn Lloyd,GB,DEN,RB,RB,ACT,2.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_GB_DEN,,away,16.982,16.982,16.964,9.068,24.899,6.178,1,15.0,15.0,15.0,15.0,6.0,0.68,0.896,PLAYER_PRIOR_BLEND,100000,NFL_RUSHING_YARDS_V1,4.08,4.164,11.32,0.0,0.0,100.0,97.34,87.02,62.29,31.31,9.71,1.8,0.2,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0041011,E.J. Williams,LV,HOU,WR,WR,ACT,0.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_LV_HOU,,away,16.925,16.925,15.679,0.0,35.651,13.572,0,,,,,,0.68,0.85,TEAM_LEAGUE_PRIOR,100000,NFL_RUSHING_YARDS_V1,4.494,3.446,3.5,3.5,3.85,100.0,74.86,63.98,51.75,39.2,27.59,17.97,10.74,5.92,2.99,1.39,0.57,0.22,0.07,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0041005,Corey Rucker,LV,HOU,WR,WR,RES,0.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_LV_HOU,,away,16.907,16.907,15.513,0.0,35.909,13.672,0,,,,,,0.68,0.85,TEAM_LEAGUE_PRIOR,100000,NFL_RUSHING_YARDS_V1,4.494,3.446,3.5,3.5,3.85,100.0,74.71,63.65,51.29,38.84,27.5,18.17,11.09,6.11,3.18,1.47,0.66,0.23,0.08,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0041022,Jonathan Brady,LV,HOU,WR,WR,ACT,0.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_LV_HOU,,away,16.905,16.905,15.558,0.0,35.76,13.679,0,,,,,,0.68,0.85,TEAM_LEAGUE_PRIOR,100000,NFL_RUSHING_YARDS_V1,4.494,3.446,3.5,3.5,3.85,100.0,74.6,63.79,51.42,38.94,27.64,18.01,10.88,6.07,3.12,1.51,0.68,0.29,0.1,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0041004,Chase Roberts,LV,HOU,WR,WR,ACT,0.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_LV_HOU,,away,16.885,16.885,15.505,0.0,35.805,13.645,0,,,,,,0.68,0.85,TEAM_LEAGUE_PRIOR,100000,NFL_RUSHING_YARDS_V1,4.494,3.446,3.5,3.5,3.85,100.0,74.77,63.58,51.26,38.86,27.42,17.97,10.96,6.04,3.13,1.5,0.64,0.25,0.08,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0040878,Mike Washington,LV,HOU,RB,RB,ACT,0.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_LV_HOU,,away,16.885,16.885,15.525,0.0,35.788,13.643,0,,,,,,0.68,0.85,TEAM_LEAGUE_PRIOR,100000,NFL_RUSHING_YARDS_V1,4.494,3.446,38.0,38.0,41.8,100.0,74.75,63.63,51.26,38.92,27.5,17.89,10.91,6.0,3.09,1.49,0.66,0.24,0.09,0.03,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0038393,Dontayvion Wicks,PHI,NE,WR,WR,ACT,3.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_PHI_NE,,away,16.882,16.882,16.893,11.5,22.267,4.201,2,3.5,3.5,3.5,6.0,1.0,0.5,0.85,PLAYER_PRIOR_BLEND,100000,NFL_RUSHING_YARDS_V1,1.986,8.5,3.39,0.0,0.0,100.0,99.75,94.88,67.31,22.95,2.64,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0036427,Tyler Johnson,DAL,ARI,WR,WR,ACT,6.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_DAL_ARI,,away,16.85,16.85,15.163,0.0,36.796,14.296,0,,,,,,0.5,1.067,TEAM_LEAGUE_PRIOR,100000,NFL_RUSHING_YARDS_V1,3.305,4.638,3.5,3.5,3.85,100.0,72.54,61.93,50.41,38.62,27.93,19.01,12.03,7.04,3.87,2.0,0.93,0.39,0.16,0.06,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0040894,Malik Benson,LV,HOU,WR,WR,ACT,0.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_LV_HOU,,away,16.848,16.848,15.516,0.0,35.657,13.603,0,,,,,,0.68,0.85,TEAM_LEAGUE_PRIOR,100000,NFL_RUSHING_YARDS_V1,4.494,3.446,3.5,3.5,3.85,100.0,74.67,63.7,51.32,38.73,27.25,17.8,10.76,5.97,3.07,1.44,0.65,0.25,0.09,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0040998,Roman Hemby,LV,HOU,RB,RB,ACT,0.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_LV_HOU,,away,16.827,16.827,15.427,0.0,35.684,13.62,0,,,,,,0.68,0.85,TEAM_LEAGUE_PRIOR,100000,NFL_RUSHING_YARDS_V1,4.494,3.446,38.0,38.0,41.8,100.0,74.59,63.45,51.12,38.81,27.32,17.86,10.78,6.03,3.02,1.39,0.6,0.24,0.1,0.03,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0040581,Dont'e Thornton Jr.,LV,HOU,WR,WR,ACT,1.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_LV_HOU,,away,16.814,16.814,15.435,0.0,35.775,13.605,0,,,,,,0.68,0.85,TEAM_LEAGUE_PRIOR,100000,NFL_RUSHING_YARDS_V1,4.494,3.446,3.5,3.5,3.85,100.0,74.57,63.58,51.14,38.59,27.23,17.9,10.82,6.0,3.06,1.41,0.58,0.2,0.08,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0040729,Jack Bech,LV,HOU,WR,WR,ACT,1.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_LV_HOU,,away,16.81,16.81,15.465,0.0,35.617,13.619,0,,,,,,0.68,0.85,TEAM_LEAGUE_PRIOR,100000,NFL_RUSHING_YARDS_V1,4.494,3.446,3.5,3.5,3.85,100.0,74.52,63.44,51.17,38.68,27.28,17.82,10.71,6.04,3.08,1.38,0.56,0.24,0.09,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0039534,Carter Bradley,JAX,CAR,QB,QB,ACT,2.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_CAR_JAX,,home,16.758,16.758,14.83,0.0,37.244,14.598,0,,,,,,0.48,1.04,TEAM_LEAGUE_PRIOR,100000,NFL_RUSHING_YARDS_V1,3.173,4.671,18.0,18.0,19.8,100.0,71.34,60.8,49.59,38.31,28.05,19.27,12.46,7.52,4.29,2.25,1.11,0.47,0.2,0.1,0.04,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0033873,Patrick Mahomes,KC,TB,QB,QB,ACT,9.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_KC_TB,,away,16.73,16.73,11.023,0.0,44.069,18.6,44,27.4,29.2,28.933,30.143,3.4,0.48,0.85,PLAYER_HISTORY,100000,NFL_RUSHING_YARDS_V1,1.939,5.771,15.43,13.35,6.91,100.0,59.26,51.58,43.97,36.43,29.52,23.15,17.66,13.07,9.34,6.48,4.34,2.81,1.77,1.08,0.66,0.36,0.19,0.11,0.07,0.04,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0040743,Tyler Shough,NO,LAR,QB,QB,ACT,1.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_NO_LAR,,away,16.729,16.729,13.509,0.0,40.337,16.347,10,27.0,18.6,18.6,18.6,4.8,0.62,0.96,PLAYER_HISTORY,100000,NFL_RUSHING_YARDS_V1,2.864,4.742,17.82,17.19,31.25,100.0,65.85,56.78,47.02,37.61,28.95,21.33,15.08,10.25,6.58,3.96,2.3,1.25,0.66,0.32,0.14,0.06,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0040039,Amar Johnson,LAC,SF,RB,RB,ACT,1.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_SF_LAC,,home,16.63,16.63,16.64,11.305,21.942,4.16,1,8.0,8.0,8.0,8.0,2.0,0.68,0.87,PLAYER_PRIOR_BLEND,100000,NFL_RUSHING_YARDS_V1,1.956,8.5,12.5,0.0,0.0,100.0,99.75,94.44,65.21,20.97,2.23,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0038488,Brady Russell,SEA,TEN,RB,FB,ACT,3.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_SEA_TEN,,away,16.597,16.597,14.204,0.0,38.028,15.157,0,,,,,,0.5,0.904,TEAM_LEAGUE_PRIOR,100000,NFL_RUSHING_YARDS_V1,3.305,4.291,38.0,38.0,41.8,100.0,69.11,58.96,48.37,37.67,28.06,19.91,13.21,8.25,4.84,2.73,1.44,0.69,0.33,0.15,0.06,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
