player_id,player_name,team,opponent,position,season,season_type,week,ladder_line,probability,probability_grade,projected_rushing_yards,model_version
00-0038134,Kenneth Walker III,KC,MIA,RB,2026,REG,3,0.0,100.0,ELITE,120.381,NFL_RUSHING_YARDS_V1
00-0038134,Kenneth Walker III,KC,MIA,RB,2026,REG,3,5.0,99.84,ELITE,120.381,NFL_RUSHING_YARDS_V1
00-0038134,Kenneth Walker III,KC,MIA,RB,2026,REG,3,10.0,99.76,ELITE,120.381,NFL_RUSHING_YARDS_V1
00-0038134,Kenneth Walker III,KC,MIA,RB,2026,REG,3,15.0,99.65,ELITE,120.381,NFL_RUSHING_YARDS_V1
00-0038134,Kenneth Walker III,KC,MIA,RB,2026,REG,3,20.0,99.5,ELITE,120.381,NFL_RUSHING_YARDS_V1
00-0038134,Kenneth Walker III,KC,MIA,RB,2026,REG,3,25.0,99.28,ELITE,120.381,NFL_RUSHING_YARDS_V1
00-0038134,Kenneth Walker III,KC,MIA,RB,2026,REG,3,30.0,98.99,ELITE,120.381,NFL_RUSHING_YARDS_V1
00-0038134,Kenneth Walker III,KC,MIA,RB,2026,REG,3,35.0,98.59,ELITE,120.381,NFL_RUSHING_YARDS_V1
00-0038134,Kenneth Walker III,KC,MIA,RB,2026,REG,3,40.0,98.09,ELITE,120.381,NFL_RUSHING_YARDS_V1
00-0038134,Kenneth Walker III,KC,MIA,RB,2026,REG,3,45.0,97.41,ELITE,120.381,NFL_RUSHING_YARDS_V1
00-0038134,Kenneth Walker III,KC,MIA,RB,2026,REG,3,50.0,96.53,ELITE,120.381,NFL_RUSHING_YARDS_V1
00-0038134,Kenneth Walker III,KC,MIA,RB,2026,REG,3,55.0,95.42,ELITE,120.381,NFL_RUSHING_YARDS_V1
00-0038134,Kenneth Walker III,KC,MIA,RB,2026,REG,3,60.0,94.09,ELITE,120.381,NFL_RUSHING_YARDS_V1
00-0038134,Kenneth Walker III,KC,MIA,RB,2026,REG,3,65.0,92.45,ELITE,120.381,NFL_RUSHING_YARDS_V1
00-0038134,Kenneth Walker III,KC,MIA,RB,2026,REG,3,70.0,90.46,ELITE,120.381,NFL_RUSHING_YARDS_V1
00-0038134,Kenneth Walker III,KC,MIA,RB,2026,REG,3,75.0,88.01,ELITE,120.381,NFL_RUSHING_YARDS_V1
00-0038134,Kenneth Walker III,KC,MIA,RB,2026,REG,3,80.0,85.25,ELITE,120.381,NFL_RUSHING_YARDS_V1
00-0038134,Kenneth Walker III,KC,MIA,RB,2026,REG,3,85.0,82.04,ELITE,120.381,NFL_RUSHING_YARDS_V1
00-0038134,Kenneth Walker III,KC,MIA,RB,2026,REG,3,90.0,78.4,ELITE,120.381,NFL_RUSHING_YARDS_V1
00-0038134,Kenneth Walker III,KC,MIA,RB,2026,REG,3,95.0,74.33,ELITE,120.381,NFL_RUSHING_YARDS_V1
00-0038134,Kenneth Walker III,KC,MIA,RB,2026,REG,3,100.0,70.05,ELITE,120.381,NFL_RUSHING_YARDS_V1
00-0038134,Kenneth Walker III,KC,MIA,RB,2026,REG,3,105.0,65.48,ELITE,120.381,NFL_RUSHING_YARDS_V1
00-0038134,Kenneth Walker III,KC,MIA,RB,2026,REG,3,110.0,60.64,ELITE,120.381,NFL_RUSHING_YARDS_V1
00-0038134,Kenneth Walker III,KC,MIA,RB,2026,REG,3,115.0,55.65,ELITE,120.381,NFL_RUSHING_YARDS_V1
00-0038134,Kenneth Walker III,KC,MIA,RB,2026,REG,3,120.0,50.51,ELITE,120.381,NFL_RUSHING_YARDS_V1
00-0038134,Kenneth Walker III,KC,MIA,RB,2026,REG,3,125.0,45.36,ELITE,120.381,NFL_RUSHING_YARDS_V1
00-0038134,Kenneth Walker III,KC,MIA,RB,2026,REG,3,130.0,40.23,ELITE,120.381,NFL_RUSHING_YARDS_V1
00-0038134,Kenneth Walker III,KC,MIA,RB,2026,REG,3,135.0,35.23,ELITE,120.381,NFL_RUSHING_YARDS_V1
