Date,Away,Home,Game,First Pitch PT,First Pitch Local,Stadium,Projected Roof Status,Roof Status Basis,Weather Conditions,First Pitch Temperature F,First Pitch Relative Humidity %,First Pitch Wind,First Pitch Wind Speed MPH,First Pitch Wind Direction,First Pitch Wind Toward LF MPH,First Pitch Wind Toward CF MPH,First Pitch Wind Toward RF MPH,First Pitch Crosswind MPH,Official MLB Wind Text,Wind Data Source,First Pitch Precipitation %,Ball Flight AI Score,Ball Flight Grade,Ball Flight AI Summary,Estimated HR Distance Change,Estimated Fly Ball Distance Change,Expected HR Boost (%),Weather Confidence (%),HR Weather Rating,Game Effective Wind Vector MPH,Estimated FT Change by Wind2,Game Probability Wind Blowing Out %,Game Probability Wind Blowing In %,Game Wind Direction Spread Degrees,Game Wind Toward CF Spread MPH,Game Avg Air Density kg/m3,Game Avg Density Altitude Ft,Game Avg Pressure hPa,Game Avg Dew Point F,Game Avg Temp F,Game Avg RH %,Forecast Trend,Carry Score Change Since Last Run,Park Learned Calibration Points,Park Calibration Settled Games,Max Delay Risk,Max Delay Risk Score,Forecast Uncertainty,Forecast Uncertainty Score,Forecast Run PT,Forecast Age Minutes,Models Available
2026-09-02,San Diego Padres,Cincinnati Reds,San Diego Padres @ Cincinnati Reds,09:40 AM,12:40 PM EDT,Great American Ball Park,OPEN,OPEN-AIR PARK,Clear,93.5,48.6,🟢 5.1 mph Out to LF,5.8,WSW,5.1,4.0,1.0,-4.0,,FORECAST MODEL,1.7,65.8,B+,Density 83 | Wind 60 | Temp 74 | Altitude 71 | Confidence 93%,10,7,4.7,93.2,🟢 Good,3.9,3,100.0,0.0,6.6,1.3,1.1143,3005.0,994.8,68.8,95.0,45.4,FIRST RUN,0.0,-0.62,22,LOW,16.8,LOW,5.6,2026-09-01 10:34:46 PM PDT,574.3,5
2026-09-02,Atlanta Braves,Washington Nationals,Atlanta Braves @ Washington Nationals,10:05 AM,01:05 PM EDT,Nationals Park,OPEN,OPEN-AIR PARK,Code 13,89.4,59.7,⚪ Light Variable,2.9,NE,-1.2,-2.5,-2.6,-1.3,,FORECAST MODEL,15.1,55.8,B,Density 74 | Wind 44 | Temp 69 | Altitude 64 | Confidence 87%,4,3,1.7,86.7,🟨 Neutral,-1.9,-2,0.0,86.2,7.7,0.3,1.1442,2045.0,1013.3,72.6,90.0,58.0,FIRST RUN,0.0,0.5,24,MODERATE,23.9,LOW,13.2,2026-09-01 10:34:47 PM PDT,161.9,5
2026-09-02,Athletics,Texas Rangers,Athletics @ Texas Rangers,11:35 AM,01:35 PM CDT,Globe Life Field,CLOSED,PROJECTED: TEMPERATURE,Clear,96.4,38.9,⚪ Calm,0.0,ENE,-0.0,-0.0,-0.0,-0.0,,FORECAST MODEL,10.4,49.9,C,Density 61 | Wind 50 | Temp 76 | Altitude 57 | Confidence 92%,0,0,-0.0,92.2,🟧 Below Average,0.0,0,0.0,100.0,9.2,0.5,1.1896,858.0,993.5,67.1,97.2,37.8,FIRST RUN,0.0,-0.22,24,NONE (ROOF),0.0,LOW,9.7,2026-09-01 10:34:55 PM PDT,23.7,5
2026-09-02,Baltimore Orioles,Colorado Rockies,Baltimore Orioles @ Colorado Rockies,12:10 PM,01:10 PM MDT,Coors Field,OPEN,OPEN-AIR PARK,Clear,87.3,19.8,🟡 5.3 mph Cross (RF → LF),5.7,ESE,4.4,1.8,-1.6,-5.3,,FORECAST MODEL,0.5,67.7,B+,Density 100 | Wind 51 | Temp 67 | Altitude 100 | Confidence 88%,11,8,5.3,87.6,🟢 Good,0.4,0,34.4,13.7,20.9,1.9,0.9619,8087.0,843.4,39.0,88.2,18.9,FIRST RUN,0.0,0.2,20,LOW,7.4,LOW,16.3,2026-09-01 10:35:03 PM PDT,647.6,5
2026-09-02,Philadelphia Phillies,Arizona Diamondbacks,Philadelphia Phillies @ Arizona Diamondbacks,12:40 PM,12:40 PM MST,Chase Field,CLOSED,PROJECTED: TEMPERATURE,Clear,99.6,30.2,⚪ Calm,0.0,SW,0.0,0.0,0.0,0.0,,FORECAST MODEL,0.6,49.9,C,Density 61 | Wind 50 | Temp 80 | Altitude 57 | Confidence 91%,0,0,-0.0,91.4,🟧 Below Average,0.0,0,78.8,0.0,7.2,0.4,1.1896,858.0,974.2,61.7,100.6,28.4,FIRST RUN,0.0,-0.25,24,NONE (ROOF),0.0,LOW,12.7,2026-09-01 10:35:04 PM PDT,58.0,5
2026-09-02,Seattle Mariners,Boston Red Sox,Seattle Mariners @ Boston Red Sox,01:10 PM,04:10 PM EDT,Fenway Park,OPEN,OPEN-AIR PARK,Overcast,72.0,64.3,🟡 5.2 mph Cross (RF → LF),8.0,E,-1.3,-4.9,-6.1,-5.2,,FORECAST MODEL,0.1,46.8,C,Density 59 | Wind 38 | Temp 49 | Altitude 54 | Confidence 93%,-2,-1,-1.0,93.4,🟧 Below Average,-4.0,-4,0.0,78.7,13.0,1.8,1.1961,616.0,1018.1,58.3,70.8,67.2,FIRST RUN,0.0,0.03,23,LOW,1.3,LOW,5.8,2026-09-01 10:35:05 PM PDT,563.9,5
2026-09-02,San Francisco Giants,Pittsburgh Pirates,San Francisco Giants @ Pittsburgh Pirates,03:40 PM,06:40 PM EDT,PNC Park,OPEN,OPEN-AIR PARK,Code 13,86.9,63.4,🟡 5.3 mph Cross (RF → LF),5.9,SW,4.1,2.0,-1.1,-5.3,,FORECAST MODEL,17.2,60.7,B+,Density 81 | Wind 52 | Temp 63 | Altitude 69 | Confidence 88%,7,5,3.2,88.1,🟢 Good,0.9,1,70.0,0.0,17.0,0.5,1.1232,2651.0,984.1,72.1,84.1,69.3,FIRST RUN,0.0,-0.8,19,MODERATE,22.3,LOW,9.4,2026-09-01 10:35:06 PM PDT,53.1,5
2026-09-02,New York Mets,Tampa Bay Rays,New York Mets @ Tampa Bay Rays,03:40 PM,06:40 PM EDT,Tropicana Field,INDOOR,FIXED ROOF,Code 39,80.1,88.4,⚪ Calm,0.0,NNE,-0.0,-0.0,-0.0,0.0,,FORECAST MODEL,59.5,50.0,B,Density 61 | Wind 50 | Temp 58 | Altitude 56 | Confidence 86%,0,0,0.0,86.0,🟨 Neutral,0.0,0,0.0,0.0,13.5,0.0,1.1896,858.0,1013.1,75.9,79.4,89.4,FIRST RUN,0.0,0.14,24,NONE (ROOF),0.0,LOW,14.1,2026-09-01 10:35:07 PM PDT,602.9,5
2026-09-02,Toronto Blue Jays,Cleveland Guardians,Toronto Blue Jays @ Cleveland Guardians,03:40 PM,06:40 PM EDT,Progressive Field,OPEN,OPEN-AIR PARK,Clear,88.1,59.4,🟡 6.3 mph Cross (LF → RF),8.2,SW,0.3,4.5,6.7,6.3,,FORECAST MODEL,9.2,63.8,B+,Density 78 | Wind 61 | Temp 65 | Altitude 67 | Confidence 91%,9,6,4.1,90.8,🟢 Good,4.3,3,100.0,0.0,18.1,1.3,1.1323,2394.0,995.6,71.5,86.2,63.2,FIRST RUN,0.0,-0.14,23,MODERATE,27.0,LOW,14.9,2026-09-01 10:35:07 PM PDT,33.3,5
2026-09-02,Detroit Tigers,Minnesota Twins,Detroit Tigers @ Minnesota Twins,04:40 PM,06:40 PM CDT,Target Field,OPEN,OPEN-AIR PARK,Clear,83.2,53.2,⚪ Light Variable,3.5,E,-2.9,-3.4,-2.2,0.7,,FORECAST MODEL,1.3,55.6,B,Density 79 | Wind 40 | Temp 59 | Altitude 69 | Confidence 93%,3,3,1.7,92.6,🟨 Neutral,-3.2,-3,0.0,100.0,10.1,0.4,1.1295,2548.0,980.9,62.6,80.8,57.1,FIRST RUN,0.0,-1.05,23,LOW,4.6,LOW,11.8,2026-09-01 10:35:08 PM PDT,73.6,5
