player_id,player_name,team,opponent,position,season,season_type,week,ladder_line,probability,probability_grade,projected_pat_made,model_version
00-0025565,Nick Folk,ATL,DEN,K,2026,PRE,1,0.5,74.39,ELITE,1.521,NFL_PAT_MADE_V1
00-0025565,Nick Folk,ATL,DEN,K,2026,PRE,1,1.0,74.39,ELITE,1.521,NFL_PAT_MADE_V1
00-0025565,Nick Folk,ATL,DEN,K,2026,PRE,1,1.5,43.1,ELITE,1.521,NFL_PAT_MADE_V1
00-0025565,Nick Folk,ATL,DEN,K,2026,PRE,1,2.0,43.1,ELITE,1.521,NFL_PAT_MADE_V1
00-0025565,Nick Folk,ATL,DEN,K,2026,PRE,1,2.5,20.68,ELITE,1.521,NFL_PAT_MADE_V1
00-0025565,Nick Folk,ATL,DEN,K,2026,PRE,1,3.0,20.68,ELITE,1.521,NFL_PAT_MADE_V1
00-0025565,Nick Folk,ATL,DEN,K,2026,PRE,1,3.5,8.77,ELITE,1.521,NFL_PAT_MADE_V1
00-0025565,Nick Folk,ATL,DEN,K,2026,PRE,1,4.0,8.77,ELITE,1.521,NFL_PAT_MADE_V1
00-0025565,Nick Folk,ATL,DEN,K,2026,PRE,1,4.5,3.34,ELITE,1.521,NFL_PAT_MADE_V1
00-0025565,Nick Folk,ATL,DEN,K,2026,PRE,1,5.0,3.34,ELITE,1.521,NFL_PAT_MADE_V1
00-0025565,Nick Folk,ATL,DEN,K,2026,PRE,1,5.5,1.19,ELITE,1.521,NFL_PAT_MADE_V1
00-0025565,Nick Folk,ATL,DEN,K,2026,PRE,1,6.0,1.19,ELITE,1.521,NFL_PAT_MADE_V1
00-0025565,Nick Folk,ATL,DEN,K,2026,PRE,1,6.5,0.4,COIN FLIP,1.521,NFL_PAT_MADE_V1
00-0031136,Chris Boswell,PIT,GB,K,2026,PRE,1,0.5,83.96,ELITE,2.051,NFL_PAT_MADE_V1
00-0031136,Chris Boswell,PIT,GB,K,2026,PRE,1,1.0,83.96,ELITE,2.051,NFL_PAT_MADE_V1
