Date,Away,Home,Game,First Pitch PT,First Pitch Local,Stadium,Projected Roof Status,Roof Status Basis,Weather Conditions,First Pitch Temperature F,First Pitch Relative Humidity %,First Pitch Wind,First Pitch Wind Speed MPH,First Pitch Wind Direction,First Pitch Wind Toward LF MPH,First Pitch Wind Toward CF MPH,First Pitch Wind Toward RF MPH,First Pitch Crosswind MPH,Official MLB Wind Text,Wind Data Source,First Pitch Precipitation %,Ball Flight AI Score,Ball Flight Grade,Ball Flight AI Summary,Estimated HR Distance Change,Estimated Fly Ball Distance Change,Expected HR Boost (%),Weather Confidence (%),HR Weather Rating,Game Effective Wind Vector MPH,Estimated FT Change by Wind2,Game Probability Wind Blowing Out %,Game Probability Wind Blowing In %,Game Wind Direction Spread Degrees,Game Wind Toward CF Spread MPH,Game Avg Air Density kg/m3,Game Avg Density Altitude Ft,Game Avg Pressure hPa,Game Avg Dew Point F,Game Avg Temp F,Game Avg RH %,Forecast Trend,Carry Score Change Since Last Run,Park Learned Calibration Points,Park Calibration Settled Games,Max Delay Risk,Max Delay Risk Score,Forecast Uncertainty,Forecast Uncertainty Score,Forecast Run PT,Forecast Age Minutes,Models Available
2026-08-06,Los Angeles Angels,Baltimore Orioles,Los Angeles Angels @ Baltimore Orioles,09:35 AM,12:35 PM EDT,Oriole Park at Camden Yards,OPEN,OPEN-AIR PARK,Code 13,87.9,65.0,🟢 5.7 mph Out to CF,6.3,SW,4.1,5.7,4.6,0.3,,FORECAST MODEL,9.6,62.5,B+,Density 72 | Wind 63 | Temp 68 | Altitude 63 | Confidence 85%,8,6,3.8,84.7,🟢 Good,5.2,4,100.0,0.0,15.5,0.7,1.1511,1815.0,1017.8,74.4,88.8,63.2,FIRST RUN,0.0,-0.04,11,MODERATE,34.8,MEDIUM,19.9,2026-08-05 07:06:01 PM PDT,132.3,5
2026-08-06,Athletics,Cincinnati Reds,Athletics @ Cincinnati Reds,09:40 AM,12:40 PM EDT,Great American Ball Park,OPEN,OPEN-AIR PARK,Overcast,85.2,63.8,🟡 4.7 mph Cross (RF → LF),5.2,SW,3.8,1.8,-1.2,-4.7,,FORECAST MODEL,18.7,60.2,B+,Density 77 | Wind 52 | Temp 65 | Altitude 67 | Confidence 89%,6,5,3.1,89.3,🟢 Good,0.8,0,39.4,0.0,21.9,2.1,1.1342,2370.0,996.9,68.6,86.5,58.8,FIRST RUN,0.0,-0.46,12,MODERATE,23.6,LOW,10.0,2026-08-05 07:06:02 PM PDT,27.9,5
2026-08-06,New York Mets,Cleveland Guardians,New York Mets @ Cleveland Guardians,10:10 AM,01:10 PM EDT,Progressive Field,OPEN,OPEN-AIR PARK,Mostly clear,82.6,64.2,🟡 5.0 mph Cross (LF → RF),6.3,NW,-5.0,-3.3,0.0,5.0,,FORECAST MODEL,5.7,53.5,B,Density 73 | Wind 41 | Temp 61 | Altitude 64 | Confidence 89%,2,2,1.0,89.1,🟨 Neutral,-3.1,-3,18.8,81.2,26.5,1.9,1.1472,1965.0,1001.8,69.2,82.9,64.3,FIRST RUN,0.0,0.04,12,LOW,17.4,LOW,7.1,2026-08-05 07:06:03 PM PDT,378.7,5
2026-08-06,Pittsburgh Pirates,Milwaukee Brewers,Pittsburgh Pirates @ Milwaukee Brewers,11:10 AM,01:10 PM CDT,American Family Field,OPEN,PROJECTED: FAVORABLE,Code 14,74.7,74.5,⚪ Light Variable,4.5,E,-3.7,-3.0,-0.9,2.9,,FORECAST MODEL,6.0,52.6,B,Density 71 | Wind 41 | Temp 53 | Altitude 63 | Confidence 92%,2,1,0.8,92.1,🟨 Neutral,-2.8,-2,0.0,83.1,14.9,1.0,1.1551,1741.0,993.6,66.0,75.3,73.3,FIRST RUN,0.0,-0.26,11,LOW,10.3,LOW,7.9,2026-08-05 07:06:05 PM PDT,24.4,5
2026-08-06,Toronto Blue Jays,Chicago Cubs,Toronto Blue Jays @ Chicago Cubs,11:20 AM,01:20 PM CDT,Wrigley Field,OPEN,OPEN-AIR PARK,Code 15,72.8,84.9,⚪ Light Variable,3.0,SE,1.4,0.0,-1.3,-2.8,,FORECAST MODEL,19.3,54.3,B,Density 63 | Wind 48 | Temp 51 | Altitude 57 | Confidence 79%,3,2,1.3,78.9,🟨 Neutral,-0.5,0,0.0,49.4,16.7,1.4,1.1817,951.0,1012.7,67.6,73.1,84.0,FIRST RUN,0.0,0.48,12,LOW,16.3,LOW,11.1,2026-08-05 07:06:06 PM PDT,49.3,5
2026-08-06,Detroit Tigers,Seattle Mariners,Detroit Tigers @ Seattle Mariners,01:10 PM,01:10 PM PDT,T-Mobile Park,OPEN,PROJECTED: DRY,Clear,75.4,49.8,⚪ Light Variable,3.7,WNW,-0.8,0.9,2.2,3.3,,FORECAST MODEL,0.0,54.3,B,Density 66 | Wind 51 | Temp 56 | Altitude 60 | Confidence 91%,3,2,1.3,91.3,🟨 Neutral,0.2,0,0.0,0.0,16.3,0.2,1.1706,1393.0,1008.5,54.4,77.6,44.0,FIRST RUN,0.0,0.45,10,LOW,0.0,LOW,9.6,2026-08-05 07:06:07 PM PDT,195.1,5
2026-08-06,Washington Nationals,Philadelphia Phillies,Washington Nationals @ Philadelphia Phillies,03:05 PM,06:05 PM EDT,Citizens Bank Park,OPEN,OPEN-AIR PARK,Clear,89.5,61.1,🟢 8.1 mph Out to RF,8.9,SW,3.9,7.8,8.1,3.7,,FORECAST MODEL,6.7,63.1,B+,Density 72 | Wind 63 | Temp 66 | Altitude 62 | Confidence 90%,8,6,3.9,89.6,🟢 Good,5.1,3,94.4,5.6,12.9,1.2,1.153,1759.0,1016.7,73.7,87.4,65.9,FIRST RUN,0.0,0.08,12,MODERATE,23.4,LOW,8.9,2026-08-05 07:06:09 PM PDT,171.2,5
2026-08-06,Chicago White Sox,Boston Red Sox,Chicago White Sox @ Boston Red Sox,04:10 PM,07:10 PM EDT,Fenway Park,OPEN,OPEN-AIR PARK,Code 13,87.2,64.1,🟢 5.0 mph Out to CF,6.0,SW,3.4,5.0,3.9,0.3,,FORECAST MODEL,14.9,60.6,B+,Density 70 | Wind 61 | Temp 63 | Altitude 61 | Confidence 90%,7,5,3.2,89.8,🟢 Good,4.2,3,100.0,0.0,8.6,0.9,1.1577,1619.0,1015.8,73.3,84.8,70.1,FIRST RUN,0.0,-0.18,11,MODERATE,20.6,LOW,6.0,2026-08-05 07:06:10 PM PDT,220.5,5
2026-08-06,Miami Marlins,Atlanta Braves,Miami Marlins @ Atlanta Braves,04:15 PM,07:15 PM EDT,Truist Park,OPEN,OPEN-AIR PARK,Code 29,81.9,76.5,⚪ Calm,1.5,E,-1.2,-0.7,0.1,1.3,,FORECAST MODEL,40.8,58.9,B,Density 77 | Wind 50 | Temp 58 | Altitude 67 | Confidence 85%,6,4,2.7,84.7,🟨 Neutral,-0.1,0,56.2,43.8,60.3,1.9,1.1348,2285.0,986.6,72.4,79.9,79.7,FIRST RUN,0.0,0.65,13,MODERATE,41.2,MEDIUM,21.4,2026-08-05 07:06:11 PM PDT,459.4,5
2026-08-06,Minnesota Twins,Kansas City Royals,Minnesota Twins @ Kansas City Royals,04:40 PM,06:40 PM CDT,Kauffman Stadium,OPEN,OPEN-AIR PARK,Clear,82.9,73.4,⚪ Light Variable,3.9,ENE,-1.8,-3.5,-3.7,-1.7,,FORECAST MODEL,1.7,56.1,B,Density 79 | Wind 41 | Temp 59 | Altitude 68 | Confidence 90%,4,3,1.8,89.7,🟨 Neutral,-3.1,-3,0.0,92.5,25.7,1.0,1.1291,2457.0,983.1,72.3,80.7,78.1,FIRST RUN,0.0,0.0,8,LOW,15.5,LOW,11.1,2026-08-05 07:06:13 PM PDT,183.8,5
