player_id,player_name,team,opponent,position,depth_chart_position,status,years_exp,game_id,game_date,home_away,season,season_type,week,projected_role
00-0025565,Nick Folk,ATL,DEN,K,K,ACT,19.0,2026_PRE_W1_DEN_ATL,,home,2026,PRE,1,K
00-0031136,Chris Boswell,PIT,GB,K,K,ACT,12.0,2026_PRE_W1_GB_PIT,,home,2026,PRE,1,K
00-0031203,Cairo Santos,CHI,CLE,K,K,ACT,12.0,2026_PRE_W1_CLE_CHI,,home,2026,PRE,1,K
00-0031492,Jason Myers,SEA,DAL,K,K,ACT,11.0,2026_PRE_W1_DAL_SEA,,home,2026,PRE,1,K
00-0032569,Wil Lutz,DEN,ATL,K,K,ACT,10.0,2026_PRE_W1_DEN_ATL,,away,2026,PRE,1,K
00-0032726,Ka'imi Fairbairn,HOU,LAC,K,K,ACT,10.0,2026_PRE_W1_LAC_HOU,,home,2026,PRE,1,K
00-0033303,Harrison Butker,KC,LAR,K,K,ACT,9.0,2026_PRE_W1_LAR_KC,,home,2026,PRE,1,K
00-0033787,Jake Elliott,PHI,BAL,K,K,ACT,9.0,2026_PRE_W1_PHI_BAL,,away,2026,PRE,1,K
00-0033862,Zane Gonzalez,MIA,WAS,K,K,ACT,9.0,2026_PRE_W1_MIA_WAS,,away,2026,PRE,1,K
00-0034173,Eddy Pineiro,SF,TEN,K,K,ACT,8.0,2026_PRE_W1_TEN_SF,,home,2026,PRE,1,K
00-0034794,Jason Sanders,NYJ,TB,K,K,ACT,8.0,2026_PRE_W1_TB_NYJ,,home,2026,PRE,1,K
00-0035192,Joey Slye,TEN,SF,K,K,ACT,7.0,2026_PRE_W1_TEN_SF,,away,2026,PRE,1,K
00-0035269,Matt Gay,LV,ARI,K,K,ACT,7.0,2026_PRE_W1_ARI_LV,,home,2026,PRE,1,K
00-0035358,Chase McLaughlin,TB,NYJ,K,K,ACT,7.0,2026_PRE_W1_TB_NYJ,,away,2026,PRE,1,K
00-0036162,Tyler Bass,BUF,CAR,K,K,ACT,6.0,2026_PRE_W1_CAR_BUF,,home,2026,PRE,1,K
00-0036816,Riley Patterson,MIA,WAS,K,K,ACT,5.0,2026_PRE_W1_MIA_WAS,,away,2026,PRE,1,K
00-0036854,Evan McPherson,CIN,DET,K,K,ACT,5.0,2026_PRE_W1_DET_CIN,,home,2026,PRE,1,K
00-0037224,Cameron Dicker,LAC,HOU,K,K,ACT,4.0,2026_PRE_W1_LAC_HOU,,away,2026,PRE,1,K
00-0037692,Brandon Aubrey,DAL,SEA,K,K,ACT,4.0,2026_PRE_W1_DAL_SEA,,away,2026,PRE,1,K
00-0038097,Cade York,NYJ,TB,K,K,ACT,4.0,2026_PRE_W1_TB_NYJ,,home,2026,PRE,1,K
00-0038152,Lucas Havrisik,GB,PIT,K,K,ACT,4.0,2026_PRE_W1_GB_PIT,,away,2026,PRE,1,K
00-0038428,Andre Szmyt,CLE,CHI,K,K,ACT,3.0,2026_PRE_W1_CLE_CHI,,away,2026,PRE,1,K
00-0038562,Jake Moody,WAS,MIA,K,K,ACT,3.0,2026_PRE_W1_MIA_WAS,,home,2026,PRE,1,K
00-0038748,B.T. Potter,TB,NYJ,K,K,ACT,3.0,2026_PRE_W1_TB_NYJ,,away,2026,PRE,1,K
00-0038905,Blake Grupe,IND,NE,K,K,ACT,3.0,2026_PRE_W1_IND_NE,,away,2026,PRE,1,K
00-0039172,Jake Bates,DET,CIN,K,K,ACT,3.0,2026_PRE_W1_DET_CIN,,away,2026,PRE,1,K
00-0039229,Charlie Smyth,NO,JAX,K,K,E14,2.0,2026_PRE_W1_JAX_NO,,home,2026,PRE,1,K
00-0039404,Will Reichard,MIN,NYG,K,K,ACT,2.0,2026_PRE_W1_MIN_NYG,,away,2026,PRE,1,K
00-0039409,Cam Little,JAX,NO,K,K,ACT,2.0,2026_PRE_W1_JAX_NO,,away,2026,PRE,1,K
00-0039498,Harrison Mevis,LAR,KC,K,K,ACT,2.0,2026_PRE_W1_LAR_KC,,away,2026,PRE,1,K
00-0039576,Spencer Shrader,IND,NE,K,K,ACT,2.0,2026_PRE_W1_IND_NE,,away,2026,PRE,1,K
00-0040074,Tyler Loop,BAL,PHI,K,K,ACT,1.0,2026_PRE_W1_PHI_BAL,,home,2026,PRE,1,K
00-0040200,Andy Borregales,NE,IND,K,K,ACT,1.0,2026_PRE_W1_IND_NE,,home,2026,PRE,1,K
00-0040279,Ryan Fitzgerald,CAR,BUF,K,K,ACT,1.0,2026_PRE_W1_CAR_BUF,,away,2026,PRE,1,K
00-0040530,Ben Sauls,NYG,MIN,K,K,ACT,1.0,2026_PRE_W1_MIN_NYG,,home,2026,PRE,1,K
00-0040899,Trey Smack,GB,PIT,K,K,ACT,0.0,2026_PRE_W1_GB_PIT,,away,2026,PRE,1,K
