Date,GamePk,Pitcher,PitcherID,Opponent,Pitcher Team,Venue,Pitcher Hand,Starter Sample,Limited Starter Sample,Season Data Fallback,Games Started,Games Played,Starter Ratio,Season BF,K,ERA,Pitcher K9,Base Model K%,Lineup Model K%,Final Model K%,Skill Workload Anchor K,Projection Sanity Ratio,Lineup Source,Lineup Reliability,Pitch-Type Matchup Score,Shape Matchup Score,Sequence Advantage Score,Avg Zone Contact%,Avg Chase Contact%,Avg 2Strike Foul%,Avg 2Strike Contact%,Expected BF,Expected Pitches,Hook Aggression,Manager Factor,Bullpen Factor,Park Factor,Weather Factor,Workload Context Factor,Proj K,Sim Mean K,Fair Line,Line,LineSource,Edge,Recommendation,Recommendation Tier,MORE Probability,LESS Probability,Best Side %,Best MORE Line,Best MORE Probability,Best MORE Tier,Best MORE Qualified,Over %,Under %,Raw Over %,Raw Under %,MORE 2.5 %,LESS 2.5 %,MORE 3.0 %,LESS 3.0 %,PUSH 3.0 %,MORE 3.5 %,LESS 3.5 %,MORE 4.0 %,LESS 4.0 %,PUSH 4.0 %,MORE 4.5 %,LESS 4.5 %,MORE 5.0 %,LESS 5.0 %,PUSH 5.0 %,MORE 5.5 %,LESS 5.5 %,MORE 6.0 %,LESS 6.0 %,PUSH 6.0 %,MORE 6.5 %,LESS 6.5 %,MORE 7.0 %,LESS 7.0 %,PUSH 7.0 %,MORE 7.5 %,LESS 7.5 %,MORE 8.0 %,LESS 8.0 %,PUSH 8.0 %,MORE 8.5 %,LESS 8.5 %,MORE 9.0 %,LESS 9.0 %,PUSH 9.0 %,MORE 9.5 %,LESS 9.5 %,MORE 10.0 %,LESS 10.0 %,PUSH 10.0 %,MORE 10.5 %,LESS 10.5 %,MORE 11.0 %,LESS 11.0 %,PUSH 11.0 %,Ladder 3+,Ladder 4+,Ladder 5+,Ladder 6+,Ladder 7+,Ladder 8+,Ladder 9+,Ladder 10+,Ladder 11+,Ladder 12+,Ladder 13+,K State Floor%,K State Median%,K State Strong%,K State Dominant%,K State Peak%,P Floor State,P Median State,P Strong State,P Dominant State,P Peak State,K Ceiling Score,Elite K Index,Peak K Index,Historical K Volatility,Historical K Volatility Starts,Historical P90 K%,Recent Peak Skill Score,Recent Peak Whiff%,Recent Peak CSW%,Recent Peak 2Strike Whiff%,Recent Peak PutAway%,K State Expected%,Whiff%,Chase%,CSW%,FirstStrike%,2Strike Whiff%,PutAway Proxy%,Stuff Score,Pitcher K Talent Score,Today K Environment Score,Workload Opportunity Score,K Opportunity Score,Velo Change,Whiff Change,Arsenal Change Score,Umpire,Catcher,Official Combined Factor,Sim SD,Model Confidence,Probability Calibration,Projection Calibration N,Actual K,Projection Error,Absolute Error,Side Result,ModelVersion,Actionable
2026-07-27,822705,Max Scherzer,453286,Washington Nationals,Toronto Blue Jays,Nationals Park,R,Established Starter Sample,False,False,6,6,1.0,102.0,-,10.23,5.73,16.01,15.11,15.74,3.12,0.957,Projected roster,0.62,-0.454,-0.389,0.078,88.9,59.2,22.5,77.7,18.97,72.4,0.65,1.0,1.0,1.0,1.0,1.0,2.98,2.98,3.5,2.5,Model fallback,0.48,PASS,PASS,53.8,46.2,53.8,2.5,53.8,PASS,False,53.845,46.155,53.8,46.2,53.8,46.2,35.0,46.2,18.8,35.0,65.0,20.8,65.0,14.2,20.8,79.2,11.5,79.2,9.3,11.5,88.5,5.7,88.5,5.8,5.7,94.3,2.6,94.3,3.0,2.6,97.4,1.1,97.4,1.5,1.1,98.9,0.5,98.9,0.7,0.5,99.5,0.2,99.5,0.2,0.2,99.8,0.1,99.8,0.1,53.8,35.0,20.8,11.5,5.7,2.6,1.1,0.5,0.2,0.1,0.0,12.2,15.7,19.1,22.1,25.2,18.1,50.8,22.0,8.8,0.4,46.0,-0.118,-0.112,0.0546,6,22.2,0.0,25.0,28.5,24.0,20.0,16.42,25.0,29.0,28.5,60.0,24.0,20.0,41.9,34.9,23.2,28.4,28.9,0.0,0.0,0.0,-,Alejandro Kirk,1.0,2.01,47.9,OFF,0,,,,,V4.8 Full Starter Coverage + GitHub Auto-Publish,0
2026-07-27,824490,Chase Burns,695505,Cleveland Guardians,Cincinnati Reds,Great American Ball Park,R,Established Starter Sample,False,False,19,19,1.0,433.0,-,2.42,10.37,27.48,26.47,27.18,7.24,0.956,Projected roster,0.62,-0.131,-0.301,0.062,86.9,63.3,25.5,78.4,24.3,95.8,0.5,1.0,1.0,1.0,1.0,1.0,6.92,6.92,7.5,6.5,Model fallback,0.42,PASS,PASS,52.3,47.7,52.3,5.5,64.5,STRONG MORE,True,52.32,47.68,52.3,47.7,93.4,6.6,86.2,6.6,7.2,86.2,13.8,76.2,13.8,9.9,76.2,23.8,64.5,23.8,11.7,64.5,35.5,52.3,35.5,12.2,52.3,47.7,40.1,47.7,12.2,40.1,59.9,29.4,59.9,10.7,29.4,70.6,20.5,70.6,8.9,20.5,79.5,13.6,79.5,6.9,13.6,86.4,8.5,86.4,5.1,93.4,86.2,76.2,64.5,52.3,40.1,29.4,20.5,13.6,8.5,5.0,20.1,27.2,34.0,40.9,48.2,15.8,46.1,24.1,11.3,2.7,60.8,0.22,0.316,0.095,18,37.5,1.62,34.3,31.0,42.0,39.6,29.82,26.89,35.14,27.12,57.61,25.0,14.67,59.3,53.5,42.9,54.0,49.4,-0.43,-8.63,-0.693,-,Tyler Stephenson,1.0,3.16,78.3,OFF,0,,,,,V4.8 Full Starter Coverage + GitHub Auto-Publish,0
2026-07-27,824490,Slade Cecconi,677944,Cincinnati Reds,Cleveland Guardians,Great American Ball Park,R,Established Starter Sample,False,False,20,20,1.0,455.0,-,4.6,7.12,16.32,16.03,16.24,3.93,0.973,Projected roster,0.62,-0.802,0.019,0.0,86.1,53.4,23.7,75.5,22.42,86.0,0.615,1.0,1.0,1.0,1.0,1.0,3.82,3.82,4.5,3.5,Model fallback,0.32,PASS,PASS,50.1,49.9,50.1,2.5,67.5,ELITE MORE,True,50.1,49.9,50.1,49.9,67.5,32.5,50.1,32.5,17.4,50.1,49.9,34.6,49.9,15.5,34.6,65.4,22.2,65.4,12.4,22.2,77.8,13.4,77.8,8.8,13.4,86.6,7.8,86.6,5.7,7.8,92.2,4.1,92.2,3.6,4.1,95.9,2.1,95.9,2.0,2.1,97.9,1.0,97.9,1.1,1.0,99.0,0.4,99.0,0.5,67.5,50.1,34.6,22.2,13.4,7.8,4.1,2.1,1.0,0.4,0.2,10.4,16.2,21.7,26.8,31.9,17.7,49.9,22.5,9.2,0.6,32.4,-0.541,-0.566,0.0782,18,25.6,0.04,23.7,28.3,26.0,22.6,17.51,17.87,27.3,25.37,69.8,19.05,10.21,39.4,26.9,31.0,46.2,32.4,0.07,-3.96,-0.276,-,Patrick Bailey,1.0,2.38,86.5,OFF,0,,,,,V4.8 Full Starter Coverage + GitHub Auto-Publish,0
2026-07-27,823195,Brandon Sproat,687075,San Francisco Giants,Milwaukee Brewers,Oracle Park,R,Established Starter Sample,False,False,17,19,0.895,373.0,-,5.09,9.45,21.46,20.22,21.09,5.01,0.952,Projected roster,0.62,-0.661,-0.424,0.0,89.1,62.2,25.0,80.2,21.75,84.4,0.595,1.0,1.0,1.0,1.0,1.0,4.77,4.77,4.5,4.5,Model fallback,0.27,PASS,PASS,49.7,50.3,49.7,3.5,64.8,STRONG MORE,True,49.652499999999996,50.347500000000004,49.7,50.3,79.2,20.8,64.8,20.8,14.3,64.8,35.2,49.7,35.2,15.2,49.7,50.3,35.7,50.3,13.9,35.7,64.3,24.1,64.3,11.6,24.1,75.9,15.3,75.9,8.8,15.3,84.7,9.2,84.7,6.1,9.2,90.8,5.4,90.8,3.8,5.4,94.6,2.8,94.6,2.5,2.8,97.2,1.4,97.2,1.5,79.2,64.8,49.7,35.7,24.1,15.3,9.2,5.4,2.8,1.4,0.7,14.0,21.1,27.7,34.4,41.6,16.9,48.5,23.1,10.0,1.4,41.8,-0.277,-0.184,0.095,18,35.3,1.518,33.7,32.2,35.6,41.5,23.05,21.45,25.94,24.45,56.67,19.35,11.07,49.4,38.0,28.0,41.9,34.8,0.99,-7.28,-0.355,-,Gary Sánchez,1.0,2.66,82.9,OFF,0,,,,,V4.8 Full Starter Coverage + GitHub Auto-Publish,0
2026-07-27,822705,Andrew Alvarez,674841,Toronto Blue Jays,Washington Nationals,Nationals Park,L,Limited Starter Sample,True,False,7,14,0.5,233.0,-,4.22,9.28,20.62,18.44,19.97,4.07,0.92,Projected roster,0.62,-0.465,-0.458,0.0,87.7,65.0,27.5,80.7,19.05,73.5,0.66,1.0,1.0,1.0,1.0,1.0,3.75,3.75,3.5,3.5,Model fallback,0.25,PASS,PASS,49.5,50.5,49.5,2.5,67.4,ELITE MORE,True,49.455,50.544999999999995,49.5,50.5,67.4,32.6,49.5,32.6,18.0,49.5,50.5,33.3,50.5,16.2,33.3,66.7,20.6,66.7,12.7,20.6,79.4,11.7,79.4,8.9,11.7,88.3,6.3,88.3,5.5,6.3,93.7,3.2,93.7,3.1,3.2,96.8,1.6,96.8,1.7,1.6,98.4,0.7,98.4,0.8,0.7,99.3,0.3,99.3,0.4,67.4,49.5,33.3,20.6,11.7,6.3,3.2,1.6,0.7,0.3,0.1,13.9,20.0,25.6,31.2,38.3,17.6,49.7,22.5,9.3,0.9,45.6,-0.154,-0.09,0.0927,12,37.3,0.824,27.3,31.9,34.0,29.7,21.38,23.33,30.19,26.58,51.35,23.08,13.57,49.2,39.2,25.0,29.1,31.5,0.15,-5.69,-0.426,-,Keibert Ruiz,1.0,2.27,71.0,OFF,0,,,,,V4.8 Full Starter Coverage + GitHub Auto-Publish,0
2026-07-27,824570,Max Fried,608331,Chicago White Sox,New York Yankees,Rate Field,L,Established Starter Sample,False,False,11,11,1.0,256.0,-,2.97,7.7,21.39,20.96,21.26,4.84,0.972,Projected roster,0.62,-0.424,-0.235,0.049,84.8,61.1,24.5,77.0,21.74,84.3,0.425,1.0,1.0,1.0,1.0,1.0,4.7,4.7,4.5,4.5,Model fallback,0.2,PASS,PASS,49.1,50.9,49.1,3.5,65.1,ELITE MORE,True,49.067499999999995,50.932500000000005,49.1,50.9,79.9,20.1,65.1,20.1,14.8,65.1,34.9,49.1,34.9,16.0,49.1,50.9,34.4,50.9,14.6,34.4,65.6,22.7,65.6,11.8,22.7,77.3,13.6,77.3,9.0,13.6,86.4,7.9,86.4,5.8,7.9,92.1,4.3,92.1,3.5,4.3,95.7,2.2,95.7,2.1,2.2,97.8,1.1,97.8,1.1,79.9,65.1,49.1,34.4,22.7,13.6,7.9,4.4,2.2,1.1,0.5,16.6,21.3,25.6,29.7,33.8,17.7,50.2,22.4,9.2,0.6,50.9,0.023,-0.001,0.0706,11,31.0,0.118,24.1,28.0,25.8,26.1,22.26,25.0,29.0,28.5,60.0,24.0,20.0,49.5,44.2,36.0,47.8,41.6,0.0,0.0,0.0,-,Austin Wells,1.0,2.54,54.0,OFF,0,,,,,V4.8 Full Starter Coverage + GitHub Auto-Publish,0
2026-07-27,823195,Tyler Mahle,641816,Milwaukee Brewers,San Francisco Giants,Oracle Park,R,Established Starter Sample,False,False,16,16,1.0,359.0,-,5.31,8.35,20.34,19.66,20.14,4.8,0.968,Projected roster,0.62,-0.575,0.038,0.0,85.6,57.1,22.2,77.7,22.83,88.2,0.64,1.0,1.0,1.0,1.0,1.0,4.65,4.65,4.5,4.5,Model fallback,0.15,PASS,PASS,48.4,51.6,48.4,3.5,64.4,STRONG MORE,True,48.4325,51.5675,48.4,51.6,79.5,20.5,64.4,20.5,15.1,64.4,35.6,48.4,35.6,15.9,48.4,51.6,33.8,51.6,14.7,33.8,66.2,22.0,66.2,11.8,22.0,78.0,13.1,78.0,8.9,13.1,87.0,7.4,87.0,5.7,7.4,92.6,3.9,92.6,3.4,3.9,96.1,1.8,96.1,2.1,1.8,98.2,0.9,98.2,1.0,79.5,64.4,48.4,33.8,22.0,13.0,7.4,3.9,1.8,0.9,0.4,16.0,20.1,24.0,27.7,31.3,17.6,49.9,22.6,9.2,0.6,39.6,-0.362,-0.318,0.0557,16,27.7,0.021,20.5,28.6,26.8,27.8,21.05,21.8,30.93,22.77,60.0,21.13,12.3,39.4,35.9,35.6,46.6,37.9,-0.21,5.31,0.514,-,Daniel Susac,1.0,2.49,80.8,OFF,0,,,,,V4.8 Full Starter Coverage + GitHub Auto-Publish,0
2026-07-27,824977,Payton Tolle,801139,Athletics,Boston Red Sox,Sutter Health Park,L,Established Starter Sample,False,False,16,16,1.0,367.0,-,3.31,9.64,24.92,23.25,24.42,5.88,0.939,Projected roster,0.62,-0.743,-0.398,0.0,86.2,60.4,24.2,78.8,22.45,87.7,0.52,1.0,1.0,1.0,1.0,1.0,5.52,5.52,5.5,5.5,Model fallback,0.02,PASS,PASS,46.6,53.4,46.6,4.5,60.8,MORE,True,46.550000000000004,53.449999999999996,46.6,53.4,86.3,13.7,74.5,13.7,11.8,74.5,25.5,60.8,25.5,13.7,60.8,39.2,46.6,39.2,14.2,46.6,53.4,33.6,53.4,12.9,33.6,66.4,23.1,66.4,10.6,23.1,76.9,14.8,76.9,8.3,14.8,85.2,9.0,85.2,5.8,9.0,91.0,5.1,91.0,3.9,5.1,94.9,2.7,94.9,2.4,86.3,74.5,60.8,46.6,33.6,23.1,14.8,9.0,5.1,2.7,1.4,17.3,24.4,31.1,37.6,44.4,17.4,49.0,22.9,9.7,1.1,51.2,-0.001,-0.009,0.095,16,41.3,0.949,32.4,30.7,25.6,36.2,26.2,23.35,35.5,25.9,64.91,21.74,14.76,49.6,47.2,36.2,47.8,42.9,-0.33,9.85,0.568,-,Carlos Narváez,1.0,2.8,81.9,OFF,0,,,,,V4.8 Full Starter Coverage + GitHub Auto-Publish,0
2026-07-27,822868,George Kirby,669923,Texas Rangers,Seattle Mariners,Globe Life Field,R,Established Starter Sample,False,False,19,19,1.0,477.0,-,3.57,8.07,22.13,21.28,21.88,5.66,0.965,Projected roster,0.62,-0.554,-0.391,0.0,86.3,62.6,25.4,80.8,24.33,94.5,0.54,1.0,1.0,1.0,1.0,1.0,5.46,5.46,5.5,5.5,Model fallback,-0.04,PASS,PASS,45.8,54.2,45.8,4.5,60.3,MORE,True,45.807500000000005,54.192499999999995,45.8,54.2,86.4,13.6,74.6,13.6,11.8,74.6,25.4,60.3,25.4,14.3,60.3,39.7,45.8,39.7,14.5,45.8,54.2,32.6,54.2,13.2,32.6,67.4,22.0,67.4,10.6,22.0,78.0,13.9,78.0,8.1,13.9,86.1,8.4,86.1,5.6,8.4,91.6,4.5,91.6,3.9,4.5,95.5,2.2,95.5,2.2,86.4,74.6,60.3,45.8,32.6,22.0,13.9,8.4,4.5,2.2,1.0,16.8,21.9,26.7,31.3,36.1,17.1,48.2,23.4,10.1,1.2,56.4,0.064,0.083,0.0677,18,29.5,0.565,27.3,28.6,33.5,27.0,23.25,23.06,32.27,27.95,65.83,27.4,18.02,49.4,43.9,35.3,55.6,42.8,-0.42,6.86,0.378,-,Mitch Garver,1.0,2.73,84.0,OFF,0,,,,,V4.8 Full Starter Coverage + GitHub Auto-Publish,0
2026-07-27,823839,Zack Wheeler,554430,Miami Marlins,Philadelphia Phillies,loanDepot park,R,Established Starter Sample,False,False,16,16,1.0,380.0,-,2.16,10.53,32.1,30.46,31.61,8.86,0.941,Projected roster,0.62,-0.579,-0.457,0.014,88.1,61.0,22.5,79.2,25.43,101.4,0.375,1.0,1.0,1.0,1.0,1.0,8.34,8.34,8.5,8.5,Model fallback,-0.16,PASS,PASS,45.7,54.3,45.7,7.5,57.0,MORE,True,45.7,54.300000000000004,45.7,54.3,97.3,2.7,93.3,2.7,4.0,93.3,6.7,87.0,6.7,6.3,87.0,13.0,78.7,13.0,8.3,78.7,21.3,68.4,21.3,10.3,68.4,31.6,57.0,31.6,11.4,57.0,43.0,45.7,43.0,11.3,45.7,54.3,35.0,54.3,10.7,35.0,65.0,25.4,65.0,9.5,25.4,74.6,17.9,74.6,7.6,97.3,93.3,87.0,78.7,68.4,57.0,45.7,35.0,25.4,17.9,11.9,24.5,31.6,38.9,46.0,53.8,15.5,44.3,24.4,12.3,3.5,76.0,0.625,0.701,0.095,16,43.6,2.0,37.5,33.3,42.7,45.8,34.82,30.1,34.41,29.01,62.34,30.43,17.18,55.0,65.2,45.9,61.2,56.7,-0.3,12.82,0.562,-,Payton Henry,1.0,3.41,79.8,OFF,0,,,,,V4.8 Full Starter Coverage + GitHub Auto-Publish,0
