Date,Game,Venue,Park Factor,Weather Factor,Temp F,Relative Humidity %,Wind MPH,Wind Direction,Wind Direction Deg,Precip %,Weather Conditions,Estimated Fly Ball Distance Change Ft,Expected HR Boost %,Ball Flight AI Score,Ball Flight Grade,Weather Confidence %,Team,Player,Opp Pitcher,BvP AVG,BvP Hits,BvP AB,Expected PA,Pitcher Weakness,Hits/G,Runs/G,RBI/G,Projected HRR,Median HRR,Floor HRR,Ceiling HRR,Simulation Dispersion,Projected Zero HRR %,Recent Games Used,Season Games Used,Hit Rate %,Recent 5 HRR Avg,Recent 5 HRR Scores,Recent 5 HRR Dates,Recent 10 HRR Avg,Recent 10 HRR Scores,Recent 10 HRR Dates,Recent 15 HRR Avg,Recent 15 HRR Scores,Recent 15 HRR Dates,MC Over 0.5 %,MC Over 1.5 %,MC Over 2.5 %,MC Over 3.5 %,MC Over 4.5 %,MC Over 5.5 %,MC Over 6.5 %,Bet Score,AI Score
2026-07-30,Boston Red Sox @ Athletics,Sutter Health Park,1.01,1.011,98.5,17.0,6.4,SW,234.0,0.0,Clear,4.8,6.9,60.5,B,75.0,Athletics,Jonah Heim,Sonny Gray,0.25,1,4,3.8,0.85,0.82,0.48,0.68,1.9,1.0,0.0,5.0,1.39,33.1,40,61,45.0,1.2,3|0|3|0|0,07/29|07/28|07/27|07/26|07/25,1.5,3|0|3|0|0|4|2|0|1|2,07/29|07/28|07/27|07/26|07/25|07/22|07/21|07/20|07/19|07/18,1.2,3|0|3|0|0|4|2|0|1|2|1|0|0|1|1,07/29|07/28|07/27|07/26|07/25|07/22|07/21|07/20|07/19|07/18|07/12|07/11|07/10|07/09|07/07,66.9,44.8,28.6,18.4,11.6,7.3,4.4,2.68,49.3
2026-07-30,Boston Red Sox @ Athletics,Sutter Health Park,1.01,1.011,98.5,17.0,6.4,SW,234.0,0.0,Clear,4.8,6.9,60.5,B,75.0,Athletics,Jacob Wilson,Sonny Gray,0.667,2,3,4.2,0.85,0.89,0.37,0.33,1.69,1.0,0.0,4.0,2.53,23.1,40,68,50.0,0.4,0|1|0|1|0,07/29|07/28|07/27|07/26|07/25,1.4,0|1|0|1|0|0|1|4|4|3,07/29|07/28|07/27|07/26|07/25|07/24|07/22|07/21|07/20|07/19,1.93,0|1|0|1|0|0|1|4|4|3|8|2|1|2|2,07/29|07/28|07/27|07/26|07/25|07/24|07/22|07/21|07/20|07/19|07/18|07/17|07/12|07/11|07/10,76.9,43.8,23.9,12.4,6.3,3.1,1.5,2.01,45.6
2026-07-30,Boston Red Sox @ Athletics,Sutter Health Park,1.01,1.011,98.5,17.0,6.4,SW,234.0,0.0,Clear,4.8,6.9,60.5,B,75.0,Athletics,Donovan Walton,Sonny Gray,0.333,1,3,3.2,0.85,0.78,0.58,0.31,1.63,1.0,0.0,4.0,2.74,29.2,36,36,50.0,1.6,3|0|1|2|2,07/26|07/25|07/24|07/22|07/21,1.2,3|0|1|2|2|0|0|2|0|2,07/26|07/25|07/24|07/22|07/21|07/20|07/19|07/18|07/17|07/05,1.13,3|0|1|2|2|0|0|2|0|2|1|0|0|2|2,07/26|07/25|07/24|07/22|07/21|07/20|07/19|07/18|07/17|07/05|07/04|06/30|06/27|06/26|06/24,70.8,43.6,23.9,12.2,6.3,3.1,1.4,2.17,46.6
2026-07-30,Washington Nationals @ Atlanta Braves,Truist Park,1.008,1.008,88.5,34.0,8.2,NW,319.0,0.0,Clear,3.8,5.5,58.3,B,92.0,Atlanta Braves,Matt Olson,Jake Irvin,0.5,1,2,4.4,1.15,0.98,0.7,0.62,2.24,2.0,0.0,5.0,3.06,20.8,40,108,50.0,2.0,2|4|1|2|1,07/29|07/29|07/27|07/26|07/25,2.1,2|4|1|2|1|6|0|4|1|0,07/29|07/29|07/27|07/26|07/25|07/24|07/23|07/22|07/21|07/20,2.07,2|4|1|2|1|6|0|4|1|0|3|0|5|1|1,07/29|07/29|07/27|07/26|07/25|07/24|07/23|07/22|07/21|07/20|07/19|07/18|07/17|07/12|07/11,79.2,56.6,36.7,22.5,13.0,7.2,4.2,2.58,55.2
2026-07-30,Washington Nationals @ Atlanta Braves,Truist Park,1.008,1.008,88.5,34.0,8.2,NW,319.0,0.0,Clear,3.8,5.5,58.3,B,92.0,Atlanta Braves,Michael Harris II,Jake Irvin,0.5,1,2,4.1,1.15,1.11,0.56,0.53,2.21,2.0,0.0,5.0,2.62,19.8,40,102,55.0,0.8,0|0|1|2|1,07/29|07/29|07/27|07/26|07/25,1.7,0|0|1|2|1|3|5|1|1|3,07/29|07/29|07/27|07/26|07/25|07/24|07/23|07/22|07/21|07/20,2.13,0|0|1|2|1|3|5|1|1|3|3|5|6|0|1,07/29|07/29|07/27|07/26|07/25|07/24|07/23|07/22|07/21|07/20|07/19|07/18|07/17|07/12|07/11,80.2,55.7,35.5,21.5,12.8,7.1,3.8,2.41,54.9
2026-07-30,Washington Nationals @ Atlanta Braves,Truist Park,1.008,1.008,88.5,34.0,8.2,NW,319.0,0.0,Clear,3.8,5.5,58.3,B,92.0,Atlanta Braves,Ozzie Albies,Jake Irvin,0.5,1,2,4.4,1.15,1.03,0.65,0.7,2.18,2.0,0.0,5.0,2.51,24.2,40,108,57.5,2.0,1|0|6|0|3,07/29|07/29|07/27|07/26|07/25,2.3,1|0|6|0|3|2|4|3|0|4,07/29|07/29|07/27|07/26|07/25|07/24|07/23|07/22|07/21|07/20,2.0,1|0|6|0|3|2|4|3|0|4|0|1|4|2|0,07/29|07/29|07/27|07/26|07/25|07/24|07/23|07/22|07/21|07/20|07/19|07/18|07/17|07/12|07/11,75.8,53.7,35.4,22.2,13.1,7.8,4.4,2.65,56.2
2026-07-30,Boston Red Sox @ Athletics,Sutter Health Park,1.01,1.011,98.5,17.0,6.4,SW,234.0,0.0,Clear,4.8,6.9,60.5,B,75.0,Boston Red Sox,Ceddanne Rafaela,Unknown,0.0,0,0,4.0,1.0,1.08,0.52,0.6,2.19,2.0,0.0,5.0,3.64,19.2,40,101,67.5,2.0,1|1|6|2|0,07/29|07/28|07/27|07/26|07/25,2.6,1|1|6|2|0|5|0|5|3|3,07/29|07/28|07/27|07/26|07/25|07/24|07/22|07/22|07/20|07/19,2.47,1|1|6|2|0|5|0|5|3|3|3|2|3|2|1,07/29|07/28|07/27|07/26|07/25|07/24|07/22|07/22|07/20|07/19|07/18|07/17|07/17|07/12|07/11,80.8,57.3,36.3,20.8,11.5,6.0,2.9,2.63,60.2
2026-07-30,Boston Red Sox @ Athletics,Sutter Health Park,1.01,1.011,98.5,17.0,6.4,SW,234.0,0.0,Clear,4.8,6.9,60.5,B,75.0,Boston Red Sox,Willson Contreras,Unknown,0.0,0,0,4.0,1.0,0.8,0.59,0.62,1.98,1.0,0.0,5.0,2.09,26.4,40,99,52.5,0.4,0|0|1|1|0,07/29|07/28|07/27|07/26|07/25,1.9,0|0|1|1|0|1|2|3|6|5,07/29|07/28|07/27|07/26|07/25|07/24|07/22|07/22|07/20|07/19,2.13,0|0|1|1|0|1|2|3|6|5|0|3|0|5|5,07/29|07/28|07/27|07/26|07/25|07/24|07/22|07/22|07/20|07/19|07/18|07/17|07/08|07/07|07/05,73.7,49.8,31.3,18.6,11.0,6.2,3.4,2.47,52.0
2026-07-30,Boston Red Sox @ Athletics,Sutter Health Park,1.01,1.011,98.5,17.0,6.4,SW,234.0,0.0,Clear,4.8,6.9,60.5,B,75.0,Boston Red Sox,Masataka Yoshida,Unknown,0.0,0,0,3.2,1.0,0.83,0.62,0.33,1.78,1.0,0.0,4.0,2.17,27.3,40,72,40.0,0.8,2|1|0|0|1,07/28|07/27|07/26|07/25|07/24,1.0,2|1|0|0|1|2|2|1|1|0,07/28|07/27|07/26|07/25|07/24|07/22|07/22|07/20|07/18|07/17,1.87,2|1|0|0|1|2|2|1|1|0|7|1|4|4|2,07/28|07/27|07/26|07/25|07/24|07/22|07/22|07/20|07/18|07/17|07/17|07/12|07/11|07/10|07/08,72.7,46.2,26.9,15.0,8.2,4.3,2.4,2.11,44.9
2026-07-30,Chicago Cubs @ St. Louis Cardinals,Busch Stadium,0.995,1.008,89.0,39.0,0.9,SE,135.0,0.0,Clear,3.5,5.1,57.8,B,92.0,Chicago Cubs,Seiya Suzuki,Andre Pallante,0.5,1,2,4.7,0.95,1.16,0.74,0.85,2.69,2.0,0.0,6.0,4.41,13.6,40,92,72.5,3.6,1|7|3|4|3,07/29|07/28|07/27|07/26|07/25,3.2,1|7|3|4|3|1|3|3|4|3,07/29|07/28|07/27|07/26|07/25|07/24|07/22|07/21|07/20|07/19,2.93,1|7|3|4|3|1|3|3|4|3|3|2|2|3|2,07/29|07/28|07/27|07/26|07/25|07/24|07/22|07/21|07/20|07/19|07/18|07/17|07/12|07/11|07/10,86.4,66.9,46.9,29.5,18.3,10.2,5.4,3.48,71.4
