player_id,player_name,team,opponent,position,season,season_type,week,ladder_line,probability,probability_grade,projected_pass_tds,model_version
00-0023459,Aaron Rodgers,PIT,GB,QB,2026,PRE,1,0.5,34.86,ELITE,0.582,NFL_PASS_TD_V1
00-0023459,Aaron Rodgers,PIT,GB,QB,2026,PRE,1,1.0,34.86,ELITE,0.582,NFL_PASS_TD_V1
00-0023459,Aaron Rodgers,PIT,GB,QB,2026,PRE,1,1.5,13.82,ELITE,0.582,NFL_PASS_TD_V1
00-0023459,Aaron Rodgers,PIT,GB,QB,2026,PRE,1,2.0,13.82,ELITE,0.582,NFL_PASS_TD_V1
00-0023459,Aaron Rodgers,PIT,GB,QB,2026,PRE,1,2.5,5.65,ELITE,0.582,NFL_PASS_TD_V1
00-0023459,Aaron Rodgers,PIT,GB,QB,2026,PRE,1,3.0,5.65,ELITE,0.582,NFL_PASS_TD_V1
00-0023459,Aaron Rodgers,PIT,GB,QB,2026,PRE,1,3.5,2.31,ELITE,0.582,NFL_PASS_TD_V1
00-0023459,Aaron Rodgers,PIT,GB,QB,2026,PRE,1,4.0,2.31,ELITE,0.582,NFL_PASS_TD_V1
00-0023459,Aaron Rodgers,PIT,GB,QB,2026,PRE,1,4.5,0.96,ELITE,0.582,NFL_PASS_TD_V1
00-0026158,Joe Flacco,CIN,DET,QB,2026,PRE,1,0.5,38.13,ELITE,0.671,NFL_PASS_TD_V1
00-0026158,Joe Flacco,CIN,DET,QB,2026,PRE,1,1.0,38.13,ELITE,0.671,NFL_PASS_TD_V1
00-0026158,Joe Flacco,CIN,DET,QB,2026,PRE,1,1.5,16.28,ELITE,0.671,NFL_PASS_TD_V1
00-0026158,Joe Flacco,CIN,DET,QB,2026,PRE,1,2.0,16.28,ELITE,0.671,NFL_PASS_TD_V1
00-0026158,Joe Flacco,CIN,DET,QB,2026,PRE,1,2.5,7.14,ELITE,0.671,NFL_PASS_TD_V1
00-0026158,Joe Flacco,CIN,DET,QB,2026,PRE,1,3.0,7.14,ELITE,0.671,NFL_PASS_TD_V1
00-0026158,Joe Flacco,CIN,DET,QB,2026,PRE,1,3.5,3.14,ELITE,0.671,NFL_PASS_TD_V1
00-0026158,Joe Flacco,CIN,DET,QB,2026,PRE,1,4.0,3.14,ELITE,0.671,NFL_PASS_TD_V1
00-0026158,Joe Flacco,CIN,DET,QB,2026,PRE,1,4.5,1.44,ELITE,0.671,NFL_PASS_TD_V1
00-0026300,Josh Johnson,CIN,DET,QB,2026,PRE,1,0.5,44.8,ELITE,0.669,NFL_PASS_TD_V1
00-0026300,Josh Johnson,CIN,DET,QB,2026,PRE,1,1.0,44.8,ELITE,0.669,NFL_PASS_TD_V1
00-0026300,Josh Johnson,CIN,DET,QB,2026,PRE,1,1.5,15.69,ELITE,0.669,NFL_PASS_TD_V1
00-0026300,Josh Johnson,CIN,DET,QB,2026,PRE,1,2.0,15.69,ELITE,0.669,NFL_PASS_TD_V1
00-0026300,Josh Johnson,CIN,DET,QB,2026,PRE,1,2.5,4.72,ELITE,0.669,NFL_PASS_TD_V1
00-0026300,Josh Johnson,CIN,DET,QB,2026,PRE,1,3.0,4.72,ELITE,0.669,NFL_PASS_TD_V1
00-0026300,Josh Johnson,CIN,DET,QB,2026,PRE,1,3.5,1.22,ELITE,0.669,NFL_PASS_TD_V1
00-0026300,Josh Johnson,CIN,DET,QB,2026,PRE,1,4.0,1.22,ELITE,0.669,NFL_PASS_TD_V1
00-0026300,Josh Johnson,CIN,DET,QB,2026,PRE,1,4.5,0.34,LOW,0.669,NFL_PASS_TD_V1
00-0026498,Matthew Stafford,LAR,KC,QB,2026,PRE,1,0.5,48.29,ELITE,1.034,NFL_PASS_TD_V1
00-0026498,Matthew Stafford,LAR,KC,QB,2026,PRE,1,1.0,48.29,ELITE,1.034,NFL_PASS_TD_V1
00-0026498,Matthew Stafford,LAR,KC,QB,2026,PRE,1,1.5,25.41,ELITE,1.034,NFL_PASS_TD_V1
00-0026498,Matthew Stafford,LAR,KC,QB,2026,PRE,1,2.0,25.41,ELITE,1.034,NFL_PASS_TD_V1
00-0026498,Matthew Stafford,LAR,KC,QB,2026,PRE,1,2.5,13.89,ELITE,1.034,NFL_PASS_TD_V1
00-0026498,Matthew Stafford,LAR,KC,QB,2026,PRE,1,3.0,13.89,ELITE,1.034,NFL_PASS_TD_V1
00-0026498,Matthew Stafford,LAR,KC,QB,2026,PRE,1,3.5,7.75,ELITE,1.034,NFL_PASS_TD_V1
00-0026498,Matthew Stafford,LAR,KC,QB,2026,PRE,1,4.0,7.75,ELITE,1.034,NFL_PASS_TD_V1
00-0026498,Matthew Stafford,LAR,KC,QB,2026,PRE,1,4.5,4.26,ELITE,1.034,NFL_PASS_TD_V1
00-0027973,Andy Dalton,PHI,BAL,QB,2026,PRE,1,0.5,24.33,ELITE,0.336,NFL_PASS_TD_V1
00-0027973,Andy Dalton,PHI,BAL,QB,2026,PRE,1,1.0,24.33,ELITE,0.336,NFL_PASS_TD_V1
00-0027973,Andy Dalton,PHI,BAL,QB,2026,PRE,1,1.5,6.66,ELITE,0.336,NFL_PASS_TD_V1
00-0027973,Andy Dalton,PHI,BAL,QB,2026,PRE,1,2.0,6.66,ELITE,0.336,NFL_PASS_TD_V1
00-0027973,Andy Dalton,PHI,BAL,QB,2026,PRE,1,2.5,1.89,ELITE,0.336,NFL_PASS_TD_V1
00-0027973,Andy Dalton,PHI,BAL,QB,2026,PRE,1,3.0,1.89,ELITE,0.336,NFL_PASS_TD_V1
00-0027973,Andy Dalton,PHI,BAL,QB,2026,PRE,1,3.5,0.54,LEAN,0.336,NFL_PASS_TD_V1
00-0027973,Andy Dalton,PHI,BAL,QB,2026,PRE,1,4.0,0.54,LEAN,0.336,NFL_PASS_TD_V1
00-0027973,Andy Dalton,PHI,BAL,QB,2026,PRE,1,4.5,0.17,VERY LOW,0.336,NFL_PASS_TD_V1
00-0028118,Tyrod Taylor,GB,PIT,QB,2026,PRE,1,0.5,33.9,ELITE,0.518,NFL_PASS_TD_V1
00-0028118,Tyrod Taylor,GB,PIT,QB,2026,PRE,1,1.0,33.9,ELITE,0.518,NFL_PASS_TD_V1
00-0028118,Tyrod Taylor,GB,PIT,QB,2026,PRE,1,1.5,11.71,ELITE,0.518,NFL_PASS_TD_V1
00-0028118,Tyrod Taylor,GB,PIT,QB,2026,PRE,1,2.0,11.71,ELITE,0.518,NFL_PASS_TD_V1
00-0028118,Tyrod Taylor,GB,PIT,QB,2026,PRE,1,2.5,4.03,ELITE,0.518,NFL_PASS_TD_V1
00-0028118,Tyrod Taylor,GB,PIT,QB,2026,PRE,1,3.0,4.03,ELITE,0.518,NFL_PASS_TD_V1
00-0028118,Tyrod Taylor,GB,PIT,QB,2026,PRE,1,3.5,1.41,ELITE,0.518,NFL_PASS_TD_V1
00-0028118,Tyrod Taylor,GB,PIT,QB,2026,PRE,1,4.0,1.41,ELITE,0.518,NFL_PASS_TD_V1
00-0028118,Tyrod Taylor,GB,PIT,QB,2026,PRE,1,4.5,0.47,COIN FLIP,0.518,NFL_PASS_TD_V1
00-0028986,Case Keenum,CHI,CLE,QB,2026,PRE,1,0.5,37.8,ELITE,0.54,NFL_PASS_TD_V1
00-0028986,Case Keenum,CHI,CLE,QB,2026,PRE,1,1.0,37.8,ELITE,0.54,NFL_PASS_TD_V1
00-0028986,Case Keenum,CHI,CLE,QB,2026,PRE,1,1.5,11.73,ELITE,0.54,NFL_PASS_TD_V1
00-0028986,Case Keenum,CHI,CLE,QB,2026,PRE,1,2.0,11.73,ELITE,0.54,NFL_PASS_TD_V1
00-0028986,Case Keenum,CHI,CLE,QB,2026,PRE,1,2.5,3.33,ELITE,0.54,NFL_PASS_TD_V1
00-0028986,Case Keenum,CHI,CLE,QB,2026,PRE,1,3.0,3.33,ELITE,0.54,NFL_PASS_TD_V1
