rank,model_season,season_type,target_week,target_slate,player_id,player_name,team,opponent,home_away,game_date,roster_status,years_exp,jersey_number,projection_source,prior_context,team_prior_attempts,team_prior_ypa,team_prior_yards,games_sample,normal_projected_attempts,projected_attempts,preseason_usage_source,preseason_usage_bucket,projected_ypa,projected_passing_yards,model_std,last_5_avg,last_10_avg,last_15_avg,sim_p10,sim_p25,sim_median,sim_p75,sim_p90,ladder_yards,probability_pct,grade
1,2026,PRE,1,Preseason Week 1,00-0038128,Malik Willis,MIA,WAS,away,,ACT,4,2.0,NFL_HISTORY,TEAM_BLEND,29.2,6.82,200.4,5,17.0,18.0,AUTO_PRESEASON_USAGE,young_backup,10.5,187.2,82.4,173.8,173.8,173.8,83.1,132.3,187.6,242.9,293.1,200,43.9,COIN FLIP
1,2026,PRE,1,Preseason Week 1,00-0038128,Malik Willis,MIA,WAS,away,,ACT,4,2.0,NFL_HISTORY,TEAM_BLEND,29.2,6.82,200.4,5,17.0,18.0,AUTO_PRESEASON_USAGE,young_backup,10.5,187.2,82.4,173.8,173.8,173.8,83.1,132.3,187.6,242.9,293.1,210,39.2,LOW
1,2026,PRE,1,Preseason Week 1,00-0038128,Malik Willis,MIA,WAS,away,,ACT,4,2.0,NFL_HISTORY,TEAM_BLEND,29.2,6.82,200.4,5,17.0,18.0,AUTO_PRESEASON_USAGE,young_backup,10.5,187.2,82.4,173.8,173.8,173.8,83.1,132.3,187.6,242.9,293.1,220,34.6,LOW
1,2026,PRE,1,Preseason Week 1,00-0038128,Malik Willis,MIA,WAS,away,,ACT,4,2.0,NFL_HISTORY,TEAM_BLEND,29.2,6.82,200.4,5,17.0,18.0,AUTO_PRESEASON_USAGE,young_backup,10.5,187.2,82.4,173.8,173.8,173.8,83.1,132.3,187.6,242.9,293.1,230,30.2,LOW
1,2026,PRE,1,Preseason Week 1,00-0038128,Malik Willis,MIA,WAS,away,,ACT,4,2.0,NFL_HISTORY,TEAM_BLEND,29.2,6.82,200.4,5,17.0,18.0,AUTO_PRESEASON_USAGE,young_backup,10.5,187.2,82.4,173.8,173.8,173.8,83.1,132.3,187.6,242.9,293.1,240,26.1,LOW
1,2026,PRE,1,Preseason Week 1,00-0038128,Malik Willis,MIA,WAS,away,,ACT,4,2.0,NFL_HISTORY,TEAM_BLEND,29.2,6.82,200.4,5,17.0,18.0,AUTO_PRESEASON_USAGE,young_backup,10.5,187.2,82.4,173.8,173.8,173.8,83.1,132.3,187.6,242.9,293.1,250,22.4,VERY LOW
1,2026,PRE,1,Preseason Week 1,00-0038128,Malik Willis,MIA,WAS,away,,ACT,4,2.0,NFL_HISTORY,TEAM_BLEND,29.2,6.82,200.4,5,17.0,18.0,AUTO_PRESEASON_USAGE,young_backup,10.5,187.2,82.4,173.8,173.8,173.8,83.1,132.3,187.6,242.9,293.1,260,18.9,VERY LOW
1,2026,PRE,1,Preseason Week 1,00-0038128,Malik Willis,MIA,WAS,away,,ACT,4,2.0,NFL_HISTORY,TEAM_BLEND,29.2,6.82,200.4,5,17.0,18.0,AUTO_PRESEASON_USAGE,young_backup,10.5,187.2,82.4,173.8,173.8,173.8,83.1,132.3,187.6,242.9,293.1,270,15.9,VERY LOW
1,2026,PRE,1,Preseason Week 1,00-0038128,Malik Willis,MIA,WAS,away,,ACT,4,2.0,NFL_HISTORY,TEAM_BLEND,29.2,6.82,200.4,5,17.0,18.0,AUTO_PRESEASON_USAGE,young_backup,10.5,187.2,82.4,173.8,173.8,173.8,83.1,132.3,187.6,242.9,293.1,280,13.1,VERY LOW
1,2026,PRE,1,Preseason Week 1,00-0038128,Malik Willis,MIA,WAS,away,,ACT,4,2.0,NFL_HISTORY,TEAM_BLEND,29.2,6.82,200.4,5,17.0,18.0,AUTO_PRESEASON_USAGE,young_backup,10.5,187.2,82.4,173.8,173.8,173.8,83.1,132.3,187.6,242.9,293.1,290,10.7,VERY LOW
1,2026,PRE,1,Preseason Week 1,00-0038128,Malik Willis,MIA,WAS,away,,ACT,4,2.0,NFL_HISTORY,TEAM_BLEND,29.2,6.82,200.4,5,17.0,18.0,AUTO_PRESEASON_USAGE,young_backup,10.5,187.2,82.4,173.8,173.8,173.8,83.1,132.3,187.6,242.9,293.1,300,8.5,VERY LOW
1,2026,PRE,1,Preseason Week 1,00-0038128,Malik Willis,MIA,WAS,away,,ACT,4,2.0,NFL_HISTORY,TEAM_BLEND,29.2,6.82,200.4,5,17.0,18.0,AUTO_PRESEASON_USAGE,young_backup,10.5,187.2,82.4,173.8,173.8,173.8,83.1,132.3,187.6,242.9,293.1,310,6.8,VERY LOW
1,2026,PRE,1,Preseason Week 1,00-0038128,Malik Willis,MIA,WAS,away,,ACT,4,2.0,NFL_HISTORY,TEAM_BLEND,29.2,6.82,200.4,5,17.0,18.0,AUTO_PRESEASON_USAGE,young_backup,10.5,187.2,82.4,173.8,173.8,173.8,83.1,132.3,187.6,242.9,293.1,320,5.4,VERY LOW
1,2026,PRE,1,Preseason Week 1,00-0038128,Malik Willis,MIA,WAS,away,,ACT,4,2.0,NFL_HISTORY,TEAM_BLEND,29.2,6.82,200.4,5,17.0,18.0,AUTO_PRESEASON_USAGE,young_backup,10.5,187.2,82.4,173.8,173.8,173.8,83.1,132.3,187.6,242.9,293.1,330,4.2,VERY LOW
1,2026,PRE,1,Preseason Week 1,00-0038128,Malik Willis,MIA,WAS,away,,ACT,4,2.0,NFL_HISTORY,TEAM_BLEND,29.2,6.82,200.4,5,17.0,18.0,AUTO_PRESEASON_USAGE,young_backup,10.5,187.2,82.4,173.8,173.8,173.8,83.1,132.3,187.6,242.9,293.1,340,3.2,VERY LOW
1,2026,PRE,1,Preseason Week 1,00-0038128,Malik Willis,MIA,WAS,away,,ACT,4,2.0,NFL_HISTORY,TEAM_BLEND,29.2,6.82,200.4,5,17.0,18.0,AUTO_PRESEASON_USAGE,young_backup,10.5,187.2,82.4,173.8,173.8,173.8,83.1,132.3,187.6,242.9,293.1,350,2.4,VERY LOW
1,2026,PRE,1,Preseason Week 1,00-0038128,Malik Willis,MIA,WAS,away,,ACT,4,2.0,NFL_HISTORY,TEAM_BLEND,29.2,6.82,200.4,5,17.0,18.0,AUTO_PRESEASON_USAGE,young_backup,10.5,187.2,82.4,173.8,173.8,173.8,83.1,132.3,187.6,242.9,293.1,360,1.8,VERY LOW
1,2026,PRE,1,Preseason Week 1,00-0038128,Malik Willis,MIA,WAS,away,,ACT,4,2.0,NFL_HISTORY,TEAM_BLEND,29.2,6.82,200.4,5,17.0,18.0,AUTO_PRESEASON_USAGE,young_backup,10.5,187.2,82.4,173.8,173.8,173.8,83.1,132.3,187.6,242.9,293.1,370,1.4,VERY LOW
1,2026,PRE,1,Preseason Week 1,00-0038128,Malik Willis,MIA,WAS,away,,ACT,4,2.0,NFL_HISTORY,TEAM_BLEND,29.2,6.82,200.4,5,17.0,18.0,AUTO_PRESEASON_USAGE,young_backup,10.5,187.2,82.4,173.8,173.8,173.8,83.1,132.3,187.6,242.9,293.1,380,1.0,VERY LOW
1,2026,PRE,1,Preseason Week 1,00-0038128,Malik Willis,MIA,WAS,away,,ACT,4,2.0,NFL_HISTORY,TEAM_BLEND,29.2,6.82,200.4,5,17.0,18.0,AUTO_PRESEASON_USAGE,young_backup,10.5,187.2,82.4,173.8,173.8,173.8,83.1,132.3,187.6,242.9,293.1,390,0.7,VERY LOW
1,2026,PRE,1,Preseason Week 1,00-0038128,Malik Willis,MIA,WAS,away,,ACT,4,2.0,NFL_HISTORY,TEAM_BLEND,29.2,6.82,200.4,5,17.0,18.0,AUTO_PRESEASON_USAGE,young_backup,10.5,187.2,82.4,173.8,173.8,173.8,83.1,132.3,187.6,242.9,293.1,400,0.5,VERY LOW
2,2026,PRE,1,Preseason Week 1,00-0039851,Drake Maye,NE,IND,home,,ACT,2,10.0,NFL_HISTORY,TEAM_BLEND,29.5,7.26,212.2,28,28.3,18.0,AUTO_PRESEASON_USAGE,young_backup,9.12,177.0,52.6,252.8,265.0,258.5,109.5,141.3,177.0,212.3,244.5,100,92.8,ELITE
2,2026,PRE,1,Preseason Week 1,00-0039851,Drake Maye,NE,IND,home,,ACT,2,10.0,NFL_HISTORY,TEAM_BLEND,29.5,7.26,212.2,28,28.3,18.0,AUTO_PRESEASON_USAGE,young_backup,9.12,177.0,52.6,252.8,265.0,258.5,109.5,141.3,177.0,212.3,244.5,110,89.8,VERY HIGH
2,2026,PRE,1,Preseason Week 1,00-0039851,Drake Maye,NE,IND,home,,ACT,2,10.0,NFL_HISTORY,TEAM_BLEND,29.5,7.26,212.2,28,28.3,18.0,AUTO_PRESEASON_USAGE,young_backup,9.12,177.0,52.6,252.8,265.0,258.5,109.5,141.3,177.0,212.3,244.5,120,85.9,VERY HIGH
2,2026,PRE,1,Preseason Week 1,00-0039851,Drake Maye,NE,IND,home,,ACT,2,10.0,NFL_HISTORY,TEAM_BLEND,29.5,7.26,212.2,28,28.3,18.0,AUTO_PRESEASON_USAGE,young_backup,9.12,177.0,52.6,252.8,265.0,258.5,109.5,141.3,177.0,212.3,244.5,130,81.4,VERY HIGH
2,2026,PRE,1,Preseason Week 1,00-0039851,Drake Maye,NE,IND,home,,ACT,2,10.0,NFL_HISTORY,TEAM_BLEND,29.5,7.26,212.2,28,28.3,18.0,AUTO_PRESEASON_USAGE,young_backup,9.12,177.0,52.6,252.8,265.0,258.5,109.5,141.3,177.0,212.3,244.5,140,75.8,HIGH
2,2026,PRE,1,Preseason Week 1,00-0039851,Drake Maye,NE,IND,home,,ACT,2,10.0,NFL_HISTORY,TEAM_BLEND,29.5,7.26,212.2,28,28.3,18.0,AUTO_PRESEASON_USAGE,young_backup,9.12,177.0,52.6,252.8,265.0,258.5,109.5,141.3,177.0,212.3,244.5,150,69.4,SOLID
2,2026,PRE,1,Preseason Week 1,00-0039851,Drake Maye,NE,IND,home,,ACT,2,10.0,NFL_HISTORY,TEAM_BLEND,29.5,7.26,212.2,28,28.3,18.0,AUTO_PRESEASON_USAGE,young_backup,9.12,177.0,52.6,252.8,265.0,258.5,109.5,141.3,177.0,212.3,244.5,160,62.7,SOLID
2,2026,PRE,1,Preseason Week 1,00-0039851,Drake Maye,NE,IND,home,,ACT,2,10.0,NFL_HISTORY,TEAM_BLEND,29.5,7.26,212.2,28,28.3,18.0,AUTO_PRESEASON_USAGE,young_backup,9.12,177.0,52.6,252.8,265.0,258.5,109.5,141.3,177.0,212.3,244.5,170,55.2,LEAN
2,2026,PRE,1,Preseason Week 1,00-0039851,Drake Maye,NE,IND,home,,ACT,2,10.0,NFL_HISTORY,TEAM_BLEND,29.5,7.26,212.2,28,28.3,18.0,AUTO_PRESEASON_USAGE,young_backup,9.12,177.0,52.6,252.8,265.0,258.5,109.5,141.3,177.0,212.3,244.5,180,47.7,COIN FLIP
2,2026,PRE,1,Preseason Week 1,00-0039851,Drake Maye,NE,IND,home,,ACT,2,10.0,NFL_HISTORY,TEAM_BLEND,29.5,7.26,212.2,28,28.3,18.0,AUTO_PRESEASON_USAGE,young_backup,9.12,177.0,52.6,252.8,265.0,258.5,109.5,141.3,177.0,212.3,244.5,190,40.2,COIN FLIP
2,2026,PRE,1,Preseason Week 1,00-0039851,Drake Maye,NE,IND,home,,ACT,2,10.0,NFL_HISTORY,TEAM_BLEND,29.5,7.26,212.2,28,28.3,18.0,AUTO_PRESEASON_USAGE,young_backup,9.12,177.0,52.6,252.8,265.0,258.5,109.5,141.3,177.0,212.3,244.5,200,33.0,LOW
2,2026,PRE,1,Preseason Week 1,00-0039851,Drake Maye,NE,IND,home,,ACT,2,10.0,NFL_HISTORY,TEAM_BLEND,29.5,7.26,212.2,28,28.3,18.0,AUTO_PRESEASON_USAGE,young_backup,9.12,177.0,52.6,252.8,265.0,258.5,109.5,141.3,177.0,212.3,244.5,210,26.5,LOW
2,2026,PRE,1,Preseason Week 1,00-0039851,Drake Maye,NE,IND,home,,ACT,2,10.0,NFL_HISTORY,TEAM_BLEND,29.5,7.26,212.2,28,28.3,18.0,AUTO_PRESEASON_USAGE,young_backup,9.12,177.0,52.6,252.8,265.0,258.5,109.5,141.3,177.0,212.3,244.5,220,20.6,VERY LOW
2,2026,PRE,1,Preseason Week 1,00-0039851,Drake Maye,NE,IND,home,,ACT,2,10.0,NFL_HISTORY,TEAM_BLEND,29.5,7.26,212.2,28,28.3,18.0,AUTO_PRESEASON_USAGE,young_backup,9.12,177.0,52.6,252.8,265.0,258.5,109.5,141.3,177.0,212.3,244.5,230,15.8,VERY LOW
2,2026,PRE,1,Preseason Week 1,00-0039851,Drake Maye,NE,IND,home,,ACT,2,10.0,NFL_HISTORY,TEAM_BLEND,29.5,7.26,212.2,28,28.3,18.0,AUTO_PRESEASON_USAGE,young_backup,9.12,177.0,52.6,252.8,265.0,258.5,109.5,141.3,177.0,212.3,244.5,240,11.6,VERY LOW
2,2026,PRE,1,Preseason Week 1,00-0039851,Drake Maye,NE,IND,home,,ACT,2,10.0,NFL_HISTORY,TEAM_BLEND,29.5,7.26,212.2,28,28.3,18.0,AUTO_PRESEASON_USAGE,young_backup,9.12,177.0,52.6,252.8,265.0,258.5,109.5,141.3,177.0,212.3,244.5,250,8.3,VERY LOW
2,2026,PRE,1,Preseason Week 1,00-0039851,Drake Maye,NE,IND,home,,ACT,2,10.0,NFL_HISTORY,TEAM_BLEND,29.5,7.26,212.2,28,28.3,18.0,AUTO_PRESEASON_USAGE,young_backup,9.12,177.0,52.6,252.8,265.0,258.5,109.5,141.3,177.0,212.3,244.5,260,5.7,VERY LOW
2,2026,PRE,1,Preseason Week 1,00-0039851,Drake Maye,NE,IND,home,,ACT,2,10.0,NFL_HISTORY,TEAM_BLEND,29.5,7.26,212.2,28,28.3,18.0,AUTO_PRESEASON_USAGE,young_backup,9.12,177.0,52.6,252.8,265.0,258.5,109.5,141.3,177.0,212.3,244.5,270,3.8,VERY LOW
2,2026,PRE,1,Preseason Week 1,00-0039851,Drake Maye,NE,IND,home,,ACT,2,10.0,NFL_HISTORY,TEAM_BLEND,29.5,7.26,212.2,28,28.3,18.0,AUTO_PRESEASON_USAGE,young_backup,9.12,177.0,52.6,252.8,265.0,258.5,109.5,141.3,177.0,212.3,244.5,280,2.4,VERY LOW
2,2026,PRE,1,Preseason Week 1,00-0039851,Drake Maye,NE,IND,home,,ACT,2,10.0,NFL_HISTORY,TEAM_BLEND,29.5,7.26,212.2,28,28.3,18.0,AUTO_PRESEASON_USAGE,young_backup,9.12,177.0,52.6,252.8,265.0,258.5,109.5,141.3,177.0,212.3,244.5,290,1.5,VERY LOW
2,2026,PRE,1,Preseason Week 1,00-0039851,Drake Maye,NE,IND,home,,ACT,2,10.0,NFL_HISTORY,TEAM_BLEND,29.5,7.26,212.2,28,28.3,18.0,AUTO_PRESEASON_USAGE,young_backup,9.12,177.0,52.6,252.8,265.0,258.5,109.5,141.3,177.0,212.3,244.5,300,1.0,VERY LOW
2,2026,PRE,1,Preseason Week 1,00-0039851,Drake Maye,NE,IND,home,,ACT,2,10.0,NFL_HISTORY,TEAM_BLEND,29.5,7.26,212.2,28,28.3,18.0,AUTO_PRESEASON_USAGE,young_backup,9.12,177.0,52.6,252.8,265.0,258.5,109.5,141.3,177.0,212.3,244.5,310,0.6,VERY LOW
2,2026,PRE,1,Preseason Week 1,00-0039851,Drake Maye,NE,IND,home,,ACT,2,10.0,NFL_HISTORY,TEAM_BLEND,29.5,7.26,212.2,28,28.3,18.0,AUTO_PRESEASON_USAGE,young_backup,9.12,177.0,52.6,252.8,265.0,258.5,109.5,141.3,177.0,212.3,244.5,320,0.3,VERY LOW
2,2026,PRE,1,Preseason Week 1,00-0039851,Drake Maye,NE,IND,home,,ACT,2,10.0,NFL_HISTORY,TEAM_BLEND,29.5,7.26,212.2,28,28.3,18.0,AUTO_PRESEASON_USAGE,young_backup,9.12,177.0,52.6,252.8,265.0,258.5,109.5,141.3,177.0,212.3,244.5,330,0.2,VERY LOW
2,2026,PRE,1,Preseason Week 1,00-0039851,Drake Maye,NE,IND,home,,ACT,2,10.0,NFL_HISTORY,TEAM_BLEND,29.5,7.26,212.2,28,28.3,18.0,AUTO_PRESEASON_USAGE,young_backup,9.12,177.0,52.6,252.8,265.0,258.5,109.5,141.3,177.0,212.3,244.5,340,0.1,VERY LOW
2,2026,PRE,1,Preseason Week 1,00-0039851,Drake Maye,NE,IND,home,,ACT,2,10.0,NFL_HISTORY,TEAM_BLEND,29.5,7.26,212.2,28,28.3,18.0,AUTO_PRESEASON_USAGE,young_backup,9.12,177.0,52.6,252.8,265.0,258.5,109.5,141.3,177.0,212.3,244.5,350,0.1,VERY LOW
2,2026,PRE,1,Preseason Week 1,00-0039851,Drake Maye,NE,IND,home,,ACT,2,10.0,NFL_HISTORY,TEAM_BLEND,29.5,7.26,212.2,28,28.3,18.0,AUTO_PRESEASON_USAGE,young_backup,9.12,177.0,52.6,252.8,265.0,258.5,109.5,141.3,177.0,212.3,244.5,360,0.0,VERY LOW
2,2026,PRE,1,Preseason Week 1,00-0039851,Drake Maye,NE,IND,home,,ACT,2,10.0,NFL_HISTORY,TEAM_BLEND,29.5,7.26,212.2,28,28.3,18.0,AUTO_PRESEASON_USAGE,young_backup,9.12,177.0,52.6,252.8,265.0,258.5,109.5,141.3,177.0,212.3,244.5,370,0.0,VERY LOW
2,2026,PRE,1,Preseason Week 1,00-0039851,Drake Maye,NE,IND,home,,ACT,2,10.0,NFL_HISTORY,TEAM_BLEND,29.5,7.26,212.2,28,28.3,18.0,AUTO_PRESEASON_USAGE,young_backup,9.12,177.0,52.6,252.8,265.0,258.5,109.5,141.3,177.0,212.3,244.5,380,0.0,VERY LOW
2,2026,PRE,1,Preseason Week 1,00-0039851,Drake Maye,NE,IND,home,,ACT,2,10.0,NFL_HISTORY,TEAM_BLEND,29.5,7.26,212.2,28,28.3,18.0,AUTO_PRESEASON_USAGE,young_backup,9.12,177.0,52.6,252.8,265.0,258.5,109.5,141.3,177.0,212.3,244.5,390,0.0,VERY LOW
2,2026,PRE,1,Preseason Week 1,00-0039851,Drake Maye,NE,IND,home,,ACT,2,10.0,NFL_HISTORY,TEAM_BLEND,29.5,7.26,212.2,28,28.3,18.0,AUTO_PRESEASON_USAGE,young_backup,9.12,177.0,52.6,252.8,265.0,258.5,109.5,141.3,177.0,212.3,244.5,400,0.0,VERY LOW
3,2026,PRE,1,Preseason Week 1,00-0041453,Luke Altmyer,DET,CIN,away,,ACT,0,2.0,TEAM_PRIOR_NO_NFL_HISTORY,TEAM_BLEND,30.5,7.32,224.1,0,30.5,20.0,AUTO_PRESEASON_USAGE,rookie,7.32,158.1,66.9,,,,72.1,112.5,157.9,203.1,243.7,100,80.6,VERY HIGH
3,2026,PRE,1,Preseason Week 1,00-0041453,Luke Altmyer,DET,CIN,away,,ACT,0,2.0,TEAM_PRIOR_NO_NFL_HISTORY,TEAM_BLEND,30.5,7.32,224.1,0,30.5,20.0,AUTO_PRESEASON_USAGE,rookie,7.32,158.1,66.9,,,,72.1,112.5,157.9,203.1,243.7,110,76.2,HIGH
3,2026,PRE,1,Preseason Week 1,00-0041453,Luke Altmyer,DET,CIN,away,,ACT,0,2.0,TEAM_PRIOR_NO_NFL_HISTORY,TEAM_BLEND,30.5,7.32,224.1,0,30.5,20.0,AUTO_PRESEASON_USAGE,rookie,7.32,158.1,66.9,,,,72.1,112.5,157.9,203.1,243.7,120,71.4,HIGH
3,2026,PRE,1,Preseason Week 1,00-0041453,Luke Altmyer,DET,CIN,away,,ACT,0,2.0,TEAM_PRIOR_NO_NFL_HISTORY,TEAM_BLEND,30.5,7.32,224.1,0,30.5,20.0,AUTO_PRESEASON_USAGE,rookie,7.32,158.1,66.9,,,,72.1,112.5,157.9,203.1,243.7,130,66.1,SOLID
3,2026,PRE,1,Preseason Week 1,00-0041453,Luke Altmyer,DET,CIN,away,,ACT,0,2.0,TEAM_PRIOR_NO_NFL_HISTORY,TEAM_BLEND,30.5,7.32,224.1,0,30.5,20.0,AUTO_PRESEASON_USAGE,rookie,7.32,158.1,66.9,,,,72.1,112.5,157.9,203.1,243.7,140,60.4,SOLID
3,2026,PRE,1,Preseason Week 1,00-0041453,Luke Altmyer,DET,CIN,away,,ACT,0,2.0,TEAM_PRIOR_NO_NFL_HISTORY,TEAM_BLEND,30.5,7.32,224.1,0,30.5,20.0,AUTO_PRESEASON_USAGE,rookie,7.32,158.1,66.9,,,,72.1,112.5,157.9,203.1,243.7,150,54.6,LEAN
3,2026,PRE,1,Preseason Week 1,00-0041453,Luke Altmyer,DET,CIN,away,,ACT,0,2.0,TEAM_PRIOR_NO_NFL_HISTORY,TEAM_BLEND,30.5,7.32,224.1,0,30.5,20.0,AUTO_PRESEASON_USAGE,rookie,7.32,158.1,66.9,,,,72.1,112.5,157.9,203.1,243.7,160,48.8,COIN FLIP
3,2026,PRE,1,Preseason Week 1,00-0041453,Luke Altmyer,DET,CIN,away,,ACT,0,2.0,TEAM_PRIOR_NO_NFL_HISTORY,TEAM_BLEND,30.5,7.32,224.1,0,30.5,20.0,AUTO_PRESEASON_USAGE,rookie,7.32,158.1,66.9,,,,72.1,112.5,157.9,203.1,243.7,170,42.9,COIN FLIP
3,2026,PRE,1,Preseason Week 1,00-0041453,Luke Altmyer,DET,CIN,away,,ACT,0,2.0,TEAM_PRIOR_NO_NFL_HISTORY,TEAM_BLEND,30.5,7.32,224.1,0,30.5,20.0,AUTO_PRESEASON_USAGE,rookie,7.32,158.1,66.9,,,,72.1,112.5,157.9,203.1,243.7,180,37.1,LOW
3,2026,PRE,1,Preseason Week 1,00-0041453,Luke Altmyer,DET,CIN,away,,ACT,0,2.0,TEAM_PRIOR_NO_NFL_HISTORY,TEAM_BLEND,30.5,7.32,224.1,0,30.5,20.0,AUTO_PRESEASON_USAGE,rookie,7.32,158.1,66.9,,,,72.1,112.5,157.9,203.1,243.7,190,31.6,LOW
3,2026,PRE,1,Preseason Week 1,00-0041453,Luke Altmyer,DET,CIN,away,,ACT,0,2.0,TEAM_PRIOR_NO_NFL_HISTORY,TEAM_BLEND,30.5,7.32,224.1,0,30.5,20.0,AUTO_PRESEASON_USAGE,rookie,7.32,158.1,66.9,,,,72.1,112.5,157.9,203.1,243.7,200,26.5,LOW
3,2026,PRE,1,Preseason Week 1,00-0041453,Luke Altmyer,DET,CIN,away,,ACT,0,2.0,TEAM_PRIOR_NO_NFL_HISTORY,TEAM_BLEND,30.5,7.32,224.1,0,30.5,20.0,AUTO_PRESEASON_USAGE,rookie,7.32,158.1,66.9,,,,72.1,112.5,157.9,203.1,243.7,210,21.9,VERY LOW
3,2026,PRE,1,Preseason Week 1,00-0041453,Luke Altmyer,DET,CIN,away,,ACT,0,2.0,TEAM_PRIOR_NO_NFL_HISTORY,TEAM_BLEND,30.5,7.32,224.1,0,30.5,20.0,AUTO_PRESEASON_USAGE,rookie,7.32,158.1,66.9,,,,72.1,112.5,157.9,203.1,243.7,220,17.8,VERY LOW
3,2026,PRE,1,Preseason Week 1,00-0041453,Luke Altmyer,DET,CIN,away,,ACT,0,2.0,TEAM_PRIOR_NO_NFL_HISTORY,TEAM_BLEND,30.5,7.32,224.1,0,30.5,20.0,AUTO_PRESEASON_USAGE,rookie,7.32,158.1,66.9,,,,72.1,112.5,157.9,203.1,243.7,230,14.2,VERY LOW
3,2026,PRE,1,Preseason Week 1,00-0041453,Luke Altmyer,DET,CIN,away,,ACT,0,2.0,TEAM_PRIOR_NO_NFL_HISTORY,TEAM_BLEND,30.5,7.32,224.1,0,30.5,20.0,AUTO_PRESEASON_USAGE,rookie,7.32,158.1,66.9,,,,72.1,112.5,157.9,203.1,243.7,240,11.1,VERY LOW
