player_id,player_name,team,opponent,position,season,season_type,week,ladder_line,target_line,probability,probability_grade,projected_targets,target_projection_mean,target_projection_median,target_projection_floor,target_projection_ceiling,target_model_std,target_model_source,model_version
00-0034351,Dallas Goedert,PHI,TEN,TE,2026,REG,2,5,5,68.16,ELITE,5.782,5.797,6.0,2.0,9.0,2.69,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0034351,Dallas Goedert,PHI,TEN,TE,2026,REG,2,6,6,54.1,ELITE,5.782,5.797,6.0,2.0,9.0,2.69,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0034351,Dallas Goedert,PHI,TEN,TE,2026,REG,2,7,7,39.49,ELITE,5.782,5.797,6.0,2.0,9.0,2.69,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0034351,Dallas Goedert,PHI,TEN,TE,2026,REG,2,8,8,26.35,ELITE,5.782,5.797,6.0,2.0,9.0,2.69,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0034351,Dallas Goedert,PHI,TEN,TE,2026,REG,2,9,9,15.75,ELITE,5.782,5.797,6.0,2.0,9.0,2.69,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0034351,Dallas Goedert,PHI,TEN,TE,2026,REG,2,10,10,8.48,ELITE,5.782,5.797,6.0,2.0,9.0,2.69,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0038933,Dalton Kincaid,BUF,DET,TE,2026,REG,2,1,1,99.36,ELITE,5.592,5.585,6.0,3.0,8.0,2.066,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0038933,Dalton Kincaid,BUF,DET,TE,2026,REG,2,2,2,97.7,ELITE,5.592,5.585,6.0,3.0,8.0,2.066,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0038933,Dalton Kincaid,BUF,DET,TE,2026,REG,2,3,3,93.35,ELITE,5.592,5.585,6.0,3.0,8.0,2.066,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0038933,Dalton Kincaid,BUF,DET,TE,2026,REG,2,4,4,84.49,ELITE,5.592,5.585,6.0,3.0,8.0,2.066,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0038933,Dalton Kincaid,BUF,DET,TE,2026,REG,2,5,5,70.03,ELITE,5.592,5.585,6.0,3.0,8.0,2.066,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0038933,Dalton Kincaid,BUF,DET,TE,2026,REG,2,6,6,51.71,ELITE,5.592,5.585,6.0,3.0,8.0,2.066,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0038933,Dalton Kincaid,BUF,DET,TE,2026,REG,2,7,7,32.68,ELITE,5.592,5.585,6.0,3.0,8.0,2.066,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0038933,Dalton Kincaid,BUF,DET,TE,2026,REG,2,8,8,17.4,ELITE,5.592,5.585,6.0,3.0,8.0,2.066,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0038933,Dalton Kincaid,BUF,DET,TE,2026,REG,2,9,9,7.8,ELITE,5.592,5.585,6.0,3.0,8.0,2.066,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0038933,Dalton Kincaid,BUF,DET,TE,2026,REG,2,10,10,2.81,ELITE,5.592,5.585,6.0,3.0,8.0,2.066,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0034383,Dalton Schultz,HOU,CIN,TE,2026,REG,2,1,1,98.71,ELITE,6.169,6.172,6.0,3.0,9.0,2.54,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0034383,Dalton Schultz,HOU,CIN,TE,2026,REG,2,2,2,96.7,ELITE,6.169,6.172,6.0,3.0,9.0,2.54,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0034383,Dalton Schultz,HOU,CIN,TE,2026,REG,2,3,3,92.57,ELITE,6.169,6.172,6.0,3.0,9.0,2.54,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0034383,Dalton Schultz,HOU,CIN,TE,2026,REG,2,4,4,85.29,ELITE,6.169,6.172,6.0,3.0,9.0,2.54,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0034383,Dalton Schultz,HOU,CIN,TE,2026,REG,2,5,5,74.38,ELITE,6.169,6.172,6.0,3.0,9.0,2.54,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0034383,Dalton Schultz,HOU,CIN,TE,2026,REG,2,6,6,60.33,ELITE,6.169,6.172,6.0,3.0,9.0,2.54,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0034383,Dalton Schultz,HOU,CIN,TE,2026,REG,2,7,7,44.67,ELITE,6.169,6.172,6.0,3.0,9.0,2.54,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0034383,Dalton Schultz,HOU,CIN,TE,2026,REG,2,8,8,30.06,ELITE,6.169,6.172,6.0,3.0,9.0,2.54,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0034383,Dalton Schultz,HOU,CIN,TE,2026,REG,2,9,9,17.95,ELITE,6.169,6.172,6.0,3.0,9.0,2.54,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0034383,Dalton Schultz,HOU,CIN,TE,2026,REG,2,10,10,9.52,ELITE,6.169,6.172,6.0,3.0,9.0,2.54,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0036309,Darnell Mooney,NYG,LAR,WR,2026,REG,2,1,1,95.55,ELITE,4.906,4.94,5.0,2.0,8.0,2.535,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0036309,Darnell Mooney,NYG,LAR,WR,2026,REG,2,2,2,90.62,ELITE,4.906,4.94,5.0,2.0,8.0,2.535,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0036309,Darnell Mooney,NYG,LAR,WR,2026,REG,2,3,3,82.5,ELITE,4.906,4.94,5.0,2.0,8.0,2.535,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0036309,Darnell Mooney,NYG,LAR,WR,2026,REG,2,4,4,70.85,ELITE,4.906,4.94,5.0,2.0,8.0,2.535,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0036309,Darnell Mooney,NYG,LAR,WR,2026,REG,2,5,5,56.44,ELITE,4.906,4.94,5.0,2.0,8.0,2.535,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0036309,Darnell Mooney,NYG,LAR,WR,2026,REG,2,6,6,41.05,ELITE,4.906,4.94,5.0,2.0,8.0,2.535,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0036309,Darnell Mooney,NYG,LAR,WR,2026,REG,2,7,7,26.95,ELITE,4.906,4.94,5.0,2.0,8.0,2.535,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0036309,Darnell Mooney,NYG,LAR,WR,2026,REG,2,8,8,15.81,ELITE,4.906,4.94,5.0,2.0,8.0,2.535,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0036309,Darnell Mooney,NYG,LAR,WR,2026,REG,2,9,9,8.23,ELITE,4.906,4.94,5.0,2.0,8.0,2.535,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0036309,Darnell Mooney,NYG,LAR,WR,2026,REG,2,10,10,3.74,ELITE,4.906,4.94,5.0,2.0,8.0,2.535,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0031610,Darren Waller,CAR,ATL,TE,2026,REG,2,1,1,98.35,ELITE,4.983,4.996,5.0,2.0,8.0,2.102,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0031610,Darren Waller,CAR,ATL,TE,2026,REG,2,2,2,95.14,ELITE,4.983,4.996,5.0,2.0,8.0,2.102,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0031610,Darren Waller,CAR,ATL,TE,2026,REG,2,3,3,88.23,ELITE,4.983,4.996,5.0,2.0,8.0,2.102,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0031610,Darren Waller,CAR,ATL,TE,2026,REG,2,4,4,76.16,ELITE,4.983,4.996,5.0,2.0,8.0,2.102,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0031610,Darren Waller,CAR,ATL,TE,2026,REG,2,5,5,59.29,ELITE,4.983,4.996,5.0,2.0,8.0,2.102,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0031610,Darren Waller,CAR,ATL,TE,2026,REG,2,6,6,40.52,ELITE,4.983,4.996,5.0,2.0,8.0,2.102,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0031610,Darren Waller,CAR,ATL,TE,2026,REG,2,7,7,23.71,ELITE,4.983,4.996,5.0,2.0,8.0,2.102,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0031610,Darren Waller,CAR,ATL,TE,2026,REG,2,8,8,11.45,ELITE,4.983,4.996,5.0,2.0,8.0,2.102,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0031610,Darren Waller,CAR,ATL,TE,2026,REG,2,9,9,4.65,ELITE,4.983,4.996,5.0,2.0,8.0,2.102,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0031610,Darren Waller,CAR,ATL,TE,2026,REG,2,10,10,1.58,ELITE,4.983,4.996,5.0,2.0,8.0,2.102,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0031381,Davante Adams,LAR,NYG,WR,2026,REG,2,1,1,99.95,ELITE,8.307,8.299,8.0,5.0,11.0,2.302,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0031381,Davante Adams,LAR,NYG,WR,2026,REG,2,2,2,99.83,ELITE,8.307,8.299,8.0,5.0,11.0,2.302,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0031381,Davante Adams,LAR,NYG,WR,2026,REG,2,3,3,99.41,ELITE,8.307,8.299,8.0,5.0,11.0,2.302,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0031381,Davante Adams,LAR,NYG,WR,2026,REG,2,4,4,98.22,ELITE,8.307,8.299,8.0,5.0,11.0,2.302,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0031381,Davante Adams,LAR,NYG,WR,2026,REG,2,5,5,95.25,ELITE,8.307,8.299,8.0,5.0,11.0,2.302,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0031381,Davante Adams,LAR,NYG,WR,2026,REG,2,6,6,89.01,ELITE,8.307,8.299,8.0,5.0,11.0,2.302,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0031381,Davante Adams,LAR,NYG,WR,2026,REG,2,7,7,78.5,ELITE,8.307,8.299,8.0,5.0,11.0,2.302,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0031381,Davante Adams,LAR,NYG,WR,2026,REG,2,8,8,63.64,ELITE,8.307,8.299,8.0,5.0,11.0,2.302,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0031381,Davante Adams,LAR,NYG,WR,2026,REG,2,9,9,46.42,ELITE,8.307,8.299,8.0,5.0,11.0,2.302,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0031381,Davante Adams,LAR,NYG,WR,2026,REG,2,10,10,30.03,ELITE,8.307,8.299,8.0,5.0,11.0,2.302,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0033885,David Njoku,LAC,LV,TE,2026,REG,2,1,1,88.8,ELITE,5.172,5.311,5.0,0.0,10.0,3.544,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0033885,David Njoku,LAC,LV,TE,2026,REG,2,2,2,83.14,ELITE,5.172,5.311,5.0,0.0,10.0,3.544,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0033885,David Njoku,LAC,LV,TE,2026,REG,2,3,3,75.68,ELITE,5.172,5.311,5.0,0.0,10.0,3.544,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0033885,David Njoku,LAC,LV,TE,2026,REG,2,4,4,66.77,ELITE,5.172,5.311,5.0,0.0,10.0,3.544,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0033885,David Njoku,LAC,LV,TE,2026,REG,2,5,5,56.78,ELITE,5.172,5.311,5.0,0.0,10.0,3.544,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0033885,David Njoku,LAC,LV,TE,2026,REG,2,6,6,46.34,ELITE,5.172,5.311,5.0,0.0,10.0,3.544,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0033885,David Njoku,LAC,LV,TE,2026,REG,2,7,7,36.15,ELITE,5.172,5.311,5.0,0.0,10.0,3.544,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0033885,David Njoku,LAC,LV,TE,2026,REG,2,8,8,27.03,ELITE,5.172,5.311,5.0,0.0,10.0,3.544,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0033885,David Njoku,LAC,LV,TE,2026,REG,2,9,9,19.21,ELITE,5.172,5.311,5.0,0.0,10.0,3.544,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0033885,David Njoku,LAC,LV,TE,2026,REG,2,10,10,12.82,ELITE,5.172,5.311,5.0,0.0,10.0,3.544,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0039040,De'Von Achane,MIA,SF,RB,2026,REG,2,1,1,93.77,ELITE,4.37,4.404,4.0,1.0,8.0,2.436,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0039040,De'Von Achane,MIA,SF,RB,2026,REG,2,2,2,87.37,ELITE,4.37,4.404,4.0,1.0,8.0,2.436,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0039040,De'Von Achane,MIA,SF,RB,2026,REG,2,3,3,77.27,ELITE,4.37,4.404,4.0,1.0,8.0,2.436,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0039040,De'Von Achane,MIA,SF,RB,2026,REG,2,4,4,63.52,ELITE,4.37,4.404,4.0,1.0,8.0,2.436,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0039040,De'Von Achane,MIA,SF,RB,2026,REG,2,5,5,47.73,ELITE,4.37,4.404,4.0,1.0,8.0,2.436,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0039040,De'Von Achane,MIA,SF,RB,2026,REG,2,6,6,32.58,ELITE,4.37,4.404,4.0,1.0,8.0,2.436,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0039040,De'Von Achane,MIA,SF,RB,2026,REG,2,7,7,19.66,ELITE,4.37,4.404,4.0,1.0,8.0,2.436,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0039040,De'Von Achane,MIA,SF,RB,2026,REG,2,8,8,10.56,ELITE,4.37,4.404,4.0,1.0,8.0,2.436,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0039040,De'Von Achane,MIA,SF,RB,2026,REG,2,9,9,4.97,ELITE,4.37,4.404,4.0,1.0,8.0,2.436,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0039040,De'Von Achane,MIA,SF,RB,2026,REG,2,10,10,2.01,ELITE,4.37,4.404,4.0,1.0,8.0,2.436,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0038621,DeMario Douglas,NE,PIT,WR,2026,REG,2,1,1,97.3,ELITE,4.233,4.25,4.0,2.0,7.0,1.938,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0038621,DeMario Douglas,NE,PIT,WR,2026,REG,2,2,2,92.17,ELITE,4.233,4.25,4.0,2.0,7.0,1.938,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0038621,DeMario Douglas,NE,PIT,WR,2026,REG,2,3,3,81.79,ELITE,4.233,4.25,4.0,2.0,7.0,1.938,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0038621,DeMario Douglas,NE,PIT,WR,2026,REG,2,4,4,64.8,ELITE,4.233,4.25,4.0,2.0,7.0,1.938,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0038621,DeMario Douglas,NE,PIT,WR,2026,REG,2,5,5,44.4,ELITE,4.233,4.25,4.0,2.0,7.0,1.938,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0038621,DeMario Douglas,NE,PIT,WR,2026,REG,2,6,6,25.68,ELITE,4.233,4.25,4.0,2.0,7.0,1.938,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0038621,DeMario Douglas,NE,PIT,WR,2026,REG,2,7,7,12.19,ELITE,4.233,4.25,4.0,2.0,7.0,1.938,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0038621,DeMario Douglas,NE,PIT,WR,2026,REG,2,8,8,4.7,ELITE,4.233,4.25,4.0,2.0,7.0,1.938,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0038621,DeMario Douglas,NE,PIT,WR,2026,REG,2,9,9,1.46,ELITE,4.233,4.25,4.0,2.0,7.0,1.938,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0038621,DeMario Douglas,NE,PIT,WR,2026,REG,2,10,10,0.38,LOW,4.233,4.25,4.0,2.0,7.0,1.938,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0036912,DeVonta Smith,PHI,TEN,WR,2026,REG,2,1,1,99.32,ELITE,7.633,7.643,8.0,4.0,11.0,2.876,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0036912,DeVonta Smith,PHI,TEN,WR,2026,REG,2,2,2,98.34,ELITE,7.633,7.643,8.0,4.0,11.0,2.876,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0036912,DeVonta Smith,PHI,TEN,WR,2026,REG,2,3,3,96.27,ELITE,7.633,7.643,8.0,4.0,11.0,2.876,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0036912,DeVonta Smith,PHI,TEN,WR,2026,REG,2,4,4,92.53,ELITE,7.633,7.643,8.0,4.0,11.0,2.876,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0036912,DeVonta Smith,PHI,TEN,WR,2026,REG,2,5,5,86.5,ELITE,7.633,7.643,8.0,4.0,11.0,2.876,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0036912,DeVonta Smith,PHI,TEN,WR,2026,REG,2,6,6,77.28,ELITE,7.633,7.643,8.0,4.0,11.0,2.876,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0036912,DeVonta Smith,PHI,TEN,WR,2026,REG,2,7,7,65.54,ELITE,7.633,7.643,8.0,4.0,11.0,2.876,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0036912,DeVonta Smith,PHI,TEN,WR,2026,REG,2,8,8,51.91,ELITE,7.633,7.643,8.0,4.0,11.0,2.876,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0036912,DeVonta Smith,PHI,TEN,WR,2026,REG,2,9,9,37.98,ELITE,7.633,7.643,8.0,4.0,11.0,2.876,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0036912,DeVonta Smith,PHI,TEN,WR,2026,REG,2,10,10,25.81,ELITE,7.633,7.643,8.0,4.0,11.0,2.876,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0035719,Deebo Samuel Sr.,SF,MIA,WR,2026,REG,2,1,1,99.2,ELITE,5.474,5.471,5.0,3.0,8.0,2.058,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0035719,Deebo Samuel Sr.,SF,MIA,WR,2026,REG,2,2,2,97.39,ELITE,5.474,5.471,5.0,3.0,8.0,2.058,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0035719,Deebo Samuel Sr.,SF,MIA,WR,2026,REG,2,3,3,92.64,ELITE,5.474,5.471,5.0,3.0,8.0,2.058,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0035719,Deebo Samuel Sr.,SF,MIA,WR,2026,REG,2,4,4,83.22,ELITE,5.474,5.471,5.0,3.0,8.0,2.058,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0035719,Deebo Samuel Sr.,SF,MIA,WR,2026,REG,2,5,5,68.33,ELITE,5.474,5.471,5.0,3.0,8.0,2.058,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0035719,Deebo Samuel Sr.,SF,MIA,WR,2026,REG,2,6,6,49.34,ELITE,5.474,5.471,5.0,3.0,8.0,2.058,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0035719,Deebo Samuel Sr.,SF,MIA,WR,2026,REG,2,7,7,30.76,ELITE,5.474,5.471,5.0,3.0,8.0,2.058,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0035719,Deebo Samuel Sr.,SF,MIA,WR,2026,REG,2,8,8,16.1,ELITE,5.474,5.471,5.0,3.0,8.0,2.058,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0035719,Deebo Samuel Sr.,SF,MIA,WR,2026,REG,2,9,9,6.9,ELITE,5.474,5.471,5.0,3.0,8.0,2.058,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0035719,Deebo Samuel Sr.,SF,MIA,WR,2026,REG,2,10,10,2.37,ELITE,5.474,5.471,5.0,3.0,8.0,2.058,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0032775,Demarcus Robinson,SF,MIA,WR,2026,REG,2,1,1,95.26,ELITE,3.293,3.309,3.0,1.0,5.0,1.657,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0032775,Demarcus Robinson,SF,MIA,WR,2026,REG,2,2,2,85.96,ELITE,3.293,3.309,3.0,1.0,5.0,1.657,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0032775,Demarcus Robinson,SF,MIA,WR,2026,REG,2,3,3,68.32,ELITE,3.293,3.309,3.0,1.0,5.0,1.657,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0032775,Demarcus Robinson,SF,MIA,WR,2026,REG,2,4,4,45.28,ELITE,3.293,3.309,3.0,1.0,5.0,1.657,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0032775,Demarcus Robinson,SF,MIA,WR,2026,REG,2,5,5,23.66,ELITE,3.293,3.309,3.0,1.0,5.0,1.657,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0032775,Demarcus Robinson,SF,MIA,WR,2026,REG,2,6,6,9.18,ELITE,3.293,3.309,3.0,1.0,5.0,1.657,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0032775,Demarcus Robinson,SF,MIA,WR,2026,REG,2,7,7,2.62,ELITE,3.293,3.309,3.0,1.0,5.0,1.657,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0032775,Demarcus Robinson,SF,MIA,WR,2026,REG,2,8,8,0.57,LEAN,3.293,3.309,3.0,1.0,5.0,1.657,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0032775,Demarcus Robinson,SF,MIA,WR,2026,REG,2,9,9,0.08,VERY LOW,3.293,3.309,3.0,1.0,5.0,1.657,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0032775,Demarcus Robinson,SF,MIA,WR,2026,REG,2,10,10,0.01,VERY LOW,3.293,3.309,3.0,1.0,5.0,1.657,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0041037,Denzel Boston,CLE,TB,WR,2026,REG,2,1,1,96.1,ELITE,4.062,4.064,4.0,1.0,7.0,1.996,COUNT_PRIOR,NFL_RECEIVING_TARGETS_V1
00-0041037,Denzel Boston,CLE,TB,WR,2026,REG,2,2,2,89.68,ELITE,4.062,4.064,4.0,1.0,7.0,1.996,COUNT_PRIOR,NFL_RECEIVING_TARGETS_V1
00-0041037,Denzel Boston,CLE,TB,WR,2026,REG,2,3,3,77.94,ELITE,4.062,4.064,4.0,1.0,7.0,1.996,COUNT_PRIOR,NFL_RECEIVING_TARGETS_V1
00-0041037,Denzel Boston,CLE,TB,WR,2026,REG,2,4,4,60.7,ELITE,4.062,4.064,4.0,1.0,7.0,1.996,COUNT_PRIOR,NFL_RECEIVING_TARGETS_V1
00-0041037,Denzel Boston,CLE,TB,WR,2026,REG,2,5,5,41.1,ELITE,4.062,4.064,4.0,1.0,7.0,1.996,COUNT_PRIOR,NFL_RECEIVING_TARGETS_V1
00-0041037,Denzel Boston,CLE,TB,WR,2026,REG,2,6,6,23.73,ELITE,4.062,4.064,4.0,1.0,7.0,1.996,COUNT_PRIOR,NFL_RECEIVING_TARGETS_V1
00-0041037,Denzel Boston,CLE,TB,WR,2026,REG,2,7,7,11.23,ELITE,4.062,4.064,4.0,1.0,7.0,1.996,COUNT_PRIOR,NFL_RECEIVING_TARGETS_V1
00-0041037,Denzel Boston,CLE,TB,WR,2026,REG,2,8,8,4.3,ELITE,4.062,4.064,4.0,1.0,7.0,1.996,COUNT_PRIOR,NFL_RECEIVING_TARGETS_V1
00-0041037,Denzel Boston,CLE,TB,WR,2026,REG,2,9,9,1.29,ELITE,4.062,4.064,4.0,1.0,7.0,1.996,COUNT_PRIOR,NFL_RECEIVING_TARGETS_V1
00-0041037,Denzel Boston,CLE,TB,WR,2026,REG,2,10,10,0.3,LOW,4.062,4.064,4.0,1.0,7.0,1.996,COUNT_PRIOR,NFL_RECEIVING_TARGETS_V1
00-0039424,Devaughn Vele,NO,BAL,WR,2026,REG,2,1,1,99.14,ELITE,6.51,6.513,7.0,3.0,10.0,2.516,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0039424,Devaughn Vele,NO,BAL,WR,2026,REG,2,2,2,97.74,ELITE,6.51,6.513,7.0,3.0,10.0,2.516,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0039424,Devaughn Vele,NO,BAL,WR,2026,REG,2,3,3,94.45,ELITE,6.51,6.513,7.0,3.0,10.0,2.516,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0039424,Devaughn Vele,NO,BAL,WR,2026,REG,2,4,4,88.4,ELITE,6.51,6.513,7.0,3.0,10.0,2.516,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
