Date,Away,Home,Game,First Pitch PT,First Pitch Local,Stadium,Projected Roof Status,Roof Status Basis,Weather Conditions,First Pitch Temperature F,First Pitch Relative Humidity %,First Pitch Wind,First Pitch Wind Speed MPH,First Pitch Wind Direction,First Pitch Wind Toward LF MPH,First Pitch Wind Toward CF MPH,First Pitch Wind Toward RF MPH,First Pitch Crosswind MPH,Official MLB Wind Text,Wind Data Source,First Pitch Precipitation %,Ball Flight AI Score,Ball Flight Grade,Ball Flight AI Summary,Estimated HR Distance Change,Estimated Fly Ball Distance Change,Expected HR Boost (%),Weather Confidence (%),HR Weather Rating,Game Effective Wind Vector MPH,Estimated FT Change by Wind2,Game Probability Wind Blowing Out %,Game Probability Wind Blowing In %,Game Wind Direction Spread Degrees,Game Wind Toward CF Spread MPH,Game Avg Air Density kg/m3,Game Avg Density Altitude Ft,Game Avg Pressure hPa,Game Avg Dew Point F,Game Avg Temp F,Game Avg RH %,Forecast Trend,Carry Score Change Since Last Run,Park Learned Calibration Points,Park Calibration Settled Games,Max Delay Risk,Max Delay Risk Score,Forecast Uncertainty,Forecast Uncertainty Score,Forecast Run PT,Forecast Age Minutes,Models Available
2026-07-24,Colorado Rockies,Milwaukee Brewers,Colorado Rockies @ Milwaukee Brewers,01:10 PM,03:10 PM CDT,American Family Field,OPEN,PROJECTED: FAVORABLE,Mostly clear,79.1,38.8,🔴 5.9 mph In from CF,7.2,SSE,-3.4,-5.9,-5.8,-2.4,,FORECAST MODEL,0.0,49.9,C,Density 73 | Wind 34 | Temp 58 | Altitude 65 | Confidence 90%,0,0,-0.0,90.3,🟧 Below Average,-5.2,-5,0.0,100.0,22.8,2.6,1.1499,2020.0,993.0,51.4,79.2,39.1,FIRST RUN,0.0,0.0,6,LOW,0.1,LOW,3.7,2026-07-23 07:08:03 PM PDT,31.0,5
2026-07-24,Kansas City Royals,Detroit Tigers,Kansas City Royals @ Detroit Tigers,03:40 PM,06:40 PM EDT,Comerica Park,OPEN,OPEN-AIR PARK,Clear,78.2,43.0,🔴 5.5 mph In from CF,6.0,SSE,-3.9,-5.5,-4.8,-0.7,,FORECAST MODEL,0.0,50.9,B,Density 70 | Wind 37 | Temp 54 | Altitude 62 | Confidence 95%,1,0,0.3,94.7,🟨 Neutral,-4.4,-4,0.0,100.0,10.7,0.6,1.16,1701.0,996.2,53.6,76.0,46.3,FIRST RUN,0.0,0.0,4,LOW,0.1,LOW,4.5,2026-07-23 07:08:04 PM PDT,343.9,5
2026-07-24,Chicago Cubs,Pittsburgh Pirates,Chicago Cubs @ Pittsburgh Pirates,03:40 PM,06:40 PM EDT,PNC Park,OPEN,OPEN-AIR PARK,Partly cloudy,79.4,50.9,🔴 4.9 mph In from CF,5.5,SE,-3.2,-4.9,-4.3,-0.8,,FORECAST MODEL,0.8,53.5,B,Density 74 | Wind 40 | Temp 55 | Altitude 65 | Confidence 91%,2,2,1.1,91.2,🟨 Neutral,-3.2,-3,0.0,88.8,35.3,1.1,1.146,2065.0,986.9,60.0,76.7,58.3,FIRST RUN,0.0,0.0,3,LOW,12.5,LOW,8.2,2026-07-23 07:08:05 PM PDT,176.4,5
2026-07-24,Arizona Diamondbacks,Washington Nationals,Arizona Diamondbacks @ Washington Nationals,03:45 PM,06:45 PM EDT,Nationals Park,OPEN,OPEN-AIR PARK,Partly cloudy,81.1,40.9,🟡 6.0 mph Cross (RF → LF),6.9,E,0.8,-3.1,-5.6,-6.0,,FORECAST MODEL,0.8,52.5,B,Density 64 | Wind 44 | Temp 57 | Altitude 58 | Confidence 95%,2,1,0.8,95.2,🟨 Neutral,-1.9,-2,0.0,78.7,14.1,1.1,1.1768,1213.0,1016.1,55.1,78.8,45.7,FIRST RUN,0.0,0.0,3,LOW,1.8,LOW,5.7,2026-07-23 07:08:06 PM PDT,39.4,5
2026-07-24,New York Yankees,Philadelphia Phillies,New York Yankees @ Philadelphia Phillies,03:45 PM,06:45 PM EDT,Citizens Bank Park,OPEN,OPEN-AIR PARK,Overcast,80.7,36.8,🟡 6.7 mph Cross (RF → LF),7.3,ESE,5.4,2.6,-1.6,-6.7,,FORECAST MODEL,0.0,56.7,B,Density 63 | Wind 55 | Temp 56 | Altitude 57 | Confidence 93%,4,3,2.0,92.6,🟨 Neutral,1.9,1,100.0,0.0,14.4,1.5,1.1825,1061.0,1018.7,52.8,77.8,44.1,FIRST RUN,0.0,0.0,7,LOW,0.0,LOW,12.6,2026-07-23 07:08:08 PM PDT,360.0,5
2026-07-24,Atlanta Braves,Baltimore Orioles,Atlanta Braves @ Baltimore Orioles,04:05 PM,07:05 PM EDT,Oriole Park at Camden Yards,OPEN,OPEN-AIR PARK,Overcast,81.1,40.5,🟡 5.5 mph Cross (RF → LF),5.8,ESE,1.8,-1.2,-3.8,-5.5,,FORECAST MODEL,0.0,54.2,B,Density 63 | Wind 50 | Temp 57 | Altitude 58 | Confidence 94%,3,2,1.3,93.6,🟨 Neutral,-0.1,0,2.5,0.0,11.1,0.3,1.1802,1109.0,1018.5,55.7,78.5,46.8,FIRST RUN,0.0,0.0,3,LOW,0.0,LOW,7.2,2026-07-23 07:08:09 PM PDT,39.4,5
2026-07-24,Los Angeles Dodgers,New York Mets,Los Angeles Dodgers @ New York Mets,04:10 PM,07:10 PM EDT,Citi Field,OPEN,OPEN-AIR PARK,Overcast,77.7,43.5,🟡 5.7 mph Cross (RF → LF),7.7,SE,6.5,4.7,0.7,-5.7,,FORECAST MODEL,0.0,57.5,B,Density 61 | Wind 59 | Temp 53 | Altitude 56 | Confidence 92%,5,3,2.2,92.4,🟨 Neutral,3.5,2,94.4,0.0,12.0,0.7,1.1891,849.0,1019.6,54.8,75.1,50.5,FIRST RUN,0.0,0.0,3,LOW,0.0,LOW,12.7,2026-07-23 07:08:11 PM PDT,466.8,5
2026-07-24,Cleveland Guardians,Tampa Bay Rays,Cleveland Guardians @ Tampa Bay Rays,04:10 PM,07:10 PM EDT,Tropicana Field,INDOOR,FIXED ROOF,Code 14,88.0,66.9,⚪ Calm,0.0,SSE,0.0,0.0,-0.0,-0.0,,FORECAST MODEL,19.2,50.0,B,Density 61 | Wind 50 | Temp 64 | Altitude 56 | Confidence 82%,0,0,0.0,82.5,🟨 Neutral,0.0,0,0.0,0.0,60.9,0.0,1.1896,858.0,1016.5,75.8,85.5,74.3,FIRST RUN,0.0,0.0,3,NONE (ROOF),0.0,MEDIUM,19.9,2026-07-23 07:08:12 PM PDT,399.7,5
2026-07-24,San Diego Padres,Miami Marlins,San Diego Padres @ Miami Marlins,04:10 PM,07:10 PM EDT,loanDepot park,CLOSED,PROJECTED: TEMPERATURE,Code 15,86.2,71.8,⚪ Calm,0.0,ESE,-0.0,-0.0,-0.0,0.0,,FORECAST MODEL,13.5,50.0,B,Density 66 | Wind 47 | Temp 64 | Altitude 59 | Confidence 91%,0,0,0.0,90.9,🟨 Neutral,-1.1,0,0.0,66.3,22.5,0.7,1.1715,1266.0,1016.6,75.7,85.0,74.6,FIRST RUN,0.0,0.0,3,LOW,18.8,LOW,8.6,2026-07-23 07:08:13 PM PDT,315.7,5
2026-07-24,Toronto Blue Jays,Boston Red Sox,Toronto Blue Jays @ Boston Red Sox,04:15 PM,07:15 PM EDT,Fenway Park,OPEN,OPEN-AIR PARK,Clear,76.7,47.5,🟡 6.4 mph Cross (RF → LF),7.5,SSE,4.7,2.8,-0.8,-6.4,,FORECAST MODEL,0.0,55.2,B,Density 60 | Wind 56 | Temp 52 | Altitude 55 | Confidence 92%,3,2,1.6,92.2,🟨 Neutral,2.3,1,55.0,0.0,14.7,1.6,1.1914,780.0,1019.8,55.1,74.1,52.5,FIRST RUN,0.0,0.0,6,LOW,0.0,LOW,9.5,2026-07-23 07:08:14 PM PDT,218.5,5
2026-07-24,Houston Astros,Chicago White Sox,Houston Astros @ Chicago White Sox,04:40 PM,06:40 PM CDT,Rate Field,OPEN,OPEN-AIR PARK,Clear,77.9,45.9,🔴 6.8 mph In from CF,7.1,SE,-4.6,-6.8,-5.8,-1.1,,FORECAST MODEL,0.8,50.4,B,Density 70 | Wind 35 | Temp 54 | Altitude 62 | Confidence 87%,0,0,0.1,87.1,🟨 Neutral,-5.0,-5,0.0,73.1,33.2,2.3,1.1595,1703.0,996.1,55.4,76.0,50.6,FIRST RUN,0.0,0.0,3,LOW,0.5,LOW,17.3,2026-07-23 07:08:16 PM PDT,267.2,5
2026-07-24,Seattle Mariners,Texas Rangers,Seattle Mariners @ Texas Rangers,05:05 PM,07:05 PM CDT,Globe Life Field,CLOSED,PROJECTED: TEMPERATURE,Clear,94.6,43.4,⚪ Calm,0.0,S,0.0,0.0,0.0,-0.0,,FORECAST MODEL,0.5,50.0,B,Density 61 | Wind 50 | Temp 72 | Altitude 57 | Confidence 85%,0,0,0.0,84.8,🟨 Neutral,0.0,0,100.0,0.0,6.8,0.5,1.1896,858.0,994.1,67.6,93.2,44.5,FIRST RUN,0.0,0.0,6,NONE (ROOF),0.0,MEDIUM,18.8,2026-07-23 07:08:17 PM PDT,175.9,5
2026-07-24,Athletics,Minnesota Twins,Athletics @ Minnesota Twins,05:10 PM,07:10 PM CDT,Target Field,OPEN,OPEN-AIR PARK,Mostly clear,81.0,54.9,🟡 11.5 mph Cross (RF → LF),12.6,SSW,9.2,4.2,-3.0,-11.5,,FORECAST MODEL,0.3,63.1,B+,Density 77 | Wind 59 | Temp 57 | Altitude 67 | Confidence 90%,8,6,3.9,89.8,🟢 Good,3.4,2,66.3,0.0,7.2,1.4,1.135,2378.0,982.3,62.6,79.0,59.0,FIRST RUN,0.0,0.0,3,LOW,0.5,LOW,16.9,2026-07-23 07:08:19 PM PDT,27.0,5
2026-07-24,Cincinnati Reds,St. Louis Cardinals,Cincinnati Reds @ St. Louis Cardinals,05:15 PM,07:15 PM CDT,Busch Stadium,OPEN,OPEN-AIR PARK,Code 26,74.4,69.3,⚪ Light Variable,4.2,SSE,2.2,-0.0,-2.2,-4.1,,FORECAST MODEL,39.9,55.3,B,Density 66 | Wind 50 | Temp 51 | Altitude 60 | Confidence 81%,3,2,1.6,81.0,🟨 Neutral,-0.1,0,22.5,10.0,19.5,0.6,1.1706,1311.0,1002.1,63.3,73.1,73.5,FIRST RUN,0.0,0.0,4,MODERATE,26.1,LOW,14.0,2026-07-23 07:08:20 PM PDT,391.9,5
