rank,model_season,season_type,target_week,target_slate,player_id,player_name,team,roster_status,years_exp,jersey_number,headshot_url,prior_context,team_prior_attempts,team_prior_ypa,team_prior_yards,games_sample,data_through_season,last_5_avg,last_10_avg,last_15_avg,season_avg,prior_season_avg,last_5_attempts,last_10_attempts,season_attempts,last_5_ypa,last_10_ypa,season_ypa,normal_attempts,projected_ypa,baseline_yards,player_std,projection_source,normal_projected_attempts,projected_attempts,preseason_usage_source,preseason_usage_bucket,preseason_game_plan_status,preseason_game_plan_note,projected_passing_yards,model_std,preseason_rotation_factor,expected_pressure_rate,pressure_adjusted_ypa,clean_pocket_ypa,under_pressure_ypa,depth_matchup_short_0_4,depth_matchup_short_5_9,depth_matchup_intermediate_10_14,depth_matchup_intermediate_15_19,depth_matchup_deep_20_24,depth_matchup_deep_25_29,depth_matchup_deep_30_plus,game_script_volume_factor,game_script_efficiency_factor,game_script_label,sim_p10,sim_p25,sim_median,sim_p75,sim_p90,prob_100_plus,grade_100_plus,prob_110_plus,grade_110_plus,prob_120_plus,grade_120_plus,prob_130_plus,grade_130_plus,prob_140_plus,grade_140_plus,prob_150_plus,grade_150_plus,prob_160_plus,grade_160_plus,prob_170_plus,grade_170_plus,prob_180_plus,grade_180_plus,prob_190_plus,grade_190_plus,prob_200_plus,grade_200_plus,prob_210_plus,grade_210_plus,prob_220_plus,grade_220_plus,prob_230_plus,grade_230_plus,prob_240_plus,grade_240_plus,prob_250_plus,grade_250_plus,prob_260_plus,grade_260_plus,prob_270_plus,grade_270_plus,prob_280_plus,grade_280_plus,prob_290_plus,grade_290_plus,prob_300_plus,grade_300_plus,prob_310_plus,grade_310_plus,prob_320_plus,grade_320_plus,prob_330_plus,grade_330_plus,prob_340_plus,grade_340_plus,prob_350_plus,grade_350_plus,prob_360_plus,grade_360_plus,prob_370_plus,grade_370_plus,prob_380_plus,grade_380_plus,prob_390_plus,grade_390_plus,prob_400_plus,grade_400_plus,pass_depth_prob_5_plus,pass_depth_prob_10_plus,pass_depth_prob_15_plus,pass_depth_prob_20_plus,pass_depth_prob_25_plus,pass_depth_prob_30_plus,pass_depth_source,pass_depth_attempt_sample,pass_depth_game_sample,pass_depth_avg_hist_attempts,pass_depth_avg_longest_completion,opponent,home_away,game_id,game_date,game_name
76,2026,PRE,3,Preseason Week 3,00-0037012,Trey Lance,LAC,ACT,5,5.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gu6ewpdscaswlet6pbq0",TEAM_BLEND,30.0,6.98,209.8,3,2025.0,139.0,139.0,139.0,86.5,244.0,28.7,28.7,26.0,4.96,4.96,3.86,28.3,4.96,144.2,96.82679711583316,LIMITED_NFL_HISTORY,28.3,18.0,AUTO_PRESEASON_USAGE,veteran_backup,,,89.3,78.6,1.0,0.0,4.962,4.962,3.374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,0.0,36.1,89.3,142.6,189.8,44.6,COIN FLIP,39.7,LOW,34.9,LOW,30.4,LOW,26.0,LOW,22.0,VERY LOW,18.4,VERY LOW,15.3,VERY LOW,12.4,VERY LOW,10.0,VERY LOW,7.9,VERY LOW,6.2,VERY LOW,4.8,VERY LOW,3.7,VERY LOW,2.8,VERY LOW,2.1,VERY LOW,1.5,VERY LOW,1.1,VERY LOW,0.8,VERY LOW,0.5,VERY LOW,0.4,VERY LOW,0.2,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,70.6,57.0,43.6,34.4,22.6,10.2,QB_3_SEASON_GAME_BOOTSTRAP,108,7,15.4,17.1,LAR,home,2026_PRE_W3_LAR_LAC,,LAR at LAC
77,2026,PRE,3,Preseason Week 3,00-0031237,Teddy Bridgewater,DET,ACT,12,5.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wggyfg1dgyiwcgxafoen",TEAM_BLEND,30.5,7.32,224.1,1,2025.0,62.0,62.0,62.0,62.0,,15.0,15.0,15.0,4.13,4.13,4.13,16.6,4.52,62.0,73.82865275455694,LIMITED_NFL_HISTORY,16.6,18.0,AUTO_PRESEASON_USAGE,veteran_backup,,,81.3,79.7,1.0,0.0,4.516,4.516,3.071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,0.0,28.0,81.1,134.8,183.1,40.5,COIN FLIP,35.8,LOW,31.3,LOW,26.9,LOW,22.9,VERY LOW,19.3,VERY LOW,16.0,VERY LOW,13.2,VERY LOW,10.7,VERY LOW,8.6,VERY LOW,6.8,VERY LOW,5.3,VERY LOW,4.1,VERY LOW,3.1,VERY LOW,2.3,VERY LOW,1.8,VERY LOW,1.2,VERY LOW,0.9,VERY LOW,0.6,VERY LOW,0.4,VERY LOW,0.3,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,82.5,82.3,79.5,71.3,54.0,36.4,TEAM_3_SEASON_GAME_BOOTSTRAP,2011,55,36.6,38.9,IND,away,2026_PRE_W3_DET_IND,,DET at IND
78,2026,PRE,3,Preseason Week 3,00-0032434,Brandon Allen,NYG,ACT,10,12.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cz7oluypd7ahkdrr8net",TEAM_BLEND,29.3,6.62,196.3,2,2025.0,135.5,135.5,135.5,72.0,199.0,29.5,29.5,30.0,4.63,4.63,2.4,29.6,4.5,132.3,89.80256121069155,LIMITED_NFL_HISTORY,29.6,18.0,AUTO_PRESEASON_USAGE,veteran_backup,,,81.0,73.0,1.0,0.0,4.5,4.5,3.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,0.0,32.2,81.7,130.5,174.5,40.0,LOW,34.7,LOW,29.8,LOW,25.2,LOW,21.1,VERY LOW,17.3,VERY LOW,14.0,VERY LOW,11.2,VERY LOW,8.7,VERY LOW,6.8,VERY LOW,5.2,VERY LOW,3.9,VERY LOW,2.9,VERY LOW,2.1,VERY LOW,1.5,VERY LOW,1.1,VERY LOW,0.7,VERY LOW,0.5,VERY LOW,0.3,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,55.0,52.7,43.0,43.0,16.1,16.1,QB_3_SEASON_GAME_BOOTSTRAP,63,3,21.0,17.3,NYJ,away,2026_PRE_W3_NYG_NYJ,,NYG at NYJ
79,2026,PRE,3,Preseason Week 3,00-0026498,Matthew Stafford,LAR,ACT,17,9.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/svxl2pk2cuqf26zrhii4",TEAM_BLEND,30.9,7.06,220.0,48,2025.0,326.8,284.1,277.6,276.9,235.1,39.2,35.5,35.1,8.33,7.93,7.8,36.6,7.95,289.6,84.91829389759904,NFL_HISTORY,36.6,10.0,AUTO_PRESEASON_USAGE,starter_like,,,79.5,42.9,1.0,0.0,7.954,7.954,5.409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,24.3,50.5,79.4,108.4,134.4,31.5,LOW,23.8,VERY LOW,17.2,VERY LOW,11.9,VERY LOW,7.9,VERY LOW,5.0,VERY LOW,3.0,VERY LOW,1.8,VERY LOW,1.0,VERY LOW,0.5,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,79.4,73.7,65.2,52.9,36.4,28.0,QB_3_SEASON_GAME_BOOTSTRAP,1962,54,36.3,40.7,LAC,away,2026_PRE_W3_LAR_LAC,,LAR at LAC
80,2026,PRE,3,Preseason Week 3,00-0035710,Daniel Jones,IND,ACT,7,17.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nhuiypfjzpkisxllinyv",TEAM_BLEND,29.9,6.94,207.5,28,2025.0,250.2,245.3,244.6,253.4,207.0,32.6,31.4,31.4,7.86,7.92,8.16,31.8,7.83,242.8,53.869345324666604,NFL_HISTORY,31.8,10.0,AUTO_PRESEASON_USAGE,starter_like,,,78.3,32.5,1.0,0.0,7.832,7.832,5.326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,36.7,56.6,78.5,100.3,120.1,25.3,LOW,16.6,VERY LOW,10.1,VERY LOW,5.6,VERY LOW,2.9,VERY LOW,1.4,VERY LOW,0.6,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,79.9,69.9,57.0,38.3,25.3,15.3,QB_3_SEASON_GAME_BOOTSTRAP,977,29,33.7,33.0,DET,home,2026_PRE_W3_DET_IND,,DET at IND
81,2026,PRE,3,Preseason Week 3,00-0033106,Jared Goff,DET,ACT,10,16.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yggfwr4ak4po9byj0qor",TEAM_BLEND,30.5,7.32,224.1,51,2025.0,307.8,293.3,267.0,268.5,272.3,40.0,37.5,34.0,7.75,7.95,8.07,37.3,7.82,287.6,57.85076309335684,NFL_HISTORY,37.3,10.0,AUTO_PRESEASON_USAGE,starter_like,,,78.2,32.0,1.0,0.0,7.821,7.821,5.319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,37.1,56.7,78.4,99.8,119.4,24.8,VERY LOW,16.2,VERY LOW,9.7,VERY LOW,5.3,VERY LOW,2.7,VERY LOW,1.2,VERY LOW,0.5,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,79.4,74.3,64.4,52.4,35.9,22.8,QB_3_SEASON_GAME_BOOTSTRAP,1987,55,36.1,38.9,IND,away,2026_PRE_W3_DET_IND,,DET at IND
82,2026,PRE,3,Preseason Week 3,00-0036971,Trevor Lawrence,JAX,ACT,5,16.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/d75srntioly7fq0z8vip",TEAM_BLEND,29.9,6.86,205.6,43,2025.0,274.2,238.7,237.2,235.7,204.5,33.0,30.1,32.9,8.36,7.91,7.27,31.9,7.82,245.2,44.9261910134389,NFL_HISTORY,31.9,10.0,AUTO_PRESEASON_USAGE,starter_like,,,78.2,28.3,1.0,0.0,7.822,7.822,5.319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,42.0,59.0,78.1,97.2,114.5,22.1,VERY LOW,13.1,VERY LOW,6.9,VERY LOW,3.4,VERY LOW,1.5,VERY LOW,0.6,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,79.9,74.9,62.6,49.7,32.8,22.7,QB_3_SEASON_GAME_BOOTSTRAP,1542,44,35.0,38.2,TB,home,2026_PRE_W3_TB_JAX,,TB at JAX
83,2026,PRE,3,Preseason Week 3,00-0040743,Tyler Shough,NO,ACT,1,6.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wsrkib8qgwtb2t2ugaru",TEAM_BLEND,29.6,6.82,201.0,10,2025.0,263.2,238.4,238.4,238.4,,32.6,32.5,32.5,8.34,7.57,7.57,32.3,7.79,248.6,70.01199140775086,NFL_HISTORY,32.3,10.0,AUTO_PRESEASON_USAGE,starter_like,,,77.9,38.7,1.0,0.0,7.787,7.787,5.295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,28.2,51.6,77.7,103.8,127.7,28.2,LOW,20.3,VERY LOW,13.9,VERY LOW,9.0,VERY LOW,5.5,VERY LOW,3.2,VERY LOW,1.8,VERY LOW,0.9,VERY LOW,0.4,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,73.0,68.3,55.6,25.7,21.4,12.8,QB_3_SEASON_GAME_BOOTSTRAP,359,11,32.6,26.7,DAL,away,2026_PRE_W3_NO_DAL,,NO at DAL
84,2026,PRE,3,Preseason Week 3,00-0037834,Brock Purdy,SF,ACT,4,13.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xykdxnvxpf9pobxvkjfj",TEAM_BLEND,30.4,7.1,217.1,40,2025.0,237.6,254.4,238.5,240.8,257.6,30.6,31.9,31.6,7.64,7.87,7.55,31.1,7.62,244.7,79.48218087976373,NFL_HISTORY,31.1,10.0,AUTO_PRESEASON_USAGE,starter_like,,,76.2,44.1,1.0,0.0,7.616,7.616,5.179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,19.8,46.5,76.4,105.9,132.5,29.6,LOW,22.1,VERY LOW,15.9,VERY LOW,11.0,VERY LOW,7.4,VERY LOW,4.7,VERY LOW,2.8,VERY LOW,1.7,VERY LOW,0.9,VERY LOW,0.5,VERY LOW,0.3,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,80.6,77.1,67.5,56.3,42.8,31.6,QB_3_SEASON_GAME_BOOTSTRAP,1430,45,31.8,39.3,LV,away,2026_PRE_W3_SF_LV,,SF at LV
85,2026,PRE,3,Preseason Week 3,00-0033077,Dak Prescott,DAL,ACT,10,4.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/blixemm3s9sa4gmqk5yn",TEAM_BLEND,30.7,6.8,210.8,42,2025.0,258.2,267.1,266.9,267.8,247.2,32.6,34.1,35.3,7.71,7.72,7.56,33.3,7.57,261.1,92.77721959812442,NFL_HISTORY,33.3,10.0,AUTO_PRESEASON_USAGE,starter_like,,,75.7,48.6,1.0,0.0,7.568,7.568,5.146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,13.6,43.1,75.9,108.4,137.7,30.9,LOW,23.9,VERY LOW,18.0,VERY LOW,13.1,VERY LOW,9.2,VERY LOW,6.3,VERY LOW,4.1,VERY LOW,2.6,VERY LOW,1.6,VERY LOW,0.9,VERY LOW,0.5,VERY LOW,0.3,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,79.8,74.0,63.8,47.0,35.1,24.2,QB_3_SEASON_GAME_BOOTSTRAP,1638,43,38.1,40.2,NO,home,2026_PRE_W3_NO_DAL,,NO at DAL
86,2026,PRE,3,Preseason Week 3,00-0036972,Mac Jones,SF,ACT,5,10.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/v5sg1z9qvdpjeapblndz",TEAM_BLEND,30.4,7.1,217.1,28,2025.0,249.2,255.0,245.6,268.9,185.1,32.0,34.3,36.1,7.75,7.47,7.48,33.2,7.54,244.3,73.71521822280535,NFL_HISTORY,33.2,10.0,AUTO_PRESEASON_USAGE,starter_like,,,75.4,40.3,1.0,0.0,7.539,7.539,5.126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,23.8,48.1,75.4,102.6,127.1,27.1,LOW,19.7,VERY LOW,13.5,VERY LOW,8.8,VERY LOW,5.4,VERY LOW,3.2,VERY LOW,1.8,VERY LOW,0.9,VERY LOW,0.4,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,77.0,65.1,52.8,34.6,20.6,15.3,QB_3_SEASON_GAME_BOOTSTRAP,958,30,31.9,31.2,LV,away,2026_PRE_W3_SF_LV,,SF at LV
87,2026,PRE,3,Preseason Week 3,00-0031503,Jameis Winston,NYG,ACT,11,19.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vwikoroqsyf8iemlrohb",TEAM_BLEND,29.3,6.62,196.3,12,2025.0,284.4,267.2,241.2,283.5,263.1,37.8,36.0,32.5,7.34,7.27,8.55,35.5,7.5,273.3,132.0960651382685,NFL_HISTORY,35.5,10.0,AUTO_PRESEASON_USAGE,starter_like,,,75.0,62.8,1.0,0.0,7.499,7.499,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,0.0,32.2,74.7,117.6,155.8,34.5,LOW,28.9,LOW,23.8,VERY LOW,19.2,VERY LOW,15.2,VERY LOW,11.7,VERY LOW,8.9,VERY LOW,6.6,VERY LOW,4.7,VERY LOW,3.4,VERY LOW,2.3,VERY LOW,1.6,VERY LOW,1.1,VERY LOW,0.7,VERY LOW,0.4,VERY LOW,0.3,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,69.1,65.8,56.5,41.8,29.5,16.2,QB_3_SEASON_GAME_BOOTSTRAP,445,16,27.8,30.9,NYJ,away,2026_PRE_W3_NYG_NYJ,,NYG at NYJ
88,2026,PRE,3,Preseason Week 3,00-0039917,Michael Penix Jr.,ATL,ACT,2,9.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/azvyjzp2sa8cnljbp3i7",TEAM_BLEND,29.6,6.91,205.1,12,2025.0,212.8,229.4,226.6,220.2,245.7,30.2,31.4,30.7,7.48,7.59,7.53,30.5,7.45,223.9,52.499521226529794,NFL_HISTORY,30.5,10.0,AUTO_PRESEASON_USAGE,starter_like,,,74.5,32.7,1.0,0.0,7.45,7.45,5.066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,32.7,52.4,74.5,96.5,116.2,21.7,VERY LOW,13.8,VERY LOW,8.1,VERY LOW,4.5,VERY LOW,2.3,VERY LOW,1.1,VERY LOW,0.4,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,80.4,77.6,63.4,48.2,28.5,20.7,QB_3_SEASON_GAME_BOOTSTRAP,399,14,28.5,34.4,MIA,away,2026_PRE_W3_ATL_MIA,,ATL at MIA
89,2026,PRE,3,Preseason Week 3,00-0035264,Jarrett Stidham,DEN,ACT,7,8.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hlq7q7zkusdhmudwbodl",TEAM_BLEND,31.1,6.78,210.9,2,2023.0,248.0,248.0,248.0,248.0,,33.0,33.0,33.0,7.5,7.5,7.5,32.8,7.41,248.0,33.94112549695428,LIMITED_NFL_HISTORY,32.8,10.0,AUTO_PRESEASON_USAGE,starter_like,,,74.1,25.3,1.0,0.0,7.413,7.413,5.041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,41.7,57.3,74.3,91.2,106.5,15.4,VERY LOW,7.7,VERY LOW,3.3,VERY LOW,1.3,VERY LOW,0.4,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,78.6,67.7,48.0,43.2,37.2,33.6,QB_3_SEASON_GAME_BOOTSTRAP,107,3,35.7,51.0,MIN,home,2026_PRE_W3_MIN_DEN,,MIN at DEN
90,2026,PRE,3,Preseason Week 3,00-0036442,Joe Burrow,CIN,ACT,6,9.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gnnvcgui1cijybukk2w7",TEAM_BLEND,31.9,6.81,219.1,35,2025.0,271.8,249.8,270.3,226.1,289.3,35.4,35.4,32.4,7.84,7.01,6.95,34.5,7.3,260.7,73.34170801918566,NFL_HISTORY,34.5,10.0,AUTO_PRESEASON_USAGE,starter_like,,,73.0,40.1,1.0,0.0,7.302,7.302,4.965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,21.3,45.9,72.9,99.9,124.2,24.9,VERY LOW,17.7,VERY LOW,12.0,VERY LOW,7.6,VERY LOW,4.6,VERY LOW,2.7,VERY LOW,1.5,VERY LOW,0.7,VERY LOW,0.4,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,79.4,72.7,54.0,40.3,28.2,20.7,QB_3_SEASON_GAME_BOOTSTRAP,1369,35,39.1,37.9,PHI,away,2026_PRE_W3_CIN_PHI,,CIN at PHI
91,2026,PRE,3,Preseason Week 3,00-0038658,Adrian Martinez,SF,ACT,3,4.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/uxqlgiljk3wecurnynmg",TEAM_BLEND,30.4,7.1,217.1,0,,,,,,,,,,,,,30.4,7.1,217.1,72.31052430647836,TEAM_PRIOR_NO_NFL_HISTORY,30.4,10.0,AUTO_PRESEASON_USAGE,starter_like,,,71.0,46.5,1.0,0.0,7.101,7.101,4.828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,12.0,39.9,71.2,102.4,130.7,26.8,LOW,20.2,VERY LOW,14.7,VERY LOW,10.3,VERY LOW,6.9,VERY LOW,4.4,VERY LOW,2.7,VERY LOW,1.6,VERY LOW,0.9,VERY LOW,0.5,VERY LOW,0.3,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,80.7,77.1,66.5,53.5,38.9,28.8,TEAM_3_SEASON_GAME_BOOTSTRAP,1880,56,33.6,38.5,LV,away,2026_PRE_W3_SF_LV,,SF at LV
92,2026,PRE,3,Preseason Week 3,00-0040589,Kurtis Rourke,SF,ACT,1,14.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/my8ws9pavzbxxfulajzd",TEAM_BLEND,30.4,7.1,217.1,0,,,,,,,,,,,,,30.4,7.1,217.1,72.31052430647836,TEAM_PRIOR_NO_NFL_HISTORY,30.4,10.0,AUTO_PRESEASON_USAGE,starter_like,,,71.0,46.5,1.0,0.0,7.101,7.101,4.828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,11.4,40.0,71.1,102.3,130.8,26.6,LOW,20.1,VERY LOW,14.6,VERY LOW,10.3,VERY LOW,6.9,VERY LOW,4.5,VERY LOW,2.8,VERY LOW,1.7,VERY LOW,1.0,VERY LOW,0.6,VERY LOW,0.3,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,80.8,77.2,66.6,53.6,39.3,29.2,TEAM_3_SEASON_GAME_BOOTSTRAP,1880,56,33.6,38.5,LV,away,2026_PRE_W3_SF_LV,,SF at LV
