Rank,Date,Game PK,Game Time UTC,Game Status,Venue,Matchup,Home/Away,Player ID,Player,Team,Opponent,Position,Bats,Confirmed Lineup,Lineup Spot,G,PA,AB,H,2B,3B,HR,R,RBI,BB,HBP,SO,AVG,OBP,SLG,OPS,L14 G,L14 PA,L14 AB,L14 H,L14 HR,L14 AVG,L14 HR/PA,L30 G,L30 PA,L30 AB,L30 H,L30 HR,L30 AVG,L30 HR/PA,Statcast BBE,L30 Statcast BBE,Barrel %,Hard Hit %,Pull %,Center %,Oppo %,Fly Ball %,Air Ball %,Pull Air %,Sweet Spot %,HR Launch %,Ideal HR Contact %,Ideal Contact %,HR/Barrel %,Avg Exit Velocity,Avg Launch Angle,xSLG on Contact,Avg Bat Speed,EV50,Max Exit Velocity,Fast Swing Rate %,Squared-Up Rate %,Blast Rate %,Ideal Attack Angle %,Power DNA Score,Power DNA Label,Power DNA Stars,Power Archetype,Swing Plane Grade,Swing Plane Label,Power Profile Score,Power Profile Label,Power Profile Multiplier,Power Profile Data Quality,L30 Barrel %,L30 Pull Air %,L30 EV50,L30 xSLG on Contact,Fast Swing Source,Squared-Up Source,Blast Source,Ideal Attack Angle Source,Barrels per PA,Barrels per PA %,Estimated xHR,xHR Minus Actual HR,HR Regression Label,AI Power Outlook,Raw HR/PA,Bayesian HR/PA,Expected PA,AB Since Last HR,Games Since Last HR,AB/HR,Due Ratio,Due Meter Pct,Due Label,Opposing SP ID,Opposing SP,Opposing SP Throws,Platoon,SP G,SP GS,SP IP,SP ERA,SP WHIP,SP HR,SP HR/9,SP K/9,SP BB/9,Pitch Type Matchup Score,Pitch Mix Coverage %,Weighted xSLG vs Pitch Mix,Weighted Barrel % vs Pitch Mix,Primary Pitch Matchup,Effective Batter Side,Handedness Matchup,Handedness Matchup Score,Hitter Split PA,Hitter Split AVG,Hitter Split OBP,Hitter Split SLG,Hitter Split OPS,Hitter Split HR,Hitter Split BB,Hitter Split K,Hitter HR/PA vs Hand,Hitter Barrel % vs Hand,Hitter xSLG vs Hand,Pitcher Split PA Allowed,Pitcher HR/PA Allowed vs Side,Pitcher Barrel % Allowed vs Side,Pitcher xSLG Allowed vs Side,Career BvP PA,Career BvP AB,Career BvP H,Career BvP Results,Career BvP AVG,Career BvP OBP,Career BvP SLG,Career BvP OPS,Career BvP HR,Career BvP BB,Career BvP K,Hitter vs Pitcher Matchup Score,Hitter vs Pitcher Matchup Label,Hitter vs Pitcher Matchup Band,Career BvP Component Score,Recent Pitch Mix Games,Recent Pitch Mix Total,Weather Condition,Temperature F,Wind,Wind MPH,Roof Closed,Park HR Factor,Park Multiplier,Weather Multiplier,Environment Score,Pitch Fit Multiplier,Pitcher Contact Multiplier,Hitter Power Component,Hitter Power Primary Metric,Hitter Power Secondary Metric,Hitter Power Third Metric,Hitter Power Fourth Metric,Handedness Matchup Component,Pitcher Vulnerability Component,Pitch Type Component,Recent Power Component,Environment Component,Lineup Component,HR Target Score,Target Score Probability %,Recent Form Multiplier,Pitcher HR Multiplier,Platoon Multiplier,Legacy OPS/SLG Multiplier,Statcast Power Multiplier,Power Multiplier,Due Multiplier,Baseline HR Probability %,HR Probability %,Model Confidence %,HR Model Score,Grade,Data Quality,SP Statcast BBE,SP Barrel % Allowed,SP Hard Hit % Allowed,SP Fly Ball % Allowed,SP Pull Air % Allowed,SP Sweet Spot % Allowed,SP Avg EV Allowed,SP EV50 Allowed,SP Max EV Allowed,SP xSLG on Contact Allowed,SP Statcast HR Allowed,Recent Pitch Mix Source,Recent Pitch 1 Name,Recent Pitch 1 Usage %,Recent Pitch 1 Count,Recent Pitch 2 Name,Recent Pitch 2 Usage %,Recent Pitch 2 Count,Recent Pitch 3 Name,Recent Pitch 3 Usage %,Recent Pitch 3 Count,Recent Pitch 4 Name,Recent Pitch 4 Usage %,Recent Pitch 4 Count,Recent Pitch 5 Name,Recent Pitch 5 Usage %,Recent Pitch 5 Count,Recent Pitch 6 Name,Recent Pitch 6 Usage %,Recent Pitch 6 Count,Recent Pitch 7 Name,Recent Pitch 7 Usage %,Recent Pitch 7 Count,Recent Pitch 8 Name,Recent Pitch 8 Usage %,Recent Pitch 8 Count
282,2026-09-25,823085,2026-09-26T02:10:00Z,Scheduled,T-Mobile Park,Los Angeles Angels @ Seattle Mariners,Home,702284,Cole Young,Seattle Mariners,Los Angeles Angels,2B,L,No,,157,623,566,139,19,4,17,71,65,40,13,107,0.246,0.309,0.383,0.692,10,36,33,7,1,0.212,0.0278,24,89,79,18,1,0.228,0.0112,843,114,3.7,22.8,48.7,27.1,24.2,13.9,25.1,49.0,28.2,6.2,4.1,6.2,46.5,81.9,21.1,0.463,69.7,93.8,111.1,20.1,10.5,3.8,46.1,29.3,Weak,2.0,Pull Power,A-,Elevated power plane,29.3,Weak,0.942,Good,4.4,53.8,93.0,0.435,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,33.03,16.03,Strong positive regression,Weak Pull Power profile. 3.7% barrel rate; 81.9 mph average exit velocity; 25.1% air-ball rate; 49.0% pull-air rate; 6.2% HR-launch rate.,0.0273,0.028,3.99,27,9,33.3,0.81,81.1,Near normal interval,672282.0,Reid Detmers,L,LHB vs LHP,31,31,179.0,3.47,1.05,19,0.96,10.26,2.31,34.3,99.9,0.54,4.6,4-Seam Fastball,L,LHB vs LHP,20.2,208,0.222,0.284,0.312,0.596,3,11,42,0.0144,1.8,0.454,199,0.0201,4.5,0.506,4,4,0,0/4,0.0,0.0,0.0,0.0,0,0,2,29.1,Strong Pitcher Advantage,Below average,40.0,5,473,Unknown,,Unknown,,No,92.0,0.92,1.0,35.6,0.969,0.971,41.3,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,20.2,30.9,34.3,45.3,35.6,45.0,37.2,4.05,0.899,0.978,0.985,1.0,0.942,0.942,1.0,10.73,5.68,84.1,21.8,F,Lineup unconfirmed,934.0,4.6,22.5,14.7,40.2,28.6,83.0,94.7,113.1,0.522,19.0,Pitch-level Statcast · last 5 MLB games,4-Seam Fastball,45.87737843551797,217.0,Slider,36.575052854122625,173.0,Curveball,11.416490486257928,54.0,Changeup,6.13107822410148,29.0,,,,,,,,,,,,
283,2026-09-25,823409,2026-09-25T22:40:00Z,Scheduled,Citizens Bank Park,Tampa Bay Rays @ Philadelphia Phillies,Home,681082,Bryson Stott,Philadelphia Phillies,Tampa Bay Rays,2B,L,No,,152,596,526,131,32,6,10,69,66,60,3,100,0.249,0.328,0.39,0.718,11,46,39,10,0,0.256,0.0,24,94,81,14,1,0.173,0.0106,771,115,4.2,22.6,49.5,25.9,24.5,16.0,29.7,38.7,30.8,6.8,5.0,6.8,27.3,83.6,20.6,0.496,68.0,94.1,111.2,6.9,10.3,2.7,53.8,27.1,Weak,2.0,Contact-First Profile,A-,Elevated power plane,27.1,Weak,0.936,Good,4.3,36.1,93.2,0.499,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,32.39,22.39,Strong positive regression,Weak Contact-First Profile profile. 4.2% barrel rate; 83.6 mph average exit velocity; 29.7% air-ball rate; 38.7% pull-air rate; 6.8% HR-launch rate.,0.0168,0.0193,3.99,66,20,52.6,1.25,125.5,Near normal interval,642547.0,Freddy Peralta,R,LHB vs RHP,31,31,163.2,4.56,1.33,23,1.26,8.36,3.3,35.1,98.6,0.542,5.0,4-Seam Fastball,L,LHB vs RHP,28.3,450,0.244,0.322,0.387,0.709,8,45,76,0.0178,4.6,0.508,449,0.0379,3.7,0.502,2,2,0,0/2,0.0,0.0,0.0,0.0,0,0,1,34.0,Slight Pitcher Advantage,Below average,45.0,5,430,Unknown,,Unknown,,No,108.0,1.08,1.0,64.4,0.97,0.958,39.6,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,28.3,28.5,35.1,30.7,64.4,45.0,37.2,4.05,0.776,1.026,1.025,1.0,0.936,0.936,1.0,7.49,4.83,84.5,22.9,F,Lineup unconfirmed,944.0,3.3,21.7,14.7,44.4,30.8,81.6,93.2,114.7,0.49,23.0,Pitch-level Statcast · last 5 MLB games,4-Seam Fastball,55.116279069767444,237.0,Changeup,28.13953488372093,121.0,Curveball,11.627906976744185,50.0,Sweeper,4.883720930232558,21.0,Slider,0.23255813953488372,1.0,,,,,,,,,
284,2026-09-25,824706,2026-09-25T22:05:00Z,Scheduled,Fenway Park,Chicago Cubs @ Boston Red Sox,Home,668939,Adley Rutschman,Boston Red Sox,Chicago Cubs,C,S,No,,97,403,358,85,26,1,12,43,57,38,2,68,0.237,0.31,0.416,0.726,10,40,40,10,0,0.25,0.0,18,72,70,17,3,0.243,0.0417,538,99,3.7,20.9,44.4,27.2,27.4,18.1,30.5,45.5,34.7,6.2,4.8,6.2,70.5,83.4,17.6,0.491,69.3,93.8,112.1,10.8,10.1,4.0,46.5,30.0,Weak,2.0,Pull Power,A,Excellent HR swing plane,30.0,Weak,0.944,Good,3.0,50.0,92.7,0.464,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,21.4,9.4,Strong positive regression,Weak Pull Power profile. 3.7% barrel rate; 83.4 mph average exit velocity; 30.5% air-ball rate; 45.5% pull-air rate; 6.2% HR-launch rate.,0.0298,0.0303,3.99,42,11,29.8,1.41,140.8,Above normal drought,656849.0,David Peterson,L,Switch vs LHP,31,22,143.1,4.96,1.51,15,0.94,8.23,3.96,29.0,99.9,0.497,4.1,Sinker,R,RHB vs LHP,20.6,136,0.218,0.279,0.339,0.618,3,11,17,0.0221,2.2,0.438,458,0.0197,3.3,0.506,8,5,0,0/5,0.0,0.375,0.0,0.375,0,3,0,25.4,Strong Pitcher Advantage,Below average,30.0,5,435,Unknown,,Unknown,,No,102.0,1.02,1.0,53.6,0.958,0.963,41.5,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,20.6,30.0,29.0,39.8,53.6,45.0,37.2,4.04,0.925,0.974,1.035,1.0,0.944,0.944,1.035,11.55,6.71,82.8,26.5,F,Lineup unconfirmed,791.0,3.8,25.9,11.0,40.6,30.0,82.5,95.6,111.7,0.523,15.0,Pitch-level Statcast · last 5 MLB games,Sinker,29.195402298850574,127.0,4-Seam Fastball,25.74712643678161,112.0,Slider,18.160919540229884,79.0,Changeup,14.482758620689655,63.0,Curveball,12.413793103448276,54.0,,,,,,,,,
285,2026-09-25,824706,2026-09-25T22:05:00Z,Scheduled,Fenway Park,Chicago Cubs @ Boston Red Sox,Away,608348,Carson Kelly,Chicago Cubs,Boston Red Sox,C,R,No,,120,422,377,98,15,0,10,57,58,40,5,69,0.26,0.339,0.379,0.718,10,30,27,6,0,0.222,0.0,21,72,65,17,2,0.262,0.0278,559,94,2.7,22.6,41.0,29.5,29.5,14.2,27.7,42.9,30.9,4.9,2.3,4.9,73.2,81.0,18.5,0.443,68.9,93.5,107.9,6.9,10.4,1.7,44.5,22.3,Weak,2.0,Pull Power,A,Excellent HR swing plane,22.3,Weak,0.922,Good,2.1,46.7,93.1,0.415,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,16.98,6.98,Strong positive regression,Weak Pull Power profile. 2.7% barrel rate; 81.0 mph average exit velocity; 27.7% air-ball rate; 42.9% pull-air rate; 4.9% HR-launch rate.,0.0237,0.0255,4.05,53,18,37.7,1.41,140.6,Above normal drought,678394.0,Brayan Bello,R,RHB vs RHP,25,10,112.1,4.49,1.37,12,0.96,7.21,2.8,30.2,99.5,0.508,4.2,Sinker,R,RHB vs RHP,14.7,283,0.245,0.325,0.328,0.653,4,25,45,0.0141,1.9,0.413,213,0.0094,2.6,0.488,3,3,1,1/3,0.333,0.333,0.333,0.666,0,0,2,26.4,Strong Pitcher Advantage,Below average,46.0,5,378,Unknown,,Unknown,,No,102.0,1.02,1.0,53.6,0.96,0.974,33.5,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,14.7,41.7,30.2,35.4,53.6,45.0,37.2,4.04,0.873,0.978,0.985,1.0,0.922,0.922,1.035,9.95,5.68,82.8,24.7,F,Lineup unconfirmed,649.0,4.9,27.3,11.7,52.9,27.9,83.3,96.3,113.2,0.556,12.0,Pitch-level Statcast · last 5 MLB games,Sinker,32.27513227513227,122.0,Changeup,23.015873015873016,87.0,Sweeper,17.98941798941799,68.0,4-Seam Fastball,16.93121693121693,64.0,Cutter,9.788359788359788,37.0,,,,,,,,,
286,2026-09-25,823735,2026-09-25T23:40:00Z,Scheduled,American Family Field,St. Louis Cardinals @ Milwaukee Brewers,Home,592885,Christian Yelich,Milwaukee Brewers,St. Louis Cardinals,DH,L,No,,115,489,433,102,23,2,12,68,58,47,4,131,0.236,0.314,0.381,0.695,8,34,31,6,1,0.194,0.0294,22,87,78,19,3,0.244,0.0345,607,108,4.5,23.1,40.7,27.3,31.8,10.4,22.1,26.0,29.7,7.2,3.5,7.2,52.2,81.2,11.4,0.552,71.4,93.8,110.0,29.7,9.8,5.6,43.5,24.8,Weak,2.0,Contact-First Profile,A,Excellent HR swing plane,24.8,Weak,0.929,Good,3.7,30.8,93.2,0.547,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,23.98,11.98,Strong positive regression,Weak Contact-First Profile profile. 4.5% barrel rate; 81.2 mph average exit velocity; 22.1% air-ball rate; 26.0% pull-air rate; 7.2% HR-launch rate.,0.0245,0.026,3.99,0,0,36.1,0.0,0.0,Very recent HR,700241.0,Michael McGreevy,R,LHB vs RHP,30,30,164.0,3.84,1.25,21,1.15,6.2,2.52,35.8,100.0,0.542,5.3,4-Seam Fastball,L,LHB vs RHP,38.6,361,0.243,0.324,0.397,0.722,10,36,97,0.0277,5.6,0.576,428,0.0327,6.6,0.602,6,6,3,3/6,0.5,0.5,0.667,1.167,0,0,1,41.4,Slight Pitcher Advantage,Below average,57.5,5,457,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,0.972,0.983,35.5,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,38.6,39.8,35.8,24.3,50.0,45.0,37.1,4.04,1.087,1.008,1.025,1.0,0.929,0.929,0.98,9.98,6.62,84.0,23.0,F,Lineup unconfirmed,879.0,5.8,28.0,16.4,39.8,30.1,83.9,96.9,116.0,0.579,21.0,Pitch-level Statcast · last 5 MLB games,4-Seam Fastball,23.85120350109409,109.0,Changeup,22.319474835886215,102.0,Sinker,14.879649890590809,68.0,Curveball,13.785557986870897,63.0,Sweeper,12.25382932166302,56.0,Cutter,8.752735229759299,40.0,Slider,4.157549234135668,19.0,,,
287,2026-09-25,823409,2026-09-25T22:40:00Z,Scheduled,Citizens Bank Park,Tampa Bay Rays @ Philadelphia Phillies,Home,607208,Trea Turner,Philadelphia Phillies,Tampa Bay Rays,SS,R,No,,154,686,631,151,28,1,19,100,58,48,4,144,0.239,0.296,0.377,0.673,11,49,41,10,0,0.244,0.0,25,112,100,24,2,0.24,0.0179,878,134,3.8,26.1,36.4,32.8,30.3,14.0,25.7,41.8,29.2,5.8,3.4,5.8,50.3,83.6,16.8,0.459,69.8,95.0,109.6,15.9,12.4,4.3,60.8,27.5,Weak,2.0,Contact-First Profile,A,Excellent HR swing plane,27.5,Weak,0.937,Good,3.7,50.0,94.8,0.435,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,34.49,15.49,Strong positive regression,Weak Contact-First Profile profile. 3.8% barrel rate; 83.6 mph average exit velocity; 25.7% air-ball rate; 41.8% pull-air rate; 5.8% HR-launch rate.,0.0277,0.0283,3.99,50,13,33.2,1.51,150.6,Above normal drought,642547.0,Freddy Peralta,R,RHB vs RHP,31,31,163.2,4.56,1.33,23,1.26,8.36,3.3,28.9,98.6,0.506,3.6,4-Seam Fastball,R,RHB vs RHP,26.0,452,0.251,0.294,0.415,0.709,16,25,106,0.0354,3.7,0.466,259,0.0232,2.5,0.467,3,3,0,0/3,0.0,0.0,0.0,0.0,0,0,0,30.3,Slight Pitcher Advantage,Below average,42.5,5,430,Unknown,,Unknown,,No,108.0,1.08,1.0,64.4,0.958,0.958,39.0,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,26.0,28.5,28.9,45.5,64.4,45.0,37.1,4.04,0.79,1.026,0.985,1.0,0.937,0.937,1.035,10.84,6.0,85.0,25.3,F,Lineup unconfirmed,944.0,3.3,21.7,14.7,44.4,30.8,81.6,93.2,114.7,0.49,23.0,Pitch-level Statcast · last 5 MLB games,4-Seam Fastball,55.116279069767444,237.0,Changeup,28.13953488372093,121.0,Curveball,11.627906976744185,50.0,Sweeper,4.883720930232558,21.0,Slider,0.23255813953488372,1.0,,,,,,,,,
288,2026-09-25,823167,2026-09-26T02:15:00Z,Scheduled,Oracle Park,Los Angeles Dodgers @ San Francisco Giants,Away,681624,Andy Pages,Los Angeles Dodgers,San Francisco Giants,CF,R,No,,131,559,500,137,26,2,21,73,80,46,8,109,0.274,0.342,0.46,0.802,3,9,7,3,0,0.429,0.0,3,9,7,3,0,0.429,0.0,788,13,3.4,20.1,42.0,26.4,31.7,13.8,26.4,37.7,33.7,5.4,3.1,5.4,65.6,81.5,21.3,0.561,70.8,92.1,107.3,24.0,9.9,6.7,41.1,25.7,Weak,2.0,Contact-First Profile,A-,Elevated power plane,25.7,Weak,0.932,Good,0.0,33.3,80.5,0.564,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,26.7,5.7,Strong positive regression,Weak Contact-First Profile profile. 3.4% barrel rate; 81.5 mph average exit velocity; 26.4% air-ball rate; 37.7% pull-air rate; 5.4% HR-launch rate.,0.0376,0.0366,4.15,22,7,23.8,0.92,92.4,Near normal interval,805074.0,Yunior Marte,R,RHB vs RHP,4,2,19.1,4.66,1.4,3,1.4,5.12,4.19,32.0,100.0,0.534,3.8,4-Seam Fastball,R,RHB vs RHP,37.7,394,0.265,0.327,0.428,0.756,13,28,79,0.033,3.6,0.512,42,0.0476,5.7,0.604,0,0,0,0/0,,,,,0,0,0,38.2,Slight Pitcher Advantage,Below average,50.0,4,312,Unknown,,Unknown,,No,91.0,0.91,1.0,33.8,0.964,0.99,38.4,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,37.7,45.9,32.0,12.5,33.8,45.0,37.0,4.04,1.0,1.013,0.985,1.0,0.932,0.932,1.0,14.33,7.49,77.7,25.9,F,Lineup unconfirmed; Limited recent games,107.0,6.5,28.0,16.8,54.5,26.2,83.1,95.8,109.9,0.51,3.0,Pitch-level Statcast · last 5 MLB games,4-Seam Fastball,45.19230769230769,141.0,Slider,41.98717948717949,131.0,Split-Finger,9.294871794871796,29.0,Changeup,3.5256410256410255,11.0,,,,,,,,,,,,
289,2026-09-25,823489,2026-09-25T20:05:00Z,Scheduled,Yankee Stadium,Baltimore Orioles @ New York Yankees,Home,665862,Jazz Chisholm Jr.,New York Yankees,Baltimore Orioles,2B,L,No,,136,528,467,109,16,3,19,69,55,56,1,155,0.233,0.314,0.403,0.717,2,8,6,2,0,0.333,0.0,13,46,38,12,1,0.316,0.0217,621,57,4.4,30.7,56.2,25.0,18.4,13.9,25.5,43.3,27.9,5.5,2.5,5.5,69.3,84.0,15.9,0.504,69.9,96.2,110.0,17.7,12.6,5.2,55.0,30.8,Weak,2.0,Pull Power,A,Excellent HR swing plane,30.8,Weak,0.946,Good,1.8,33.3,95.6,0.418,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,26.73,7.73,Strong positive regression,Weak Pull Power profile. 4.4% barrel rate; 84.0 mph average exit velocity; 25.5% air-ball rate; 43.3% pull-air rate; 5.5% HR-launch rate.,0.036,0.0352,3.99,19,6,24.6,0.77,77.3,Recently homered,669432.0,Trevor Rogers,L,LHB vs LHP,29,29,165.2,4.07,1.18,19,1.03,8.31,2.12,37.1,100.0,0.541,6.0,4-Seam Fastball,L,LHB vs LHP,19.3,158,0.221,0.272,0.386,0.658,5,11,55,0.0316,3.9,0.472,170,0.0059,1.3,0.374,2,2,0,0/2,0.0,0.0,0.0,0.0,0,0,1,30.7,Slight Pitcher Advantage,Below average,45.0,5,478,Unknown,,Unknown,,No,108.0,1.08,1.0,64.4,0.974,0.964,39.7,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,19.3,27.3,37.1,27.7,64.4,45.0,37.0,4.04,0.931,0.989,0.985,1.0,0.946,0.946,1.0,13.34,7.48,80.7,24.4,F,Lineup unconfirmed,973.0,3.9,21.5,12.4,41.0,28.0,81.4,93.7,117.3,0.504,19.0,Pitch-level Statcast · last 5 MLB games,4-Seam Fastball,51.46443514644351,246.0,Sweeper,20.711297071129707,99.0,Changeup,14.435146443514645,69.0,Sinker,10.669456066945607,51.0,Cutter,2.719665271966527,13.0,,,,,,,,,
290,2026-09-25,823489,2026-09-25T20:05:00Z,Scheduled,Yankee Stadium,Baltimore Orioles @ New York Yankees,Home,641355,Cody Bellinger,New York Yankees,Baltimore Orioles,LF,L,No,,131,558,492,131,25,3,17,73,73,59,0,87,0.266,0.341,0.433,0.774,11,48,45,11,3,0.244,0.0625,26,110,104,31,5,0.298,0.0455,718,144,4.1,24.7,56.2,23.6,19.7,18.0,32.4,53.2,31.8,6.0,5.0,6.0,67.3,84.2,19.9,0.484,68.6,95.0,109.4,5.3,12.9,1.9,57.8,31.7,Weak,2.5,Pull Power,A,Excellent HR swing plane,31.7,Weak,0.949,Good,4.2,59.2,95.2,0.448,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,31.76,14.76,Strong positive regression,Weak Pull Power profile. 4.1% barrel rate; 84.2 mph average exit velocity; 32.4% air-ball rate; 53.2% pull-air rate; 6.0% HR-launch rate.,0.0305,0.0307,3.99,7,2,28.9,0.24,24.2,Very recent HR,669432.0,Trevor Rogers,L,LHB vs LHP,29,29,165.2,4.07,1.18,19,1.03,8.31,2.12,21.0,100.0,0.447,2.6,4-Seam Fastball,L,LHB vs LHP,16.0,196,0.28,0.337,0.434,0.771,5,17,28,0.0255,3.0,0.45,170,0.0059,1.3,0.374,5,3,0,0/3,0.0,0.4,0.0,0.4,0,2,1,22.0,Strong Pitcher Advantage,Below average,37.5,5,478,Unknown,,Unknown,,No,108.0,1.08,1.0,64.4,0.942,0.964,42.3,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,16.0,27.3,21.0,49.2,64.4,45.0,37.0,4.03,1.314,0.989,0.985,1.0,0.949,0.949,0.98,11.71,8.32,85.0,27.1,F,Lineup unconfirmed,973.0,3.9,21.5,12.4,41.0,28.0,81.4,93.7,117.3,0.504,19.0,Pitch-level Statcast · last 5 MLB games,4-Seam Fastball,51.46443514644351,246.0,Sweeper,20.711297071129707,99.0,Changeup,14.435146443514645,69.0,Sinker,10.669456066945607,51.0,Cutter,2.719665271966527,13.0,,,,,,,,,
291,2026-09-25,823167,2026-09-26T02:15:00Z,Scheduled,Oracle Park,Los Angeles Dodgers @ San Francisco Giants,Away,669242,Tommy Edman,Los Angeles Dodgers,San Francisco Giants,2B,S,No,,82,320,281,68,11,2,8,43,41,21,14,66,0.242,0.325,0.381,0.706,12,43,37,4,2,0.108,0.0465,26,107,93,17,3,0.183,0.028,393,117,3.2,20.6,48.4,23.8,27.1,16.8,27.7,37.7,25.3,4.6,2.9,4.6,72.1,82.6,12.8,0.43,69.7,93.6,109.4,15.0,10.7,2.9,55.7,22.5,Weak,2.0,Contact-First Profile,A,Excellent HR swing plane,22.5,Weak,0.923,Good,2.6,32.4,93.2,0.388,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,12.83,4.83,Strong positive regression,Weak Contact-First Profile profile. 3.2% barrel rate; 82.6 mph average exit velocity; 27.7% air-ball rate; 37.7% pull-air rate; 4.6% HR-launch rate.,0.025,0.0269,4.05,4,2,35.1,0.11,11.4,Very recent HR,805074.0,Yunior Marte,R,Switch vs RHP,4,2,19.1,4.66,1.4,3,1.4,5.12,4.19,34.3,100.0,0.532,5.0,4-Seam Fastball,L,LHB vs RHP,27.5,211,0.25,0.317,0.372,0.69,4,12,39,0.019,2.9,0.432,41,0.0244,7.4,0.413,2,2,0,0/2,0.0,0.0,0.0,0.0,0,0,0,33.4,Slight Pitcher Advantage,Below average,45.0,4,312,Unknown,,Unknown,,No,91.0,0.91,1.0,33.8,0.969,0.99,35.0,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,27.5,45.9,34.3,23.3,33.8,45.0,37.0,4.03,1.168,1.013,1.035,1.0,0.923,0.923,0.98,10.46,6.78,82.9,23.3,F,Lineup unconfirmed,107.0,6.5,28.0,16.8,54.5,26.2,83.1,95.8,109.9,0.51,3.0,Pitch-level Statcast · last 5 MLB games,4-Seam Fastball,45.19230769230769,141.0,Slider,41.98717948717949,131.0,Split-Finger,9.294871794871796,29.0,Changeup,3.5256410256410255,11.0,,,,,,,,,,,,
292,2026-09-25,823248,2026-09-26T01:40:00Z,Scheduled,Petco Park,Arizona Diamondbacks @ San Diego Padres,Home,592518,Manny Machado,San Diego Padres,Arizona Diamondbacks,3B,R,No,,155,664,576,125,22,0,29,81,87,76,1,140,0.217,0.305,0.406,0.711,12,52,45,7,3,0.156,0.0577,24,105,89,21,5,0.236,0.0476,859,138,5.2,25.2,37.3,28.4,34.1,15.3,27.9,36.4,27.5,7.7,4.0,7.7,66.9,83.2,22.8,0.549,72.7,95.4,111.9,43.7,12.5,11.8,53.1,35.0,Below Average,2.5,Contact-First Profile,A-,Elevated power plane,35.0,Below Average,0.958,Good,5.1,35.0,94.9,0.531,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,41.27,12.27,Strong positive regression,Below Average Contact-First Profile profile. 5.2% barrel rate; 83.2 mph average exit velocity; 27.9% air-ball rate; 36.4% pull-air rate; 7.7% HR-launch rate.,0.0437,0.0419,3.99,2,1,19.9,0.1,10.1,Very recent HR,694297.0,Brandon Pfaadt,R,RHB vs RHP,28,18,128.1,3.72,1.17,14,0.98,6.1,2.1,36.2,99.8,0.553,5.0,4-Seam Fastball,R,RHB vs RHP,32.1,503,0.214,0.307,0.409,0.716,24,60,106,0.0477,5.1,0.565,240,0.0083,4.5,0.458,26,24,7,7/24,0.292,0.346,0.5,0.846,1,2,8,37.5,Slight Pitcher Advantage,Below average,52.0,5,446,Unknown,,Unknown,,No,94.0,0.94,1.0,39.2,0.972,0.97,41.6,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,32.1,30.3,36.2,34.8,39.2,45.0,36.9,4.03,1.108,0.981,0.985,1.0,0.958,0.958,0.98,15.7,8.55,85.0,26.5,F,Lineup unconfirmed,707.0,4.5,23.3,13.4,41.7,26.2,82.9,94.8,112.3,0.475,14.0,Pitch-level Statcast · last 5 MLB games,4-Seam Fastball,31.614349775784753,141.0,Curveball,14.349775784753364,64.0,Changeup,14.125560538116591,63.0,Sinker,13.90134529147982,62.0,Cutter,13.004484304932735,58.0,Sweeper,13.004484304932735,58.0,,,,,,
