rank,date,game_pk,team,opp,batter_id,batter,batter_hand,batting_order,lineup_source,roster_role,lineup_confirmed,last7_starts,last7_start_rate_pct,last7_most_recent_order,starter_id,starter,starter_hand,expected_pa,starter_pa_share,bullpen_k_pa_pct,pp_goblin_line,pp_standard_line,pp_devil_line,dk_goblin_line,dk_standard_line,dk_devil_line,fd_goblin_line,fd_standard_line,fd_devil_line,dk_standard_over_odds,dk_standard_under_odds,fd_standard_over_odds,fd_standard_under_odds,proj_k,line,play,true_probability_pct,fair_odds,confidence,ai_score,l5_k_per_game,l10_k_per_game,l15_k_per_game,l5_1plus_pct,l10_1plus_pct,l15_1plus_pct,l5_2plus_pct,l10_2plus_pct,l15_2plus_pct,bvp_pa,bvp_k,bvp_k_rate_pct,bvp_k_rate_reg_pct,bvp_pitches,bvp_whiff_pct,bvp_csw_pct,bvp_chase_pct,bvp_contact_pct,bvp_zone_contact_pct,bvp_two_strike_whiff_pct,bvp_reliability,split_pa,split_k_rate_pct,sp_k_rate_pct,sp_whiff_pct,sp_csw_pct,top_pitch,top_pitch_usage_pct,top_pitch_batter_whiff_pct,arsenal_whiff_allowed_pct,arsenal_csw_allowed_pct,target_fb_velo,velo_band_width,velo_band_pitches,velo_band_swings,velo_band_whiffs,velo_band_whiff_raw_pct,velo_band_source,more_0_5_pct,less_0_5_pct,more_1_5_pct,less_1_5_pct,more_2_5_pct,less_2_5_pct,more_3_5_pct,less_3_5_pct,sim_p0_pct,sim_p1_pct,sim_p2_pct,sim_p3_pct,sim_p4plus_pct
1,2026-09-19,823003,WSH,STL,660688,Keibert Ruiz,S,,ACTIVE_ROSTER,ACTIVE_BENCH,False,3,42.9,7.0,700241,Michael McGreevy,R,1.15,0.78,20.7,,,,,,,,,,,,,,0.3049,1.5,LESS,97.4,-3788,76,88,0.0,0.3,0.2,0.0,30.0,20.0,0.0,0.0,0.0,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,183,6.0,17.0,18.4,24.7,4-Seam,24.8,8.0,12.0,22.9,90.8902,1.5,61,40,2,5.0,VELO_BAND_1.5,27.9,72.1,2.6,97.4,0.0,100.0,0.0,100.0,72.1,25.3,2.6,0.0,0.0
2,2026-09-19,824380,ATH,CLE,643446,Jeff McNeil,L,,ACTIVE_ROSTER,ACTIVE_BENCH,False,4,57.1,5.0,676440,Tanner Bibee,R,1.15,0.78,25.2,,,,,,,,,,,,,,0.3351,1.5,LESS,97.2,-3461,80,89,0.6,0.5,0.6,60.0,50.0,46.7,0.0,0.0,13.3,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,248,11.3,18.3,19.1,26.1,Cutter,23.7,19.7,12.9,19.2,90.7142,1.5,128,83,8,9.6,VELO_BAND_1.5,30.7,69.3,2.8,97.2,0.0,100.0,0.0,100.0,69.3,27.9,2.8,0.0,0.0
3,2026-09-19,824304,COL,SEA,664954,Brett Sullivan,L,,ACTIVE_ROSTER,ACTIVE_BENCH,False,4,57.1,8.0,682243,Bryce Miller,R,1.15,0.78,22.9,,,,,,,,,,,,,,0.3662,1.5,LESS,96.4,-2675,71,87,0.4,0.3,0.4,20.0,20.0,26.7,20.0,10.0,13.3,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,113,15.9,24.4,22.2,25.1,4-Seam,38.1,9.2,10.6,24.7,95.1444,1.5,93,47,5,10.6,VELO_BAND_1.5,33.0,67.0,3.6,96.4,0.0,100.0,0.0,100.0,67.0,29.4,3.6,0.0,0.0
4,2026-09-19,824304,SEA,COL,645302,Victor Robles,R,,ACTIVE_ROSTER,ACTIVE_BENCH,False,1,14.3,3.01,500779,Jose Quintana,L,1.15,0.42,17.4,,,,,,,,,,,,,,0.3773,1.5,LESS,96.2,-2532,60,84,0.0,0.3,0.3333,0.0,30.0,33.3,0.0,0.0,0.0,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,39,17.9,0.0,26.3,20.6,Sinker,26.5,5.9,16.4,26.1,89.9118,1.5,42,23,2,8.7,VELO_BAND_1.5,33.9,66.1,3.8,96.2,0.0,100.0,0.0,100.0,66.1,30.1,3.8,0.0,0.0
5,2026-09-19,823003,STL,WSH,802139,JJ Wetherholt,L,,ACTIVE_ROSTER,ACTIVE_BENCH,False,1,14.3,1.0,674841,Andrew Alvarez,L,1.15,0.6944,20.3,,,,,,,,,,,,,,0.3872,1.5,LESS,96.2,-2523,79,89,0.6,0.9,0.8667,40.0,40.0,40.0,20.0,30.0,33.3,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,140,15.7,21.8,23.0,27.1,Curve,30.8,18.8,14.0,27.5,92.0609,1.5,278,119,9,7.6,VELO_BAND_1.5,34.9,65.1,3.8,96.2,0.0,100.0,0.0,100.0,65.1,31.1,3.8,0.0,0.0
6,2026-09-19,822921,BOS,TB,681508,Mickey Gasper,S,,ACTIVE_ROSTER,ACTIVE_BENCH,False,3,42.9,3.01,642547,Freddy Peralta,R,1.15,0.78,22.1,,,,,,,,,,,,,,0.3788,1.5,LESS,96.2,-2515,73,87,0.4,0.4,0.6,40.0,40.0,53.3,0.0,0.0,6.7,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,153,12.4,20.4,22.4,23.5,4-Seam,50.9,5.0,11.4,25.6,94.3884,1.5,116,40,5,12.5,VELO_BAND_1.5,34.1,65.9,3.8,96.2,0.0,100.0,0.0,100.0,65.9,30.2,3.8,0.0,0.0
7,2026-09-19,822843,TEX,TOR,696030,Alejandro Osuna,L,,ACTIVE_ROSTER,ACTIVE_BENCH,False,3,42.9,4.01,667755,José Soriano,R,1.15,0.78,23.0,,,,,,,,,,,,,,0.3954,1.5,LESS,95.9,-2368,72,87,0.4,0.6,0.5333,40.0,60.0,53.3,0.0,0.0,0.0,2,0,0.0,21.5,9,50.0,33.3,16.7,50.0,100.0,0.0,0.0545,114,14.9,19.3,23.5,27.4,Sinker,30.2,13.5,12.2,29.3,96.2981,1.5,115,46,10,21.7,VELO_BAND_1.5,35.5,64.5,4.1,95.9,0.0,100.0,0.0,100.0,64.5,31.4,4.0,0.0,0.0
8,2026-09-19,823330,PIT,KC,682927,Ronny Simon,S,,ACTIVE_ROSTER,ACTIVE_BENCH,False,1,14.3,8.02,702070,Noah Cameron,L,1.15,0.78,19.1,,,,,,,,,,,,,,0.3974,1.5,LESS,95.9,-2365,66,85,0.6,0.5,0.3846,40.0,40.0,30.8,20.0,10.0,7.7,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,15,13.3,22.4,24.7,26.8,4-Seam,21.9,6.9,11.6,25.6,91.3571,2.5,38,21,2,9.5,VELO_BAND_2.5,35.7,64.3,4.1,95.9,0.0,100.0,0.0,100.0,64.3,31.6,4.0,0.0,0.0
9,2026-09-19,823571,PHI,NYM,665561,Rafael Marchán,S,,ACTIVE_ROSTER,ACTIVE_BENCH,False,1,14.3,3.01,681035,Christian Scott,R,1.15,0.78,23.5,,,,,,,,,,,,,,0.3976,1.5,LESS,95.8,-2270,66,85,0.2,0.2,0.2308,20.0,20.0,23.1,0.0,0.0,0.0,2,0,0.0,21.5,12,14.3,8.3,37.5,85.7,75.0,0.0,0.0622,22,4.5,28.1,25.4,28.1,4-Seam,45.7,9.4,10.8,26.7,93.8162,1.5,39,18,1,5.6,VELO_BAND_1.5,35.5,64.5,4.2,95.8,0.0,100.0,0.0,100.0,64.5,31.3,4.2,0.0,0.0
10,2026-09-19,823330,KC,PIT,668942,Josh Rojas,L,,ACTIVE_ROSTER,ACTIVE_BENCH,False,3,42.9,8.0,696149,Bubba Chandler,R,1.15,0.78,23.9,,,,,,,,,,,,,,0.4056,1.5,LESS,95.7,-2247,70,87,0.2,0.5,0.4667,20.0,40.0,40.0,0.0,10.0,6.7,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,86,14.0,21.5,20.3,25.7,4-Seam,45.1,9.4,13.5,26.0,98.2363,1.5,20,12,0,0.0,VELO_BAND_1.5,36.3,63.7,4.3,95.7,0.0,100.0,0.0,100.0,63.7,32.0,4.2,0.0,0.0
