player_id,player_name,team,opponent,position,season,season_type,week,ladder_line,probability,probability_grade,projected_receiving_yards,model_version
00-0029892,Kyle Juszczyk,SF,LV,RB,2026,PRE,3,10.0,41.18,ELITE,9.917,NFL_RECEIVING_YARDS_V1
00-0029892,Kyle Juszczyk,SF,LV,RB,2026,PRE,3,20.0,18.65,ELITE,9.917,NFL_RECEIVING_YARDS_V1
00-0029892,Kyle Juszczyk,SF,LV,RB,2026,PRE,3,30.0,5.95,ELITE,9.917,NFL_RECEIVING_YARDS_V1
00-0029892,Kyle Juszczyk,SF,LV,RB,2026,PRE,3,40.0,1.24,ELITE,9.917,NFL_RECEIVING_YARDS_V1
00-0029892,Kyle Juszczyk,SF,LV,RB,2026,PRE,3,50.0,0.15,VERY LOW,9.917,NFL_RECEIVING_YARDS_V1
00-0029892,Kyle Juszczyk,SF,LV,RB,2026,PRE,3,60.0,0.01,VERY LOW,9.917,NFL_RECEIVING_YARDS_V1
00-0029892,Kyle Juszczyk,SF,LV,RB,2026,PRE,3,70.0,0.0,VERY LOW,9.917,NFL_RECEIVING_YARDS_V1
00-0029892,Kyle Juszczyk,SF,LV,RB,2026,PRE,3,80.0,0.0,VERY LOW,9.917,NFL_RECEIVING_YARDS_V1
00-0029892,Kyle Juszczyk,SF,LV,RB,2026,PRE,3,90.0,0.0,VERY LOW,9.917,NFL_RECEIVING_YARDS_V1
00-0029892,Kyle Juszczyk,SF,LV,RB,2026,PRE,3,100.0,0.0,VERY LOW,9.917,NFL_RECEIVING_YARDS_V1
00-0030506,Travis Kelce,KC,SEA,TE,2026,PRE,3,10.0,63.53,ELITE,25.73,NFL_RECEIVING_YARDS_V1
00-0030506,Travis Kelce,KC,SEA,TE,2026,PRE,3,20.0,51.01,ELITE,25.73,NFL_RECEIVING_YARDS_V1
00-0030506,Travis Kelce,KC,SEA,TE,2026,PRE,3,30.0,38.55,ELITE,25.73,NFL_RECEIVING_YARDS_V1
00-0030506,Travis Kelce,KC,SEA,TE,2026,PRE,3,40.0,27.59,ELITE,25.73,NFL_RECEIVING_YARDS_V1
