rank,model_season,season_type,target_week,target_slate,player_id,player_name,team,roster_status,years_exp,jersey_number,headshot_url,prior_context,team_prior_attempts,team_prior_ypa,team_prior_yards,games_sample,data_through_season,last_5_avg,last_10_avg,last_15_avg,season_avg,prior_season_avg,last_5_attempts,last_10_attempts,season_attempts,last_5_ypa,last_10_ypa,season_ypa,normal_attempts,projected_ypa,baseline_yards,player_std,projection_source,normal_projected_attempts,projected_attempts,preseason_usage_source,preseason_usage_bucket,projected_passing_yards,model_std,preseason_expected_to_play,preseason_game_plan_role,preseason_game_plan_source,preseason_game_plan_note,preseason_rotation_factor,preseason_game_plan_factor,preseason_attempt_share,expected_pressure_rate,pressure_adjusted_ypa,clean_pocket_ypa,under_pressure_ypa,depth_matchup_short_0_4,depth_matchup_short_5_9,depth_matchup_intermediate_10_14,depth_matchup_intermediate_15_19,depth_matchup_deep_20_24,depth_matchup_deep_25_29,depth_matchup_deep_30_plus,game_script_volume_factor,game_script_efficiency_factor,game_script_label,sim_p10,sim_p25,sim_median,sim_p75,sim_p90,prob_100_plus,grade_100_plus,prob_110_plus,grade_110_plus,prob_120_plus,grade_120_plus,prob_130_plus,grade_130_plus,prob_140_plus,grade_140_plus,prob_150_plus,grade_150_plus,prob_160_plus,grade_160_plus,prob_170_plus,grade_170_plus,prob_180_plus,grade_180_plus,prob_190_plus,grade_190_plus,prob_200_plus,grade_200_plus,prob_210_plus,grade_210_plus,prob_220_plus,grade_220_plus,prob_230_plus,grade_230_plus,prob_240_plus,grade_240_plus,prob_250_plus,grade_250_plus,prob_260_plus,grade_260_plus,prob_270_plus,grade_270_plus,prob_280_plus,grade_280_plus,prob_290_plus,grade_290_plus,prob_300_plus,grade_300_plus,prob_310_plus,grade_310_plus,prob_320_plus,grade_320_plus,prob_330_plus,grade_330_plus,prob_340_plus,grade_340_plus,prob_350_plus,grade_350_plus,prob_360_plus,grade_360_plus,prob_370_plus,grade_370_plus,prob_380_plus,grade_380_plus,prob_390_plus,grade_390_plus,prob_400_plus,grade_400_plus,pass_depth_prob_5_plus,pass_depth_prob_10_plus,pass_depth_prob_15_plus,pass_depth_prob_20_plus,pass_depth_prob_25_plus,pass_depth_prob_30_plus,pass_depth_source,pass_depth_attempt_sample,pass_depth_game_sample,pass_depth_avg_hist_attempts,pass_depth_avg_longest_completion,opponent,home_away,game_id,game_date,game_name
43,2026,REG,1,Regular Season Week 1,00-0036264,Jordan Love,GB,ACT,6,10.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/thz8stjkbjwddxqnozi5",TEAM_BLEND,28.0,7.26,201.2,47,2025.0,192.0,212.2,225.4,225.4,225.9,25.8,29.2,29.3,7.32,7.2,7.67,27.6,7.36,211.1,79.27656418999861,NFL_HISTORY,27.6,27.6,FULL_GAME_WORKLOAD,regular,202.8,77.6,True,QB2,DEPTH ROTATION,,1.0,1.0,0.35,0.0,7.359,7.359,5.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,102.3,149.9,201.6,253.8,299.6,90.6,ELITE,88.1,VERY HIGH,85.5,VERY HIGH,82.7,VERY HIGH,79.2,HIGH,75.0,HIGH,70.7,HIGH,66.2,SOLID,61.0,SOLID,56.0,LEAN,50.7,LEAN,45.8,COIN FLIP,40.5,COIN FLIP,35.4,LOW,30.8,LOW,26.6,LOW,22.6,VERY LOW,18.9,VERY LOW,15.5,VERY LOW,12.5,VERY LOW,9.9,VERY LOW,7.7,VERY LOW,5.9,VERY LOW,4.6,VERY LOW,3.5,VERY LOW,2.7,VERY LOW,2.0,VERY LOW,1.6,VERY LOW,1.1,VERY LOW,0.7,VERY LOW,0.5,VERY LOW,82.5,82.5,82.2,77.5,71.0,60.2,QB_3_SEASON_GAME_BOOTSTRAP,1653,51,32.4,41.5,MIN,away,401872927,2026-09-13T20:25Z,Green Bay Packers at Minnesota Vikings
44,2026,REG,1,Regular Season Week 1,00-0032268,Marcus Mariota,WAS,ACT,11,8.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/grx6m1fmu1odltjo3y31",TEAM_BLEND,28.2,6.88,194.2,12,2025.0,205.2,182.6,181.6,185.0,183.0,27.0,24.1,24.8,8.11,7.85,7.73,25.9,7.81,190.9,68.00483760466776,NFL_HISTORY,25.9,25.9,FULL_GAME_WORKLOAD,regular,202.6,68.6,True,QB2,DEPTH ROTATION,,1.0,1.0,0.35,0.0,7.811,7.811,5.312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,115.2,156.3,202.8,248.1,288.8,93.4,ELITE,91.3,ELITE,88.8,VERY HIGH,85.8,VERY HIGH,82.1,VERY HIGH,78.1,HIGH,73.2,HIGH,68.1,SOLID,62.6,SOLID,57.2,LEAN,51.6,LEAN,45.5,COIN FLIP,39.8,LOW,34.2,LOW,29.0,LOW,24.3,VERY LOW,20.3,VERY LOW,16.3,VERY LOW,12.9,VERY LOW,9.7,VERY LOW,7.7,VERY LOW,5.9,VERY LOW,4.4,VERY LOW,3.2,VERY LOW,2.3,VERY LOW,1.5,VERY LOW,1.0,VERY LOW,0.7,VERY LOW,0.5,VERY LOW,0.3,VERY LOW,0.2,VERY LOW,76.8,76.8,71.4,64.6,50.8,25.6,QB_3_SEASON_GAME_BOOTSTRAP,320,15,21.3,29.1,PHI,away,401872929,2026-09-13T20:25Z,Washington Commanders at Philadelphia Eagles
45,2026,REG,1,Regular Season Week 1,00-0040906,Garrett Nussmeier,KC,ACT,0,14.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/uyidfkzfhuqaks3pmdeo",TEAM_BLEND,30.5,6.63,205.2,0,,,,,,,,,,,,,30.5,6.63,205.2,76.608431349728,TEAM_PRIOR_NO_NFL_HISTORY,30.5,30.5,FULL_GAME_WORKLOAD,regular,202.2,85.8,True,QB2,DEPTH ROTATION,,1.0,1.0,0.35,0.0,6.631,6.631,4.509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,91.9,144.2,201.6,260.1,310.9,88.2,VERY HIGH,85.9,VERY HIGH,83.4,VERY HIGH,80.5,VERY HIGH,76.7,HIGH,72.9,HIGH,69.1,SOLID,64.6,SOLID,60.1,SOLID,55.5,LEAN,50.7,LEAN,46.0,COIN FLIP,41.1,COIN FLIP,36.7,LOW,32.5,LOW,28.8,LOW,25.0,LOW,21.0,VERY LOW,17.8,VERY LOW,15.1,VERY LOW,12.3,VERY LOW,10.1,VERY LOW,8.2,VERY LOW,6.7,VERY LOW,5.3,VERY LOW,4.2,VERY LOW,3.4,VERY LOW,2.6,VERY LOW,1.9,VERY LOW,1.5,VERY LOW,1.1,VERY LOW,82.5,82.5,80.1,76.5,70.1,57.0,TEAM_3_SEASON_GAME_BOOTSTRAP,2192,58,37.8,37.7,DEN,home,401872931,2026-09-15T00:15Z,Denver Broncos at Kansas City Chiefs
46,2026,REG,1,Regular Season Week 1,00-0041565,Drew Allar,PIT,ACT,0,16.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/sphuqnfrtzwsgeugeycz",TEAM_BLEND,29.5,6.83,201.6,0,,,,,,,,,,,,,29.5,6.83,201.6,68.74960730582022,TEAM_PRIOR_NO_NFL_HISTORY,29.5,29.5,FULL_GAME_WORKLOAD,regular,201.7,77.0,True,QB2,DEPTH ROTATION,,1.0,1.0,0.35,0.0,6.834,6.834,4.647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,102.6,148.9,200.9,253.1,300.1,90.5,ELITE,88.1,VERY HIGH,85.4,VERY HIGH,82.2,VERY HIGH,78.5,HIGH,74.5,HIGH,70.7,HIGH,66.0,SOLID,60.8,SOLID,55.8,LEAN,50.6,LEAN,45.2,COIN FLIP,40.2,COIN FLIP,34.7,LOW,30.4,LOW,26.2,LOW,22.2,VERY LOW,18.5,VERY LOW,15.0,VERY LOW,12.2,VERY LOW,10.0,VERY LOW,7.8,VERY LOW,5.9,VERY LOW,4.4,VERY LOW,3.5,VERY LOW,2.7,VERY LOW,2.1,VERY LOW,1.5,VERY LOW,1.0,VERY LOW,0.7,VERY LOW,0.4,VERY LOW,82.5,82.5,80.5,74.9,64.9,50.5,TEAM_3_SEASON_GAME_BOOTSTRAP,1789,54,33.1,38.4,ATL,home,401872658,2026-09-13T17:00Z,Atlanta Falcons at Pittsburgh Steelers
47,2026,REG,1,Regular Season Week 1,00-0040203,Will Howard,PIT,ACT,1,18.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wzt7xj9ownxfit5igpcd",TEAM_BLEND,29.5,6.83,201.6,0,,,,,,,,,,,,,29.5,6.83,201.6,68.74960730582022,TEAM_PRIOR_NO_NFL_HISTORY,29.5,29.5,FULL_GAME_WORKLOAD,regular,201.7,77.0,True,QB2,DEPTH ROTATION,,1.0,1.0,0.35,0.0,6.834,6.834,4.647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,103.5,147.2,198.8,250.9,297.6,90.9,ELITE,88.0,VERY HIGH,85.3,VERY HIGH,81.6,VERY HIGH,77.9,HIGH,73.9,HIGH,69.7,SOLID,64.8,SOLID,59.8,LEAN,54.6,LEAN,49.4,COIN FLIP,44.4,COIN FLIP,39.3,LOW,34.7,LOW,30.1,LOW,25.4,LOW,21.3,VERY LOW,17.9,VERY LOW,14.7,VERY LOW,11.9,VERY LOW,9.5,VERY LOW,7.5,VERY LOW,5.9,VERY LOW,4.6,VERY LOW,3.6,VERY LOW,2.8,VERY LOW,2.1,VERY LOW,1.5,VERY LOW,1.1,VERY LOW,0.8,VERY LOW,0.6,VERY LOW,82.5,82.5,80.2,74.7,64.8,50.8,TEAM_3_SEASON_GAME_BOOTSTRAP,1789,54,33.1,38.4,ATL,home,401872658,2026-09-13T17:00Z,Atlanta Falcons at Pittsburgh Steelers
48,2026,REG,1,Regular Season Week 1,00-0040891,Cole Payton,PHI,ACT,0,10.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qt8hajjwkvpynr8nwepz",TEAM_BLEND,28.3,7.09,198.5,0,,,,,,,,,,,,,28.3,7.09,198.5,68.46606606835736,TEAM_PRIOR_NO_NFL_HISTORY,28.3,28.3,FULL_GAME_WORKLOAD,regular,200.5,76.7,True,QB2,DEPTH ROTATION,,1.0,1.0,0.35,0.0,7.093,7.093,4.824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,103.3,148.9,200.1,251.0,297.2,90.7,ELITE,88.4,VERY HIGH,85.6,VERY HIGH,82.4,VERY HIGH,78.5,HIGH,74.6,HIGH,70.1,HIGH,65.0,SOLID,60.2,SOLID,55.2,LEAN,50.0,LEAN,44.9,COIN FLIP,39.7,LOW,34.8,LOW,29.9,LOW,25.4,LOW,21.3,VERY LOW,17.9,VERY LOW,14.6,VERY LOW,11.8,VERY LOW,9.3,VERY LOW,7.3,VERY LOW,5.7,VERY LOW,4.3,VERY LOW,3.3,VERY LOW,2.4,VERY LOW,1.8,VERY LOW,1.3,VERY LOW,0.9,VERY LOW,0.6,VERY LOW,0.4,VERY LOW,82.5,82.5,82.1,73.6,63.5,51.1,TEAM_3_SEASON_GAME_BOOTSTRAP,1810,57,31.8,37.5,WAS,home,401872929,2026-09-13T20:25Z,Washington Commanders at Philadelphia Eagles
49,2026,REG,1,Regular Season Week 1,00-0040014,Kyle McCord,MIA,ACT,1,14.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/smdh2mmu457aammcblth",TEAM_BLEND,29.2,6.82,200.4,0,,,,,,,,,,,,,29.2,6.82,200.4,73.3078371167153,TEAM_PRIOR_NO_NFL_HISTORY,29.2,29.2,FULL_GAME_WORKLOAD,regular,199.3,82.1,True,QB2,DEPTH ROTATION,,1.0,1.0,0.35,0.0,6.824,6.824,4.641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,93.9,142.3,198.7,254.6,305.2,88.8,VERY HIGH,86.1,VERY HIGH,83.1,VERY HIGH,79.8,HIGH,75.8,HIGH,72.0,HIGH,68.0,SOLID,63.8,SOLID,59.2,LEAN,54.4,LEAN,49.4,COIN FLIP,44.5,COIN FLIP,39.9,LOW,35.3,LOW,30.7,LOW,26.7,LOW,22.9,VERY LOW,19.3,VERY LOW,16.2,VERY LOW,13.6,VERY LOW,11.2,VERY LOW,9.1,VERY LOW,7.4,VERY LOW,5.8,VERY LOW,4.6,VERY LOW,3.5,VERY LOW,2.6,VERY LOW,1.9,VERY LOW,1.5,VERY LOW,1.0,VERY LOW,0.7,VERY LOW,82.5,82.5,82.2,76.1,55.4,39.1,TEAM_3_SEASON_GAME_BOOTSTRAP,1799,52,34.6,36.2,LV,away,401872928,2026-09-13T20:25Z,Miami Dolphins at Las Vegas Raiders
50,2026,REG,1,Regular Season Week 1,00-0039376,Spencer Rattler,NO,ACT,2,2.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gcgmcf4kex3jsl4rlrng",TEAM_BLEND,29.6,6.82,201.0,15,2025.0,189.4,204.4,193.5,198.2,188.1,27.4,33.4,32.0,6.88,6.25,6.34,30.1,6.59,194.4,45.48824801715299,NFL_HISTORY,30.1,30.1,FULL_GAME_WORKLOAD,regular,198.2,51.1,True,QB2,DEPTH ROTATION,,1.0,1.0,0.35,0.0,6.59,6.59,4.481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,132.0,164.0,198.8,233.5,262.6,97.1,ELITE,95.8,ELITE,93.6,ELITE,90.5,ELITE,87.1,VERY HIGH,82.7,VERY HIGH,77.2,HIGH,71.0,HIGH,64.3,SOLID,57.0,LEAN,48.9,COIN FLIP,41.2,COIN FLIP,34.0,LOW,27.1,LOW,20.9,VERY LOW,15.3,VERY LOW,11.1,VERY LOW,7.7,VERY LOW,5.5,VERY LOW,3.6,VERY LOW,2.3,VERY LOW,1.5,VERY LOW,0.9,VERY LOW,0.5,VERY LOW,0.3,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,77.2,77.2,74.9,66.3,51.8,39.8,QB_3_SEASON_GAME_BOOTSTRAP,526,16,32.9,34.3,DET,away,401872923,2026-09-13T17:00Z,New Orleans Saints at Detroit Lions
51,2026,REG,1,Regular Season Week 1,00-0040981,Joe Fagnano,BAL,ACT,0,12.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/p8uqfsnpx153mn3gjtd3",TEAM_BLEND,27.1,7.29,194.5,0,,,,,,,,,,,,,27.1,7.29,194.5,70.3512454731327,TEAM_PRIOR_NO_NFL_HISTORY,27.1,27.1,FULL_GAME_WORKLOAD,regular,197.4,78.8,True,QB2,DEPTH ROTATION,,1.0,1.0,0.35,0.0,7.288,7.288,4.956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,96.3,143.5,196.8,249.9,297.8,89.1,VERY HIGH,86.4,VERY HIGH,83.4,VERY HIGH,79.9,HIGH,76.3,HIGH,72.4,HIGH,67.8,SOLID,63.1,SOLID,58.5,LEAN,53.5,LEAN,48.5,COIN FLIP,43.3,COIN FLIP,38.3,LOW,33.3,LOW,28.8,LOW,25.0,VERY LOW,20.9,VERY LOW,17.3,VERY LOW,14.2,VERY LOW,11.7,VERY LOW,9.5,VERY LOW,7.5,VERY LOW,5.8,VERY LOW,4.6,VERY LOW,3.5,VERY LOW,2.6,VERY LOW,1.9,VERY LOW,1.4,VERY LOW,1.1,VERY LOW,0.7,VERY LOW,0.5,VERY LOW,82.5,82.5,80.4,74.0,65.1,52.5,TEAM_3_SEASON_GAME_BOOTSTRAP,1625,55,29.5,40.2,IND,away,401872659,2026-09-13T17:00Z,Baltimore Ravens at Indianapolis Colts
52,2026,REG,1,Regular Season Week 1,00-0041092,Taylen Green,CLE,ACT,0,15.0,,TEAM_BLEND,30.4,6.42,196.0,0,,,,,,,,,,,,,30.4,6.42,196.0,81.42517894021634,TEAM_PRIOR_NO_NFL_HISTORY,30.4,30.4,FULL_GAME_WORKLOAD,regular,195.1,91.2,True,QB2,DEPTH ROTATION,,1.0,1.0,0.35,0.0,6.417,6.417,4.364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,78.5,132.6,195.3,257.2,310.2,85.1,VERY HIGH,82.3,VERY HIGH,79.1,HIGH,75.8,HIGH,72.5,HIGH,68.7,SOLID,64.6,SOLID,60.8,SOLID,56.4,LEAN,52.0,LEAN,47.9,COIN FLIP,43.4,COIN FLIP,39.3,LOW,35.2,LOW,31.1,LOW,27.7,LOW,23.8,VERY LOW,20.6,VERY LOW,17.2,VERY LOW,14.5,VERY LOW,12.1,VERY LOW,10.1,VERY LOW,8.3,VERY LOW,7.0,VERY LOW,5.7,VERY LOW,4.6,VERY LOW,3.7,VERY LOW,2.9,VERY LOW,2.3,VERY LOW,1.7,VERY LOW,1.4,VERY LOW,82.5,82.3,81.2,68.3,52.5,37.0,TEAM_3_SEASON_GAME_BOOTSTRAP,2067,52,39.8,35.2,JAX,away,401872922,2026-09-13T17:00Z,Cleveland Browns at Jacksonville Jaguars
53,2026,REG,1,Regular Season Week 1,00-0041149,Haynes King,CAR,ACT,0,16.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qcloyq4ahyh0hfzo6i0i",TEAM_BLEND,29.5,6.6,195.7,0,,,,,,,,,,,,,29.5,6.6,195.7,73.01381465694534,TEAM_PRIOR_NO_NFL_HISTORY,29.5,29.5,FULL_GAME_WORKLOAD,regular,194.5,81.8,True,QB2,DEPTH ROTATION,,1.0,1.0,0.35,0.0,6.597,6.597,4.486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,90.1,139.9,194.5,249.2,297.3,87.6,VERY HIGH,85.0,VERY HIGH,82.3,VERY HIGH,78.9,HIGH,75.0,HIGH,71.1,HIGH,66.5,SOLID,61.7,SOLID,56.8,LEAN,52.1,LEAN,47.1,COIN FLIP,42.2,COIN FLIP,37.0,LOW,32.6,LOW,28.6,LOW,24.6,VERY LOW,21.0,VERY LOW,17.5,VERY LOW,14.4,VERY LOW,11.8,VERY LOW,9.5,VERY LOW,7.6,VERY LOW,6.0,VERY LOW,4.7,VERY LOW,3.6,VERY LOW,2.8,VERY LOW,1.8,VERY LOW,1.3,VERY LOW,1.0,VERY LOW,0.8,VERY LOW,0.6,VERY LOW,82.5,80.7,75.9,71.5,52.6,39.2,TEAM_3_SEASON_GAME_BOOTSTRAP,1832,52,35.2,32.2,CHI,home,401872661,2026-09-13T17:00Z,Chicago Bears at Carolina Panthers
54,2026,REG,1,Regular Season Week 1,00-0041117,Athan Kaliakmanis,WAS,ACT,0,16.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ahtbv63jyg8ampmyrxn9",TEAM_BLEND,28.2,6.88,194.2,0,,,,,,,,,,,,,28.2,6.88,194.2,70.19315581302358,TEAM_PRIOR_NO_NFL_HISTORY,28.2,28.2,FULL_GAME_WORKLOAD,regular,194.1,78.6,True,QB2,DEPTH ROTATION,,1.0,1.0,0.35,0.0,6.877,6.877,4.676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,93.5,140.4,192.9,246.2,294.9,88.6,VERY HIGH,85.5,VERY HIGH,82.5,VERY HIGH,78.9,HIGH,75.2,HIGH,70.9,HIGH,66.3,SOLID,61.5,SOLID,56.5,LEAN,51.5,LEAN,46.2,COIN FLIP,41.4,COIN FLIP,36.8,LOW,31.9,LOW,27.5,LOW,23.3,VERY LOW,20.0,VERY LOW,16.6,VERY LOW,13.9,VERY LOW,11.2,VERY LOW,8.8,VERY LOW,6.9,VERY LOW,5.2,VERY LOW,4.0,VERY LOW,3.1,VERY LOW,2.3,VERY LOW,1.8,VERY LOW,1.3,VERY LOW,1.0,VERY LOW,0.6,VERY LOW,0.4,VERY LOW,82.5,82.5,81.4,76.7,68.1,46.9,TEAM_3_SEASON_GAME_BOOTSTRAP,1913,54,35.4,37.5,PHI,away,401872929,2026-09-13T20:25Z,Washington Commanders at Philadelphia Eagles
55,2026,REG,1,Regular Season Week 1,00-0040676,Cam Ward,TEN,ACT,1,1.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/l7switu6stlwd2irm8yo",TEAM_BLEND,29.6,6.68,196.5,16,2025.0,181.4,201.6,200.3,194.8,,32.6,33.5,33.6,5.63,6.07,5.79,32.7,5.91,191.5,56.007550650128955,NFL_HISTORY,32.7,32.7,FULL_GAME_WORKLOAD,regular,193.3,59.1,True,QB2,DEPTH ROTATION,,1.0,1.0,0.35,0.0,5.909,5.909,4.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,118.1,153.7,192.1,231.6,268.2,94.5,ELITE,92.2,ELITE,89.4,VERY HIGH,85.8,VERY HIGH,81.7,VERY HIGH,76.9,HIGH,71.2,HIGH,64.8,SOLID,58.2,LEAN,51.4,LEAN,44.8,COIN FLIP,37.9,LOW,31.7,LOW,26.0,LOW,21.0,VERY LOW,16.4,VERY LOW,12.7,VERY LOW,9.4,VERY LOW,6.8,VERY LOW,4.9,VERY LOW,3.4,VERY LOW,2.5,VERY LOW,1.7,VERY LOW,1.1,VERY LOW,0.7,VERY LOW,0.5,VERY LOW,0.3,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,82.5,82.5,82.1,75.6,62.7,36.6,QB_3_SEASON_GAME_BOOTSTRAP,595,17,35.0,31.9,NYJ,home,401872924,2026-09-13T17:00Z,New York Jets at Tennessee Titans
56,2026,REG,1,Regular Season Week 1,00-0041562,Fernando Mendoza,LV,ACT,0,15.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/umygvel2pumkyvxt3jm9",TEAM_BLEND,28.9,6.65,193.2,0,,,,,,,,,,,,,28.9,6.65,193.2,75.64967657933504,TEAM_PRIOR_NO_NFL_HISTORY,28.9,28.9,FULL_GAME_WORKLOAD,regular,192.2,84.7,True,QB2,DEPTH ROTATION,,1.0,1.0,0.35,0.0,6.652,6.652,4.524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,82.9,134.3,191.3,249.0,301.0,86.3,VERY HIGH,83.2,VERY HIGH,79.7,HIGH,76.4,HIGH,72.9,HIGH,68.9,SOLID,64.7,SOLID,60.3,SOLID,55.3,LEAN,50.5,LEAN,46.0,COIN FLIP,41.5,COIN FLIP,36.8,LOW,32.6,LOW,28.5,LOW,24.6,VERY LOW,21.0,VERY LOW,17.9,VERY LOW,15.0,VERY LOW,12.4,VERY LOW,10.2,VERY LOW,8.2,VERY LOW,6.6,VERY LOW,5.2,VERY LOW,4.0,VERY LOW,3.2,VERY LOW,2.4,VERY LOW,1.8,VERY LOW,1.3,VERY LOW,0.9,VERY LOW,0.7,VERY LOW,82.5,82.4,78.3,68.1,49.7,32.8,TEAM_3_SEASON_GAME_BOOTSTRAP,1868,51,36.6,31.5,MIA,home,401872928,2026-09-13T20:25Z,Miami Dolphins at Las Vegas Raiders
57,2026,REG,1,Regular Season Week 1,00-0039164,Anthony Richardson,IND,ACT,3,5.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wrddeyklfcgk9qybgofq",TEAM_BLEND,29.9,6.94,207.5,14,2024.0,171.2,174.3,165.7,174.3,144.2,26.2,26.0,26.0,7.24,7.25,7.25,26.5,7.21,167.8,54.03968425367596,NFL_HISTORY,26.5,26.5,FULL_GAME_WORKLOAD,regular,190.9,58.1,True,QB2,DEPTH ROTATION,,1.0,1.0,0.35,0.0,7.209,7.209,4.902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,115.2,151.5,190.5,228.8,263.1,94.0,ELITE,91.5,ELITE,88.5,VERY HIGH,84.9,VERY HIGH,80.5,VERY HIGH,75.7,HIGH,70.0,HIGH,63.1,SOLID,57.0,LEAN,50.4,LEAN,43.5,COIN FLIP,36.8,LOW,30.3,LOW,24.4,VERY LOW,19.5,VERY LOW,14.8,VERY LOW,10.9,VERY LOW,8.0,VERY LOW,5.9,VERY LOW,4.0,VERY LOW,2.7,VERY LOW,1.9,VERY LOW,1.2,VERY LOW,0.8,VERY LOW,0.5,VERY LOW,0.3,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,82.5,77.5,77.1,70.6,57.4,57.4,QB_3_SEASON_GAME_BOOTSTRAP,374,16,23.4,35.4,BAL,home,401872659,2026-09-13T17:00Z,Baltimore Ravens at Indianapolis Colts
58,2026,REG,1,Regular Season Week 1,00-0029604,Kirk Cousins,LV,ACT,14,8.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/za7cynvpwlsro1tsaijk",TEAM_BLEND,28.9,6.65,193.2,31,2025.0,207.6,180.4,206.3,188.0,250.6,32.2,27.9,29.1,6.29,6.28,6.24,30.2,6.32,204.6,89.79142068762833,NFL_HISTORY,30.2,30.1,FULL_GAME_WORKLOAD,regular,190.5,86.3,True,QB2,DEPTH ROTATION,,1.0,1.0,0.35,0.0,6.318,6.318,4.296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,80.3,132.3,189.6,247.9,297.7,85.5,VERY HIGH,82.3,VERY HIGH,79.4,HIGH,75.8,HIGH,71.9,HIGH,67.8,SOLID,63.6,SOLID,59.3,LEAN,54.3,LEAN,49.9,COIN FLIP,45.3,COIN FLIP,40.9,COIN FLIP,36.5,LOW,32.2,LOW,28.2,LOW,24.2,VERY LOW,20.5,VERY LOW,17.2,VERY LOW,14.3,VERY LOW,11.8,VERY LOW,9.5,VERY LOW,7.6,VERY LOW,6.1,VERY LOW,4.9,VERY LOW,4.0,VERY LOW,3.1,VERY LOW,2.3,VERY LOW,1.8,VERY LOW,1.4,VERY LOW,1.0,VERY LOW,0.8,VERY LOW,82.5,82.5,77.1,75.2,64.1,53.3,QB_3_SEASON_GAME_BOOTSTRAP,1094,32,34.2,37.0,MIA,home,401872928,2026-09-13T20:25Z,Miami Dolphins at Las Vegas Raiders
59,2026,REG,1,Regular Season Week 1,00-0027973,Andy Dalton,PHI,ACT,15,14.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/sfsneh0bn46e2kwve7sr",TEAM_BLEND,28.3,7.09,198.5,7,2025.0,169.0,217.9,217.9,175.0,197.8,29.2,34.4,24.0,5.86,6.3,7.29,29.6,6.44,189.2,77.95477614842123,NFL_HISTORY,29.6,29.6,FULL_GAME_WORKLOAD,regular,190.4,78.6,True,QB2,DEPTH ROTATION,,1.0,1.0,0.35,0.0,6.438,6.438,4.378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,92.2,138.4,190.8,243.4,290.5,88.2,VERY HIGH,85.1,VERY HIGH,81.8,VERY HIGH,78.2,HIGH,74.4,HIGH,70.3,HIGH,65.4,SOLID,60.6,SOLID,55.5,LEAN,50.4,LEAN,45.6,COIN FLIP,40.7,COIN FLIP,35.7,LOW,31.1,LOW,26.5,LOW,22.4,VERY LOW,18.7,VERY LOW,15.4,VERY LOW,12.6,VERY LOW,10.2,VERY LOW,8.0,VERY LOW,6.4,VERY LOW,5.0,VERY LOW,3.8,VERY LOW,2.8,VERY LOW,2.0,VERY LOW,1.5,VERY LOW,1.1,VERY LOW,0.8,VERY LOW,0.5,VERY LOW,0.4,VERY LOW,74.3,74.3,74.1,70.6,45.0,34.1,QB_3_SEASON_GAME_BOOTSTRAP,274,10,27.4,28.1,WAS,home,401872929,2026-09-13T20:25Z,Washington Commanders at Philadelphia Eagles
