Rank,Date,Game PK,Game Time UTC,Game Status,Venue,Matchup,Home/Away,Player ID,Player,Team,Opponent,Position,Bats,Confirmed Lineup,Lineup Spot,G,PA,AB,H,2B,3B,HR,R,RBI,BB,HBP,SO,AVG,OBP,SLG,OPS,L14 G,L14 PA,L14 AB,L14 H,L14 HR,L14 AVG,L14 HR/PA,L30 G,L30 PA,L30 AB,L30 H,L30 HR,L30 AVG,L30 HR/PA,Statcast BBE,L30 Statcast BBE,Barrel %,Hard Hit %,Pull %,Center %,Oppo %,Fly Ball %,Air Ball %,Pull Air %,Sweet Spot %,HR Launch %,Ideal HR Contact %,Ideal Contact %,HR/Barrel %,Avg Exit Velocity,Avg Launch Angle,xSLG on Contact,Avg Bat Speed,Power DNA Score,Power DNA Label,Power DNA Stars,Power Archetype,Swing Plane Grade,Swing Plane Label,Power Profile Score,Power Profile Label,Power Profile Multiplier,Power Profile Data Quality,Estimated xHR,xHR Minus Actual HR,HR Regression Label,AI Power Outlook,Raw HR/PA,Bayesian HR/PA,Expected PA,AB Since Last HR,Games Since Last HR,AB/HR,Due Ratio,Due Meter Pct,Due Label,Opposing SP ID,Opposing SP,Opposing SP Throws,Platoon,SP G,SP GS,SP IP,SP ERA,SP WHIP,SP HR,SP HR/9,SP K/9,SP BB/9,Recent Form Multiplier,Pitcher HR Multiplier,Platoon Multiplier,Legacy OPS/SLG Multiplier,Statcast Power Multiplier,Power Multiplier,Due Multiplier,Baseline HR Probability %,HR Probability %,Model Confidence %,HR Model Score,Grade,Data Quality
11,2026-07-22,824166,2026-07-23T00:10:00Z,Scheduled,Daikin Park,Miami Marlins @ Houston Astros,Away,665052,Griffin Conine,Miami Marlins,Houston Astros,LF,L,No,,35,106,94,26,5,0,7,15,16,10,2,34,0.277,0.358,0.553,0.911,9,26,26,10,4,0.385,0.1538,22,74,65,20,5,0.308,0.0676,27,27,11.1,22.2,60.0,30.0,10.0,14.8,22.2,50.0,48.1,14.8,11.1,14.8,100.0,82.1,14.0,1.25,72.1,53.5,Average,3.0,Pull Power,A,Excellent HR swing plane,53.5,Average,1.01,Good,2.5,-4.5,Strong negative regression,Average Pull Power profile. 11.1% barrel rate; 82.1 mph average exit velocity; 22.2% air-ball rate; 50.0% pull-air rate; 14.8% HR-launch rate.,0.066,0.048,4.23,11,3,13.4,0.82,81.9,Near normal interval,663567.0,Peter Lambert,R,LHB vs RHP,16,16,92.0,3.03,1.11,11,1.08,8.9,3.52,1.338,0.997,1.025,1.03,1.01,1.04,1.0,18.77,25.82,65.5,54.7,C+,Lineup unconfirmed
12,2026-07-22,824732,2026-07-22T23:10:00Z,Scheduled,Fenway Park,Baltimore Orioles @ Boston Red Sox,Home,575929,Willson Contreras,Boston Red Sox,Baltimore Orioles,1B,R,No,,92,380,325,94,17,2,22,50,66,37,15,94,0.289,0.384,0.557,0.941,4,16,13,5,2,0.385,0.125,18,72,62,20,6,0.323,0.0833,19,19,10.5,26.3,44.4,22.2,33.3,21.1,42.1,50.0,42.1,10.5,5.3,10.5,100.0,86.3,24.9,1.012,76.2,46.6,Below Average,3.0,Pull Power,A-,Elevated power plane,46.6,Below Average,0.99,Small Statcast sample,1.74,-20.26,Strong negative regression,Below Average Pull Power profile. 10.5% barrel rate; 86.3 mph average exit velocity; 42.1% air-ball rate; 50.0% pull-air rate; 10.5% HR-launch rate.,0.0579,0.0517,4.25,4,1,14.8,0.27,27.1,Very recent HR,680694.0,Kyle Bradish,R,RHB vs RHP,19,19,107.1,3.61,1.35,12,1.01,8.89,4.19,1.35,0.986,0.985,1.03,0.99,1.02,0.98,20.19,25.77,82.8,57.2,C+,Lineup unconfirmed
13,2026-07-22,823438,2026-07-22T22:40:00Z,Scheduled,Citizens Bank Park,Los Angeles Dodgers @ Philadelphia Phillies,Away,660271,Shohei Ohtani,Los Angeles Dodgers,Philadelphia Phillies,TWP,L,No,,97,428,356,102,17,2,22,66,60,61,5,99,0.287,0.394,0.531,0.925,8,33,32,8,2,0.25,0.0606,22,98,89,23,5,0.258,0.051,23,23,17.4,47.8,55.6,22.2,22.2,21.7,34.8,50.0,30.4,17.4,13.0,17.4,25.0,88.2,14.0,0.832,74.3,72.5,Great,4.0,Barrel Machine,A,Excellent HR swing plane,72.5,Great,1.063,Good,3.42,-18.58,Strong negative regression,Great Barrel Machine profile. 17.4% barrel rate; 88.2 mph average exit velocity; 34.8% air-ball rate; 50.0% pull-air rate; 17.4% HR-launch rate.,0.0514,0.0472,4.31,21,5,16.2,1.3,129.8,Near normal interval,605400.0,Aaron Nola,R,LHB vs RHP,20,20,103.0,5.68,1.45,23,2.01,9.44,3.06,1.078,1.146,1.025,1.03,1.063,1.095,1.0,18.79,25.26,84.8,58.9,C+,Lineup unconfirmed
14,2026-07-22,824327,2026-07-22T19:10:00Z,Scheduled,Coors Field,Washington Nationals @ Colorado Rockies,Away,695578,James Wood,Washington Nationals,Colorado Rockies,RF,L,No,,102,479,392,107,25,1,28,94,68,81,4,141,0.273,0.401,0.556,0.957,8,39,35,11,3,0.314,0.0769,23,112,92,25,8,0.272,0.0714,24,24,4.2,25.0,70.0,10.0,20.0,8.3,12.5,33.3,37.5,4.2,4.2,4.2,100.0,85.5,8.2,0.687,73.6,23.3,Weak,2.0,Contact-First Profile,C,Low line-drive plane,23.3,Weak,0.925,Good,0.94,-27.06,Strong negative regression,Weak Contact-First Profile profile. 4.2% barrel rate; 85.5 mph average exit velocity; 12.5% air-ball rate; 33.3% pull-air rate; 4.2% HR-launch rate.,0.0585,0.0532,4.31,23,5,14.0,1.64,164.3,Above normal drought,687312.0,Gabriel Hughes,R,LHB vs RHP,3,2,14.1,3.14,1.12,0,0.0,8.79,3.14,1.16,1.0,1.025,1.055,0.925,0.976,1.035,20.98,24.76,85.0,60.2,B-,Lineup unconfirmed
15,2026-07-22,822784,2026-07-22T23:07:00Z,Scheduled,Rogers Centre,Tampa Bay Rays @ Toronto Blue Jays,Away,683748,Victor Mesa Jr.,Tampa Bay Rays,Toronto Blue Jays,RF,L,No,,37,116,101,22,2,0,8,16,15,13,0,27,0.218,0.304,0.475,0.779,8,22,21,7,4,0.333,0.1818,19,61,55,14,6,0.255,0.0984,24,24,12.5,12.5,63.6,18.2,18.2,16.7,25.0,83.3,41.7,8.3,8.3,8.3,100.0,80.7,7.2,0.873,72.3,47.6,Below Average,3.0,Pull Power,C,Low line-drive plane,47.6,Below Average,0.993,Good,2.39,-5.61,Strong negative regression,Below Average Pull Power profile. 12.5% barrel rate; 80.7 mph average exit velocity; 25.0% air-ball rate; 83.3% pull-air rate; 8.3% HR-launch rate.,0.069,0.0502,4.05,0,0,12.6,0.0,0.0,Very recent HR,680755.0,Braydon Fisher,R,LHB vs RHP,47,6,49.1,3.65,1.18,6,1.09,9.12,4.01,1.35,0.999,1.025,1.0,0.993,0.993,0.98,18.82,24.65,65.2,50.5,C,Lineup unconfirmed
16,2026-07-22,825055,2026-07-22T19:40:00Z,Scheduled,Chase Field,Athletics @ Arizona Diamondbacks,Away,691016,Tyler Soderstrom,Athletics,Arizona Diamondbacks,LF,L,No,,89,370,320,79,21,2,16,48,47,46,3,66,0.247,0.346,0.475,0.821,8,31,28,8,3,0.286,0.0968,14,53,47,13,3,0.277,0.0566,19,19,10.5,36.8,64.3,21.4,14.3,21.1,31.6,50.0,36.8,10.5,10.5,10.5,100.0,87.8,16.1,0.606,73.3,53.2,Average,3.0,Pull Power,A,Excellent HR swing plane,53.2,Average,1.009,Small Statcast sample,1.79,-14.21,Strong negative regression,Average Pull Power profile. 10.5% barrel rate; 87.8 mph average exit velocity; 31.6% air-ball rate; 50.0% pull-air rate; 10.5% HR-launch rate.,0.0432,0.0405,4.15,14,3,20.0,0.7,70.0,Recently homered,518876.0,Merrill Kelly,R,LHB vs RHP,17,17,98.2,5.2,1.49,21,1.92,5.66,3.65,1.336,1.131,1.025,1.0,1.009,1.009,1.0,15.76,23.76,81.2,51.9,C,Lineup unconfirmed
17,2026-07-22,822873,2026-07-23T00:05:00Z,Scheduled,Globe Life Field,Chicago White Sox @ Texas Rangers,Home,592626,Joc Pederson,Texas Rangers,Chicago White Sox,DH,L,No,,91,305,262,64,9,2,17,40,36,36,3,70,0.244,0.339,0.489,0.828,7,22,20,7,3,0.35,0.1364,18,66,60,17,8,0.283,0.1212,17,17,11.8,23.5,60.0,20.0,20.0,23.5,41.2,71.4,35.3,5.9,5.9,5.9,100.0,85.4,35.7,0.91,70.6,42.4,Below Average,2.5,Pull Power,D,Popup-heavy plane,42.4,Below Average,0.979,Small Statcast sample,1.66,-15.34,Strong negative regression,Below Average Pull Power profile. 11.8% barrel rate; 85.4 mph average exit velocity; 41.2% air-ball rate; 71.4% pull-air rate; 5.9% HR-launch rate.,0.0557,0.049,4.09,0,0,15.4,0.0,0.0,Very recent HR,641743.0,Anthony Kay,L,LHB vs LHP,20,18,93.1,4.24,1.37,13,1.25,7.33,3.66,1.35,1.024,0.985,1.0,0.979,0.979,0.98,18.59,23.72,79.1,51.7,C,Lineup unconfirmed
18,2026-07-22,823110,2026-07-22T19:40:00Z,Scheduled,T-Mobile Park,Cincinnati Reds @ Seattle Mariners,Away,663993,Nathaniel Lowe,Cincinnati Reds,Seattle Mariners,DH,L,No,,73,235,209,52,13,0,12,23,31,26,0,62,0.249,0.332,0.483,0.815,4,15,15,5,3,0.333,0.2,13,42,40,9,3,0.225,0.0714,8,8,25.0,62.5,83.3,16.7,0.0,37.5,37.5,100.0,25.0,25.0,25.0,25.0,100.0,93.6,15.2,1.324,74.1,64.8,Above Average,3.5,Pure Power,A,Excellent HR swing plane,64.8,Above Average,1.041,Small Statcast sample,1.94,-10.06,Strong negative regression,Above Average Pure Power profile. 25.0% barrel rate; 93.6 mph average exit velocity; 37.5% air-ball rate; 100.0% pull-air rate; 25.0% HR-launch rate.,0.0511,0.0446,4.15,0,0,17.4,0.0,0.0,Very recent HR,676106.0,Emerson Hancock,R,LHB vs RHP,18,18,99.1,3.17,1.01,12,1.09,8.52,2.27,1.35,0.998,1.025,1.0,1.041,1.041,0.98,17.26,23.64,72.1,50.4,C,Lineup unconfirmed
19,2026-07-22,824896,2026-07-22T23:15:00Z,Scheduled,Truist Park,San Diego Padres @ Atlanta Braves,Away,592518,Manny Machado,San Diego Padres,Atlanta Braves,3B,R,No,,98,413,358,73,16,0,22,50,59,48,0,89,0.204,0.294,0.433,0.727,9,39,34,12,4,0.353,0.1026,23,99,82,22,8,0.268,0.0808,30,30,6.7,30.0,52.6,26.3,21.1,23.3,43.3,46.2,40.0,10.0,10.0,10.0,50.0,84.0,29.7,0.725,72.4,40.7,Below Average,2.5,Pull Power,C+,High fly-ball plane,40.7,Below Average,0.974,Good,1.88,-20.12,Strong negative regression,Below Average Pull Power profile. 6.7% barrel rate; 84.0 mph average exit velocity; 43.3% air-ball rate; 46.2% pull-air rate; 10.0% HR-launch rate.,0.0533,0.0485,4.05,0,0,16.3,0.0,0.0,Very recent HR,527048.0,Martín Pérez,L,RHB vs LHP,18,14,81.1,3.54,1.19,10,1.11,6.86,3.54,1.35,1.002,1.025,1.0,0.974,0.974,0.98,18.23,23.54,84.9,50.7,C,Lineup unconfirmed
20,2026-07-22,823438,2026-07-22T22:40:00Z,Scheduled,Citizens Bank Park,Los Angeles Dodgers @ Philadelphia Phillies,Home,656537,Derek Hill,Philadelphia Phillies,Los Angeles Dodgers,RF,R,No,,76,154,139,35,3,0,8,23,17,11,1,57,0.252,0.311,0.446,0.757,7,21,19,5,2,0.263,0.0952,18,45,40,13,4,0.325,0.0889,18,18,5.6,11.1,100.0,0.0,0.0,5.6,11.1,100.0,16.7,5.6,5.6,5.6,100.0,80.6,30.6,1.516,68.8,31.1,Weak,2.0,Pull Power,C+,High fly-ball plane,31.1,Weak,0.947,Small Statcast sample,1.08,-6.92,Strong negative regression,Weak Pull Power profile. 5.6% barrel rate; 80.6 mph average exit velocity; 11.1% air-ball rate; 100.0% pull-air rate; 5.6% HR-launch rate.,0.0519,0.0432,3.99,2,1,17.4,0.12,11.5,Very recent HR,641778.0,Eric Lauer,L,RHB vs LHP,15,12,76.2,4.81,1.28,18,2.11,5.52,3.17,1.35,1.162,1.025,1.0,0.947,0.947,0.98,16.16,23.35,66.6,48.3,C,Lineup unconfirmed
21,2026-07-22,824408,2026-07-22T22:40:00Z,Scheduled,Progressive Field,Minnesota Twins @ Cleveland Guardians,Away,621439,Byron Buxton,Minnesota Twins,Cleveland Guardians,CF,R,No,,77,342,313,86,16,1,25,57,45,23,4,83,0.275,0.33,0.572,0.902,2,7,7,3,0,0.429,0.0,9,36,33,9,0,0.273,0.0,3,3,0.0,0.0,66.7,0.0,33.3,0.0,66.7,50.0,66.7,0.0,0.0,0.0,,90.3,6.7,0.365,73.4,47.6,Below Average,3.0,Pull Power,C,Low line-drive plane,47.6,Below Average,0.993,Small Statcast sample,0.04,-24.96,Strong negative regression,Below Average Pull Power profile. 0.0% barrel rate; 90.3 mph average exit velocity; 66.7% air-ball rate; 50.0% pull-air rate; 0.0% HR-launch rate.,0.0731,0.0624,4.23,33,9,12.5,2.64,263.6,Very long drought,677944.0,Slade Cecconi,R,RHB vs RHP,19,19,99.0,4.55,1.41,13,1.18,7.0,2.82,0.901,1.013,0.985,1.03,0.993,1.023,1.06,23.86,23.32,79.3,60.2,B-,Lineup unconfirmed
22,2026-07-22,825055,2026-07-22T19:40:00Z,Scheduled,Chase Field,Athletics @ Arizona Diamondbacks,Away,669127,Shea Langeliers,Athletics,Arizona Diamondbacks,C,R,No,,91,409,369,96,18,0,23,55,51,34,5,94,0.26,0.33,0.496,0.826,9,38,32,8,3,0.25,0.0789,21,88,77,17,4,0.221,0.0455,28,28,14.3,32.1,54.5,9.1,36.4,10.7,17.9,60.0,32.1,10.7,7.1,10.7,50.0,87.2,23.0,1.019,75.0,52.8,Average,3.0,Pull Power,A-,Elevated power plane,52.8,Average,1.008,Good,3.37,-19.63,Strong negative regression,Average Pull Power profile. 14.3% barrel rate; 87.2 mph average exit velocity; 17.9% air-ball rate; 60.0% pull-air rate; 10.7% HR-launch rate.,0.0562,0.0507,4.15,0,0,16.0,0.0,0.0,Very recent HR,518876.0,Merrill Kelly,R,RHB vs RHP,17,17,98.2,5.2,1.49,21,1.92,5.66,3.65,1.104,1.131,0.985,1.0,1.008,1.008,0.98,19.43,23.2,84.0,51.5,C,Lineup unconfirmed
23,2026-07-22,824650,2026-07-23T00:10:00Z,Scheduled,Wrigley Field,Detroit Tigers @ Chicago Cubs,Away,693307,Dillon Dingler,Detroit Tigers,Chicago Cubs,C,R,No,,92,383,343,93,21,2,22,53,65,24,11,80,0.271,0.336,0.536,0.872,7,30,25,9,3,0.36,0.1,21,87,79,23,4,0.291,0.046,29,29,3.4,27.6,43.8,31.2,25.0,6.9,24.1,42.9,34.5,10.3,6.9,10.3,200.0,83.9,9.6,0.402,70.9,29.6,Weak,2.0,Pull Power,C,Low line-drive plane,29.6,Weak,0.943,Good,1.23,-20.77,Strong negative regression,Weak Pull Power profile. 3.4% barrel rate; 83.9 mph average exit velocity; 24.1% air-ball rate; 42.9% pull-air rate; 10.3% HR-launch rate.,0.0574,0.0514,4.15,0,0,15.6,0.0,0.0,Very recent HR,607067.0,Colin Rea,R,RHB vs RHP,20,16,100.2,4.74,1.42,15,1.34,6.79,3.31,1.189,1.038,0.985,1.03,0.943,0.971,0.98,19.66,22.47,84.0,51.0,C,Lineup unconfirmed
