Rank,Date,Game PK,Game Time UTC,Game Status,Venue,Matchup,Home/Away,Player ID,Player,Team,Opponent,Position,Bats,Confirmed Lineup,Lineup Spot,G,PA,AB,H,2B,3B,HR,R,RBI,BB,HBP,SO,AVG,OBP,SLG,OPS,L14 G,L14 PA,L14 AB,L14 H,L14 HR,L14 AVG,L14 HR/PA,L30 G,L30 PA,L30 AB,L30 H,L30 HR,L30 AVG,L30 HR/PA,Statcast BBE,L30 Statcast BBE,Barrel %,Hard Hit %,Pull %,Center %,Oppo %,Fly Ball %,Air Ball %,Pull Air %,Sweet Spot %,HR Launch %,Ideal HR Contact %,Ideal Contact %,HR/Barrel %,Avg Exit Velocity,Avg Launch Angle,xSLG on Contact,Avg Bat Speed,Power DNA Score,Power DNA Label,Power DNA Stars,Power Archetype,Swing Plane Grade,Swing Plane Label,Power Profile Score,Power Profile Label,Power Profile Multiplier,Power Profile Data Quality,Estimated xHR,xHR Minus Actual HR,HR Regression Label,AI Power Outlook,Raw HR/PA,Bayesian HR/PA,Expected PA,AB Since Last HR,Games Since Last HR,AB/HR,Due Ratio,Due Meter Pct,Due Label,Opposing SP ID,Opposing SP,Opposing SP Throws,Platoon,SP G,SP GS,SP IP,SP ERA,SP WHIP,SP HR,SP HR/9,SP K/9,SP BB/9,Recent Form Multiplier,Pitcher HR Multiplier,Platoon Multiplier,Legacy OPS/SLG Multiplier,Statcast Power Multiplier,Power Multiplier,Due Multiplier,Baseline HR Probability %,HR Probability %,Model Confidence %,HR Model Score,Grade,Data Quality
1,2026-07-22,823518,2026-07-22T17:05:00Z,Scheduled,Yankee Stadium,Pittsburgh Pirates @ New York Yankees,Away,699013,Esmerlyn Valdez,Pittsburgh Pirates,New York Yankees,RF,R,No,,32,122,108,33,7,1,13,24,34,13,0,46,0.306,0.377,0.75,1.127,8,35,30,10,7,0.333,0.2,22,93,81,30,11,0.37,0.1183,23,23,13.0,34.8,45.5,27.3,27.3,34.8,34.8,37.5,21.7,13.0,8.7,13.0,166.7,87.4,21.1,1.13,73.5,49.0,Average,3.0,Contact-First Profile,A-,Elevated power plane,49.0,Average,0.997,Good,2.53,-10.47,Strong negative regression,Average Contact-First Profile profile. 13.0% barrel rate; 87.4 mph average exit velocity; 34.8% air-ball rate; 37.5% pull-air rate; 13.0% HR-launch rate.,0.1066,0.0696,4.23,0,0,8.3,0.0,0.0,Very recent HR,543037.0,Gerrit Cole,R,RHB vs RHP,10,10,55.0,3.93,1.16,9,1.47,9.0,1.96,1.35,1.047,0.985,1.08,0.997,1.077,0.98,26.29,36.62,68.2,74.1,B+,Lineup unconfirmed
2,2026-07-22,823519,2026-07-22T23:05:00Z,Scheduled,Yankee Stadium,Pittsburgh Pirates @ New York Yankees,Away,699013,Esmerlyn Valdez,Pittsburgh Pirates,New York Yankees,RF,R,No,,32,122,108,33,7,1,13,24,34,13,0,46,0.306,0.377,0.75,1.127,8,35,30,10,7,0.333,0.2,22,93,81,30,11,0.37,0.1183,23,23,13.0,34.8,45.5,27.3,27.3,34.8,34.8,37.5,21.7,13.0,8.7,13.0,166.7,87.4,21.1,1.13,73.5,49.0,Average,3.0,Contact-First Profile,A-,Elevated power plane,49.0,Average,0.997,Good,2.53,-10.47,Strong negative regression,Average Contact-First Profile profile. 13.0% barrel rate; 87.4 mph average exit velocity; 34.8% air-ball rate; 37.5% pull-air rate; 13.0% HR-launch rate.,0.1066,0.0696,4.23,0,0,8.3,0.0,0.0,Very recent HR,608331.0,Max Fried,L,RHB vs LHP,10,10,61.2,3.21,1.01,1,0.15,7.3,2.77,1.35,0.867,1.025,1.08,0.997,1.077,0.98,26.29,32.31,68.2,67.2,B,Lineup unconfirmed
3,2026-07-22,824166,2026-07-23T00:10:00Z,Scheduled,Daikin Park,Miami Marlins @ Houston Astros,Home,670541,Yordan Alvarez,Houston Astros,Miami Marlins,DH,L,No,,101,442,368,120,20,0,33,68,75,66,5,76,0.326,0.432,0.649,1.081,8,36,29,15,4,0.517,0.1111,22,99,83,28,8,0.337,0.0808,29,29,13.8,31.0,50.0,18.8,31.2,20.7,37.9,63.6,31.0,6.9,6.9,6.9,50.0,86.5,22.9,1.024,74.2,47.7,Below Average,3.0,Pull Power,A-,Elevated power plane,47.7,Below Average,0.994,Good,3.25,-29.75,Strong negative regression,Below Average Pull Power profile. 13.8% barrel rate; 86.5 mph average exit velocity; 37.9% air-ball rate; 63.6% pull-air rate; 6.9% HR-launch rate.,0.0747,0.0656,4.25,4,1,11.2,0.36,35.9,Recently homered,645261.0,Sandy Alcantara,R,LHB vs RHP,21,21,136.2,3.89,1.22,14,0.92,7.05,2.44,1.195,0.971,1.025,1.08,0.994,1.073,1.0,25.03,31.02,84.9,67.5,B,Lineup unconfirmed
4,2026-07-22,824327,2026-07-22T19:10:00Z,Scheduled,Coors Field,Washington Nationals @ Colorado Rockies,Home,696100,Hunter Goodman,Colorado Rockies,Washington Nationals,C,R,No,,94,393,354,91,16,0,31,64,57,33,4,127,0.257,0.326,0.565,0.891,8,34,30,10,4,0.333,0.1176,21,88,78,24,10,0.308,0.1136,18,18,16.7,27.8,45.5,54.5,0.0,16.7,33.3,50.0,27.8,11.1,11.1,11.1,100.0,81.5,9.5,1.253,74.4,52.8,Average,3.0,Barrel Machine,C,Low line-drive plane,52.8,Average,1.008,Small Statcast sample,2.16,-28.84,Strong negative regression,Average Barrel Machine profile. 16.7% barrel rate; 81.5 mph average exit velocity; 33.3% air-ball rate; 50.0% pull-air rate; 11.1% HR-launch rate.,0.0789,0.0679,4.09,0,0,11.4,0.0,0.0,Very recent HR,676917.0,Cade Cavalli,R,RHB vs RHP,21,21,104.2,3.78,1.31,9,0.77,10.23,2.75,1.282,0.947,0.985,1.03,1.008,1.038,0.98,25.0,29.73,84.0,62.9,B-,Lineup unconfirmed
5,2026-07-22,823518,2026-07-22T17:05:00Z,Scheduled,Yankee Stadium,Pittsburgh Pirates @ New York Yankees,Home,700250,Ben Rice,New York Yankees,Pittsburgh Pirates,1B,L,No,,95,406,352,99,17,3,29,65,68,49,3,94,0.281,0.372,0.594,0.966,8,34,29,11,3,0.379,0.0882,23,95,85,22,7,0.259,0.0737,32,32,12.5,40.6,60.0,6.7,33.3,15.6,28.1,44.4,40.6,9.4,3.1,9.4,0.0,88.6,13.4,1.0,73.6,49.6,Average,3.0,Pull Power,A,Excellent HR swing plane,49.6,Average,0.999,Good,3.39,-25.61,Strong negative regression,Average Pull Power profile. 12.5% barrel rate; 88.6 mph average exit velocity; 28.1% air-ball rate; 44.4% pull-air rate; 9.4% HR-launch rate.,0.0714,0.0624,4.17,21,6,12.1,1.73,173.0,Above normal drought,656605.0,Mitch Keller,R,LHB vs RHP,19,19,103.1,5.14,1.33,13,1.13,6.71,3.05,1.123,1.005,1.025,1.055,0.999,1.054,1.035,23.57,28.98,84.6,67.4,B,Lineup unconfirmed
6,2026-07-22,824735,2026-07-22T17:35:00Z,Scheduled,Fenway Park,Baltimore Orioles @ Boston Red Sox,Home,575929,Willson Contreras,Boston Red Sox,Baltimore Orioles,1B,R,No,,92,380,325,94,17,2,22,50,66,37,15,94,0.289,0.384,0.557,0.941,4,16,13,5,2,0.385,0.125,18,72,62,20,6,0.323,0.0833,19,19,10.5,26.3,44.4,22.2,33.3,21.1,42.1,50.0,42.1,10.5,5.3,10.5,100.0,86.3,24.9,1.012,76.2,46.6,Below Average,3.0,Pull Power,A-,Elevated power plane,46.6,Below Average,0.99,Small Statcast sample,1.74,-20.26,Strong negative regression,Below Average Pull Power profile. 10.5% barrel rate; 86.3 mph average exit velocity; 42.1% air-ball rate; 50.0% pull-air rate; 10.5% HR-launch rate.,0.0579,0.0517,4.25,4,1,14.8,0.27,27.1,Very recent HR,665152.0,Dean Kremer,R,RHB vs RHP,5,5,26.0,4.15,1.12,9,3.12,10.04,2.42,1.35,1.12,0.985,1.03,0.99,1.02,0.98,20.19,28.85,82.8,62.1,B-,Lineup unconfirmed
7,2026-07-22,823519,2026-07-22T23:05:00Z,Scheduled,Yankee Stadium,Pittsburgh Pirates @ New York Yankees,Home,700250,Ben Rice,New York Yankees,Pittsburgh Pirates,1B,L,No,,95,406,352,99,17,3,29,65,68,49,3,94,0.281,0.372,0.594,0.966,8,34,29,11,3,0.379,0.0882,23,95,85,22,7,0.259,0.0737,32,32,12.5,40.6,60.0,6.7,33.3,15.6,28.1,44.4,40.6,9.4,3.1,9.4,0.0,88.6,13.4,1.0,73.6,49.6,Average,3.0,Pull Power,A,Excellent HR swing plane,49.6,Average,0.999,Good,3.39,-25.61,Strong negative regression,Average Pull Power profile. 12.5% barrel rate; 88.6 mph average exit velocity; 28.1% air-ball rate; 44.4% pull-air rate; 9.4% HR-launch rate.,0.0714,0.0624,4.17,21,6,12.1,1.73,173.0,Above normal drought,696149.0,Bubba Chandler,R,LHB vs RHP,19,18,94.1,4.77,1.45,10,0.95,8.11,5.25,1.123,0.976,1.025,1.055,0.999,1.054,1.035,23.57,28.25,84.6,66.3,B,Lineup unconfirmed
8,2026-07-22,824896,2026-07-22T23:15:00Z,Scheduled,Truist Park,San Diego Padres @ Atlanta Braves,Away,664034,Ty France,San Diego Padres,Atlanta Braves,1B,R,No,,75,252,227,64,12,2,15,29,41,13,8,59,0.282,0.339,0.551,0.89,8,36,30,14,5,0.467,0.1389,20,81,68,25,7,0.368,0.0864,39,39,12.8,43.6,75.0,0.0,25.0,17.9,35.9,71.4,43.6,12.8,10.3,12.8,100.0,89.0,21.8,0.962,70.2,63.9,Above Average,3.5,Pull Power,A-,Elevated power plane,63.9,Above Average,1.039,Good,4.68,-10.32,Strong negative regression,Above Average Pull Power profile. 12.8% barrel rate; 89.0 mph average exit velocity; 35.9% air-ball rate; 71.4% pull-air rate; 12.8% HR-launch rate.,0.0595,0.0506,4.15,5,1,15.1,0.33,33.0,Very recent HR,527048.0,Martín Pérez,L,RHB vs LHP,18,14,81.1,3.54,1.19,10,1.11,6.86,3.54,1.35,1.002,1.025,1.03,1.039,1.07,0.98,19.4,27.19,76.5,57.8,C+,Lineup unconfirmed
9,2026-07-22,824327,2026-07-22T19:10:00Z,Scheduled,Coors Field,Washington Nationals @ Colorado Rockies,Away,682928,CJ Abrams,Washington Nationals,Colorado Rockies,SS,L,No,,98,418,366,102,19,2,24,61,76,36,10,90,0.279,0.354,0.538,0.892,8,35,33,10,4,0.303,0.1143,21,90,79,20,7,0.253,0.0778,33,33,9.1,36.4,58.8,23.5,17.6,21.2,30.3,50.0,33.3,15.2,12.1,15.2,66.7,83.7,15.2,0.9,68.1,52.7,Average,3.0,Pull Power,A,Excellent HR swing plane,52.7,Average,1.008,Good,2.76,-21.24,Strong negative regression,Average Pull Power profile. 9.1% barrel rate; 83.7 mph average exit velocity; 30.3% air-ball rate; 50.0% pull-air rate; 15.2% HR-launch rate.,0.0574,0.0517,4.15,0,0,15.2,0.0,0.0,Very recent HR,687312.0,Gabriel Hughes,R,LHB vs RHP,3,2,14.1,3.14,1.12,0,0.0,8.79,3.14,1.35,1.0,1.025,1.03,1.008,1.038,0.98,19.79,26.93,84.2,58.5,C+,Lineup unconfirmed
10,2026-07-22,822784,2026-07-22T23:07:00Z,Scheduled,Rogers Centre,Tampa Bay Rays @ Toronto Blue Jays,Away,691406,Junior Caminero,Tampa Bay Rays,Toronto Blue Jays,3B,R,No,,100,439,379,109,16,0,29,64,62,57,1,80,0.288,0.38,0.559,0.939,10,46,37,14,3,0.378,0.0652,25,111,96,31,14,0.323,0.1261,35,35,8.6,40.0,63.2,15.8,21.1,8.6,25.7,77.8,37.1,5.7,5.7,5.7,33.3,85.5,7.3,0.749,77.5,43.4,Below Average,2.5,Pull Power,C,Low line-drive plane,43.4,Below Average,0.982,Good,2.77,-26.23,Strong negative regression,Below Average Pull Power profile. 8.6% barrel rate; 85.5 mph average exit velocity; 25.7% air-ball rate; 77.8% pull-air rate; 5.7% HR-launch rate.,0.0661,0.0587,4.31,16,4,13.1,1.22,122.4,Near normal interval,680755.0,Braydon Fisher,R,RHB vs RHP,47,6,49.1,3.65,1.18,6,1.09,9.12,4.01,1.177,0.999,0.985,1.03,0.982,1.011,1.0,22.97,26.45,85.0,60.7,B-,Lineup unconfirmed
