Date,Away,Home,Game,First Pitch PT,First Pitch Local,Stadium,Field Elevation Ft,Projected Roof Status,Roof Status Basis,Weather Conditions,Weather Code WMO,Weather Condition Source,Data Quality,Data Quality Issues,Data Quality Issue Count,First Pitch Temperature F,First Pitch Relative Humidity %,First Pitch Wind,First Pitch Wind Speed MPH,First Pitch Wind Direction,First Pitch Wind Toward LF MPH,First Pitch Wind Toward CF MPH,First Pitch Wind Toward RF MPH,First Pitch Crosswind MPH,Official MLB Wind Text,Wind Data Source,First Pitch Precipitation %,Ball Flight AI Score,Ball Flight Grade,Ball Flight AI Summary,Estimated HR Distance Change,Estimated Fly Ball Distance Change,Expected HR Boost (%),Weather Confidence (%),HR Weather Rating,Game Effective Wind Vector MPH,Estimated FT Change by Wind2,Game Probability Wind Blowing Out %,Game Probability Wind Blowing In %,Game P Effective Outward 5+ %,Game P Effective Outward 10+ %,Game P Effective Inward 5+ %,Game Wind Direction Confidence %,Game Wind Impact Confidence %,Game HR Trajectory Carry Ft,Wind Regime,Probability Direction Flips During Game %,Inning Wind Regimes,Game Wind Direction Spread Degrees,Game Wind Toward CF Spread MPH,Game Avg Air Density kg/m3,Game Avg Density Altitude Ft,Game Avg Pressure hPa,Game Avg Dew Point F,Game Avg Temp F,Game Avg RH %,Game Wind Profile Source,Game Avg Wind Profile Alpha,Game Avg Wind Field 10ft MPH,Game Avg Wind 50ft MPH,Game Avg Wind 100ft MPH,Game Avg Wind 200ft MPH,Game Avg Wind 300ft MPH,Game Avg Effective Wind Field 10ft MPH,Game Avg Effective Wind 50ft MPH,Game Avg Effective Wind 100ft MPH,Game Avg Effective Wind 200ft MPH,Game Avg Effective Wind 300ft MPH,Game Flight Weighted Wind MPH,Game Flight Weighted Effective Wind MPH,Forecast Trend,Carry Score Change Since Last Run,Temp Change Since Last Run F,Wind Toward CF Change Since Last Run MPH,Precip Change Since Last Run Pct,Wind Out Probability Change Since Last Run Pct,Previous Forecast Run UTC,Forecast Trend Carry Change,Forecast Trend CF Wind Change MPH,Forecast Trend Temperature Change F,Forecast Trend Precip Probability Change %,Previous CF Wind MPH,Previous Temperature F,Previous Precip Probability %,Current CF Wind MPH,Current Temperature F,Current Precip Probability %,Park Learned Calibration Points,Park Calibration Settled Games,Max Delay Risk,Max Delay Risk Score,Forecast Uncertainty,Forecast Uncertainty Score,Forecast Run PT,Forecast Age Minutes,Models Available
2026-09-14,Los Angeles Dodgers,Cincinnati Reds,Los Angeles Dodgers @ Cincinnati Reds,03:40 PM,06:40 PM EDT,Great American Ball Park,490,OPEN,OPEN-AIR PARK,Overcast,3,OPEN-METEO MODEL CONSENSUS,GOOD DATA,,0,75.3,50.8,🔴 4.9 mph In from LF,4.5,ENE,-4.9,-3.7,-0.8,3.9,,FORECAST MODEL,0.0,52.1,B,Density 66 | Wind 42 | Temp 50 | Altitude 60 | Confidence 91%,1,1,0.6,90.9,🟨 Neutral,-2.7,-2,0.0,100.0,0.0,0.0,20.1,94.5,97.7,-5.8,STABLE,20.0,1st-3rd: CROSS LF → RF -2.8 mph | 4th-5th: IN FROM LF -2.9 mph | 6th-7th: CROSS LF → RF -2.4 mph | 8th-9th: CROSS LF → RF -2.5 mph,5.7,0.6,1.171,1371.0,997.5,53.6,71.7,56.9,MODEL_VERTICAL_PROFILE,0.124,4.2,5.1,5.6,6.1,6.4,-2.2,-2.7,-3.0,-3.2,-3.4,5.1,-2.7,WORSENING RAPIDLY,-4.0,0.4,0.2,0.0,0.0,2026-09-14 03:32:19 UTC,-4.0,0.2,0.4,0.0,-3.7,71.3,0.0,-3.5,71.7,0.0,-0.49,26,LOW,0.0,LOW,8.3,2026-09-14 02:08:02 PM PDT,67.4,5
2026-09-14,Chicago White Sox,Cleveland Guardians,Chicago White Sox @ Cleveland Guardians,03:40 PM,06:40 PM EDT,Progressive Field,660,OPEN,OPEN-AIR PARK,Overcast,3,OPEN-METEO MODEL CONSENSUS,GOOD DATA,,0,66.4,52.2,⚪ Light Variable,3.5,NE,-1.3,-3.3,-3.9,-2.4,,FORECAST MODEL,0.0,50.7,B,Density 58 | Wind 46 | Temp 42 | Altitude 55 | Confidence 95%,0,0,0.2,95.2,🟨 Neutral,-1.4,-1,3.0,71.7,0.0,0.0,1.2,83.8,92.3,-2.8,STABLE,24.4,1st-3rd: IN FROM RF -2.7 mph | 4th-5th: CROSS RF → LF -1.1 mph | 6th-7th: CROSS RF → LF -0.4 mph | 8th-9th: CROSS RF → LF -0.0 mph,14.3,0.8,1.1968,649.0,1004.9,48.5,64.6,56.9,MODEL_VERTICAL_PROFILE,0.132,3.5,4.3,4.7,5.2,5.5,-1.1,-1.4,-1.6,-1.8,-1.9,4.3,-1.4,WORSENING,-2.6,0.1,0.2,0.0,0.0,2026-09-14 03:32:31 UTC,-2.6,0.2,0.1,0.0,-2.3,64.5,0.0,-2.1,64.6,0.0,-0.41,28,LOW,0.0,LOW,6.9,2026-09-14 02:08:13 PM PDT,74.5,5
2026-09-14,Detroit Tigers,Toronto Blue Jays,Detroit Tigers @ Toronto Blue Jays,04:07 PM,07:07 PM EDT,Rogers Centre,250,OPEN,PROJECTED: FAVORABLE,Clear,0,OPEN-METEO MODEL CONSENSUS,GOOD DATA,,0,64.5,59.8,⚪ Calm,1.7,E,1.6,0.8,-0.3,-1.8,,FORECAST MODEL,0.0,49.8,C,Density 54 | Wind 50 | Temp 40 | Altitude 52 | Confidence 95%,0,0,-0.1,94.7,🟧 Below Average,-0.1,0,21.4,36.5,0.0,0.0,0.0,68.7,75.9,-0.1,STABLE,21.6,1st-3rd: OUT TO LF +0.4 mph | 4th-5th: CROSS RF → LF -0.0 mph | 6th-7th: CROSS RF → LF -0.6 mph | 8th-9th: CROSS RF → LF -1.5 mph,40.8,0.7,1.2106,252.0,1012.5,49.4,62.4,62.9,MODEL_VERTICAL_PROFILE,0.149,2.1,2.6,2.9,3.3,3.5,-0.1,-0.1,-0.2,-0.2,-0.3,2.6,-0.1,STEADY,-0.9,0.4,-1.5,-0.1,-40.8,2026-09-14 03:32:42 UTC,-0.9,-1.5,0.4,-0.1,1.2,62.0,0.1,-0.3,62.4,0.0,-1.0,26,LOW,0.2,LOW,0.4,2026-09-14 02:08:23 PM PDT,0.0,4
2026-09-14,Baltimore Orioles,New York Mets,Baltimore Orioles @ New York Mets,04:10 PM,07:10 PM EDT,Citi Field,20,OPEN,OPEN-AIR PARK,Clear,0,OPEN-METEO MODEL CONSENSUS,GOOD DATA,,0,70.2,43.7,🔴 10.2 mph In from CF,9.0,N,-9.7,-10.2,-6.3,3.3,,FORECAST MODEL,0.0,40.9,C,Density 56 | Wind 24 | Temp 46 | Altitude 53 | Confidence 84%,-6,-4,-2.7,84.2,🟧 Below Average,-8.5,-9,0.0,100.0,0.0,0.0,100.0,93.6,97.4,-14.1,STABLE,22.0,1st-3rd: IN FROM LF -9.0 mph | 4th-5th: IN FROM LF -8.7 mph | 6th-7th: IN FROM LF -7.7 mph | 8th-9th: IN FROM CF -7.5 mph,7.3,0.8,1.2058,404.0,1019.7,47.7,68.4,48.1,MODEL_VERTICAL_PROFILE,0.137,8.4,10.5,11.6,12.7,13.4,-6.6,-8.4,-9.4,-10.5,-11.2,10.5,-8.5,WORSENING RAPIDLY,-13.6,1.5,-2.1,0.0,0.0,2026-09-14 03:32:52 UTC,-13.6,-2.1,1.5,0.0,-7.5,66.9,0.0,-9.6,68.4,0.0,-0.13,27,LOW,0.0,MEDIUM,21.7,2026-09-14 02:08:34 PM PDT,128.7,5
2026-09-14,Atlanta Braves,Chicago Cubs,Atlanta Braves @ Chicago Cubs,04:40 PM,06:40 PM CDT,Wrigley Field,600,OPEN,OPEN-AIR PARK,Partly cloudy,2,OPEN-METEO MODEL CONSENSUS,GOOD DATA,,0,67.5,53.4,🟡 19.7 mph Cross (RF → LF),17.9,SSE,15.2,7.3,-4.7,-19.7,,FORECAST MODEL,4.0,56.5,B,Density 58 | Wind 58 | Temp 45 | Altitude 55 | Confidence 88%,4,3,2.0,87.5,🟨 Neutral,3.1,2,100.0,0.0,35.4,13.1,0.0,94.4,88.4,7.1,STABLE,18.2,1st-3rd: OUT TO LF +2.4 mph | 4th-5th: OUT TO LF +3.2 mph | 6th-7th: OUT TO LF +3.6 mph | 8th-9th: OUT TO LF +4.3 mph,5.5,0.8,1.1988,580.0,1012.7,51.2,67.5,55.6,MODEL_VERTICAL_PROFILE,0.137,20.5,25.6,28.2,31.0,32.8,2.5,3.1,3.4,3.8,4.0,25.6,3.1,IMPROVING RAPIDLY,5.7,-0.5,-1.0,-8.0,0.0,2026-09-14 03:33:03 UTC,5.7,-1.0,-0.5,-8.0,10.1,68.0,12.0,9.1,67.5,4.0,1.3,29,LOW,5.3,LOW,10.6,2026-09-14 02:08:44 PM PDT,97.6,5
2026-09-14,New York Yankees,Minnesota Twins,New York Yankees @ Minnesota Twins,04:40 PM,06:40 PM CDT,Target Field,815,OPEN,OPEN-AIR PARK,Overcast,3,OPEN-METEO MODEL CONSENSUS,GOOD DATA,,0,60.6,89.6,🟡 15.5 mph Cross (RF → LF),13.4,SSE,5.6,-3.6,-11.4,-15.5,,FORECAST MODEL,57.7,54.4,B,Density 67 | Wind 48 | Temp 39 | Altitude 60 | Confidence 80%,3,2,1.3,80.2,🟨 Neutral,-0.8,-1,2.3,22.0,0.0,0.0,2.0,92.6,79.5,-1.7,STABLE,18.6,1st-3rd: CROSS RF → LF -1.2 mph | 4th-5th: CROSS RF → LF -1.0 mph | 6th-7th: CROSS RF → LF -0.1 mph | 8th-9th: CROSS RF → LF -0.0 mph,8.8,0.7,1.1691,1373.0,977.2,58.0,61.1,90.7,MODEL_VERTICAL_PROFILE,0.125,12.6,15.4,16.8,18.3,19.3,-0.6,-0.8,-0.8,-0.9,-1.0,15.4,-0.8,WORSENING,-3.4,0.0,1.2,-8.0,-4.4,2026-09-14 03:33:13 UTC,-3.4,1.2,0.0,-8.0,-3.6,61.1,65.7,-2.4,61.1,57.7,-1.14,27,MODERATE,42.3,MEDIUM,21.6,2026-09-14 02:08:55 PM PDT,137.0,5
2026-09-14,San Francisco Giants,St. Louis Cardinals,San Francisco Giants @ St. Louis Cardinals,04:45 PM,06:45 PM CDT,Busch Stadium,455,OPEN,OPEN-AIR PARK,Partly cloudy,2,OPEN-METEO MODEL CONSENSUS,GOOD DATA,,0,84.0,48.5,🟡 9.7 mph Cross (RF → LF),8.5,SE,3.0,-2.9,-7.6,-9.7,,FORECAST MODEL,0.0,56.3,B,Density 72 | Wind 47 | Temp 60 | Altitude 64 | Confidence 95%,4,3,1.9,95.1,🟨 Neutral,-0.9,-1,0.0,75.0,0.0,0.0,0.0,97.1,99.1,-1.8,STABLE,15.0,1st-3rd: CROSS RF → LF -0.9 mph | 4th-5th: CROSS RF → LF -0.9 mph | 6th-7th: CROSS RF → LF -0.9 mph | 8th-9th: CROSS RF → LF -0.9 mph,4.1,0.2,1.1502,1943.0,1000.1,61.8,81.7,53.3,MODEL_VERTICAL_PROFILE,0.121,8.9,10.8,11.8,12.8,13.5,-0.8,-0.9,-1.0,-1.1,-1.2,10.8,-0.9,WORSENING,-3.0,-0.6,0.2,-0.1,0.0,2026-09-14 03:33:24 UTC,-3.0,0.2,-0.6,-0.1,-3.1,82.3,0.1,-2.9,81.7,0.0,-1.21,26,LOW,0.0,LOW,7.0,2026-09-14 02:09:05 PM PDT,97.8,5
2026-09-14,San Diego Padres,Colorado Rockies,San Diego Padres @ Colorado Rockies,05:40 PM,06:40 PM MDT,Coors Field,5200,OPEN,OPEN-AIR PARK,Partly cloudy,2,OPEN-METEO MODEL CONSENSUS,GOOD DATA,,0,82.6,26.0,🟡 10.1 mph Cross (LF → RF),8.5,WNW,-7.0,-1.7,4.3,10.1,,FORECAST MODEL,20.0,66.3,B+,Density 100 | Wind 48 | Temp 58 | Altitude 100 | Confidence 88%,10,8,4.9,87.5,🟢 Good,-0.7,-1,28.1,43.8,1.7,0.0,10.2,69.9,71.6,-1.9,STABLE,25.2,1st-3rd: CROSS LF → RF -0.5 mph | 4th-5th: CROSS LF → RF -0.7 mph | 6th-7th: CROSS LF → RF -1.5 mph | 8th-9th: VARIABLE / CROSSWIND +0.3 mph,39.0,2.2,0.9716,7692.0,838.3,42.4,79.2,29.6,MODEL_VERTICAL_PROFILE,0.121,6.5,8.0,8.7,9.4,9.9,-0.6,-0.7,-0.8,-0.8,-0.9,8.0,-0.7,IMPROVING RAPIDLY,4.5,1.7,-1.1,0.0,-9.7,2026-09-14 03:33:35 UTC,4.5,-1.1,1.7,0.0,-0.7,77.5,20.0,-1.8,79.2,20.0,0.04,24,LOW,11.1,LOW,12.8,2026-09-14 02:09:15 PM PDT,142.5,5
2026-09-14,Seattle Mariners,Los Angeles Angels,Seattle Mariners @ Los Angeles Angels,06:38 PM,06:38 PM PDT,Angel Stadium,150,OPEN,OPEN-AIR PARK,Mostly clear,1,OPEN-METEO MODEL CONSENSUS,GOOD DATA,,0,74.1,74.0,🟢 5.6 mph Out to LF,5.2,SSW,5.6,5.4,3.0,-2.5,,FORECAST MODEL,0.8,58.9,B,Density 65 | Wind 60 | Temp 51 | Altitude 58 | Confidence 97%,6,4,2.7,96.7,🟨 Neutral,4.0,3,97.0,0.0,46.0,0.0,0.0,86.3,97.6,6.9,STABLE,18.6,1st-3rd: OUT TO LCF +4.7 mph | 4th-5th: OUT TO LCF +3.8 mph | 6th-7th: OUT TO LCF +3.3 mph | 8th-9th: OUT TO LCF +3.1 mph,16.3,1.3,1.1765,1124.0,1006.6,64.6,72.6,77.7,MODEL_VERTICAL_PROFILE,0.122,4.8,5.9,6.4,7.0,7.3,3.1,4.0,4.4,4.9,5.2,5.9,4.0,IMPROVING RAPIDLY,4.7,0.3,0.1,0.0,0.0,2026-09-14 03:33:46 UTC,4.7,0.1,0.3,0.0,4.6,72.3,0.8,4.7,72.6,0.8,-1.51,28,LOW,0.4,LOW,4.1,2026-09-14 02:09:25 PM PDT,171.9,5
2026-09-14,Miami Marlins,Arizona Diamondbacks,Miami Marlins @ Arizona Diamondbacks,06:40 PM,06:40 PM MST,Chase Field,1086,CLOSED,PROJECTED: TEMPERATURE,Overcast,3,OPEN-METEO MODEL CONSENSUS,GOOD DATA,,0,97.8,29.8,⚪ Calm,0.0,SW,0.0,0.0,0.0,0.0,,FORECAST MODEL,13.1,49.9,C,Density 61 | Wind 50 | Temp 75 | Altitude 57 | Confidence 85%,0,0,-0.0,85.0,🟧 Below Average,0.0,0,35.8,0.0,0.0,0.0,0.0,37.9,100.0,0.0,STABLE,18.0,1st-3rd: LIGHT / VARIABLE +0.0 mph | 4th-5th: OUT TO RF +0.0 mph | 6th-7th: OUT TO RF +0.0 mph | 8th-9th: OUT TO RF +0.0 mph,76.7,0.9,1.1896,858.0,968.8,60.5,95.5,33.2,MODEL_VERTICAL_PROFILE,0.141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IMPROVING,3.0,3.6,0.0,-4.7,-40.2,2026-09-14 03:33:57 UTC,3.0,0.0,3.6,-4.7,0.0,91.9,17.8,0.0,95.5,13.1,-0.33,28,NONE (ROOF),0.0,LOW,14.4,2026-09-14 02:09:35 PM PDT,136.6,5
