Top 30 Rank,Overall Rank,Date,Player,Team,Opponent,Game,Side,Position,Projected FS,Sim Mean,Last 5 Avg FS,Last 10 Avg FS,Last 15 Avg FS,Last 5 Fantasy Scores,Last 10 Fantasy Scores,Last 15 Fantasy Scores,P Over 2.5 FS %,P Over 3.0 FS %,P Over 3.5 FS %,P Over 4.0 FS %,P Over 4.5 FS %,P Over 5.0 FS %,P Over 5.5 FS %,P Over 6.0 FS %,P Over 6.5 FS %,P Over 7.0 FS %,P Over 7.5 FS %,P Over 8.0 FS %,P Over 8.5 FS %,P Over 9.0 FS %,P Over 9.5 FS %,P Over 10.0 FS %,P Over 10.5 FS %,P Over 11.0 FS %,P Over 11.5 FS %,P Over 12.0 FS %,P Over 12.5 FS %,P Over 13.0 FS %,P Over 13.5 FS %,P Over 14.0 FS %,P Over 14.5 FS %,P Over 15.0 FS %,P Over 15.5 FS %,AI Score,Grade,Suggested Lean,Lineup Spot,Lineup Source,Today Lineup Spot,Last 7 Mode Spot,Starts in Last 7,Last 7 Lineup Spots,Lineup Consistency %,Start Probability %,Expected PA,Rest/Usage Note,Recent Start Guess 14,Usage Factor,Opp Pitcher,Opp Pitcher Hand,Pitcher ERA,Pitcher WHIP,Pitcher H/BF,Pitcher HR/BF,Pitcher BB/BF,Bullpen ERA,Bullpen WHIP,Bullpen H/BF,Bullpen HR/BF,Venue,Park Factor,Weather Factor,Temp F,Wind MPH,Wind Direction,Precip %,Weather Note,PA,AB,AVG,OBP,SLG,OPS,Hand Split PA,Hand Split OPS,Season H,Season 2B,Season 3B,Season HR,Season R,Season RBI,Season BB,Season HBP,Season SB,Last 5 Fantasy Score Details,Last 10 Fantasy Score Details,Last 15 Fantasy Score Details,Recent FS Games Available,Last 7 FS/G,Last 14 FS/G,Last 14 AVG,14-Game Batter Status,Last 30 FS/G,Last 14 FS/PA,Last 14 Hit Rate,Last 14 XBH Rate,Last 14 HR Rate,Last 14 BB Rate,Last 14 SB Rate,Season Projected FS,Last 30 Projected FS,Last 14 Projected FS,Last 7 Projected FS,Hand Split Projected FS,Season Weight %,Last 30 Weight %,Last 14 Weight %,Last 7 Weight %,Hand Split Weight %,Statcast Samples,Avg Exit Velo,Hard Hit %,Barrel %,Sweet Spot %,Statcast xwOBA,Statcast Quality Factor,Elite Single Floor Boost,Walk Floor Boost,Run Scoring Boost,Pitch-Type Matchup Factor,Pitch-Type Samples,Pitch-Type Data Source,Single Rate,Double Rate,Triple Rate,HR Rate,BB Rate,HBP Rate,K Rate Model,Groundout Share,Flyout Share,Lineout Share,Run Rate Model,RBI Rate Model,SB Rate,_run_scoring_boost,Confirmed Starter,Sim Median,Sim Std,P25,P75,P90,Simulated PA,Zero PA Probability %,Probability Calibration,Raw P Over 2.5 FS %,Raw P Over 3.0 FS %,Raw P Over 3.5 FS %,Raw P Over 4.0 FS %,Raw P Over 4.5 FS %,Raw P Over 5.0 FS %,Raw P Over 5.5 FS %,Raw P Over 6.0 FS %,Raw P Over 6.5 FS %,Raw P Over 7.0 FS %,Raw P Over 7.5 FS %,Raw P Over 8.0 FS %,Raw P Over 8.5 FS %,Raw P Over 9.0 FS %,Raw P Over 9.5 FS %,Raw P Over 10.0 FS %,Raw P Over 10.5 FS %,Raw P Over 11.0 FS %,Raw P Over 11.5 FS %,Raw P Over 12.0 FS %,Raw P Over 12.5 FS %,Raw P Over 13.0 FS %,Raw P Over 13.5 FS %,Raw P Over 14.0 FS %,Raw P Over 14.5 FS %,Raw P Over 15.0 FS %,Raw P Over 15.5 FS %,Floor Uplift 2.5 FS,Floor Uplift 3.0 FS,Floor Uplift 3.5 FS,Floor Uplift 4.0 FS,Floor Uplift 4.5 FS,Floor Uplift 5.0 FS,Floor Uplift 5.5 FS,Floor Uplift 6.0 FS,Floor Uplift 6.5 FS,Floor Uplift 7.0 FS,Floor Uplift 7.5 FS,Floor Uplift 8.0 FS,Floor Uplift 8.5 FS,Floor Uplift 9.0 FS,Floor Uplift 9.5 FS,Floor Uplift 10.0 FS,Floor Uplift 10.5 FS,Floor Uplift 11.0 FS,Floor Uplift 11.5 FS,Floor Uplift 12.0 FS,Floor Uplift 12.5 FS,Floor Uplift 13.0 FS,Floor Uplift 13.5 FS,Floor Uplift 14.0 FS,Floor Uplift 14.5 FS,Floor Uplift 15.0 FS,Floor Uplift 15.5 FS,Confidence
1,1,2026-07-12,James Wood,WSH,NYY,NYY @ WSH,HOME,RF,12.23,11.16,19.6,19.9,16.4,18|20|24|15|21,18|20|24|15|21|35|6|18|15|27,18|20|24|15|21|35|6|18|15|27|15|14|11|2|5,91.2,87.7,87.2,81.4,80.4,72.1,71.6,67.5,67.0,59.0,58.5,53.0,52.0,47.2,47.2,43.3,43.3,40.7,40.7,37.5,37.5,35.7,35.7,30.6,30.6,29.4,29.4,299.98,A+,Forecast 12.2 FS | Sim 11.2,1,Today Posted,1,1.0,7,1-1-1-1-1-1-1,100.0,100.0,5.13,Regular,14,1.04,Will Warren,R,4.03,1.36,0.2354,0.0326,0.0769,3.37,1.19,0.2043,0.0273,Nationals Park,1.0,1.03,82.6,7.7,87.0,,warm,454,369,0.279,0.41,0.575,0.985,303,1.024,103,23,1,28,89,64,79,4,15,2026-07-12 vs New York Yankees: 18 FS|2026-07-11 vs New York Yankees: 20 FS|2026-07-10 vs New York Yankees: 24 FS|2026-07-08 vs Houston Astros: 15 FS|2026-07-07 vs Houston Astros: 21 FS,2026-07-12 vs New York Yankees: 18 FS|2026-07-11 vs New York Yankees: 20 FS|2026-07-10 vs New York Yankees: 24 FS|2026-07-08 vs Houston Astros: 15 FS|2026-07-07 vs Houston Astros: 21 FS|2026-07-06 vs Houston Astros: 35 FS|2026-07-05 vs Pittsburgh Pirates: 6 FS|2026-07-04 vs Pittsburgh Pirates: 18 FS|2026-07-03 vs Pittsburgh Pirates: 15 FS|2026-07-01 @ Boston Red Sox: 27 FS,2026-07-12 vs New York Yankees: 18 FS|2026-07-11 vs New York Yankees: 20 FS|2026-07-10 vs New York Yankees: 24 FS|2026-07-08 vs Houston Astros: 15 FS|2026-07-07 vs Houston Astros: 21 FS|2026-07-06 vs Houston Astros: 35 FS|2026-07-05 vs Pittsburgh Pirates: 6 FS|2026-07-04 vs Pittsburgh Pirates: 18 FS|2026-07-03 vs Pittsburgh Pirates: 15 FS|2026-07-01 @ Boston Red Sox: 27 FS|2026-06-30 @ Boston Red Sox: 15 FS|2026-06-29 @ Boston Red Sox: 14 FS|2026-06-28 @ Baltimore Orioles: 11 FS|2026-06-27 @ Baltimore Orioles: 2 FS|2026-06-26 @ Baltimore Orioles: 5 FS,15,19.86,17.21,0.4,Hot,12.8,3.544,0.2941,0.1765,0.1176,0.2647,0.0294,12.31,12.71,13.16,12.68,10.42,28.0,16.0,20.0,16.0,20.0,284,86.32,33.45,3.52,32.39,0.573,1.1383,1.0,1.0,1.0,1.1104,764,Statcast,0.1295,0.0578,0.0043,0.0711,0.1418,0.0082,0.2626,0.4326,0.2908,0.2765,0.1689,0.1198,0.0183,1.0,Yes,9.0,8.85,4.0,17.0,23.0,4.76,0.0,Raw (calibration off),85.3,79.7,79.7,74.4,74.4,67.1,67.1,63.5,63.5,56.0,56.0,52.0,52.0,47.2,47.2,43.3,43.3,40.7,40.7,37.5,37.5,35.7,35.7,30.6,30.6,29.4,29.4,5.9,8.0,7.5,7.0,6.0,5.0,4.5,4.0,3.5,3.0,2.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium
2,2,2026-07-12,Pete Crow-Armstrong,CHC,CIN,CHC @ CIN,AWAY,CF,11.66,10.92,12.6,13.3,12.33,18|4|0|9|32,18|4|0|9|32|8|20|9|5|28,18|4|0|9|32|8|20|9|5|28|18|12|18|0|4,91.4,88.2,87.8,82.1,81.1,72.6,72.1,67.5,67.0,59.3,58.8,52.9,51.9,46.7,46.7,42.4,42.4,39.1,39.1,35.5,35.5,33.6,33.6,28.9,28.9,27.4,27.4,284.58,A+,Forecast 11.7 FS | Sim 10.9,1,Today Posted,1,1.0,7,1-1-1-1-1-1-1,100.0,100.0,5.13,Regular,14,1.04,Andrew Abbott,L,4.11,1.42,0.221,0.035,0.105,4.52,1.44,0.2127,0.034,Great American Ball Park,1.08,1.03,81.1,4.8,97.0,,warm,418,358,0.291,0.386,0.531,0.917,141,0.864,104,15,4,21,63,53,47,10,24,2026-07-12 @ Cincinnati Reds: 18 FS|2026-07-11 @ Cincinnati Reds: 4 FS|2026-07-10 @ Cincinnati Reds: 0 FS|2026-07-09 @ Baltimore Orioles: 9 FS|2026-07-08 @ Baltimore Orioles: 32 FS,2026-07-12 @ Cincinnati Reds: 18 FS|2026-07-11 @ Cincinnati Reds: 4 FS|2026-07-10 @ Cincinnati Reds: 0 FS|2026-07-09 @ Baltimore Orioles: 9 FS|2026-07-08 @ Baltimore Orioles: 32 FS|2026-07-07 @ Baltimore Orioles: 8 FS|2026-07-05 vs St. Louis Cardinals: 20 FS|2026-07-04 vs St. Louis Cardinals: 9 FS|2026-07-03 vs St. Louis Cardinals: 5 FS|2026-07-01 vs San Diego Padres: 28 FS,2026-07-12 @ Cincinnati Reds: 18 FS|2026-07-11 @ Cincinnati Reds: 4 FS|2026-07-10 @ Cincinnati Reds: 0 FS|2026-07-09 @ Baltimore Orioles: 9 FS|2026-07-08 @ Baltimore Orioles: 32 FS|2026-07-07 @ Baltimore Orioles: 8 FS|2026-07-05 vs St. Louis Cardinals: 20 FS|2026-07-04 vs St. Louis Cardinals: 9 FS|2026-07-03 vs St. Louis Cardinals: 5 FS|2026-07-01 vs San Diego Padres: 28 FS|2026-06-30 vs San Diego Padres: 18 FS|2026-06-29 vs San Diego Padres: 12 FS|2026-06-28 @ Milwaukee Brewers: 18 FS|2026-06-27 @ Milwaukee Brewers: 0 FS|2026-06-26 @ Milwaukee Brewers: 4 FS,15,13.0,12.93,0.312,Hot,13.77,2.828,0.2344,0.0938,0.0625,0.2188,0.0938,11.95,13.68,12.15,11.17,9.53,28.0,16.0,20.0,16.0,20.0,309,82.96,30.42,1.94,33.33,0.502,1.0225,1.0,1.0,1.0,1.025,646,Statcast,0.1458,0.0456,0.0055,0.0563,0.1505,0.021,0.233,0.2992,0.4252,0.2756,0.15,0.1051,0.0299,1.0,Yes,9.0,8.51,5.0,16.0,23.0,4.82,0.0,Raw (calibration off),85.6,80.4,80.4,75.1,75.1,67.6,67.6,63.5,63.5,56.3,56.3,51.9,51.9,46.7,46.7,42.4,42.4,39.1,39.1,35.5,35.5,33.6,33.6,28.9,28.9,27.4,27.4,5.8,7.8,7.3,7.0,6.0,5.0,4.5,4.0,3.5,3.0,2.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium
3,3,2026-07-12,Wyatt Langford,TEX,HOU,HOU @ TEX,HOME,LF,11.62,10.5,10.2,12.1,12.53,5|5|18|5|18,5|5|18|5|18|18|22|7|2|21,5|5|18|5|18|18|22|7|2|21|14|24|19|5|5,90.6,85.7,85.2,80.4,79.4,69.9,69.4,65.5,65.0,57.5,57.0,50.7,49.7,45.2,45.2,40.3,40.3,37.4,37.4,33.6,33.6,31.5,31.5,27.3,27.3,25.7,25.7,280.65,A+,Forecast 11.6 FS | Sim 10.5,2,Today Posted,2,2.0,3,2-2-2,100.0,100.0,4.94,Regular,14,1.04,Cristian Javier,R,9.98,2.28,0.2532,0.038,0.1899,4.81,1.41,0.2093,0.0363,Globe Life Field,1.02,1.0,,,,,Indoor/retractable neutral,191,178,0.275,0.325,0.494,0.819,138,0.817,49,8,2,9,26,22,12,1,6,2026-07-12 vs Houston Astros: 5 FS|2026-07-11 vs Houston Astros: 5 FS|2026-07-10 vs Houston Astros: 18 FS|2026-07-09 vs Los Angeles Angels: 5 FS|2026-06-26 @ Toronto Blue Jays: 18 FS,2026-07-12 vs Houston Astros: 5 FS|2026-07-11 vs Houston Astros: 5 FS|2026-07-10 vs Houston Astros: 18 FS|2026-07-09 vs Los Angeles Angels: 5 FS|2026-06-26 @ Toronto Blue Jays: 18 FS|2026-06-25 @ Toronto Blue Jays: 18 FS|2026-06-24 @ Miami Marlins: 22 FS|2026-06-23 @ Miami Marlins: 7 FS|2026-06-22 @ Miami Marlins: 2 FS|2026-06-21 vs San Diego Padres: 21 FS,2026-07-12 vs Houston Astros: 5 FS|2026-07-11 vs Houston Astros: 5 FS|2026-07-10 vs Houston Astros: 18 FS|2026-07-09 vs Los Angeles Angels: 5 FS|2026-06-26 @ Toronto Blue Jays: 18 FS|2026-06-25 @ Toronto Blue Jays: 18 FS|2026-06-24 @ Miami Marlins: 22 FS|2026-06-23 @ Miami Marlins: 7 FS|2026-06-22 @ Miami Marlins: 2 FS|2026-06-21 vs San Diego Padres: 21 FS|2026-06-20 vs San Diego Padres: 14 FS|2026-06-19 vs San Diego Padres: 24 FS|2026-06-18 vs Minnesota Twins: 19 FS|2026-06-16 vs Minnesota Twins: 5 FS|2026-06-15 vs Minnesota Twins: 5 FS,15,13.0,13.07,0.362,Hot,10.57,2.859,0.3281,0.1406,0.0938,0.0781,0.0312,11.14,12.61,12.76,11.92,10.1,28.0,16.0,20.0,16.0,20.0,142,82.42,22.54,2.11,23.94,0.379,0.9012,1.0,1.0,1.0,1.0237,200,Statcast,0.1847,0.0526,0.0051,0.0559,0.1049,0.0134,0.2007,0.371,0.4033,0.2258,0.1578,0.1458,0.0182,1.0,Yes,8.0,8.49,4.0,16.0,22.0,4.64,0.0,Raw (calibration off),84.4,77.7,77.7,73.4,73.4,64.9,64.9,61.5,61.5,54.5,54.5,49.7,49.7,45.2,45.2,40.3,40.3,37.4,37.4,33.6,33.6,31.5,31.5,27.3,27.3,25.7,25.7,6.2,8.0,7.5,7.0,6.0,5.0,4.5,4.0,3.5,3.0,2.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium
4,4,2026-07-12,Shohei Ohtani,LAD,ARI,ARI @ LAD,HOME,TWP,11.57,10.87,10.8,9.4,9.47,21|3|14|0|16,21|3|14|0|16|28|7|0|5|0,21|3|14|0|16|28|7|0|5|0|5|21|9|10|3,89.5,84.2,83.7,78.4,77.4,68.0,67.5,63.3,62.8,55.6,55.1,49.8,48.8,44.9,44.9,41.2,41.2,38.9,38.9,36.3,36.3,34.8,34.8,30.0,30.0,29.0,29.0,273.1,A+,Forecast 11.6 FS | Sim 10.9,1,Today Posted,1,1.0,6,1-1-1-1-1-1,100.0,100.0,5.13,Regular,14,1.04,Mitch Bratt,L,6.0,1.67,0.1786,0.0357,0.1786,4.21,1.27,0.2245,0.0325,UNIQLO Field at Dodger Stadium,1.0,1.0,,,,,Weather unavailable,406,335,0.293,0.403,0.549,0.952,124,0.936,98,16,2,22,65,58,60,5,6,2026-07-12 vs Arizona Diamondbacks: 21 FS|2026-07-11 vs Arizona Diamondbacks: 3 FS|2026-07-10 vs Arizona Diamondbacks: 14 FS|2026-07-08 vs Colorado Rockies: 0 FS|2026-07-07 vs Colorado Rockies: 16 FS,2026-07-12 vs Arizona Diamondbacks: 21 FS|2026-07-11 vs Arizona Diamondbacks: 3 FS|2026-07-10 vs Arizona Diamondbacks: 14 FS|2026-07-08 vs Colorado Rockies: 0 FS|2026-07-07 vs Colorado Rockies: 16 FS|2026-07-06 vs Colorado Rockies: 28 FS|2026-07-05 vs San Diego Padres: 7 FS|2026-07-03 vs San Diego Padres: 0 FS|2026-07-02 vs San Diego Padres: 5 FS|2026-07-01 @ Athletics: 0 FS,2026-07-12 vs Arizona Diamondbacks: 21 FS|2026-07-11 vs Arizona Diamondbacks: 3 FS|2026-07-10 vs Arizona Diamondbacks: 14 FS|2026-07-08 vs Colorado Rockies: 0 FS|2026-07-07 vs Colorado Rockies: 16 FS|2026-07-06 vs Colorado Rockies: 28 FS|2026-07-05 vs San Diego Padres: 7 FS|2026-07-03 vs San Diego Padres: 0 FS|2026-07-02 vs San Diego Padres: 5 FS|2026-07-01 @ Athletics: 0 FS|2026-06-30 @ Athletics: 5 FS|2026-06-29 @ Athletics: 21 FS|2026-06-28 @ San Diego Padres: 9 FS|2026-06-27 @ San Diego Padres: 10 FS|2026-06-26 @ San Diego Padres: 3 FS,15,12.71,9.93,0.286,Neutral,10.6,2.242,0.2581,0.0968,0.0806,0.0968,0.0,12.07,12.01,11.38,11.75,10.59,28.0,16.0,20.0,16.0,20.0,245,86.78,35.1,3.67,35.1,0.544,1.1275,1.0,1.0,1.0,1.0821,461,Statcast,0.1364,0.0425,0.0032,0.0726,0.1254,0.0123,0.1932,0.3969,0.3054,0.2977,0.1521,0.129,0.0105,1.0,Yes,8.0,9.19,4.0,17.0,23.0,4.8,0.0,Raw (calibration off),82.5,76.2,76.2,71.4,71.4,63.0,63.0,59.3,59.3,52.6,52.6,48.8,48.8,44.9,44.9,41.2,41.2,38.9,38.9,36.3,36.3,34.8,34.8,30.0,30.0,29.0,29.0,7.0,8.0,7.5,7.0,6.0,5.0,4.5,4.0,3.5,3.0,2.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium
5,5,2026-07-12,Esmerlyn Valdez,PIT,MIL,MIL @ PIT,HOME,RF,11.13,9.0,16.8,13.4,14.4,13|16|39|16|0,13|16|39|16|0|11|0|5|15|19,13|16|39|16|0|11|0|5|15|19|5|8|27|28|14,82.5,73.4,72.9,69.0,68.0,57.4,56.9,53.8,53.3,46.1,45.6,41.0,40.0,36.8,36.8,33.7,33.7,32.2,32.2,30.0,30.0,29.0,29.0,24.1,24.1,23.2,23.2,264.24,A+,Forecast 11.1 FS | Sim 9.0,4,Today Posted,4,4.0,7,4-4-4-4-4-4-4,100.0,100.0,4.73,Regular,14,1.04,Robert Gasser,L,5.24,1.27,0.2239,0.0498,0.0697,3.48,1.17,0.1958,0.0268,PNC Park,0.97,1.03,81.5,3.7,125.0,,warm,105,94,0.309,0.371,0.713,1.084,34,1.412,29,6,1,10,21,27,10,0,0,2026-07-12 vs Milwaukee Brewers: 13 FS|2026-07-11 vs Milwaukee Brewers: 16 FS|2026-07-11 vs Milwaukee Brewers: 39 FS|2026-07-09 vs Atlanta Braves: 16 FS|2026-07-08 vs Atlanta Braves: 0 FS,2026-07-12 vs Milwaukee Brewers: 13 FS|2026-07-11 vs Milwaukee Brewers: 16 FS|2026-07-11 vs Milwaukee Brewers: 39 FS|2026-07-09 vs Atlanta Braves: 16 FS|2026-07-08 vs Atlanta Braves: 0 FS|2026-07-07 vs Atlanta Braves: 11 FS|2026-07-05 @ Washington Nationals: 0 FS|2026-07-04 @ Washington Nationals: 5 FS|2026-07-03 @ Washington Nationals: 15 FS|2026-07-02 @ Philadelphia Phillies: 19 FS,2026-07-12 vs Milwaukee Brewers: 13 FS|2026-07-11 vs Milwaukee Brewers: 16 FS|2026-07-11 vs Milwaukee Brewers: 39 FS|2026-07-09 vs Atlanta Braves: 16 FS|2026-07-08 vs Atlanta Braves: 0 FS|2026-07-07 vs Atlanta Braves: 11 FS|2026-07-05 @ Washington Nationals: 0 FS|2026-07-04 @ Washington Nationals: 5 FS|2026-07-03 @ Washington Nationals: 15 FS|2026-07-02 @ Philadelphia Phillies: 19 FS|2026-07-01 @ Philadelphia Phillies: 5 FS|2026-06-30 @ Philadelphia Phillies: 8 FS|2026-06-29 @ Philadelphia Phillies: 27 FS|2026-06-28 vs Cincinnati Reds: 28 FS|2026-06-27 vs Cincinnati Reds: 14 FS,15,13.57,14.43,0.375,Hot,10.36,3.108,0.3231,0.1692,0.0923,0.1231,0.0,10.96,11.59,11.87,10.78,10.56,28.0,16.0,20.0,16.0,20.0,113,85.35,32.74,4.42,33.63,0.576,1.1334,1.0,1.0,1.0,1.0171,320,Statcast,0.1327,0.0544,0.0051,0.0687,0.0828,0.0077,0.3122,0.3726,0.451,0.1764,0.1567,0.2054,0.0099,1.0,Yes,6.0,8.67,2.0,14.0,21.0,4.23,0.0,Raw (calibration off),74.5,65.4,65.4,62.0,62.0,52.4,52.4,49.8,49.8,43.1,43.1,40.0,40.0,36.8,36.8,33.7,33.7,32.2,32.2,30.0,30.0,29.0,29.0,24.1,24.1,23.2,23.2,8.0,8.0,7.5,7.0,6.0,5.0,4.5,4.0,3.5,3.0,2.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
6,6,2026-07-12,Heliot Ramos,SF,COL,COL @ SF,HOME,LF,11.02,10.56,3.8,8.8,9.2,6|5|0|5|3,6|5|0|5|3|10|44|5|7|3,6|5|0|5|3|10|44|5|7|3|26|0|14|7|3,91.7,86.3,85.8,82.9,81.9,70.9,70.4,67.0,66.5,59.3,58.8,51.2,50.2,46.4,46.4,40.5,40.5,37.8,37.8,33.9,33.9,31.6,31.6,27.4,27.4,24.9,24.9,263.91,A+,Forecast 11.0 FS | Sim 10.6,1,Today Posted,1,1.0,7,1-1-1-1-1-1-3,85.7,100.0,5.04,Regular,14,1.04,Michael Lorenzen,R,6.22,1.77,0.2894,0.0302,0.0821,5.44,1.52,0.2549,0.0343,Oracle Park,0.94,1.0,66.1,7.4,269.0,,neutral,235,222,0.275,0.311,0.468,0.779,178,0.738,61,13,3,8,31,28,12,0,0,2026-07-12 vs Colorado Rockies: 6 FS|2026-07-11 vs Colorado Rockies: 5 FS|2026-07-10 vs Colorado Rockies: 0 FS|2026-07-09 vs Colorado Rockies: 5 FS|2026-07-08 vs Toronto Blue Jays: 3 FS,2026-07-12 vs Colorado Rockies: 6 FS|2026-07-11 vs Colorado Rockies: 5 FS|2026-07-10 vs Colorado Rockies: 0 FS|2026-07-09 vs Colorado Rockies: 5 FS|2026-07-08 vs Toronto Blue Jays: 3 FS|2026-07-07 vs Toronto Blue Jays: 10 FS|2026-07-06 vs Toronto Blue Jays: 44 FS|2026-07-05 @ Colorado Rockies: 5 FS|2026-07-04 @ Colorado Rockies: 7 FS|2026-07-03 @ Colorado Rockies: 3 FS,2026-07-12 vs Colorado Rockies: 6 FS|2026-07-11 vs Colorado Rockies: 5 FS|2026-07-10 vs Colorado Rockies: 0 FS|2026-07-09 vs Colorado Rockies: 5 FS|2026-07-08 vs Toronto Blue Jays: 3 FS|2026-07-07 vs Toronto Blue Jays: 10 FS|2026-07-06 vs Toronto Blue Jays: 44 FS|2026-07-05 @ Colorado Rockies: 5 FS|2026-07-04 @ Colorado Rockies: 7 FS|2026-07-03 @ Colorado Rockies: 3 FS|2026-07-01 @ Arizona Diamondbacks: 26 FS|2026-06-30 @ Arizona Diamondbacks: 0 FS|2026-06-29 @ Arizona Diamondbacks: 14 FS|2026-06-28 vs Atlanta Braves: 7 FS|2026-05-15 @ Athletics: 3 FS,15,10.43,9.64,0.298,Neutral,8.2,2.288,0.2881,0.1186,0.0678,0.0339,0.0,10.95,11.24,11.67,11.51,9.92,28.0,16.0,20.0,16.0,20.0,92,86.92,31.52,4.35,42.39,0.463,1.0635,1.0,1.0,1.0,1.0927,169,Statcast,0.209,0.064,0.0098,0.0448,0.0645,0.0074,0.2237,0.4807,0.2693,0.25,0.1516,0.1107,0.0085,1.0,Yes,9.0,8.34,5.0,15.0,22.0,4.71,0.0,Raw (calibration off),86.2,78.3,78.3,75.9,75.9,65.9,65.9,63.0,63.0,56.3,56.3,50.2,50.2,46.4,46.4,40.5,40.5,37.8,37.8,33.9,33.9,31.6,31.6,27.4,27.4,24.9,24.9,5.5,8.0,7.5,7.0,6.0,5.0,4.5,4.0,3.5,3.0,2.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium
7,7,2026-07-12,Rafael Devers,SF,COL,COL @ SF,HOME,1B,10.93,10.23,10.0,11.3,11.73,4|2|26|16|2,4|2|26|16|2|5|8|28|5|17,4|2|26|16|2|5|8|28|5|17|7|18|3|3|32,89.9,83.8,83.3,78.7,77.7,67.8,67.3,63.4,62.9,55.1,54.6,48.5,47.5,43.3,43.3,38.4,38.4,35.6,35.6,32.1,32.1,30.3,30.3,26.0,26.0,24.7,24.7,263.03,A+,Forecast 10.9 FS | Sim 10.2,4,Today Posted,4,4.0,7,4-4-4-4-4-4-4,100.0,100.0,4.82,Regular,14,1.04,Michael Lorenzen,R,6.22,1.77,0.2894,0.0302,0.0821,5.44,1.52,0.2549,0.0343,Oracle Park,0.94,1.0,66.1,7.4,269.0,,neutral,407,365,0.249,0.319,0.479,0.798,273,0.926,91,25,1,19,49,52,38,1,0,2026-07-12 vs Colorado Rockies: 4 FS|2026-07-11 vs Colorado Rockies: 2 FS|2026-07-10 vs Colorado Rockies: 26 FS|2026-07-09 vs Colorado Rockies: 16 FS|2026-07-08 vs Toronto Blue Jays: 2 FS,2026-07-12 vs Colorado Rockies: 4 FS|2026-07-11 vs Colorado Rockies: 2 FS|2026-07-10 vs Colorado Rockies: 26 FS|2026-07-09 vs Colorado Rockies: 16 FS|2026-07-08 vs Toronto Blue Jays: 2 FS|2026-07-07 vs Toronto Blue Jays: 5 FS|2026-07-06 vs Toronto Blue Jays: 8 FS|2026-07-05 @ Colorado Rockies: 28 FS|2026-07-04 @ Colorado Rockies: 5 FS|2026-07-03 @ Colorado Rockies: 17 FS,2026-07-12 vs Colorado Rockies: 4 FS|2026-07-11 vs Colorado Rockies: 2 FS|2026-07-10 vs Colorado Rockies: 26 FS|2026-07-09 vs Colorado Rockies: 16 FS|2026-07-08 vs Toronto Blue Jays: 2 FS|2026-07-07 vs Toronto Blue Jays: 5 FS|2026-07-06 vs Toronto Blue Jays: 8 FS|2026-07-05 @ Colorado Rockies: 28 FS|2026-07-04 @ Colorado Rockies: 5 FS|2026-07-03 @ Colorado Rockies: 17 FS|2026-07-01 @ Arizona Diamondbacks: 7 FS|2026-06-30 @ Arizona Diamondbacks: 18 FS|2026-06-29 @ Arizona Diamondbacks: 3 FS|2026-06-28 vs Atlanta Braves: 3 FS|2026-06-27 vs Atlanta Braves: 32 FS,15,9.0,10.29,0.312,Hot,9.67,2.4,0.25,0.1,0.0833,0.1833,0.0,10.52,11.75,11.44,10.59,10.61,28.0,16.0,20.0,16.0,20.0,292,85.43,30.82,2.74,32.88,0.453,1.0233,1.0,1.0,1.0,1.0345,754,Statcast,0.1752,0.0661,0.0042,0.0518,0.1046,0.0071,0.2319,0.3957,0.41,0.1943,0.1337,0.1665,0.0078,1.0,Yes,8.0,8.54,4.0,15.0,22.0,4.42,0.0,Raw (calibration off),83.2,75.8,75.8,71.7,71.7,62.8,62.8,59.4,59.4,52.1,52.1,47.5,47.5,43.3,43.3,38.4,38.4,35.6,35.6,32.1,32.1,30.3,30.3,26.0,26.0,24.7,24.7,6.7,8.0,7.5,7.0,6.0,5.0,4.5,4.0,3.5,3.0,2.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium
