player_id,player_name,team,opponent,position,depth_chart_position,status,years_exp,game_id,game_date,home_away,season,season_type,week,projected_role
00-0025565,Nick Folk,ATL,GB,K,K,ACT,19.0,401872948,2026-09-25T00:15Z,away,2026,REG,3,K
00-0031136,Chris Boswell,PIT,CIN,K,K,ACT,12.0,401872950,2026-09-27T17:00Z,home,2026,REG,3,K
00-0031203,Cairo Santos,CHI,PHI,K,K,ACT,12.0,401872963,2026-09-29T00:15Z,home,2026,REG,3,K
00-0031492,Jason Myers,SEA,WAS,K,K,ACT,11.0,401872955,2026-09-27T17:00Z,away,2026,REG,3,K
00-0032569,Wil Lutz,DEN,LAR,K,K,ACT,10.0,401872962,2026-09-28T00:20Z,home,2026,REG,3,K
00-0032726,Ka'imi Fairbairn,HOU,IND,K,K,ACT,10.0,401872951,2026-09-27T17:00Z,away,2026,REG,3,K
00-0033303,Harrison Butker,KC,MIA,K,K,ACT,9.0,401872952,2026-09-27T17:00Z,away,2026,REG,3,K
00-0033787,Jake Elliott,PHI,CHI,K,K,ACT,9.0,401872963,2026-09-29T00:15Z,away,2026,REG,3,K
00-0034161,Daniel Carlson,NO,LV,K,K,ACT,8.0,401872961,2026-09-27T20:25Z,home,2026,REG,3,K
00-0034173,Eddy Pineiro,SF,ARI,K,K,ACT,8.0,401872958,2026-09-27T20:05Z,home,2026,REG,3,K
00-0035192,Joey Slye,TEN,NYG,K,K,ACT,7.0,401872956,2026-09-27T17:00Z,away,2026,REG,3,K
00-0035269,Matt Gay,LV,NO,K,K,ACT,7.0,401872961,2026-09-27T20:25Z,away,2026,REG,3,K
00-0035358,Chase McLaughlin,TB,MIN,K,K,ACT,7.0,401872959,2026-09-27T20:05Z,home,2026,REG,3,K
00-0036162,Tyler Bass,BUF,LAC,K,K,ACT,6.0,401872953,2026-09-27T17:00Z,home,2026,REG,3,K
00-0036816,Riley Patterson,MIA,KC,K,K,ACT,5.0,401872952,2026-09-27T17:00Z,home,2026,REG,3,K
00-0036854,Evan McPherson,CIN,PIT,K,K,ACT,5.0,401872950,2026-09-27T17:00Z,away,2026,REG,3,K
00-0037224,Cameron Dicker,LAC,BUF,K,K,ACT,4.0,401872953,2026-09-27T17:00Z,away,2026,REG,3,K
00-0037692,Brandon Aubrey,DAL,BAL,K,K,ACT,4.0,401872960,2026-09-27T20:25Z,home,2026,REG,3,K
00-0038428,Andre Szmyt,CLE,CAR,K,K,ACT,3.0,401872949,2026-09-27T17:00Z,home,2026,REG,3,K
00-0038567,Chad Ryland,ARI,SF,K,K,ACT,3.0,401872958,2026-09-27T20:05Z,away,2026,REG,3,K
00-0038905,Blake Grupe,NYJ,DET,K,K,ACT,3.0,401872954,2026-09-27T17:00Z,away,2026,REG,3,K
00-0039172,Jake Bates,DET,NYJ,K,K,ACT,3.0,401872954,2026-09-27T17:00Z,home,2026,REG,3,K
00-0039404,Will Reichard,MIN,TB,K,K,ACT,2.0,401872959,2026-09-27T20:05Z,away,2026,REG,3,K
00-0039409,Cam Little,JAX,NE,K,K,ACT,2.0,401872957,2026-09-27T17:00Z,home,2026,REG,3,K
00-0039498,Harrison Mevis,LAR,DEN,K,K,ACT,2.0,401872962,2026-09-28T00:20Z,away,2026,REG,3,K
00-0039576,Spencer Shrader,IND,HOU,K,K,ACT,2.0,401872951,2026-09-27T17:00Z,home,2026,REG,3,K
00-0040074,Tyler Loop,BAL,DAL,K,K,ACT,1.0,401872960,2026-09-27T20:25Z,away,2026,REG,3,K
00-0040200,Andy Borregales,NE,JAX,K,K,ACT,1.0,401872957,2026-09-27T17:00Z,away,2026,REG,3,K
00-0040279,Ryan Fitzgerald,CAR,CLE,K,K,ACT,1.0,401872949,2026-09-27T17:00Z,away,2026,REG,3,K
00-0040899,Trey Smack,GB,ATL,K,K,ACT,0.0,401872948,2026-09-25T00:15Z,home,2026,REG,3,K
00-0041145,Dominic Zvada,NYG,TEN,K,K,ACT,0.0,401872956,2026-09-27T17:00Z,home,2026,REG,3,K
00-0041182,Drew Stevens,WAS,SEA,K,K,ACT,0.0,401872955,2026-09-27T17:00Z,home,2026,REG,3,K
