player_id,player_name,team,opponent,position,season,season_type,week,ladder_line,probability,probability_grade,projected_rushing_yards,model_version
00-0033589,David Moore,CAR,ARI,WR,2026,PRE,0,0.0,100.0,ELITE,14.514,NFL_RUSHING_YARDS_V1
00-0033589,David Moore,CAR,ARI,WR,2026,PRE,0,5.0,81.98,ELITE,14.514,NFL_RUSHING_YARDS_V1
00-0033589,David Moore,CAR,ARI,WR,2026,PRE,0,10.0,66.25,ELITE,14.514,NFL_RUSHING_YARDS_V1
00-0033589,David Moore,CAR,ARI,WR,2026,PRE,0,15.0,46.6,ELITE,14.514,NFL_RUSHING_YARDS_V1
00-0033589,David Moore,CAR,ARI,WR,2026,PRE,0,20.0,27.85,ELITE,14.514,NFL_RUSHING_YARDS_V1
00-0033589,David Moore,CAR,ARI,WR,2026,PRE,0,25.0,13.95,ELITE,14.514,NFL_RUSHING_YARDS_V1
00-0033589,David Moore,CAR,ARI,WR,2026,PRE,0,30.0,5.74,ELITE,14.514,NFL_RUSHING_YARDS_V1
00-0033589,David Moore,CAR,ARI,WR,2026,PRE,0,35.0,1.86,ELITE,14.514,NFL_RUSHING_YARDS_V1
00-0033589,David Moore,CAR,ARI,WR,2026,PRE,0,40.0,0.48,COIN FLIP,14.514,NFL_RUSHING_YARDS_V1
00-0033589,David Moore,CAR,ARI,WR,2026,PRE,0,45.0,0.1,VERY LOW,14.514,NFL_RUSHING_YARDS_V1
00-0033589,David Moore,CAR,ARI,WR,2026,PRE,0,50.0,0.02,VERY LOW,14.514,NFL_RUSHING_YARDS_V1
00-0033589,David Moore,CAR,ARI,WR,2026,PRE,0,55.0,0.01,VERY LOW,14.514,NFL_RUSHING_YARDS_V1
00-0033589,David Moore,CAR,ARI,WR,2026,PRE,0,60.0,0.0,VERY LOW,14.514,NFL_RUSHING_YARDS_V1
00-0033589,David Moore,CAR,ARI,WR,2026,PRE,0,65.0,0.0,VERY LOW,14.514,NFL_RUSHING_YARDS_V1
00-0033589,David Moore,CAR,ARI,WR,2026,PRE,0,70.0,0.0,VERY LOW,14.514,NFL_RUSHING_YARDS_V1
00-0033589,David Moore,CAR,ARI,WR,2026,PRE,0,75.0,0.0,VERY LOW,14.514,NFL_RUSHING_YARDS_V1
00-0033589,David Moore,CAR,ARI,WR,2026,PRE,0,80.0,0.0,VERY LOW,14.514,NFL_RUSHING_YARDS_V1
00-0033589,David Moore,CAR,ARI,WR,2026,PRE,0,85.0,0.0,VERY LOW,14.514,NFL_RUSHING_YARDS_V1
00-0033589,David Moore,CAR,ARI,WR,2026,PRE,0,90.0,0.0,VERY LOW,14.514,NFL_RUSHING_YARDS_V1
00-0033589,David Moore,CAR,ARI,WR,2026,PRE,0,95.0,0.0,VERY LOW,14.514,NFL_RUSHING_YARDS_V1
00-0033589,David Moore,CAR,ARI,WR,2026,PRE,0,100.0,0.0,VERY LOW,14.514,NFL_RUSHING_YARDS_V1
00-0033589,David Moore,CAR,ARI,WR,2026,PRE,0,105.0,0.0,VERY LOW,14.514,NFL_RUSHING_YARDS_V1
00-0033589,David Moore,CAR,ARI,WR,2026,PRE,0,110.0,0.0,VERY LOW,14.514,NFL_RUSHING_YARDS_V1
00-0033589,David Moore,CAR,ARI,WR,2026,PRE,0,115.0,0.0,VERY LOW,14.514,NFL_RUSHING_YARDS_V1
00-0033589,David Moore,CAR,ARI,WR,2026,PRE,0,120.0,0.0,VERY LOW,14.514,NFL_RUSHING_YARDS_V1
00-0033589,David Moore,CAR,ARI,WR,2026,PRE,0,125.0,0.0,VERY LOW,14.514,NFL_RUSHING_YARDS_V1
00-0033589,David Moore,CAR,ARI,WR,2026,PRE,0,130.0,0.0,VERY LOW,14.514,NFL_RUSHING_YARDS_V1
00-0033589,David Moore,CAR,ARI,WR,2026,PRE,0,135.0,0.0,VERY LOW,14.514,NFL_RUSHING_YARDS_V1
00-0033589,David Moore,CAR,ARI,WR,2026,PRE,0,140.0,0.0,VERY LOW,14.514,NFL_RUSHING_YARDS_V1
00-0033589,David Moore,CAR,ARI,WR,2026,PRE,0,145.0,0.0,VERY LOW,14.514,NFL_RUSHING_YARDS_V1
00-0033589,David Moore,CAR,ARI,WR,2026,PRE,0,150.0,0.0,VERY LOW,14.514,NFL_RUSHING_YARDS_V1
00-0033589,David Moore,CAR,ARI,WR,2026,PRE,0,155.0,0.0,VERY LOW,14.514,NFL_RUSHING_YARDS_V1
00-0033589,David Moore,CAR,ARI,WR,2026,PRE,0,160.0,0.0,VERY LOW,14.514,NFL_RUSHING_YARDS_V1
00-0033589,David Moore,CAR,ARI,WR,2026,PRE,0,165.0,0.0,VERY LOW,14.514,NFL_RUSHING_YARDS_V1
00-0033589,David Moore,CAR,ARI,WR,2026,PRE,0,170.0,0.0,VERY LOW,14.514,NFL_RUSHING_YARDS_V1
00-0033589,David Moore,CAR,ARI,WR,2026,PRE,0,175.0,0.0,VERY LOW,14.514,NFL_RUSHING_YARDS_V1
