player_id,player_name,team,opponent,position,depth_chart_position,status,years_exp,season,season_type,week,target_slate,game_id,game_date,home_away,projected_pass_tds,projection_mean,projection_median,projection_floor,projection_ceiling,model_std,projected_attempts,pass_td_rate_per_attempt,red_zone_pass_rate,goal_to_go_pass_rate,end_zone_target_rate,qb_pressure_rate,qb_interception_rate,recent_pass_td_per_game,last_5_pass_td_avg,last_10_pass_td_avg,last_15_pass_td_avg,attempt_stability,opp_pass_td_allowed_pg,opp_rz_pass_td_rate,opp_goal_to_go_pass_td_rate,opp_pressure_rate,opp_int_rate_forced,opp_pass_td_factor,preseason_usage_multiplier,data_source,simulations,model_version,prob_1_plus,prob_2_plus,prob_3_plus,prob_4_plus,prob_5_plus
00-0033077,Dak Prescott,DAL,ARI,QB,QB,ACT,10.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_DAL_ARI,,away,1.109,1.109,1.0,0.0,3.0,1.261,16.09,4.72,17.28,7.75,7.02,14.59,1.77,1.315,1.0,1.4,1.867,84.8,1.627,22.48,33.58,11.88,1.74,1.18,0.48,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,60.36,28.67,13.29,5.47,2.19
00-0023459,Aaron Rodgers,PIT,NYJ,QB,QB,ACT,21.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_NYJ_PIT,,home,1.035,1.035,1.0,0.0,3.0,1.193,16.48,4.61,14.84,7.42,6.18,12.19,1.41,0.935,0.8,0.8,1.267,83.9,1.431,22.22,32.77,14.4,1.43,1.18,0.48,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,58.57,27.1,11.14,4.33,1.56
00-0040691,Jaxson Dart,NYG,MIA,QB,QB,ACT,1.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_NYG_MIA,,away,1.031,1.031,1.0,0.0,3.0,1.183,17.1,4.43,14.89,5.05,4.26,19.68,1.33,1.123,1.0,1.2,1.25,86.8,1.519,25.93,32.17,16.1,1.86,1.18,0.62,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,58.22,27.39,11.21,4.17,1.44
00-0034869,Sam Darnold,SEA,TEN,QB,QB,ACT,8.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_SEA_TEN,,away,1.007,1.007,1.0,0.0,3.0,1.183,13.93,5.19,15.09,5.97,4.98,13.1,2.32,1.29,1.2,1.3,1.4,88.0,1.51,23.67,27.41,14.5,1.37,1.18,0.48,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,57.79,25.74,10.63,4.06,1.55
00-0039150,Bryce Young,CAR,JAX,QB,QB,ACT,3.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_CAR_JAX,,away,0.953,0.953,1.0,0.0,2.0,1.124,14.44,5.04,12.74,5.28,4.44,17.18,1.99,1.285,1.2,1.3,1.333,84.1,1.577,18.92,29.91,13.55,2.22,1.18,0.48,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,56.1,25.14,9.03,3.35,1.13
00-0039910,Jayden Daniels,WAS,DET,QB,QB,ACT,2.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_WAS_DET,,away,0.961,0.961,1.0,0.0,2.0,1.143,12.99,5.13,14.94,7.82,6.18,13.19,1.52,1.26,1.0,1.3,1.733,83.3,1.545,18.75,27.63,16.96,2.35,1.18,0.48,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,55.87,24.96,9.75,3.67,1.2
00-0036389,Jalen Hurts,PHI,NE,QB,QB,ACT,6.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_PHI_NE,,away,0.975,0.975,1.0,0.0,3.0,1.157,14.06,5.11,11.52,4.51,3.9,12.43,1.65,1.485,1.4,1.5,1.733,85.1,1.345,23.46,32.8,13.76,1.68,1.18,0.48,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,55.83,25.76,10.31,3.7,1.26
00-0036355,Justin Herbert,LAC,SF,QB,QB,ACT,6.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_SF_LAC,,home,0.942,0.942,1.0,0.0,2.0,1.116,14.14,4.88,14.05,6.75,5.92,19.55,1.61,1.21,1.0,1.3,1.4,89.9,1.446,21.72,30.99,13.62,2.08,1.18,0.48,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,55.75,24.24,9.41,3.35,1.08
00-0040891,Cole Payton,PHI,NE,QB,QB,ACT,0.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_PHI_NE,,away,0.929,0.929,1.0,0.0,2.0,1.118,14.88,4.5,,,,,,,,,,55.0,1.345,23.46,32.8,13.76,1.68,1.18,0.62,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,54.56,24.2,9.38,3.24,1.03
00-0040673,Jalen Milroe,SEA,TEN,QB,QB,ACT,1.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_SEA_TEN,,away,0.914,0.914,1.0,0.0,2.0,1.104,14.88,4.5,,,,,,,,,,55.0,1.51,23.67,27.41,14.5,1.37,1.18,0.62,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,54.42,23.7,8.56,3.18,1.07
00-0041092,Taylen Green,CLE,BUF,QB,QB,ACT,0.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_BUF_CLE,,home,0.913,0.913,1.0,0.0,2.0,1.113,14.88,4.5,,,,,,,,,,55.0,1.362,21.82,31.69,16.87,2.66,1.18,0.62,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,54.34,22.96,9.17,3.35,1.07
00-0040211,Graham Mertz,HOU,LV,QB,QB,ACT,1.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_LV_HOU,,home,0.925,0.925,1.0,0.0,2.0,1.131,14.88,4.5,,,,,,,,,,55.0,1.431,21.6,33.08,14.23,1.74,1.18,0.62,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,54.33,23.79,9.08,3.48,1.28
00-0041194,Jack Strand,ATL,IND,QB,QB,ACT,0.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_ATL_IND,,away,0.932,0.932,1.0,0.0,2.0,1.139,14.88,4.5,,,,,,,,,,55.0,1.412,20.37,28.68,14.9,2.4,1.18,0.62,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,54.25,23.96,9.62,3.64,1.24
00-0040464,DJ Uiagalelei,LAC,SF,QB,QB,ACT,1.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_SF_LAC,,home,0.933,0.933,1.0,0.0,2.0,1.135,14.88,4.5,,,,,,,,,,55.0,1.446,21.72,30.99,13.62,2.08,1.18,0.62,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,54.19,24.45,9.35,3.69,1.14
00-0041453,Luke Altmyer,DET,WAS,QB,QB,ACT,0.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_WAS_DET,,home,0.927,0.927,1.0,0.0,2.0,1.135,14.88,4.5,,,,,,,,,,55.0,1.87,24.55,30.2,14.38,1.45,1.18,0.62,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,54.18,23.94,9.44,3.42,1.1
00-0040981,Joe Fagnano,BAL,MIN,QB,QB,ACT,0.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_BAL_MIN,,away,0.921,0.921,1.0,0.0,2.0,1.124,14.88,4.5,,,,,,,,,,55.0,1.231,17.36,30.0,16.56,2.3,1.18,0.62,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,54.1,23.78,9.25,3.22,1.2
00-0041414,Matthew Caldwell,LAR,NO,QB,QB,ACT,0.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_NO_LAR,,home,0.917,0.917,1.0,0.0,2.0,1.121,14.88,4.5,,,,,,,,,,55.0,1.294,17.86,31.58,13.46,2.38,1.18,0.62,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,54.04,23.5,9.29,3.2,1.28
00-0041172,Miller Moss,CHI,CIN,QB,QB,ACT,0.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_CHI_CIN,,away,0.917,0.917,1.0,0.0,2.0,1.127,14.88,4.5,,,,,,,,,,55.0,1.686,25.32,33.33,16.09,2.52,1.18,0.62,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,54.04,23.02,9.55,3.42,1.1
00-0040203,Will Howard,PIT,NYJ,QB,QB,ACT,1.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_NYJ_PIT,,home,0.926,0.926,1.0,0.0,2.0,1.13,14.88,4.5,,,,,,,,,,55.0,1.431,22.22,32.77,14.4,1.43,1.18,0.62,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,53.97,24.27,9.28,3.29,1.18
00-0040985,Diego Pavia,BAL,MIN,QB,QB,ACT,0.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_BAL_MIN,,away,0.913,0.913,1.0,0.0,2.0,1.118,14.88,4.5,,,,,,,,,,55.0,1.231,17.36,30.0,16.56,2.3,1.18,0.62,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,53.89,23.59,8.86,3.32,1.15
00-0041123,Behren Morton,NE,PHI,QB,QB,ACT,0.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_PHI_NE,,home,0.922,0.922,1.0,0.0,2.0,1.125,14.88,4.5,,,,,,,,,,55.0,1.456,20.08,30.6,14.94,1.97,1.18,0.62,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,53.87,24.0,9.26,3.53,1.12
00-0040589,Kurtis Rourke,SF,LAC,QB,QB,ACT,1.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_SF_LAC,,away,0.921,0.921,1.0,0.0,2.0,1.13,14.88,4.5,,,,,,,,,,55.0,1.283,16.88,26.92,15.35,2.39,1.18,0.62,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,53.78,23.86,9.38,3.38,1.25
00-0041562,Fernando Mendoza,LV,HOU,QB,QB,RES,0.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_LV_HOU,,away,0.911,0.911,1.0,0.0,2.0,1.13,14.88,4.5,,,,,,,,,,55.0,1.333,20.81,30.61,17.18,2.97,1.18,0.62,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,53.75,23.05,8.89,3.45,1.31
00-0040906,Garrett Nussmeier,KC,TB,QB,QB,ACT,0.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_KC_TB,,away,0.92,0.92,1.0,0.0,2.0,1.131,14.88,4.5,,,,,,,,,,55.0,1.574,20.37,31.67,14.64,1.59,1.18,0.62,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,53.71,23.71,9.45,3.48,1.19
00-0041565,Drew Allar,PIT,NYJ,QB,QB,RES,0.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_NYJ_PIT,,home,0.906,0.906,1.0,0.0,2.0,1.108,14.88,4.5,,,,,,,,,,55.0,1.431,22.22,32.77,14.4,1.43,1.18,0.62,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,53.7,23.25,9.09,3.14,0.92
00-0041568,Ty Simpson,LAR,NO,QB,QB,RES,0.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_NO_LAR,,home,0.909,0.909,1.0,0.0,2.0,1.108,14.88,4.5,,,,,,,,,,55.0,1.294,17.86,31.58,13.46,2.38,1.18,0.62,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,53.68,23.49,9.12,3.28,1.03
00-0040996,Jacob Clark,LV,HOU,QB,QB,ACT,0.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_LV_HOU,,away,0.907,0.907,1.0,0.0,2.0,1.131,14.88,4.5,,,,,,,,,,55.0,1.333,20.81,30.61,17.18,2.97,1.18,0.62,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,53.68,22.61,9.08,3.38,1.33
00-0041251,Jalon Daniels,TB,KC,QB,QB,ACT,0.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_KC_TB,,home,0.902,0.902,1.0,0.0,2.0,1.116,14.88,4.5,,,,,,,,,,55.0,1.207,19.85,32.74,18.81,1.68,1.18,0.62,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,53.64,22.81,8.76,3.23,1.23
00-0041203,Joey Aguilar,JAX,CAR,QB,QB,ACT,0.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_CAR_JAX,,home,0.917,0.917,1.0,0.0,2.0,1.134,14.88,4.5,,,,,,,,,,55.0,1.481,24.08,36.63,11.72,1.99,1.18,0.62,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,53.63,23.43,9.47,3.33,1.24
00-0041156,Mark Gronowski,MIA,NYG,QB,QB,ACT,0.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_NYG_MIA,,home,0.899,0.899,1.0,0.0,2.0,1.11,14.88,4.5,,,,,,,,,,55.0,1.353,19.84,30.25,14.96,1.82,1.18,0.62,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,53.53,22.83,8.85,3.14,1.08
00-0041117,Athan Kaliakmanis,WAS,DET,QB,QB,ACT,0.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_WAS_DET,,away,0.908,0.908,1.0,0.0,2.0,1.125,14.88,4.5,,,,,,,,,,55.0,1.545,18.75,27.63,16.96,2.35,1.18,0.62,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,53.49,22.97,9.37,3.27,1.21
00-0040415,Connor Bazelak,TB,KC,QB,QB,ACT,1.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_KC_TB,,home,0.911,0.911,1.0,0.0,2.0,1.124,14.88,4.5,,,,,,,,,,55.0,1.207,19.85,32.74,18.81,1.68,1.18,0.62,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,53.48,23.61,9.1,3.29,1.06
00-0041056,Cade Klubnik,NYJ,PIT,QB,QB,ACT,0.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_NYJ_PIT,,away,0.924,0.924,1.0,0.0,2.0,1.142,14.88,4.5,,,,,,,,,,55.0,1.519,19.8,26.32,16.39,2.44,1.18,0.62,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,53.42,24.17,9.39,3.5,1.31
00-0040222,Cam Miller,MIA,NYG,QB,QB,ACT,1.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_NYG_MIA,,home,0.905,0.905,1.0,0.0,2.0,1.115,14.88,4.5,,,,,,,,,,55.0,1.353,19.84,30.25,14.96,1.82,1.18,0.62,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,53.33,23.52,8.99,3.02,1.19
00-0040014,Kyle McCord,GB,DEN,QB,QB,ACT,1.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_GB_DEN,,away,0.893,0.893,1.0,0.0,2.0,1.107,14.88,4.5,,,,,,,,,,55.0,1.37,18.15,26.24,19.72,1.85,1.18,0.62,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,53.11,22.55,8.88,3.21,1.16
00-0041149,Haynes King,CAR,JAX,QB,QB,ACT,0.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_CAR_JAX,,away,0.897,0.897,1.0,0.0,2.0,1.117,14.88,4.5,,,,,,,,,,55.0,1.577,18.92,29.91,13.55,2.22,1.18,0.62,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,53.03,22.87,8.75,3.37,1.08
00-0040942,Kyron Drones,GB,DEN,QB,QB,ACT,0.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_GB_DEN,,away,0.897,0.897,1.0,0.0,2.0,1.119,14.88,4.5,,,,,,,,,,55.0,1.37,18.15,26.24,19.72,1.85,1.18,0.62,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,52.75,22.89,9.21,3.3,1.16
00-0036212,Tua Tagovailoa,ATL,IND,QB,QB,ACT,6.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_ATL_IND,,away,0.845,0.845,1.0,0.0,2.0,1.045,12.28,5.17,,,,,,1.215,1.0,1.3,1.4,85.9,1.412,20.37,28.68,14.9,2.4,1.18,0.48,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,52.36,21.02,7.63,2.49,0.69
00-0026158,Joe Flacco,CIN,CHI,QB,QB,ACT,18.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_CHI_CIN,,home,0.857,0.857,1.0,0.0,2.0,1.067,14.55,4.01,13.48,6.37,5.62,9.74,1.5,1.27,1.2,1.3,1.333,72.3,1.585,21.8,35.77,14.98,3.01,1.18,0.48,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,52.05,21.98,7.8,2.56,0.88
00-0039163,C.J. Stroud,HOU,LV,QB,QB,ACT,3.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_LV_HOU,,home,0.839,0.839,1.0,0.0,2.0,1.051,15.3,3.91,12.61,6.05,5.21,15.69,1.74,1.225,1.2,1.2,1.4,82.5,1.431,21.6,33.08,14.23,1.74,1.18,0.48,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,51.54,21.05,7.75,2.52,0.69
00-0030565,Geno Smith,NYJ,PIT,QB,QB,ACT,13.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_NYJ_PIT,,away,0.85,0.85,1.0,0.0,2.0,1.073,13.68,4.57,,,,,,1.345,1.4,1.3,1.267,81.3,1.519,19.8,26.32,16.39,2.44,1.18,0.48,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,51.52,21.44,8.09,2.62,0.86
00-0035100,Jake Browning,TB,KC,QB,QB,ACT,7.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_KC_TB,,home,0.842,0.842,1.0,0.0,2.0,1.065,12.73,4.84,,,,,,1.311,1.2,1.5,1.286,76.9,1.207,19.85,32.74,18.81,1.68,1.18,0.48,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,51.08,21.71,7.7,2.54,0.84
00-0035710,Daniel Jones,IND,ATL,QB,QB,ACT,7.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_ATL_IND,,home,0.822,0.822,1.0,0.0,2.0,1.05,13.99,3.8,16.06,7.06,6.81,16.3,1.95,1.345,1.2,1.6,1.4,80.6,1.667,21.27,31.53,14.65,2.01,1.18,0.48,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,50.66,20.56,7.34,2.39,0.83
00-0032950,Carson Wentz,MIN,BAL,QB,QB,ACT,10.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_BAL_MIN,,home,0.805,0.805,1.0,0.0,2.0,1.039,14.3,3.86,20.63,6.88,4.76,19.05,2.65,1.09,1.2,1.0,1.0,70.5,1.291,15.77,20.78,16.46,1.89,1.18,0.48,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,50.31,19.53,7.08,2.41,0.84
00-0035228,Kyler Murray,MIN,BAL,QB,QB,ACT,7.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_BAL_MIN,,home,0.77,0.77,0.0,0.0,2.0,0.984,15.9,3.65,,,,,,1.255,1.2,1.4,1.2,89.4,1.291,15.77,20.78,16.46,1.89,1.18,0.48,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,49.56,18.67,6.18,1.88,0.54
00-0029604,Kirk Cousins,LV,HOU,QB,QB,ACT,14.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_LV_HOU,,away,0.77,0.77,0.0,0.0,2.0,0.985,14.33,4.04,,,,,,1.16,1.4,1.0,0.733,77.7,1.333,20.81,30.61,17.18,2.97,1.18,0.48,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,49.53,18.75,6.23,1.81,0.51
00-0036972,Mac Jones,SF,LAC,QB,QB,ACT,5.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_SF_LAC,,away,0.77,0.77,0.0,0.0,2.0,0.987,13.84,3.75,13.83,5.14,5.14,14.47,1.93,1.365,1.4,1.4,1.4,78.9,1.283,16.88,26.92,15.35,2.39,1.18,0.48,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,49.43,18.94,6.08,1.8,0.55
00-0031503,Jameis Winston,NYG,MIA,QB,QB,ACT,11.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_NYG_MIA,,away,0.767,0.767,0.0,0.0,2.0,0.999,13.86,4.2,14.49,7.25,4.35,18.84,2.9,1.056,0.8,1.4,1.133,75.4,1.519,25.93,32.17,16.1,1.86,1.18,0.48,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,49.04,18.39,6.42,1.94,0.57
