Date,Away,Home,Game,First Pitch PT,First Pitch Local,Stadium,Field Elevation Ft,Projected Roof Status,Roof Status Basis,Weather Conditions,Weather Code WMO,Weather Condition Source,Data Quality,Data Quality Issues,Data Quality Issue Count,First Pitch Temperature F,First Pitch Relative Humidity %,First Pitch Wind,First Pitch Wind Speed MPH,First Pitch Wind Direction,First Pitch Wind Toward LF MPH,First Pitch Wind Toward CF MPH,First Pitch Wind Toward RF MPH,First Pitch Crosswind MPH,Official MLB Wind Text,Wind Data Source,First Pitch Precipitation %,Ball Flight AI Score,Ball Flight Grade,Ball Flight AI Summary,Estimated HR Distance Change,Estimated Fly Ball Distance Change,Expected HR Boost (%),Weather Confidence (%),HR Weather Rating,Game Effective Wind Vector MPH,Estimated FT Change by Wind2,Game Probability Wind Blowing Out %,Game Probability Wind Blowing In %,Game P Effective Outward 5+ %,Game P Effective Outward 10+ %,Game P Effective Inward 5+ %,Game Wind Direction Confidence %,Game Wind Impact Confidence %,Game HR Trajectory Carry Ft,Wind Regime,Probability Direction Flips During Game %,Inning Wind Regimes,Game Wind Direction Spread Degrees,Game Wind Toward CF Spread MPH,Game Avg Air Density kg/m3,Game Avg Density Altitude Ft,Game Avg Pressure hPa,Game Avg Dew Point F,Game Avg Temp F,Game Avg RH %,Game Wind Profile Source,Game Avg Wind Profile Alpha,Game Avg Wind Field 10ft MPH,Game Avg Wind 50ft MPH,Game Avg Wind 100ft MPH,Game Avg Wind 200ft MPH,Game Avg Wind 300ft MPH,Game Avg Effective Wind Field 10ft MPH,Game Avg Effective Wind 50ft MPH,Game Avg Effective Wind 100ft MPH,Game Avg Effective Wind 200ft MPH,Game Avg Effective Wind 300ft MPH,Game Flight Weighted Wind MPH,Game Flight Weighted Effective Wind MPH,Forecast Trend,Carry Score Change Since Last Run,Temp Change Since Last Run F,Wind Toward CF Change Since Last Run MPH,Precip Change Since Last Run Pct,Wind Out Probability Change Since Last Run Pct,Previous Forecast Run UTC,Forecast Trend Carry Change,Forecast Trend CF Wind Change MPH,Forecast Trend Temperature Change F,Forecast Trend Precip Probability Change %,Previous CF Wind MPH,Previous Temperature F,Previous Precip Probability %,Current CF Wind MPH,Current Temperature F,Current Precip Probability %,Park Learned Calibration Points,Park Calibration Settled Games,Max Delay Risk,Max Delay Risk Score,Forecast Uncertainty,Forecast Uncertainty Score,Forecast Run PT,Forecast Age Minutes,Models Available
2026-09-24,St. Louis Cardinals,Pittsburgh Pirates,St. Louis Cardinals @ Pittsburgh Pirates,09:35 AM,12:35 PM EDT,PNC Park,730,OPEN,OPEN-AIR PARK,Clear,0,OPEN-METEO MODEL CONSENSUS,GOOD DATA,,0,59.7,59.4,🟡 4.9 mph Cross (LF → RF),5.2,ENE,-5.4,-3.8,-0.4,4.9,,FORECAST MODEL,0.0,49.5,C,Density 59 | Wind 43 | Temp 38 | Altitude 56 | Confidence 84%,0,0,-0.1,84.3,🟧 Below Average,-2.3,-2,0.0,100.0,0.0,0.0,9.2,95.5,97.7,-4.8,STABLE,19.0,1st-3rd: CROSS LF → RF -2.5 mph | 4th-5th: CROSS LF → RF -2.7 mph | 6th-7th: CROSS LF → RF -1.7 mph | 8th-9th: CROSS LF → RF -1.5 mph,4.7,0.5,1.1947,727.0,995.3,44.0,60.8,56.3,MODEL_VERTICAL_PROFILE,0.132,5.2,6.4,7.0,7.7,8.1,-1.8,-2.3,-2.5,-2.9,-3.1,6.4,-2.3,FIRST RUN,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,-3.6,60.8,0.0,-1.11,32,LOW,0.0,MEDIUM,31.6,2026-09-24 06:33:27 PM PDT,179.8,5
2026-09-24,Chicago White Sox,Kansas City Royals,Chicago White Sox @ Kansas City Royals,11:10 AM,01:10 PM CDT,Kauffman Stadium,900,OPEN,OPEN-AIR PARK,Clear,0,OPEN-METEO MODEL CONSENSUS,GOOD DATA,,0,72.9,61.7,🟡 5.5 mph Cross (RF → LF),6.1,E,-0.8,-4.8,-7.0,-5.5,,FORECAST MODEL,1.6,52.2,B,Density 70 | Wind 38 | Temp 51 | Altitude 63 | Confidence 92%,1,1,0.7,92.5,🟨 Neutral,-3.9,-3,0.0,100.0,0.0,0.0,41.7,94.5,97.9,-6.9,STABLE,20.0,1st-3rd: CROSS RF → LF -3.5 mph | 4th-5th: CROSS RF → LF -4.0 mph | 6th-7th: IN FROM RF -4.3 mph | 8th-9th: CROSS RF → LF -4.2 mph,6.9,0.6,1.1582,1712.0,990.9,58.5,73.4,61.0,MODEL_VERTICAL_PROFILE,0.121,6.0,7.3,7.9,8.6,9.1,-3.2,-3.9,-4.3,-4.7,-4.9,7.3,-3.9,FIRST RUN,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,-5.1,73.4,1.6,-0.09,30,LOW,0.9,LOW,11.2,2026-09-24 06:33:38 PM PDT,22.0,5
2026-09-24,Miami Marlins,Chicago Cubs,Miami Marlins @ Chicago Cubs,11:20 AM,01:20 PM CDT,Wrigley Field,600,OPEN,OPEN-AIR PARK,Clear,0,OPEN-METEO MODEL CONSENSUS,GOOD DATA,,0,64.5,74.9,🔴 9.9 mph In from CF,9.4,ENE,-4.8,-9.9,-9.7,-4.8,,FORECAST MODEL,0.0,41.1,C,Density 53 | Wind 25 | Temp 42 | Altitude 52 | Confidence 94%,-6,-4,-2.7,93.5,🟧 Below Average,-8.2,-9,0.0,100.0,0.0,0.0,99.1,79.5,95.3,-14.8,STABLE,17.0,1st-3rd: IN FROM RF -8.3 mph | 4th-5th: IN FROM RF -8.4 mph | 6th-7th: IN FROM RF -7.9 mph | 8th-9th: IN FROM RF -8.0 mph,15.2,2.8,1.2139,123.0,1020.5,55.7,64.6,75.5,MODEL_VERTICAL_PROFILE,0.137,9.2,11.4,12.6,13.8,14.6,-6.5,-8.2,-9.1,-10.1,-10.7,11.4,-8.2,FIRST RUN,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,-9.7,64.6,0.0,1.18,34,LOW,0.0,LOW,5.5,2026-09-24 06:33:49 PM PDT,217.6,5
2026-09-24,New York Mets,Texas Rangers,New York Mets @ Texas Rangers,11:35 AM,01:35 PM CDT,Globe Life Field,550,CLOSED,PROJECTED: TEMPERATURE,Clear,0,OPEN-METEO MODEL CONSENSUS,GOOD DATA,,0,89.6,44.8,⚪ Calm,0.0,E,0.0,0.0,0.0,0.0,,FORECAST MODEL,0.8,49.9,C,Density 61 | Wind 50 | Temp 69 | Altitude 57 | Confidence 85%,0,0,-0.0,84.8,🟧 Below Average,0.0,0,0.0,63.2,0.0,0.0,0.0,89.9,100.0,0.0,STABLE,15.0,1st-3rd: CROSS RF → LF +0.0 mph | 4th-5th: CROSS RF → LF +0.0 mph | 6th-7th: CROSS RF → LF +0.0 mph | 8th-9th: CROSS RF → LF +0.0 mph,16.2,0.4,1.1896,858.0,998.3,65.5,90.5,43.1,MODEL_VERTICAL_PROFILE,0.149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FIRST RUN,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,90.5,0.8,-0.15,37,NONE (ROOF),0.0,MEDIUM,25.9,2026-09-24 06:34:01 PM PDT,22.7,5
2026-09-24,Arizona Diamondbacks,Colorado Rockies,Arizona Diamondbacks @ Colorado Rockies,12:10 PM,01:10 PM MDT,Coors Field,5200,OPEN,OPEN-AIR PARK,Overcast,3,OPEN-METEO MODEL CONSENSUS,GOOD DATA,,0,71.1,47.5,🔴 6.0 mph In from RF,5.3,NNE,-3.3,-5.8,-6.0,-2.4,,FORECAST MODEL,33.6,61.9,B+,Density 100 | Wind 37 | Temp 49 | Altitude 100 | Confidence 89%,7,5,3.6,88.8,🟢 Good,-4.1,-4,0.0,88.0,0.0,0.0,73.2,88.3,96.2,-8.5,STABLE,32.0,1st-3rd: IN FROM RF -5.1 mph | 4th-5th: IN FROM RF -4.7 mph | 6th-7th: CROSS RF → LF -3.8 mph | 8th-9th: CROSS RF → LF -0.3 mph,8.4,1.2,0.9965,6785.0,847.7,49.0,71.0,46.8,MODEL_VERTICAL_PROFILE,0.121,5.8,7.0,7.7,8.4,8.8,-3.4,-4.1,-4.5,-4.9,-5.2,7.0,-4.1,FIRST RUN,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,-5.0,71.0,33.6,-0.12,33,MODERATE,20.9,LOW,16.1,2026-09-24 06:34:02 PM PDT,407.2,5
2026-09-24,Milwaukee Brewers,Philadelphia Phillies,Milwaukee Brewers @ Philadelphia Phillies,03:05 PM,06:05 PM EDT,Citizens Bank Park,20,OPEN,OPEN-AIR PARK,Overcast,3,OPEN-METEO MODEL CONSENSUS,GOOD DATA,,0,62.7,58.8,🔴 6.8 mph In from RF,5.9,NE,-2.7,-6.0,-6.8,-3.6,,FORECAST MODEL,0.0,44.2,C,Density 50 | Wind 36 | Temp 39 | Altitude 49 | Confidence 94%,-4,-3,-1.7,93.8,🟧 Below Average,-4.5,-4,0.0,100.0,0.0,0.0,75.4,95.6,97.2,-9.0,STABLE,20.6,1st-3rd: IN FROM RF -5.2 mph | 4th-5th: IN FROM RF -3.8 mph | 6th-7th: IN FROM RF -4.0 mph | 8th-9th: IN FROM RF -4.7 mph,4.2,0.5,1.225,-141.0,1022.5,47.3,61.6,61.0,MODEL_VERTICAL_PROFILE,0.13,4.8,5.9,6.5,7.1,7.5,-3.6,-4.5,-4.9,-5.4,-5.7,5.9,-4.5,FIRST RUN,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,-5.1,61.6,0.0,-0.17,32,LOW,0.0,LOW,12.2,2026-09-24 06:34:13 PM PDT,96.5,5
2026-09-24,Cleveland Guardians,Boston Red Sox,Cleveland Guardians @ Boston Red Sox,03:45 PM,06:45 PM EDT,Fenway Park,20,OPEN,OPEN-AIR PARK,Clear,0,OPEN-METEO MODEL CONSENSUS,GOOD DATA,,0,57.9,56.9,🔴 7.0 mph In from CF,6.3,NE,-5.7,-7.0,-5.0,0.9,,FORECAST MODEL,0.0,40.1,C,Density 45 | Wind 32 | Temp 34 | Altitude 46 | Confidence 87%,-6,-5,-3.0,86.9,🟧 Below Average,-5.8,-6,0.0,100.0,0.0,0.0,99.4,87.1,97.3,-10.7,STABLE,17.0,1st-3rd: IN FROM CF -6.2 mph | 4th-5th: IN FROM CF -5.7 mph | 6th-7th: IN FROM CF -5.6 mph | 8th-9th: IN FROM CF -5.3 mph,11.0,2.1,1.241,-561.0,1025.0,42.5,56.5,61.5,MODEL_VERTICAL_PROFILE,0.147,5.9,7.5,8.3,9.2,9.8,-4.2,-5.7,-6.6,-7.7,-8.3,7.5,-5.8,FIRST RUN,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,-6.6,56.5,0.0,-0.25,32,LOW,0.0,LOW,17.1,2026-09-24 06:34:24 PM PDT,132.8,5
2026-09-24,Tampa Bay Rays,New York Yankees,Tampa Bay Rays @ New York Yankees,04:05 PM,07:05 PM EDT,Yankee Stadium,55,OPEN,OPEN-AIR PARK,Overcast,3,OPEN-METEO MODEL CONSENSUS,GOOD DATA,,0,63.2,48.5,🟡 7.0 mph Cross (LF → RF),8.7,NE,-9.4,-7.5,-2.3,7.0,,FORECAST MODEL,0.0,41.4,C,Density 50 | Wind 30 | Temp 40 | Altitude 49 | Confidence 90%,-5,-4,-2.6,90.5,🟧 Below Average,-6.4,-6,0.0,100.0,0.0,0.0,94.3,91.1,96.2,-11.4,STABLE,17.4,1st-3rd: IN FROM LF -6.0 mph | 4th-5th: IN FROM LF -6.6 mph | 6th-7th: IN FROM LF -6.9 mph | 8th-9th: IN FROM LF -6.7 mph,8.1,1.2,1.2249,-114.0,1022.6,42.8,62.1,50.3,MODEL_VERTICAL_PROFILE,0.136,9.1,11.3,12.4,13.6,14.4,-5.0,-6.4,-7.2,-8.1,-8.7,11.3,-6.4,FIRST RUN,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,-8.0,62.1,0.0,0.34,31,LOW,0.0,LOW,15.6,2026-09-24 06:34:34 PM PDT,43.0,5
2026-09-24,Cincinnati Reds,Atlanta Braves,Cincinnati Reds @ Atlanta Braves,04:15 PM,07:15 PM EDT,Truist Park,1000,OPEN,OPEN-AIR PARK,Clear,0,OPEN-METEO MODEL CONSENSUS,GOOD DATA,,0,67.7,78.7,🟡 5.4 mph Cross (LF → RF),4.6,E,-3.8,-1.3,1.9,5.4,,FORECAST MODEL,0.0,55.4,B,Density 67 | Wind 48 | Temp 44 | Altitude 61 | Confidence 97%,3,2,1.6,96.7,🟨 Neutral,-0.5,0,0.0,16.9,0.0,0.0,0.0,96.3,99.3,-1.0,STABLE,15.8,1st-3rd: CROSS LF → RF -0.4 mph | 4th-5th: CROSS LF → RF -0.4 mph | 6th-7th: CROSS LF → RF -0.6 mph | 8th-9th: CROSS LF → RF -0.7 mph,5.5,0.2,1.1671,1425.0,986.2,59.9,66.7,81.5,MODEL_VERTICAL_PROFILE,0.123,4.4,5.4,5.9,6.4,6.8,-0.3,-0.5,-0.5,-0.6,-0.6,5.4,-0.5,FIRST RUN,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,-1.5,66.7,0.0,0.35,35,LOW,0.0,LOW,4.6,2026-09-24 06:34:45 PM PDT,428.0,5
2026-09-24,Houston Astros,Athletics,Houston Astros @ Athletics,06:40 PM,06:40 PM PDT,Sutter Health Park,30,OPEN,OPEN-AIR PARK,Overcast,3,OPEN-METEO MODEL CONSENSUS,GOOD DATA,,0,85.2,32.2,🟢 9.9 mph Out to CF,8.4,SW,9.3,9.9,6.3,-2.7,,FORECAST MODEL,0.0,65.1,B+,Density 67 | Wind 69 | Temp 59 | Altitude 61 | Confidence 94%,9,7,4.5,94.2,🟢 Good,7.3,5,100.0,0.0,95.7,64.5,0.0,86.1,93.4,16.4,STABLE,25.2,1st-3rd: OUT TO LCF +8.8 mph | 4th-5th: OUT TO LCF +7.7 mph | 6th-7th: OUT TO LCF +5.9 mph | 8th-9th: OUT TO LF +4.1 mph,16.1,1.3,1.1674,1521.0,1009.3,50.3,80.1,39.4,MODEL_VERTICAL_PROFILE,0.123,7.5,9.1,9.9,10.8,11.4,6.1,7.4,7.9,8.5,8.9,9.1,7.3,FIRST RUN,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,8.4,80.1,0.0,0.62,30,LOW,0.0,LOW,4.5,2026-09-24 06:34:56 PM PDT,273.9,5
