Rank,Date,Game PK,Game Time UTC,Game Status,Venue,Matchup,Home/Away,Player ID,Player,Team,Opponent,Position,Bats,Confirmed Lineup,Lineup Spot,G,PA,AB,H,2B,3B,HR,R,RBI,BB,HBP,SO,AVG,OBP,SLG,OPS,L14 G,L14 PA,L14 AB,L14 H,L14 HR,L14 AVG,L14 HR/PA,L30 G,L30 PA,L30 AB,L30 H,L30 HR,L30 AVG,L30 HR/PA,Statcast BBE,L30 Statcast BBE,Barrel %,Hard Hit %,Pull %,Center %,Oppo %,Fly Ball %,Air Ball %,Pull Air %,Sweet Spot %,HR Launch %,Ideal HR Contact %,Ideal Contact %,HR/Barrel %,Avg Exit Velocity,Avg Launch Angle,xSLG on Contact,Avg Bat Speed,EV50,Max Exit Velocity,Fast Swing Rate %,Squared-Up Rate %,Blast Rate %,Ideal Attack Angle %,Power DNA Score,Power DNA Label,Power DNA Stars,Power Archetype,Swing Plane Grade,Swing Plane Label,Power Profile Score,Power Profile Label,Power Profile Multiplier,Power Profile Data Quality,L30 Barrel %,L30 Pull Air %,L30 EV50,L30 xSLG on Contact,Fast Swing Source,Squared-Up Source,Blast Source,Ideal Attack Angle Source,Barrels per PA,Barrels per PA %,Estimated xHR,xHR Minus Actual HR,HR Regression Label,AI Power Outlook,Raw HR/PA,Bayesian HR/PA,Expected PA,AB Since Last HR,Games Since Last HR,AB/HR,Due Ratio,Due Meter Pct,Due Label,Opposing SP ID,Opposing SP,Opposing SP Throws,Platoon,SP G,SP GS,SP IP,SP ERA,SP WHIP,SP HR,SP HR/9,SP K/9,SP BB/9,SP Statcast BBE,SP Barrel % Allowed,SP Hard Hit % Allowed,SP Fly Ball % Allowed,SP Pull Air % Allowed,SP Sweet Spot % Allowed,SP Avg EV Allowed,SP EV50 Allowed,SP Max EV Allowed,SP xSLG on Contact Allowed,SP Statcast HR Allowed,Pitch Type Matchup Score,Pitch Mix Coverage %,Weighted xSLG vs Pitch Mix,Weighted Barrel % vs Pitch Mix,Primary Pitch Matchup,Effective Batter Side,Handedness Matchup,Handedness Matchup Score,Hitter Split PA,Hitter Split AVG,Hitter Split OBP,Hitter Split SLG,Hitter Split OPS,Hitter Split HR,Hitter Split BB,Hitter Split K,Hitter HR/PA vs Hand,Hitter Barrel % vs Hand,Hitter xSLG vs Hand,Pitcher Split PA Allowed,Pitcher HR/PA Allowed vs Side,Pitcher Barrel % Allowed vs Side,Pitcher xSLG Allowed vs Side,Career BvP PA,Career BvP AB,Career BvP H,Career BvP Results,Career BvP AVG,Career BvP OBP,Career BvP SLG,Career BvP OPS,Career BvP HR,Career BvP BB,Career BvP K,Hitter vs Pitcher Matchup Score,Hitter vs Pitcher Matchup Label,Hitter vs Pitcher Matchup Band,Career BvP Component Score,Recent Pitch Mix Games,Recent Pitch Mix Source,Recent Pitch Mix Total,Recent Pitch 1 Name,Recent Pitch 1 Usage %,Recent Pitch 1 Count,Recent Pitch 2 Name,Recent Pitch 2 Usage %,Recent Pitch 2 Count,Recent Pitch 3 Name,Recent Pitch 3 Usage %,Recent Pitch 3 Count,Recent Pitch 4 Name,Recent Pitch 4 Usage %,Recent Pitch 4 Count,Weather Condition,Temperature F,Wind,Wind MPH,Roof Closed,Park HR Factor,Park Multiplier,Weather Multiplier,Environment Score,Pitch Fit Multiplier,Pitcher Contact Multiplier,Hitter Power Component,Hitter Power Primary Metric,Hitter Power Secondary Metric,Hitter Power Third Metric,Hitter Power Fourth Metric,Handedness Matchup Component,Pitcher Vulnerability Component,Pitch Type Component,Recent Power Component,Environment Component,Lineup Component,HR Target Score,Target Score Probability %,Recent Form Multiplier,Pitcher HR Multiplier,Platoon Multiplier,Legacy OPS/SLG Multiplier,Statcast Power Multiplier,Power Multiplier,Due Multiplier,Baseline HR Probability %,HR Probability %,Model Confidence %,HR Model Score,Grade,Data Quality,Recent Pitch 5 Name,Recent Pitch 5 Usage %,Recent Pitch 5 Count,Recent Pitch 6 Name,Recent Pitch 6 Usage %,Recent Pitch 6 Count,Recent Pitch 7 Name,Recent Pitch 7 Usage %,Recent Pitch 7 Count
1,2026-09-20,824300,2026-09-20T19:10:00Z,Scheduled,Coors Field,Seattle Mariners @ Colorado Rockies,Away,663728,Cal Raleigh,Seattle Mariners,Colorado Rockies,C,S,No,,120,503,430,79,15,0,23,48,68,66,3,159,0.184,0.294,0.379,0.673,11,49,43,8,2,0.186,0.0408,25,107,92,26,9,0.283,0.0841,679,131,10.3,26.9,58.4,20.8,20.8,17.9,25.8,60.8,30.3,8.5,3.5,8.5,40.2,85.3,25.6,0.704,72.8,96.8,117.1,47.0,13.0,12.0,44.5,49.8,Average,3.0,Pull Power,A-,Elevated power plane,49.8,Average,0.999,Good,12.2,67.6,97.5,0.842,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,60.35,37.35,Strong positive regression,Average Pull Power profile. 10.3% barrel rate; 85.3 mph average exit velocity; 25.8% air-ball rate; 60.8% pull-air rate; 8.5% HR-launch rate.,0.0457,0.0431,4.05,0,0,18.7,0.0,0.0,Very recent HR,608372.0,Tomoyuki Sugano,R,Switch vs RHP,27,27,142.2,5.49,1.36,31,1.96,5.43,2.14,837.0,7.5,29.5,18.0,43.6,30.8,85.0,97.5,116.7,0.645,31.0,46.9,99.8,0.581,8.9,Split-Finger,L,LHB vs RHP,59.1,316,0.188,0.301,0.391,0.692,14,42,93,0.0443,10.2,0.65,340,0.0618,7.8,0.674,3,3,0,0/3,0.0,0.0,0.0,0.0,0,0,1,51.5,Neutral Matchup,Average,42.5,5,Pitch-level Statcast · last 5 MLB games,460,4-Seam Fastball,23.695652173913043,109.0,Split-Finger,20.0,92.0,Sinker,16.52173913043478,76.0,Curveball,11.521739130434783,53.0,Unknown,,Unknown,,No,118.0,1.18,1.0,82.4,0.994,1.0,68.3,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,59.1,51.9,46.9,71.6,82.4,45.0,61.2,9.39,1.141,1.138,1.035,1.0,0.999,0.999,0.98,16.34,16.11,85.0,38.0,D+,Lineup unconfirmed,Sweeper,10.652173913043478,49.0,Cutter,8.91304347826087,41.0,Slider,8.695652173913043,40.0
2,2026-09-20,824462,2026-09-20T17:40:00Z,Scheduled,Great American Ball Park,Chicago Cubs @ Cincinnati Reds,Home,682829,Elly De La Cruz,Cincinnati Reds,Chicago Cubs,SS,S,No,,136,605,532,152,29,5,28,96,74,68,2,166,0.286,0.367,0.517,0.884,12,49,42,15,5,0.357,0.102,26,114,100,41,8,0.41,0.0702,639,124,12.1,36.7,44.1,27.1,26.9,14.5,29.3,36.0,33.1,9.0,4.3,9.0,42.9,87.4,11.6,0.839,74.9,101.3,117.4,59.0,18.5,16.7,51.4,57.8,Average,3.5,Balanced Power,A,Excellent HR swing plane,57.8,Average,1.022,Good,16.1,41.7,103.5,1.023,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,62.74,34.74,Strong positive regression,Average Balanced Power profile. 12.1% barrel rate; 87.4 mph average exit velocity; 29.3% air-ball rate; 36.0% pull-air rate; 9.0% HR-launch rate.,0.0463,0.0439,4.09,8,3,19.0,0.42,42.1,Recently homered,,TBD,,Unknown,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,,,,,,,,,50.0,0.0,,,Unknown,S,Unknown,50.0,0,,,,,0,0,0,,,,0,,,,0,0,0,0/0,,,,,0,0,0,50.0,Neutral Matchup,Average,50.0,0,,0,,,,,,,,,,,,,Unknown,,Unknown,,No,112.0,1.12,1.0,71.6,1.0,1.0,62.0,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,50.0,50.0,50.0,81.7,71.6,45.0,58.7,8.21,1.35,1.0,1.0,1.0,1.022,1.022,1.0,16.78,15.76,75.0,39.2,D+,Probable SP unavailable; Lineup unconfirmed,,,,,,,,,
3,2026-09-20,825028,2026-09-20T20:10:00Z,Scheduled,Chase Field,New York Yankees @ Arizona Diamondbacks,Away,682987,Spencer Jones,New York Yankees,Arizona Diamondbacks,RF,L,No,,80,265,238,59,12,1,10,32,38,24,1,96,0.248,0.318,0.433,0.751,10,42,39,10,1,0.256,0.0238,25,95,85,24,3,0.282,0.0316,336,119,7.3,27.7,46.1,23.8,30.1,16.3,29.6,40.5,36.4,7.0,4.1,7.0,38.8,85.6,21.0,0.779,75.1,97.4,113.9,63.1,13.8,11.6,40.4,44.3,Below Average,3.0,Contact-First Profile,A-,Elevated power plane,44.3,Below Average,0.984,Good,7.6,47.4,97.3,0.8,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,21.44,11.44,Strong positive regression,Below Average Contact-First Profile profile. 7.3% barrel rate; 85.6 mph average exit velocity; 29.6% air-ball rate; 40.5% pull-air rate; 7.0% HR-launch rate.,0.0377,0.0359,4.05,10,2,23.8,0.42,42.0,Recently homered,669203.0,Corbin Burnes,R,LHB vs RHP,2,2,7.2,5.87,1.17,2,2.35,7.04,2.35,46.0,6.5,26.1,28.3,50.0,32.6,84.5,95.6,106.7,0.526,2.0,84.6,100.0,1.056,14.3,Cutter,L,LHB vs RHP,48.9,212,0.205,0.28,0.358,0.638,7,20,80,0.033,7.1,0.754,18,0.0556,3.4,0.523,0,0,0,0/0,,,,,0,0,0,61.6,Slight Hitter Advantage,Above average,50.0,2,Pitch-level Statcast · last 5 MLB games,132,Cutter,50.75757575757576,67.0,Curveball,24.242424242424242,32.0,Changeup,12.878787878787879,17.0,Sinker,7.575757575757576,10.0,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.069,0.99,55.9,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,48.9,50.6,84.6,56.7,50.0,45.0,58.7,8.2,0.904,1.021,1.025,1.0,0.984,0.984,1.0,13.78,10.63,78.5,29.5,F,Lineup unconfirmed,Slider,4.545454545454546,6.0,,,,,,
4,2026-09-20,824462,2026-09-20T17:40:00Z,Scheduled,Great American Ball Park,Chicago Cubs @ Cincinnati Reds,Away,691718,Pete Crow-Armstrong,Chicago Cubs,Cincinnati Reds,CF,L,No,,155,697,602,167,29,8,44,115,105,78,12,182,0.277,0.369,0.571,0.94,11,52,48,12,4,0.25,0.0769,26,122,111,30,12,0.27,0.0984,918,163,8.7,31.7,57.6,24.6,17.2,15.6,27.4,65.6,30.6,9.6,7.5,9.6,64.9,84.7,23.1,0.816,72.9,98.1,114.2,51.8,14.2,15.5,48.9,55.0,Average,3.0,Pull Power,A-,Elevated power plane,55.0,Average,1.014,Good,9.8,72.3,99.4,0.965,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,73.55,29.55,Strong positive regression,Average Pull Power profile. 8.7% barrel rate; 84.7 mph average exit velocity; 27.4% air-ball rate; 65.6% pull-air rate; 9.6% HR-launch rate.,0.0631,0.0586,4.23,10,2,13.7,0.73,73.1,Recently homered,695076.0,Rhett Lowder,R,LHB vs RHP,27,24,124.1,5.79,1.52,18,1.3,7.09,3.69,698.0,6.0,25.6,16.0,41.4,32.2,84.1,95.7,116.0,0.577,18.0,57.4,99.7,0.714,7.5,Sinker,L,LHB vs RHP,62.1,472,0.278,0.367,0.602,0.969,33,55,118,0.0699,9.4,0.801,350,0.0343,6.7,0.626,2,2,0,0/2,0.0,0.0,0.0,0.0,0,0,0,57.0,Neutral Matchup,Average,45.0,5,Pitch-level Statcast · last 5 MLB games,455,Sinker,30.76923076923077,140.0,Slider,23.956043956043956,109.0,4-Seam Fastball,21.0989010989011,96.0,Changeup,19.78021978021978,90.0,Unknown,,Unknown,,No,112.0,1.12,1.0,71.6,1.015,0.985,66.6,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,62.1,40.3,57.4,70.2,71.6,45.0,58.2,7.98,1.191,1.032,1.025,1.03,1.014,1.044,1.0,22.53,18.67,85.0,46.1,C-,Lineup unconfirmed,Curveball,4.395604395604396,20.0,,,,,,
5,2026-09-20,822922,2026-09-20T17:40:00Z,Scheduled,Tropicana Field,Boston Red Sox @ Tampa Bay Rays,Away,663330,Jahmai Jones,Boston Red Sox,Tampa Bay Rays,DH,R,No,,89,167,147,31,6,1,6,19,16,16,4,52,0.211,0.305,0.388,0.693,7,19,17,2,1,0.118,0.0526,17,36,29,7,2,0.241,0.0556,183,41,9.7,34.3,60.9,18.1,20.4,16.8,29.9,65.9,27.1,7.7,4.5,7.7,41.7,85.4,20.8,0.729,71.8,99.2,112.3,35.8,15.7,14.4,55.5,52.1,Average,3.0,Pull Power,A-,Elevated power plane,52.1,Average,1.006,Good,14.6,69.2,101.6,0.84,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,15.7,9.7,Strong positive regression,Average Pull Power profile. 9.7% barrel rate; 85.4 mph average exit velocity; 29.9% air-ball rate; 65.9% pull-air rate; 7.7% HR-launch rate.,0.0359,0.0343,4.05,0,0,24.5,0.0,0.0,Very recent HR,643377.0,Griffin Jax,R,RHB vs RHP,32,21,104.1,3.8,1.2,15,1.29,9.49,2.85,499.0,6.4,25.9,14.0,46.8,29.7,81.9,95.2,111.1,0.584,15.0,66.0,99.5,0.807,7.1,Sweeper,R,RHB vs RHP,40.0,23,0.13,0.13,0.13,0.261,0,0,9,0.0,0.0,0.423,170,0.0294,7.2,0.537,0,0,0,0/0,,,,,0,0,0,51.1,Neutral Matchup,Average,50.0,5,Pitch-level Statcast · last 5 MLB games,371,Sinker,28.30188679245283,105.0,Sweeper,24.258760107816713,90.0,Changeup,22.10242587601078,82.0,4-Seam Fastball,16.9811320754717,63.0,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.032,0.989,60.3,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,40.0,45.0,66.0,85.3,50.0,45.0,58.0,7.9,1.229,1.03,0.985,1.0,1.006,1.006,0.98,13.18,11.69,66.8,28.7,F,Lineup unconfirmed,Curveball,8.355795148247978,31.0,,,,,,
6,2026-09-20,824300,2026-09-20T19:10:00Z,Scheduled,Coors Field,Seattle Mariners @ Colorado Rockies,Away,686527,Dominic Canzone,Seattle Mariners,Colorado Rockies,DH,L,No,,139,501,448,116,26,4,22,57,70,45,5,106,0.259,0.331,0.482,0.813,11,49,43,13,1,0.302,0.0204,25,111,100,26,3,0.26,0.027,608,137,7.5,26.9,43.6,30.5,25.9,15.2,26.8,43.9,31.7,8.3,5.5,8.3,41.6,83.7,12.7,0.643,72.2,96.8,114.5,36.5,13.4,9.7,51.9,42.7,Below Average,2.5,Pull Power,A,Excellent HR swing plane,42.7,Below Average,0.98,Good,7.3,44.1,96.2,0.653,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,39.39,17.39,Strong positive regression,Below Average Pull Power profile. 7.5% barrel rate; 83.7 mph average exit velocity; 26.8% air-ball rate; 43.9% pull-air rate; 8.3% HR-launch rate.,0.0439,0.0416,4.15,21,6,20.4,1.03,103.1,Near normal interval,608372.0,Tomoyuki Sugano,R,LHB vs RHP,27,27,142.2,5.49,1.36,31,1.96,5.43,2.14,837.0,7.5,29.5,18.0,43.6,30.8,85.0,97.5,116.7,0.645,31.0,53.8,99.8,0.651,8.9,Split-Finger,L,LHB vs RHP,57.7,368,0.259,0.31,0.488,0.798,17,24,79,0.0462,8.3,0.655,340,0.0618,7.8,0.674,2,1,1,1/1,1.0,1.0,2.0,3.0,0,1,0,55.3,Neutral Matchup,Average,52.5,5,Pitch-level Statcast · last 5 MLB games,460,4-Seam Fastball,23.695652173913043,109.0,Split-Finger,20.0,92.0,Sinker,16.52173913043478,76.0,Curveball,11.521739130434783,53.0,Unknown,,Unknown,,No,118.0,1.18,1.0,82.4,1.008,1.0,58.9,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,57.7,51.9,53.8,50.8,82.4,45.0,57.1,7.54,0.825,1.138,1.025,1.0,0.98,0.98,1.0,16.17,12.24,85.0,35.2,D,Lineup unconfirmed,Sweeper,10.652173913043478,49.0,Cutter,8.91304347826087,41.0,Slider,8.695652173913043,40.0
7,2026-09-20,822844,2026-09-20T18:35:00Z,Scheduled,Globe Life Field,Toronto Blue Jays @ Texas Rangers,Home,669394,Jake Burger,Texas Rangers,Toronto Blue Jays,1B,R,No,,148,592,530,123,23,0,26,68,86,54,4,160,0.232,0.306,0.423,0.729,11,47,36,5,1,0.139,0.0213,26,104,83,18,5,0.217,0.0481,681,119,8.6,28.1,48.7,26.9,24.1,14.9,25.2,52.6,27.2,8.3,5.6,8.3,47.3,83.8,17.9,0.701,73.9,97.0,112.6,56.8,13.3,13.7,54.7,48.9,Average,3.0,Pull Power,A,Excellent HR swing plane,48.9,Average,0.997,Good,10.9,50.0,95.9,0.878,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,50.26,24.26,Strong positive regression,Average Pull Power profile. 8.6% barrel rate; 83.8 mph average exit velocity; 25.2% air-ball rate; 52.6% pull-air rate; 8.3% HR-launch rate.,0.0439,0.0419,3.99,30,9,20.4,1.47,147.2,Above normal drought,,TBD,,Unknown,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,,,,,,,,,50.0,0.0,,,Unknown,R,Unknown,50.0,0,,,,,0,0,0,,,,0,,,,0,0,0,0/0,,,,,0,0,0,50.0,Neutral Matchup,Average,50.0,0,,0,,,,,,,,,,,,,Unknown,,Unknown,,No,104.0,1.04,1.0,57.2,1.0,1.0,60.9,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,50.0,50.0,50.0,63.7,57.2,45.0,55.7,7.04,0.918,1.0,1.0,1.0,0.997,0.997,1.035,15.7,10.84,75.0,32.3,D,Probable SP unavailable; Lineup unconfirmed,,,,,,,,,
8,2026-09-20,823001,2026-09-20T18:15:00Z,Scheduled,Busch Stadium,Washington Nationals @ St. Louis Cardinals,Home,699024,Leo Bernal,St. Louis Cardinals,Washington Nationals,C,S,No,,17,75,71,22,3,0,3,9,15,4,0,15,0.31,0.347,0.479,0.826,11,48,47,14,2,0.298,0.0417,17,75,71,22,3,0.31,0.04,80,80,6.2,43.8,59.6,19.2,21.2,22.5,45.0,52.8,37.5,8.8,6.2,8.8,60.0,87.5,18.2,0.677,73.2,99.9,109.8,33.3,21.2,17.1,47.7,56.4,Average,3.5,Pull Power,A,Excellent HR swing plane,56.4,Average,1.018,Good,6.2,52.8,99.9,0.677,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,5.15,2.15,Positive regression,Average Pull Power profile. 6.2% barrel rate; 87.5 mph average exit velocity; 45.0% air-ball rate; 52.8% pull-air rate; 8.8% HR-launch rate.,0.04,0.0351,4.09,26,6,23.7,1.1,109.9,Near normal interval,663623.0,Jake Irvin,R,Switch vs RHP,20,19,96.1,5.51,1.41,17,1.59,8.97,4.3,574.0,6.6,27.4,14.3,40.7,30.7,82.9,95.7,114.9,0.614,17.0,62.8,100.0,0.752,8.3,4-Seam Fastball,L,LHB vs RHP,54.4,51,0.319,0.373,0.553,0.926,3,4,9,0.0588,9.3,0.672,256,0.0391,7.6,0.632,0,0,0,0/0,,,,,0,0,0,56.5,Neutral Matchup,Average,50.0,5,Pitch-level Statcast · last 5 MLB games,462,4-Seam Fastball,38.095238095238095,176.0,Curveball,21.428571428571427,99.0,Sinker,12.770562770562771,59.0,Changeup,11.471861471861471,53.0,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.026,0.991,60.8,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,54.4,43.3,62.8,63.2,50.0,45.0,55.5,6.95,1.067,1.078,1.035,1.0,1.018,1.018,1.0,13.59,11.26,63.4,31.1,D,Small season sample; Lineup unconfirmed,Cutter,9.307359307359308,43.0,Sweeper,6.926406926406926,32.0,,,
9,2026-09-20,825028,2026-09-20T20:10:00Z,Scheduled,Chase Field,New York Yankees @ Arizona Diamondbacks,Away,671277,Luis García Jr.,New York Yankees,Arizona Diamondbacks,1B,L,No,,142,523,498,140,26,5,30,66,91,23,0,93,0.281,0.312,0.534,0.846,9,37,37,9,2,0.243,0.0541,23,89,85,25,5,0.294,0.0562,745,114,8.0,30.3,58.4,20.4,20.7,13.6,26.7,53.0,25.9,7.5,4.6,7.5,51.7,84.5,14.8,0.63,73.1,97.1,113.9,43.1,15.3,13.6,61.5,47.3,Below Average,3.0,Pull Power,A,Excellent HR swing plane,47.3,Below Average,0.992,Good,8.8,58.1,97.2,0.66,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,52.52,22.52,Strong positive regression,Below Average Pull Power profile. 8.0% barrel rate; 84.5 mph average exit velocity; 26.7% air-ball rate; 53.0% pull-air rate; 7.5% HR-launch rate.,0.0574,0.0526,4.15,24,6,16.6,1.45,144.6,Above normal drought,669203.0,Corbin Burnes,R,LHB vs RHP,2,2,7.2,5.87,1.17,2,2.35,7.04,2.35,46.0,6.5,26.1,28.3,50.0,32.6,84.5,95.6,106.7,0.526,2.0,47.9,100.0,0.593,8.8,Cutter,L,LHB vs RHP,54.1,435,0.292,0.322,0.572,0.894,27,19,75,0.0621,8.1,0.65,18,0.0556,3.4,0.523,6,5,1,1/5,0.2,0.333,0.8,1.133,1,1,1,54.0,Neutral Matchup,Average,64.5,2,Pitch-level Statcast · last 5 MLB games,132,Cutter,50.75757575757576,67.0,Curveball,24.242424242424242,32.0,Changeup,12.878787878787879,17.0,Sinker,7.575757575757576,10.0,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,0.996,0.99,61.5,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,54.1,50.6,47.9,63.5,50.0,45.0,55.2,6.86,1.018,1.021,1.025,1.03,0.992,1.022,1.035,20.1,13.73,84.1,39.9,D+,Lineup unconfirmed,Slider,4.545454545454546,6.0,,,,,,
10,2026-09-20,825028,2026-09-20T20:10:00Z,Scheduled,Chase Field,New York Yankees @ Arizona Diamondbacks,Away,671218,Heliot Ramos,New York Yankees,Arizona Diamondbacks,LF,R,No,,105,413,377,91,19,3,12,44,43,30,5,112,0.241,0.305,0.403,0.708,7,24,20,5,2,0.25,0.0833,16,50,40,9,3,0.225,0.06,542,49,6.8,25.0,35.7,29.5,34.1,14.5,25.0,34.0,29.6,6.9,2.7,6.9,41.7,83.4,16.3,0.668,71.1,96.1,112.2,30.7,12.6,7.7,50.7,33.9,Weak,2.5,Contact-First Profile,A,Excellent HR swing plane,33.9,Weak,0.955,Good,6.1,53.3,95.8,0.743,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,30.76,18.76,Strong positive regression,Weak Contact-First Profile profile. 6.8% barrel rate; 83.4 mph average exit velocity; 25.0% air-ball rate; 34.0% pull-air rate; 6.9% HR-launch rate.,0.0291,0.0297,4.05,0,0,31.4,0.0,0.0,Very recent HR,669203.0,Corbin Burnes,R,RHB vs RHP,2,2,7.2,5.87,1.17,2,2.35,7.04,2.35,46.0,6.5,26.1,28.3,50.0,32.6,84.5,95.6,106.7,0.526,2.0,80.5,100.0,0.859,12.3,Cutter,R,RHB vs RHP,41.9,302,0.229,0.285,0.362,0.647,7,17,84,0.0232,7.0,0.581,14,0.0714,11.8,0.532,0,0,0,0/0,,,,,0,0,0,57.1,Neutral Matchup,Average,50.0,2,Pitch-level Statcast · last 5 MLB games,132,Cutter,50.75757575757576,67.0,Curveball,24.242424242424242,32.0,Changeup,12.878787878787879,17.0,Sinker,7.575757575757576,10.0,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.061,0.99,46.7,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,41.9,50.6,80.5,54.8,50.0,45.0,54.4,6.61,1.35,1.021,0.985,1.0,0.955,0.955,0.98,11.5,10.44,81.0,28.9,F,Lineup unconfirmed,Slider,4.545454545454546,6.0,,,,,,
