player_id,player_name,team,opponent,position,depth_chart_position,status,years_exp,season,season_type,week,target_slate,game_id,game_date,home_away,projected_receiving_yards,projection_mean,projection_median,projection_floor,projection_ceiling,model_std,historical_games,last_5_avg,last_10_avg,last_15_avg,season_avg,volume_last_5,preseason_usage_multiplier,opponent_adjustment,data_source,simulations,model_version,projected_targets,projected_receptions,target_share,catch_rate,yards_per_target,yards_per_reception,last5_targets,target_trend_pct,targets,target_share_pct,projected_target_share,projected_rec,catch_rate_pct,receiving_yards_per_target,receiving_yards_per_reception,prob_10_plus,prob_20_plus,prob_30_plus,prob_40_plus,prob_50_plus,prob_60_plus,prob_70_plus,prob_80_plus,prob_90_plus,prob_100_plus,team_targets_pg,team_pass_attempts_pg,team_catch_rate,team_yards_per_target,team_yards_per_reception,team_explosive_rec_rate,team_epa_per_target,pace_plays_per_game,opp_rec_def_rating,opp_secondary_rating,opp_rec_yards_allowed_pg,opp_targets_allowed_pg,opp_receptions_allowed_pg,opp_catch_rate_allowed,opp_yards_per_target_allowed,opp_explosive_rec_rate_allowed,opp_epa_per_target_allowed,opp_pressure_rate,stadium_name,stadium_type,temperature_f,wind_mph,precipitation_pct,weather_condition,receiving_weather_rating,spread,game_total,team_implied_points,opp_implied_points,odds_details,receiving_matchup_score
00-0039075,Puka Nacua,LAR,NO,WR,WR,ACT,3.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_NO_LAR,,home,63.037,63.037,57.899,0.0,133.8,51.841,44,139.2,109.9,105.667,107.188,11.8,0.5,0.974,PLAYER_HISTORY,10000,NFL_RECEIVING_YARDS_V1,5.789,4.067,32.11,70.25,9.772,13.91,12.6,8.62,5.789,32.11,32.11,4.067,70.25,9.772,13.91,78.07,73.33,67.94,61.52,55.05,48.53,42.0,35.36,29.57,24.0,36.43859649122807,36.43859649122807,0.0,7.240731824747232,,10.44776119402985,,36.43859649122807,50.09139705177316,50.09139705177316,225.41176470588235,34.666666666666664,0.0,0.0,6.502262443438914,8.3710407239819,,0.0,Arrowhead Stadium,OUTDOOR,,,,,100.0,,,,,,100.5
00-0036963,Amon-Ra St. Brown,DET,WAS,WR,WR,ACT,5.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_WAS_DET,,home,53.427,53.427,50.088,0.0,109.378,40.967,50,103.4,86.3,82.733,82.412,12.8,0.5,1.124,PLAYER_HISTORY,10000,NFL_RECEIVING_YARDS_V1,6.271,4.208,32.94,67.1,8.006,11.933,12.8,36.17,6.271,32.94,32.94,4.208,67.1,8.006,11.933,80.63,74.24,66.56,58.42,50.07,41.68,33.51,26.2,19.38,14.2,36.56363636363636,36.56363636363636,0.0,7.545997016409746,,10.59174540029836,,36.56363636363636,47.82956927731748,47.82956927731748,247.83333333333334,34.51851851851852,0.0,0.0,7.179721030042918,9.2274678111588,,0.0,Paycor Stadium,OUTDOOR,,,,,100.0,,,,,,100.3
00-0039337,Malik Nabers,NYG,MIA,WR,WR,ACT,2.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_NYG_MIA,,away,50.26,50.26,45.59,0.0,108.399,41.924,19,67.0,80.4,72.6,67.75,8.6,0.68,0.906,PLAYER_HISTORY,10000,NFL_RECEIVING_YARDS_V1,6.263,3.766,30.43,60.13,7.118,11.837,8.6,-27.12,6.263,30.43,30.43,3.766,60.13,7.118,11.837,76.15,69.43,62.3,54.63,46.58,38.7,31.16,24.38,18.39,13.36,35.84313725490196,35.84313725490196,0.0,5.836980306345733,,7.11159737417943,,35.84313725490196,49.682533954612566,49.682533954612566,235.21153846153845,35.23076923076923,0.0,0.0,6.676310043668122,8.460698689956333,,0.0,MetLife Stadium,OUTDOOR,,,,,100.0,,,,,,97.6
00-0036900,Ja'Marr Chase,CIN,CHI,WR,WR,ACT,5.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_CHI_CIN,,home,49.968,49.968,45.38,0.0,107.642,41.01,49,88.2,94.4,92.4,88.25,10.8,0.5,1.003,PLAYER_HISTORY,10000,NFL_RECEIVING_YARDS_V1,5.973,4.082,31.55,68.33,7.7,11.268,10.8,-27.03,5.973,31.55,31.55,4.082,68.33,7.7,11.268,77.37,70.62,62.61,54.63,46.32,37.96,30.52,23.12,17.76,12.98,40.15686274509804,40.15686274509804,0.0,6.59619140625,,6.93359375,,40.15686274509804,47.9467408390679,47.9467408390679,243.79245283018867,35.15094339622642,0.0,0.0,6.935587761674718,9.447128287707999,,0.0,Paycor Stadium,OUTDOOR,,,,,100.0,,,,,,98.5
00-0038543,Jaxon Smith-Njigba,SEA,TEN,WR,WR,ACT,3.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_SEA_TEN,,away,49.781,49.781,45.063,0.0,106.966,41.043,51,91.4,97.4,104.4,105.471,10.4,0.5,0.967,PLAYER_HISTORY,10000,NFL_RECEIVING_YARDS_V1,4.5,3.144,32.0,69.86,9.986,14.294,9.2,0.0,4.5,32.0,32.0,3.144,69.86,9.986,14.294,77.01,70.44,62.78,54.52,46.07,37.69,30.4,23.27,17.49,12.97,34.68518518518518,34.68518518518518,0.0,7.134009610250934,,9.022957821676455,,34.68518518518518,48.45874796798387,48.45874796798387,229.6078431372549,33.0,0.0,0.0,6.957813428401663,9.031491384432561,,0.0,Lumen Field,OUTDOOR,,,,,100.0,,,,,,99.7
00-0037240,Jameson Williams,DET,WAS,WR,WR,ACT,4.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_WAS_DET,,home,48.7,48.7,42.082,0.0,111.478,44.108,44,82.2,82.8,65.733,65.706,7.8,0.5,1.124,PLAYER_HISTORY,10000,NFL_RECEIVING_YARDS_V1,3.978,2.524,19.64,63.44,10.602,16.712,7.8,18.18,3.978,19.64,19.64,2.524,63.44,10.602,16.712,72.21,65.92,59.04,51.7,44.14,36.78,29.74,24.08,18.49,14.09,36.56363636363636,36.56363636363636,0.0,7.545997016409746,,10.59174540029836,,36.56363636363636,47.82956927731748,47.82956927731748,247.83333333333334,34.51851851851852,0.0,0.0,7.179721030042918,9.2274678111588,,0.0,Paycor Stadium,OUTDOOR,,,,,100.0,,,,,,100.3
00-0037238,Drake London,ATL,IND,WR,WR,ACT,4.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_ATL_IND,,away,47.775,47.775,41.412,0.0,108.269,42.649,45,66.4,81.5,84.733,76.583,7.0,0.5,1.094,PLAYER_HISTORY,10000,NFL_RECEIVING_YARDS_V1,4.843,2.886,27.47,59.6,8.417,14.122,7.0,-39.66,4.843,27.47,27.47,2.886,59.6,8.417,14.122,72.7,66.15,59.12,51.02,43.52,36.36,29.41,23.03,17.68,13.06,34.11764705882353,34.11764705882353,0.0,6.822413793103448,,8.448275862068966,,34.11764705882353,49.3790088579595,49.3790088579595,252.33333333333334,36.705882352941174,0.0,0.0,6.874465811965812,8.44017094017094,,0.0,Mercedes-Benz Stadium,INDOOR,,,,,100.0,,,,,,99.4
00-0039067,Rashee Rice,KC,TB,WR,WR,ACT,3.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_KC_TB,,away,46.967,46.967,45.122,0.0,93.663,34.67,27,71.2,75.6,80.4,71.375,10.4,0.5,1.15,PLAYER_HISTORY,10000,NFL_RECEIVING_YARDS_V1,5.512,4.055,28.4,73.57,8.007,10.883,10.4,13.04,5.512,28.4,28.4,4.055,73.57,8.007,10.883,80.92,73.4,64.64,54.98,45.34,34.76,25.77,17.68,11.69,7.44,37.793103448275865,37.793103448275865,0.0,6.499087591240876,,7.846715328467154,,37.793103448275865,48.81234705806075,48.81234705806075,264.1296296296296,38.31481481481482,0.0,0.0,6.893668438859352,8.844852585790237,,0.0,Arrowhead Stadium,OUTDOOR,,,,,100.0,,,,,,98.6
00-0037239,Chris Olave,NO,LAR,WR,WR,ACT,4.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_NO_LAR,,away,46.704,46.704,42.403,0.0,100.96,39.141,40,85.8,82.1,73.933,72.688,9.6,0.5,1.108,PLAYER_HISTORY,10000,NFL_RECEIVING_YARDS_V1,5.42,3.525,28.25,65.03,7.755,11.925,9.6,9.09,5.42,28.25,28.25,3.525,65.03,7.755,11.925,75.91,68.65,60.34,51.93,43.42,35.21,27.23,20.44,14.9,10.29,36.78431372549019,36.78431372549019,0.0,6.437633262260128,,7.036247334754798,,36.78431372549019,49.50302024533259,49.50302024533259,243.24561403508773,36.89473684210526,0.0,0.0,6.592962434617213,8.7018544935806,,0.0,Caesars Superdome,INDOOR,,,,,100.0,,,,,,98.7
00-0037247,George Pickens,DAL,ARI,WR,WR,ACT,4.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_DAL_ARI,,away,44.258,44.258,35.806,0.0,105.585,43.26,47,57.4,82.2,88.733,84.059,6.4,0.5,0.984,PLAYER_HISTORY,10000,NFL_RECEIVING_YARDS_V1,3.293,2.257,21.62,68.55,10.734,15.659,6.4,-37.25,3.293,21.62,21.62,2.257,68.55,10.734,15.659,67.67,61.3,54.23,46.97,39.9,33.22,27.01,21.23,15.84,11.97,39.55769230769231,39.55769230769231,0.0,6.794846864365581,,8.264462809917356,,39.55769230769231,49.169154099880984,49.169154099880984,234.58823529411765,33.8235294117647,0.0,0.0,6.935652173913043,8.521739130434783,,0.0,Lumen Field,OUTDOOR,,,,,100.0,,,,,,99.3
00-0040735,Luther Burden III,CHI,CIN,WR,WR,ACT,1.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_CHI_CIN,,away,43.403,43.403,37.475,0.0,98.318,39.344,15,71.4,50.2,43.467,43.467,6.4,0.68,1.009,PLAYER_HISTORY,10000,NFL_RECEIVING_YARDS_V1,3.846,2.763,16.88,71.83,10.085,14.039,6.8,36.0,3.846,16.88,16.88,2.763,71.83,10.085,14.039,71.28,64.15,56.1,48.0,39.85,32.23,25.09,18.54,13.58,9.41,35.924528301886795,35.924528301886795,0.0,6.133403361344538,,8.403361344537815,,35.924528301886795,47.24966778059115,47.24966778059115,250.2941176470588,34.98039215686274,0.0,0.0,7.155269058295964,9.697309417040358,,0.0,Soldier Field,OUTDOOR,,,,,100.0,,,,,,97.3
00-0039064,Zay Flowers,BAL,MIN,WR,WR,ACT,3.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_BAL_MIN,,away,42.291,42.291,36.632,0.0,94.713,37.842,50,88.8,72.5,66.2,71.235,6.8,0.5,0.974,PLAYER_HISTORY,10000,NFL_RECEIVING_YARDS_V1,3.642,2.676,30.27,73.47,10.133,13.792,6.8,17.24,3.642,30.27,30.27,2.676,73.47,10.133,13.792,72.32,64.47,56.1,47.07,38.24,30.23,23.39,17.05,11.95,8.19,29.545454545454547,29.545454545454547,0.0,7.558769230769231,,10.03076923076923,,29.545454545454547,51.417035676352654,51.417035676352654,232.53846153846155,35.88461538461539,0.0,0.0,6.480171489817792,7.395498392282958,,0.0,M&T Bank Stadium,OUTDOOR,,,,,100.0,,,,,,101.6
00-0036554,Nico Collins,HOU,LV,WR,WR,ACT,5.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_LV_HOU,,home,41.594,41.594,37.957,0.0,88.37,33.812,42,84.0,80.5,74.467,74.467,7.0,0.5,0.937,PLAYER_HISTORY,10000,NFL_RECEIVING_YARDS_V1,4.129,2.403,23.16,58.2,9.123,15.676,6.4,-34.69,4.129,23.16,23.16,2.403,58.2,9.123,15.676,76.33,67.84,58.28,47.91,38.16,29.29,20.76,14.28,9.15,5.72,36.80701754385965,36.80701754385965,0.0,6.7016205910390845,,8.627264061010486,,36.80701754385965,51.62480214596115,51.62480214596115,228.54901960784315,34.86274509803921,0.0,0.0,6.555680539932508,7.142857142857142,,0.0,Reliant Stadium,INDOOR,,,,,100.0,,,,,,100.0
00-0040126,Colston Loveland,CHI,CIN,TE,TE,ACT,1.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_CHI_CIN,,away,41.444,41.444,38.141,0.0,88.098,33.279,16,61.4,59.7,46.733,44.562,7.6,0.68,1.009,PLAYER_HISTORY,10000,NFL_RECEIVING_YARDS_V1,4.44,2.945,23.89,66.34,8.545,12.881,10.6,112.0,4.44,23.89,23.89,2.945,66.34,8.545,12.881,76.88,68.16,58.33,47.95,38.02,28.47,20.5,13.94,9.16,5.3,35.924528301886795,35.924528301886795,0.0,6.133403361344538,,8.403361344537815,,35.924528301886795,47.24966778059115,47.24966778059115,250.2941176470588,34.98039215686274,0.0,0.0,7.155269058295964,9.697309417040358,,0.0,Soldier Field,OUTDOOR,,,,,100.0,,,,,,97.3
00-0036358,CeeDee Lamb,DAL,ARI,WR,WR,ACT,6.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_DAL_ARI,,away,40.982,40.982,37.111,0.0,88.325,34.046,45,66.6,74.5,86.533,82.846,7.2,0.5,0.984,PLAYER_HISTORY,10000,NFL_RECEIVING_YARDS_V1,3.942,2.599,23.47,65.94,9.406,14.264,7.2,-26.53,3.942,23.47,23.47,2.599,65.94,9.406,14.264,75.41,66.49,56.93,47.34,37.88,28.38,20.82,14.11,9.26,5.91,39.55769230769231,39.55769230769231,0.0,6.794846864365581,,8.264462809917356,,39.55769230769231,49.169154099880984,49.169154099880984,234.58823529411765,33.8235294117647,0.0,0.0,6.935652173913043,8.521739130434783,,0.0,Lumen Field,OUTDOOR,,,,,100.0,,,,,,99.3
00-0039338,Brock Bowers,LV,HOU,TE,TE,ACT,2.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_LV_HOU,,away,40.75,40.75,36.37,0.0,89.689,35.078,29,45.0,53.9,60.4,56.667,6.2,0.68,0.974,PLAYER_HISTORY,10000,NFL_RECEIVING_YARDS_V1,4.577,3.423,23.47,74.78,7.878,10.535,6.2,-20.51,4.577,23.47,23.47,3.423,74.78,7.878,10.535,73.37,65.35,56.14,46.79,37.11,28.83,21.0,14.67,9.8,6.17,36.627450980392155,36.627450980392155,0.0,5.983404710920771,,6.5310492505353315,,36.627450980392155,50.31960505799191,50.31960505799191,227.10526315789474,35.43859649122807,0.0,0.0,6.408415841584159,8.316831683168317,,0.0,Allegiant Stadium,INDOOR,,,,,100.0,,,,,,98.1
00-0035676,A.J. Brown,NE,PHI,WR,WR,ACT,7.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_PHI_NE,,home,40.475,40.475,33.885,0.0,94.52,37.674,45,87.2,80.9,66.867,66.867,9.2,0.5,0.85,PLAYER_HISTORY,10000,NFL_RECEIVING_YARDS_V1,4.192,2.64,28.81,62.99,8.031,12.75,8.2,-2.38,4.192,28.81,28.81,2.64,62.99,8.031,12.75,69.48,61.91,53.5,44.88,37.13,29.33,22.5,16.58,11.91,7.87,34.27272727272727,34.27272727272727,0.0,6.4190981432360745,,8.010610079575597,,34.27272727272727,51.68342049711748,51.68342049711748,229.5438596491228,37.333333333333336,0.0,0.0,6.148496240601504,7.612781954887218,,0.0,Gillette Stadium,OUTDOOR,,,,,100.0,,,,,,99.4
00-0040124,Tetairoa McMillan,CAR,JAX,WR,WR,ACT,1.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_CAR_JAX,,away,40.401,40.401,37.565,0.0,85.361,32.587,17,46.2,60.1,56.4,59.647,5.2,0.68,1.0,PLAYER_HISTORY,10000,NFL_RECEIVING_YARDS_V1,4.248,2.541,23.66,59.8,8.618,14.41,6.2,-11.43,4.248,23.66,23.66,2.541,59.8,8.618,14.41,76.32,67.36,57.47,47.22,37.0,27.31,19.44,13.07,7.71,4.57,35.23076923076923,35.23076923076923,0.0,5.638646288209607,,6.550218340611353,,35.23076923076923,49.71135308304035,49.71135308304035,255.6346153846154,38.17307692307692,0.0,0.0,6.696725440806046,8.41309823677582,,0.0,Highmark Stadium,OUTDOOR,,,,,100.0,,,,,,97.2
00-0038117,Wan'Dale Robinson,TEN,SEA,WR,WR,ACT,4.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_SEA_TEN,,home,38.995,38.995,32.449,0.0,91.609,36.888,48,75.2,66.3,63.933,63.375,10.4,0.5,0.997,PLAYER_HISTORY,10000,NFL_RECEIVING_YARDS_V1,4.45,2.899,34.05,65.15,7.265,11.151,10.4,10.64,4.45,34.05,34.05,2.899,65.15,7.265,11.151,68.78,60.79,51.96,43.45,35.24,27.66,20.87,15.2,10.66,7.13,34.705882352941174,34.705882352941174,0.0,5.927683615819209,,7.796610169491526,,34.705882352941174,50.81314176801998,50.81314176801998,235.5185185185185,37.370370370370374,0.0,0.0,6.302279484638255,8.077304261645194,,0.0,Levi's Stadium,OUTDOOR,,,,,100.0,,,,,,98.1
00-0039916,Ricky Pearsall,SF,LAC,WR,WR,ACT,2.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_SF_LAC,,away,38.969,38.969,29.107,0.0,97.161,40.327,19,40.2,59.7,53.067,58.667,4.8,0.68,0.899,PLAYER_HISTORY,10000,NFL_RECEIVING_YARDS_V1,3.127,2.11,16.37,67.47,9.59,14.214,4.8,-22.58,3.127,16.37,16.37,2.11,67.47,9.59,14.214,64.48,57.27,49.24,41.63,34.48,27.83,22.22,17.16,12.7,9.25,33.57142857142857,33.57142857142857,0.0,7.774468085106383,,11.063829787234042,,33.57142857142857,50.38477255818596,50.38477255818596,231.67924528301887,35.528301886792455,0.0,0.0,6.520977164099841,8.12533191715348,,0.0,Levi's Stadium,OUTDOOR,,,,,100.0,,,,,,101.7
00-0036970,Kyle Pitts,ATL,IND,TE,TE,ACT,5.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_ATL_IND,,away,38.522,38.522,33.065,0.0,88.499,34.967,51,77.4,58.4,55.467,54.588,8.6,0.5,1.094,PLAYER_HISTORY,10000,NFL_RECEIVING_YARDS_V1,4.178,3.064,23.94,73.33,7.924,10.805,8.6,53.57,4.178,23.94,23.94,3.064,73.33,7.924,10.805,71.07,61.93,53.01,43.82,34.3,25.86,19.41,13.78,9.35,5.87,34.11764705882353,34.11764705882353,0.0,6.822413793103448,,8.448275862068966,,34.11764705882353,49.3790088579595,49.3790088579595,252.33333333333334,36.705882352941174,0.0,0.0,6.874465811965812,8.44017094017094,,0.0,Mercedes-Benz Stadium,INDOOR,,,,,100.0,,,,,,99.4
00-0033288,George Kittle,SF,LAC,TE,TE,ACT,9.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_SF_LAC,,away,38.229,38.229,30.123,0.0,92.836,38.084,42,75.4,60.3,62.267,57.091,7.8,0.5,0.899,PLAYER_HISTORY,10000,NFL_RECEIVING_YARDS_V1,3.126,2.61,21.32,83.52,9.659,11.566,6.2,-8.82,3.126,21.32,21.32,2.61,83.52,9.659,11.566,66.01,58.64,50.11,42.15,34.43,27.15,20.93,15.46,10.97,7.64,33.57142857142857,33.57142857142857,0.0,7.774468085106383,,11.063829787234042,,33.57142857142857,50.38477255818596,50.38477255818596,231.67924528301887,35.528301886792455,0.0,0.0,6.520977164099841,8.12533191715348,,0.0,Levi's Stadium,OUTDOOR,,,,,100.0,,,,,,101.7
00-0039893,Brian Thomas Jr.,JAX,CAR,WR,WR,ACT,2.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_CAR_JAX,,home,38.113,38.113,34.096,0.0,83.548,32.418,31,51.8,54.3,54.0,50.5,5.6,0.68,0.904,PLAYER_HISTORY,10000,NFL_RECEIVING_YARDS_V1,4.382,2.356,17.24,53.76,7.828,14.56,4.8,-22.58,4.382,17.24,17.24,2.356,53.76,7.828,14.56,73.5,64.34,54.25,43.74,34.09,25.07,17.62,11.73,7.21,4.53,36.28846153846154,36.28846153846154,0.0,6.5659777424483305,,8.691043985161633,,36.28846153846154,49.97418894175862,49.97418894175862,216.09615384615384,31.826923076923077,0.0,0.0,6.789728096676737,8.09667673716012,,0.0,Caesars Superdome,INDOOR,,,,,100.0,,,,,,99.1
00-0036322,Justin Jefferson,MIN,BAL,WR,WR,ACT,6.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_BAL_MIN,,home,37.946,37.946,30.8,0.0,90.11,36.496,44,49.8,44.6,61.533,61.647,7.2,0.5,1.042,PLAYER_HISTORY,10000,NFL_RECEIVING_YARDS_V1,4.217,2.537,30.85,60.16,7.211,11.987,7.2,-14.29,4.217,30.85,30.85,2.537,60.16,7.211,11.987,67.9,59.07,50.6,42.41,34.5,26.83,19.83,14.4,10.03,6.67,36.05769230769231,36.05769230769231,0.0,6.730133333333334,,9.6,,36.05769230769231,50.72839820757528,50.72839820757528,245.01818181818183,39.54545454545455,0.0,0.0,6.195862068965517,8.275862068965518,,0.0,MetLife Stadium,OUTDOOR,,,,,100.0,,,,,,99.7
00-0038124,Christian Watson,GB,DEN,WR,WR,ACT,4.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_GB_DEN,,away,37.175,37.175,28.393,0.0,91.934,37.751,33,65.6,61.1,56.533,61.1,6.2,0.5,0.957,PLAYER_HISTORY,10000,NFL_RECEIVING_YARDS_V1,2.692,1.573,19.36,58.44,10.61,18.156,5.6,-6.67,2.692,19.36,19.36,1.573,58.44,10.61,18.156,65.08,57.04,48.77,40.86,33.22,25.86,19.72,14.58,10.76,7.51,32.30909090909091,32.30909090909091,0.0,7.368036015756894,,10.80472706809229,,32.30909090909091,51.761331181873786,51.761331181873786,235.90740740740742,37.94444444444444,0.0,0.0,6.217179111761835,7.46705710102489,,0.0,Acrisure Stadium,OUTDOOR,,,,,100.0,,,,,,101.4
00-0037664,Alec Pierce,IND,ATL,WR,WR,ACT,4.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_ATL_IND,,home,36.557,36.557,29.828,0.0,88.008,35.624,48,62.8,68.6,66.867,66.867,5.0,0.5,0.947,PLAYER_HISTORY,10000,NFL_RECEIVING_YARDS_V1,2.518,1.409,15.95,55.95,11.94,21.34,5.0,-21.88,2.518,15.95,15.95,1.409,55.95,11.94,21.34,66.76,57.96,49.9,41.01,32.57,25.18,18.82,13.39,9.17,5.89,34.294117647058826,34.294117647058826,0.0,6.6506575185820465,,8.00457404230989,,34.294117647058826,50.78909359176775,50.78909359176775,226.9607843137255,35.19607843137255,0.0,0.0,6.4484679665738165,7.910863509749304,,0.0,Gillette Stadium,OUTDOOR,,,,,100.0,,,,,,99.6
00-0038544,Quentin Johnston,LAC,SF,WR,WR,ACT,3.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_SF_LAC,,home,36.399,36.399,26.605,0.0,91.647,38.765,45,46.6,49.6,64.6,56.538,4.4,0.5,0.998,PLAYER_HISTORY,10000,NFL_RECEIVING_YARDS_V1,3.209,1.824,18.09,56.84,7.947,13.981,5.0,-13.79,3.209,18.09,18.09,1.824,56.84,7.947,13.981,62.14,54.83,47.27,39.75,32.28,25.45,19.49,14.55,10.76,7.86,36.509433962264154,36.509433962264154,0.0,6.534883720930233,,8.062015503875969,,36.509433962264154,52.256545505987326,52.256545505987326,227.25,36.05357142857143,0.0,0.0,6.303120356612184,6.983655274888559,,0.0,Reliant Stadium,INDOOR,,,,,100.0,,,,,,99.9
00-0039919,Rome Odunze,CHI,CIN,WR,WR,ACT,2.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_CHI_CIN,,away,36.252,36.252,31.589,0.0,82.019,32.442,29,37.6,49.6,51.4,55.083,6.8,0.68,1.009,PLAYER_HISTORY,10000,NFL_RECEIVING_YARDS_V1,4.251,2.044,20.17,48.08,7.375,15.34,6.6,-2.94,4.251,20.17,20.17,2.044,48.08,7.375,15.34,70.65,61.86,51.65,41.37,31.49,23.33,16.25,10.92,6.86,4.18,35.924528301886795,35.924528301886795,0.0,6.133403361344538,,8.403361344537815,,35.924528301886795,47.24966778059115,47.24966778059115,250.2941176470588,34.98039215686274,0.0,0.0,7.155269058295964,9.697309417040358,,0.0,Soldier Field,OUTDOOR,,,,,100.0,,,,,,97.3
00-0036410,Tee Higgins,CIN,CHI,WR,WR,ACT,6.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_CHI_CIN,,home,35.943,35.943,31.735,0.0,79.772,31.458,39,60.4,68.8,56.4,56.4,6.8,0.5,1.003,PLAYER_HISTORY,10000,NFL_RECEIVING_YARDS_V1,3.672,2.211,19.21,60.2,8.633,14.339,6.8,-8.11,3.672,19.21,19.21,2.211,60.2,8.633,14.339,71.43,61.89,51.76,41.5,31.74,22.77,15.85,9.93,6.04,3.51,40.15686274509804,40.15686274509804,0.0,6.59619140625,,6.93359375,,40.15686274509804,47.9467408390679,47.9467408390679,243.79245283018867,35.15094339622642,0.0,0.0,6.935587761674718,9.447128287707999,,0.0,Paycor Stadium,OUTDOOR,,,,,100.0,,,,,,98.5
00-0037740,Garrett Wilson,NYJ,PIT,WR,WR,ACT,4.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_NYJ_PIT,,away,35.846,35.846,31.007,0.0,81.694,32.152,41,50.0,56.6,55.733,56.429,8.4,0.5,1.135,PLAYER_HISTORY,10000,NFL_RECEIVING_YARDS_V1,4.476,2.897,31.02,64.71,7.025,10.857,8.4,13.51,4.476,31.02,31.02,2.897,64.71,7.025,10.857,70.64,61.1,51.17,41.08,31.08,22.88,16.01,10.69,6.63,3.95,36.84313725490196,36.84313725490196,0.0,5.461947844598191,,6.1734965407131455,,36.84313725490196,49.4019327452918,49.4019327452918,249.7037037037037,37.166666666666664,0.0,0.0,6.718485301444943,8.619830592924764,,0.0,MetLife Stadium,OUTDOOR,,,,,100.0,,,,,,96.7
00-0038606,Parker Washington,JAX,CAR,WR,WR,ACT,3.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_CAR_JAX,,home,35.655,35.655,29.186,0.0,84.922,34.411,33,85.2,69.2,56.467,56.467,7.0,0.5,0.904,PLAYER_HISTORY,10000,NFL_RECEIVING_YARDS_V1,3.438,2.022,23.06,58.82,8.608,14.633,8.8,57.14,3.438,23.06,23.06,2.022,58.82,8.608,14.633,67.03,58.67,49.1,39.67,31.26,23.76,17.25,12.21,8.0,5.17,36.28846153846154,36.28846153846154,0.0,6.5659777424483305,,8.691043985161633,,36.28846153846154,49.97418894175862,49.97418894175862,216.09615384615384,31.826923076923077,0.0,0.0,6.789728096676737,8.09667673716012,,0.0,Caesars Superdome,INDOOR,,,,,100.0,,,,,,99.1
00-0035659,Terry McLaurin,WAS,DET,WR,WR,ACT,7.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_WAS_DET,,away,35.627,35.627,31.032,0.0,80.36,31.706,44,56.6,58.2,57.0,58.2,5.0,0.5,1.087,PLAYER_HISTORY,10000,NFL_RECEIVING_YARDS_V1,3.7,2.213,24.36,59.8,8.588,14.361,5.0,-28.57,3.7,24.36,24.36,2.213,59.8,8.588,14.361,71.13,61.45,51.04,40.81,30.67,22.29,15.35,10.13,6.33,3.79,35.425925925925924,35.425925925925924,0.0,6.462101411395714,,7.631991636173549,,35.425925925925924,46.53190399038676,46.53190399038676,260.94545454545454,37.09090909090909,0.0,0.0,7.035294117647059,10.392156862745098,,0.0,Northwest Stadium,OUTDOOR,,,,,100.0,,,,,,97.7
00-0034348,Courtland Sutton,DEN,GB,WR,WR,ACT,8.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_GB_DEN,,home,35.553,35.553,30.645,0.0,81.266,32.262,49,61.2,54.8,63.333,59.824,8.8,0.5,0.968,PLAYER_HISTORY,10000,NFL_RECEIVING_YARDS_V1,3.981,2.259,21.1,56.76,7.396,13.032,7.6,0.0,3.981,21.1,21.1,2.259,56.76,7.396,13.032,69.64,60.57,50.78,40.62,31.31,22.89,15.81,10.5,6.62,3.96,35.351851851851855,35.351851851851855,0.0,6.288108957569408,,7.909900471451022,,35.351851851851855,50.31578022250714,50.31578022250714,227.07272727272726,35.41818181818182,0.0,0.0,6.411190965092403,8.316221765913758,,0.0,Mercedes-Benz Stadium,INDOOR,,,,,100.0,,,,,,98.7
