player_id,player_name,team,opponent,position,depth_chart_position,status,years_exp,season,season_type,week,target_slate,game_id,game_date,home_away,projected_receiving_yards,projection_mean,projection_median,projection_floor,projection_ceiling,model_std,historical_games,last_5_avg,last_10_avg,last_15_avg,season_avg,volume_last_5,preseason_usage_multiplier,opponent_adjustment,data_source,simulations,model_version,projected_targets,projected_receptions,target_share,catch_rate,yards_per_target,yards_per_reception,last5_targets,target_trend_pct,targets,target_share_pct,projected_target_share,projected_rec,catch_rate_pct,receiving_yards_per_target,receiving_yards_per_reception,prob_10_plus,prob_20_plus,prob_30_plus,prob_40_plus,prob_50_plus,prob_60_plus,prob_70_plus,prob_80_plus,prob_90_plus,prob_100_plus,team_targets_pg,team_pass_attempts_pg,team_catch_rate,team_yards_per_target,team_yards_per_reception,team_explosive_rec_rate,team_epa_per_target,pace_plays_per_game,opp_rec_def_rating,opp_secondary_rating,opp_rec_yards_allowed_pg,opp_targets_allowed_pg,opp_receptions_allowed_pg,opp_catch_rate_allowed,opp_yards_per_target_allowed,opp_explosive_rec_rate_allowed,opp_epa_per_target_allowed,opp_pressure_rate,stadium_name,stadium_type,temperature_f,wind_mph,precipitation_pct,weather_condition,receiving_weather_rating,spread,game_total,team_implied_points,opp_implied_points,odds_details,receiving_matchup_score
00-0036463,Chris Blair,ATL,IND,WR,WR,ACT,6.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_ATL_IND,,away,18.54,18.54,17.688,0.0,36.036,13.015,2,8.5,8.5,8.5,8.5,1.0,0.5,1.094,PLAYER_PRIOR_BLEND,10000,NFL_RECEIVING_YARDS_V1,2.106,1.053,3.35,50.0,8.5,17.0,1.0,,2.106,3.35,3.35,1.053,50.0,8.5,17.0,70.95,43.77,19.7,5.96,1.35,0.2,0.03,0.01,0.0,0.0,34.11764705882353,34.11764705882353,0.0,6.822413793103448,,8.448275862068966,,34.11764705882353,49.3790088579595,49.3790088579595,252.33333333333334,36.705882352941174,0.0,0.0,6.874465811965812,8.44017094017094,,0.0,Mercedes-Benz Stadium,INDOOR,,,,,100.0,,,,,,99.4
00-0037252,Greg Dulcich,MIA,NYG,TE,TE,ACT,4.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_NYG_MIA,,home,18.497,18.497,15.588,0.0,42.644,17.184,14,44.4,33.5,27.714,37.222,3.6,0.5,0.928,PLAYER_HISTORY,10000,NFL_RECEIVING_YARDS_V1,1.984,1.377,14.41,69.39,7.918,11.412,3.6,12.5,1.984,14.41,14.41,1.377,69.39,7.918,11.412,60.56,41.87,24.68,12.75,5.07,1.85,0.62,0.21,0.02,0.01,34.59615384615385,34.59615384615385,0.0,6.899388549193997,,7.782101167315175,,34.59615384615385,49.990704638607866,49.990704638607866,235.7843137254902,34.470588235294116,0.0,0.0,6.8401592718998865,8.020477815699659,,0.0,Northwest Stadium,OUTDOOR,,,,,100.0,,,,,,99.8
00-0038619,Andrei Iosivas,CIN,CHI,WR,WR,ACT,3.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_CHI_CIN,,home,18.491,18.491,12.093,0.0,48.817,20.817,41,17.8,26.5,29.0,29.0,2.8,0.5,1.003,PLAYER_HISTORY,10000,NFL_RECEIVING_YARDS_V1,1.635,0.93,9.2,56.9,7.5,13.182,2.8,-39.13,1.635,9.2,9.2,0.93,56.9,7.5,13.182,52.82,38.95,26.54,16.84,9.38,4.76,2.32,1.08,0.38,0.12,40.15686274509804,40.15686274509804,0.0,6.59619140625,,6.93359375,,40.15686274509804,47.9467408390679,47.9467408390679,243.79245283018867,35.15094339622642,0.0,0.0,6.935587761674718,9.447128287707999,,0.0,Paycor Stadium,OUTDOOR,,,,,100.0,,,,,,98.5
00-0040260,Ahmani Marshall,CLE,BUF,RB,RB,ACT,1.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_BUF_CLE,,home,18.49,18.49,17.211,0.0,38.603,14.458,0,,,,,,0.68,0.907,TEAM_LEAGUE_PRIOR,10000,NFL_RECEIVING_YARDS_V1,2.388,1.529,8.0,64.0,7.2,11.25,,,2.388,8.0,8.0,1.529,64.0,7.2,11.25,67.13,43.1,22.13,8.35,2.18,0.36,0.13,0.03,0.01,0.0,39.75,39.75,0.0,5.555878084179971,,6.2409288824383164,,39.75,51.44642944241784,51.44642944241784,213.3793103448276,33.724137931034484,0.0,0.0,6.32719836400818,7.566462167689162,,0.0,Soldier Field,OUTDOOR,,,,,100.0,,,,,,97.6
00-0039747,Ainias Smith,CAR,JAX,WR,WR,ACT,2.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_CAR_JAX,,away,18.483,18.483,15.048,0.0,43.836,17.751,3,13.667,13.667,13.667,13.667,3.0,0.68,1.0,PLAYER_PRIOR_BLEND,10000,NFL_RECEIVING_YARDS_V1,3.369,2.621,9.66,77.78,4.556,5.857,3.0,,3.369,9.66,9.66,2.621,77.78,4.556,5.857,59.14,41.09,25.86,13.29,5.95,2.3,0.8,0.16,0.04,0.0,35.23076923076923,35.23076923076923,0.0,5.638646288209607,,6.550218340611353,,35.23076923076923,49.71135308304035,49.71135308304035,255.6346153846154,38.17307692307692,0.0,0.0,6.696725440806046,8.41309823677582,,0.0,Highmark Stadium,OUTDOOR,,,,,100.0,,,,,,97.2
00-0041547,K.C. Concepcion,CLE,BUF,WR,WR,ACT,0.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_BUF_CLE,,home,18.476,18.476,17.125,0.0,38.491,14.488,0,,,,,,0.68,0.907,TEAM_LEAGUE_PRIOR,10000,NFL_RECEIVING_YARDS_V1,2.388,1.529,16.0,64.0,7.2,11.25,,,2.388,16.0,16.0,1.529,64.0,7.2,11.25,66.67,43.23,22.19,8.41,2.25,0.58,0.12,0.03,0.0,0.0,39.75,39.75,0.0,5.555878084179971,,6.2409288824383164,,39.75,51.44642944241784,51.44642944241784,213.3793103448276,33.724137931034484,0.0,0.0,6.32719836400818,7.566462167689162,,0.0,Soldier Field,OUTDOOR,,,,,100.0,,,,,,97.6
00-0032464,Kalif Raymond,CHI,CIN,WR,WR,ACT,10.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_CHI_CIN,,away,18.466,18.466,14.25,0.0,45.394,18.813,37,35.2,25.9,22.0,24.083,2.6,0.5,1.009,PLAYER_HISTORY,10000,NFL_RECEIVING_YARDS_V1,1.472,1.177,7.23,80.0,9.629,12.036,2.6,0.0,1.472,7.23,7.23,1.177,80.0,9.629,12.036,56.48,40.98,25.95,14.72,6.99,3.08,1.09,0.41,0.12,0.04,35.924528301886795,35.924528301886795,0.0,6.133403361344538,,8.403361344537815,,35.924528301886795,47.24966778059115,47.24966778059115,250.2941176470588,34.98039215686274,0.0,0.0,7.155269058295964,9.697309417040358,,0.0,Soldier Field,OUTDOOR,,,,,100.0,,,,,,97.3
00-0040488,Carter Runyon,LV,HOU,TE,TE,ACT,1.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_LV_HOU,,away,18.456,18.456,18.491,12.364,24.476,4.682,1,3.0,3.0,3.0,3.0,1.0,0.68,0.974,PLAYER_PRIOR_BLEND,10000,NFL_RECEIVING_YARDS_V1,6.173,5.556,5.88,90.0,3.0,3.333,1.0,,6.173,5.88,5.88,5.556,90.0,3.0,3.333,96.78,37.28,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.627450980392155,36.627450980392155,0.0,5.983404710920771,,6.5310492505353315,,36.627450980392155,50.31960505799191,50.31960505799191,227.10526315789474,35.43859649122807,0.0,0.0,6.408415841584159,8.316831683168317,,0.0,Allegiant Stadium,INDOOR,,,,,100.0,,,,,,98.1
00-0040617,Luke Floriea,CLE,BUF,WR,WR,ACT,1.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_BUF_CLE,,home,18.451,18.451,17.127,0.0,38.519,14.409,0,,,,,,0.68,0.907,TEAM_LEAGUE_PRIOR,10000,NFL_RECEIVING_YARDS_V1,2.388,1.529,16.0,64.0,7.2,11.25,,,2.388,16.0,16.0,1.529,64.0,7.2,11.25,67.15,43.15,21.85,8.53,2.15,0.46,0.05,0.0,0.0,0.0,39.75,39.75,0.0,5.555878084179971,,6.2409288824383164,,39.75,51.44642944241784,51.44642944241784,213.3793103448276,33.724137931034484,0.0,0.0,6.32719836400818,7.566462167689162,,0.0,Soldier Field,OUTDOOR,,,,,100.0,,,,,,97.6
00-0040131,Kyle Williams,NE,PHI,WR,WR,ACT,1.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_PHI_NE,,home,18.409,18.409,12.931,0.0,47.272,19.915,11,23.4,19.7,19.0,19.0,2.6,0.68,0.85,PLAYER_HISTORY,10000,NFL_RECEIVING_YARDS_V1,1.51,0.671,7.88,44.44,8.259,18.583,2.8,75.0,1.51,7.88,7.88,0.671,44.44,8.259,18.583,54.12,39.88,26.45,15.63,8.27,3.99,1.84,0.7,0.27,0.08,34.27272727272727,34.27272727272727,0.0,6.4190981432360745,,8.010610079575597,,34.27272727272727,51.68342049711748,51.68342049711748,229.5438596491228,37.333333333333336,0.0,0.0,6.148496240601504,7.612781954887218,,0.0,Gillette Stadium,OUTDOOR,,,,,100.0,,,,,,99.4
00-0038621,DeMario Douglas,NE,PHI,WR,WR,ACT,3.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_PHI_NE,,home,18.403,18.403,12.186,0.0,47.844,20.33,45,23.0,34.6,29.8,29.8,2.2,0.5,0.85,PLAYER_HISTORY,10000,NFL_RECEIVING_YARDS_V1,1.059,0.807,10.86,76.19,11.929,15.656,3.0,36.36,1.059,10.86,10.86,0.807,76.19,11.929,15.656,53.08,39.67,26.6,16.7,8.73,4.17,1.85,0.7,0.32,0.12,34.27272727272727,34.27272727272727,0.0,6.4190981432360745,,8.010610079575597,,34.27272727272727,51.68342049711748,51.68342049711748,229.5438596491228,37.333333333333336,0.0,0.0,6.148496240601504,7.612781954887218,,0.0,Gillette Stadium,OUTDOOR,,,,,100.0,,,,,,99.4
00-0041277,Davon Booth,CLE,BUF,RB,RB,ACT,0.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_BUF_CLE,,home,18.344,18.344,17.048,0.0,38.567,14.389,0,,,,,,0.68,0.907,TEAM_LEAGUE_PRIOR,10000,NFL_RECEIVING_YARDS_V1,2.388,1.529,8.0,64.0,7.2,11.25,,,2.388,8.0,8.0,1.529,64.0,7.2,11.25,66.61,42.64,21.58,8.65,2.32,0.38,0.04,0.0,0.0,0.0,39.75,39.75,0.0,5.555878084179971,,6.2409288824383164,,39.75,51.44642944241784,51.44642944241784,213.3793103448276,33.724137931034484,0.0,0.0,6.32719836400818,7.566462167689162,,0.0,Soldier Field,OUTDOOR,,,,,100.0,,,,,,97.6
00-0041491,Aaron Anderson,CLE,BUF,WR,WR,ACT,0.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_BUF_CLE,,home,18.343,18.343,17.112,0.0,37.913,14.208,0,,,,,,0.68,0.907,TEAM_LEAGUE_PRIOR,10000,NFL_RECEIVING_YARDS_V1,2.388,1.529,16.0,64.0,7.2,11.25,,,2.388,16.0,16.0,1.529,64.0,7.2,11.25,67.07,42.57,21.1,7.95,2.15,0.43,0.05,0.0,0.0,0.0,39.75,39.75,0.0,5.555878084179971,,6.2409288824383164,,39.75,51.44642944241784,51.44642944241784,213.3793103448276,33.724137931034484,0.0,0.0,6.32719836400818,7.566462167689162,,0.0,Soldier Field,OUTDOOR,,,,,100.0,,,,,,97.6
00-0040568,Lan Larison,NE,PHI,RB,RB,ACT,1.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_PHI_NE,,home,18.312,18.312,16.957,0.0,38.524,14.689,0,,,,,,0.68,0.85,TEAM_LEAGUE_PRIOR,10000,NFL_RECEIVING_YARDS_V1,2.328,1.49,8.0,64.0,7.2,11.25,,,2.328,8.0,8.0,1.49,64.0,7.2,11.25,65.82,42.86,22.02,8.58,2.58,0.57,0.11,0.0,0.0,0.0,34.27272727272727,34.27272727272727,0.0,6.4190981432360745,,8.010610079575597,,34.27272727272727,51.68342049711748,51.68342049711748,229.5438596491228,37.333333333333336,0.0,0.0,6.148496240601504,7.612781954887218,,0.0,Gillette Stadium,OUTDOOR,,,,,100.0,,,,,,99.4
00-0041319,Cameron Dorner,NE,PHI,WR,WR,ACT,0.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_PHI_NE,,home,18.301,18.301,16.751,0.0,38.896,14.753,0,,,,,,0.68,0.85,TEAM_LEAGUE_PRIOR,10000,NFL_RECEIVING_YARDS_V1,2.328,1.49,16.0,64.0,7.2,11.25,,,2.328,16.0,16.0,1.49,64.0,7.2,11.25,65.63,42.42,21.54,8.8,2.73,0.68,0.05,0.0,0.0,0.0,34.27272727272727,34.27272727272727,0.0,6.4190981432360745,,8.010610079575597,,34.27272727272727,51.68342049711748,51.68342049711748,229.5438596491228,37.333333333333336,0.0,0.0,6.148496240601504,7.612781954887218,,0.0,Gillette Stadium,OUTDOOR,,,,,100.0,,,,,,99.4
00-0040122,Ashton Jeanty,LV,HOU,RB,RB,ACT,1.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_LV_HOU,,away,18.294,18.294,14.478,0.0,44.284,18.171,16,19.0,26.0,22.933,21.625,3.8,0.68,0.974,PLAYER_HISTORY,10000,NFL_RECEIVING_YARDS_V1,2.971,2.218,16.06,74.65,4.845,6.491,3.8,-44.12,2.971,16.06,16.06,2.218,74.65,4.845,6.491,57.49,41.25,25.71,13.59,6.24,2.67,0.86,0.25,0.06,0.01,36.627450980392155,36.627450980392155,0.0,5.983404710920771,,6.5310492505353315,,36.627450980392155,50.31960505799191,50.31960505799191,227.10526315789474,35.43859649122807,0.0,0.0,6.408415841584159,8.316831683168317,,0.0,Allegiant Stadium,INDOOR,,,,,100.0,,,,,,98.1
00-0041323,Myles Montgomery,NE,PHI,RB,RB,ACT,0.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_PHI_NE,,home,18.278,18.278,16.861,0.0,38.596,14.666,0,,,,,,0.68,0.85,TEAM_LEAGUE_PRIOR,10000,NFL_RECEIVING_YARDS_V1,2.328,1.49,8.0,64.0,7.2,11.25,,,2.328,8.0,8.0,1.49,64.0,7.2,11.25,65.57,42.51,22.07,8.53,2.44,0.61,0.1,0.02,0.01,0.0,34.27272727272727,34.27272727272727,0.0,6.4190981432360745,,8.010610079575597,,34.27272727272727,51.68342049711748,51.68342049711748,229.5438596491228,37.333333333333336,0.0,0.0,6.148496240601504,7.612781954887218,,0.0,Gillette Stadium,OUTDOOR,,,,,100.0,,,,,,99.4
00-0035500,Greg Dortch,DET,WAS,WR,WR,ACT,7.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_WAS_DET,,home,18.27,18.27,13.637,0.0,45.875,18.965,36,29.4,20.6,23.667,20.6,4.4,0.5,1.124,PLAYER_HISTORY,10000,NFL_RECEIVING_YARDS_V1,1.703,1.533,9.22,90.0,7.889,8.765,4.4,100.0,1.703,9.22,9.22,1.533,90.0,7.889,8.765,55.58,40.04,25.74,14.68,7.36,3.34,1.31,0.36,0.08,0.0,36.56363636363636,36.56363636363636,0.0,7.545997016409746,,10.59174540029836,,36.56363636363636,47.82956927731748,47.82956927731748,247.83333333333334,34.51851851851852,0.0,0.0,7.179721030042918,9.2274678111588,,0.0,Paycor Stadium,OUTDOOR,,,,,100.0,,,,,,100.3
00-0041322,Jimmy Kibble,NE,PHI,WR,WR,ACT,0.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_PHI_NE,,home,18.242,18.242,16.759,0.0,38.331,14.537,0,,,,,,0.68,0.85,TEAM_LEAGUE_PRIOR,10000,NFL_RECEIVING_YARDS_V1,2.328,1.49,16.0,64.0,7.2,11.25,,,2.328,16.0,16.0,1.49,64.0,7.2,11.25,66.16,42.34,21.53,8.31,2.55,0.5,0.09,0.0,0.0,0.0,34.27272727272727,34.27272727272727,0.0,6.4190981432360745,,8.010610079575597,,34.27272727272727,51.68342049711748,51.68342049711748,229.5438596491228,37.333333333333336,0.0,0.0,6.148496240601504,7.612781954887218,,0.0,Gillette Stadium,OUTDOOR,,,,,100.0,,,,,,99.4
00-0041314,Tanner Arkin,NE,PHI,TE,TE,ACT,0.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_PHI_NE,,home,18.242,18.242,16.762,0.0,38.622,14.624,0,,,,,,0.68,0.85,TEAM_LEAGUE_PRIOR,10000,NFL_RECEIVING_YARDS_V1,2.328,1.49,12.0,64.0,7.2,11.25,,,2.328,12.0,12.0,1.49,64.0,7.2,11.25,66.19,42.4,21.71,8.6,2.42,0.57,0.08,0.01,0.0,0.0,34.27272727272727,34.27272727272727,0.0,6.4190981432360745,,8.010610079575597,,34.27272727272727,51.68342049711748,51.68342049711748,229.5438596491228,37.333333333333336,0.0,0.0,6.148496240601504,7.612781954887218,,0.0,Gillette Stadium,OUTDOOR,,,,,100.0,,,,,,99.4
00-0041317,Nick DeGennaro,NE,PHI,WR,WR,ACT,0.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_PHI_NE,,home,18.217,18.217,16.652,0.0,38.448,14.62,0,,,,,,0.68,0.85,TEAM_LEAGUE_PRIOR,10000,NFL_RECEIVING_YARDS_V1,2.328,1.49,16.0,64.0,7.2,11.25,,,2.328,16.0,16.0,1.49,64.0,7.2,11.25,65.45,42.45,21.95,8.39,2.51,0.51,0.08,0.0,0.0,0.0,34.27272727272727,34.27272727272727,0.0,6.4190981432360745,,8.010610079575597,,34.27272727272727,51.68342049711748,51.68342049711748,229.5438596491228,37.333333333333336,0.0,0.0,6.148496240601504,7.612781954887218,,0.0,Gillette Stadium,OUTDOOR,,,,,100.0,,,,,,99.4
00-0041395,Eli Raridon,NE,PHI,TE,TE,ACT,0.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_PHI_NE,,home,18.2,18.2,16.734,0.0,38.127,14.571,0,,,,,,0.68,0.85,TEAM_LEAGUE_PRIOR,10000,NFL_RECEIVING_YARDS_V1,2.328,1.49,12.0,64.0,7.2,11.25,,,2.328,12.0,12.0,1.49,64.0,7.2,11.25,65.71,42.59,21.56,8.25,2.58,0.64,0.09,0.01,0.0,0.0,34.27272727272727,34.27272727272727,0.0,6.4190981432360745,,8.010610079575597,,34.27272727272727,51.68342049711748,51.68342049711748,229.5438596491228,37.333333333333336,0.0,0.0,6.148496240601504,7.612781954887218,,0.0,Gillette Stadium,OUTDOOR,,,,,100.0,,,,,,99.4
00-0041287,Kole Wilson,CLE,BUF,WR,WR,ACT,0.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_BUF_CLE,,home,18.189,18.189,16.925,0.0,38.015,14.341,0,,,,,,0.68,0.907,TEAM_LEAGUE_PRIOR,10000,NFL_RECEIVING_YARDS_V1,2.388,1.529,16.0,64.0,7.2,11.25,,,2.388,16.0,16.0,1.529,64.0,7.2,11.25,66.46,42.63,21.22,8.2,2.26,0.45,0.06,0.0,0.0,0.0,39.75,39.75,0.0,5.555878084179971,,6.2409288824383164,,39.75,51.44642944241784,51.44642944241784,213.3793103448276,33.724137931034484,0.0,0.0,6.32719836400818,7.566462167689162,,0.0,Soldier Field,OUTDOOR,,,,,100.0,,,,,,97.6
00-0040039,Amar Johnson,LAC,SF,RB,RB,ACT,1.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_SF_LAC,,home,18.185,18.185,18.263,12.333,23.947,4.509,1,0.0,0.0,0.0,0.0,1.0,0.68,0.998,PLAYER_PRIOR_BLEND,10000,NFL_RECEIVING_YARDS_V1,2.527,0.884,4.17,35.0,7.2,20.571,1.0,,2.527,4.17,4.17,0.884,35.0,7.2,20.571,96.69,34.45,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.509433962264154,36.509433962264154,0.0,6.534883720930233,,8.062015503875969,,36.509433962264154,52.256545505987326,52.256545505987326,227.25,36.05357142857143,0.0,0.0,6.303120356612184,6.983655274888559,,0.0,Reliant Stadium,INDOOR,,,,,100.0,,,,,,99.9
00-0040566,CJ Dippre,NE,PHI,TE,TE,ACT,1.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_PHI_NE,,home,18.183,18.183,16.647,0.0,38.257,14.531,0,,,,,,0.68,0.85,TEAM_LEAGUE_PRIOR,10000,NFL_RECEIVING_YARDS_V1,2.328,1.49,12.0,64.0,7.2,11.25,,,2.328,12.0,12.0,1.49,64.0,7.2,11.25,65.74,42.56,22.05,8.1,2.25,0.41,0.05,0.01,0.0,0.0,34.27272727272727,34.27272727272727,0.0,6.4190981432360745,,8.010610079575597,,34.27272727272727,51.68342049711748,51.68342049711748,229.5438596491228,37.333333333333336,0.0,0.0,6.148496240601504,7.612781954887218,,0.0,Gillette Stadium,OUTDOOR,,,,,100.0,,,,,,99.4
00-0040567,Brock Lampe,NE,PHI,RB,RB,ACT,1.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_PHI_NE,,home,18.16,18.16,16.79,0.0,38.479,14.722,0,,,,,,0.68,0.85,TEAM_LEAGUE_PRIOR,10000,NFL_RECEIVING_YARDS_V1,2.328,1.49,8.0,64.0,7.2,11.25,,,2.328,8.0,8.0,1.49,64.0,7.2,11.25,65.17,42.46,21.57,8.69,2.67,0.58,0.07,0.0,0.0,0.0,34.27272727272727,34.27272727272727,0.0,6.4190981432360745,,8.010610079575597,,34.27272727272727,51.68342049711748,51.68342049711748,229.5438596491228,37.333333333333336,0.0,0.0,6.148496240601504,7.612781954887218,,0.0,Gillette Stadium,OUTDOOR,,,,,100.0,,,,,,99.4
00-0034270,Tyler Conklin,DET,WAS,TE,TE,ACT,8.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_WAS_DET,,home,18.103,18.103,10.684,0.0,49.435,21.21,39,10.2,26.6,23.467,16.833,1.6,0.5,1.124,PLAYER_HISTORY,10000,NFL_RECEIVING_YARDS_V1,1.442,1.051,7.99,72.92,7.333,10.057,1.6,-68.0,1.442,7.99,7.99,1.051,72.92,7.333,10.057,50.88,37.47,25.92,16.68,9.71,5.09,2.57,1.09,0.5,0.2,36.56363636363636,36.56363636363636,0.0,7.545997016409746,,10.59174540029836,,36.56363636363636,47.82956927731748,47.82956927731748,247.83333333333334,34.51851851851852,0.0,0.0,7.179721030042918,9.2274678111588,,0.0,Paycor Stadium,OUTDOOR,,,,,100.0,,,,,,100.3
00-0041129,Jam Miller,NE,PHI,RB,RB,ACT,0.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_PHI_NE,,home,18.092,18.092,16.394,0.0,38.693,14.69,0,,,,,,0.68,0.85,TEAM_LEAGUE_PRIOR,10000,NFL_RECEIVING_YARDS_V1,2.328,1.49,8.0,64.0,7.2,11.25,,,2.328,8.0,8.0,1.49,64.0,7.2,11.25,64.83,41.96,21.79,8.51,2.47,0.46,0.07,0.02,0.0,0.0,34.27272727272727,34.27272727272727,0.0,6.4190981432360745,,8.010610079575597,,34.27272727272727,51.68342049711748,51.68342049711748,229.5438596491228,37.333333333333336,0.0,0.0,6.148496240601504,7.612781954887218,,0.0,Gillette Stadium,OUTDOOR,,,,,100.0,,,,,,99.4
00-0036345,K.J. Osborn,TEN,SEA,WR,WR,ACT,6.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_SEA_TEN,,home,18.042,18.042,8.687,0.0,51.273,22.349,21,7.2,17.9,25.533,9.5,2.4,0.5,0.997,PLAYER_HISTORY,10000,NFL_RECEIVING_YARDS_V1,1.288,0.789,10.81,61.29,6.177,10.079,2.4,-53.85,1.288,10.81,10.81,0.789,61.29,6.177,10.079,48.48,36.94,26.29,17.03,10.72,6.14,3.13,1.66,0.77,0.33,34.705882352941174,34.705882352941174,0.0,5.927683615819209,,7.796610169491526,,34.705882352941174,50.81314176801998,50.81314176801998,235.5185185185185,37.370370370370374,0.0,0.0,6.302279484638255,8.077304261645194,,0.0,Levi's Stadium,OUTDOOR,,,,,100.0,,,,,,98.1
00-0036980,Elijah Moore,PHI,NE,WR,WR,ACT,5.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_PHI_NE,,away,18.033,18.033,6.916,0.0,52.986,23.187,41,9.6,14.9,22.333,14.0,2.4,0.5,0.941,PLAYER_HISTORY,10000,NFL_RECEIVING_YARDS_V1,1.359,0.691,9.69,50.88,5.579,10.966,2.2,-8.33,1.359,9.69,9.69,0.691,50.88,5.579,10.966,46.32,35.85,25.94,17.86,11.61,7.09,4.06,2.14,0.92,0.39,31.75438596491228,31.75438596491228,0.0,6.782320441988951,,8.56353591160221,,31.75438596491228,51.84139686053925,51.84139686053925,215.25454545454545,34.61818181818182,0.0,0.0,6.21796218487395,7.40546218487395,,0.0,M&T Bank Stadium,OUTDOOR,,,,,100.0,,,,,,100.2
00-0039244,Chris Collier,LV,HOU,RB,RB,ACT,2.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_LV_HOU,,away,18.002,18.002,18.024,12.189,23.803,4.572,1,-4.0,-4.0,-4.0,-4.0,2.0,0.68,0.974,PLAYER_PRIOR_BLEND,10000,NFL_RECEIVING_YARDS_V1,2.518,1.259,5.88,50.0,7.2,14.4,2.0,,2.518,5.88,5.88,1.259,50.0,7.2,14.4,96.23,33.04,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.627450980392155,36.627450980392155,0.0,5.983404710920771,,6.5310492505353315,,36.627450980392155,50.31960505799191,50.31960505799191,227.10526315789474,35.43859649122807,0.0,0.0,6.408415841584159,8.316831683168317,,0.0,Allegiant Stadium,INDOOR,,,,,100.0,,,,,,98.1
00-0040666,Omarion Hampton,LAC,SF,RB,RB,ACT,1.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_SF_LAC,,home,17.936,17.936,14.512,0.0,42.651,17.245,9,16.4,21.333,21.333,21.333,3.8,0.68,0.998,PLAYER_HISTORY,10000,NFL_RECEIVING_YARDS_V1,2.695,2.426,12.22,90.0,5.486,6.095,3.8,-5.0,2.695,12.22,12.22,2.426,90.0,5.486,6.095,58.8,39.78,23.9,12.53,5.22,1.91,0.57,0.13,0.01,0.0,36.509433962264154,36.509433962264154,0.0,6.534883720930233,,8.062015503875969,,36.509433962264154,52.256545505987326,52.256545505987326,227.25,36.05357142857143,0.0,0.0,6.303120356612184,6.983655274888559,,0.0,Reliant Stadium,INDOOR,,,,,100.0,,,,,,99.9
00-0040570,Jeremiah Webb,NE,PHI,WR,WR,ACT,1.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_PHI_NE,,home,17.923,17.923,16.187,0.0,38.518,14.757,0,,,,,,0.68,0.85,TEAM_LEAGUE_PRIOR,10000,NFL_RECEIVING_YARDS_V1,2.328,1.49,16.0,64.0,7.2,11.25,,,2.328,16.0,16.0,1.49,64.0,7.2,11.25,64.28,41.26,21.58,8.47,2.58,0.53,0.08,0.01,0.0,0.0,34.27272727272727,34.27272727272727,0.0,6.4190981432360745,,8.010610079575597,,34.27272727272727,51.68342049711748,51.68342049711748,229.5438596491228,37.333333333333336,0.0,0.0,6.148496240601504,7.612781954887218,,0.0,Gillette Stadium,OUTDOOR,,,,,100.0,,,,,,99.4
