Date,GamePk,Pitcher,PitcherID,Opponent,Pitcher Team,Venue,Pitcher Hand,Starter Sample,Limited Starter Sample,Season Data Fallback,Games Started,Games Played,Starter Ratio,Season BF,K,ERA,Pitcher K9,Base Model K%,Lineup Model K%,Final Model K%,Skill Workload Anchor K,Projection Sanity Ratio,Lineup Source,Lineup Reliability,Pitch-Type Matchup Score,Shape Matchup Score,Sequence Advantage Score,Avg Zone Contact%,Avg Chase Contact%,Avg 2Strike Foul%,Avg 2Strike Contact%,Expected BF,Expected Pitches,Hook Aggression,Manager Factor,Bullpen Factor,Park Factor,Weather Factor,Workload Context Factor,Proj K,Sim Mean K,Fair Line,Line,LineSource,Edge,Recommendation,Recommendation Tier,MORE Probability,LESS Probability,Best Side %,Best MORE Line,Best MORE Probability,Best MORE Tier,Best MORE Qualified,Over %,Under %,Raw Over %,Raw Under %,MORE 2.5 %,LESS 2.5 %,MORE 3.0 %,LESS 3.0 %,PUSH 3.0 %,MORE 3.5 %,LESS 3.5 %,MORE 4.0 %,LESS 4.0 %,PUSH 4.0 %,MORE 4.5 %,LESS 4.5 %,MORE 5.0 %,LESS 5.0 %,PUSH 5.0 %,MORE 5.5 %,LESS 5.5 %,MORE 6.0 %,LESS 6.0 %,PUSH 6.0 %,MORE 6.5 %,LESS 6.5 %,MORE 7.0 %,LESS 7.0 %,PUSH 7.0 %,MORE 7.5 %,LESS 7.5 %,MORE 8.0 %,LESS 8.0 %,PUSH 8.0 %,MORE 8.5 %,LESS 8.5 %,MORE 9.0 %,LESS 9.0 %,PUSH 9.0 %,MORE 9.5 %,LESS 9.5 %,MORE 10.0 %,LESS 10.0 %,PUSH 10.0 %,MORE 10.5 %,LESS 10.5 %,MORE 11.0 %,LESS 11.0 %,PUSH 11.0 %,Ladder 3+,Ladder 4+,Ladder 5+,Ladder 6+,Ladder 7+,Ladder 8+,Ladder 9+,Ladder 10+,Ladder 11+,Ladder 12+,Ladder 13+,K State Floor%,K State Median%,K State Strong%,K State Dominant%,K State Peak%,P Floor State,P Median State,P Strong State,P Dominant State,P Peak State,K Ceiling Score,Elite K Index,Peak K Index,Historical K Volatility,Historical K Volatility Starts,Historical P90 K%,Recent Peak Skill Score,Recent Peak Whiff%,Recent Peak CSW%,Recent Peak 2Strike Whiff%,Recent Peak PutAway%,K State Expected%,Whiff%,Chase%,CSW%,FirstStrike%,2Strike Whiff%,PutAway Proxy%,Stuff Score,Pitcher K Talent Score,Today K Environment Score,Workload Opportunity Score,K Opportunity Score,Velo Change,Whiff Change,Arsenal Change Score,Umpire,Catcher,Official Combined Factor,Sim SD,Model Confidence,Probability Calibration,Projection Calibration N,Actual K,Projection Error,Absolute Error,Side Result,ModelVersion,Actionable
2026-08-04,824888,Ryan Gusto,687473,Atlanta Braves,Miami Marlins,Truist Park,R,Established Starter Sample,False,False,8,13,0.615,175.0,-,5.31,7.85,17.69,16.16,17.23,3.12,0.93,Projected roster,0.62,-0.597,-0.332,0.0,87.1,62.3,26.3,80.4,17.33,66.4,0.65,1.0,1.0,1.0,1.0,1.0,2.9,2.9,3.5,2.5,Model fallback,0.4,PASS,PASS,53.6,46.4,53.6,2.5,53.6,PASS,False,53.63250000000001,46.3675,53.6,46.4,53.6,46.4,33.5,46.4,20.1,33.5,66.5,18.8,66.5,14.7,18.8,81.2,9.4,81.2,9.4,9.4,90.6,4.2,90.6,5.2,4.2,95.8,1.8,95.8,2.4,1.8,98.2,0.7,98.2,1.1,0.7,99.3,0.3,99.3,0.4,0.3,99.7,0.1,99.7,0.2,0.1,99.9,0.0,99.9,0.1,53.6,33.5,18.8,9.4,4.2,1.8,0.7,0.3,0.1,0.0,0.0,13.1,17.2,21.1,24.6,32.5,18.2,51.0,21.8,8.7,0.3,29.3,-0.567,-0.621,0.0688,8,31.5,-0.393,22.9,25.9,18.8,20.7,18.01,18.4,29.73,25.63,61.49,17.27,11.45,42.6,30.4,21.8,15.5,24.0,0.77,-0.18,-0.024,-,Joe Mack,1.0,1.88,76.5,OFF,0,,,,,V4.8 Full Starter Coverage + GitHub Auto-Publish,0
2026-08-04,824161,Hayden Wesneski,669713,Toronto Blue Jays,Houston Astros,Daikin Park,R,Limited Starter Sample,True,False,1,1,1.0,25.0,-,4.76,6.35,18.43,16.97,17.99,4.15,0.93,Projected roster,0.62,-0.473,-0.435,0.139,87.7,64.4,26.6,80.3,22.16,85.0,0.5,1.0,1.0,1.0,1.0,1.0,3.85,3.85,4.5,3.5,Model fallback,0.35,PASS,PASS,51.5,48.4,51.5,2.5,69.2,ELITE MORE,True,51.55,48.449999999999996,51.6,48.4,69.2,30.8,51.5,30.8,17.6,51.5,48.4,35.1,48.4,16.5,35.1,64.9,21.9,64.9,13.1,21.9,78.1,13.1,78.1,8.9,13.1,86.9,7.1,86.9,5.9,7.1,92.9,3.6,92.9,3.5,3.6,96.4,1.7,96.4,1.9,1.7,98.3,0.8,98.3,0.9,0.8,99.2,0.4,99.2,0.5,69.2,51.6,35.1,21.9,13.1,7.1,3.6,1.7,0.8,0.4,0.1,14.6,18.0,21.1,24.1,27.0,17.9,49.8,22.5,9.2,0.6,52.6,-0.015,0.01,0.045,0,,0.0,25.0,28.5,24.0,20.0,18.71,25.0,29.0,28.5,60.0,24.0,20.0,56.2,40.2,28.1,49.3,37.2,0.0,0.0,0.0,-,Yainer Diaz,1.0,2.3,25.0,OFF,0,,,,,V4.8 Full Starter Coverage + GitHub Auto-Publish,0
2026-08-04,824321,Freddy Peralta,642547,Colorado Rockies,Tampa Bay Rays,Coors Field,R,Established Starter Sample,False,False,22,22,1.0,512.0,-,4.99,8.95,19.87,19.37,19.72,5.01,0.97,Projected roster,0.62,-0.333,-0.124,0.0,87.2,57.6,24.8,76.9,23.86,92.3,0.685,1.0,1.0,1.0,1.0,1.0,4.86,4.86,5.5,4.5,Model fallback,0.36,PASS,PASS,51.0,49.0,51.0,3.5,66.5,ELITE MORE,True,50.96000000000001,49.04,51.0,49.0,80.8,19.2,66.5,19.2,14.4,66.5,33.5,51.0,33.5,15.5,51.0,49.0,36.7,49.0,14.3,36.7,63.3,24.9,63.3,11.8,24.9,75.1,15.8,75.1,9.0,15.8,84.2,9.5,84.2,6.4,9.5,90.5,5.4,90.5,4.1,5.4,94.6,2.9,94.6,2.4,2.9,97.1,1.4,97.1,1.5,80.8,66.5,51.0,36.7,24.9,15.8,9.5,5.4,2.9,1.4,0.7,14.3,19.7,24.8,29.5,34.4,17.4,49.5,22.8,9.5,0.8,42.0,-0.283,-0.263,0.0721,18,28.9,0.256,29.2,27.9,24.8,21.9,20.99,23.23,28.28,23.59,50.74,16.99,10.4,47.0,36.9,33.6,50.1,38.2,0.42,6.01,0.578,-,Nick Fortes,1.0,2.63,87.7,OFF,0,,,,,V4.8 Full Starter Coverage + GitHub Auto-Publish,0
2026-08-04,824161,Trey Yesavage,702056,Houston Astros,Toronto Blue Jays,Daikin Park,R,Established Starter Sample,False,False,17,17,1.0,379.0,-,3.73,8.93,23.81,23.16,23.62,6.06,0.968,Projected roster,0.62,-0.126,-0.454,0.063,88.0,63.9,26.3,80.2,23.28,91.1,0.545,1.0,1.0,1.0,1.0,1.0,5.87,5.87,6.5,5.5,Model fallback,0.37,PASS,PASS,50.9,49.1,50.9,4.5,64.3,STRONG MORE,True,50.9425,49.0575,50.9,49.1,87.9,12.1,77.3,12.1,10.6,77.3,22.7,64.3,22.7,13.0,64.3,35.7,50.9,35.7,13.4,50.9,49.1,38.1,49.1,12.8,38.1,61.9,27.5,61.9,10.7,27.5,72.5,18.4,72.5,9.1,18.4,81.6,11.8,81.6,6.6,11.8,88.2,7.3,88.2,4.5,7.3,92.7,4.4,92.7,3.0,87.9,77.3,64.3,50.9,38.1,27.5,18.4,11.8,7.4,4.4,2.5,16.5,23.6,30.6,37.2,44.2,16.3,46.8,23.7,11.0,2.2,63.1,0.296,0.371,0.095,17,38.5,1.037,32.0,32.7,27.1,34.3,26.05,29.09,29.65,28.7,63.91,25.47,14.8,55.1,50.4,37.2,50.7,45.2,-0.28,4.03,0.254,-,Alejandro Kirk,1.0,2.99,82.1,OFF,0,,,,,V4.8 Full Starter Coverage + GitHub Auto-Publish,0
2026-08-04,824403,Joey Cantillo,676282,New York Mets,Cleveland Guardians,Progressive Field,L,Established Starter Sample,False,False,23,23,1.0,492.0,-,3.88,9.82,29.57,30.8,29.94,7.55,1.012,Projected roster,0.62,0.13,-0.012,0.077,86.0,57.8,25.8,78.2,22.05,88.2,0.72,1.0,1.0,1.0,1.0,1.0,7.64,7.64,7.5,7.5,Model fallback,0.14,PASS,PASS,49.2,50.8,49.2,6.5,61.0,STRONG MORE,True,49.2425,50.7575,49.2,50.8,95.9,4.1,90.7,4.1,5.2,90.7,9.3,82.8,9.3,7.9,82.8,17.2,72.5,17.2,10.3,72.5,27.5,61.0,27.5,11.6,61.0,39.1,49.2,39.1,11.7,49.2,50.8,37.6,50.8,11.7,37.6,62.4,27.5,62.4,10.1,27.5,72.5,19.2,72.5,8.3,19.2,80.8,12.5,80.8,6.7,95.9,90.7,82.8,72.5,61.0,49.2,37.6,27.5,19.2,12.5,7.7,22.8,29.9,37.5,44.9,52.8,14.0,41.6,24.8,13.3,6.3,87.7,0.99,1.095,0.095,18,42.1,2.0,39.2,37.7,46.2,32.3,34.24,34.0,31.03,33.86,57.52,35.21,20.92,58.8,66.9,51.0,41.9,55.5,-0.07,8.56,0.655,-,Patrick Bailey,1.0,3.24,81.1,OFF,0,,,,,V4.8 Full Starter Coverage + GitHub Auto-Publish,0
2026-08-04,823756,Logan Henderson,701656,Pittsburgh Pirates,Milwaukee Brewers,American Family Field,R,Established Starter Sample,False,False,9,9,1.0,169.0,-,2.66,11.05,26.42,26.63,26.48,5.65,0.994,Projected roster,0.62,-0.09,-0.024,0.0,84.1,56.8,25.0,78.2,20.52,80.7,0.52,1.0,1.0,1.0,1.0,1.0,5.61,5.61,5.5,5.5,Model fallback,0.11,PASS,PASS,48.7,51.3,48.7,4.5,63.7,STRONG MORE,True,48.6825,51.3175,48.7,51.3,89.0,11.0,77.8,11.0,11.2,77.8,22.2,63.7,22.2,14.1,63.7,36.3,48.7,36.3,15.1,48.7,51.3,34.2,51.3,14.4,34.2,65.8,22.7,65.8,11.5,22.7,77.3,13.7,77.3,9.1,13.7,86.3,7.9,86.3,5.8,7.9,92.1,4.3,92.1,3.6,4.3,95.7,2.1,95.7,2.1,89.0,77.8,63.7,48.7,34.2,22.7,13.7,7.9,4.3,2.1,0.9,22.5,26.5,30.2,33.8,40.5,16.9,49.2,23.1,9.7,1.1,46.1,-0.059,-0.173,0.06,9,39.5,0.618,28.4,29.6,28.1,31.0,27.53,22.16,30.43,29.19,65.82,18.42,12.28,51.5,48.7,45.1,39.1,45.3,-0.43,-6.11,-0.489,-,Gary Sánchez,1.0,2.62,73.7,OFF,0,,,,,V4.8 Full Starter Coverage + GitHub Auto-Publish,0
2026-08-04,824805,Grayson Rodriguez,680570,Baltimore Orioles,Los Angeles Angels,Oriole Park at Camden Yards,R,Established Starter Sample,False,False,10,10,1.0,208.0,-,7.98,7.36,16.52,16.5,16.52,3.72,0.99,Projected roster,0.62,-0.452,0.088,0.0,84.8,52.8,23.9,76.2,21.37,82.0,0.714,1.0,1.0,1.0,1.0,1.0,3.68,3.68,3.5,3.5,Model fallback,0.18,PASS,PASS,48.0,52.0,48.0,2.5,66.1,ELITE MORE,True,48.010000000000005,51.99,48.0,52.0,66.1,33.9,48.0,33.9,18.1,48.0,52.0,32.1,52.0,15.9,32.1,67.9,20.0,67.9,12.1,20.0,80.0,11.5,80.0,8.5,11.5,88.5,6.1,88.5,5.4,6.1,93.9,3.1,93.9,3.0,3.1,96.9,1.5,96.9,1.6,1.5,98.5,0.7,98.5,0.8,0.7,99.3,0.3,99.3,0.4,66.1,48.0,32.1,20.0,11.5,6.1,3.1,1.5,0.7,0.3,0.1,12.4,16.5,20.4,24.0,27.6,17.6,50.4,22.4,9.1,0.5,31.4,-0.497,-0.575,0.0629,10,26.4,-0.554,18.4,28.3,16.0,21.8,17.39,18.62,28.0,21.68,55.28,15.31,9.43,44.6,26.9,31.3,39.4,31.2,-0.67,1.75,0.089,-,Tyler Heineman,1.0,2.26,77.1,OFF,0,,,,,V4.8 Full Starter Coverage + GitHub Auto-Publish,0
2026-08-04,823756,Jared Jones,683003,Milwaukee Brewers,Pittsburgh Pirates,American Family Field,R,Established Starter Sample,False,False,11,11,1.0,208.0,-,3.81,10.04,25.1,25.54,25.23,5.56,1.004,Projected roster,0.62,0.176,-0.069,0.0,85.6,57.5,22.6,78.3,20.23,79.6,0.584,1.0,1.0,1.0,1.0,1.0,5.58,5.58,5.5,5.5,Model fallback,0.08,PASS,PASS,47.7,52.3,47.7,4.5,62.8,STRONG MORE,True,47.695,52.305,47.7,52.3,88.6,11.4,77.0,11.4,11.6,77.0,23.0,62.8,23.0,14.3,62.8,37.2,47.7,37.2,15.1,47.7,52.3,33.9,52.3,13.8,33.9,66.1,22.4,66.1,11.5,22.4,77.6,13.8,77.6,8.6,13.8,86.2,8.1,86.2,5.7,8.1,91.9,4.4,91.9,3.7,4.4,95.6,2.3,95.6,2.1,88.6,77.0,62.8,47.7,33.9,22.4,13.8,8.1,4.4,2.3,1.1,20.1,25.2,30.2,35.2,45.4,15.4,45.7,24.0,11.3,3.5,63.5,0.306,0.453,0.0795,11,44.4,1.4,30.6,30.3,40.0,43.1,27.48,27.41,27.56,28.34,53.72,29.37,17.62,57.9,51.4,43.4,36.0,45.1,-0.28,-1.36,-0.375,-,Rafael Flores Jr.,1.0,2.65,77.6,OFF,0,,,,,V4.8 Full Starter Coverage + GitHub Auto-Publish,0
2026-08-04,823432,Jesús Luzardo,666200,Washington Nationals,Philadelphia Phillies,Citizens Bank Park,L,Established Starter Sample,False,False,22,22,1.0,537.0,-,3.57,10.98,30.09,30.33,30.16,8.62,0.987,Projected roster,0.62,-0.266,-0.215,0.0,88.4,57.4,22.5,76.4,25.62,102.3,0.485,1.0,1.0,1.0,1.0,1.0,8.5,8.5,8.5,8.5,Model fallback,0.0,PASS,PASS,47.6,52.4,47.6,7.5,58.9,MORE,True,47.61,52.39,47.6,52.4,97.3,2.7,93.6,2.7,3.7,93.6,6.4,87.9,6.4,5.7,87.9,12.1,79.8,12.1,8.0,79.8,20.2,70.0,20.2,9.9,70.0,30.0,58.9,30.0,11.1,58.9,41.1,47.6,41.1,11.3,47.6,52.4,37.0,52.4,10.6,37.0,63.0,27.4,63.0,9.7,27.4,72.6,19.3,72.6,8.0,97.3,93.6,87.9,79.8,70.0,58.9,47.6,37.0,27.4,19.3,12.9,23.0,30.2,37.4,44.5,52.1,14.8,43.2,25.2,12.9,3.8,76.8,0.635,0.662,0.095,18,40.1,1.733,32.6,35.5,42.6,36.9,33.63,29.02,31.59,31.8,62.99,31.4,18.0,58.1,61.9,50.3,61.0,57.1,-0.72,-2.61,-0.392,-,Garrett Stubbs,1.0,3.47,84.6,OFF,0,,,,,V4.8 Full Starter Coverage + GitHub Auto-Publish,0
2026-08-04,824484,J.T. Ginn,669372,Cincinnati Reds,Athletics,Great American Ball Park,R,Established Starter Sample,False,False,19,22,0.864,457.0,-,3.46,8.23,21.53,22.64,21.86,5.49,1.015,Projected roster,0.62,-0.257,0.318,0.016,85.5,52.5,23.8,74.1,22.95,89.6,0.51,1.0,1.0,1.0,1.0,1.0,5.58,5.58,5.5,5.5,Model fallback,0.08,PASS,PASS,47.5,52.5,47.5,4.5,61.4,STRONG MORE,True,47.5,52.5,47.5,52.5,86.3,13.7,75.0,13.7,11.3,75.0,25.0,61.4,25.0,13.5,61.4,38.6,47.5,38.6,13.9,47.5,52.5,34.4,52.5,13.1,34.4,65.6,23.5,65.6,10.9,23.5,76.5,15.3,76.5,8.2,15.3,84.7,9.4,84.7,5.9,9.4,90.6,5.5,90.6,3.9,5.5,94.5,3.1,94.5,2.4,86.3,75.0,61.4,47.5,34.4,23.5,15.3,9.4,5.5,3.1,1.6,15.9,21.9,27.5,33.1,39.0,15.9,46.5,24.1,10.9,2.6,57.9,0.072,0.21,0.0801,18,32.0,0.972,34.9,30.0,29.9,27.8,23.94,27.37,31.74,26.8,56.02,24.24,11.76,50.0,43.6,43.5,51.2,45.1,-0.88,3.68,0.192,-,Brian Serven,1.0,2.85,83.9,OFF,0,,,,,V4.8 Full Starter Coverage + GitHub Auto-Publish,0
