player_id,player_name,team,opponent,position,season,season_type,week,ladder_line,probability,probability_grade,projected_pat_made,model_version
00-0025565,Nick Folk,ATL,CAR,K,2026,REG,2,1,81.4,ELITE,1.684,NFL_PAT_MADE_V1
00-0025565,Nick Folk,ATL,CAR,K,2026,REG,2,2,50.25,ELITE,1.684,NFL_PAT_MADE_V1
00-0025565,Nick Folk,ATL,CAR,K,2026,REG,2,3,23.83,ELITE,1.684,NFL_PAT_MADE_V1
00-0025565,Nick Folk,ATL,CAR,K,2026,REG,2,4,9.09,ELITE,1.684,NFL_PAT_MADE_V1
00-0025565,Nick Folk,ATL,CAR,K,2026,REG,2,5,2.83,ELITE,1.684,NFL_PAT_MADE_V1
00-0025565,Nick Folk,ATL,CAR,K,2026,REG,2,6,0.76,HIGH,1.684,NFL_PAT_MADE_V1
00-0031136,Chris Boswell,PIT,NE,K,2026,REG,2,1,89.24,ELITE,2.23,NFL_PAT_MADE_V1
00-0031136,Chris Boswell,PIT,NE,K,2026,REG,2,2,65.35,ELITE,2.23,NFL_PAT_MADE_V1
00-0031136,Chris Boswell,PIT,NE,K,2026,REG,2,3,38.76,ELITE,2.23,NFL_PAT_MADE_V1
00-0031136,Chris Boswell,PIT,NE,K,2026,REG,2,4,18.65,ELITE,2.23,NFL_PAT_MADE_V1
00-0031136,Chris Boswell,PIT,NE,K,2026,REG,2,5,7.54,ELITE,2.23,NFL_PAT_MADE_V1
00-0031136,Chris Boswell,PIT,NE,K,2026,REG,2,6,2.53,ELITE,2.23,NFL_PAT_MADE_V1
00-0031203,Cairo Santos,CHI,MIN,K,2026,REG,2,1,98.03,ELITE,3.912,NFL_PAT_MADE_V1
00-0031203,Cairo Santos,CHI,MIN,K,2026,REG,2,2,90.44,ELITE,3.912,NFL_PAT_MADE_V1
00-0031203,Cairo Santos,CHI,MIN,K,2026,REG,2,3,75.48,ELITE,3.912,NFL_PAT_MADE_V1
00-0031203,Cairo Santos,CHI,MIN,K,2026,REG,2,4,55.63,ELITE,3.912,NFL_PAT_MADE_V1
00-0031203,Cairo Santos,CHI,MIN,K,2026,REG,2,5,36.03,ELITE,3.912,NFL_PAT_MADE_V1
00-0031203,Cairo Santos,CHI,MIN,K,2026,REG,2,6,20.55,ELITE,3.912,NFL_PAT_MADE_V1
00-0031492,Jason Myers,SEA,ARI,K,2026,REG,2,1,94.95,ELITE,2.959,NFL_PAT_MADE_V1
00-0031492,Jason Myers,SEA,ARI,K,2026,REG,2,2,79.55,ELITE,2.959,NFL_PAT_MADE_V1
00-0031492,Jason Myers,SEA,ARI,K,2026,REG,2,3,56.87,ELITE,2.959,NFL_PAT_MADE_V1
00-0031492,Jason Myers,SEA,ARI,K,2026,REG,2,4,34.46,ELITE,2.959,NFL_PAT_MADE_V1
00-0031492,Jason Myers,SEA,ARI,K,2026,REG,2,5,17.82,ELITE,2.959,NFL_PAT_MADE_V1
00-0031492,Jason Myers,SEA,ARI,K,2026,REG,2,6,7.96,ELITE,2.959,NFL_PAT_MADE_V1
00-0032569,Wil Lutz,DEN,JAX,K,2026,REG,2,1,89.39,ELITE,2.248,NFL_PAT_MADE_V1
00-0032569,Wil Lutz,DEN,JAX,K,2026,REG,2,2,65.64,ELITE,2.248,NFL_PAT_MADE_V1
00-0032569,Wil Lutz,DEN,JAX,K,2026,REG,2,3,39.1,ELITE,2.248,NFL_PAT_MADE_V1
00-0032569,Wil Lutz,DEN,JAX,K,2026,REG,2,4,19.02,ELITE,2.248,NFL_PAT_MADE_V1
00-0032569,Wil Lutz,DEN,JAX,K,2026,REG,2,5,7.83,ELITE,2.248,NFL_PAT_MADE_V1
00-0032569,Wil Lutz,DEN,JAX,K,2026,REG,2,6,2.76,ELITE,2.248,NFL_PAT_MADE_V1
00-0032726,Ka'imi Fairbairn,HOU,CIN,K,2026,REG,2,1,92.34,ELITE,2.575,NFL_PAT_MADE_V1
00-0032726,Ka'imi Fairbairn,HOU,CIN,K,2026,REG,2,2,72.77,ELITE,2.575,NFL_PAT_MADE_V1
00-0032726,Ka'imi Fairbairn,HOU,CIN,K,2026,REG,2,3,47.49,ELITE,2.575,NFL_PAT_MADE_V1
00-0032726,Ka'imi Fairbairn,HOU,CIN,K,2026,REG,2,4,25.89,ELITE,2.575,NFL_PAT_MADE_V1
00-0032726,Ka'imi Fairbairn,HOU,CIN,K,2026,REG,2,5,12.06,ELITE,2.575,NFL_PAT_MADE_V1
00-0032726,Ka'imi Fairbairn,HOU,CIN,K,2026,REG,2,6,4.81,ELITE,2.575,NFL_PAT_MADE_V1
00-0033303,Harrison Butker,KC,IND,K,2026,REG,2,1,94.07,ELITE,2.823,NFL_PAT_MADE_V1
00-0033303,Harrison Butker,KC,IND,K,2026,REG,2,2,77.37,ELITE,2.823,NFL_PAT_MADE_V1
00-0033303,Harrison Butker,KC,IND,K,2026,REG,2,3,53.78,ELITE,2.823,NFL_PAT_MADE_V1
00-0033303,Harrison Butker,KC,IND,K,2026,REG,2,4,31.5,ELITE,2.823,NFL_PAT_MADE_V1
00-0033303,Harrison Butker,KC,IND,K,2026,REG,2,5,15.72,ELITE,2.823,NFL_PAT_MADE_V1
00-0033303,Harrison Butker,KC,IND,K,2026,REG,2,6,6.79,ELITE,2.823,NFL_PAT_MADE_V1
00-0033787,Jake Elliott,PHI,TEN,K,2026,REG,2,1,90.55,ELITE,2.372,NFL_PAT_MADE_V1
