rank,model_season,season_type,target_week,target_slate,player_id,player_name,team,opponent,home_away,game_date,roster_status,years_exp,jersey_number,projection_source,prior_context,team_prior_attempts,team_prior_ypa,team_prior_yards,games_sample,normal_projected_attempts,projected_attempts,depth_role,expected_quarters,expected_drives,projected_dropbacks,scramble_rate_pct,projected_designed_rushes,opp_pass_yards_allowed_pg,opp_epa_per_dropback,opp_pressure_rate_pct,opp_explosive_pass_rate_pct,player_context_source,opponent_context_source,preseason_usage_source,preseason_usage_bucket,projected_ypa,projected_passing_yards,model_std,last_5_avg,last_10_avg,last_15_avg,season_games,season_passing_yards,season_weeks,season_history_source,sim_p10,sim_p25,sim_median,sim_p75,sim_p90,pass_depth_prob_5_plus,pass_depth_prob_10_plus,pass_depth_prob_15_plus,pass_depth_prob_20_plus,pass_depth_prob_25_plus,pass_depth_prob_30_plus,pass_depth_source,pass_depth_attempt_sample,ladder_yards,probability_pct,grade,season_hits,season_hit_rate
1,2026,REG,2,Regular Season Week 2,00-0040743,Tyler Shough,NO,,,,ACT,1,6.0,NFL_HISTORY,TEAM_BLEND,30.0,6.81,203.9,11,40.5,40.5,QB1,4.0,,40.5,,0.0,245.0,-0.04,16.5,8.3,NFLVERSE_3YR_PBP_PLUS_WEEKLY,NFLVERSE_3YR_PBP,FULL_GAME_WORKLOAD,regular,7.69,310.1,83.0,316.4,266.6,254.0,1,410,1,NFLVERSE_WEEKLY,215.3,263.8,309.6,356.1,404.6,97.7,84.2,82.0,39.0,36.5,21.3,QB_3_SEASON_GAME_BOOTSTRAP,359,200,92.7,ELITE,1,100.0
1,2026,REG,2,Regular Season Week 2,00-0040743,Tyler Shough,NO,,,,ACT,1,6.0,NFL_HISTORY,TEAM_BLEND,30.0,6.81,203.9,11,40.5,40.5,QB1,4.0,,40.5,,0.0,245.0,-0.04,16.5,8.3,NFLVERSE_3YR_PBP_PLUS_WEEKLY,NFLVERSE_3YR_PBP,FULL_GAME_WORKLOAD,regular,7.69,310.1,83.0,316.4,266.6,254.0,1,410,1,NFLVERSE_WEEKLY,215.3,263.8,309.6,356.1,404.6,97.7,84.2,82.0,39.0,36.5,21.3,QB_3_SEASON_GAME_BOOTSTRAP,359,210,91.0,ELITE,1,100.0
1,2026,REG,2,Regular Season Week 2,00-0040743,Tyler Shough,NO,,,,ACT,1,6.0,NFL_HISTORY,TEAM_BLEND,30.0,6.81,203.9,11,40.5,40.5,QB1,4.0,,40.5,,0.0,245.0,-0.04,16.5,8.3,NFLVERSE_3YR_PBP_PLUS_WEEKLY,NFLVERSE_3YR_PBP,FULL_GAME_WORKLOAD,regular,7.69,310.1,83.0,316.4,266.6,254.0,1,410,1,NFLVERSE_WEEKLY,215.3,263.8,309.6,356.1,404.6,97.7,84.2,82.0,39.0,36.5,21.3,QB_3_SEASON_GAME_BOOTSTRAP,359,220,89.0,VERY HIGH,1,100.0
1,2026,REG,2,Regular Season Week 2,00-0040743,Tyler Shough,NO,,,,ACT,1,6.0,NFL_HISTORY,TEAM_BLEND,30.0,6.81,203.9,11,40.5,40.5,QB1,4.0,,40.5,,0.0,245.0,-0.04,16.5,8.3,NFLVERSE_3YR_PBP_PLUS_WEEKLY,NFLVERSE_3YR_PBP,FULL_GAME_WORKLOAD,regular,7.69,310.1,83.0,316.4,266.6,254.0,1,410,1,NFLVERSE_WEEKLY,215.3,263.8,309.6,356.1,404.6,97.7,84.2,82.0,39.0,36.5,21.3,QB_3_SEASON_GAME_BOOTSTRAP,359,230,86.8,VERY HIGH,1,100.0
1,2026,REG,2,Regular Season Week 2,00-0040743,Tyler Shough,NO,,,,ACT,1,6.0,NFL_HISTORY,TEAM_BLEND,30.0,6.81,203.9,11,40.5,40.5,QB1,4.0,,40.5,,0.0,245.0,-0.04,16.5,8.3,NFLVERSE_3YR_PBP_PLUS_WEEKLY,NFLVERSE_3YR_PBP,FULL_GAME_WORKLOAD,regular,7.69,310.1,83.0,316.4,266.6,254.0,1,410,1,NFLVERSE_WEEKLY,215.3,263.8,309.6,356.1,404.6,97.7,84.2,82.0,39.0,36.5,21.3,QB_3_SEASON_GAME_BOOTSTRAP,359,240,84.0,VERY HIGH,1,100.0
1,2026,REG,2,Regular Season Week 2,00-0040743,Tyler Shough,NO,,,,ACT,1,6.0,NFL_HISTORY,TEAM_BLEND,30.0,6.81,203.9,11,40.5,40.5,QB1,4.0,,40.5,,0.0,245.0,-0.04,16.5,8.3,NFLVERSE_3YR_PBP_PLUS_WEEKLY,NFLVERSE_3YR_PBP,FULL_GAME_WORKLOAD,regular,7.69,310.1,83.0,316.4,266.6,254.0,1,410,1,NFLVERSE_WEEKLY,215.3,263.8,309.6,356.1,404.6,97.7,84.2,82.0,39.0,36.5,21.3,QB_3_SEASON_GAME_BOOTSTRAP,359,250,80.7,VERY HIGH,1,100.0
1,2026,REG,2,Regular Season Week 2,00-0040743,Tyler Shough,NO,,,,ACT,1,6.0,NFL_HISTORY,TEAM_BLEND,30.0,6.81,203.9,11,40.5,40.5,QB1,4.0,,40.5,,0.0,245.0,-0.04,16.5,8.3,NFLVERSE_3YR_PBP_PLUS_WEEKLY,NFLVERSE_3YR_PBP,FULL_GAME_WORKLOAD,regular,7.69,310.1,83.0,316.4,266.6,254.0,1,410,1,NFLVERSE_WEEKLY,215.3,263.8,309.6,356.1,404.6,97.7,84.2,82.0,39.0,36.5,21.3,QB_3_SEASON_GAME_BOOTSTRAP,359,260,76.7,HIGH,1,100.0
1,2026,REG,2,Regular Season Week 2,00-0040743,Tyler Shough,NO,,,,ACT,1,6.0,NFL_HISTORY,TEAM_BLEND,30.0,6.81,203.9,11,40.5,40.5,QB1,4.0,,40.5,,0.0,245.0,-0.04,16.5,8.3,NFLVERSE_3YR_PBP_PLUS_WEEKLY,NFLVERSE_3YR_PBP,FULL_GAME_WORKLOAD,regular,7.69,310.1,83.0,316.4,266.6,254.0,1,410,1,NFLVERSE_WEEKLY,215.3,263.8,309.6,356.1,404.6,97.7,84.2,82.0,39.0,36.5,21.3,QB_3_SEASON_GAME_BOOTSTRAP,359,270,72.3,HIGH,1,100.0
1,2026,REG,2,Regular Season Week 2,00-0040743,Tyler Shough,NO,,,,ACT,1,6.0,NFL_HISTORY,TEAM_BLEND,30.0,6.81,203.9,11,40.5,40.5,QB1,4.0,,40.5,,0.0,245.0,-0.04,16.5,8.3,NFLVERSE_3YR_PBP_PLUS_WEEKLY,NFLVERSE_3YR_PBP,FULL_GAME_WORKLOAD,regular,7.69,310.1,83.0,316.4,266.6,254.0,1,410,1,NFLVERSE_WEEKLY,215.3,263.8,309.6,356.1,404.6,97.7,84.2,82.0,39.0,36.5,21.3,QB_3_SEASON_GAME_BOOTSTRAP,359,280,67.3,SOLID,1,100.0
1,2026,REG,2,Regular Season Week 2,00-0040743,Tyler Shough,NO,,,,ACT,1,6.0,NFL_HISTORY,TEAM_BLEND,30.0,6.81,203.9,11,40.5,40.5,QB1,4.0,,40.5,,0.0,245.0,-0.04,16.5,8.3,NFLVERSE_3YR_PBP_PLUS_WEEKLY,NFLVERSE_3YR_PBP,FULL_GAME_WORKLOAD,regular,7.69,310.1,83.0,316.4,266.6,254.0,1,410,1,NFLVERSE_WEEKLY,215.3,263.8,309.6,356.1,404.6,97.7,84.2,82.0,39.0,36.5,21.3,QB_3_SEASON_GAME_BOOTSTRAP,359,290,61.7,SOLID,1,100.0
1,2026,REG,2,Regular Season Week 2,00-0040743,Tyler Shough,NO,,,,ACT,1,6.0,NFL_HISTORY,TEAM_BLEND,30.0,6.81,203.9,11,40.5,40.5,QB1,4.0,,40.5,,0.0,245.0,-0.04,16.5,8.3,NFLVERSE_3YR_PBP_PLUS_WEEKLY,NFLVERSE_3YR_PBP,FULL_GAME_WORKLOAD,regular,7.69,310.1,83.0,316.4,266.6,254.0,1,410,1,NFLVERSE_WEEKLY,215.3,263.8,309.6,356.1,404.6,97.7,84.2,82.0,39.0,36.5,21.3,QB_3_SEASON_GAME_BOOTSTRAP,359,300,55.8,LEAN,1,100.0
1,2026,REG,2,Regular Season Week 2,00-0040743,Tyler Shough,NO,,,,ACT,1,6.0,NFL_HISTORY,TEAM_BLEND,30.0,6.81,203.9,11,40.5,40.5,QB1,4.0,,40.5,,0.0,245.0,-0.04,16.5,8.3,NFLVERSE_3YR_PBP_PLUS_WEEKLY,NFLVERSE_3YR_PBP,FULL_GAME_WORKLOAD,regular,7.69,310.1,83.0,316.4,266.6,254.0,1,410,1,NFLVERSE_WEEKLY,215.3,263.8,309.6,356.1,404.6,97.7,84.2,82.0,39.0,36.5,21.3,QB_3_SEASON_GAME_BOOTSTRAP,359,310,49.8,COIN FLIP,1,100.0
1,2026,REG,2,Regular Season Week 2,00-0040743,Tyler Shough,NO,,,,ACT,1,6.0,NFL_HISTORY,TEAM_BLEND,30.0,6.81,203.9,11,40.5,40.5,QB1,4.0,,40.5,,0.0,245.0,-0.04,16.5,8.3,NFLVERSE_3YR_PBP_PLUS_WEEKLY,NFLVERSE_3YR_PBP,FULL_GAME_WORKLOAD,regular,7.69,310.1,83.0,316.4,266.6,254.0,1,410,1,NFLVERSE_WEEKLY,215.3,263.8,309.6,356.1,404.6,97.7,84.2,82.0,39.0,36.5,21.3,QB_3_SEASON_GAME_BOOTSTRAP,359,320,44.1,COIN FLIP,1,100.0
1,2026,REG,2,Regular Season Week 2,00-0040743,Tyler Shough,NO,,,,ACT,1,6.0,NFL_HISTORY,TEAM_BLEND,30.0,6.81,203.9,11,40.5,40.5,QB1,4.0,,40.5,,0.0,245.0,-0.04,16.5,8.3,NFLVERSE_3YR_PBP_PLUS_WEEKLY,NFLVERSE_3YR_PBP,FULL_GAME_WORKLOAD,regular,7.69,310.1,83.0,316.4,266.6,254.0,1,410,1,NFLVERSE_WEEKLY,215.3,263.8,309.6,356.1,404.6,97.7,84.2,82.0,39.0,36.5,21.3,QB_3_SEASON_GAME_BOOTSTRAP,359,330,38.4,LOW,1,100.0
1,2026,REG,2,Regular Season Week 2,00-0040743,Tyler Shough,NO,,,,ACT,1,6.0,NFL_HISTORY,TEAM_BLEND,30.0,6.81,203.9,11,40.5,40.5,QB1,4.0,,40.5,,0.0,245.0,-0.04,16.5,8.3,NFLVERSE_3YR_PBP_PLUS_WEEKLY,NFLVERSE_3YR_PBP,FULL_GAME_WORKLOAD,regular,7.69,310.1,83.0,316.4,266.6,254.0,1,410,1,NFLVERSE_WEEKLY,215.3,263.8,309.6,356.1,404.6,97.7,84.2,82.0,39.0,36.5,21.3,QB_3_SEASON_GAME_BOOTSTRAP,359,340,32.9,LOW,1,100.0
1,2026,REG,2,Regular Season Week 2,00-0040743,Tyler Shough,NO,,,,ACT,1,6.0,NFL_HISTORY,TEAM_BLEND,30.0,6.81,203.9,11,40.5,40.5,QB1,4.0,,40.5,,0.0,245.0,-0.04,16.5,8.3,NFLVERSE_3YR_PBP_PLUS_WEEKLY,NFLVERSE_3YR_PBP,FULL_GAME_WORKLOAD,regular,7.69,310.1,83.0,316.4,266.6,254.0,1,410,1,NFLVERSE_WEEKLY,215.3,263.8,309.6,356.1,404.6,97.7,84.2,82.0,39.0,36.5,21.3,QB_3_SEASON_GAME_BOOTSTRAP,359,350,27.8,LOW,1,100.0
1,2026,REG,2,Regular Season Week 2,00-0040743,Tyler Shough,NO,,,,ACT,1,6.0,NFL_HISTORY,TEAM_BLEND,30.0,6.81,203.9,11,40.5,40.5,QB1,4.0,,40.5,,0.0,245.0,-0.04,16.5,8.3,NFLVERSE_3YR_PBP_PLUS_WEEKLY,NFLVERSE_3YR_PBP,FULL_GAME_WORKLOAD,regular,7.69,310.1,83.0,316.4,266.6,254.0,1,410,1,NFLVERSE_WEEKLY,215.3,263.8,309.6,356.1,404.6,97.7,84.2,82.0,39.0,36.5,21.3,QB_3_SEASON_GAME_BOOTSTRAP,359,360,23.4,VERY LOW,1,100.0
1,2026,REG,2,Regular Season Week 2,00-0040743,Tyler Shough,NO,,,,ACT,1,6.0,NFL_HISTORY,TEAM_BLEND,30.0,6.81,203.9,11,40.5,40.5,QB1,4.0,,40.5,,0.0,245.0,-0.04,16.5,8.3,NFLVERSE_3YR_PBP_PLUS_WEEKLY,NFLVERSE_3YR_PBP,FULL_GAME_WORKLOAD,regular,7.69,310.1,83.0,316.4,266.6,254.0,1,410,1,NFLVERSE_WEEKLY,215.3,263.8,309.6,356.1,404.6,97.7,84.2,82.0,39.0,36.5,21.3,QB_3_SEASON_GAME_BOOTSTRAP,359,370,19.5,VERY LOW,1,100.0
1,2026,REG,2,Regular Season Week 2,00-0040743,Tyler Shough,NO,,,,ACT,1,6.0,NFL_HISTORY,TEAM_BLEND,30.0,6.81,203.9,11,40.5,40.5,QB1,4.0,,40.5,,0.0,245.0,-0.04,16.5,8.3,NFLVERSE_3YR_PBP_PLUS_WEEKLY,NFLVERSE_3YR_PBP,FULL_GAME_WORKLOAD,regular,7.69,310.1,83.0,316.4,266.6,254.0,1,410,1,NFLVERSE_WEEKLY,215.3,263.8,309.6,356.1,404.6,97.7,84.2,82.0,39.0,36.5,21.3,QB_3_SEASON_GAME_BOOTSTRAP,359,380,16.0,VERY LOW,1,100.0
1,2026,REG,2,Regular Season Week 2,00-0040743,Tyler Shough,NO,,,,ACT,1,6.0,NFL_HISTORY,TEAM_BLEND,30.0,6.81,203.9,11,40.5,40.5,QB1,4.0,,40.5,,0.0,245.0,-0.04,16.5,8.3,NFLVERSE_3YR_PBP_PLUS_WEEKLY,NFLVERSE_3YR_PBP,FULL_GAME_WORKLOAD,regular,7.69,310.1,83.0,316.4,266.6,254.0,1,410,1,NFLVERSE_WEEKLY,215.3,263.8,309.6,356.1,404.6,97.7,84.2,82.0,39.0,36.5,21.3,QB_3_SEASON_GAME_BOOTSTRAP,359,390,13.3,VERY LOW,1,100.0
1,2026,REG,2,Regular Season Week 2,00-0040743,Tyler Shough,NO,,,,ACT,1,6.0,NFL_HISTORY,TEAM_BLEND,30.0,6.81,203.9,11,40.5,40.5,QB1,4.0,,40.5,,0.0,245.0,-0.04,16.5,8.3,NFLVERSE_3YR_PBP_PLUS_WEEKLY,NFLVERSE_3YR_PBP,FULL_GAME_WORKLOAD,regular,7.69,310.1,83.0,316.4,266.6,254.0,1,410,1,NFLVERSE_WEEKLY,215.3,263.8,309.6,356.1,404.6,97.7,84.2,82.0,39.0,36.5,21.3,QB_3_SEASON_GAME_BOOTSTRAP,359,400,11.0,VERY LOW,1,100.0
2,2026,REG,2,Regular Season Week 2,00-0033106,Jared Goff,DET,,,,ACT,10,16.0,NFL_HISTORY,TEAM_BLEND,30.7,7.23,222.3,52,38.7,38.7,QB1,4.0,,38.7,,0.0,213.4,-0.039,16.9,7.6,NFLVERSE_3YR_PBP_PLUS_WEEKLY,NFLVERSE_3YR_PBP,FULL_GAME_WORKLOAD,regular,6.71,261.5,80.9,287.2,285.5,267.3,1,206,1,NFLVERSE_WEEKLY,170.1,215.7,261.3,306.2,352.5,99.5,93.1,90.8,85.0,74.2,55.4,QB_3_SEASON_GAME_BOOTSTRAP,1987,100,97.4,ELITE,1,100.0
2,2026,REG,2,Regular Season Week 2,00-0033106,Jared Goff,DET,,,,ACT,10,16.0,NFL_HISTORY,TEAM_BLEND,30.7,7.23,222.3,52,38.7,38.7,QB1,4.0,,38.7,,0.0,213.4,-0.039,16.9,7.6,NFLVERSE_3YR_PBP_PLUS_WEEKLY,NFLVERSE_3YR_PBP,FULL_GAME_WORKLOAD,regular,6.71,261.5,80.9,287.2,285.5,267.3,1,206,1,NFLVERSE_WEEKLY,170.1,215.7,261.3,306.2,352.5,99.5,93.1,90.8,85.0,74.2,55.4,QB_3_SEASON_GAME_BOOTSTRAP,1987,110,96.8,ELITE,1,100.0
2,2026,REG,2,Regular Season Week 2,00-0033106,Jared Goff,DET,,,,ACT,10,16.0,NFL_HISTORY,TEAM_BLEND,30.7,7.23,222.3,52,38.7,38.7,QB1,4.0,,38.7,,0.0,213.4,-0.039,16.9,7.6,NFLVERSE_3YR_PBP_PLUS_WEEKLY,NFLVERSE_3YR_PBP,FULL_GAME_WORKLOAD,regular,6.71,261.5,80.9,287.2,285.5,267.3,1,206,1,NFLVERSE_WEEKLY,170.1,215.7,261.3,306.2,352.5,99.5,93.1,90.8,85.0,74.2,55.4,QB_3_SEASON_GAME_BOOTSTRAP,1987,120,96.2,ELITE,1,100.0
2,2026,REG,2,Regular Season Week 2,00-0033106,Jared Goff,DET,,,,ACT,10,16.0,NFL_HISTORY,TEAM_BLEND,30.7,7.23,222.3,52,38.7,38.7,QB1,4.0,,38.7,,0.0,213.4,-0.039,16.9,7.6,NFLVERSE_3YR_PBP_PLUS_WEEKLY,NFLVERSE_3YR_PBP,FULL_GAME_WORKLOAD,regular,6.71,261.5,80.9,287.2,285.5,267.3,1,206,1,NFLVERSE_WEEKLY,170.1,215.7,261.3,306.2,352.5,99.5,93.1,90.8,85.0,74.2,55.4,QB_3_SEASON_GAME_BOOTSTRAP,1987,130,95.5,ELITE,1,100.0
2,2026,REG,2,Regular Season Week 2,00-0033106,Jared Goff,DET,,,,ACT,10,16.0,NFL_HISTORY,TEAM_BLEND,30.7,7.23,222.3,52,38.7,38.7,QB1,4.0,,38.7,,0.0,213.4,-0.039,16.9,7.6,NFLVERSE_3YR_PBP_PLUS_WEEKLY,NFLVERSE_3YR_PBP,FULL_GAME_WORKLOAD,regular,6.71,261.5,80.9,287.2,285.5,267.3,1,206,1,NFLVERSE_WEEKLY,170.1,215.7,261.3,306.2,352.5,99.5,93.1,90.8,85.0,74.2,55.4,QB_3_SEASON_GAME_BOOTSTRAP,1987,140,94.5,ELITE,1,100.0
2,2026,REG,2,Regular Season Week 2,00-0033106,Jared Goff,DET,,,,ACT,10,16.0,NFL_HISTORY,TEAM_BLEND,30.7,7.23,222.3,52,38.7,38.7,QB1,4.0,,38.7,,0.0,213.4,-0.039,16.9,7.6,NFLVERSE_3YR_PBP_PLUS_WEEKLY,NFLVERSE_3YR_PBP,FULL_GAME_WORKLOAD,regular,6.71,261.5,80.9,287.2,285.5,267.3,1,206,1,NFLVERSE_WEEKLY,170.1,215.7,261.3,306.2,352.5,99.5,93.1,90.8,85.0,74.2,55.4,QB_3_SEASON_GAME_BOOTSTRAP,1987,150,93.2,ELITE,1,100.0
2,2026,REG,2,Regular Season Week 2,00-0033106,Jared Goff,DET,,,,ACT,10,16.0,NFL_HISTORY,TEAM_BLEND,30.7,7.23,222.3,52,38.7,38.7,QB1,4.0,,38.7,,0.0,213.4,-0.039,16.9,7.6,NFLVERSE_3YR_PBP_PLUS_WEEKLY,NFLVERSE_3YR_PBP,FULL_GAME_WORKLOAD,regular,6.71,261.5,80.9,287.2,285.5,267.3,1,206,1,NFLVERSE_WEEKLY,170.1,215.7,261.3,306.2,352.5,99.5,93.1,90.8,85.0,74.2,55.4,QB_3_SEASON_GAME_BOOTSTRAP,1987,160,91.8,ELITE,1,100.0
2,2026,REG,2,Regular Season Week 2,00-0033106,Jared Goff,DET,,,,ACT,10,16.0,NFL_HISTORY,TEAM_BLEND,30.7,7.23,222.3,52,38.7,38.7,QB1,4.0,,38.7,,0.0,213.4,-0.039,16.9,7.6,NFLVERSE_3YR_PBP_PLUS_WEEKLY,NFLVERSE_3YR_PBP,FULL_GAME_WORKLOAD,regular,6.71,261.5,80.9,287.2,285.5,267.3,1,206,1,NFLVERSE_WEEKLY,170.1,215.7,261.3,306.2,352.5,99.5,93.1,90.8,85.0,74.2,55.4,QB_3_SEASON_GAME_BOOTSTRAP,1987,170,90.0,ELITE,1,100.0
2,2026,REG,2,Regular Season Week 2,00-0033106,Jared Goff,DET,,,,ACT,10,16.0,NFL_HISTORY,TEAM_BLEND,30.7,7.23,222.3,52,38.7,38.7,QB1,4.0,,38.7,,0.0,213.4,-0.039,16.9,7.6,NFLVERSE_3YR_PBP_PLUS_WEEKLY,NFLVERSE_3YR_PBP,FULL_GAME_WORKLOAD,regular,6.71,261.5,80.9,287.2,285.5,267.3,1,206,1,NFLVERSE_WEEKLY,170.1,215.7,261.3,306.2,352.5,99.5,93.1,90.8,85.0,74.2,55.4,QB_3_SEASON_GAME_BOOTSTRAP,1987,180,87.5,VERY HIGH,1,100.0
