rank,model_season,season_type,target_week,target_slate,player_id,player_name,team,opponent,home_away,game_date,roster_status,years_exp,jersey_number,projection_source,prior_context,team_prior_attempts,team_prior_ypa,team_prior_yards,games_sample,normal_projected_attempts,projected_attempts,depth_role,expected_quarters,expected_drives,projected_dropbacks,scramble_rate_pct,projected_designed_rushes,opp_pass_yards_allowed_pg,opp_epa_per_dropback,opp_pressure_rate_pct,opp_explosive_pass_rate_pct,player_context_source,opponent_context_source,preseason_usage_source,preseason_usage_bucket,projected_ypa,projected_passing_yards,model_std,last_5_avg,last_10_avg,last_15_avg,season_games,season_passing_yards,season_weeks,season_history_source,sim_p10,sim_p25,sim_median,sim_p75,sim_p90,pass_depth_prob_5_plus,pass_depth_prob_10_plus,pass_depth_prob_15_plus,pass_depth_prob_20_plus,pass_depth_prob_25_plus,pass_depth_prob_30_plus,pass_depth_source,pass_depth_attempt_sample,ladder_yards,probability_pct,grade,season_hits,season_hit_rate
7,2026,REG,2,Regular Season Week 2,00-0026498,Matthew Stafford,LAR,,,,ACT,17,9.0,NFL_HISTORY,TEAM_BLEND,30.7,7.05,218.3,49,34.1,34.1,QB1,4.0,,34.1,,0.0,235.8,0.024,15.0,8.0,NFLVERSE_3YR_PBP_PLUS_WEEKLY,NFLVERSE_3YR_PBP,FULL_GAME_WORKLOAD,regular,7.19,249.3,112.8,301.6,271.5,274.9,1,155,1,NFLVERSE_WEEKLY,119.5,185.8,248.7,312.2,377.6,99.5,92.5,89.4,84.1,75.6,65.2,QB_3_SEASON_GAME_BOOTSTRAP,1962,300,29.3,LOW,0,0.0
7,2026,REG,2,Regular Season Week 2,00-0026498,Matthew Stafford,LAR,,,,ACT,17,9.0,NFL_HISTORY,TEAM_BLEND,30.7,7.05,218.3,49,34.1,34.1,QB1,4.0,,34.1,,0.0,235.8,0.024,15.0,8.0,NFLVERSE_3YR_PBP_PLUS_WEEKLY,NFLVERSE_3YR_PBP,FULL_GAME_WORKLOAD,regular,7.19,249.3,112.8,301.6,271.5,274.9,1,155,1,NFLVERSE_WEEKLY,119.5,185.8,248.7,312.2,377.6,99.5,92.5,89.4,84.1,75.6,65.2,QB_3_SEASON_GAME_BOOTSTRAP,1962,310,25.7,LOW,0,0.0
7,2026,REG,2,Regular Season Week 2,00-0026498,Matthew Stafford,LAR,,,,ACT,17,9.0,NFL_HISTORY,TEAM_BLEND,30.7,7.05,218.3,49,34.1,34.1,QB1,4.0,,34.1,,0.0,235.8,0.024,15.0,8.0,NFLVERSE_3YR_PBP_PLUS_WEEKLY,NFLVERSE_3YR_PBP,FULL_GAME_WORKLOAD,regular,7.19,249.3,112.8,301.6,271.5,274.9,1,155,1,NFLVERSE_WEEKLY,119.5,185.8,248.7,312.2,377.6,99.5,92.5,89.4,84.1,75.6,65.2,QB_3_SEASON_GAME_BOOTSTRAP,1962,320,22.7,VERY LOW,0,0.0
7,2026,REG,2,Regular Season Week 2,00-0026498,Matthew Stafford,LAR,,,,ACT,17,9.0,NFL_HISTORY,TEAM_BLEND,30.7,7.05,218.3,49,34.1,34.1,QB1,4.0,,34.1,,0.0,235.8,0.024,15.0,8.0,NFLVERSE_3YR_PBP_PLUS_WEEKLY,NFLVERSE_3YR_PBP,FULL_GAME_WORKLOAD,regular,7.19,249.3,112.8,301.6,271.5,274.9,1,155,1,NFLVERSE_WEEKLY,119.5,185.8,248.7,312.2,377.6,99.5,92.5,89.4,84.1,75.6,65.2,QB_3_SEASON_GAME_BOOTSTRAP,1962,330,19.6,VERY LOW,0,0.0
7,2026,REG,2,Regular Season Week 2,00-0026498,Matthew Stafford,LAR,,,,ACT,17,9.0,NFL_HISTORY,TEAM_BLEND,30.7,7.05,218.3,49,34.1,34.1,QB1,4.0,,34.1,,0.0,235.8,0.024,15.0,8.0,NFLVERSE_3YR_PBP_PLUS_WEEKLY,NFLVERSE_3YR_PBP,FULL_GAME_WORKLOAD,regular,7.19,249.3,112.8,301.6,271.5,274.9,1,155,1,NFLVERSE_WEEKLY,119.5,185.8,248.7,312.2,377.6,99.5,92.5,89.4,84.1,75.6,65.2,QB_3_SEASON_GAME_BOOTSTRAP,1962,340,17.1,VERY LOW,0,0.0
7,2026,REG,2,Regular Season Week 2,00-0026498,Matthew Stafford,LAR,,,,ACT,17,9.0,NFL_HISTORY,TEAM_BLEND,30.7,7.05,218.3,49,34.1,34.1,QB1,4.0,,34.1,,0.0,235.8,0.024,15.0,8.0,NFLVERSE_3YR_PBP_PLUS_WEEKLY,NFLVERSE_3YR_PBP,FULL_GAME_WORKLOAD,regular,7.19,249.3,112.8,301.6,271.5,274.9,1,155,1,NFLVERSE_WEEKLY,119.5,185.8,248.7,312.2,377.6,99.5,92.5,89.4,84.1,75.6,65.2,QB_3_SEASON_GAME_BOOTSTRAP,1962,350,14.9,VERY LOW,0,0.0
7,2026,REG,2,Regular Season Week 2,00-0026498,Matthew Stafford,LAR,,,,ACT,17,9.0,NFL_HISTORY,TEAM_BLEND,30.7,7.05,218.3,49,34.1,34.1,QB1,4.0,,34.1,,0.0,235.8,0.024,15.0,8.0,NFLVERSE_3YR_PBP_PLUS_WEEKLY,NFLVERSE_3YR_PBP,FULL_GAME_WORKLOAD,regular,7.19,249.3,112.8,301.6,271.5,274.9,1,155,1,NFLVERSE_WEEKLY,119.5,185.8,248.7,312.2,377.6,99.5,92.5,89.4,84.1,75.6,65.2,QB_3_SEASON_GAME_BOOTSTRAP,1962,360,12.9,VERY LOW,0,0.0
7,2026,REG,2,Regular Season Week 2,00-0026498,Matthew Stafford,LAR,,,,ACT,17,9.0,NFL_HISTORY,TEAM_BLEND,30.7,7.05,218.3,49,34.1,34.1,QB1,4.0,,34.1,,0.0,235.8,0.024,15.0,8.0,NFLVERSE_3YR_PBP_PLUS_WEEKLY,NFLVERSE_3YR_PBP,FULL_GAME_WORKLOAD,regular,7.19,249.3,112.8,301.6,271.5,274.9,1,155,1,NFLVERSE_WEEKLY,119.5,185.8,248.7,312.2,377.6,99.5,92.5,89.4,84.1,75.6,65.2,QB_3_SEASON_GAME_BOOTSTRAP,1962,370,11.1,VERY LOW,0,0.0
7,2026,REG,2,Regular Season Week 2,00-0026498,Matthew Stafford,LAR,,,,ACT,17,9.0,NFL_HISTORY,TEAM_BLEND,30.7,7.05,218.3,49,34.1,34.1,QB1,4.0,,34.1,,0.0,235.8,0.024,15.0,8.0,NFLVERSE_3YR_PBP_PLUS_WEEKLY,NFLVERSE_3YR_PBP,FULL_GAME_WORKLOAD,regular,7.19,249.3,112.8,301.6,271.5,274.9,1,155,1,NFLVERSE_WEEKLY,119.5,185.8,248.7,312.2,377.6,99.5,92.5,89.4,84.1,75.6,65.2,QB_3_SEASON_GAME_BOOTSTRAP,1962,380,9.6,VERY LOW,0,0.0
7,2026,REG,2,Regular Season Week 2,00-0026498,Matthew Stafford,LAR,,,,ACT,17,9.0,NFL_HISTORY,TEAM_BLEND,30.7,7.05,218.3,49,34.1,34.1,QB1,4.0,,34.1,,0.0,235.8,0.024,15.0,8.0,NFLVERSE_3YR_PBP_PLUS_WEEKLY,NFLVERSE_3YR_PBP,FULL_GAME_WORKLOAD,regular,7.19,249.3,112.8,301.6,271.5,274.9,1,155,1,NFLVERSE_WEEKLY,119.5,185.8,248.7,312.2,377.6,99.5,92.5,89.4,84.1,75.6,65.2,QB_3_SEASON_GAME_BOOTSTRAP,1962,390,8.3,VERY LOW,0,0.0
7,2026,REG,2,Regular Season Week 2,00-0026498,Matthew Stafford,LAR,,,,ACT,17,9.0,NFL_HISTORY,TEAM_BLEND,30.7,7.05,218.3,49,34.1,34.1,QB1,4.0,,34.1,,0.0,235.8,0.024,15.0,8.0,NFLVERSE_3YR_PBP_PLUS_WEEKLY,NFLVERSE_3YR_PBP,FULL_GAME_WORKLOAD,regular,7.19,249.3,112.8,301.6,271.5,274.9,1,155,1,NFLVERSE_WEEKLY,119.5,185.8,248.7,312.2,377.6,99.5,92.5,89.4,84.1,75.6,65.2,QB_3_SEASON_GAME_BOOTSTRAP,1962,400,7.2,VERY LOW,0,0.0
8,2026,REG,2,Regular Season Week 2,00-0039918,Caleb Williams,CHI,,,,ACT,2,18.0,NFL_HISTORY,TEAM_BLEND,30.5,6.74,205.9,35,32.4,32.4,QB1,4.0,,32.4,,0.0,232.5,-0.049,16.6,7.4,NFLVERSE_3YR_PBP_PLUS_WEEKLY,NFLVERSE_3YR_PBP,FULL_GAME_WORKLOAD,regular,7.64,248.0,70.8,260.6,229.5,233.1,1,269,1,NFLVERSE_WEEKLY,167.5,208.1,247.7,287.8,328.5,99.5,92.8,86.5,76.4,68.7,38.6,QB_3_SEASON_GAME_BOOTSTRAP,1328,100,98.0,ELITE,1,100.0
8,2026,REG,2,Regular Season Week 2,00-0039918,Caleb Williams,CHI,,,,ACT,2,18.0,NFL_HISTORY,TEAM_BLEND,30.5,6.74,205.9,35,32.4,32.4,QB1,4.0,,32.4,,0.0,232.5,-0.049,16.6,7.4,NFLVERSE_3YR_PBP_PLUS_WEEKLY,NFLVERSE_3YR_PBP,FULL_GAME_WORKLOAD,regular,7.64,248.0,70.8,260.6,229.5,233.1,1,269,1,NFLVERSE_WEEKLY,167.5,208.1,247.7,287.8,328.5,99.5,92.8,86.5,76.4,68.7,38.6,QB_3_SEASON_GAME_BOOTSTRAP,1328,110,97.5,ELITE,1,100.0
8,2026,REG,2,Regular Season Week 2,00-0039918,Caleb Williams,CHI,,,,ACT,2,18.0,NFL_HISTORY,TEAM_BLEND,30.5,6.74,205.9,35,32.4,32.4,QB1,4.0,,32.4,,0.0,232.5,-0.049,16.6,7.4,NFLVERSE_3YR_PBP_PLUS_WEEKLY,NFLVERSE_3YR_PBP,FULL_GAME_WORKLOAD,regular,7.64,248.0,70.8,260.6,229.5,233.1,1,269,1,NFLVERSE_WEEKLY,167.5,208.1,247.7,287.8,328.5,99.5,92.8,86.5,76.4,68.7,38.6,QB_3_SEASON_GAME_BOOTSTRAP,1328,120,96.9,ELITE,1,100.0
8,2026,REG,2,Regular Season Week 2,00-0039918,Caleb Williams,CHI,,,,ACT,2,18.0,NFL_HISTORY,TEAM_BLEND,30.5,6.74,205.9,35,32.4,32.4,QB1,4.0,,32.4,,0.0,232.5,-0.049,16.6,7.4,NFLVERSE_3YR_PBP_PLUS_WEEKLY,NFLVERSE_3YR_PBP,FULL_GAME_WORKLOAD,regular,7.64,248.0,70.8,260.6,229.5,233.1,1,269,1,NFLVERSE_WEEKLY,167.5,208.1,247.7,287.8,328.5,99.5,92.8,86.5,76.4,68.7,38.6,QB_3_SEASON_GAME_BOOTSTRAP,1328,130,96.1,ELITE,1,100.0
8,2026,REG,2,Regular Season Week 2,00-0039918,Caleb Williams,CHI,,,,ACT,2,18.0,NFL_HISTORY,TEAM_BLEND,30.5,6.74,205.9,35,32.4,32.4,QB1,4.0,,32.4,,0.0,232.5,-0.049,16.6,7.4,NFLVERSE_3YR_PBP_PLUS_WEEKLY,NFLVERSE_3YR_PBP,FULL_GAME_WORKLOAD,regular,7.64,248.0,70.8,260.6,229.5,233.1,1,269,1,NFLVERSE_WEEKLY,167.5,208.1,247.7,287.8,328.5,99.5,92.8,86.5,76.4,68.7,38.6,QB_3_SEASON_GAME_BOOTSTRAP,1328,140,94.9,ELITE,1,100.0
8,2026,REG,2,Regular Season Week 2,00-0039918,Caleb Williams,CHI,,,,ACT,2,18.0,NFL_HISTORY,TEAM_BLEND,30.5,6.74,205.9,35,32.4,32.4,QB1,4.0,,32.4,,0.0,232.5,-0.049,16.6,7.4,NFLVERSE_3YR_PBP_PLUS_WEEKLY,NFLVERSE_3YR_PBP,FULL_GAME_WORKLOAD,regular,7.64,248.0,70.8,260.6,229.5,233.1,1,269,1,NFLVERSE_WEEKLY,167.5,208.1,247.7,287.8,328.5,99.5,92.8,86.5,76.4,68.7,38.6,QB_3_SEASON_GAME_BOOTSTRAP,1328,150,93.5,ELITE,1,100.0
8,2026,REG,2,Regular Season Week 2,00-0039918,Caleb Williams,CHI,,,,ACT,2,18.0,NFL_HISTORY,TEAM_BLEND,30.5,6.74,205.9,35,32.4,32.4,QB1,4.0,,32.4,,0.0,232.5,-0.049,16.6,7.4,NFLVERSE_3YR_PBP_PLUS_WEEKLY,NFLVERSE_3YR_PBP,FULL_GAME_WORKLOAD,regular,7.64,248.0,70.8,260.6,229.5,233.1,1,269,1,NFLVERSE_WEEKLY,167.5,208.1,247.7,287.8,328.5,99.5,92.8,86.5,76.4,68.7,38.6,QB_3_SEASON_GAME_BOOTSTRAP,1328,160,91.6,ELITE,1,100.0
8,2026,REG,2,Regular Season Week 2,00-0039918,Caleb Williams,CHI,,,,ACT,2,18.0,NFL_HISTORY,TEAM_BLEND,30.5,6.74,205.9,35,32.4,32.4,QB1,4.0,,32.4,,0.0,232.5,-0.049,16.6,7.4,NFLVERSE_3YR_PBP_PLUS_WEEKLY,NFLVERSE_3YR_PBP,FULL_GAME_WORKLOAD,regular,7.64,248.0,70.8,260.6,229.5,233.1,1,269,1,NFLVERSE_WEEKLY,167.5,208.1,247.7,287.8,328.5,99.5,92.8,86.5,76.4,68.7,38.6,QB_3_SEASON_GAME_BOOTSTRAP,1328,170,89.5,VERY HIGH,1,100.0
8,2026,REG,2,Regular Season Week 2,00-0039918,Caleb Williams,CHI,,,,ACT,2,18.0,NFL_HISTORY,TEAM_BLEND,30.5,6.74,205.9,35,32.4,32.4,QB1,4.0,,32.4,,0.0,232.5,-0.049,16.6,7.4,NFLVERSE_3YR_PBP_PLUS_WEEKLY,NFLVERSE_3YR_PBP,FULL_GAME_WORKLOAD,regular,7.64,248.0,70.8,260.6,229.5,233.1,1,269,1,NFLVERSE_WEEKLY,167.5,208.1,247.7,287.8,328.5,99.5,92.8,86.5,76.4,68.7,38.6,QB_3_SEASON_GAME_BOOTSTRAP,1328,180,86.7,VERY HIGH,1,100.0
8,2026,REG,2,Regular Season Week 2,00-0039918,Caleb Williams,CHI,,,,ACT,2,18.0,NFL_HISTORY,TEAM_BLEND,30.5,6.74,205.9,35,32.4,32.4,QB1,4.0,,32.4,,0.0,232.5,-0.049,16.6,7.4,NFLVERSE_3YR_PBP_PLUS_WEEKLY,NFLVERSE_3YR_PBP,FULL_GAME_WORKLOAD,regular,7.64,248.0,70.8,260.6,229.5,233.1,1,269,1,NFLVERSE_WEEKLY,167.5,208.1,247.7,287.8,328.5,99.5,92.8,86.5,76.4,68.7,38.6,QB_3_SEASON_GAME_BOOTSTRAP,1328,190,83.3,VERY HIGH,1,100.0
8,2026,REG,2,Regular Season Week 2,00-0039918,Caleb Williams,CHI,,,,ACT,2,18.0,NFL_HISTORY,TEAM_BLEND,30.5,6.74,205.9,35,32.4,32.4,QB1,4.0,,32.4,,0.0,232.5,-0.049,16.6,7.4,NFLVERSE_3YR_PBP_PLUS_WEEKLY,NFLVERSE_3YR_PBP,FULL_GAME_WORKLOAD,regular,7.64,248.0,70.8,260.6,229.5,233.1,1,269,1,NFLVERSE_WEEKLY,167.5,208.1,247.7,287.8,328.5,99.5,92.8,86.5,76.4,68.7,38.6,QB_3_SEASON_GAME_BOOTSTRAP,1328,200,79.0,HIGH,1,100.0
8,2026,REG,2,Regular Season Week 2,00-0039918,Caleb Williams,CHI,,,,ACT,2,18.0,NFL_HISTORY,TEAM_BLEND,30.5,6.74,205.9,35,32.4,32.4,QB1,4.0,,32.4,,0.0,232.5,-0.049,16.6,7.4,NFLVERSE_3YR_PBP_PLUS_WEEKLY,NFLVERSE_3YR_PBP,FULL_GAME_WORKLOAD,regular,7.64,248.0,70.8,260.6,229.5,233.1,1,269,1,NFLVERSE_WEEKLY,167.5,208.1,247.7,287.8,328.5,99.5,92.8,86.5,76.4,68.7,38.6,QB_3_SEASON_GAME_BOOTSTRAP,1328,210,74.1,HIGH,1,100.0
8,2026,REG,2,Regular Season Week 2,00-0039918,Caleb Williams,CHI,,,,ACT,2,18.0,NFL_HISTORY,TEAM_BLEND,30.5,6.74,205.9,35,32.4,32.4,QB1,4.0,,32.4,,0.0,232.5,-0.049,16.6,7.4,NFLVERSE_3YR_PBP_PLUS_WEEKLY,NFLVERSE_3YR_PBP,FULL_GAME_WORKLOAD,regular,7.64,248.0,70.8,260.6,229.5,233.1,1,269,1,NFLVERSE_WEEKLY,167.5,208.1,247.7,287.8,328.5,99.5,92.8,86.5,76.4,68.7,38.6,QB_3_SEASON_GAME_BOOTSTRAP,1328,220,68.4,SOLID,1,100.0
8,2026,REG,2,Regular Season Week 2,00-0039918,Caleb Williams,CHI,,,,ACT,2,18.0,NFL_HISTORY,TEAM_BLEND,30.5,6.74,205.9,35,32.4,32.4,QB1,4.0,,32.4,,0.0,232.5,-0.049,16.6,7.4,NFLVERSE_3YR_PBP_PLUS_WEEKLY,NFLVERSE_3YR_PBP,FULL_GAME_WORKLOAD,regular,7.64,248.0,70.8,260.6,229.5,233.1,1,269,1,NFLVERSE_WEEKLY,167.5,208.1,247.7,287.8,328.5,99.5,92.8,86.5,76.4,68.7,38.6,QB_3_SEASON_GAME_BOOTSTRAP,1328,230,62.0,SOLID,1,100.0
8,2026,REG,2,Regular Season Week 2,00-0039918,Caleb Williams,CHI,,,,ACT,2,18.0,NFL_HISTORY,TEAM_BLEND,30.5,6.74,205.9,35,32.4,32.4,QB1,4.0,,32.4,,0.0,232.5,-0.049,16.6,7.4,NFLVERSE_3YR_PBP_PLUS_WEEKLY,NFLVERSE_3YR_PBP,FULL_GAME_WORKLOAD,regular,7.64,248.0,70.8,260.6,229.5,233.1,1,269,1,NFLVERSE_WEEKLY,167.5,208.1,247.7,287.8,328.5,99.5,92.8,86.5,76.4,68.7,38.6,QB_3_SEASON_GAME_BOOTSTRAP,1328,240,55.3,LEAN,1,100.0
8,2026,REG,2,Regular Season Week 2,00-0039918,Caleb Williams,CHI,,,,ACT,2,18.0,NFL_HISTORY,TEAM_BLEND,30.5,6.74,205.9,35,32.4,32.4,QB1,4.0,,32.4,,0.0,232.5,-0.049,16.6,7.4,NFLVERSE_3YR_PBP_PLUS_WEEKLY,NFLVERSE_3YR_PBP,FULL_GAME_WORKLOAD,regular,7.64,248.0,70.8,260.6,229.5,233.1,1,269,1,NFLVERSE_WEEKLY,167.5,208.1,247.7,287.8,328.5,99.5,92.8,86.5,76.4,68.7,38.6,QB_3_SEASON_GAME_BOOTSTRAP,1328,250,48.3,COIN FLIP,1,100.0
8,2026,REG,2,Regular Season Week 2,00-0039918,Caleb Williams,CHI,,,,ACT,2,18.0,NFL_HISTORY,TEAM_BLEND,30.5,6.74,205.9,35,32.4,32.4,QB1,4.0,,32.4,,0.0,232.5,-0.049,16.6,7.4,NFLVERSE_3YR_PBP_PLUS_WEEKLY,NFLVERSE_3YR_PBP,FULL_GAME_WORKLOAD,regular,7.64,248.0,70.8,260.6,229.5,233.1,1,269,1,NFLVERSE_WEEKLY,167.5,208.1,247.7,287.8,328.5,99.5,92.8,86.5,76.4,68.7,38.6,QB_3_SEASON_GAME_BOOTSTRAP,1328,260,41.6,COIN FLIP,1,100.0
8,2026,REG,2,Regular Season Week 2,00-0039918,Caleb Williams,CHI,,,,ACT,2,18.0,NFL_HISTORY,TEAM_BLEND,30.5,6.74,205.9,35,32.4,32.4,QB1,4.0,,32.4,,0.0,232.5,-0.049,16.6,7.4,NFLVERSE_3YR_PBP_PLUS_WEEKLY,NFLVERSE_3YR_PBP,FULL_GAME_WORKLOAD,regular,7.64,248.0,70.8,260.6,229.5,233.1,1,269,1,NFLVERSE_WEEKLY,167.5,208.1,247.7,287.8,328.5,99.5,92.8,86.5,76.4,68.7,38.6,QB_3_SEASON_GAME_BOOTSTRAP,1328,270,35.0,LOW,0,0.0
8,2026,REG,2,Regular Season Week 2,00-0039918,Caleb Williams,CHI,,,,ACT,2,18.0,NFL_HISTORY,TEAM_BLEND,30.5,6.74,205.9,35,32.4,32.4,QB1,4.0,,32.4,,0.0,232.5,-0.049,16.6,7.4,NFLVERSE_3YR_PBP_PLUS_WEEKLY,NFLVERSE_3YR_PBP,FULL_GAME_WORKLOAD,regular,7.64,248.0,70.8,260.6,229.5,233.1,1,269,1,NFLVERSE_WEEKLY,167.5,208.1,247.7,287.8,328.5,99.5,92.8,86.5,76.4,68.7,38.6,QB_3_SEASON_GAME_BOOTSTRAP,1328,280,29.1,LOW,0,0.0
8,2026,REG,2,Regular Season Week 2,00-0039918,Caleb Williams,CHI,,,,ACT,2,18.0,NFL_HISTORY,TEAM_BLEND,30.5,6.74,205.9,35,32.4,32.4,QB1,4.0,,32.4,,0.0,232.5,-0.049,16.6,7.4,NFLVERSE_3YR_PBP_PLUS_WEEKLY,NFLVERSE_3YR_PBP,FULL_GAME_WORKLOAD,regular,7.64,248.0,70.8,260.6,229.5,233.1,1,269,1,NFLVERSE_WEEKLY,167.5,208.1,247.7,287.8,328.5,99.5,92.8,86.5,76.4,68.7,38.6,QB_3_SEASON_GAME_BOOTSTRAP,1328,290,23.8,VERY LOW,0,0.0
8,2026,REG,2,Regular Season Week 2,00-0039918,Caleb Williams,CHI,,,,ACT,2,18.0,NFL_HISTORY,TEAM_BLEND,30.5,6.74,205.9,35,32.4,32.4,QB1,4.0,,32.4,,0.0,232.5,-0.049,16.6,7.4,NFLVERSE_3YR_PBP_PLUS_WEEKLY,NFLVERSE_3YR_PBP,FULL_GAME_WORKLOAD,regular,7.64,248.0,70.8,260.6,229.5,233.1,1,269,1,NFLVERSE_WEEKLY,167.5,208.1,247.7,287.8,328.5,99.5,92.8,86.5,76.4,68.7,38.6,QB_3_SEASON_GAME_BOOTSTRAP,1328,300,19.1,VERY LOW,0,0.0
8,2026,REG,2,Regular Season Week 2,00-0039918,Caleb Williams,CHI,,,,ACT,2,18.0,NFL_HISTORY,TEAM_BLEND,30.5,6.74,205.9,35,32.4,32.4,QB1,4.0,,32.4,,0.0,232.5,-0.049,16.6,7.4,NFLVERSE_3YR_PBP_PLUS_WEEKLY,NFLVERSE_3YR_PBP,FULL_GAME_WORKLOAD,regular,7.64,248.0,70.8,260.6,229.5,233.1,1,269,1,NFLVERSE_WEEKLY,167.5,208.1,247.7,287.8,328.5,99.5,92.8,86.5,76.4,68.7,38.6,QB_3_SEASON_GAME_BOOTSTRAP,1328,310,15.2,VERY LOW,0,0.0
8,2026,REG,2,Regular Season Week 2,00-0039918,Caleb Williams,CHI,,,,ACT,2,18.0,NFL_HISTORY,TEAM_BLEND,30.5,6.74,205.9,35,32.4,32.4,QB1,4.0,,32.4,,0.0,232.5,-0.049,16.6,7.4,NFLVERSE_3YR_PBP_PLUS_WEEKLY,NFLVERSE_3YR_PBP,FULL_GAME_WORKLOAD,regular,7.64,248.0,70.8,260.6,229.5,233.1,1,269,1,NFLVERSE_WEEKLY,167.5,208.1,247.7,287.8,328.5,99.5,92.8,86.5,76.4,68.7,38.6,QB_3_SEASON_GAME_BOOTSTRAP,1328,320,12.3,VERY LOW,0,0.0
8,2026,REG,2,Regular Season Week 2,00-0039918,Caleb Williams,CHI,,,,ACT,2,18.0,NFL_HISTORY,TEAM_BLEND,30.5,6.74,205.9,35,32.4,32.4,QB1,4.0,,32.4,,0.0,232.5,-0.049,16.6,7.4,NFLVERSE_3YR_PBP_PLUS_WEEKLY,NFLVERSE_3YR_PBP,FULL_GAME_WORKLOAD,regular,7.64,248.0,70.8,260.6,229.5,233.1,1,269,1,NFLVERSE_WEEKLY,167.5,208.1,247.7,287.8,328.5,99.5,92.8,86.5,76.4,68.7,38.6,QB_3_SEASON_GAME_BOOTSTRAP,1328,330,9.6,VERY LOW,0,0.0
8,2026,REG,2,Regular Season Week 2,00-0039918,Caleb Williams,CHI,,,,ACT,2,18.0,NFL_HISTORY,TEAM_BLEND,30.5,6.74,205.9,35,32.4,32.4,QB1,4.0,,32.4,,0.0,232.5,-0.049,16.6,7.4,NFLVERSE_3YR_PBP_PLUS_WEEKLY,NFLVERSE_3YR_PBP,FULL_GAME_WORKLOAD,regular,7.64,248.0,70.8,260.6,229.5,233.1,1,269,1,NFLVERSE_WEEKLY,167.5,208.1,247.7,287.8,328.5,99.5,92.8,86.5,76.4,68.7,38.6,QB_3_SEASON_GAME_BOOTSTRAP,1328,340,7.7,VERY LOW,0,0.0
8,2026,REG,2,Regular Season Week 2,00-0039918,Caleb Williams,CHI,,,,ACT,2,18.0,NFL_HISTORY,TEAM_BLEND,30.5,6.74,205.9,35,32.4,32.4,QB1,4.0,,32.4,,0.0,232.5,-0.049,16.6,7.4,NFLVERSE_3YR_PBP_PLUS_WEEKLY,NFLVERSE_3YR_PBP,FULL_GAME_WORKLOAD,regular,7.64,248.0,70.8,260.6,229.5,233.1,1,269,1,NFLVERSE_WEEKLY,167.5,208.1,247.7,287.8,328.5,99.5,92.8,86.5,76.4,68.7,38.6,QB_3_SEASON_GAME_BOOTSTRAP,1328,350,6.0,VERY LOW,0,0.0
8,2026,REG,2,Regular Season Week 2,00-0039918,Caleb Williams,CHI,,,,ACT,2,18.0,NFL_HISTORY,TEAM_BLEND,30.5,6.74,205.9,35,32.4,32.4,QB1,4.0,,32.4,,0.0,232.5,-0.049,16.6,7.4,NFLVERSE_3YR_PBP_PLUS_WEEKLY,NFLVERSE_3YR_PBP,FULL_GAME_WORKLOAD,regular,7.64,248.0,70.8,260.6,229.5,233.1,1,269,1,NFLVERSE_WEEKLY,167.5,208.1,247.7,287.8,328.5,99.5,92.8,86.5,76.4,68.7,38.6,QB_3_SEASON_GAME_BOOTSTRAP,1328,360,4.7,VERY LOW,0,0.0
8,2026,REG,2,Regular Season Week 2,00-0039918,Caleb Williams,CHI,,,,ACT,2,18.0,NFL_HISTORY,TEAM_BLEND,30.5,6.74,205.9,35,32.4,32.4,QB1,4.0,,32.4,,0.0,232.5,-0.049,16.6,7.4,NFLVERSE_3YR_PBP_PLUS_WEEKLY,NFLVERSE_3YR_PBP,FULL_GAME_WORKLOAD,regular,7.64,248.0,70.8,260.6,229.5,233.1,1,269,1,NFLVERSE_WEEKLY,167.5,208.1,247.7,287.8,328.5,99.5,92.8,86.5,76.4,68.7,38.6,QB_3_SEASON_GAME_BOOTSTRAP,1328,370,3.8,VERY LOW,0,0.0
8,2026,REG,2,Regular Season Week 2,00-0039918,Caleb Williams,CHI,,,,ACT,2,18.0,NFL_HISTORY,TEAM_BLEND,30.5,6.74,205.9,35,32.4,32.4,QB1,4.0,,32.4,,0.0,232.5,-0.049,16.6,7.4,NFLVERSE_3YR_PBP_PLUS_WEEKLY,NFLVERSE_3YR_PBP,FULL_GAME_WORKLOAD,regular,7.64,248.0,70.8,260.6,229.5,233.1,1,269,1,NFLVERSE_WEEKLY,167.5,208.1,247.7,287.8,328.5,99.5,92.8,86.5,76.4,68.7,38.6,QB_3_SEASON_GAME_BOOTSTRAP,1328,380,3.0,VERY LOW,0,0.0
8,2026,REG,2,Regular Season Week 2,00-0039918,Caleb Williams,CHI,,,,ACT,2,18.0,NFL_HISTORY,TEAM_BLEND,30.5,6.74,205.9,35,32.4,32.4,QB1,4.0,,32.4,,0.0,232.5,-0.049,16.6,7.4,NFLVERSE_3YR_PBP_PLUS_WEEKLY,NFLVERSE_3YR_PBP,FULL_GAME_WORKLOAD,regular,7.64,248.0,70.8,260.6,229.5,233.1,1,269,1,NFLVERSE_WEEKLY,167.5,208.1,247.7,287.8,328.5,99.5,92.8,86.5,76.4,68.7,38.6,QB_3_SEASON_GAME_BOOTSTRAP,1328,390,2.4,VERY LOW,0,0.0
